"","date","PFPT"
"188","2013-01-18",13.07
"189","2013-01-22",13.01
"190","2013-01-23",12.75
"191","2013-01-24",13.09
"192","2013-01-25",13.48
"193","2013-01-28",13.5
"194","2013-01-29",13.29
"195","2013-01-30",13.41
"196","2013-01-31",13.15
"197","2013-02-01",13.39
"198","2013-02-04",13.12
"199","2013-02-05",13.42
"200","2013-02-06",13.74
"201","2013-02-07",13.62
"202","2013-02-08",13.84
"203","2013-02-11",13.52
"204","2013-02-12",13.54
"205","2013-02-13",13.37
"206","2013-02-14",13.8
"207","2013-02-15",14.03
"208","2013-02-19",14.24
"209","2013-02-20",14.61
"210","2013-02-21",14.57
"211","2013-02-22",14.76
"212","2013-02-25",14
"213","2013-02-26",14.58
"214","2013-02-27",14.37
"215","2013-02-28",13.98
"216","2013-03-01",13.99
"217","2013-03-04",14.06
"218","2013-03-05",14.12
"219","2013-03-06",14.17
"220","2013-03-07",14.98
"221","2013-03-08",14.84
"222","2013-03-11",14.9
"223","2013-03-12",15.04
"224","2013-03-13",15.52
"225","2013-03-14",16.190001
"226","2013-03-15",16.139999
"227","2013-03-18",16.190001
"228","2013-03-19",16.73
"229","2013-03-20",17
"230","2013-03-21",17.129999
"231","2013-03-22",16.67
"232","2013-03-25",16.65
"233","2013-03-26",16.780001
"234","2013-03-27",16.709999
"235","2013-03-28",16.860001
"236","2013-04-01",16.75
"237","2013-04-02",17.42
"238","2013-04-03",17.01
"239","2013-04-04",16.969999
"240","2013-04-05",16.690001
"241","2013-04-08",16.629999
"242","2013-04-09",16.99
"243","2013-04-10",16.98
"244","2013-04-11",17.030001
"245","2013-04-12",17.02
"246","2013-04-15",16.690001
"247","2013-04-16",17.18
"248","2013-04-17",16.99
"249","2013-04-18",16.969999
"250","2013-04-19",17.110001
"251","2013-04-22",17.17
"252","2013-04-23",17.5
"253","2013-04-24",16.969999
"254","2013-04-25",18.01
"255","2013-04-26",18.940001
"256","2013-04-29",18.48
"257","2013-04-30",18.32
"258","2013-05-01",18.120001
"259","2013-05-02",18.049999
"260","2013-05-03",18.77
"261","2013-05-06",18.309999
"262","2013-05-07",18.389999
"263","2013-05-08",17.73
"264","2013-05-09",17.24
"265","2013-05-10",18.110001
"266","2013-05-13",17.99
"267","2013-05-14",18.42
"268","2013-05-15",18.450001
"269","2013-05-16",18.41
"270","2013-05-17",18.450001
"271","2013-05-20",18.57
"272","2013-05-21",18.9
"273","2013-05-22",19.09
"274","2013-05-23",19.120001
"275","2013-05-24",19.76
"276","2013-05-28",19.99
"277","2013-05-29",20.15
"278","2013-05-30",20.139999
"279","2013-05-31",20.200001
"280","2013-06-03",20.120001
"281","2013-06-04",20.07
"282","2013-06-05",20.049999
"283","2013-06-06",20.76
"284","2013-06-07",21.799999
"285","2013-06-10",22.530001
"286","2013-06-11",22.15
"287","2013-06-12",22.49
"288","2013-06-13",22.93
"289","2013-06-14",22.950001
"290","2013-06-17",22.33
"291","2013-06-18",22.98
"292","2013-06-19",22.99
"293","2013-06-20",23.049999
"294","2013-06-21",23.620001
"295","2013-06-24",24.02
"296","2013-06-25",23.790001
"297","2013-06-26",24.32
"298","2013-06-27",24.34
"299","2013-06-28",24.25
"300","2013-07-01",24.33
"301","2013-07-02",24.59
"302","2013-07-03",24.969999
"303","2013-07-05",25
"304","2013-07-08",24.07
"305","2013-07-09",23.57
"306","2013-07-10",23.52
"307","2013-07-11",24.030001
"308","2013-07-12",24.440001
"309","2013-07-15",24.52
"310","2013-07-16",24
"311","2013-07-17",24.959999
"312","2013-07-18",25.26
"313","2013-07-19",24.76
"314","2013-07-22",24.639999
"315","2013-07-23",25.57
"316","2013-07-24",25.870001
"317","2013-07-25",26.08
"318","2013-07-26",26.93
"319","2013-07-29",26.639999
"320","2013-07-30",26.93
"321","2013-07-31",26.91
"322","2013-08-01",27.540001
"323","2013-08-02",28
"324","2013-08-05",28.9
"325","2013-08-06",29.110001
"326","2013-08-07",29.4
"327","2013-08-08",29.18
"328","2013-08-09",29
"329","2013-08-12",29
"330","2013-08-13",28.889999
"331","2013-08-14",29.48
"332","2013-08-15",29.01
"333","2013-08-16",28.969999
"334","2013-08-19",29.530001
"335","2013-08-20",29.52
"336","2013-08-21",29.389999
"337","2013-08-22",29.68
"338","2013-08-23",29.27
"339","2013-08-26",29.540001
"340","2013-08-27",28.34
"341","2013-08-28",28.530001
"342","2013-08-29",29.16
"343","2013-08-30",28.809999
"344","2013-09-03",29.370001
"345","2013-09-04",28.99
"346","2013-09-05",28.5
"347","2013-09-06",27.91
"348","2013-09-09",28.280001
"349","2013-09-10",29.440001
"350","2013-09-11",29.639999
"351","2013-09-12",30.07
"352","2013-09-13",31.559999
"353","2013-09-16",30.780001
"354","2013-09-17",31.139999
"355","2013-09-18",31.98
"356","2013-09-19",32.009998
"357","2013-09-20",31.91
"358","2013-09-23",32.029999
"359","2013-09-24",31.139999
"360","2013-09-25",31.17
"361","2013-09-26",31.190001
"362","2013-09-27",31.67
"363","2013-09-30",32.119999
"364","2013-10-01",32.009998
"365","2013-10-02",30.629999
"366","2013-10-03",28.59
"367","2013-10-04",28.870001
"368","2013-10-07",28.09
"369","2013-10-08",26.809999
"370","2013-10-09",26.879999
"371","2013-10-10",28.17
"372","2013-10-11",29.440001
"373","2013-10-14",29.4
"374","2013-10-15",29.58
"375","2013-10-16",29.370001
"376","2013-10-17",29.77
"377","2013-10-18",30.67
"378","2013-10-21",31.690001
"379","2013-10-22",31.450001
"380","2013-10-23",31.15
"381","2013-10-24",31.450001
"382","2013-10-25",30.75
"383","2013-10-28",29.360001
"384","2013-10-29",28.889999
"385","2013-10-30",27.51
"386","2013-10-31",31.639999
"387","2013-11-01",30.93
"388","2013-11-04",30.92
"389","2013-11-05",30.58
"390","2013-11-06",30.93
"391","2013-11-07",29.799999
"392","2013-11-08",31.360001
"393","2013-11-11",30.870001
"394","2013-11-12",31.110001
"395","2013-11-13",31.67
"396","2013-11-14",30.57
"397","2013-11-15",30.93
"398","2013-11-18",30.209999
"399","2013-11-19",30.41
"400","2013-11-20",30
"401","2013-11-21",30.379999
"402","2013-11-22",30.25
"403","2013-11-25",30.01
"404","2013-11-26",30.68
"405","2013-11-27",30.75
"406","2013-11-29",30.5
"407","2013-12-02",30.799999
"408","2013-12-03",31.030001
"409","2013-12-04",30.35
"410","2013-12-05",29.450001
"411","2013-12-06",28.030001
"412","2013-12-09",28.17
"413","2013-12-10",29
"414","2013-12-11",28.440001
"415","2013-12-12",28.1
"416","2013-12-13",29.27
"417","2013-12-16",28.73
"418","2013-12-17",29.290001
"419","2013-12-18",29.120001
"420","2013-12-19",29.32
"421","2013-12-20",29.65
"422","2013-12-23",31.219999
"423","2013-12-24",31.41
"424","2013-12-26",31.290001
"425","2013-12-27",32.310001
"426","2013-12-30",33.509998
"427","2013-12-31",33.169998
"428","2014-01-02",32.400002
"429","2014-01-03",34.18
"430","2014-01-06",35.02
"431","2014-01-07",36.110001
"432","2014-01-08",36.16
"433","2014-01-09",35.369999
"434","2014-01-10",35.830002
"435","2014-01-13",35.029999
"436","2014-01-14",35.740002
"437","2014-01-15",36.849998
"438","2014-01-16",37.639999
"439","2014-01-17",38.18
"440","2014-01-21",37.990002
"441","2014-01-22",37.740002
"442","2014-01-23",37.240002
"443","2014-01-24",36.599998
"444","2014-01-27",35.75
"445","2014-01-28",36.169998
"446","2014-01-29",34.91
"447","2014-01-30",36.529999
"448","2014-01-31",40.48
"449","2014-02-03",38.450001
"450","2014-02-04",38.580002
"451","2014-02-05",38.009998
"452","2014-02-06",39.950001
"453","2014-02-07",39.619999
"454","2014-02-10",40.139999
"455","2014-02-11",40.580002
"456","2014-02-12",39.66
"457","2014-02-13",39.560001
"458","2014-02-14",39.529999
"459","2014-02-18",39.77
"460","2014-02-19",39.580002
"461","2014-02-20",41.34
"462","2014-02-21",41.610001
"463","2014-02-24",41.419998
"464","2014-02-25",40.419998
"465","2014-02-26",41.169998
"466","2014-02-27",41.610001
"467","2014-02-28",41.450001
"468","2014-03-03",41.41
"469","2014-03-04",43.25
"470","2014-03-05",45.310001
"471","2014-03-06",44.259998
"472","2014-03-07",43.959999
"473","2014-03-10",43.360001
"474","2014-03-11",42.990002
"475","2014-03-12",42.950001
"476","2014-03-13",41.630001
"477","2014-03-14",42.560001
"478","2014-03-17",41.970001
"479","2014-03-18",43.91
"480","2014-03-19",42.23
"481","2014-03-20",42.150002
"482","2014-03-21",39.150002
"483","2014-03-24",37.099998
"484","2014-03-25",36.68
"485","2014-03-26",36
"486","2014-03-27",36.43
"487","2014-03-28",35.799999
"488","2014-03-31",37.080002
"489","2014-04-01",37.689999
"490","2014-04-02",37.48
"491","2014-04-03",36.529999
"492","2014-04-04",36.689999
"493","2014-04-07",33.549999
"494","2014-04-08",33.970001
"495","2014-04-09",35.91
"496","2014-04-10",32.330002
"497","2014-04-11",31.67
"498","2014-04-14",29.27
"499","2014-04-15",29.33
"500","2014-04-16",27.99
"501","2014-04-17",29.610001
"502","2014-04-21",30.23
"503","2014-04-22",31.790001
"504","2014-04-23",30.290001
"505","2014-04-24",27.889999
"506","2014-04-25",25.42
"507","2014-04-28",24.49
"508","2014-04-29",25.75
"509","2014-04-30",25.440001
"510","2014-05-01",28.950001
"511","2014-05-02",28.85
"512","2014-05-05",28.9
"513","2014-05-06",28.4
"514","2014-05-07",26.49
"515","2014-05-08",27.040001
"516","2014-05-09",27.76
"517","2014-05-12",29.15
"518","2014-05-13",27.77
"519","2014-05-14",27.120001
"520","2014-05-15",27.799999
"521","2014-05-16",28.5
"522","2014-05-19",30.469999
"523","2014-05-20",30.57
"524","2014-05-21",30.969999
"525","2014-05-22",31.709999
"526","2014-05-23",31.75
"527","2014-05-27",32.66
"528","2014-05-28",32.68
"529","2014-05-29",33.5
"530","2014-05-30",31.92
"531","2014-06-02",31.58
"532","2014-06-03",31.15
"533","2014-06-04",31.639999
"534","2014-06-05",32.93
"535","2014-06-06",32.959999
"536","2014-06-09",33.029999
"537","2014-06-10",32.82
"538","2014-06-11",33.290001
"539","2014-06-12",33.919998
"540","2014-06-13",35.400002
"541","2014-06-16",36.509998
"542","2014-06-17",37.099998
"543","2014-06-18",37.669998
"544","2014-06-19",37.610001
"545","2014-06-20",37.630001
"546","2014-06-23",37.790001
"547","2014-06-24",36.509998
"548","2014-06-25",37.52
"549","2014-06-26",36.700001
"550","2014-06-27",36.810001
"551","2014-06-30",37.459999
"552","2014-07-01",39.16
"553","2014-07-02",36.779999
"554","2014-07-03",36.580002
"555","2014-07-07",34.650002
"556","2014-07-08",33.860001
"557","2014-07-09",33.27
"558","2014-07-10",33.599998
"559","2014-07-11",33.900002
"560","2014-07-14",34.029999
"561","2014-07-15",33.259998
"562","2014-07-16",34.32
"563","2014-07-17",33.380001
"564","2014-07-18",33.970001
"565","2014-07-21",34.189999
"566","2014-07-22",35.610001
"567","2014-07-23",35.209999
"568","2014-07-24",36.650002
"569","2014-07-25",37.73
"570","2014-07-28",35.950001
"571","2014-07-29",36.700001
"572","2014-07-30",37.080002
"573","2014-07-31",35.27
"574","2014-08-01",33.889999
"575","2014-08-04",34.959999
"576","2014-08-05",34.810001
"577","2014-08-06",33.959999
"578","2014-08-07",34.650002
"579","2014-08-08",35.580002
"580","2014-08-11",36.849998
"581","2014-08-12",38.369999
"582","2014-08-13",39.369999
"583","2014-08-14",39.380001
"584","2014-08-15",39.040001
"585","2014-08-18",39.5
"586","2014-08-19",39.689999
"587","2014-08-20",39.919998
"588","2014-08-21",40.16
"589","2014-08-22",39.970001
"590","2014-08-25",39.34
"591","2014-08-26",40.860001
"592","2014-08-27",39.799999
"593","2014-08-28",38.669998
"594","2014-08-29",39.880001
"595","2014-09-02",39.900002
"596","2014-09-03",39.540001
"597","2014-09-04",38.84
"598","2014-09-05",39.009998
"599","2014-09-08",40.189999
"600","2014-09-09",39.630001
"601","2014-09-10",39.310001
"602","2014-09-11",41.549999
"603","2014-09-12",41.310001
"604","2014-09-15",38.009998
"605","2014-09-16",37.57
"606","2014-09-17",38.349998
"607","2014-09-18",38.400002
"608","2014-09-19",38.68
"609","2014-09-22",38.450001
"610","2014-09-23",36.43
"611","2014-09-24",38.900002
"612","2014-09-25",37.16
"613","2014-09-26",38.029999
"614","2014-09-29",38.080002
"615","2014-09-30",37.139999
"616","2014-10-01",35.990002
"617","2014-10-02",37.459999
"618","2014-10-03",39.490002
"619","2014-10-06",39.529999
"620","2014-10-07",37.779999
"621","2014-10-08",38.529999
"622","2014-10-09",36.700001
"623","2014-10-10",34.34
"624","2014-10-13",33.439999
"625","2014-10-14",33.630001
"626","2014-10-15",35.779999
"627","2014-10-16",37.040001
"628","2014-10-17",35.939999
"629","2014-10-20",37.169998
"630","2014-10-21",38.200001
"631","2014-10-22",36.5
"632","2014-10-23",37.650002
"633","2014-10-24",39.369999
"634","2014-10-27",38.990002
"635","2014-10-28",40.98
"636","2014-10-29",41.189999
"637","2014-10-30",42.799999
"638","2014-10-31",44.040001
"639","2014-11-03",43.18
"640","2014-11-04",43.73
"641","2014-11-05",42.919998
"642","2014-11-06",42.75
"643","2014-11-07",44
"644","2014-11-10",45.23
"645","2014-11-11",44.630001
"646","2014-11-12",44.459999
"647","2014-11-13",44.209999
"648","2014-11-14",43.860001
"649","2014-11-17",43.25
"650","2014-11-18",43.009998
"651","2014-11-19",41.459999
"652","2014-11-20",42.169998
"653","2014-11-21",42.240002
"654","2014-11-24",42.66
"655","2014-11-25",42.41
"656","2014-11-26",44.299999
"657","2014-11-28",43.419998
"658","2014-12-01",42.049999
"659","2014-12-02",44.75
"660","2014-12-03",45.240002
"661","2014-12-04",46.52
"662","2014-12-05",47.73
"663","2014-12-08",46.869999
"664","2014-12-09",47.849998
"665","2014-12-10",47.200001
"666","2014-12-11",47.389999
"667","2014-12-12",45.82
"668","2014-12-15",45.990002
"669","2014-12-16",45.349998
"670","2014-12-17",46.91
"671","2014-12-18",48.169998
"672","2014-12-19",50.200001
"673","2014-12-22",49.919998
"674","2014-12-23",49.720001
"675","2014-12-24",49.59
"676","2014-12-26",49.73
"677","2014-12-29",49.209999
"678","2014-12-30",48.599998
"679","2014-12-31",48.23
"680","2015-01-02",47.459999
"681","2015-01-05",47.82
"682","2015-01-06",47.139999
"683","2015-01-07",47.68
"684","2015-01-08",49.709999
"685","2015-01-09",49.790001
"686","2015-01-12",50.290001
"687","2015-01-13",50.209999
"688","2015-01-14",48.669998
"689","2015-01-15",46.529999
"690","2015-01-16",48.66
"691","2015-01-20",49.419998
"692","2015-01-21",49
"693","2015-01-22",50.189999
"694","2015-01-23",51.57
"695","2015-01-26",52.369999
"696","2015-01-27",50.490002
"697","2015-01-28",49.610001
"698","2015-01-29",50.119999
"699","2015-01-30",50
"700","2015-02-02",50.82
"701","2015-02-03",50.41
"702","2015-02-04",51.25
"703","2015-02-05",53.610001
"704","2015-02-06",53.110001
"705","2015-02-09",52.09
"706","2015-02-10",53.529999
"707","2015-02-11",54.98
"708","2015-02-12",55.59
"709","2015-02-13",55.970001
"710","2015-02-17",55.5
"711","2015-02-18",55.450001
"712","2015-02-19",57.23
"713","2015-02-20",57.240002
"714","2015-02-23",56.619999
"715","2015-02-24",56.549999
"716","2015-02-25",56.48
"717","2015-02-26",57.330002
"718","2015-02-27",56.639999
"719","2015-03-02",57.07
"720","2015-03-03",56.68
"721","2015-03-04",55.099998
"722","2015-03-05",56.889999
"723","2015-03-06",55.389999
"724","2015-03-09",56.470001
"725","2015-03-10",53.639999
"726","2015-03-11",53.450001
"727","2015-03-12",56.240002
"728","2015-03-13",56.610001
"729","2015-03-16",57.98
"730","2015-03-17",58.330002
"731","2015-03-18",58.599998
"732","2015-03-19",59.91
"733","2015-03-20",59.169998
"734","2015-03-23",58.490002
"735","2015-03-24",56.919998
"736","2015-03-25",54.610001
"737","2015-03-26",57.209999
"738","2015-03-27",58.419998
"739","2015-03-30",59.720001
"740","2015-03-31",59.220001
"741","2015-04-01",57.73
"742","2015-04-02",56.330002
"743","2015-04-06",57.490002
"744","2015-04-07",58.349998
"745","2015-04-08",60.290001
"746","2015-04-09",60.009998
"747","2015-04-10",61.84
"748","2015-04-13",57.740002
"749","2015-04-14",58.23
"750","2015-04-15",59.720001
"751","2015-04-16",59.450001
"752","2015-04-17",56.990002
"753","2015-04-20",57.630001
"754","2015-04-21",58.900002
"755","2015-04-22",58.450001
"756","2015-04-23",56.93
"757","2015-04-24",54.330002
"758","2015-04-27",53.740002
"759","2015-04-28",55.84
"760","2015-04-29",56.110001
"761","2015-04-30",53.98
"762","2015-05-01",53.970001
"763","2015-05-04",54.57
"764","2015-05-05",52.240002
"765","2015-05-06",52.02
"766","2015-05-07",52.709999
"767","2015-05-08",53.75
"768","2015-05-11",54.209999
"769","2015-05-12",53.950001
"770","2015-05-13",53.990002
"771","2015-05-14",55.5
"772","2015-05-15",54.720001
"773","2015-05-18",56.099998
"774","2015-05-19",56.59
"775","2015-05-20",58.009998
"776","2015-05-21",57.700001
"777","2015-05-22",58.029999
"778","2015-05-26",56.950001
"779","2015-05-27",58.349998
"780","2015-05-28",59.740002
"781","2015-05-29",59.130001
"782","2015-06-01",58.82
"783","2015-06-02",58.91
"784","2015-06-03",60.599998
"785","2015-06-04",58.849998
"786","2015-06-05",62.470001
"787","2015-06-08",60.450001
"788","2015-06-09",61.02
"789","2015-06-10",61.16
"790","2015-06-11",60.169998
"791","2015-06-12",60.560001
"792","2015-06-15",63.09
"793","2015-06-16",63.669998
"794","2015-06-17",64.389999
"795","2015-06-18",66.660004
"796","2015-06-19",66.489998
"797","2015-06-22",66.629997
"798","2015-06-23",66.949997
"799","2015-06-24",65
"800","2015-06-25",65.110001
"801","2015-06-26",65.040001
"802","2015-06-29",62.360001
"803","2015-06-30",63.669998
"804","2015-07-01",64.370003
"805","2015-07-02",63.619999
"806","2015-07-06",63.369999
"807","2015-07-07",62.27
"808","2015-07-08",62.669998
"809","2015-07-09",64.529999
"810","2015-07-10",64.709999
"811","2015-07-13",64.940002
"812","2015-07-14",66.470001
"813","2015-07-15",66.660004
"814","2015-07-16",67.599998
"815","2015-07-17",66.889999
"816","2015-07-20",66.699997
"817","2015-07-21",66.68
"818","2015-07-22",66.860001
"819","2015-07-23",67.540001
"820","2015-07-24",69.25
"821","2015-07-27",65.760002
"822","2015-07-28",66.400002
"823","2015-07-29",65.860001
"824","2015-07-30",64.209999
"825","2015-07-31",64.699997
"826","2015-08-03",63.939999
"827","2015-08-04",64.309998
"828","2015-08-05",66.779999
"829","2015-08-06",64.07
"830","2015-08-07",64.540001
"831","2015-08-10",65.779999
"832","2015-08-11",64.510002
"833","2015-08-12",63.830002
"834","2015-08-13",62.810001
"835","2015-08-14",63.349998
"836","2015-08-17",64.900002
"837","2015-08-18",62.860001
"838","2015-08-19",61.759998
"839","2015-08-20",58.040001
"840","2015-08-21",56.259998
"841","2015-08-24",54.639999
"842","2015-08-25",55.77
"843","2015-08-26",56.610001
"844","2015-08-27",57.040001
"845","2015-08-28",56.709999
"846","2015-08-31",56.34
"847","2015-09-01",55.5
"848","2015-09-02",56.669998
"849","2015-09-03",57.009998
"850","2015-09-04",56.349998
"851","2015-09-08",57.68
"852","2015-09-09",56.580002
"853","2015-09-10",58.080002
"854","2015-09-11",59.189999
"855","2015-09-14",58.84
"856","2015-09-15",59.630001
"857","2015-09-16",60.040001
"858","2015-09-17",62.389999
"859","2015-09-18",61.830002
"860","2015-09-21",63.630001
"861","2015-09-22",62.650002
"862","2015-09-23",63.869999
"863","2015-09-24",62.119999
"864","2015-09-25",61.110001
"865","2015-09-28",58.27
"866","2015-09-29",57.77
"867","2015-09-30",60.32
"868","2015-10-01",60.77
"869","2015-10-02",61.830002
"870","2015-10-05",63.139999
"871","2015-10-06",61.75
"872","2015-10-07",63.099998
"873","2015-10-08",60.310001
"874","2015-10-09",60.650002
"875","2015-10-12",59.990002
"876","2015-10-13",57.900002
"877","2015-10-14",55.75
"878","2015-10-15",59.130001
"879","2015-10-16",59.52
"880","2015-10-19",58.759998
"881","2015-10-20",57.720001
"882","2015-10-21",55.41
"883","2015-10-22",62.209999
"884","2015-10-23",63.040001
"885","2015-10-26",63.41
"886","2015-10-27",64.440002
"887","2015-10-28",68.639999
"888","2015-10-29",68.059998
"889","2015-10-30",70.440002
"890","2015-11-02",70.82
"891","2015-11-03",70.830002
"892","2015-11-04",71.559998
"893","2015-11-05",70.620003
"894","2015-11-06",71.870003
"895","2015-11-09",72.410004
"896","2015-11-10",72.110001
"897","2015-11-11",72.080002
"898","2015-11-12",72.010002
"899","2015-11-13",71.120003
"900","2015-11-16",71.209999
"901","2015-11-17",73.089996
"902","2015-11-18",74.239998
"903","2015-11-19",74.620003
"904","2015-11-20",73.239998
"905","2015-11-23",72.959999
"906","2015-11-24",74.589996
"907","2015-11-25",74.139999
"908","2015-11-27",74.410004
"909","2015-11-30",73.309998
"910","2015-12-01",74.309998
"911","2015-12-02",72.919998
"912","2015-12-03",69.779999
"913","2015-12-04",70.989998
"914","2015-12-07",68.209999
"915","2015-12-08",70.139999
"916","2015-12-09",67.839996
"917","2015-12-10",65.730003
"918","2015-12-11",65.790001
"919","2015-12-14",64.160004
"920","2015-12-15",64.800003
"921","2015-12-16",65.830002
"922","2015-12-17",66.510002
"923","2015-12-18",65
"924","2015-12-21",65.82
"925","2015-12-22",66.010002
"926","2015-12-23",65.68
"927","2015-12-24",65.510002
"928","2015-12-28",66.489998
"929","2015-12-29",67.739998
"930","2015-12-30",66.120003
"931","2015-12-31",65.010002
"932","2016-01-04",63.400002
"933","2016-01-05",63.419998
"934","2016-01-06",61.669998
"935","2016-01-07",59.84
"936","2016-01-08",58.400002
"937","2016-01-11",58.77
"938","2016-01-12",58.790001
"939","2016-01-13",59.450001
"940","2016-01-14",59.450001
"941","2016-01-15",57
"942","2016-01-19",56.299999
"943","2016-01-20",55.970001
"944","2016-01-21",57.32
"945","2016-01-22",59.360001
"946","2016-01-25",56.91
"947","2016-01-26",58.689999
"948","2016-01-27",55.049999
"949","2016-01-28",53.830002
"950","2016-01-29",50.360001
"951","2016-02-01",49.610001
"952","2016-02-02",47.669998
"953","2016-02-03",47.139999
"954","2016-02-04",46.599998
"955","2016-02-05",40.779999
"956","2016-02-08",36.599998
"957","2016-02-09",37.349998
"958","2016-02-10",39.450001
"959","2016-02-11",40.080002
"960","2016-02-12",40
"961","2016-02-16",42.009998
"962","2016-02-17",43.080002
"963","2016-02-18",41.220001
"964","2016-02-19",44.16
"965","2016-02-22",45.869999
"966","2016-02-23",44.77
