"","date","SRRA"
"135","2016-01-27",14880
"136","2016-01-28",14064
"137","2016-01-29",13248
"138","2016-02-01",13104
"139","2016-02-02",12800
"140","2016-02-03",12576
"141","2016-02-04",12432
"142","2016-02-05",11536
"143","2016-02-08",10736
"144","2016-02-09",10800
"145","2016-02-10",10528
"146","2016-02-11",10048
"147","2016-02-12",10224
"148","2016-02-16",10528
"149","2016-02-17",11312
"150","2016-02-18",11248
"151","2016-02-19",11312
"152","2016-02-22",11216
"153","2016-02-23",10400
"154","2016-02-24",9648
"155","2016-02-25",9616
"156","2016-02-26",9664
"157","2016-02-29",9424
"158","2016-03-01",9600
"159","2016-03-02",9632
"160","2016-03-03",10256
"161","2016-03-04",11120
"162","2016-03-07",11216
"163","2016-03-08",10528
"164","2016-03-09",9984
"165","2016-03-10",10416
"166","2016-03-11",11184
"167","2016-03-14",12048
"168","2016-03-15",10272
"169","2016-03-16",10000
"170","2016-03-17",10096
"171","2016-03-18",10928
"172","2016-03-21",11184
"173","2016-03-22",11296
"174","2016-03-23",10368
"175","2016-03-24",10032
"176","2016-03-28",10432
"177","2016-03-29",10416
"178","2016-03-30",11136
"179","2016-03-31",10784
"180","2016-04-01",11104
"181","2016-04-04",11024
"182","2016-04-05",11184
"183","2016-04-06",11248
"184","2016-04-07",11120
"185","2016-04-08",10480
"186","2016-04-11",10208
"187","2016-04-12",10080
"188","2016-04-13",10528
"189","2016-04-14",10768
"190","2016-04-15",10544
"191","2016-04-18",10320
"192","2016-04-19",9808
"193","2016-04-20",9488
"194","2016-04-21",9920
"195","2016-04-22",10000
"196","2016-04-25",9872
"197","2016-04-26",9440
"198","2016-04-27",9392
"199","2016-04-28",9248
"200","2016-04-29",8960
"201","2016-05-02",8896
"202","2016-05-03",8432
"203","2016-05-04",8240
"204","2016-05-05",7776
"205","2016-05-06",7648
"206","2016-05-09",7456
"207","2016-05-10",8608
"208","2016-05-11",8512
"209","2016-05-12",7600
"210","2016-05-13",7760
"211","2016-05-16",8000
"212","2016-05-17",8240
"213","2016-05-18",8000
"214","2016-05-19",8592
"215","2016-05-20",9312
"216","2016-05-23",9504
"217","2016-05-24",9520
"218","2016-05-25",9792
"219","2016-05-26",10240
"220","2016-05-27",9312
"221","2016-05-31",10048
"222","2016-06-01",10048
"223","2016-06-02",10240
"224","2016-06-03",10208
"225","2016-06-06",3312
"226","2016-06-07",3312
"227","2016-06-08",3264
"228","2016-06-09",3296
"229","2016-06-10",3184
"230","2016-06-13",2976
"231","2016-06-14",3040
"232","2016-06-15",3248
"233","2016-06-16",3296
"234","2016-06-17",3344
"235","2016-06-20",3296
"236","2016-06-21",3232
"237","2016-06-22",3232
"238","2016-06-23",3312
"239","2016-06-24",3152
"240","2016-06-27",3008
"241","2016-06-28",3184
"242","2016-06-29",3232
"243","2016-06-30",3184
"244","2016-07-01",3248
"245","2016-07-05",3104
"246","2016-07-06",3296
"247","2016-07-07",3280
"248","2016-07-08",3296
"249","2016-07-11",3280
"250","2016-07-12",3280
"251","2016-07-13",3216
"252","2016-07-14",3184
"253","2016-07-15",3216
"254","2016-07-18",3472
"255","2016-07-19",3296
"256","2016-07-20",3312
"257","2016-07-21",3280
"258","2016-07-22",3232
"259","2016-07-25",3120
"260","2016-07-26",3216
"261","2016-07-27",3264
"262","2016-07-28",3168
"263","2016-07-29",3152
"264","2016-08-01",3088
"265","2016-08-02",3008
"266","2016-08-03",3152
"267","2016-08-04",3136
"268","2016-08-05",3184
"269","2016-08-08",3120
"270","2016-08-09",3088
"271","2016-08-10",3040
"272","2016-08-11",3072
"273","2016-08-12",3008
"274","2016-08-15",3200
"275","2016-08-16",3088
"276","2016-08-17",3040
"277","2016-08-18",3040
"278","2016-08-19",3024
"279","2016-08-22",3168
"280","2016-08-23",3136
"281","2016-08-24",3040
"282","2016-08-25",3040
"283","2016-08-26",3008
"284","2016-08-29",2944
"285","2016-08-30",2976
"286","2016-08-31",2928
"287","2016-09-01",2896
"288","2016-09-02",2896
"289","2016-09-06",2976
"290","2016-09-07",3024
"291","2016-09-08",3040
"292","2016-09-09",2944
"293","2016-09-12",2944
"294","2016-09-13",2928
"295","2016-09-14",2960
"296","2016-09-15",2960
"297","2016-09-16",2960
"298","2016-09-19",2864
"299","2016-09-20",2944
"300","2016-09-21",3008
"301","2016-09-22",3008
"302","2016-09-23",3056
"303","2016-09-26",2992
"304","2016-09-27",3024
"305","2016-09-28",3040
"306","2016-09-29",3024
"307","2016-09-30",2912
"308","2016-10-03",2896
"309","2016-10-04",2880
"310","2016-10-05",2976
"311","2016-10-06",2928
"312","2016-10-07",2880
"313","2016-10-10",2976
"314","2016-10-11",2896
"315","2016-10-12",2960
"316","2016-10-13",2976
"317","2016-10-14",2880
"318","2016-10-17",2800
"319","2016-10-18",2864
"320","2016-10-19",2816
"321","2016-10-20",2832
"322","2016-10-21",2752
"323","2016-10-24",2640
"324","2016-10-25",2592
"325","2016-10-26",2544
"326","2016-10-27",2544
"327","2016-10-28",2448
"328","2016-10-31",2416
"329","2016-11-01",2400
"330","2016-11-02",2256
"331","2016-11-03",2224
"332","2016-11-04",2272
"333","2016-11-07",2304
"334","2016-11-08",2280
"335","2016-11-09",2352
"336","2016-11-10",2400
"337","2016-11-11",2400
"338","2016-11-14",2432
"339","2016-11-15",2432
"340","2016-11-16",2464
"341","2016-11-17",2448
"342","2016-11-18",2384
"343","2016-11-21",2384
"344","2016-11-22",2304
"345","2016-11-23",2224
"346","2016-11-25",2208
"347","2016-11-28",2208
"348","2016-11-29",2240
"349","2016-11-30",2128
"350","2016-12-01",2128
"351","2016-12-02",2192
"352","2016-12-05",2368
"353","2016-12-06",2448
"354","2016-12-07",2432
"355","2016-12-08",2432
"356","2016-12-09",2576
"357","2016-12-12",2384
"358","2016-12-13",2320
"359","2016-12-14",2272
"360","2016-12-15",2336
"361","2016-12-16",2336
"362","2016-12-19",2320
"363","2016-12-20",2336
"364","2016-12-21",2352
"365","2016-12-22",2416
"366","2016-12-23",2456
"367","2016-12-27",2544
"368","2016-12-28",2416
"369","2016-12-29",2400
"370","2016-12-30",2384
"371","2017-01-03",2464
"372","2017-01-04",2544
"373","2017-01-05",2480
"374","2017-01-06",2608
"375","2017-01-09",2496
"376","2017-01-10",2352
"377","2017-01-11",2272
"378","2017-01-12",2208
"379","2017-01-13",2336
"380","2017-01-17",2240
"381","2017-01-18",2192
"382","2017-01-19",2192
"383","2017-01-20",2208
"384","2017-01-23",2208
"385","2017-01-24",2288
"386","2017-01-25",2296
"387","2017-01-26",2232
"388","2017-01-27",2209.600098
"389","2017-01-30",2176
"390","2017-01-31",2208
"391","2017-02-01",2360
"392","2017-02-02",2336
"393","2017-02-03",2368
"394","2017-02-06",2336
"395","2017-02-07",2304
"396","2017-02-08",2288
"397","2017-02-09",2160
"398","2017-02-10",2176
"399","2017-02-13",2224
"400","2017-02-14",2240
"401","2017-02-15",2272
"402","2017-02-16",2224
"403","2017-02-17",2272
"404","2017-02-21",2256
"405","2017-02-22",2352
"406","2017-02-23",2272
"407","2017-02-24",2336
"408","2017-02-27",2424
"409","2017-02-28",2416
"410","2017-03-01",2352
"411","2017-03-02",2336
"412","2017-03-03",2384
"413","2017-03-06",2320
"414","2017-03-07",2256
"415","2017-03-08",2272
"416","2017-03-09",2288
"417","2017-03-10",2384
"418","2017-03-13",2416
"419","2017-03-14",2400
"420","2017-03-15",2384
"421","2017-03-16",2368
"422","2017-03-17",2352
"423","2017-03-20",2368
"424","2017-03-21",2288
"425","2017-03-22",2272
"426","2017-03-23",2336
"427","2017-03-24",2320
"428","2017-03-27",2384
"429","2017-03-28",2432
"430","2017-03-29",2448
"431","2017-03-30",2496
"432","2017-03-31",2448
"433","2017-04-03",2464
"434","2017-04-04",2400
"435","2017-04-05",2352
"436","2017-04-06",2288
"437","2017-04-07",2288
"438","2017-04-10",2288
"439","2017-04-11",2256
"440","2017-04-12",2256
"441","2017-04-13",2256
"442","2017-04-17",2224
"443","2017-04-18",2176
"444","2017-04-19",2256
"445","2017-04-20",2176
"446","2017-04-21",2160
"447","2017-04-24",2208
"448","2017-04-25",2256
"449","2017-04-26",2304
"450","2017-04-27",2256
"451","2017-04-28",2224
"452","2017-05-01",2256
"453","2017-05-02",2176
"454","2017-05-03",2192
"455","2017-05-04",2176
"456","2017-05-05",2176
"457","2017-05-08",2128
"458","2017-05-09",2000
"459","2017-05-10",2080
"460","2017-05-11",2032
"461","2017-05-12",2000
"462","2017-05-15",1968
"463","2017-05-16",1936
"464","2017-05-17",1920
"465","2017-05-18",1888
"466","2017-05-19",1920
"467","2017-05-22",1936
"468","2017-05-23",1984
"469","2017-05-24",1952
"470","2017-05-25",1920
"471","2017-05-26",1952
"472","2017-05-30",1824
"473","2017-05-31",1808
"474","2017-06-01",1792
"475","2017-06-02",1968
"476","2017-06-05",2000
"477","2017-06-06",2016
"478","2017-06-07",1888
"479","2017-06-08",1952
"480","2017-06-09",1888
"481","2017-06-12",1840
"482","2017-06-13",1808
"483","2017-06-14",1872
"484","2017-06-15",1792
"485","2017-06-16",1824
"486","2017-06-19",1856
"487","2017-06-20",1808
"488","2017-06-21",1888
"489","2017-06-22",1872
"490","2017-06-23",1872
"491","2017-06-26",1824
"492","2017-06-27",1856
"493","2017-06-28",1952
"494","2017-06-29",1872
"495","2017-06-30",1872
"496","2017-07-03",1864
"497","2017-07-05",1888
"498","2017-07-06",1856
"499","2017-07-07",1872
"500","2017-07-10",1840
"501","2017-07-11",1856
"502","2017-07-12",1856
"503","2017-07-13",1936
"504","2017-07-14",1952
"505","2017-07-17",2080
"506","2017-07-18",2144
"507","2017-07-19",2224
"508","2017-07-20",2160
"509","2017-07-21",2192
"510","2017-07-24",2192
"511","2017-07-25",2320
"512","2017-07-26",2400
"513","2017-07-27",2320
"514","2017-07-28",2368
"515","2017-07-31",2432
"516","2017-08-01",2344
"517","2017-08-02",2336
"518","2017-08-03",2432
"519","2017-08-04",2400
"520","2017-08-07",2432
"521","2017-08-08",2416
"522","2017-08-09",2352
"523","2017-08-10",2448
"524","2017-08-11",2448
"525","2017-08-14",2528
"526","2017-08-15",2496
"527","2017-08-16",2440
"528","2017-08-17",2400
"529","2017-08-18",2432
"530","2017-08-21",2432
"531","2017-08-22",2400
"532","2017-08-23",2400
"533","2017-08-24",2464
"534","2017-08-25",2496
"535","2017-08-28",2480
"536","2017-08-29",2544
"537","2017-08-30",2528
"538","2017-08-31",2528
"539","2017-09-01",2528
"540","2017-09-05",2480
"541","2017-09-06",2496
"542","2017-09-07",2528
"543","2017-09-08",2448
"544","2017-09-11",2480
"545","2017-09-12",2480
"546","2017-09-13",2432
"547","2017-09-14",2464
"548","2017-09-15",2496
"549","2017-09-18",2502.399902
"550","2017-09-19",2528
"551","2017-09-20",2496
"552","2017-09-21",2544
"553","2017-09-22",2520
"554","2017-09-25",2480
"555","2017-09-26",2496
"556","2017-09-27",2480
"557","2017-09-28",2496
"558","2017-09-29",2480
"559","2017-10-02",2544
"560","2017-10-03",2528
"561","2017-10-04",2896
"562","2017-10-05",3040
"563","2017-10-06",3072
"564","2017-10-09",2976
"565","2017-10-10",2896
"566","2017-10-11",2720
"567","2017-10-12",2768
"568","2017-10-13",2816
"569","2017-10-16",2880
"570","2017-10-17",2912
"571","2017-10-18",2800
"572","2017-10-19",2560
"573","2017-10-20",2624
"574","2017-10-23",2800
"575","2017-10-24",3040
"576","2017-10-25",3424
"577","2017-10-26",3376
"578","2017-10-27",3440
"579","2017-10-30",3312
"580","2017-10-31",3216
"581","2017-11-01",3184
"582","2017-11-02",3056
"583","2017-11-03",3184
"584","2017-11-06",3184
"585","2017-11-07",3104
"586","2017-11-08",3088
"587","2017-11-09",3008
"588","2017-11-10",3072
"589","2017-11-13",3088
"590","2017-11-14",3104
"591","2017-11-15",3136
"592","2017-11-16",3456
"593","2017-11-17",3744
"594","2017-11-20",4032
"595","2017-11-21",3776
"596","2017-11-22",4016
"597","2017-11-24",4128
"598","2017-11-27",4096
"599","2017-11-28",4464
"600","2017-11-29",4512
"601","2017-11-30",4864
"602","2017-12-01",5072
"603","2017-12-04",4800
"604","2017-12-05",4752
"605","2017-12-06",4576
"606","2017-12-07",4544
"607","2017-12-08",4688
"608","2017-12-11",4640
"609","2017-12-12",4944
"610","2017-12-13",5040
"611","2017-12-14",5056
"612","2017-12-15",5024
"613","2017-12-18",4992
"614","2017-12-19",5104
"615","2017-12-20",5024
"616","2017-12-21",4976
"617","2017-12-22",5168
"618","2017-12-26",5712
"619","2017-12-27",6160
"620","2017-12-28",6032
"621","2017-12-29",5968
"622","2018-01-02",6000
"623","2018-01-03",5856
"624","2018-01-04",5872
"625","2018-01-05",5760
"626","2018-01-08",5216
"627","2018-01-09",5184
"628","2018-01-10",5408
"629","2018-01-11",5360
"630","2018-01-12",5200
"631","2018-01-16",4880
"632","2018-01-17",5056
"633","2018-01-18",5104
"634","2018-01-19",5104
"635","2018-01-22",5152
"636","2018-01-23",5200
"637","2018-01-24",5120
"638","2018-01-25",5200
"639","2018-01-26",5504
"640","2018-01-29",5664
"641","2018-01-30",5216
"642","2018-01-31",4880
"643","2018-02-01",4720
"644","2018-02-02",4400
"645","2018-02-05",4560
"646","2018-02-06",4640
"647","2018-02-07",4720
"648","2018-02-08",4576
"649","2018-02-09",4384
"650","2018-02-12",4736
"651","2018-02-13",4576
"652","2018-02-14",4720
"653","2018-02-15",4736
"654","2018-02-16",4640
"655","2018-02-20",4720
"656","2018-02-21",4832
"657","2018-02-22",4768
"658","2018-02-23",4768
"659","2018-02-26",4688
"660","2018-02-27",4384
"661","2018-02-28",4128
"662","2018-03-01",3936
"663","2018-03-02",3664
"664","2018-03-05",3808
"665","2018-03-06",3776
"666","2018-03-07",3840
"667","2018-03-08",3952
"668","2018-03-09",3952
"669","2018-03-12",3904
"670","2018-03-13",3808
"671","2018-03-14",3792
"672","2018-03-15",3712
"673","2018-03-16",3712
"674","2018-03-19",3616
"675","2018-03-20",3616
"676","2018-03-21",3536
"677","2018-03-22",3568
"678","2018-03-23",3520
"679","2018-03-26",3440
"680","2018-03-27",3312
"681","2018-03-28",3248
"682","2018-03-29",3312
"683","2018-04-02",3168
"684","2018-04-03",3408
"685","2018-04-04",3440
"686","2018-04-05",3232
"687","2018-04-06",3200
"688","2018-04-09",3312
"689","2018-04-10",3248
"690","2018-04-11",3216
"691","2018-04-12",3184
"692","2018-04-13",3184
"693","2018-04-16",2928
"694","2018-04-17",3184
"695","2018-04-18",3200
"696","2018-04-19",3008
"697","2018-04-20",3024
"698","2018-04-23",2960
"699","2018-04-24",2912
"700","2018-04-25",2928
"701","2018-04-26",3120
"702","2018-04-27",3232
"703","2018-04-30",3296
"704","2018-05-01",3408
"705","2018-05-02",3296
"706","2018-05-03",3184
"707","2018-05-04",3168
"708","2018-05-07",3184
"709","2018-05-08",3104
"710","2018-05-09",3152
"711","2018-05-10",3704
"712","2018-05-11",3528
"713","2018-05-14",3792
"714","2018-05-15",3872
"715","2018-05-16",3968
"716","2018-05-17",4464
"717","2018-05-18",4192
"718","2018-05-21",4112
"719","2018-05-22",3792
"720","2018-05-23",3776
"721","2018-05-24",3712
"722","2018-05-25",3840
"723","2018-05-29",4496
"724","2018-05-30",4352
"725","2018-05-31",4496
"726","2018-06-01",4512
"727","2018-06-04",4640
"728","2018-06-05",4640
"729","2018-06-06",4608
"730","2018-06-07",4896
"731","2018-06-08",5056
"732","2018-06-11",5104
"733","2018-06-12",5232
"734","2018-06-13",5648
"735","2018-06-14",5680
"736","2018-06-15",5808
"737","2018-06-18",5728
"738","2018-06-19",5584
"739","2018-06-20",5392
"740","2018-06-21",5504
"741","2018-06-22",5280
"742","2018-06-25",5200
"743","2018-06-26",5056
"744","2018-06-27",4848
"745","2018-06-28",4720
"746","2018-06-29",4736
"747","2018-07-02",4928
"748","2018-07-03",4832
"749","2018-07-05",4880
"750","2018-07-06",4784
"751","2018-07-09",4864
"752","2018-07-10",4752
"753","2018-07-11",4816
"754","2018-07-12",4608
"755","2018-07-13",4544
"756","2018-07-16",4416
"757","2018-07-17",4704
"758","2018-07-18",4816
"759","2018-07-19",4832
"760","2018-07-20",4800
"761","2018-07-23",4720
"762","2018-07-24",4448
"763","2018-07-25",4528
"764","2018-07-26",4400
"765","2018-07-27",4320
"766","2018-07-30",4336
"767","2018-07-31",4544
"768","2018-08-01",4560
"769","2018-08-02",4320
"770","2018-08-03",4080
"771","2018-08-06",4096
"772","2018-08-07",4016
"773","2018-08-08",3760
"774","2018-08-09",3360
"775","2018-08-10",3280
"776","2018-08-13",3280
"777","2018-08-14",3120
"778","2018-08-15",3168
"779","2018-08-16",3152
"780","2018-08-17",2880
"781","2018-08-20",2992
"782","2018-08-21",2928
"783","2018-08-22",2800
"784","2018-08-23",2800
"785","2018-08-24",2848
"786","2018-08-27",2736
"787","2018-08-28",2784
"788","2018-08-29",2784
"789","2018-08-30",2784
"790","2018-08-31",2816
"791","2018-09-04",2768
"792","2018-09-05",3168
"793","2018-09-06",3056
"794","2018-09-07",2944
"795","2018-09-10",2976
"796","2018-09-11",2848
"797","2018-09-12",2816
"798","2018-09-13",2912
"799","2018-09-14",2864
"800","2018-09-17",2928
"801","2018-09-18",2928
"802","2018-09-19",2992
"803","2018-09-20",3104
"804","2018-09-21",2976
"805","2018-09-24",2960
"806","2018-09-25",2832
"807","2018-09-26",2800
"808","2018-09-27",2736
"809","2018-09-28",2720
"810","2018-10-01",2640
"811","2018-10-02",2688
"812","2018-10-03",2800
"813","2018-10-04",2704
"814","2018-10-05",2688
"815","2018-10-08",2624
"816","2018-10-09",2608
"817","2018-10-10",2528
"818","2018-10-11",2416
"819","2018-10-12",2736
"820","2018-10-15",2752
"821","2018-10-16",2992
"822","2018-10-17",3104
"823","2018-10-18",3088
"824","2018-10-19",2832
"825","2018-10-22",2827.199951
"826","2018-10-23",2816
"827","2018-10-24",2608
"828","2018-10-25",2736
"829","2018-10-26",2848
"830","2018-10-29",2800
"831","2018-10-30",2768
"832","2018-10-31",2736
"833","2018-11-01",2880
"834","2018-11-02",2928
"835","2018-11-05",2768
"836","2018-11-06",2720
"837","2018-11-07",2672
"838","2018-11-08",2672
"839","2018-11-09",2656
"840","2018-11-12",2608
"841","2018-11-13",2640
"842","2018-11-14",2560
"843","2018-11-15",2656
"844","2018-11-16",2736
"845","2018-11-19",2640
"846","2018-11-20",2560
"847","2018-11-21",2640
"848","2018-11-23",2656
"849","2018-11-26",2640
"850","2018-11-27",2600
"851","2018-11-28",2704
"852","2018-11-29",2736
"853","2018-11-30",2608
"854","2018-12-03",2528
"855","2018-12-04",2432
"856","2018-12-06",2464
"857","2018-12-07",2432
"858","2018-12-10",2432
"859","2018-12-11",2320
"860","2018-12-12",2512
"861","2018-12-13",2336
"862","2018-12-14",2240
"863","2018-12-17",2032
"864","2018-12-18",2080
"865","2018-12-19",2096
"866","2018-12-20",1760
"867","2018-12-21",1792
"868","2018-12-24",1824
"869","2018-12-26",1968
"870","2018-12-27",1888
"871","2018-12-28",2064
"872","2018-12-31",2112
"873","2019-01-02",2064
"874","2019-01-03",2128
"875","2019-01-04",2144
"876","2019-01-07",2352
"877","2019-01-08",2256
"878","2019-01-09",2272
"879","2019-01-10",2208
"880","2019-01-11",2320
"881","2019-01-14",2192
"882","2019-01-15",2176
"883","2019-01-16",2160
"884","2019-01-17",2128
"885","2019-01-18",2320
"886","2019-01-22",2256
"887","2019-01-23",2160
"888","2019-01-24",2128
"889","2019-01-25",2160
"890","2019-01-28",2144
"891","2019-01-29",2160
"892","2019-01-30",2160
"893","2019-01-31",2176
"894","2019-02-01",2160
"895","2019-02-04",2208
"896","2019-02-05",2233.600098
"897","2019-02-06",2256
"898","2019-02-07",2464
"899","2019-02-08",2432
"900","2019-02-11",2352
"901","2019-02-12",2400
"902","2019-02-13",2464
"903","2019-02-14",2480
"904","2019-02-15",2528
"905","2019-02-19",2720
"906","2019-02-20",2592
"907","2019-02-21",2704
"908","2019-02-22",2768
"909","2019-02-25",2768
"910","2019-02-26",2768
"911","2019-02-27",2912
"912","2019-02-28",3104
"913","2019-03-01",3024
"914","2019-03-04",3136
"915","2019-03-05",3152
"916","2019-03-06",2928
"917","2019-03-07",2944
"918","2019-03-08",2896
"919","2019-03-11",2944
"920","2019-03-12",2944
"921","2019-03-13",2928
"922","2019-03-14",3040
"923","2019-03-15",2976
"924","2019-03-18",2960
"925","2019-03-19",3072
"926","2019-03-20",3024
"927","2019-03-21",3056
"928","2019-03-22",2992
"929","2019-03-25",2928
"930","2019-03-26",2920
"931","2019-03-27",2832
"932","2019-03-28",2784
"933","2019-03-29",2736
"934","2019-04-01",2720
"935","2019-04-02",2608
"936","2019-04-03",2656
"937","2019-04-04",2512
"938","2019-04-05",2464
"939","2019-04-08",2496
"940","2019-04-09",2432
"941","2019-04-10",2496
"942","2019-04-11",2400
"943","2019-04-12",2320
"944","2019-04-15",2240
"945","2019-04-16",2208
"946","2019-04-17",2304
"947","2019-04-18",2336
"948","2019-04-22",2320
"949","2019-04-23",2528
"950","2019-04-24",2528
"951","2019-04-25",2544
"952","2019-04-26",2608
"953","2019-04-29",2480
"954","2019-04-30",2400
"955","2019-05-01",2192
"956","2019-05-02",2256
"957","2019-05-03",2304
"958","2019-05-06",2352
"959","2019-05-07",2384
"960","2019-05-08",2304
"961","2019-05-09",2240
"962","2019-05-10",2320
"963","2019-05-13",2240
"964","2019-05-14",2288
"965","2019-05-15",2448
"966","2019-05-16",2368
"967","2019-05-17",2336
"968","2019-05-20",2256
"969","2019-05-21",2320
"970","2019-05-22",2256
"971","2019-05-23",2192
"972","2019-05-24",2208
"973","2019-05-28",2032
"974","2019-05-29",2000
"975","2019-05-30",1888
"976","2019-05-31",1808
"977","2019-06-03",1376
"978","2019-06-04",1355.199951
"979","2019-06-05",1248
"980","2019-06-06",1148.800049
"981","2019-06-07",1097.599976
"982","2019-06-10",1136
"983","2019-06-11",1056
"984","2019-06-12",990.400024
"985","2019-06-13",1056
"986","2019-06-14",1056
"987","2019-06-17",1088
"988","2019-06-18",1036.800049
"989","2019-06-19",1044.800049
"990","2019-06-20",1036.800049
"991","2019-06-21",1032
"992","2019-06-24",992
"993","2019-06-25",928
"994","2019-06-26",944
"995","2019-06-27",929.599976
"996","2019-06-28",896
"997","2019-07-01",880
"998","2019-07-02",862.400024
"999","2019-07-03",864
"1000","2019-07-05",904
"1001","2019-07-08",896
"1002","2019-07-09",904
"1003","2019-07-10",912
"1004","2019-07-11",907.200012
"1005","2019-07-12",1040
"1006","2019-07-15",955.200012
"1007","2019-07-16",916.799988
"1008","2019-07-17",888
"1009","2019-07-18",896
"1010","2019-07-19",880
"1011","2019-07-22",856
"1012","2019-07-23",848
"1013","2019-07-24",864
"1014","2019-07-25",804.799988
"1015","2019-07-26",788.799988
"1016","2019-07-29",772.799988
"1017","2019-07-30",816
"1018","2019-07-31",833.599976
"1019","2019-08-01",812.799988
"1020","2019-08-02",801.599976
"1021","2019-08-05",777.599976
"1022","2019-08-06",808
"1023","2019-08-07",780.799988
"1024","2019-08-08",776
"1025","2019-08-09",769.599976
"1026","2019-08-12",755.200012
"1027","2019-08-13",753.599976
"1028","2019-08-14",704
"1029","2019-08-15",688
"1030","2019-08-16",681.599976
"1031","2019-08-19",699.200012
"1032","2019-08-20",704
"1033","2019-08-21",712
"1034","2019-08-22",700.799988
"1035","2019-08-23",664
"1036","2019-08-26",688
"1037","2019-08-27",694.400024
"1038","2019-08-28",737.599976
"1039","2019-08-29",686.400024
"1040","2019-08-30",678.400024
"1041","2019-09-03",675.200012
"1042","2019-09-04",672
"1043","2019-09-05",657.599976
"1044","2019-09-06",644.799988
"1045","2019-09-09",659.200012
"1046","2019-09-10",656
"1047","2019-09-11",694.400024
"1048","2019-09-12",742.400024
"1049","2019-09-13",732.799988
"1050","2019-09-16",728
"1051","2019-09-17",728
"1052","2019-09-18",726.400024
"1053","2019-09-19",744
"1054","2019-09-20",672
"1055","2019-09-23",675.200012
"1056","2019-09-24",648
"1057","2019-09-25",656
"1058","2019-09-26",651.200012
"1059","2019-09-27",640
"1060","2019-09-30",625.599976
"1061","2019-10-01",619.200012
"1062","2019-10-02",609.599976
"1063","2019-10-03",560
"1064","2019-10-04",544
