"","date","AZRX"
"1003","2020-10-05",0.73
"1004","2020-10-06",0.745
"1005","2020-10-07",0.745
"1006","2020-10-08",0.784
"1007","2020-10-09",0.775
"1008","2020-10-12",0.76
"1009","2020-10-13",0.777
"1010","2020-10-14",0.78
"1011","2020-10-15",0.79
"1012","2020-10-16",0.768
"1013","2020-10-19",0.776
"1014","2020-10-20",0.8
"1015","2020-10-21",0.825
"1016","2020-10-22",0.79
"1017","2020-10-23",0.801
"1018","2020-10-26",0.78
"1019","2020-10-27",0.79
"1020","2020-10-28",0.78
"1021","2020-10-29",0.74
"1022","2020-10-30",0.727
"1023","2020-11-02",0.72
"1024","2020-11-03",0.7
"1025","2020-11-04",0.709
"1026","2020-11-05",0.727
"1027","2020-11-06",0.724
"1028","2020-11-09",0.727
"1029","2020-11-10",0.715
"1030","2020-11-11",0.73
"1031","2020-11-12",0.719
"1032","2020-11-13",0.73
"1033","2020-11-16",0.701
"1034","2020-11-17",0.7
"1035","2020-11-18",0.733
"1036","2020-11-19",0.778
"1037","2020-11-20",0.775
"1038","2020-11-23",0.776
"1039","2020-11-24",0.78
"1040","2020-11-25",0.781
"1041","2020-11-27",0.775
