"","date","RETO"
"138","2018-06-18",5.23
"139","2018-06-19",5.14
"140","2018-06-20",5.27
"141","2018-06-21",5.14
"142","2018-06-22",5.22
"143","2018-06-25",5.5
"144","2018-06-26",5.37
"145","2018-06-27",5.16
"146","2018-06-28",5.2
"147","2018-06-29",5.29
"148","2018-07-02",5.35
"149","2018-07-03",5.48
"150","2018-07-05",5.04
"151","2018-07-06",4.97
"152","2018-07-09",4.73
"153","2018-07-10",4.76
"154","2018-07-11",4.74
"155","2018-07-12",4.76
"156","2018-07-13",5.13
"157","2018-07-16",5.11
"158","2018-07-17",5.07
"159","2018-07-18",5.14
"160","2018-07-19",4.97
"161","2018-07-20",4.665
"162","2018-07-23",4.91
"163","2018-07-24",4.7
"164","2018-07-25",4.665
"165","2018-07-26",4.35
"166","2018-07-27",4.64
"167","2018-07-30",3.75
"168","2018-07-31",3.86
"169","2018-08-01",3.797
"170","2018-08-02",3.755
"171","2018-08-03",3.67
"172","2018-08-06",3.29
"173","2018-08-07",3.551
"174","2018-08-08",3.8
"175","2018-08-09",3.95
"176","2018-08-10",3.9
"177","2018-08-13",3.77
"178","2018-08-14",3.81
"179","2018-08-15",3.49
"180","2018-08-16",3.56
"181","2018-08-17",3.55
"182","2018-08-20",3.73
"183","2018-08-21",3.63
"184","2018-08-22",3.513
"185","2018-08-23",3.43
"186","2018-08-24",3.61
"187","2018-08-27",3.6
"188","2018-08-28",3.66
"189","2018-08-29",3.77
"190","2018-08-30",3.5
"191","2018-08-31",3.5
"192","2018-09-04",3.4
"193","2018-09-05",3.39
"194","2018-09-06",3.4
"195","2018-09-07",3.82
"196","2018-09-10",3.85
"197","2018-09-11",3.94
"198","2018-09-12",4.03
"199","2018-09-13",4.09
"200","2018-09-14",4.4
"201","2018-09-17",4.66
"202","2018-09-18",4.4
"203","2018-09-19",4.56
"204","2018-09-20",4.44
"205","2018-09-21",3.91
"206","2018-09-24",3.63
"207","2018-09-25",3.5
"208","2018-09-26",3.67
"209","2018-09-27",3.28
"210","2018-09-28",3.46
"211","2018-10-01",3.36
"212","2018-10-02",3.65
"213","2018-10-03",3.41
"214","2018-10-04",3.32
"215","2018-10-05",3.21
"216","2018-10-08",3.2
"217","2018-10-09",2.9
"218","2018-10-10",2.66
"219","2018-10-11",2.66
"220","2018-10-12",2.63
"221","2018-10-15",2.62
"222","2018-10-16",2.76
"223","2018-10-17",2.57
"224","2018-10-18",2.45
"225","2018-10-19",2.31
"226","2018-10-22",2.25
"227","2018-10-23",2.38
"228","2018-10-24",2.18
"229","2018-10-25",2.3
"230","2018-10-26",2.23
"231","2018-10-29",2.22
"232","2018-10-30",2.3
"233","2018-10-31",2.49
"234","2018-11-01",2.41
"235","2018-11-02",2.725
"236","2018-11-05",2.72
"237","2018-11-06",2.75
"238","2018-11-07",2.75
"239","2018-11-08",2.75
"240","2018-11-09",3.01
"241","2018-11-12",2.9
"242","2018-11-13",2.9
"243","2018-11-14",2.97
"244","2018-11-15",2.6
"245","2018-11-16",2.58
"246","2018-11-19",2.44
"247","2018-11-20",2.46
"248","2018-11-21",2.33
"249","2018-11-23",2.43
"250","2018-11-26",2.44
"251","2018-11-27",2.43
"252","2018-11-28",2.38
"253","2018-11-29",2.56
"254","2018-11-30",2.66
"255","2018-12-03",2.44
"256","2018-12-04",2.21
"257","2018-12-06",2.15
"258","2018-12-07",2.02
"259","2018-12-10",1.86
"260","2018-12-11",1.883
"261","2018-12-12",2.06
"262","2018-12-13",1.89
"263","2018-12-14",1.666
"264","2018-12-17",1.345
"265","2018-12-18",1.315
"266","2018-12-19",1.35
"267","2018-12-20",1.21
"268","2018-12-21",1.5
"269","2018-12-24",1.25
"270","2018-12-26",1.35
"271","2018-12-27",1.27
"272","2018-12-28",1.35
"273","2018-12-31",1.3
"274","2019-01-02",1.31
"275","2019-01-03",1.338
"276","2019-01-04",1.4
"277","2019-01-07",1.4
"278","2019-01-08",1.6
"279","2019-01-09",1.52
"280","2019-01-10",1.52
"281","2019-01-11",1.577
"282","2019-01-14",1.54
"283","2019-01-15",1.65
"284","2019-01-16",1.63
"285","2019-01-17",1.817
"286","2019-01-18",1.85
"287","2019-01-22",2.015
"288","2019-01-23",2.43
"289","2019-01-24",2.125
"290","2019-01-25",2.11
"291","2019-01-28",1.97
"292","2019-01-29",1.9
"293","2019-01-30",1.83
"294","2019-01-31",1.77
"295","2019-02-01",1.82
"296","2019-02-04",1.87
"297","2019-02-05",1.86
"298","2019-02-06",1.79
"299","2019-02-07",1.81
"300","2019-02-08",1.77
"301","2019-02-11",1.618
"302","2019-02-12",1.73
"303","2019-02-13",1.83
"304","2019-02-14",1.84
"305","2019-02-15",1.9
"306","2019-02-19",1.84
"307","2019-02-20",1.84
"308","2019-02-21",1.9
"309","2019-02-22",1.96
"310","2019-02-25",1.99
"311","2019-02-26",1.98
"312","2019-02-27",1.76
"313","2019-02-28",1.84
"314","2019-03-01",1.85
"315","2019-03-04",1.9
"316","2019-03-05",1.9
"317","2019-03-06",1.85
"318","2019-03-07",1.85
"319","2019-03-08",1.77
"320","2019-03-11",1.78
"321","2019-03-12",1.85
"322","2019-03-13",1.85
"323","2019-03-14",1.61
"324","2019-03-15",1.64
"325","2019-03-18",1.68
"326","2019-03-19",1.61
"327","2019-03-20",1.67
"328","2019-03-21",1.73
"329","2019-03-22",1.63
"330","2019-03-25",1.654
"331","2019-03-26",1.6
"332","2019-03-27",1.68
"333","2019-03-28",1.69
"334","2019-03-29",1.69
"335","2019-04-01",1.78
"336","2019-04-02",1.82
"337","2019-04-03",1.78
"338","2019-04-04",1.77
"339","2019-04-05",1.76
"340","2019-04-08",1.72
"341","2019-04-09",1.7
"342","2019-04-10",1.69
"343","2019-04-11",1.72
"344","2019-04-12",1.68
"345","2019-04-15",1.75
"346","2019-04-16",1.73
"347","2019-04-17",1.749
"348","2019-04-18",1.75
"349","2019-04-22",1.99
"350","2019-04-23",2.157
"351","2019-04-24",2.06
"352","2019-04-25",1.98
"353","2019-04-26",1.97
"354","2019-04-29",1.85
"355","2019-04-30",1.82
"356","2019-05-01",1.991
"357","2019-05-02",1.97
"358","2019-05-03",1.8
"359","2019-05-06",1.85
"360","2019-05-07",1.77
"361","2019-05-08",1.86
"362","2019-05-09",1.88
"363","2019-05-10",2
"364","2019-05-13",1.75
"365","2019-05-14",1.832
"366","2019-05-15",1.76
"367","2019-05-16",1.785
"368","2019-05-17",1.785
"369","2019-05-20",1.75
"370","2019-05-21",1.75
"371","2019-05-22",1.745
"372","2019-05-23",1.745
"373","2019-05-24",1.745
"374","2019-05-28",1.611
"375","2019-05-29",1.61
"376","2019-05-30",1.64
"377","2019-05-31",1.69
"378","2019-06-03",1.69
"379","2019-06-04",1.69
"380","2019-06-05",1.69
"381","2019-06-06",1.69
"382","2019-06-07",1.507
"383","2019-06-10",1.48
"384","2019-06-11",1.49
"385","2019-06-12",1.45
"386","2019-06-13",1.41
"387","2019-06-14",1.22
"388","2019-06-17",1.15
"389","2019-06-18",1.056
"390","2019-06-19",1.1
"391","2019-06-20",1.11
"392","2019-06-21",1.01
"393","2019-06-24",1.04
"394","2019-06-25",1.03
"395","2019-06-26",1.03
"396","2019-06-27",1.01
"397","2019-06-28",1.05
"398","2019-07-01",1.16
"399","2019-07-02",1.38
"400","2019-07-03",1.63
"401","2019-07-05",1.8
"402","2019-07-08",1.5
"403","2019-07-09",1.35
"404","2019-07-10",1.4
"405","2019-07-11",1.459
"406","2019-07-12",1.39
"407","2019-07-15",1.28
"408","2019-07-16",1.39
"409","2019-07-17",1.35
"410","2019-07-18",1.25
"411","2019-07-19",1.301
"412","2019-07-22",1.28
"413","2019-07-23",1.28
"414","2019-07-24",1.21
"415","2019-07-25",1.29
"416","2019-07-26",1.03
"417","2019-07-29",1.09
"418","2019-07-30",1.11
"419","2019-07-31",1.16
"420","2019-08-01",1.18
"421","2019-08-02",1.18
"422","2019-08-05",1.18
"423","2019-08-06",1.072
"424","2019-08-07",1
"425","2019-08-08",1.05
"426","2019-08-09",0.95
"427","2019-08-12",1
"428","2019-08-13",0.95
"429","2019-08-14",0.972
"430","2019-08-15",0.88
"431","2019-08-16",0.95
"432","2019-08-19",1.15
"433","2019-08-20",1.1
"434","2019-08-21",1.095
"435","2019-08-22",1.02
"436","2019-08-23",1.02
"437","2019-08-26",1
"438","2019-08-27",1.01
"439","2019-08-28",0.965
"440","2019-08-29",0.955
"441","2019-08-30",0.95
"442","2019-09-03",0.95
"443","2019-09-04",1.128
"444","2019-09-05",1.082
"445","2019-09-06",1.03
"446","2019-09-09",1.06
"447","2019-09-10",1.08
"448","2019-09-11",1.09
"449","2019-09-12",1.01
"450","2019-09-13",0.978
"451","2019-09-16",0.97
"452","2019-09-17",0.989
"453","2019-09-18",1.038
"454","2019-09-19",1.096
"455","2019-09-20",1.09
"456","2019-09-23",1.09
"457","2019-09-24",1.1
"458","2019-09-25",1.1
"459","2019-09-26",1.09
"460","2019-09-27",1.11
"461","2019-09-30",1.13
"462","2019-10-01",1.074
"463","2019-10-02",1.08
"464","2019-10-03",1.13
"465","2019-10-04",1.13
"466","2019-10-07",1.11
"467","2019-10-08",1.2
"468","2019-10-09",1.1
"469","2019-10-10",1.05
"470","2019-10-11",1.07
"471","2019-10-14",1.07
"472","2019-10-15",1.02
"473","2019-10-16",1.14
"474","2019-10-17",1.104
"475","2019-10-18",1.06
"476","2019-10-21",1
"477","2019-10-22",0.9
"478","2019-10-23",0.9
"479","2019-10-24",0.9
"480","2019-10-25",0.9
"481","2019-10-28",0.9
"482","2019-10-29",0.9
"483","2019-10-30",0.913
"484","2019-10-31",0.913
"485","2019-11-01",0.951
"486","2019-11-04",0.951
"487","2019-11-05",1.13
"488","2019-11-06",1.13
"489","2019-11-07",0.98
"490","2019-11-08",0.96
"491","2019-11-11",0.96
"492","2019-11-12",0.95
"493","2019-11-13",0.892
"494","2019-11-14",0.892
"495","2019-11-15",0.892
"496","2019-11-18",0.892
"497","2019-11-19",0.85
"498","2019-11-20",0.85
"499","2019-11-21",0.85
"500","2019-11-22",0.85
"501","2019-11-25",0.85
"502","2019-11-26",0.85
"503","2019-11-27",0.97
"504","2019-11-29",0.97
"505","2019-12-02",1.058
"506","2019-12-03",0.91
"507","2019-12-04",0.92
"508","2019-12-05",0.9
"509","2019-12-06",0.9
"510","2019-12-09",0.9
"511","2019-12-10",0.924
"512","2019-12-11",0.973
"513","2019-12-12",1.02
"514","2019-12-13",1.02
"515","2019-12-16",0.9
"516","2019-12-17",0.92
"517","2019-12-18",1.01
"518","2019-12-19",0.955
"519","2019-12-20",0.96
"520","2019-12-23",0.96
"521","2019-12-24",0.96
"522","2019-12-26",0.995
"523","2019-12-27",0.917
"524","2019-12-30",0.917
"525","2019-12-31",0.878
"526","2020-01-02",0.878
"527","2020-01-03",0.878
"528","2020-01-06",0.821
"529","2020-01-07",0.821
"530","2020-01-08",1
"531","2020-01-09",0.97
"532","2020-01-10",0.94
"533","2020-01-13",1.095
"534","2020-01-14",0.96
"535","2020-01-15",1.076
"536","2020-01-16",0.985
"537","2020-01-17",1.04
"538","2020-01-21",1
"539","2020-01-22",0.95
"540","2020-01-23",0.84
"541","2020-01-24",0.84
"542","2020-01-27",0.935
"543","2020-01-28",0.925
"544","2020-01-29",1.15
"545","2020-01-30",1.34
"546","2020-01-31",1.12
"547","2020-02-03",1.15
"548","2020-02-04",1.02
"549","2020-02-05",0.915
"550","2020-02-06",0.95
"551","2020-02-07",1.01
"552","2020-02-10",0.92
"553","2020-02-11",0.92
"554","2020-02-12",0.962
"555","2020-02-13",0.97
"556","2020-02-14",0.967
"557","2020-02-18",0.955
"558","2020-02-19",0.85
"559","2020-02-20",0.859
"560","2020-02-21",0.837
"561","2020-02-24",0.845
"562","2020-02-25",0.9
"563","2020-02-26",0.876
"564","2020-02-27",0.815
"565","2020-02-28",0.7
"566","2020-03-02",0.738
"567","2020-03-03",0.777
"568","2020-03-04",0.73
"569","2020-03-05",0.73
"570","2020-03-06",0.73
"571","2020-03-09",0.73
"572","2020-03-10",0.706
"573","2020-03-11",0.706
"574","2020-03-12",0.718
"575","2020-03-13",0.61
"576","2020-03-16",0.68
"577","2020-03-17",0.68
"578","2020-03-18",0.601
"579","2020-03-19",0.6
"580","2020-03-20",0.58
"581","2020-03-23",0.553
"582","2020-03-24",0.553
"583","2020-03-25",0.561
"584","2020-03-26",0.561
"585","2020-03-27",0.548
"586","2020-03-30",0.5
"587","2020-03-31",0.5
"588","2020-04-01",0.52
"589","2020-04-02",0.5
"590","2020-04-03",0.502
"591","2020-04-06",0.5
"592","2020-04-07",0.51
"593","2020-04-08",0.51
"594","2020-04-09",0.53
"595","2020-04-13",0.502
"596","2020-04-14",0.53
"597","2020-04-15",0.53
"598","2020-04-16",0.53
"599","2020-04-17",0.519
"600","2020-04-20",0.46
"601","2020-04-21",0.5
"602","2020-04-22",0.49
"603","2020-04-23",0.512
"604","2020-04-24",0.5
"605","2020-04-27",0.5
"606","2020-04-28",0.5
"607","2020-04-29",0.5
"608","2020-04-30",0.5
"609","2020-05-01",0.49
"610","2020-05-04",0.474
"611","2020-05-05",0.48
"612","2020-05-06",0.56
"613","2020-05-07",0.56
"614","2020-05-08",0.54
"615","2020-05-11",0.51
"616","2020-05-12",0.5
"617","2020-05-13",0.52
"618","2020-05-14",0.511
"619","2020-05-15",0.525
"620","2020-05-18",0.581
"621","2020-05-19",0.631
"622","2020-05-20",0.78
"623","2020-05-21",1.14
"624","2020-05-22",1.05
"625","2020-05-26",0.94
"626","2020-05-27",0.95
"627","2020-05-28",1.2
"628","2020-05-29",1.06
"629","2020-06-01",1.03
"630","2020-06-02",0.943
"631","2020-06-03",0.98
"632","2020-06-04",0.92
"633","2020-06-05",0.975
"634","2020-06-08",0.92
"635","2020-06-09",0.94
"636","2020-06-10",1.14
"637","2020-06-11",1.049
"638","2020-06-12",1.26
"639","2020-06-15",1.08
"640","2020-06-16",1.06
"641","2020-06-17",1.02
"642","2020-06-18",1.032
"643","2020-06-19",1.1
"644","2020-06-22",1.24
"645","2020-06-23",1.23
"646","2020-06-24",1.27
"647","2020-06-25",1.24
"648","2020-06-26",1.32
"649","2020-06-29",1.36
"650","2020-06-30",1.32
"651","2020-07-01",1.28
"652","2020-07-02",1.26
"653","2020-07-06",1.225
"654","2020-07-07",1.17
"655","2020-07-08",1.1
"656","2020-07-09",1.04
"657","2020-07-10",1.44
"658","2020-07-13",1.35
"659","2020-07-14",1.05
"660","2020-07-15",1.04
"661","2020-07-16",1.02
"662","2020-07-17",1.05
"663","2020-07-20",1.03
"664","2020-07-21",1.04
"665","2020-07-22",1.02
"666","2020-07-23",1.002
"667","2020-07-24",0.992
"668","2020-07-27",0.914
"669","2020-07-28",0.885
"670","2020-07-29",0.83
"671","2020-07-30",0.874
"672","2020-07-31",0.86
"673","2020-08-03",0.896
"674","2020-08-04",0.878
"675","2020-08-05",0.905
"676","2020-08-06",0.89
"677","2020-08-07",0.88
"678","2020-08-10",0.88
"679","2020-08-11",0.864
"680","2020-08-12",0.85
"681","2020-08-13",0.81
"682","2020-08-14",0.79
"683","2020-08-17",0.79
"684","2020-08-18",0.761
"685","2020-08-19",0.73
"686","2020-08-20",0.755
"687","2020-08-21",0.719
"688","2020-08-24",0.669
"689","2020-08-25",0.7
"690","2020-08-26",0.65
"691","2020-08-27",0.71
"692","2020-08-28",0.63
"693","2020-08-31",0.61
"694","2020-09-01",0.604
"695","2020-09-02",0.573
"696","2020-09-03",0.585
"697","2020-09-04",0.73
"698","2020-09-08",0.652
"699","2020-09-09",0.515
"700","2020-09-10",0.502
"701","2020-09-11",0.47
"702","2020-09-14",0.466
"703","2020-09-15",0.476
"704","2020-09-16",0.6
"705","2020-09-17",0.572
"706","2020-09-18",0.563
"707","2020-09-21",0.54
"708","2020-09-22",0.516
"709","2020-09-23",0.48
"710","2020-09-24",0.496
"711","2020-09-25",0.516
"712","2020-09-28",0.5
"713","2020-09-29",0.527
"714","2020-09-30",0.5
"715","2020-10-01",0.494
"716","2020-10-02",0.5
"717","2020-10-05",0.539
"718","2020-10-06",0.52
"719","2020-10-07",0.528
"720","2020-10-08",0.529
"721","2020-10-09",0.57
"722","2020-10-12",0.576
"723","2020-10-13",0.695
"724","2020-10-14",0.728
"725","2020-10-15",0.64
"726","2020-10-16",0.58
"727","2020-10-19",0.736
"728","2020-10-20",0.71
"729","2020-10-21",0.78
"730","2020-10-22",0.79
"731","2020-10-23",0.775
"732","2020-10-26",0.731
"733","2020-10-27",0.728
"734","2020-10-28",0.723
"735","2020-10-29",0.758
"736","2020-10-30",0.758
"737","2020-11-02",0.639
"738","2020-11-03",0.635
"739","2020-11-04",0.585
"740","2020-11-05",0.651
"741","2020-11-06",0.635
"742","2020-11-09",0.625
"743","2020-11-10",0.602
"744","2020-11-11",0.61
"745","2020-11-12",0.6
"746","2020-11-13",0.58
"747","2020-11-16",0.56
"748","2020-11-17",0.551
"749","2020-11-18",0.583
"750","2020-11-19",0.574
"751","2020-11-20",0.57
"752","2020-11-23",0.613
"753","2020-11-24",0.61
"754","2020-11-25",0.648
"755","2020-11-27",0.68
