"","date","FAMI"
"457","2019-12-10",1.05
"458","2019-12-11",1.05
"459","2019-12-12",1.02
"460","2019-12-13",0.92
"461","2019-12-16",0.92
"462","2019-12-17",0.86
"463","2019-12-18",0.85
"464","2019-12-19",0.8
"465","2019-12-20",0.83
"466","2019-12-23",0.81
"467","2019-12-24",0.81
"468","2019-12-26",0.8
"469","2019-12-27",0.78
"470","2019-12-30",0.79
"471","2019-12-31",0.75
"472","2020-01-02",0.8
"473","2020-01-03",0.81
"474","2020-01-06",0.76
"475","2020-01-07",0.8
"476","2020-01-08",0.78
"477","2020-01-09",0.84
"478","2020-01-10",0.94
"479","2020-01-13",0.88
"480","2020-01-14",0.84
"481","2020-01-15",0.83
"482","2020-01-16",0.82
"483","2020-01-17",0.78
"484","2020-01-21",0.77
"485","2020-01-22",0.78
"486","2020-01-23",0.75
"487","2020-01-24",0.75
"488","2020-01-27",0.76
"489","2020-01-28",0.79
"490","2020-01-29",0.79
"491","2020-01-30",0.76
"492","2020-01-31",0.75
"493","2020-02-03",0.82
"494","2020-02-04",0.74
"495","2020-02-05",0.77
"496","2020-02-06",0.86
"497","2020-02-07",0.78
"498","2020-02-10",0.68
"499","2020-02-11",0.74
"500","2020-02-12",0.7
"501","2020-02-13",0.7
"502","2020-02-14",0.71
"503","2020-02-18",0.72
"504","2020-02-19",0.72
"505","2020-02-20",0.71
"506","2020-02-21",0.73
"507","2020-02-24",0.73
"508","2020-02-25",0.7
"509","2020-02-26",0.72
"510","2020-02-27",0.72
"511","2020-02-28",0.75
"512","2020-03-02",0.73
"513","2020-03-03",0.71
"514","2020-03-04",0.75
"515","2020-03-05",0.75
"516","2020-03-06",0.72
"517","2020-03-09",0.67
"518","2020-03-10",0.68
"519","2020-03-11",0.62
"520","2020-03-12",0.6
"521","2020-03-13",0.6
"522","2020-03-16",0.46
"523","2020-03-17",0.48
"524","2020-03-18",0.46
"525","2020-03-19",0.44
"526","2020-03-20",0.43
"527","2020-03-23",0.47
"528","2020-03-24",0.48
"529","2020-03-25",0.55
"530","2020-03-26",0.55
"531","2020-03-27",0.53
"532","2020-03-30",0.51
"533","2020-03-31",0.55
"534","2020-04-01",0.52
"535","2020-04-02",0.53
"536","2020-04-03",0.51
"537","2020-04-06",0.53
"538","2020-04-07",0.54
"539","2020-04-08",0.55
"540","2020-04-09",0.57
"541","2020-04-13",0.57
"542","2020-04-14",0.56
"543","2020-04-15",0.56
"544","2020-04-16",0.56
"545","2020-04-17",0.56
"546","2020-04-20",0.51
"547","2020-04-21",0.51
"548","2020-04-22",0.51
"549","2020-04-23",0.54
"550","2020-04-24",0.51
"551","2020-04-27",0.53
"552","2020-04-28",0.51
"553","2020-04-29",0.5
"554","2020-04-30",0.5
"555","2020-05-01",0.49
"556","2020-05-04",0.48
"557","2020-05-05",0.48
"558","2020-05-06",0.47
"559","2020-05-07",0.5
"560","2020-05-08",0.52
"561","2020-05-11",0.52
"562","2020-05-12",0.56
"563","2020-05-13",0.51
"564","2020-05-14",0.49
"565","2020-05-15",0.5
"566","2020-05-18",0.5
"567","2020-05-19",0.53
"568","2020-05-20",0.51
"569","2020-05-21",0.52
"570","2020-05-22",0.49
"571","2020-05-26",0.49
"572","2020-05-27",0.5
"573","2020-05-28",0.48
"574","2020-05-29",0.48
"575","2020-06-01",0.49
"576","2020-06-02",0.52
"577","2020-06-03",0.5
"578","2020-06-04",0.52
"579","2020-06-05",0.51
"580","2020-06-08",0.6
"581","2020-06-09",0.6
"582","2020-06-10",0.61
"583","2020-06-11",0.73
"584","2020-06-12",0.61
"585","2020-06-15",0.56
"586","2020-06-16",0.54
"587","2020-06-17",0.57
"588","2020-06-18",0.9
"589","2020-06-19",0.83
"590","2020-06-22",0.74
"591","2020-06-23",0.74
"592","2020-06-24",0.71
"593","2020-06-25",0.71
"594","2020-06-26",0.68
"595","2020-06-29",0.64
"596","2020-06-30",0.7
"597","2020-07-01",0.7
"598","2020-07-02",0.68
"599","2020-07-06",0.72
"600","2020-07-07",0.72
"601","2020-07-08",0.73
"602","2020-07-09",0.72
"603","2020-07-10",0.72
"604","2020-07-13",0.72
"605","2020-07-14",0.69
"606","2020-07-15",0.7
"607","2020-07-16",0.74
"608","2020-07-17",0.72
"609","2020-07-20",0.77
"610","2020-07-21",0.78
"611","2020-07-22",0.75
"612","2020-07-23",0.74
"613","2020-07-24",0.7
"614","2020-07-27",0.71
"615","2020-07-28",0.71
"616","2020-07-29",0.74
"617","2020-07-30",0.71
"618","2020-07-31",0.69
"619","2020-08-03",0.7
"620","2020-08-04",0.71
"621","2020-08-05",0.7
"622","2020-08-06",0.71
"623","2020-08-07",0.73
"624","2020-08-10",0.75
"625","2020-08-11",0.85
"626","2020-08-12",0.77
"627","2020-08-13",0.76
"628","2020-08-14",1.07
"629","2020-08-17",1.01
"630","2020-08-18",0.88
"631","2020-08-19",0.81
"632","2020-08-20",0.73
"633","2020-08-21",0.71
"634","2020-08-24",0.72
"635","2020-08-25",0.74
"636","2020-08-26",0.74
"637","2020-08-27",0.72
"638","2020-08-28",0.7
"639","2020-08-31",0.7
"640","2020-09-01",0.74
"641","2020-09-02",0.72
"642","2020-09-03",0.73
"643","2020-09-04",0.73
"644","2020-09-08",0.73
"645","2020-09-09",0.73
"646","2020-09-10",0.74
"647","2020-09-11",0.79
"648","2020-09-14",0.84
"649","2020-09-15",0.84
"650","2020-09-16",0.87
"651","2020-09-17",0.89
"652","2020-09-18",0.91
"653","2020-09-21",0.92
"654","2020-09-22",0.9
"655","2020-09-23",0.89
"656","2020-09-24",0.9
"657","2020-09-25",0.92
"658","2020-09-28",0.98
"659","2020-09-29",0.9
"660","2020-09-30",0.88
"661","2020-10-01",0.88
"662","2020-10-02",0.88
"663","2020-10-05",0.87
"664","2020-10-06",0.76
"665","2020-10-07",0.85
"666","2020-10-08",0.82
"667","2020-10-09",0.86
"668","2020-10-12",0.89
"669","2020-10-13",0.89
"670","2020-10-14",0.86
"671","2020-10-15",0.89
"672","2020-10-16",1.03
"673","2020-10-19",1.16
"674","2020-10-20",0.94
"675","2020-10-21",0.96
"676","2020-10-22",0.95
"677","2020-10-23",0.9
"678","2020-10-26",0.84
"679","2020-10-27",0.83
"680","2020-10-28",0.78
"681","2020-10-29",0.8
"682","2020-10-30",0.77
"683","2020-11-02",0.77
"684","2020-11-03",0.77
"685","2020-11-04",0.81
"686","2020-11-05",0.87
"687","2020-11-06",0.88
"688","2020-11-09",0.85
"689","2020-11-10",0.84
"690","2020-11-11",0.82
"691","2020-11-12",0.81
"692","2020-11-13",0.82
"693","2020-11-16",0.83
"694","2020-11-17",0.85
"695","2020-11-18",0.82
"696","2020-11-19",0.85
"697","2020-11-20",0.86
"698","2020-11-23",0.88
"699","2020-11-24",0.94
"700","2020-11-25",0.92
"701","2020-11-27",0.95
