"","date","DPHCU"
"96","2019-07-16",10.15
"97","2019-07-17",10.15
"98","2019-07-18",10.15
"99","2019-07-19",10.15
"100","2019-07-22",10.15
"101","2019-07-23",10.15
"102","2019-07-24",10.05
"103","2019-07-25",10.05
"104","2019-07-26",10.05
"105","2019-07-29",10.05
"106","2019-07-30",10.05
"107","2019-07-31",10.05
"108","2019-08-01",10.05
"109","2019-08-02",10.05
"110","2019-08-05",10.05
"111","2019-08-06",10.05
"112","2019-08-07",10.05
"113","2019-08-08",10.05
"114","2019-08-09",10.05
"115","2019-08-12",10.05
"116","2019-08-13",10.1
"117","2019-08-14",10.1
"118","2019-08-15",10.1
"119","2019-08-16",10.1
"120","2019-08-19",10.1
"121","2019-08-20",10.1
"122","2019-08-21",10.1
"123","2019-08-22",10.1
"124","2019-08-23",10.1
"125","2019-08-26",10.1
"126","2019-08-27",10.15
"127","2019-08-28",10.15
"128","2019-08-29",10.15
"129","2019-08-30",10.15
"130","2019-09-03",10.15
"131","2019-09-04",10.15
"132","2019-09-05",10.15
"133","2019-09-06",10.15
"134","2019-09-09",10.15
"135","2019-09-10",10.15
"136","2019-09-11",10.15
"137","2019-09-12",10.15
"138","2019-09-13",10.15
"139","2019-09-16",10.15
"140","2019-09-17",10.15
"141","2019-09-18",10.15
"142","2019-09-19",10.15
"143","2019-09-20",10.15
"144","2019-09-23",10.15
"145","2019-09-24",10.15
"146","2019-09-25",10.135
"147","2019-09-26",10.15
"148","2019-09-27",10.2
"149","2019-09-30",10.2
"150","2019-10-01",10.2
"151","2019-10-02",10.2
"152","2019-10-03",10.2
"153","2019-10-04",10.2
"154","2019-10-07",10.2
"155","2019-10-08",10.2
"156","2019-10-09",10.2
"157","2019-10-10",10.2
"158","2019-10-11",10.2
"159","2019-10-14",10.2
"160","2019-10-15",10.2
"161","2019-10-16",10.2
"162","2019-10-17",10.2
"163","2019-10-18",10.2
"164","2019-10-21",10.2
"165","2019-10-22",10.2
"166","2019-10-23",10.2
"167","2019-10-24",10.2
"168","2019-10-25",10.2
"169","2019-10-28",10.2
"170","2019-10-29",10.2
"171","2019-10-30",10.2
"172","2019-10-31",10.2
"173","2019-11-01",10.2
"174","2019-11-04",10.2
"175","2019-11-05",10.2
"176","2019-11-06",10.2
"177","2019-11-07",10.2
"178","2019-11-08",10.2
"179","2019-11-11",10.2
"180","2019-11-12",10.2
"181","2019-11-13",10.2
"182","2019-11-14",10.2
"183","2019-11-15",10.2
"184","2019-11-18",10.2
"185","2019-11-19",10.2
"186","2019-11-20",10.2
"187","2019-11-21",10.2
"188","2019-11-22",10.25
"189","2019-11-25",10.25
"190","2019-11-26",10.25
"191","2019-11-27",10.25
"192","2019-11-29",10.175
"193","2019-12-02",10.175
"194","2019-12-03",10.175
"195","2019-12-04",10.23
"196","2019-12-05",10.23
"197","2019-12-06",10.23
"198","2019-12-09",10.23
"199","2019-12-10",10.23
"200","2019-12-11",10.24
"201","2019-12-12",10.25
"202","2019-12-13",10.25
"203","2019-12-16",10.25
"204","2019-12-17",10.25
"205","2019-12-18",10.25
"206","2019-12-19",10.25
"207","2019-12-20",10.2
"208","2019-12-23",10.2
"209","2019-12-24",10.2
"210","2019-12-26",10.2
"211","2019-12-27",10.2
"212","2019-12-30",10.18
"213","2019-12-31",10.25
"214","2020-01-02",10.24
"215","2020-01-03",10.27
"216","2020-01-06",10.27
"217","2020-01-07",10.3
"218","2020-01-08",10.26
"219","2020-01-09",10.26
"220","2020-01-10",10.26
"221","2020-01-13",10.26
"222","2020-01-14",10.26
"223","2020-01-15",10.26
"224","2020-01-16",10.26
"225","2020-01-17",10.26
"226","2020-01-21",10.26
"227","2020-01-22",10.26
"228","2020-01-23",10.45
"229","2020-01-24",10.45
"230","2020-01-27",10.63
"231","2020-01-28",10.63
"232","2020-01-29",10.65
"233","2020-01-30",10.65
"234","2020-01-31",10.65
"235","2020-02-03",10.65
"236","2020-02-04",10.65
"237","2020-02-05",10.65
"238","2020-02-06",10.65
"239","2020-02-07",10.65
"240","2020-02-10",10.65
"241","2020-02-11",10.65
"242","2020-02-12",10.65
"243","2020-02-13",10.65
"244","2020-02-14",10.65
"245","2020-02-18",10.65
"246","2020-02-19",10.65
"247","2020-02-20",10.65
"248","2020-02-21",10.65
"249","2020-02-24",10.65
"250","2020-02-25",10.65
"251","2020-02-26",10.65
"252","2020-02-27",10.65
"253","2020-02-28",10.65
"254","2020-03-02",10.65
"255","2020-03-03",10.65
"256","2020-03-04",10.65
"257","2020-03-05",10.65
"258","2020-03-06",10.65
"259","2020-03-09",10.65
"260","2020-03-10",10.65
"261","2020-03-11",10.65
"262","2020-03-12",10.65
"263","2020-03-13",10.65
"264","2020-03-16",10.65
"265","2020-03-17",10.65
"266","2020-03-18",10.65
"267","2020-03-19",10.65
"268","2020-03-20",10.65
"269","2020-03-23",10.65
"270","2020-03-24",10.25
"271","2020-03-25",9.71
"272","2020-03-26",9.85
"273","2020-03-27",9.85
"274","2020-03-30",9.85
"275","2020-03-31",9.85
"276","2020-04-01",9.85
"277","2020-04-02",9.85
"278","2020-04-03",9.85
"279","2020-04-06",9.85
"280","2020-04-07",9.85
"281","2020-04-08",9.85
"282","2020-04-09",10
"283","2020-04-13",10
"284","2020-04-14",10
"285","2020-04-15",10
"286","2020-04-16",10
"287","2020-04-17",10
"288","2020-04-20",10
"289","2020-04-21",10
"290","2020-04-22",10
"291","2020-04-23",10
"292","2020-04-24",10
"293","2020-04-27",10
"294","2020-04-28",10
"295","2020-04-29",10
"296","2020-04-30",10
"297","2020-05-01",10
"298","2020-05-04",10
"299","2020-05-05",10.1
"300","2020-05-06",10.1
"301","2020-05-07",10.1
"302","2020-05-08",10.1
"303","2020-05-11",10.1
"304","2020-05-12",10.297
"305","2020-05-13",10.297
"306","2020-05-14",10.297
"307","2020-05-15",10.297
"308","2020-05-18",10.25
"309","2020-05-19",10.25
"310","2020-05-20",10.25
"311","2020-05-21",10.258
"312","2020-05-22",10.258
"313","2020-05-26",10.258
"314","2020-05-27",10.3
"315","2020-05-28",10.25
"316","2020-05-29",10.25
"317","2020-06-01",10.25
"318","2020-06-02",10.25
"319","2020-06-03",10.3
"320","2020-06-04",10.3
"321","2020-06-05",10.3
"322","2020-06-08",10.35
"323","2020-06-09",10.3
"324","2020-06-10",10.27
"325","2020-06-11",10.27
"326","2020-06-12",10.27
"327","2020-06-15",10.26
"328","2020-06-16",10.28
"329","2020-06-17",10.35
"330","2020-06-18",10.85
"331","2020-06-19",10.605
"332","2020-06-22",10.47
"333","2020-06-23",10.47
"334","2020-06-24",10.4
"335","2020-06-25",10.4
"336","2020-06-26",10.902
"337","2020-06-29",11.1
"338","2020-06-30",11.025
"339","2020-07-01",11.15
"340","2020-07-02",11.8
"341","2020-07-06",11.5
"342","2020-07-07",11.25
"343","2020-07-08",11.2
"344","2020-07-09",11.28
"345","2020-07-10",11.255
"346","2020-07-13",11.072
"347","2020-07-14",11.05
"348","2020-07-15",11.05
"349","2020-07-16",11.05
"350","2020-07-17",11.37
"351","2020-07-20",10.76
"352","2020-07-21",11.2
"353","2020-07-22",11.25
"354","2020-07-23",11
"355","2020-07-24",11.141
"356","2020-07-27",11.25
"357","2020-07-28",11.405
"358","2020-07-29",11.31
"359","2020-07-30",11.35
"360","2020-07-31",11.15
"361","2020-08-03",14.22
"362","2020-08-04",14.86
"363","2020-08-05",13.925
"364","2020-08-06",13.7
"365","2020-08-07",13.75
"366","2020-08-10",13.795
"367","2020-08-11",13.42
"368","2020-08-12",13.57
"369","2020-08-13",14.2
"370","2020-08-14",14.2
"371","2020-08-17",14.27
"372","2020-08-18",14.9
"373","2020-08-19",15.73
"374","2020-08-20",15.493
"375","2020-08-21",14.7
"376","2020-08-24",15.75
"377","2020-08-25",16.51
"378","2020-08-26",18.1
"379","2020-08-27",20.200001
"380","2020-08-28",19.700001
"381","2020-08-31",18.98
"382","2020-09-01",19.5
"383","2020-09-02",20.5
"384","2020-09-03",19.66
"385","2020-09-04",19.75
"386","2020-09-08",19.9
"387","2020-09-09",21.280001
"388","2020-09-10",23.26
"389","2020-09-11",28.5
"390","2020-09-14",32.889999
"391","2020-09-15",30.700001
"392","2020-09-16",31.275
"393","2020-09-17",31.299999
"394","2020-09-18",33.900002
"395","2020-09-21",35.740002
"396","2020-09-22",31.9
"397","2020-09-23",27.290001
"398","2020-09-24",24.950001
"399","2020-09-25",27.219999
"400","2020-09-28",31.98
"401","2020-09-29",31.6
"402","2020-09-30",29.504999
"403","2020-10-01",28.271
"404","2020-10-02",26.674999
"405","2020-10-05",26.049999
"406","2020-10-06",24.247
"407","2020-10-07",24.5
"408","2020-10-08",23.225
"409","2020-10-09",26.139999
"410","2020-10-12",28.18
"411","2020-10-13",28.610001
"412","2020-10-14",28.24
"413","2020-10-15",25.85
"414","2020-10-16",26.200001
"415","2020-10-19",24.5
"416","2020-10-20",21.65
"417","2020-10-21",24.24
"418","2020-10-22",23.690001
"419","2020-10-23",20.450001
"420","2020-10-26",NA
"421","2020-10-27",NA
"422","2020-10-28",NA
"423","2020-10-29",NA
"424","2020-10-30",NA
"425","2020-11-02",NA
"426","2020-11-03",NA
"427","2020-11-04",NA
"428","2020-11-05",NA
"429","2020-11-06",NA
"430","2020-11-09",NA
"431","2020-11-10",NA
"432","2020-11-11",NA
"433","2020-11-12",NA
"434","2020-11-13",NA
"435","2020-11-16",NA
"436","2020-11-17",NA
"437","2020-11-18",NA
"438","2020-11-19",NA
"439","2020-11-20",NA
"440","2020-11-23",NA
"441","2020-11-24",NA
"442","2020-11-25",NA
