"","date","STRO"
"73","2019-01-11",10.82
"74","2019-01-14",9.61
"75","2019-01-15",10.68
"76","2019-01-16",10.52
"77","2019-01-17",9.77
"78","2019-01-18",10
"79","2019-01-22",9.76
"80","2019-01-23",10.5
"81","2019-01-24",10.17
"82","2019-01-25",10.55
"83","2019-01-28",10.37
"84","2019-01-29",10.45
"85","2019-01-30",10.68
"86","2019-01-31",10.58
"87","2019-02-01",10.63
"88","2019-02-04",10.73
"89","2019-02-05",10.66
"90","2019-02-06",10.54
"91","2019-02-07",10.46
"92","2019-02-08",10.42
"93","2019-02-11",11.27
"94","2019-02-12",10.9
"95","2019-02-13",10.4
"96","2019-02-14",9.69
"97","2019-02-15",9.86
"98","2019-02-19",10.32
"99","2019-02-20",10.03
"100","2019-02-21",10.1
"101","2019-02-22",10.64
"102","2019-02-25",10.03
"103","2019-02-26",9.62
"104","2019-02-27",9.01
"105","2019-02-28",8.8
"106","2019-03-01",8.86
"107","2019-03-04",9.05
"108","2019-03-05",8.98
"109","2019-03-06",8.86
"110","2019-03-07",8.9
"111","2019-03-08",9.4
"112","2019-03-11",10.44
"113","2019-03-12",10.45
"114","2019-03-13",11.18
"115","2019-03-14",11.09
"116","2019-03-15",11.45
"117","2019-03-18",11.24
"118","2019-03-19",11.39
"119","2019-03-20",11.29
"120","2019-03-21",11.07
"121","2019-03-22",10.74
"122","2019-03-25",10.82
"123","2019-03-26",10.84
"124","2019-03-27",10.58
"125","2019-03-28",10.71
"126","2019-03-29",11.39
"127","2019-04-01",11.59
"128","2019-04-02",12
"129","2019-04-03",11.69
"130","2019-04-04",11.46
"131","2019-04-05",11.25
"132","2019-04-08",11.26
"133","2019-04-09",11
"134","2019-04-10",10.99
"135","2019-04-11",11.44
"136","2019-04-12",11.77
"137","2019-04-15",11.79
"138","2019-04-16",11.36
"139","2019-04-17",10.69
"140","2019-04-18",10.37
"141","2019-04-22",9.9
"142","2019-04-23",10.06
"143","2019-04-24",10.03
"144","2019-04-25",10.2
"145","2019-04-26",9.69
"146","2019-04-29",10.1
"147","2019-04-30",9.98
"148","2019-05-01",9.95
"149","2019-05-02",10.03
"150","2019-05-03",10.2
"151","2019-05-06",10.31
"152","2019-05-07",10.34
"153","2019-05-08",10.4
"154","2019-05-09",10.72
"155","2019-05-10",11.5
"156","2019-05-13",10.92
"157","2019-05-14",11
"158","2019-05-15",10.15
"159","2019-05-16",10.16
"160","2019-05-17",9.75
"161","2019-05-20",10.13
"162","2019-05-21",10.49
"163","2019-05-22",10.55
"164","2019-05-23",10.21
"165","2019-05-24",10.37
"166","2019-05-28",10.71
"167","2019-05-29",10.9
"168","2019-05-30",11.34
"169","2019-05-31",11.45
"170","2019-06-03",12.23
"171","2019-06-04",11.65
"172","2019-06-05",11.63
"173","2019-06-06",11.81
"174","2019-06-07",11.92
"175","2019-06-10",11.99
"176","2019-06-11",12.08
"177","2019-06-12",12.09
"178","2019-06-13",11.49
"179","2019-06-14",11.2
"180","2019-06-17",11.12
"181","2019-06-18",11.89
"182","2019-06-19",11.87
"183","2019-06-20",11.57
"184","2019-06-21",11.87
"185","2019-06-24",11.68
"186","2019-06-25",11.67
"187","2019-06-26",11.52
"188","2019-06-27",11.34
"189","2019-06-28",11.38
"190","2019-07-01",11.75
"191","2019-07-02",11.62
"192","2019-07-03",11.21
"193","2019-07-05",11.76
"194","2019-07-08",11.42
"195","2019-07-09",11.47
"196","2019-07-10",11.48
"197","2019-07-11",11.54
"198","2019-07-12",11.64
"199","2019-07-15",11.42
"200","2019-07-16",11.37
"201","2019-07-17",11.03
"202","2019-07-18",11.17
"203","2019-07-19",11.16
"204","2019-07-22",11.14
"205","2019-07-23",11.03
"206","2019-07-24",11.06
"207","2019-07-25",11.12
"208","2019-07-26",11.04
"209","2019-07-29",11.37
"210","2019-07-30",11.41
"211","2019-07-31",11.27
"212","2019-08-01",11.3
"213","2019-08-02",11
"214","2019-08-05",10.08
"215","2019-08-06",10
"216","2019-08-07",10.02
"217","2019-08-08",10.25
"218","2019-08-09",10.06
"219","2019-08-12",9.67
"220","2019-08-13",9.2
"221","2019-08-14",8.56
"222","2019-08-15",8.56
"223","2019-08-16",8.7
"224","2019-08-19",8.85
"225","2019-08-20",8.49
"226","2019-08-21",8.43
"227","2019-08-22",8.3
"228","2019-08-23",8.12
"229","2019-08-26",8.13
"230","2019-08-27",8.65
"231","2019-08-28",8.16
"232","2019-08-29",7.91
"233","2019-08-30",8.07
"234","2019-09-03",7.91
"235","2019-09-04",8.01
"236","2019-09-05",8.63
"237","2019-09-06",9.5
"238","2019-09-09",9.45
"239","2019-09-10",8.78
"240","2019-09-11",9.77
"241","2019-09-12",10.63
"242","2019-09-13",11
"243","2019-09-16",10.66
"244","2019-09-17",11.01
"245","2019-09-18",10.88
"246","2019-09-19",10.7
"247","2019-09-20",10.6
"248","2019-09-23",10.73
"249","2019-09-24",9.96
"250","2019-09-25",9.84
"251","2019-09-26",9.74
"252","2019-09-27",9.33
"253","2019-09-30",9.09
"254","2019-10-01",8.69
"255","2019-10-02",8.15
"256","2019-10-03",8.23
"257","2019-10-04",8.43
"258","2019-10-07",8.93
"259","2019-10-08",9.27
"260","2019-10-09",9.12
"261","2019-10-10",9.27
"262","2019-10-11",9.48
"263","2019-10-14",9.34
"264","2019-10-15",9.42
"265","2019-10-16",9.46
"266","2019-10-17",9.95
"267","2019-10-18",9.98
"268","2019-10-21",10.96
"269","2019-10-22",10.37
"270","2019-10-23",10.08
"271","2019-10-24",9.66
"272","2019-10-25",9.51
"273","2019-10-28",9.94
"274","2019-10-29",10.1
"275","2019-10-30",9.88
"276","2019-10-31",10.03
"277","2019-11-01",10.43
"278","2019-11-04",10.36
"279","2019-11-05",10.45
"280","2019-11-06",10.38
"281","2019-11-07",10.93
"282","2019-11-08",10.98
"283","2019-11-11",10.81
"284","2019-11-12",10.77
"285","2019-11-13",10.8
"286","2019-11-14",10.83
"287","2019-11-15",10.78
"288","2019-11-18",11.39
"289","2019-11-19",11.22
"290","2019-11-20",10.58
"291","2019-11-21",10.51
"292","2019-11-22",10.46
"293","2019-11-25",10.58
"294","2019-11-26",10.59
"295","2019-11-27",10.78
"296","2019-11-29",11.08
"297","2019-12-02",11.25
"298","2019-12-03",11.18
"299","2019-12-04",10.99
"300","2019-12-05",10
"301","2019-12-06",10.11
"302","2019-12-09",10.2
"303","2019-12-10",10.39
"304","2019-12-11",11.09
"305","2019-12-12",11.2
"306","2019-12-13",11.13
"307","2019-12-16",10.74
"308","2019-12-17",10.75
"309","2019-12-18",10.58
"310","2019-12-19",10.49
"311","2019-12-20",10.72
"312","2019-12-23",11.04
"313","2019-12-24",11.03
"314","2019-12-26",10.92
"315","2019-12-27",10.98
"316","2019-12-30",11.04
"317","2019-12-31",11
"318","2020-01-02",11.99
"319","2020-01-03",11.71
"320","2020-01-06",11.9
"321","2020-01-07",12.02
"322","2020-01-08",11.6
"323","2020-01-09",11.95
"324","2020-01-10",12
"325","2020-01-13",12.01
"326","2020-01-14",11.77
"327","2020-01-15",11.8
"328","2020-01-16",11.93
"329","2020-01-17",11.95
"330","2020-01-21",12.13
"331","2020-01-22",11.95
"332","2020-01-23",11.71
"333","2020-01-24",11.11
"334","2020-01-27",10.33
"335","2020-01-28",10.36
"336","2020-01-29",10.09
"337","2020-01-30",9.9
"338","2020-01-31",10.24
"339","2020-02-03",11.83
"340","2020-02-04",11.95
"341","2020-02-05",12.13
"342","2020-02-06",12.16
"343","2020-02-07",11.75
"344","2020-02-10",11.63
"345","2020-02-11",11.8
"346","2020-02-12",11.75
"347","2020-02-13",11.25
"348","2020-02-14",11.07
"349","2020-02-18",11.21
"350","2020-02-19",11.4
"351","2020-02-20",11.43
"352","2020-02-21",11.5
"353","2020-02-24",10.97
"354","2020-02-25",10.17
"355","2020-02-26",10.06
"356","2020-02-27",9.23
"357","2020-02-28",9.73
"358","2020-03-02",9.66
"359","2020-03-03",9.68
"360","2020-03-04",10.28
"361","2020-03-05",9.63
"362","2020-03-06",9.53
"363","2020-03-09",8.63
"364","2020-03-10",9.05
"365","2020-03-11",8.11
"366","2020-03-12",7.79
"367","2020-03-13",10.2
"368","2020-03-16",6.19
"369","2020-03-17",7.2
"370","2020-03-18",6.55
"371","2020-03-19",7.65
"372","2020-03-20",8.17
"373","2020-03-23",8.67
"374","2020-03-24",10.2
"375","2020-03-25",10.06
"376","2020-03-26",10.62
"377","2020-03-27",9.79
"378","2020-03-30",10.25
"379","2020-03-31",10.2
"380","2020-04-01",9.32
"381","2020-04-02",10.19
"382","2020-04-03",9.4
"383","2020-04-06",9.9
"384","2020-04-07",9.62
"385","2020-04-08",10
"386","2020-04-09",10.05
"387","2020-04-13",9.94
"388","2020-04-14",10.03
"389","2020-04-15",9.85
"390","2020-04-16",10.39
"391","2020-04-17",10.1
"392","2020-04-20",10.06
"393","2020-04-21",10.8
"394","2020-04-22",10.67
"395","2020-04-23",10.83
"396","2020-04-24",11.05
"397","2020-04-27",9.23
"398","2020-04-28",9.44
"399","2020-04-29",9.87
"400","2020-04-30",9.85
"401","2020-05-01",9.48
"402","2020-05-04",9.66
"403","2020-05-05",9.52
"404","2020-05-06",9.56
"405","2020-05-07",9.62
"406","2020-05-08",9.82
"407","2020-05-11",10.11
"408","2020-05-12",8.86
"409","2020-05-13",8.8
"410","2020-05-14",8.15
"411","2020-05-15",9.02
"412","2020-05-18",9.67
"413","2020-05-19",10.06
"414","2020-05-20",10.09
"415","2020-05-21",9.51
"416","2020-05-22",9.84
"417","2020-05-26",9.73
"418","2020-05-27",9.68
"419","2020-05-28",9.6
"420","2020-05-29",10.01
"421","2020-06-01",9.98
"422","2020-06-02",10.11
"423","2020-06-03",10.18
"424","2020-06-04",9.96
"425","2020-06-05",9.83
"426","2020-06-08",9.94
"427","2020-06-09",9.88
"428","2020-06-10",9.86
"429","2020-06-11",8.54
"430","2020-06-12",8.88
"431","2020-06-15",9.6
"432","2020-06-16",9.59
"433","2020-06-17",9.87
"434","2020-06-18",9.95
"435","2020-06-19",9.26
"436","2020-06-22",9.24
"437","2020-06-23",8.98
"438","2020-06-24",8.25
"439","2020-06-25",8.38
"440","2020-06-26",7.24
"441","2020-06-29",7.87
"442","2020-06-30",7.76
"443","2020-07-01",7.77
"444","2020-07-02",7.44
"445","2020-07-06",8.35
"446","2020-07-07",8.4
"447","2020-07-08",8.47
"448","2020-07-09",8.73
"449","2020-07-10",9.02
"450","2020-07-13",8.5
"451","2020-07-14",8.74
"452","2020-07-15",8.9
"453","2020-07-16",9.08
"454","2020-07-17",9.09
"455","2020-07-20",8.74
"456","2020-07-21",8.28
"457","2020-07-22",8.32
"458","2020-07-23",8.22
"459","2020-07-24",8.04
"460","2020-07-27",8.31
"461","2020-07-28",8.14
"462","2020-07-29",8.03
"463","2020-07-30",7.97
"464","2020-07-31",7.77
"465","2020-08-03",8.43
"466","2020-08-04",8.49
"467","2020-08-05",8.42
"468","2020-08-06",8.55
"469","2020-08-07",8.56
"470","2020-08-10",8.4
"471","2020-08-11",8.5
"472","2020-08-12",8.92
"473","2020-08-13",8.75
"474","2020-08-14",8.54
"475","2020-08-17",9
"476","2020-08-18",9.23
"477","2020-08-19",9.24
"478","2020-08-20",8.89
"479","2020-08-21",8.81
"480","2020-08-24",8.87
"481","2020-08-25",8.95
"482","2020-08-26",9.34
"483","2020-08-27",9.17
"484","2020-08-28",9.66
"485","2020-08-31",10.01
"486","2020-09-01",10.1
"487","2020-09-02",11.27
"488","2020-09-03",13
"489","2020-09-04",12.54
"490","2020-09-08",12.75
"491","2020-09-09",13.15
"492","2020-09-10",11
"493","2020-09-11",10.2
"494","2020-09-14",10.9
"495","2020-09-15",11.15
"496","2020-09-16",11.01
"497","2020-09-17",11.09
"498","2020-09-18",11.86
"499","2020-09-21",10.99
"500","2020-09-22",11
"501","2020-09-23",10.35
"502","2020-09-24",10.32
"503","2020-09-25",10.3
"504","2020-09-28",10.31
"505","2020-09-29",10.29
"506","2020-09-30",10.05
"507","2020-10-01",10.17
"508","2020-10-02",10.16
"509","2020-10-05",10.84
"510","2020-10-06",10.67
"511","2020-10-07",11.25
"512","2020-10-08",11.74
"513","2020-10-09",11.86
"514","2020-10-12",12.04
"515","2020-10-13",11.94
"516","2020-10-14",12.23
"517","2020-10-15",11.9
"518","2020-10-16",11.82
"519","2020-10-19",11.94
"520","2020-10-20",12.07
"521","2020-10-21",12.05
"522","2020-10-22",12.64
"523","2020-10-23",12.3
"524","2020-10-26",12.24
"525","2020-10-27",12.67
"526","2020-10-28",12.83
"527","2020-10-29",13.21
"528","2020-10-30",12.86
"529","2020-11-02",13.12
"530","2020-11-03",13.65
"531","2020-11-04",13.92
"532","2020-11-05",14.41
"533","2020-11-06",16.4
"534","2020-11-09",17.049999
"535","2020-11-10",15.64
"536","2020-11-11",16.51
"537","2020-11-12",16.6
"538","2020-11-13",17.23
"539","2020-11-16",17.32
"540","2020-11-17",18.34
"541","2020-11-18",18
"542","2020-11-19",17.83
"543","2020-11-20",17.959999
"544","2020-11-23",16.049999
"545","2020-11-24",17.030001
"546","2020-11-25",16.5
"547","2020-11-27",17.1
