"","date","NL"
"131","2007-07-11",10.12
"132","2007-07-12",10.41
"133","2007-07-13",10.47
"134","2007-07-16",10.39
"135","2007-07-17",10.41
"136","2007-07-18",10.86
"137","2007-07-19",10.86
"138","2007-07-20",10.45
"139","2007-07-23",10.38
"140","2007-07-24",10.14
"141","2007-07-25",10.14
"142","2007-07-26",9.49
"143","2007-07-27",9.56
"144","2007-07-30",9.9
"145","2007-07-31",9.86
"146","2007-08-01",9.7
"147","2007-08-02",9.75
"148","2007-08-03",9.7
"149","2007-08-06",10.1
"150","2007-08-07",10.16
"151","2007-08-08",13.05
"152","2007-08-09",13.02
"153","2007-08-10",12.32
"154","2007-08-13",10.45
"155","2007-08-14",10.06
"156","2007-08-15",10.08
"157","2007-08-16",10.99
"158","2007-08-17",11.17
"159","2007-08-20",11.12
"160","2007-08-21",11.42
"161","2007-08-22",11.26
"162","2007-08-23",10.77
"163","2007-08-24",10.97
"164","2007-08-27",10.86
"165","2007-08-28",10.8
"166","2007-08-29",11.02
"167","2007-08-30",10.48
"168","2007-08-31",10.45
"169","2007-09-04",10.94
"170","2007-09-05",10.81
"171","2007-09-06",10.67
"172","2007-09-07",10.35
"173","2007-09-10",10.53
"174","2007-09-11",10.59
"175","2007-09-12",10.39
"176","2007-09-13",10.25
"177","2007-09-14",10.4
"178","2007-09-17",10.44
"179","2007-09-18",10.5
"180","2007-09-19",10.7
"181","2007-09-20",10.78
"182","2007-09-21",10.76
"183","2007-09-24",10.7
"184","2007-09-25",10.89
"185","2007-09-26",11.17
"186","2007-09-27",11.33
"187","2007-09-28",11.33
"188","2007-10-01",11.46
"189","2007-10-02",11.69
"190","2007-10-03",11.62
"191","2007-10-04",11.43
"192","2007-10-05",11.56
"193","2007-10-08",11.8
"194","2007-10-09",11.99
"195","2007-10-10",11.99
"196","2007-10-11",11.97
"197","2007-10-12",12.33
"198","2007-10-15",11.27
"199","2007-10-16",11.86
"200","2007-10-17",11.57
"201","2007-10-18",11.84
"202","2007-10-19",10.71
"203","2007-10-22",10.7
"204","2007-10-23",10.87
"205","2007-10-24",10.71
"206","2007-10-25",10.83
"207","2007-10-26",11.2
"208","2007-10-29",11.27
"209","2007-10-30",11.07
"210","2007-10-31",11.06
"211","2007-11-01",10.44
"212","2007-11-02",10.34
"213","2007-11-05",10.24
"214","2007-11-06",10.28
"215","2007-11-07",10.02
"216","2007-11-08",10.05
"217","2007-11-09",10.4
"218","2007-11-12",10.52
"219","2007-11-13",10.71
"220","2007-11-14",10.37
"221","2007-11-15",10.09
"222","2007-11-16",9.94
"223","2007-11-19",9.34
"224","2007-11-20",9.79
"225","2007-11-21",10.19
"226","2007-11-23",10.22
"227","2007-11-26",9.65
"228","2007-11-27",10.35
"229","2007-11-28",10.7
"230","2007-11-29",10.36
"231","2007-11-30",10.09
"232","2007-12-03",10.19
"233","2007-12-04",10.08
"234","2007-12-05",10.58
"235","2007-12-06",11.41
"236","2007-12-07",10.92
"237","2007-12-10",11.11
"238","2007-12-11",10.58
"239","2007-12-12",10.6
"240","2007-12-13",10.74
"241","2007-12-14",10.09
"242","2007-12-17",9.67
"243","2007-12-18",10.72
"244","2007-12-19",10.8
"245","2007-12-20",10.9
"246","2007-12-21",11.17
"247","2007-12-24",11.33
"248","2007-12-26",11.27
"249","2007-12-27",11.02
"250","2007-12-28",10.83
"251","2007-12-31",11.43
"252","2008-01-02",9.97
"253","2008-01-03",9.36
"254","2008-01-04",9.55
"255","2008-01-07",9.59
"256","2008-01-08",8.65
"257","2008-01-09",10.17
"258","2008-01-10",10.02
"259","2008-01-11",9.8
"260","2008-01-14",10.01
"261","2008-01-15",9.92
"262","2008-01-16",9.72
"263","2008-01-17",9.01
"264","2008-01-18",9.06
"265","2008-01-22",9.47
"266","2008-01-23",10.04
"267","2008-01-24",9.77
"268","2008-01-25",9.83
"269","2008-01-28",10.34
"270","2008-01-29",10.63
"271","2008-01-30",10.7
"272","2008-01-31",11.25
"273","2008-02-01",11.23
"274","2008-02-04",11.25
"275","2008-02-05",10.72
"276","2008-02-06",10.84
"277","2008-02-07",11.3
"278","2008-02-08",11.24
"279","2008-02-11",11.29
"280","2008-02-12",11.26
"281","2008-02-13",11.31
"282","2008-02-14",11.12
"283","2008-02-15",11.17
"284","2008-02-19",11.28
"285","2008-02-20",11.31
"286","2008-02-21",11.29
"287","2008-02-22",11.28
"288","2008-02-25",11.3
"289","2008-02-26",11.63
"290","2008-02-27",11.63
"291","2008-02-28",11.46
"292","2008-02-29",10.86
"293","2008-03-03",10.74
"294","2008-03-04",10.85
"295","2008-03-05",10.62
"296","2008-03-06",10.06
"297","2008-03-07",10.04
"298","2008-03-10",9.4
"299","2008-03-11",10.41
"300","2008-03-12",10.4
"301","2008-03-13",11.26
"302","2008-03-14",9.86
"303","2008-03-17",9.61
"304","2008-03-18",11.23
"305","2008-03-19",10.22
"306","2008-03-20",10.52
"307","2008-03-24",11
"308","2008-03-25",10.9
"309","2008-03-26",11.07
"310","2008-03-27",11.14
"311","2008-03-28",10.89
"312","2008-03-31",10.92
"313","2008-04-01",11.47
"314","2008-04-02",11.5
"315","2008-04-03",11.73
"316","2008-04-04",11.83
"317","2008-04-07",11.76
"318","2008-04-08",11.82
"319","2008-04-09",11.43
"320","2008-04-10",11.7
"321","2008-04-11",10.56
"322","2008-04-14",10.62
"323","2008-04-15",10.61
"324","2008-04-16",11.49
"325","2008-04-17",11.39
"326","2008-04-18",11.57
"327","2008-04-21",11.89
"328","2008-04-22",11.38
"329","2008-04-23",11.07
"330","2008-04-24",11.12
"331","2008-04-25",11.33
"332","2008-04-28",11.46
"333","2008-04-29",11.19
"334","2008-04-30",11.08
"335","2008-05-01",11.23
"336","2008-05-02",11.07
"337","2008-05-05",11
"338","2008-05-06",11.12
"339","2008-05-07",10.63
"340","2008-05-08",10.47
"341","2008-05-09",10.8
"342","2008-05-12",11.04
"343","2008-05-13",10.96
"344","2008-05-14",10.9
"345","2008-05-15",11.15
"346","2008-05-16",10.87
"347","2008-05-19",10.94
"348","2008-05-20",10.83
"349","2008-05-21",10.94
"350","2008-05-22",11.05
"351","2008-05-23",10.79
"352","2008-05-27",10.95
"353","2008-05-28",11.19
"354","2008-05-29",11.3
"355","2008-05-30",11.5
"356","2008-06-02",11.52
"357","2008-06-03",11.61
"358","2008-06-04",11.63
"359","2008-06-05",11.82
"360","2008-06-06",11.24
"361","2008-06-09",10.75
"362","2008-06-10",11
"363","2008-06-11",11.02
"364","2008-06-12",11.24
"365","2008-06-13",11.37
"366","2008-06-16",11.34
"367","2008-06-17",11.24
"368","2008-06-18",10.89
"369","2008-06-19",11.02
"370","2008-06-20",10.6
"371","2008-06-23",10.42
"372","2008-06-24",10.15
"373","2008-06-25",10.49
"374","2008-06-26",10.27
"375","2008-06-27",9.9
"376","2008-06-30",9.53
"377","2008-07-01",9.97
"378","2008-07-02",9.77
"379","2008-07-03",9.72
"380","2008-07-07",9.65
"381","2008-07-08",9.99
"382","2008-07-09",9.56
"383","2008-07-10",9.76
"384","2008-07-11",9.82
"385","2008-07-14",9.64
"386","2008-07-15",9.64
"387","2008-07-16",9.81
"388","2008-07-17",9.82
"389","2008-07-18",9.76
"390","2008-07-21",9.6
"391","2008-07-22",9.86
"392","2008-07-23",9.76
"393","2008-07-24",9.8
"394","2008-07-25",9.69
"395","2008-07-28",9.37
"396","2008-07-29",9.93
"397","2008-07-30",9.97
"398","2008-07-31",9.97
"399","2008-08-01",10.03
"400","2008-08-04",9.84
"401","2008-08-05",10.17
"402","2008-08-06",10.4
"403","2008-08-07",10.21
"404","2008-08-08",10.41
"405","2008-08-11",10.68
"406","2008-08-12",10.7
"407","2008-08-13",10.86
"408","2008-08-14",10.93
"409","2008-08-15",10.56
"410","2008-08-18",10.6
"411","2008-08-19",10.29
"412","2008-08-20",10.11
"413","2008-08-21",10.29
"414","2008-08-22",10.78
"415","2008-08-25",10.29
"416","2008-08-26",10.12
"417","2008-08-27",10.22
"418","2008-08-28",10.55
"419","2008-08-29",10.52
"420","2008-09-02",10.34
"421","2008-09-03",9.9
"422","2008-09-04",9.66
"423","2008-09-05",9.45
"424","2008-09-08",9.58
"425","2008-09-09",9.67
"426","2008-09-10",9.74
"427","2008-09-11",9.86
"428","2008-09-12",9.89
"429","2008-09-15",9.59
"430","2008-09-16",9.9
"431","2008-09-17",9.62
"432","2008-09-18",10
"433","2008-09-19",10.51
"434","2008-09-22",10.44
"435","2008-09-23",10.63
"436","2008-09-24",10.48
"437","2008-09-25",10.66
"438","2008-09-26",10.62
"439","2008-09-29",9.99
"440","2008-09-30",10.27
"441","2008-10-01",10.48
"442","2008-10-02",11
"443","2008-10-03",10.38
"444","2008-10-06",10.85
"445","2008-10-07",11.63
"446","2008-10-08",11.73
"447","2008-10-09",11
"448","2008-10-10",8.09
"449","2008-10-13",9.67
"450","2008-10-14",9.32
"451","2008-10-15",8.79
"452","2008-10-16",9.97
"453","2008-10-17",9.87
"454","2008-10-20",11.2
"455","2008-10-21",10.83
"456","2008-10-22",10.72
"457","2008-10-23",11.13
"458","2008-10-24",11.24
"459","2008-10-27",10.68
"460","2008-10-28",11.94
"461","2008-10-29",12.26
"462","2008-10-30",13.86
"463","2008-10-31",13.78
"464","2008-11-03",13.74
"465","2008-11-04",13.53
"466","2008-11-05",13.19
"467","2008-11-06",12.84
"468","2008-11-07",12.68
"469","2008-11-10",12.64
"470","2008-11-11",12.31
"471","2008-11-12",11.75
"472","2008-11-13",12.75
"473","2008-11-14",11.76
"474","2008-11-17",11.37
"475","2008-11-18",11.18
"476","2008-11-19",10.7
"477","2008-11-20",10.31
"478","2008-11-21",10.76
"479","2008-11-24",11.67
"480","2008-11-25",11.1
"481","2008-11-26",11.5
"482","2008-11-28",11.46
"483","2008-12-01",9.48
"484","2008-12-02",10.29
"485","2008-12-03",11.5
"486","2008-12-04",10.25
"487","2008-12-05",11.7
"488","2008-12-08",12.48
"489","2008-12-09",12.48
"490","2008-12-10",13.01
"491","2008-12-11",12.29
"492","2008-12-12",13.09
"493","2008-12-15",12.96
"494","2008-12-16",13.96
"495","2008-12-17",13.94
"496","2008-12-18",13.88
"497","2008-12-19",12.4
"498","2008-12-22",13.2
"499","2008-12-23",12.89
"500","2008-12-24",12.94
"501","2008-12-26",12.47
"502","2008-12-29",11.9
"503","2008-12-30",12.85
"504","2008-12-31",13.4
"505","2009-01-02",13.57
"506","2009-01-05",13.64
"507","2009-01-06",14.3
"508","2009-01-07",14.06
"509","2009-01-08",14.35
"510","2009-01-09",13.11
"511","2009-01-12",12.81
"512","2009-01-13",12.76
"513","2009-01-14",12.06
"514","2009-01-15",12.63
"515","2009-01-16",12.32
"516","2009-01-20",11.19
"517","2009-01-21",12.55
"518","2009-01-22",11.8
"519","2009-01-23",11.65
"520","2009-01-26",11.87
"521","2009-01-27",12.11
"522","2009-01-28",12.78
"523","2009-01-29",11.84
"524","2009-01-30",11.56
"525","2009-02-02",12.38
"526","2009-02-03",12.47
"527","2009-02-04",12.01
"528","2009-02-05",11.6
"529","2009-02-06",11.94
"530","2009-02-09",12.12
"531","2009-02-10",11.48
"532","2009-02-11",11.6
"533","2009-02-12",11.53
"534","2009-02-13",11.67
"535","2009-02-17",11.23
"536","2009-02-18",10.62
"537","2009-02-19",10.56
"538","2009-02-20",10.67
"539","2009-02-23",9.88
"540","2009-02-24",10.59
"541","2009-02-25",9.9
"542","2009-02-26",9.21
"543","2009-02-27",9.27
"544","2009-03-02",8.74
"545","2009-03-03",7.62
"546","2009-03-04",8.1
"547","2009-03-05",7.74
"548","2009-03-06",7.77
"549","2009-03-09",7.14
"550","2009-03-10",7.92
"551","2009-03-11",7.52
"552","2009-03-12",8.39
"553","2009-03-13",8.86
"554","2009-03-16",8.52
"555","2009-03-17",8.76
"556","2009-03-18",9.58
"557","2009-03-19",9.63
"558","2009-03-20",9.56
"559","2009-03-23",10.28
"560","2009-03-24",9.68
"561","2009-03-25",10.16
"562","2009-03-26",11
"563","2009-03-27",10.02
"564","2009-03-30",9.86
"565","2009-03-31",10
"566","2009-04-01",10.6
"567","2009-04-02",11.09
"568","2009-04-03",11.62
"569","2009-04-06",11.44
"570","2009-04-07",10.56
"571","2009-04-08",11.15
"572","2009-04-09",11.75
"573","2009-04-13",11.78
"574","2009-04-14",11.58
"575","2009-04-15",11.3
"576","2009-04-16",11.78
"577","2009-04-17",11.93
"578","2009-04-20",11.35
"579","2009-04-21",12.12
"580","2009-04-22",11.94
"581","2009-04-23",11.69
"582","2009-04-24",12.48
"583","2009-04-27",11.97
"584","2009-04-28",12.3
"585","2009-04-29",12.85
"586","2009-04-30",12.11
"587","2009-05-01",11.89
"588","2009-05-04",12.08
"589","2009-05-05",10.72
"590","2009-05-06",10.07
"591","2009-05-07",9.83
"592","2009-05-08",10
"593","2009-05-11",10.02
"594","2009-05-12",10.04
"595","2009-05-13",9.55
"596","2009-05-14",9.76
"597","2009-05-15",9.72
"598","2009-05-18",10.24
"599","2009-05-19",10.01
"600","2009-05-20",9.24
"601","2009-05-21",8.75
"602","2009-05-22",8.24
"603","2009-05-26",8.37
"604","2009-05-27",8.22
"605","2009-05-28",8.33
"606","2009-05-29",7.61
"607","2009-06-01",7.25
"608","2009-06-02",7.38
"609","2009-06-03",7.38
"610","2009-06-04",7.69
"611","2009-06-05",7.73
"612","2009-06-08",7.86
"613","2009-06-09",7.71
"614","2009-06-10",7.59
"615","2009-06-11",8.09
"616","2009-06-12",7.85
"617","2009-06-15",7.94
"618","2009-06-16",7.48
"619","2009-06-17",7.93
"620","2009-06-18",7.7
"621","2009-06-19",7.67
"622","2009-06-22",7.36
"623","2009-06-23",6.74
"624","2009-06-24",6.76
"625","2009-06-25",7.1
"626","2009-06-26",7.28
"627","2009-06-29",7.57
"628","2009-06-30",7.38
"629","2009-07-01",7.65
"630","2009-07-02",7.2
"631","2009-07-06",7.33
"632","2009-07-07",6.99
"633","2009-07-08",7.01
"634","2009-07-09",6.72
"635","2009-07-10",6.46
"636","2009-07-13",7.29
"637","2009-07-14",6.78
"638","2009-07-15",6.94
"639","2009-07-16",7.08
"640","2009-07-17",6.96
"641","2009-07-20",6.61
"642","2009-07-21",6.53
"643","2009-07-22",6.96
"644","2009-07-23",7.04
"645","2009-07-24",6.95
"646","2009-07-27",6.8
"647","2009-07-28",6.75
"648","2009-07-29",6.82
"649","2009-07-30",7.06
"650","2009-07-31",6.83
"651","2009-08-03",7.01
"652","2009-08-04",6.81
"653","2009-08-05",6.78
"654","2009-08-06",6.58
"655","2009-08-07",7.11
"656","2009-08-10",6.81
"657","2009-08-11",6.73
"658","2009-08-12",6.68
"659","2009-08-13",6.86
"660","2009-08-14",6.6
"661","2009-08-17",6.7
"662","2009-08-18",6.79
"663","2009-08-19",6.84
"664","2009-08-20",6.82
"665","2009-08-21",6.9
"666","2009-08-24",7.3
"667","2009-08-25",7.28
"668","2009-08-26",7.17
"669","2009-08-27",7.13
"670","2009-08-28",7.05
"671","2009-08-31",6.86
"672","2009-09-01",6.86
"673","2009-09-02",6.76
"674","2009-09-03",6.69
"675","2009-09-04",6.67
"676","2009-09-08",6.65
"677","2009-09-09",6.6
"678","2009-09-10",6.72
"679","2009-09-11",6.69
"680","2009-09-14",6.67
"681","2009-09-15",6.64
"682","2009-09-16",6.66
"683","2009-09-17",6.67
"684","2009-09-18",7.11
"685","2009-09-21",7.04
"686","2009-09-22",7.01
"687","2009-09-23",6.76
"688","2009-09-24",6.79
"689","2009-09-25",6.73
"690","2009-09-28",6.91
"691","2009-09-29",6.85
"692","2009-09-30",6.7
"693","2009-10-01",6.55
"694","2009-10-02",6.57
"695","2009-10-05",6.7
"696","2009-10-06",6.72
"697","2009-10-07",6.64
"698","2009-10-08",6.75
"699","2009-10-09",6.79
"700","2009-10-12",6.82
"701","2009-10-13",6.99
"702","2009-10-14",7.19
"703","2009-10-15",6.94
"704","2009-10-16",6.9
"705","2009-10-19",7.03
"706","2009-10-20",6.96
"707","2009-10-21",6.71
"708","2009-10-22",6.81
"709","2009-10-23",6.56
"710","2009-10-26",6.43
"711","2009-10-27",6.53
"712","2009-10-28",6.39
"713","2009-10-29",6.45
"714","2009-10-30",6.2
"715","2009-11-02",6.12
"716","2009-11-03",6.44
"717","2009-11-04",6.24
"718","2009-11-05",6.78
"719","2009-11-06",6.66
"720","2009-11-09",6.8
"721","2009-11-10",6.88
"722","2009-11-11",7.08
"723","2009-11-12",7.02
"724","2009-11-13",7.09
"725","2009-11-16",7.27
"726","2009-11-17",7.27
"727","2009-11-18",7.09
"728","2009-11-19",6.81
"729","2009-11-20",6.77
"730","2009-11-23",6.92
"731","2009-11-24",6.8
"732","2009-11-25",6.77
"733","2009-11-27",6.69
"734","2009-11-30",6.82
"735","2009-12-01",6.87
"736","2009-12-02",6.86
"737","2009-12-03",6.72
"738","2009-12-04",6.98
"739","2009-12-07",7.15
"740","2009-12-08",6.95
"741","2009-12-09",6.98
"742","2009-12-10",6.82
"743","2009-12-11",6.84
"744","2009-12-14",6.9
"745","2009-12-15",6.84
"746","2009-12-16",6.8
"747","2009-12-17",6.7
"748","2009-12-18",7.02
"749","2009-12-21",7.01
"750","2009-12-22",7.02
"751","2009-12-23",7.07
"752","2009-12-24",7.09
"753","2009-12-28",7.06
"754","2009-12-29",7.06
"755","2009-12-30",7.06
"756","2009-12-31",6.94
"757","2010-01-04",7.34
"758","2010-01-05",7.22
"759","2010-01-06",7.12
"760","2010-01-07",7.35
"761","2010-01-08",7.3
"762","2010-01-11",7.2
"763","2010-01-12",7.34
"764","2010-01-13",7.33
"765","2010-01-14",7.36
"766","2010-01-15",7.28
"767","2010-01-19",7.43
"768","2010-01-20",7.32
"769","2010-01-21",7.12
"770","2010-01-22",7.02
"771","2010-01-25",7.15
"772","2010-01-26",7.02
"773","2010-01-27",7.02
"774","2010-01-28",6.77
"775","2010-01-29",6.78
"776","2010-02-01",6.71
"777","2010-02-02",6.75
"778","2010-02-03",6.59
"779","2010-02-04",6.71
"780","2010-02-05",6.7
"781","2010-02-08",6.67
"782","2010-02-09",6.81
"783","2010-02-10",6.75
"784","2010-02-11",6.8
"785","2010-02-12",6.87
"786","2010-02-16",6.99
"787","2010-02-17",6.94
"788","2010-02-18",7.06
"789","2010-02-19",7.13
"790","2010-02-22",7.3
"791","2010-02-23",7.49
"792","2010-02-24",7.35
"793","2010-02-25",7.36
"794","2010-02-26",7.22
"795","2010-03-01",7.5
"796","2010-03-02",8.15
"797","2010-03-03",8.34
"798","2010-03-04",8.72
"799","2010-03-05",8.85
"800","2010-03-08",8.68
"801","2010-03-09",8.42
"802","2010-03-10",8.1
"803","2010-03-11",8.16
"804","2010-03-12",8.24
"805","2010-03-15",8.19
"806","2010-03-16",7.83
"807","2010-03-17",7.73
"808","2010-03-18",8.05
"809","2010-03-19",8.1
"810","2010-03-22",8.37
"811","2010-03-23",8.55
"812","2010-03-24",8.43
"813","2010-03-25",8.2
"814","2010-03-26",8.46
"815","2010-03-29",8.61
"816","2010-03-30",8.63
"817","2010-03-31",8.58
"818","2010-04-01",8.15
"819","2010-04-05",8.35
"820","2010-04-06",8.48
"821","2010-04-07",8.36
"822","2010-04-08",8.41
"823","2010-04-09",8.34
"824","2010-04-12",8.41
"825","2010-04-13",8.39
"826","2010-04-14",8.57
"827","2010-04-15",8.68
"828","2010-04-16",8.55
"829","2010-04-19",8.33
"830","2010-04-20",8.46
"831","2010-04-21",8.45
"832","2010-04-22",8.51
"833","2010-04-23",8.49
"834","2010-04-26",8.49
"835","2010-04-27",8.5
"836","2010-04-28",8.53
"837","2010-04-29",8.57
"838","2010-04-30",8.49
"839","2010-05-03",8.92
"840","2010-05-04",8.55
"841","2010-05-05",8.02
"842","2010-05-06",7.1
"843","2010-05-07",6.99
"844","2010-05-10",7.65
"845","2010-05-11",7.65
"846","2010-05-12",8.19
"847","2010-05-13",8.07
"848","2010-05-14",7.7
"849","2010-05-17",7.55
"850","2010-05-18",7.4
"851","2010-05-19",7.14
"852","2010-05-20",6.71
"853","2010-05-21",7.06
"854","2010-05-24",6.81
"855","2010-05-25",6.62
"856","2010-05-26",6.77
"857","2010-05-27",7.41
"858","2010-05-28",6.93
"859","2010-06-01",7.84
"860","2010-06-02",7.71
"861","2010-06-03",7.69
"862","2010-06-04",7.24
"863","2010-06-07",6.93
"864","2010-06-08",6.62
"865","2010-06-09",6.52
"866","2010-06-10",6.73
"867","2010-06-11",6.79
"868","2010-06-14",6.65
"869","2010-06-15",6.7
"870","2010-06-16",6.66
"871","2010-06-17",6.7
"872","2010-06-18",6.68
"873","2010-06-21",6.87
"874","2010-06-22",6.7
"875","2010-06-23",6.8
"876","2010-06-24",6.58
"877","2010-06-25",6.28
"878","2010-06-28",6.24
"879","2010-06-29",6.07
"880","2010-06-30",6.1
"881","2010-07-01",6.2
"882","2010-07-02",6.39
"883","2010-07-06",6.53
"884","2010-07-07",6.69
"885","2010-07-08",7.07
"886","2010-07-09",7.17
"887","2010-07-12",7.17
"888","2010-07-13",7.39
"889","2010-07-14",7.49
"890","2010-07-15",7.29
"891","2010-07-16",6.97
"892","2010-07-19",7.35
"893","2010-07-20",7.56
"894","2010-07-21",7.61
"895","2010-07-22",7.89
"896","2010-07-23",8.17
"897","2010-07-26",8.39
"898","2010-07-27",8.42
"899","2010-07-28",8.26
"900","2010-07-29",8.34
"901","2010-07-30",8.46
"902","2010-08-02",8.86
"903","2010-08-03",8.73
"904","2010-08-04",9.08
"905","2010-08-05",9.53
"906","2010-08-06",9.61
"907","2010-08-09",9.98
"908","2010-08-10",10.13
"909","2010-08-11",9.94
"910","2010-08-12",9.77
"911","2010-08-13",9.68
"912","2010-08-16",9.85
"913","2010-08-17",10.13
"914","2010-08-18",10.28
"915","2010-08-19",9.13
"916","2010-08-20",9.26
"917","2010-08-23",8.85
"918","2010-08-24",8.25
"919","2010-08-25",8.06
"920","2010-08-26",7.75
"921","2010-08-27",8.01
"922","2010-08-30",7.72
"923","2010-08-31",7.62
"924","2010-09-01",8.12
"925","2010-09-02",7.88
"926","2010-09-03",7.96
"927","2010-09-07",8.09
"928","2010-09-08",7.97
"929","2010-09-09",7.84
"930","2010-09-10",7.93
"931","2010-09-13",8.04
"932","2010-09-14",8.15
"933","2010-09-15",8.15
"934","2010-09-16",8.04
"935","2010-09-17",7.81
"936","2010-09-20",7.99
"937","2010-09-21",7.94
"938","2010-09-22",7.8
"939","2010-09-23",7.78
"940","2010-09-24",8.12
"941","2010-09-27",8.07
"942","2010-09-28",8.48
"943","2010-09-29",9.08
"944","2010-09-30",9.08
"945","2010-10-01",9.02
"946","2010-10-04",8.54
"947","2010-10-05",9.08
"948","2010-10-06",9.01
"949","2010-10-07",9.28
"950","2010-10-08",9.73
"951","2010-10-11",10.4
"952","2010-10-12",10.15
"953","2010-10-13",10.35
"954","2010-10-14",10.37
"955","2010-10-15",10.62
"956","2010-10-18",10.81
"957","2010-10-19",10.2
"958","2010-10-20",10.63
"959","2010-10-21",10.59
"960","2010-10-22",10.72
"961","2010-10-25",10.6
"962","2010-10-26",10.75
"963","2010-10-27",10.94
"964","2010-10-28",11.43
"965","2010-10-29",11.49
"966","2010-11-01",11.41
"967","2010-11-02",11.52
"968","2010-11-03",11.68
"969","2010-11-04",11.76
"970","2010-11-05",11.72
"971","2010-11-08",11.72
"972","2010-11-09",11.24
"973","2010-11-10",10.99
"974","2010-11-11",11
"975","2010-11-12",10.69
"976","2010-11-15",10.6
"977","2010-11-16",10.51
"978","2010-11-17",10.92
"979","2010-11-18",11.62
"980","2010-11-19",11.87
"981","2010-11-22",11.97
"982","2010-11-23",11.94
"983","2010-11-24",12.02
"984","2010-11-26",11.95
"985","2010-11-29",12.14
"986","2010-11-30",11.76
"987","2010-12-01",11.91
"988","2010-12-02",11.77
"989","2010-12-03",11.59
"990","2010-12-06",11.47
"991","2010-12-07",11.25
"992","2010-12-08",10.92
"993","2010-12-09",10.93
"994","2010-12-10",11.48
"995","2010-12-13",11.13
"996","2010-12-14",11.17
"997","2010-12-15",11.6
"998","2010-12-16",11.7
"999","2010-12-17",11.27
"1000","2010-12-20",11.16
