"","date","VIAC"
"140","2020-06-25",22.969999
"141","2020-06-26",22.32
"142","2020-06-29",23.049999
"143","2020-06-30",23.32
"144","2020-07-01",23.6
"145","2020-07-02",23.25
"146","2020-07-06",23.690001
"147","2020-07-07",22.950001
"148","2020-07-08",22.92
"149","2020-07-09",22.1
"150","2020-07-10",22.93
"151","2020-07-13",23.709999
"152","2020-07-14",24.25
"153","2020-07-15",24.950001
"154","2020-07-16",25.5
"155","2020-07-17",25.190001
"156","2020-07-20",24.469999
"157","2020-07-21",24.52
"158","2020-07-22",24.860001
"159","2020-07-23",25.129999
"160","2020-07-24",24.75
"161","2020-07-27",24.83
"162","2020-07-28",24.52
"163","2020-07-29",25.290001
"164","2020-07-30",25.809999
"165","2020-07-31",26.07
"166","2020-08-03",25.709999
"167","2020-08-04",26.549999
"168","2020-08-05",26
"169","2020-08-06",26.889999
"170","2020-08-07",26.209999
"171","2020-08-10",26.309999
"172","2020-08-11",26.51
"173","2020-08-12",26.24
"174","2020-08-13",26.690001
"175","2020-08-14",27.459999
"176","2020-08-17",27.23
"177","2020-08-18",26.969999
"178","2020-08-19",27.32
"179","2020-08-20",26.690001
"180","2020-08-21",26.51
"181","2020-08-24",27.639999
"182","2020-08-25",27.57
"183","2020-08-26",27.889999
"184","2020-08-27",28.27
"185","2020-08-28",27.99
"186","2020-08-31",27.85
"187","2020-09-01",27.700001
"188","2020-09-02",28.309999
"189","2020-09-03",28.25
"190","2020-09-04",28.75
"191","2020-09-08",28.709999
"192","2020-09-09",28.709999
"193","2020-09-10",29.299999
"194","2020-09-11",29.280001
"195","2020-09-14",29.73
"196","2020-09-15",30.129999
"197","2020-09-16",30.68
"198","2020-09-17",30.26
"199","2020-09-18",30.16
"200","2020-09-21",28.99
"201","2020-09-22",29.41
"202","2020-09-23",28.82
"203","2020-09-24",29.15
"204","2020-09-25",29.530001
"205","2020-09-28",29.84
"206","2020-09-29",28.959999
"207","2020-09-30",28.01
"208","2020-10-01",27.68
"209","2020-10-02",27.969999
"210","2020-10-05",28.389999
"211","2020-10-06",28.450001
"212","2020-10-07",28.85
"213","2020-10-08",29.610001
"214","2020-10-09",28.92
"215","2020-10-12",28.33
"216","2020-10-13",27.450001
"217","2020-10-14",27.34
"218","2020-10-15",27.83
"219","2020-10-16",27.940001
"220","2020-10-19",27.129999
"221","2020-10-20",27.459999
"222","2020-10-21",28.469999
"223","2020-10-22",29.1
"224","2020-10-23",29.280001
"225","2020-10-26",28.75
"226","2020-10-27",28.209999
"227","2020-10-28",27.799999
"228","2020-10-29",28.129999
"229","2020-10-30",28.57
"230","2020-11-02",29.6
"231","2020-11-03",30.129999
"232","2020-11-04",29.77
"233","2020-11-05",31.290001
"234","2020-11-06",29.299999
"235","2020-11-09",29.049999
"236","2020-11-10",30.07
"237","2020-11-11",30.200001
"238","2020-11-12",29.25
"239","2020-11-13",30.200001
"240","2020-11-16",31.9
"241","2020-11-17",32.290001
"242","2020-11-18",32.700001
"243","2020-11-19",33.43
"244","2020-11-20",33.990002
"245","2020-11-23",34.619999
"246","2020-11-24",34.509998
"247","2020-11-25",34.82
"248","2020-11-27",35.07
