"","date","FUND"
"97","2007-05-22",11.53
"98","2007-05-23",11.48
"99","2007-05-24",11.38
"100","2007-05-25",11.41
"101","2007-05-29",11.56
"102","2007-05-30",11.8
"103","2007-05-31",11.79
"104","2007-06-01",11.8
"105","2007-06-04",11.74
"106","2007-06-05",11.53
"107","2007-06-06",11.68
"108","2007-06-07",11.48
"109","2007-06-08",11.33
"110","2007-06-11",11.43
"111","2007-06-12",11.4
"112","2007-06-13",11.65
"113","2007-06-14",11.64
"114","2007-06-15",11.77
"115","2007-06-18",11.79
"116","2007-06-19",11.69
"117","2007-06-20",11.63
"118","2007-06-21",11.5
"119","2007-06-22",11.33
"120","2007-06-25",11.31
"121","2007-06-26",11.4
"122","2007-06-27",11.34
"123","2007-06-28",11.23
"124","2007-06-29",11.32
"125","2007-07-02",11.4
"126","2007-07-03",11.31
"127","2007-07-05",11.25
"128","2007-07-06",11.28
"129","2007-07-09",11.54
"130","2007-07-10",11.44
"131","2007-07-11",11.6
"132","2007-07-12",11.64
"133","2007-07-13",11.64
"134","2007-07-16",11.66
"135","2007-07-17",11.56
"136","2007-07-18",11.49
"137","2007-07-19",11.63
"138","2007-07-20",11.5
"139","2007-07-23",11.6
"140","2007-07-24",11.44
"141","2007-07-25",11.38
"142","2007-07-26",11.07
"143","2007-07-27",10.82
"144","2007-07-30",10.76
"145","2007-07-31",10.92
"146","2007-08-01",10.8
"147","2007-08-02",10.76
"148","2007-08-03",10.5
"149","2007-08-06",10.3
"150","2007-08-07",10.32
"151","2007-08-08",10.51
"152","2007-08-09",10.52
"153","2007-08-10",10.48
"154","2007-08-13",10.56
"155","2007-08-14",10.41
"156","2007-08-15",10.03
"157","2007-08-16",9.5
"158","2007-08-17",10.39
"159","2007-08-20",10.44
"160","2007-08-21",10.53
"161","2007-08-22",10.41
"162","2007-08-23",10.37
"163","2007-08-24",10.47
"164","2007-08-27",10.54
"165","2007-08-28",10.59
"166","2007-08-29",10.47
"167","2007-08-30",10.36
"168","2007-08-31",10.41
"169","2007-09-04",10.45
"170","2007-09-05",10.51
"171","2007-09-06",10.52
"172","2007-09-07",10.21
"173","2007-09-10",10.02
"174","2007-09-11",10.04
"175","2007-09-12",10.13
"176","2007-09-13",10.24
"177","2007-09-14",10.2
"178","2007-09-17",10.08
"179","2007-09-18",10.22
"180","2007-09-19",10.31
"181","2007-09-20",10.33
"182","2007-09-21",10.48
"183","2007-09-24",10.57
"184","2007-09-25",10.5
"185","2007-09-26",10.56
"186","2007-09-27",10.67
"187","2007-09-28",10.59
"188","2007-10-01",10.93
"189","2007-10-02",10.95
"190","2007-10-03",10.98
"191","2007-10-04",10.95
"192","2007-10-05",11.02
"193","2007-10-08",10.88
"194","2007-10-09",11.02
"195","2007-10-10",11.04
"196","2007-10-11",11
"197","2007-10-12",10.91
"198","2007-10-15",11
"199","2007-10-16",10.91
"200","2007-10-17",11
"201","2007-10-18",11.01
"202","2007-10-19",10.6
"203","2007-10-22",10.62
"204","2007-10-23",10.75
"205","2007-10-24",10.7
"206","2007-10-25",10.77
"207","2007-10-26",10.75
"208","2007-10-29",10.81
"209","2007-10-30",10.79
"210","2007-10-31",10.83
"211","2007-11-01",10.48
"212","2007-11-02",10.36
"213","2007-11-05",10.44
"214","2007-11-06",10.67
"215","2007-11-07",10.47
"216","2007-11-08",10.41
"217","2007-11-09",10.31
"218","2007-11-12",10.2
"219","2007-11-13",10.32
"220","2007-11-14",10.39
"221","2007-11-15",10.14
"222","2007-11-16",10.15
"223","2007-11-19",10.09
"224","2007-11-20",9.97
"225","2007-11-21",9.82
"226","2007-11-23",10.14
"227","2007-11-26",10.6
"228","2007-11-27",10.9
"229","2007-11-28",11.27
"230","2007-11-29",11.84
"231","2007-11-30",11.42
"232","2007-12-03",11.1
"233","2007-12-04",8.85
"234","2007-12-05",9.19
"235","2007-12-06",9.22
"236","2007-12-07",9.31
"237","2007-12-10",9.72
"238","2007-12-11",9.54
"239","2007-12-12",9.12
"240","2007-12-13",9
"241","2007-12-14",8.83
"242","2007-12-17",8.9
"243","2007-12-18",8.66
"244","2007-12-19",8.61
"245","2007-12-20",8.41
"246","2007-12-21",8.74
"247","2007-12-24",8.82
"248","2007-12-26",9.46
"249","2007-12-27",9.16
"250","2007-12-28",9.19
"251","2007-12-31",8.97
"252","2008-01-02",9.03
"253","2008-01-03",8.98
"254","2008-01-04",8.84
"255","2008-01-07",8.73
"256","2008-01-08",8.82
"257","2008-01-09",8.84
"258","2008-01-10",8.53
"259","2008-01-11",8.29
"260","2008-01-14",8.26
"261","2008-01-15",8.08
"262","2008-01-16",7.96
"263","2008-01-17",7.75
"264","2008-01-18",7.58
"265","2008-01-22",7.54
"266","2008-01-23",7.81
"267","2008-01-24",7.9
"268","2008-01-25",7.91
"269","2008-01-28",8.05
"270","2008-01-29",8.15
"271","2008-01-30",8.14
"272","2008-01-31",8.31
"273","2008-02-01",8.56
"274","2008-02-04",8.7
"275","2008-02-05",8.51
"276","2008-02-06",8.57
"277","2008-02-07",8.53
"278","2008-02-08",8.54
"279","2008-02-11",8.52
"280","2008-02-12",8.4
"281","2008-02-13",8.59
"282","2008-02-14",8.59
"283","2008-02-15",8.55
"284","2008-02-19",8.51
"285","2008-02-20",8.64
"286","2008-02-21",8.51
"287","2008-02-22",8.57
"288","2008-02-25",8.66
"289","2008-02-26",8.8
"290","2008-02-27",8.79
"291","2008-02-28",8.74
"292","2008-02-29",8.61
"293","2008-03-03",8.5
"294","2008-03-04",8.36
"295","2008-03-05",8.4
"296","2008-03-06",8.32
"297","2008-03-07",8.05
"298","2008-03-10",7.85
"299","2008-03-11",8.07
"300","2008-03-12",7.93
"301","2008-03-13",8
"302","2008-03-14",7.8
"303","2008-03-17",7.55
"304","2008-03-18",7.68
"305","2008-03-19",7.67
"306","2008-03-20",7.88
"307","2008-03-24",7.89
"308","2008-03-25",7.98
"309","2008-03-26",7.9
"310","2008-03-27",7.94
"311","2008-03-28",8.01
"312","2008-03-31",8.09
"313","2008-04-01",8.21
"314","2008-04-02",8.35
"315","2008-04-03",8.29
"316","2008-04-04",8.3
"317","2008-04-07",8.4
"318","2008-04-08",8.5
"319","2008-04-09",8.45
"320","2008-04-10",8.3
"321","2008-04-11",8.15
"322","2008-04-14",8.03
"323","2008-04-15",8.03
"324","2008-04-16",8.3
"325","2008-04-17",8.28
"326","2008-04-18",8.51
"327","2008-04-21",8.44
"328","2008-04-22",8.32
"329","2008-04-23",8.41
"330","2008-04-24",8.51
"331","2008-04-25",8.6
"332","2008-04-28",8.58
"333","2008-04-29",8.6
"334","2008-04-30",8.55
"335","2008-05-01",8.68
"336","2008-05-02",8.65
"337","2008-05-05",8.61
"338","2008-05-06",8.72
"339","2008-05-07",8.61
"340","2008-05-08",8.72
"341","2008-05-09",8.7
"342","2008-05-12",8.86
"343","2008-05-13",9.02
"344","2008-05-14",9.04
"345","2008-05-15",9.32
"346","2008-05-16",9.39
"347","2008-05-19",9.38
"348","2008-05-20",9.28
"349","2008-05-21",9.25
"350","2008-05-22",9.35
"351","2008-05-23",9.18
"352","2008-05-27",9.27
"353","2008-05-28",9.62
"354","2008-05-29",9.68
"355","2008-05-30",9.73
"356","2008-06-02",9.63
"357","2008-06-03",9.66
"358","2008-06-04",9.47
"359","2008-06-05",9.76
"360","2008-06-06",9.39
"361","2008-06-09",9.34
"362","2008-06-10",9.14
"363","2008-06-11",9.01
"364","2008-06-12",9.16
"365","2008-06-13",9.25
"366","2008-06-16",9.25
"367","2008-06-17",9.24
"368","2008-06-18",9.22
"369","2008-06-19",9.11
"370","2008-06-20",9.21
"371","2008-06-23",9.24
"372","2008-06-24",9.1
"373","2008-06-25",9.29
"374","2008-06-26",9.08
"375","2008-06-27",8.82
"376","2008-06-30",8.83
"377","2008-07-01",8.87
"378","2008-07-02",8.66
"379","2008-07-03",8.45
"380","2008-07-07",8.35
"381","2008-07-08",8.35
"382","2008-07-09",8.22
"383","2008-07-10",8.3
"384","2008-07-11",8.06
"385","2008-07-14",8.02
"386","2008-07-15",8.02
"387","2008-07-16",8.3
"388","2008-07-17",8.77
"389","2008-07-18",8.7
"390","2008-07-21",8.76
"391","2008-07-22",8.85
"392","2008-07-23",8.91
"393","2008-07-24",8.64
"394","2008-07-25",8.52
"395","2008-07-28",8.3
"396","2008-07-29",8.5
"397","2008-07-30",8.56
"398","2008-07-31",8.68
"399","2008-08-01",8.72
"400","2008-08-04",8.64
"401","2008-08-05",8.74
"402","2008-08-06",8.78
"403","2008-08-07",8.84
"404","2008-08-08",8.97
"405","2008-08-11",8.9
"406","2008-08-12",8.71
"407","2008-08-13",8.88
"408","2008-08-14",9
"409","2008-08-15",8.89
"410","2008-08-18",8.83
"411","2008-08-19",8.81
"412","2008-08-20",8.78
"413","2008-08-21",8.77
"414","2008-08-22",8.72
"415","2008-08-25",8.61
"416","2008-08-26",8.68
"417","2008-08-27",8.77
"418","2008-08-28",8.84
"419","2008-08-29",8.82
"420","2008-09-02",8.9
"421","2008-09-03",8.85
"422","2008-09-04",8.59
"423","2008-09-05",8.39
"424","2008-09-08",8.4
"425","2008-09-09",8.1
"426","2008-09-10",7.63
"427","2008-09-11",7.63
"428","2008-09-12",7.65
"429","2008-09-15",7.42
"430","2008-09-16",7.15
"431","2008-09-17",7.07
"432","2008-09-18",7.38
"433","2008-09-19",8.59
"434","2008-09-22",8.24
"435","2008-09-23",8.11
"436","2008-09-24",8
"437","2008-09-25",8.06
"438","2008-09-26",7.6
"439","2008-09-29",7.14
"440","2008-09-30",7.57
"441","2008-10-01",7.42
"442","2008-10-02",7.02
"443","2008-10-03",6.8
"444","2008-10-06",6.21
"445","2008-10-07",6.05
"446","2008-10-08",5.84
"447","2008-10-09",5.75
"448","2008-10-10",5.35
"449","2008-10-13",6.11
"450","2008-10-14",6.45
"451","2008-10-15",5.94
"452","2008-10-16",5.8
"453","2008-10-17",6.11
"454","2008-10-20",6.65
"455","2008-10-21",6.41
"456","2008-10-22",6.36
"457","2008-10-23",6.24
"458","2008-10-24",5.46
"459","2008-10-27",5.02
"460","2008-10-28",5.15
"461","2008-10-29",5.23
"462","2008-10-30",5.07
"463","2008-10-31",5
"464","2008-11-03",5.04
"465","2008-11-04",5.55
"466","2008-11-05",5.38
"467","2008-11-06",5.16
"468","2008-11-07",5.25
"469","2008-11-10",4.65
"470","2008-11-11",4.61
"471","2008-11-12",4.25
"472","2008-11-13",4.4
"473","2008-11-14",4.24
"474","2008-11-17",4.26
"475","2008-11-18",4.18
"476","2008-11-19",3.5
"477","2008-11-20",3.4
"478","2008-11-21",3.36
"479","2008-11-24",4.03
"480","2008-11-25",4.11
"481","2008-11-26",4.58
"482","2008-11-28",4.67
"483","2008-12-01",4.56
"484","2008-12-02",4.86
"485","2008-12-03",4.42
"486","2008-12-04",3.88
"487","2008-12-05",3.99
"488","2008-12-08",4.08
"489","2008-12-09",4.02
"490","2008-12-10",4.19
"491","2008-12-11",4.05
"492","2008-12-12",4.09
"493","2008-12-15",3.92
"494","2008-12-16",4.16
"495","2008-12-17",4.4
"496","2008-12-18",4.31
"497","2008-12-19",4.29
"498","2008-12-22",4.1
"499","2008-12-23",4.12
"500","2008-12-24",4.11
"501","2008-12-26",4.2
"502","2008-12-29",4.13
"503","2008-12-30",4.27
"504","2008-12-31",4.6
"505","2009-01-02",4.85
"506","2009-01-05",4.85
"507","2009-01-06",4.91
"508","2009-01-07",4.8
"509","2009-01-08",4.8
"510","2009-01-09",4.75
"511","2009-01-12",4.58
"512","2009-01-13",4.6
"513","2009-01-14",4.4
"514","2009-01-15",4.42
"515","2009-01-16",4.48
"516","2009-01-20",4.3
"517","2009-01-21",4.43
"518","2009-01-22",4.39
"519","2009-01-23",4.34
"520","2009-01-26",4.45
"521","2009-01-27",4.47
"522","2009-01-28",4.62
"523","2009-01-29",4.46
"524","2009-01-30",4.39
"525","2009-02-02",4.3
"526","2009-02-03",4.44
"527","2009-02-04",4.43
"528","2009-02-05",4.58
"529","2009-02-06",4.64
"530","2009-02-09",4.6
"531","2009-02-10",4.52
"532","2009-02-11",4.4
"533","2009-02-12",4.53
"534","2009-02-13",4.5
"535","2009-02-17",4.3
"536","2009-02-18",4.17
"537","2009-02-19",4.14
"538","2009-02-20",4
"539","2009-02-23",3.95
"540","2009-02-24",4.1
"541","2009-02-25",4.07
"542","2009-02-26",3.92
"543","2009-02-27",3.89
"544","2009-03-02",3.64
"545","2009-03-03",3.49
"546","2009-03-04",3.55
"547","2009-03-05",3.52
"548","2009-03-06",3.4
"549","2009-03-09",3.41
"550","2009-03-10",3.56
"551","2009-03-11",3.61
"552","2009-03-12",3.72
"553","2009-03-13",3.83
"554","2009-03-16",3.81
"555","2009-03-17",3.97
"556","2009-03-18",3.96
"557","2009-03-19",4.03
"558","2009-03-20",3.99
"559","2009-03-23",4.18
"560","2009-03-24",4.21
"561","2009-03-25",4.25
"562","2009-03-26",4.58
"563","2009-03-27",4.5
"564","2009-03-30",4.41
"565","2009-03-31",4.42
"566","2009-04-01",4.32
"567","2009-04-02",4.53
"568","2009-04-03",4.59
"569","2009-04-06",4.61
"570","2009-04-07",4.46
"571","2009-04-08",4.55
"572","2009-04-09",4.67
"573","2009-04-13",4.71
"574","2009-04-14",4.65
"575","2009-04-15",4.62
"576","2009-04-16",4.8
"577","2009-04-17",4.86
"578","2009-04-20",4.65
"579","2009-04-21",4.7
"580","2009-04-22",4.79
"581","2009-04-23",4.8
"582","2009-04-24",4.84
"583","2009-04-27",4.78
"584","2009-04-28",4.7
"585","2009-04-29",4.92
"586","2009-04-30",4.95
"587","2009-05-01",4.9
"588","2009-05-04",5
"589","2009-05-05",5.11
"590","2009-05-06",5.28
"591","2009-05-07",5.09
"592","2009-05-08",5.19
"593","2009-05-11",5.18
"594","2009-05-12",5.08
"595","2009-05-13",4.93
"596","2009-05-14",5.07
"597","2009-05-15",5.03
"598","2009-05-18",5.18
"599","2009-05-19",5.04
"600","2009-05-20",5.14
"601","2009-05-21",5.02
"602","2009-05-22",5.08
"603","2009-05-26",5.2
"604","2009-05-27",5.15
"605","2009-05-28",5.15
"606","2009-05-29",5.15
"607","2009-06-01",5.45
"608","2009-06-02",5.54
"609","2009-06-03",5.46
"610","2009-06-04",5.55
"611","2009-06-05",5.6
"612","2009-06-08",5.52
"613","2009-06-09",5.59
"614","2009-06-10",5.56
"615","2009-06-11",5.67
"616","2009-06-12",5.58
"617","2009-06-15",5.51
"618","2009-06-16",5.52
"619","2009-06-17",5.4
"620","2009-06-18",5.45
"621","2009-06-19",5.42
"622","2009-06-22",5.11
"623","2009-06-23",5.1
"624","2009-06-24",5.1
"625","2009-06-25",5.21
"626","2009-06-26",5.21
"627","2009-06-29",5.31
"628","2009-06-30",5.2
"629","2009-07-01",5.26
"630","2009-07-02",5.1
"631","2009-07-06",5.04
"632","2009-07-07",4.87
"633","2009-07-08",4.78
"634","2009-07-09",4.75
"635","2009-07-10",4.67
"636","2009-07-13",4.77
"637","2009-07-14",4.85
"638","2009-07-15",5.01
"639","2009-07-16",5.09
"640","2009-07-17",5.14
"641","2009-07-20",5.24
"642","2009-07-21",5.26
"643","2009-07-22",5.3
"644","2009-07-23",5.45
"645","2009-07-24",5.44
"646","2009-07-27",5.43
"647","2009-07-28",5.39
"648","2009-07-29",5.33
"649","2009-07-30",5.4
"650","2009-07-31",5.44
"651","2009-08-03",5.56
"652","2009-08-04",5.58
"653","2009-08-05",5.55
"654","2009-08-06",5.58
"655","2009-08-07",5.68
"656","2009-08-10",5.66
"657","2009-08-11",5.6
"658","2009-08-12",5.67
"659","2009-08-13",5.61
"660","2009-08-14",5.49
"661","2009-08-17",5.37
"662","2009-08-18",5.35
"663","2009-08-19",5.42
"664","2009-08-20",5.54
"665","2009-08-21",5.56
"666","2009-08-24",5.54
"667","2009-08-25",5.57
"668","2009-08-26",5.56
"669","2009-08-27",5.54
"670","2009-08-28",5.49
"671","2009-08-31",5.41
"672","2009-09-01",5.37
"673","2009-09-02",5.31
"674","2009-09-03",5.42
"675","2009-09-04",5.51
"676","2009-09-08",5.64
"677","2009-09-09",5.69
"678","2009-09-10",5.78
"679","2009-09-11",5.8
"680","2009-09-14",5.81
"681","2009-09-15",5.85
"682","2009-09-16",6.03
"683","2009-09-17",6.07
"684","2009-09-18",6.05
"685","2009-09-21",5.96
"686","2009-09-22",6.02
"687","2009-09-23",5.96
"688","2009-09-24",5.86
"689","2009-09-25",5.8
"690","2009-09-28",5.94
"691","2009-09-29",5.92
"692","2009-09-30",5.93
"693","2009-10-01",5.82
"694","2009-10-02",5.67
"695","2009-10-05",5.79
"696","2009-10-06",5.93
"697","2009-10-07",6.02
"698","2009-10-08",6.07
"699","2009-10-09",6.12
"700","2009-10-12",6.16
"701","2009-10-13",6.14
"702","2009-10-14",6.16
"703","2009-10-15",6.26
"704","2009-10-16",6.19
"705","2009-10-19",6.2
"706","2009-10-20",6.15
"707","2009-10-21",6.05
"708","2009-10-22",6.11
"709","2009-10-23",6.02
"710","2009-10-26",6.01
"711","2009-10-27",5.91
"712","2009-10-28",5.69
"713","2009-10-29",5.76
"714","2009-10-30",5.63
"715","2009-11-02",5.53
"716","2009-11-03",5.61
"717","2009-11-04",5.64
"718","2009-11-05",5.84
"719","2009-11-06",5.8
"720","2009-11-09",5.97
"721","2009-11-10",5.96
"722","2009-11-11",5.93
"723","2009-11-12",5.83
"724","2009-11-13",5.83
"725","2009-11-16",5.94
"726","2009-11-17",5.92
"727","2009-11-18",5.98
"728","2009-11-19",5.87
"729","2009-11-20",5.83
"730","2009-11-23",5.91
"731","2009-11-24",5.91
"732","2009-11-25",5.96
"733","2009-11-27",5.92
"734","2009-11-30",5.85
"735","2009-12-01",5.92
"736","2009-12-02",5.97
"737","2009-12-03",5.92
"738","2009-12-04",5.99
"739","2009-12-07",5.99
"740","2009-12-08",5.96
"741","2009-12-09",5.96
"742","2009-12-10",5.96
"743","2009-12-11",5.95
"744","2009-12-14",6.03
"745","2009-12-15",6.03
"746","2009-12-16",6.01
"747","2009-12-17",5.98
"748","2009-12-18",6.01
"749","2009-12-21",6.06
"750","2009-12-22",6.13
"751","2009-12-23",6.16
"752","2009-12-24",6.22
"753","2009-12-28",6.26
"754","2009-12-29",6.26
"755","2009-12-30",6.29
"756","2009-12-31",6.33
"757","2010-01-04",6.52
"758","2010-01-05",6.62
"759","2010-01-06",6.64
"760","2010-01-07",6.66
"761","2010-01-08",6.66
"762","2010-01-11",6.7
"763","2010-01-12",6.57
"764","2010-01-13",6.58
"765","2010-01-14",6.73
"766","2010-01-15",6.67
"767","2010-01-19",6.78
"768","2010-01-20",6.64
"769","2010-01-21",6.42
"770","2010-01-22",6.3
"771","2010-01-25",6.28
"772","2010-01-26",6.1
"773","2010-01-27",6.16
"774","2010-01-28",6.03
"775","2010-01-29",6.01
"776","2010-02-01",6.08
"777","2010-02-02",6.25
"778","2010-02-03",6.18
"779","2010-02-04",5.94
"780","2010-02-05",5.89
"781","2010-02-08",5.83
"782","2010-02-09",5.91
"783","2010-02-10",5.94
"784","2010-02-11",6.03
"785","2010-02-12",6.07
"786","2010-02-16",6.15
"787","2010-02-17",6.2
"788","2010-02-18",6.26
"789","2010-02-19",6.3
"790","2010-02-22",6.3
"791","2010-02-23",6.22
"792","2010-02-24",6.14
"793","2010-02-25",6.11
"794","2010-02-26",6.15
"795","2010-03-01",6.27
"796","2010-03-02",6.36
"797","2010-03-03",6.41
"798","2010-03-04",6.41
"799","2010-03-05",6.62
"800","2010-03-08",6.63
"801","2010-03-09",6.62
"802","2010-03-10",6.68
"803","2010-03-11",6.61
"804","2010-03-12",6.66
"805","2010-03-15",6.62
"806","2010-03-16",6.72
"807","2010-03-17",6.76
"808","2010-03-18",6.71
"809","2010-03-19",6.59
"810","2010-03-22",6.62
"811","2010-03-23",6.72
"812","2010-03-24",6.67
"813","2010-03-25",6.61
"814","2010-03-26",6.64
"815","2010-03-29",6.68
"816","2010-03-30",6.72
"817","2010-03-31",6.67
"818","2010-04-01",6.77
"819","2010-04-05",6.85
"820","2010-04-06",6.88
"821","2010-04-07",6.81
"822","2010-04-08",6.87
"823","2010-04-09",6.95
"824","2010-04-12",6.98
"825","2010-04-13",6.97
"826","2010-04-14",7.05
"827","2010-04-15",7.07
"828","2010-04-16",6.92
"829","2010-04-19",6.87
"830","2010-04-20",6.94
"831","2010-04-21",6.99
"832","2010-04-22",7.03
"833","2010-04-23",7.13
"834","2010-04-26",7.1
"835","2010-04-27",6.98
"836","2010-04-28",6.9
"837","2010-04-29",7.01
"838","2010-04-30",6.9
"839","2010-05-03",6.96
"840","2010-05-04",6.75
"841","2010-05-05",6.58
"842","2010-05-06",6.34
"843","2010-05-07",6.27
"844","2010-05-10",6.62
"845","2010-05-11",6.62
"846","2010-05-12",6.75
"847","2010-05-13",6.68
"848","2010-05-14",6.52
"849","2010-05-17",6.51
"850","2010-05-18",6.44
"851","2010-05-19",6.4
"852","2010-05-20",6
"853","2010-05-21",5.99
"854","2010-05-24",6.01
"855","2010-05-25",6.02
"856","2010-05-26",6.05
"857","2010-05-27",6.33
"858","2010-05-28",6.2
"859","2010-06-01",6.03
"860","2010-06-02",6.22
"861","2010-06-03",6.28
"862","2010-06-04",5.99
"863","2010-06-07",5.85
"864","2010-06-08",5.92
"865","2010-06-09",5.9
"866","2010-06-10",6.05
"867","2010-06-11",6.13
"868","2010-06-14",6.22
"869","2010-06-15",6.32
"870","2010-06-16",6.29
"871","2010-06-17",6.29
"872","2010-06-18",6.29
"873","2010-06-21",6.23
"874","2010-06-22",6.1
"875","2010-06-23",6.11
"876","2010-06-24",6.02
"877","2010-06-25",6.07
"878","2010-06-28",6.06
"879","2010-06-29",5.85
"880","2010-06-30",5.74
"881","2010-07-01",5.68
"882","2010-07-02",5.7
"883","2010-07-06",5.6
"884","2010-07-07",5.8
"885","2010-07-08",5.86
"886","2010-07-09",5.87
"887","2010-07-12",5.85
"888","2010-07-13",5.96
"889","2010-07-14",5.92
"890","2010-07-15",5.92
"891","2010-07-16",5.76
"892","2010-07-19",5.77
"893","2010-07-20",5.81
"894","2010-07-21",5.73
"895","2010-07-22",5.93
"896","2010-07-23",5.96
"897","2010-07-26",6.06
"898","2010-07-27",6.04
"899","2010-07-28",5.92
"900","2010-07-29",5.92
"901","2010-07-30",5.95
"902","2010-08-02",6.04
"903","2010-08-03",6.01
"904","2010-08-04",6.04
"905","2010-08-05",6.04
"906","2010-08-06",6
"907","2010-08-09",6.05
"908","2010-08-10",5.98
"909","2010-08-11",5.75
"910","2010-08-12",5.74
"911","2010-08-13",5.77
"912","2010-08-16",5.78
"913","2010-08-17",5.9
"914","2010-08-18",5.95
"915","2010-08-19",5.83
"916","2010-08-20",5.83
"917","2010-08-23",5.76
"918","2010-08-24",5.71
"919","2010-08-25",5.7
"920","2010-08-26",5.67
"921","2010-08-27",5.81
"922","2010-08-30",5.71
"923","2010-08-31",5.72
"924","2010-09-01",5.88
"925","2010-09-02",5.96
"926","2010-09-03",6.06
"927","2010-09-07",5.98
"928","2010-09-08",6.03
"929","2010-09-09",6.01
"930","2010-09-10",6.1
"931","2010-09-13",6.17
"932","2010-09-14",6.17
"933","2010-09-15",6.21
"934","2010-09-16",6.21
"935","2010-09-17",6.22
"936","2010-09-20",6.36
"937","2010-09-21",6.32
"938","2010-09-22",6.27
"939","2010-09-23",6.23
"940","2010-09-24",6.38
"941","2010-09-27",6.32
"942","2010-09-28",6.39
"943","2010-09-29",6.37
"944","2010-09-30",6.37
"945","2010-10-01",6.41
"946","2010-10-04",6.37
"947","2010-10-05",6.49
"948","2010-10-06",6.51
"949","2010-10-07",6.51
"950","2010-10-08",6.58
"951","2010-10-11",6.6
"952","2010-10-12",6.62
"953","2010-10-13",6.72
"954","2010-10-14",6.68
"955","2010-10-15",6.65
"956","2010-10-18",6.72
"957","2010-10-19",6.56
"958","2010-10-20",6.59
"959","2010-10-21",6.58
"960","2010-10-22",6.63
"961","2010-10-25",6.65
"962","2010-10-26",6.64
"963","2010-10-27",6.63
"964","2010-10-28",6.62
"965","2010-10-29",6.68
"966","2010-11-01",6.66
"967","2010-11-02",6.8
"968","2010-11-03",6.88
"969","2010-11-04",7.06
"970","2010-11-05",7.13
"971","2010-11-08",7.19
"972","2010-11-09",7.18
"973","2010-11-10",7.2
"974","2010-11-11",7.2
"975","2010-11-12",7.08
"976","2010-11-15",7.08
"977","2010-11-16",6.94
"978","2010-11-17",6.95
"979","2010-11-18",7.08
"980","2010-11-19",7.12
"981","2010-11-22",7.12
"982","2010-11-23",7.07
"983","2010-11-24",7.19
"984","2010-11-26",7.16
"985","2010-11-29",7.14
"986","2010-11-30",7.1
"987","2010-12-01",7.22
"988","2010-12-02",7.33
"989","2010-12-03",7.41
"990","2010-12-06",7.44
"991","2010-12-07",7.47
"992","2010-12-08",7.4
"993","2010-12-09",7.37
"994","2010-12-10",7.45
"995","2010-12-13",7.42
"996","2010-12-14",7.41
"997","2010-12-15",7.37
"998","2010-12-16",7.42
"999","2010-12-17",7.42
"1000","2010-12-20",7.5
