"","date","ACIU"
"178","2017-06-08",9.33
"179","2017-06-09",9.2
"180","2017-06-12",8.92
"181","2017-06-13",8.99
"182","2017-06-14",8.9
"183","2017-06-15",8.83
"184","2017-06-16",8.51
"185","2017-06-19",8.865
"186","2017-06-20",8.96
"187","2017-06-21",9.14
"188","2017-06-22",9.12
"189","2017-06-23",9.39
"190","2017-06-26",9.24
"191","2017-06-27",9.34
"192","2017-06-28",9.04
"193","2017-06-29",8.9
"194","2017-06-30",8.8
"195","2017-07-03",8.905
"196","2017-07-05",8.8
"197","2017-07-06",8.8
"198","2017-07-07",8.59
"199","2017-07-10",8.3
"200","2017-07-11",8.24
"201","2017-07-12",8.36
"202","2017-07-13",8.5
"203","2017-07-14",8.61
"204","2017-07-17",8.49
"205","2017-07-18",8.24
"206","2017-07-19",8.12
"207","2017-07-20",8.02
"208","2017-07-21",8.08
"209","2017-07-24",8.11
"210","2017-07-25",8.09
"211","2017-07-26",8.15
"212","2017-07-27",8.01
"213","2017-07-28",7.73
"214","2017-07-31",7.33
"215","2017-08-01",6.97
"216","2017-08-02",7.23
"217","2017-08-03",6.7
"218","2017-08-04",6.7
"219","2017-08-07",7.4
"220","2017-08-08",7.61
"221","2017-08-09",7.75
"222","2017-08-10",7.31
"223","2017-08-11",7.12
"224","2017-08-14",7.29
"225","2017-08-15",7.19
"226","2017-08-16",7.43
"227","2017-08-17",7.36
"228","2017-08-18",7.68
"229","2017-08-21",7.8
"230","2017-08-22",8.25
"231","2017-08-23",8
"232","2017-08-24",7.9
"233","2017-08-25",7.42
"234","2017-08-28",7.4
"235","2017-08-29",7.06
"236","2017-08-30",7.63
"237","2017-08-31",7.84
"238","2017-09-01",8.18
"239","2017-09-05",8.455
"240","2017-09-06",9.03
"241","2017-09-07",9.55
"242","2017-09-08",9.42
"243","2017-09-11",9.77
"244","2017-09-12",9.78
"245","2017-09-13",9.87
"246","2017-09-14",10.75
"247","2017-09-15",10.93
"248","2017-09-18",11.2
"249","2017-09-19",10.92
"250","2017-09-20",10.57
"251","2017-09-21",10.25
"252","2017-09-22",10.24
"253","2017-09-25",10.3
"254","2017-09-26",10.39
"255","2017-09-27",10.9
"256","2017-09-28",10.78
"257","2017-09-29",11.17
"258","2017-10-02",11.26
"259","2017-10-03",11.49
"260","2017-10-04",11.22
"261","2017-10-05",11.3
"262","2017-10-06",11.26
"263","2017-10-09",11.57
"264","2017-10-10",12
"265","2017-10-11",11.98
"266","2017-10-12",11.75
"267","2017-10-13",11.61
"268","2017-10-16",11.8
"269","2017-10-17",11.6
"270","2017-10-18",11.58
"271","2017-10-19",11.75
"272","2017-10-20",11.87
"273","2017-10-23",11.56
"274","2017-10-24",11.43
"275","2017-10-25",11.51
"276","2017-10-26",11.33
"277","2017-10-27",11.65
"278","2017-10-30",11.71
"279","2017-10-31",11.76
"280","2017-11-01",11.95
"281","2017-11-02",12.52
"282","2017-11-03",11.32
"283","2017-11-06",11.81
"284","2017-11-07",11.96
"285","2017-11-08",11.99
"286","2017-11-09",11.75
"287","2017-11-10",11.6
"288","2017-11-13",11.45
"289","2017-11-14",10.82
"290","2017-11-15",10.75
"291","2017-11-16",10.98
"292","2017-11-17",10.61
"293","2017-11-20",10.37
"294","2017-11-21",11.73
"295","2017-11-22",11.37
"296","2017-11-24",11.48
"297","2017-11-27",11.31
"298","2017-11-28",11.7
"299","2017-11-29",11.72
"300","2017-11-30",11.69
"301","2017-12-01",11.85
"302","2017-12-04",11.75
"303","2017-12-05",11.92
"304","2017-12-06",12.03
"305","2017-12-07",12
"306","2017-12-08",12.27
"307","2017-12-11",12
"308","2017-12-12",12.36
"309","2017-12-13",12.17
"310","2017-12-14",12.3
"311","2017-12-15",12.63
"312","2017-12-18",12.85
"313","2017-12-19",12
"314","2017-12-20",12.19
"315","2017-12-21",12.02
"316","2017-12-22",12.75
"317","2017-12-26",12.78
"318","2017-12-27",12.72
"319","2017-12-28",12.65
"320","2017-12-29",12.8
"321","2018-01-02",13.35
"322","2018-01-03",13.14
"323","2018-01-04",13.06
"324","2018-01-05",13.04
"325","2018-01-08",12.94
"326","2018-01-09",12.92
"327","2018-01-10",13.1
"328","2018-01-11",13.27
"329","2018-01-12",13.48
"330","2018-01-16",13.05
"331","2018-01-17",13.18
"332","2018-01-18",13.06
"333","2018-01-19",13.14
"334","2018-01-22",13.51
"335","2018-01-23",13.75
"336","2018-01-24",13.78
"337","2018-01-25",13.43
"338","2018-01-26",13.52
"339","2018-01-29",13.6
"340","2018-01-30",13.55
"341","2018-01-31",13.36
"342","2018-02-01",13.23
"343","2018-02-02",12.63
"344","2018-02-05",12.6
"345","2018-02-06",12.74
"346","2018-02-07",12.62
"347","2018-02-08",12.55
"348","2018-02-09",11.68
"349","2018-02-12",11.65
"350","2018-02-13",11.5
"351","2018-02-14",11.29
"352","2018-02-15",11.4
"353","2018-02-16",11.72
"354","2018-02-20",11.79
"355","2018-02-21",10.9
"356","2018-02-22",10.82
"357","2018-02-23",10.9
"358","2018-02-26",11.2
"359","2018-02-27",10.91
"360","2018-02-28",10.57
"361","2018-03-01",10.49
"362","2018-03-02",11.12
"363","2018-03-05",10.68
"364","2018-03-06",11.17
"365","2018-03-07",11.44
"366","2018-03-08",11.81
"367","2018-03-09",12.09
"368","2018-03-12",12.01
"369","2018-03-13",11.83
"370","2018-03-14",11.75
"371","2018-03-15",11.58
"372","2018-03-16",11.94
"373","2018-03-19",11.59
"374","2018-03-20",11.98
"375","2018-03-21",12.55
"376","2018-03-22",12.5
"377","2018-03-23",11.36
"378","2018-03-26",10.56
"379","2018-03-27",10.72
"380","2018-03-28",10.4
"381","2018-03-29",10.34
"382","2018-04-02",9.29
"383","2018-04-03",10.45
"384","2018-04-04",10.8
"385","2018-04-05",9.6
"386","2018-04-06",9.01
"387","2018-04-09",9.18
"388","2018-04-10",9.73
"389","2018-04-11",9.79
"390","2018-04-12",9.51
"391","2018-04-13",8.94
"392","2018-04-16",8.8
"393","2018-04-17",9.22
"394","2018-04-18",10.02
"395","2018-04-19",10.52
"396","2018-04-20",10.42
"397","2018-04-23",10.63
"398","2018-04-24",10.75
"399","2018-04-25",10.7
"400","2018-04-26",10.9
"401","2018-04-27",10.65
"402","2018-04-30",10.31
"403","2018-05-01",10.12
"404","2018-05-02",9.95
"405","2018-05-03",10.46
"406","2018-05-04",9.92
"407","2018-05-07",10.3
"408","2018-05-08",10.13
"409","2018-05-09",9.8
"410","2018-05-10",9.66
"411","2018-05-11",9.85
"412","2018-05-14",9.91
"413","2018-05-15",10.14
"414","2018-05-16",10.06
"415","2018-05-17",10.024
"416","2018-05-18",10.45
"417","2018-05-21",10.308
"418","2018-05-22",10.23
"419","2018-05-23",10.4
"420","2018-05-24",10.24
"421","2018-05-25",10.4
"422","2018-05-29",10.62
"423","2018-05-30",10.29
"424","2018-05-31",10.48
"425","2018-06-01",10.18
"426","2018-06-04",8.168
"427","2018-06-05",9.87
"428","2018-06-06",9.82
"429","2018-06-07",9.83
"430","2018-06-08",9.9
"431","2018-06-11",9.84
"432","2018-06-12",9.84
"433","2018-06-13",9.65
"434","2018-06-14",9.18
"435","2018-06-15",9.6
"436","2018-06-18",9.29
"437","2018-06-19",9.54
"438","2018-06-20",9.77
"439","2018-06-21",9.2
"440","2018-06-22",9.41
"441","2018-06-25",9.6
"442","2018-06-26",9.52
"443","2018-06-27",9.2
"444","2018-06-28",9.29
"445","2018-06-29",9.32
"446","2018-07-02",9.32
"447","2018-07-03",9.3
"448","2018-07-05",9.3
"449","2018-07-06",12.86
"450","2018-07-09",13.12
"451","2018-07-10",13.2
"452","2018-07-11",16.040001
"453","2018-07-12",14.9
"454","2018-07-13",13.77
"455","2018-07-16",12.35
"456","2018-07-17",12.34
"457","2018-07-18",11.78
"458","2018-07-19",14.31
"459","2018-07-20",16.280001
"460","2018-07-23",16.18
"461","2018-07-24",15.98
"462","2018-07-25",16.455
"463","2018-07-26",10.84
"464","2018-07-27",9.42
"465","2018-07-30",9.43
"466","2018-07-31",9.65
"467","2018-08-01",9.92
"468","2018-08-02",9.65
"469","2018-08-03",9.28
"470","2018-08-06",9.95
"471","2018-08-07",9.95
"472","2018-08-08",9.93
"473","2018-08-09",9.88
"474","2018-08-10",9.38
"475","2018-08-13",9.1
"476","2018-08-14",9.02
"477","2018-08-15",8.8
"478","2018-08-16",8.76
"479","2018-08-17",8.56
"480","2018-08-20",8.42
"481","2018-08-21",8.65
"482","2018-08-22",8.84
"483","2018-08-23",8.47
"484","2018-08-24",8.47
"485","2018-08-27",8.31
"486","2018-08-28",8.55
"487","2018-08-29",8.54
"488","2018-08-30",9.59
"489","2018-08-31",9.29
"490","2018-09-04",9.41
"491","2018-09-05",8.6
"492","2018-09-06",8.2
"493","2018-09-07",8.11
"494","2018-09-10",7.98
"495","2018-09-11",7.92
"496","2018-09-12",7.88
"497","2018-09-13",8.41
"498","2018-09-14",8.1
"499","2018-09-17",8
"500","2018-09-18",8.04
"501","2018-09-19",8.3
"502","2018-09-20",8.44
"503","2018-09-21",8.6
"504","2018-09-24",8.37
"505","2018-09-25",8.4
"506","2018-09-26",8.33
"507","2018-09-27",8.2
"508","2018-09-28",8
"509","2018-10-01",8.08
"510","2018-10-02",8.05
"511","2018-10-03",8.14
"512","2018-10-04",7.93
"513","2018-10-05",7.73
"514","2018-10-08",7.35
"515","2018-10-09",7.95
"516","2018-10-10",7.98
"517","2018-10-11",8.01
"518","2018-10-12",8.64
"519","2018-10-15",8.87
"520","2018-10-16",9.5
"521","2018-10-17",9.58
"522","2018-10-18",9.62
"523","2018-10-19",9.64
"524","2018-10-22",9.11
"525","2018-10-23",8.71
"526","2018-10-24",8.73
"527","2018-10-25",8.05
"528","2018-10-26",8.53
"529","2018-10-29",8.04
"530","2018-10-30",8.41
"531","2018-10-31",8.28
"532","2018-11-01",8.72
"533","2018-11-02",9.02
"534","2018-11-05",8.92
"535","2018-11-06",8.6
"536","2018-11-07",8.82
"537","2018-11-08",8.89
"538","2018-11-09",8.73
"539","2018-11-12",8.66
"540","2018-11-13",8.93
"541","2018-11-14",8.84
"542","2018-11-15",9.65
"543","2018-11-16",9.77
"544","2018-11-19",10.19
"545","2018-11-20",9.94
"546","2018-11-21",10.46
"547","2018-11-23",10.79
"548","2018-11-26",10.74
"549","2018-11-27",11.17
"550","2018-11-28",11.21
"551","2018-11-29",11.33
"552","2018-11-30",11.12
"553","2018-12-03",11.3
"554","2018-12-04",10.91
"555","2018-12-06",10.66
"556","2018-12-07",11.15
"557","2018-12-10",10.95
"558","2018-12-11",11.55
"559","2018-12-12",11.1
"560","2018-12-13",11.7
"561","2018-12-14",11.19
"562","2018-12-17",11.28
"563","2018-12-18",9.72
"564","2018-12-19",8.95
"565","2018-12-20",9
"566","2018-12-21",8.76
"567","2018-12-24",8.93
"568","2018-12-26",9.61
"569","2018-12-27",9.45
"570","2018-12-28",9.78
"571","2018-12-31",9.45
"572","2019-01-02",10.22
"573","2019-01-03",9.43
"574","2019-01-04",10.05
"575","2019-01-07",10.5
"576","2019-01-08",10.71
"577","2019-01-09",10.75
"578","2019-01-10",10.8
"579","2019-01-11",10.75
"580","2019-01-14",11.04
"581","2019-01-15",11.68
"582","2019-01-16",11.49
"583","2019-01-17",11.18
"584","2019-01-18",11.34
"585","2019-01-22",10.83
"586","2019-01-23",10.25
"587","2019-01-24",10.3
"588","2019-01-25",10.86
"589","2019-01-28",10.46
"590","2019-01-29",10.73
"591","2019-01-30",3.65
"592","2019-01-31",4.12
"593","2019-02-01",3.98
"594","2019-02-04",3.97
"595","2019-02-05",3.92
"596","2019-02-06",4
"597","2019-02-07",3.97
"598","2019-02-08",3.92
"599","2019-02-11",3.92
"600","2019-02-12",4
"601","2019-02-13",3.91
"602","2019-02-14",3.9
"603","2019-02-15",3.97
"604","2019-02-19",4.01
"605","2019-02-20",4.21
"606","2019-02-21",4.63
"607","2019-02-22",4.35
"608","2019-02-25",4.51
"609","2019-02-26",4.52
"610","2019-02-27",4.62
"611","2019-02-28",4.62
"612","2019-03-01",4.56
"613","2019-03-04",4.64
"614","2019-03-05",4.64
"615","2019-03-06",4.34
"616","2019-03-07",4.35
"617","2019-03-08",4.42
"618","2019-03-11",4.62
"619","2019-03-12",4.63
"620","2019-03-13",4.64
"621","2019-03-14",4.51
"622","2019-03-15",4.61
"623","2019-03-18",4.63
"624","2019-03-19",4.54
"625","2019-03-20",4.65
"626","2019-03-21",4.5
"627","2019-03-22",4.76
"628","2019-03-25",5.05
"629","2019-03-26",4.84
"630","2019-03-27",5.02
"631","2019-03-28",4.91
"632","2019-03-29",5.05
"633","2019-04-01",4.93
"634","2019-04-02",4.88
"635","2019-04-03",4.82
"636","2019-04-04",4.84
"637","2019-04-05",4.95
"638","2019-04-08",5.02
"639","2019-04-09",4.83
"640","2019-04-10",4.83
"641","2019-04-11",4.92
"642","2019-04-12",4.96
"643","2019-04-15",5.07
"644","2019-04-16",4.95
"645","2019-04-17",4.72
"646","2019-04-18",4.72
"647","2019-04-22",4.76
"648","2019-04-23",4.84
"649","2019-04-24",4.77
"650","2019-04-25",4.83
"651","2019-04-26",4.85
"652","2019-04-29",4.78
"653","2019-04-30",4.76
"654","2019-05-01",4.8
"655","2019-05-02",4.73
"656","2019-05-03",4.84
"657","2019-05-06",4.94
"658","2019-05-07",4.97
"659","2019-05-08",5.1
"660","2019-05-09",5.19
"661","2019-05-10",5.16
"662","2019-05-13",5.13
"663","2019-05-14",5.07
"664","2019-05-15",5.16
"665","2019-05-16",5.15
"666","2019-05-17",5.09
"667","2019-05-20",4.89
"668","2019-05-21",5.03
"669","2019-05-22",4.92
"670","2019-05-23",4.85
"671","2019-05-24",5.03
"672","2019-05-28",5.17
"673","2019-05-29",5.29
"674","2019-05-30",5.21
"675","2019-05-31",5.06
"676","2019-06-03",5.01
"677","2019-06-04",5.14
"678","2019-06-05",5.06
"679","2019-06-06",5.02
"680","2019-06-07",5.04
"681","2019-06-10",4.95
"682","2019-06-11",5.25
"683","2019-06-12",5.84
"684","2019-06-13",5.71
"685","2019-06-14",5.88
"686","2019-06-17",5.8
"687","2019-06-18",5.74
"688","2019-06-19",5.79
"689","2019-06-20",5.72
"690","2019-06-21",5.46
"691","2019-06-24",5.25
"692","2019-06-25",5.26
"693","2019-06-26",5.33
"694","2019-06-27",5.44
"695","2019-06-28",5.55
"696","2019-07-01",5.21
"697","2019-07-02",5.45
"698","2019-07-03",5.4
"699","2019-07-05",5.37
"700","2019-07-08",5.33
"701","2019-07-09",5.47
"702","2019-07-10",5.46
"703","2019-07-11",5.29
"704","2019-07-12",5.4
"705","2019-07-15",5.51
"706","2019-07-16",5.58
"707","2019-07-17",5.89
"708","2019-07-18",5.48
"709","2019-07-19",5.6
"710","2019-07-22",5.62
"711","2019-07-23",5.42
"712","2019-07-24",5.52
"713","2019-07-25",5.54
"714","2019-07-26",5.49
"715","2019-07-29",5.46
"716","2019-07-30",5.62
"717","2019-07-31",5.72
"718","2019-08-01",5.73
"719","2019-08-02",5.6
"720","2019-08-05",5.25
"721","2019-08-06",5.43
"722","2019-08-07",5.39
"723","2019-08-08",5.41
"724","2019-08-09",5.55
"725","2019-08-12",5.33
"726","2019-08-13",5.46
"727","2019-08-14",5.41
"728","2019-08-15",5.14
"729","2019-08-16",5.38
"730","2019-08-19",5.73
"731","2019-08-20",5.65
"732","2019-08-21",5.64
"733","2019-08-22",5.58
"734","2019-08-23",5.31
"735","2019-08-26",5.23
"736","2019-08-27",4.99
"737","2019-08-28",5.2
"738","2019-08-29",5.14
"739","2019-08-30",5.22
"740","2019-09-03",4.94
"741","2019-09-04",4.99
"742","2019-09-05",5.13
"743","2019-09-06",5.1
"744","2019-09-09",5.29
"745","2019-09-10",5.31
"746","2019-09-11",5.3
"747","2019-09-12",5.25
"748","2019-09-13",5.05
"749","2019-09-16",5.41
"750","2019-09-17",5.35
"751","2019-09-18",5.2
"752","2019-09-19",5.36
"753","2019-09-20",5.39
"754","2019-09-23",5.3
"755","2019-09-24",5.11
"756","2019-09-25",5.14
"757","2019-09-26",4.8
"758","2019-09-27",4.94
"759","2019-09-30",4.95
"760","2019-10-01",4.75
"761","2019-10-02",4.93
"762","2019-10-03",4.95
"763","2019-10-04",5
"764","2019-10-07",5.02
"765","2019-10-08",4.78
"766","2019-10-09",4.56
"767","2019-10-10",4.83
"768","2019-10-11",4.87
"769","2019-10-14",4.96
"770","2019-10-15",4.91
"771","2019-10-16",4.85
"772","2019-10-17",4.95
"773","2019-10-18",4.79
"774","2019-10-21",5.2
"775","2019-10-22",5.44
"776","2019-10-23",5.27
"777","2019-10-24",5.4
"778","2019-10-25",5.55
"779","2019-10-28",5.76
"780","2019-10-29",5.7
"781","2019-10-30",5.7
"782","2019-10-31",5.57
"783","2019-11-01",5.3
"784","2019-11-04",5.4
"785","2019-11-05",5.4
"786","2019-11-06",5.43
"787","2019-11-07",5.55
"788","2019-11-08",5.63
"789","2019-11-11",5.66
"790","2019-11-12",5.6
"791","2019-11-13",6.53
"792","2019-11-14",6.87
"793","2019-11-15",6.96
"794","2019-11-18",7.05
"795","2019-11-19",7.46
"796","2019-11-20",7.81
"797","2019-11-21",7.44
"798","2019-11-22",8.03
"799","2019-11-25",8.31
"800","2019-11-26",8.44
"801","2019-11-27",8.46
"802","2019-11-29",8
"803","2019-12-02",7.85
"804","2019-12-03",7.92
"805","2019-12-04",7.74
"806","2019-12-05",8.19
"807","2019-12-06",8.78
"808","2019-12-09",8.67
"809","2019-12-10",8.36
"810","2019-12-11",8.53
"811","2019-12-12",8.73
"812","2019-12-13",8.54
"813","2019-12-16",8.21
"814","2019-12-17",7.78
"815","2019-12-18",8.02
"816","2019-12-19",8.15
"817","2019-12-20",8.12
"818","2019-12-23",8.2
"819","2019-12-24",8.23
"820","2019-12-26",8.3
"821","2019-12-27",8.39
"822","2019-12-30",8.2
"823","2019-12-31",8.52
"824","2020-01-02",8.66
"825","2020-01-03",8.68
"826","2020-01-06",8.99
"827","2020-01-07",9.41
"828","2020-01-08",9.86
"829","2020-01-09",9.43
"830","2020-01-10",9.3
"831","2020-01-13",9.4
"832","2020-01-14",9.85
"833","2020-01-15",9.89
"834","2020-01-16",9.71
"835","2020-01-17",9.2
"836","2020-01-21",9.45
"837","2020-01-22",9.65
"838","2020-01-23",9.25
"839","2020-01-24",8.64
"840","2020-01-27",8.71
"841","2020-01-28",8.8
"842","2020-01-29",8.88
"843","2020-01-30",9.18
"844","2020-01-31",9.29
"845","2020-02-03",9.63
"846","2020-02-04",9.13
"847","2020-02-05",9.57
"848","2020-02-06",9.55
"849","2020-02-07",9.49
"850","2020-02-10",8.97
"851","2020-02-11",8.63
"852","2020-02-12",8.65
"853","2020-02-13",8.45
"854","2020-02-14",8.52
"855","2020-02-18",8.34
"856","2020-02-19",8.56
"857","2020-02-20",8.4
"858","2020-02-21",8.41
"859","2020-02-24",7.87
"860","2020-02-25",7.29
"861","2020-02-26",7.31
"862","2020-02-27",7.09
"863","2020-02-28",6.87
"864","2020-03-02",6.98
"865","2020-03-03",6.9
"866","2020-03-04",7.24
"867","2020-03-05",7.33
"868","2020-03-06",6.95
"869","2020-03-09",5.94
"870","2020-03-10",6.12
"871","2020-03-11",5.49
"872","2020-03-12",4.93
"873","2020-03-13",4.67
"874","2020-03-16",4.25
"875","2020-03-17",4.74
"876","2020-03-18",4.24
"877","2020-03-19",4.68
"878","2020-03-20",4.74
"879","2020-03-23",5.38
"880","2020-03-24",5.8
"881","2020-03-25",6.07
"882","2020-03-26",6.64
"883","2020-03-27",6.35
"884","2020-03-30",7.3
"885","2020-03-31",6.91
"886","2020-04-01",7.15
"887","2020-04-02",7.58
"888","2020-04-03",7.51
"889","2020-04-06",7.24
"890","2020-04-07",6.81
"891","2020-04-08",7
"892","2020-04-09",6.98
"893","2020-04-13",7.19
"894","2020-04-14",7.51
"895","2020-04-15",7.24
"896","2020-04-16",7.64
"897","2020-04-17",7.85
"898","2020-04-20",7.62
"899","2020-04-21",7.58
"900","2020-04-22",7.53
"901","2020-04-23",7.62
"902","2020-04-24",7.9
"903","2020-04-27",7.74
"904","2020-04-28",7.2
"905","2020-04-29",7.35
"906","2020-04-30",7.11
"907","2020-05-01",6.82
"908","2020-05-04",7.48
"909","2020-05-05",7.75
"910","2020-05-06",7.58
"911","2020-05-07",7.5
"912","2020-05-08",7.74
"913","2020-05-11",7.89
"914","2020-05-12",8.3
"915","2020-05-13",7.75
"916","2020-05-14",7.11
"917","2020-05-15",7.45
"918","2020-05-18",7.42
"919","2020-05-19",7.29
"920","2020-05-20",7.43
"921","2020-05-21",7.42
"922","2020-05-22",7.45
"923","2020-05-26",7.52
"924","2020-05-27",7.71
"925","2020-05-28",7.63
"926","2020-05-29",7.74
"927","2020-06-01",7.39
"928","2020-06-02",7.02
"929","2020-06-03",6.73
"930","2020-06-04",6.63
"931","2020-06-05",6.57
"932","2020-06-08",6.88
"933","2020-06-09",6.81
"934","2020-06-10",6.84
"935","2020-06-11",6.75
"936","2020-06-12",6.93
"937","2020-06-15",6.84
"938","2020-06-16",6.86
"939","2020-06-17",6.95
"940","2020-06-18",7.05
"941","2020-06-19",7.18
"942","2020-06-22",7.13
"943","2020-06-23",7.13
"944","2020-06-24",6.78
"945","2020-06-25",6.81
"946","2020-06-26",6.75
"947","2020-06-29",6.75
"948","2020-06-30",6.73
"949","2020-07-01",6.85
"950","2020-07-02",7.06
"951","2020-07-06",6.87
"952","2020-07-07",7.28
"953","2020-07-08",7.27
"954","2020-07-09",7.29
"955","2020-07-10",7.09
"956","2020-07-13",6.86
"957","2020-07-14",7.13
"958","2020-07-15",7.19
"959","2020-07-16",8.55
"960","2020-07-17",8.28
"961","2020-07-20",7.44
"962","2020-07-21",7.2
"963","2020-07-22",6.91
"964","2020-07-23",6.66
"965","2020-07-24",6.9
"966","2020-07-27",7.36
"967","2020-07-28",7.22
"968","2020-07-29",6.625
"969","2020-07-30",7.01
"970","2020-07-31",6.53
"971","2020-08-03",7.02
"972","2020-08-04",7.05
"973","2020-08-05",6.57
"974","2020-08-06",6.6
"975","2020-08-07",6.72
"976","2020-08-10",6.7
"977","2020-08-11",6.64
"978","2020-08-12",6.67
"979","2020-08-13",6.96
"980","2020-08-14",6.86
"981","2020-08-17",7.09
"982","2020-08-18",7
"983","2020-08-19",6.95
"984","2020-08-20",7.12
"985","2020-08-21",7.69
"986","2020-08-24",7.52
"987","2020-08-25",7.65
"988","2020-08-26",7.54
"989","2020-08-27",7.52
"990","2020-08-28",7.46
"991","2020-08-31",7.76
"992","2020-09-01",7.74
"993","2020-09-02",7.75
"994","2020-09-03",7.71
"995","2020-09-04",7.29
"996","2020-09-08",7.55
"997","2020-09-09",7.88
"998","2020-09-10",7.76
"999","2020-09-11",7.79
"1000","2020-09-14",8.79
