"","date","FOR"
"185","2008-09-08",20.24
"186","2008-09-09",18.530001
"187","2008-09-10",18.950001
"188","2008-09-11",18.360001
"189","2008-09-12",18.35
"190","2008-09-15",16.17
"191","2008-09-16",16.1
"192","2008-09-17",14.54
"193","2008-09-18",14.5
"194","2008-09-19",17.77
"195","2008-09-22",15.53
"196","2008-09-23",15.06
"197","2008-09-24",15.04
"198","2008-09-25",15.62
"199","2008-09-26",15.24
"200","2008-09-29",12.65
"201","2008-09-30",14.75
"202","2008-10-01",14.2
"203","2008-10-02",12.92
"204","2008-10-03",12.87
"205","2008-10-06",12.38
"206","2008-10-07",11.42
"207","2008-10-08",10.97
"208","2008-10-09",9.96
"209","2008-10-10",12.35
"210","2008-10-13",14.51
"211","2008-10-14",12.29
"212","2008-10-15",10.34
"213","2008-10-16",11.44
"214","2008-10-17",11.19
"215","2008-10-20",11.71
"216","2008-10-21",10.64
"217","2008-10-22",9.27
"218","2008-10-23",8.68
"219","2008-10-24",7.74
"220","2008-10-27",6.34
"221","2008-10-28",7.75
"222","2008-10-29",6.93
"223","2008-10-30",7.65
"224","2008-10-31",8.75
"225","2008-11-03",8.91
"226","2008-11-04",9
"227","2008-11-05",7.43
"228","2008-11-06",6.61
"229","2008-11-07",6.44
"230","2008-11-10",6.15
"231","2008-11-11",5.73
"232","2008-11-12",4.87
"233","2008-11-13",5.31
"234","2008-11-14",4.39
"235","2008-11-17",3.67
"236","2008-11-18",4.12
"237","2008-11-19",3.8
"238","2008-11-20",2.95
"239","2008-11-21",3.64
"240","2008-11-24",5.04
"241","2008-11-25",4.79
"242","2008-11-26",4.93
"243","2008-11-28",4.63
"244","2008-12-01",3.2
"245","2008-12-02",3.69
"246","2008-12-03",3.96
"247","2008-12-04",3.74
"248","2008-12-05",4.67
"249","2008-12-08",5.34
"250","2008-12-09",4.55
"251","2008-12-10",5.03
"252","2008-12-11",4.42
"253","2008-12-12",4.62
"254","2008-12-15",4.69
"255","2008-12-16",5.18
"256","2008-12-17",5.34
"257","2008-12-18",4.94
"258","2008-12-19",6.32
"259","2008-12-22",6.38
"260","2008-12-23",6.67
"261","2008-12-24",6.51
"262","2008-12-26",7.04
"263","2008-12-29",6.85
"264","2008-12-30",8.38
"265","2008-12-31",9.52
"266","2009-01-02",8.85
"267","2009-01-05",8.55
"268","2009-01-06",8.98
"269","2009-01-07",8.41
"270","2009-01-08",8.8
"271","2009-01-09",8.3
"272","2009-01-12",8.05
"273","2009-01-13",8.47
"274","2009-01-14",7.8
"275","2009-01-15",8.49
"276","2009-01-16",9.28
"277","2009-01-20",8.58
"278","2009-01-21",10
"279","2009-01-22",9.24
"280","2009-01-23",12.09
"281","2009-01-26",12.1
"282","2009-01-27",11.54
"283","2009-01-28",12.49
"284","2009-01-29",11.42
"285","2009-01-30",11.15
"286","2009-02-02",12.63
"287","2009-02-03",12.41
"288","2009-02-04",10.85
"289","2009-02-05",10.44
"290","2009-02-06",10.5
"291","2009-02-09",10.35
"292","2009-02-10",9.29
"293","2009-02-11",8.89
"294","2009-02-12",9.76
"295","2009-02-13",9
"296","2009-02-17",8.73
"297","2009-02-18",8.67
"298","2009-02-19",8.92
"299","2009-02-20",8.99
"300","2009-02-23",7.26
"301","2009-02-24",8.23
"302","2009-02-25",8.04
"303","2009-02-26",8.29
"304","2009-02-27",7.52
"305","2009-03-02",6.31
"306","2009-03-03",6.83
"307","2009-03-04",7.01
"308","2009-03-05",6.38
"309","2009-03-06",6.1
"310","2009-03-09",6.22
"311","2009-03-10",6.87
"312","2009-03-11",5.89
"313","2009-03-12",6.91
"314","2009-03-13",6.81
"315","2009-03-16",6.54
"316","2009-03-17",7.41
"317","2009-03-18",7.44
"318","2009-03-19",7.01
"319","2009-03-20",6.43
"320","2009-03-23",7.89
"321","2009-03-24",7.24
"322","2009-03-25",7.81
"323","2009-03-26",8.67
"324","2009-03-27",8.26
"325","2009-03-30",7.14
"326","2009-03-31",7.65
"327","2009-04-01",8.48
"328","2009-04-02",9.11
"329","2009-04-03",9.73
"330","2009-04-06",9.62
"331","2009-04-07",8.84
"332","2009-04-08",9.76
"333","2009-04-09",11.21
"334","2009-04-13",10.92
"335","2009-04-14",10.06
"336","2009-04-15",10.93
"337","2009-04-16",11.07
"338","2009-04-17",10.73
"339","2009-04-20",9.49
"340","2009-04-21",10.73
"341","2009-04-22",10.4
"342","2009-04-23",10.6
"343","2009-04-24",11.41
"344","2009-04-27",10.92
"345","2009-04-28",11.3
"346","2009-04-29",12.48
"347","2009-04-30",12.86
"348","2009-05-01",11.55
"349","2009-05-04",12.71
"350","2009-05-05",12.54
"351","2009-05-06",13.77
"352","2009-05-07",12.06
"353","2009-05-08",14.05
"354","2009-05-11",12.9
"355","2009-05-12",13.04
"356","2009-05-13",11.84
"357","2009-05-14",12.16
"358","2009-05-15",12.06
"359","2009-05-18",12.87
"360","2009-05-19",12.53
"361","2009-05-20",12.39
"362","2009-05-21",12.16
"363","2009-05-22",11.47
"364","2009-05-26",12.09
"365","2009-05-27",11.97
"366","2009-05-28",11.68
"367","2009-05-29",12.16
"368","2009-06-01",12.93
"369","2009-06-02",12.92
"370","2009-06-03",12.7
"371","2009-06-04",12.97
"372","2009-06-05",12.53
"373","2009-06-08",12.21
"374","2009-06-09",12.3
"375","2009-06-10",12.16
"376","2009-06-11",12.15
"377","2009-06-12",11.73
"378","2009-06-15",11.38
"379","2009-06-16",11.33
"380","2009-06-17",11.26
"381","2009-06-18",11.22
"382","2009-06-19",11.67
"383","2009-06-22",10.53
"384","2009-06-23",10.41
"385","2009-06-24",10.82
"386","2009-06-25",11.18
"387","2009-06-26",11.45
"388","2009-06-29",11.52
"389","2009-06-30",11.88
"390","2009-07-01",12.53
"391","2009-07-02",11.72
"392","2009-07-06",11.78
"393","2009-07-07",11.44
"394","2009-07-08",11.26
"395","2009-07-09",10.81
"396","2009-07-10",10.59
"397","2009-07-13",11.21
"398","2009-07-14",11
"399","2009-07-15",11.29
"400","2009-07-16",11.5
"401","2009-07-17",11.94
"402","2009-07-20",12.56
"403","2009-07-21",12.49
"404","2009-07-22",12.46
"405","2009-07-23",13.22
"406","2009-07-24",13.25
"407","2009-07-27",13.09
"408","2009-07-28",12.89
"409","2009-07-29",12.78
"410","2009-07-30",12.92
"411","2009-07-31",13.02
"412","2009-08-03",13.01
"413","2009-08-04",13.24
"414","2009-08-05",14.77
"415","2009-08-06",14
"416","2009-08-07",15.02
"417","2009-08-10",15.13
"418","2009-08-11",14.08
"419","2009-08-12",14.26
"420","2009-08-13",13.9
"421","2009-08-14",13.57
"422","2009-08-17",12.7
"423","2009-08-18",13.12
"424","2009-08-19",13.17
"425","2009-08-20",13.86
"426","2009-08-21",14.39
"427","2009-08-24",14.15
"428","2009-08-25",14.5
"429","2009-08-26",14.48
"430","2009-08-27",14.5
"431","2009-08-28",14.31
"432","2009-08-31",14.44
"433","2009-09-01",14.21
"434","2009-09-02",13.94
"435","2009-09-03",14.34
"436","2009-09-04",14.41
"437","2009-09-08",14.5
"438","2009-09-09",14.48
"439","2009-09-10",14.49
"440","2009-09-11",14.47
"441","2009-09-14",14.48
"442","2009-09-15",15.08
"443","2009-09-16",15.78
"444","2009-09-17",15.96
"445","2009-09-18",16.110001
"446","2009-09-21",16.799999
"447","2009-09-22",17.27
"448","2009-09-23",16.98
"449","2009-09-24",16.76
"450","2009-09-25",16.77
"451","2009-09-28",17.49
"452","2009-09-29",17.540001
"453","2009-09-30",17.18
"454","2009-10-01",16.08
"455","2009-10-02",16
"456","2009-10-05",16.58
"457","2009-10-06",16.969999
"458","2009-10-07",16.860001
"459","2009-10-08",16.969999
"460","2009-10-09",17.129999
"461","2009-10-12",17.01
"462","2009-10-13",16.950001
"463","2009-10-14",17.299999
"464","2009-10-15",17.440001
"465","2009-10-16",17.280001
"466","2009-10-19",17.610001
"467","2009-10-20",17.049999
"468","2009-10-21",17.469999
"469","2009-10-22",17.58
"470","2009-10-23",17.190001
"471","2009-10-26",16.629999
"472","2009-10-27",16.33
"473","2009-10-28",15
"474","2009-10-29",15.39
"475","2009-10-30",14.76
"476","2009-11-02",14.79
"477","2009-11-03",15.15
"478","2009-11-04",15.39
"479","2009-11-05",16.59
"480","2009-11-06",16.360001
"481","2009-11-09",17.030001
"482","2009-11-10",17.040001
"483","2009-11-11",17.700001
"484","2009-11-12",17.35
"485","2009-11-13",17.9
"486","2009-11-16",18.65
"487","2009-11-17",19.040001
"488","2009-11-18",19.299999
"489","2009-11-19",18.75
"490","2009-11-20",18.950001
"491","2009-11-23",19.030001
"492","2009-11-24",19.309999
"493","2009-11-25",18.98
"494","2009-11-27",18.58
"495","2009-11-30",18.549999
"496","2009-12-01",18.969999
"497","2009-12-02",19.030001
"498","2009-12-03",18.639999
"499","2009-12-04",19.129999
"500","2009-12-07",19.4
"501","2009-12-08",19.450001
"502","2009-12-09",19.799999
"503","2009-12-10",20.18
"504","2009-12-11",20.85
"505","2009-12-14",22.15
"506","2009-12-15",21.83
"507","2009-12-16",22.190001
"508","2009-12-17",21.48
"509","2009-12-18",21.65
"510","2009-12-21",22.15
"511","2009-12-22",22.32
"512","2009-12-23",22.389999
"513","2009-12-24",22.49
"514","2009-12-28",22.610001
"515","2009-12-29",22.450001
"516","2009-12-30",22.17
"517","2009-12-31",21.98
"518","2010-01-04",21.969999
"519","2010-01-05",22.219999
"520","2010-01-06",22.1
"521","2010-01-07",22.629999
"522","2010-01-08",22.469999
"523","2010-01-11",22.07
"524","2010-01-12",21.969999
"525","2010-01-13",21.809999
"526","2010-01-14",21.41
"527","2010-01-15",20.84
"528","2010-01-19",20.940001
"529","2010-01-20",20.32
"530","2010-01-21",19.73
"531","2010-01-22",19.02
"532","2010-01-25",19.66
"533","2010-01-26",19.110001
"534","2010-01-27",19.290001
"535","2010-01-28",18.82
"536","2010-01-29",18.57
"537","2010-02-01",18.5
"538","2010-02-02",18.84
"539","2010-02-03",18.09
"540","2010-02-04",17.030001
"541","2010-02-05",17.969999
"542","2010-02-08",17.5
"543","2010-02-09",17.799999
"544","2010-02-10",17.48
"545","2010-02-11",17.629999
"546","2010-02-12",17.969999
"547","2010-02-16",18.41
"548","2010-02-17",18.01
"549","2010-02-18",18.280001
"550","2010-02-19",18.309999
"551","2010-02-22",18.639999
"552","2010-02-23",18.1
"553","2010-02-24",18.32
"554","2010-02-25",18.110001
"555","2010-02-26",17.74
"556","2010-03-01",18.200001
"557","2010-03-02",18.459999
"558","2010-03-03",18.459999
"559","2010-03-04",18.700001
"560","2010-03-05",19.219999
"561","2010-03-08",19.290001
"562","2010-03-09",19.370001
"563","2010-03-10",19.450001
"564","2010-03-11",19.49
"565","2010-03-12",19.25
"566","2010-03-15",18.92
"567","2010-03-16",19.040001
"568","2010-03-17",19.09
"569","2010-03-18",19.360001
"570","2010-03-19",19.049999
"571","2010-03-22",19.290001
"572","2010-03-23",19.48
"573","2010-03-24",19.540001
"574","2010-03-25",19.41
"575","2010-03-26",19.459999
"576","2010-03-29",19.290001
"577","2010-03-30",19.040001
"578","2010-03-31",18.879999
"579","2010-04-01",19.049999
"580","2010-04-05",19.15
"581","2010-04-06",19.620001
"582","2010-04-07",19.290001
"583","2010-04-08",19.120001
"584","2010-04-09",19.33
"585","2010-04-12",19.700001
"586","2010-04-13",20.200001
"587","2010-04-14",20.809999
"588","2010-04-15",21.280001
"589","2010-04-16",21.01
"590","2010-04-19",20.780001
"591","2010-04-20",21.200001
"592","2010-04-21",21.940001
"593","2010-04-22",22.139999
"594","2010-04-23",22.809999
"595","2010-04-26",22.6
"596","2010-04-27",22.059999
"597","2010-04-28",22.469999
"598","2010-04-29",23.379999
"599","2010-04-30",22.540001
"600","2010-05-03",23.120001
"601","2010-05-04",22.450001
"602","2010-05-05",22.059999
"603","2010-05-06",20.4
"604","2010-05-07",19.379999
"605","2010-05-10",20.17
"606","2010-05-11",20.030001
"607","2010-05-12",20.450001
"608","2010-05-13",20.6
"609","2010-05-14",20.360001
"610","2010-05-17",20.389999
"611","2010-05-18",19.68
"612","2010-05-19",19
"613","2010-05-20",18.01
"614","2010-05-21",18.08
"615","2010-05-24",17.459999
"616","2010-05-25",17.52
"617","2010-05-26",17.34
"618","2010-05-27",18.719999
"619","2010-05-28",18.35
"620","2010-06-01",17.43
"621","2010-06-02",18
"622","2010-06-03",17.879999
"623","2010-06-04",16.82
"624","2010-06-07",17.219999
"625","2010-06-08",16.58
"626","2010-06-09",16.469999
"627","2010-06-10",17.290001
"628","2010-06-11",18.07
"629","2010-06-14",18.709999
"630","2010-06-15",19.07
"631","2010-06-16",18.940001
"632","2010-06-17",18.91
"633","2010-06-18",18.51
"634","2010-06-21",18.5
"635","2010-06-22",18.25
"636","2010-06-23",18.120001
"637","2010-06-24",17.99
"638","2010-06-25",18.43
"639","2010-06-28",18.129999
"640","2010-06-29",17.48
"641","2010-06-30",17.959999
"642","2010-07-01",17.700001
"643","2010-07-02",17.559999
"644","2010-07-06",17.030001
"645","2010-07-07",16.780001
"646","2010-07-08",17
"647","2010-07-09",16.969999
"648","2010-07-12",16.540001
"649","2010-07-13",17.23
"650","2010-07-14",16.969999
"651","2010-07-15",16.459999
"652","2010-07-16",15.69
"653","2010-07-19",15.46
"654","2010-07-20",15.3
"655","2010-07-21",15.05
"656","2010-07-22",15.51
"657","2010-07-23",15.8
"658","2010-07-26",16.370001
"659","2010-07-27",16.379999
"660","2010-07-28",16.4
"661","2010-07-29",16.32
"662","2010-07-30",16.110001
"663","2010-08-02",16.309999
"664","2010-08-03",15.68
"665","2010-08-04",15.19
"666","2010-08-05",15.2
"667","2010-08-06",15.27
"668","2010-08-09",15.25
"669","2010-08-10",15.15
"670","2010-08-11",14.4
"671","2010-08-12",14.16
"672","2010-08-13",13.92
"673","2010-08-16",14.02
"674","2010-08-17",14.22
"675","2010-08-18",14.01
"676","2010-08-19",13.88
"677","2010-08-20",13.75
"678","2010-08-23",14.01
"679","2010-08-24",14.35
"680","2010-08-25",14.7
"681","2010-08-26",14.57
"682","2010-08-27",15.04
"683","2010-08-30",14.61
"684","2010-08-31",14.88
"685","2010-09-01",15.58
"686","2010-09-02",15.81
"687","2010-09-03",16.030001
"688","2010-09-07",15.7
"689","2010-09-08",15.62
"690","2010-09-09",15.32
"691","2010-09-10",15.23
"692","2010-09-13",15.82
"693","2010-09-14",15.64
"694","2010-09-15",15.53
"695","2010-09-16",15.25
"696","2010-09-17",15.67
"697","2010-09-20",16.02
"698","2010-09-21",15.8
"699","2010-09-22",15.86
"700","2010-09-23",15.29
"701","2010-09-24",16.49
"702","2010-09-27",16.780001
"703","2010-09-28",16.639999
"704","2010-09-29",16.76
"705","2010-09-30",17.049999
"706","2010-10-01",16.98
"707","2010-10-04",16.77
"708","2010-10-05",17.049999
"709","2010-10-06",16.75
"710","2010-10-07",17.1
"711","2010-10-08",17.450001
"712","2010-10-11",17.57
"713","2010-10-12",17.58
"714","2010-10-13",17.67
"715","2010-10-14",17.93
"716","2010-10-15",17.620001
"717","2010-10-18",17.950001
"718","2010-10-19",17.030001
"719","2010-10-20",17.34
"720","2010-10-21",16.98
"721","2010-10-22",17.309999
"722","2010-10-25",17.549999
"723","2010-10-26",17.26
"724","2010-10-27",17.02
"725","2010-10-28",16.809999
"726","2010-10-29",17.1
"727","2010-11-01",17.51
"728","2010-11-02",17.83
"729","2010-11-03",18.040001
"730","2010-11-04",18.530001
"731","2010-11-05",18.780001
"732","2010-11-08",18.91
"733","2010-11-09",18.58
"734","2010-11-10",18.92
"735","2010-11-11",18.780001
"736","2010-11-12",18.450001
"737","2010-11-15",18.200001
"738","2010-11-16",17.280001
"739","2010-11-17",17.299999
"740","2010-11-18",18.01
"741","2010-11-19",18.280001
"742","2010-11-22",18.4
"743","2010-11-23",18.120001
"744","2010-11-24",18.41
"745","2010-11-26",18.530001
"746","2010-11-29",18.49
"747","2010-11-30",18.02
"748","2010-12-01",18.09
"749","2010-12-02",18.57
"750","2010-12-03",18.540001
"751","2010-12-06",18.540001
"752","2010-12-07",18.120001
"753","2010-12-08",17.940001
"754","2010-12-09",17.879999
"755","2010-12-10",18.290001
"756","2010-12-13",18.110001
"757","2010-12-14",18.32
"758","2010-12-15",18.200001
"759","2010-12-16",18.450001
"760","2010-12-17",18.639999
"761","2010-12-20",18.459999
"762","2010-12-21",18.639999
"763","2010-12-22",18.690001
"764","2010-12-23",18.790001
"765","2010-12-27",19.370001
"766","2010-12-28",19.08
"767","2010-12-29",19.75
"768","2010-12-30",19.32
"769","2010-12-31",19.299999
"770","2011-01-03",19.23
"771","2011-01-04",18.799999
"772","2011-01-05",18.6
"773","2011-01-06",19.1
"774","2011-01-07",19.41
"775","2011-01-10",19.629999
"776","2011-01-11",19.620001
"777","2011-01-12",20.09
"778","2011-01-13",19.85
"779","2011-01-14",19.950001
"780","2011-01-18",19.950001
"781","2011-01-19",19.66
"782","2011-01-20",19.25
"783","2011-01-21",19.23
"784","2011-01-24",19.129999
"785","2011-01-25",19.43
"786","2011-01-26",19.85
"787","2011-01-27",19.940001
"788","2011-01-28",18.49
"789","2011-01-31",18.66
"790","2011-02-01",18.639999
"791","2011-02-02",18.459999
"792","2011-02-03",18.040001
"793","2011-02-04",18.07
"794","2011-02-07",18.620001
"795","2011-02-08",18.59
"796","2011-02-09",18.639999
"797","2011-02-10",18.73
"798","2011-02-11",18.860001
"799","2011-02-14",18.74
"800","2011-02-15",18.75
"801","2011-02-16",19
"802","2011-02-17",20.049999
"803","2011-02-18",20.450001
"804","2011-02-22",19.65
"805","2011-02-23",19
"806","2011-02-24",19.059999
"807","2011-02-25",19.700001
"808","2011-02-28",19.26
"809","2011-03-01",18.77
"810","2011-03-02",18.719999
"811","2011-03-03",19.219999
"812","2011-03-04",19.139999
"813","2011-03-07",19.02
"814","2011-03-08",19.139999
"815","2011-03-09",19.139999
"816","2011-03-10",18.52
"817","2011-03-11",18.43
"818","2011-03-14",18.360001
"819","2011-03-15",18.35
"820","2011-03-16",18.139999
"821","2011-03-17",18.51
"822","2011-03-18",19.059999
"823","2011-03-21",19.709999
"824","2011-03-22",19.42
"825","2011-03-23",18.950001
"826","2011-03-24",18.799999
"827","2011-03-25",19.02
"828","2011-03-28",18.530001
"829","2011-03-29",18.82
"830","2011-03-30",19.030001
"831","2011-03-31",19.02
"832","2011-04-01",19.02
"833","2011-04-04",19.030001
"834","2011-04-05",18.860001
"835","2011-04-06",19.030001
"836","2011-04-07",18.870001
"837","2011-04-08",18.370001
"838","2011-04-11",18.27
"839","2011-04-12",17.66
"840","2011-04-13",18.09
"841","2011-04-14",18.719999
"842","2011-04-15",18.24
"843","2011-04-18",17.870001
"844","2011-04-19",17.92
"845","2011-04-20",18.4
"846","2011-04-21",18.799999
"847","2011-04-25",18.799999
"848","2011-04-26",19.08
"849","2011-04-27",19.17
"850","2011-04-28",19.790001
"851","2011-04-29",19.67
"852","2011-05-02",19.58
"853","2011-05-03",19.219999
"854","2011-05-04",18.92
"855","2011-05-05",18.190001
"856","2011-05-06",17.950001
"857","2011-05-09",17.91
"858","2011-05-10",18.24
"859","2011-05-11",17.51
"860","2011-05-12",18.01
"861","2011-05-13",17.780001
"862","2011-05-16",17.790001
"863","2011-05-17",17.23
"864","2011-05-18",17.530001
"865","2011-05-19",17.549999
"866","2011-05-20",17.190001
"867","2011-05-23",16.77
"868","2011-05-24",16.83
"869","2011-05-25",17.01
"870","2011-05-26",17.41
"871","2011-05-27",17.48
"872","2011-05-31",18.23
"873","2011-06-01",16.73
"874","2011-06-02",16.68
"875","2011-06-03",16.309999
"876","2011-06-06",15.78
"877","2011-06-07",15.41
"878","2011-06-08",14.75
"879","2011-06-09",16.32
"880","2011-06-10",16
"881","2011-06-13",15.8
"882","2011-06-14",16.040001
"883","2011-06-15",16.01
"884","2011-06-16",16.08
"885","2011-06-17",16.110001
"886","2011-06-20",16.16
"887","2011-06-21",16.65
"888","2011-06-22",16.43
"889","2011-06-23",16.049999
"890","2011-06-24",16.059999
"891","2011-06-27",16.360001
"892","2011-06-28",16.440001
"893","2011-06-29",16.389999
"894","2011-06-30",16.43
"895","2011-07-01",16.66
"896","2011-07-05",16.889999
"897","2011-07-06",17.07
"898","2011-07-07",17.57
"899","2011-07-08",17.440001
"900","2011-07-11",16.4
"901","2011-07-12",16.68
"902","2011-07-13",17.120001
"903","2011-07-14",16.719999
"904","2011-07-15",16.870001
"905","2011-07-18",16.379999
"906","2011-07-19",17.129999
"907","2011-07-20",17.08
"908","2011-07-21",17.33
"909","2011-07-22",17.219999
"910","2011-07-25",16.98
"911","2011-07-26",16.66
"912","2011-07-27",16.34
"913","2011-07-28",16.450001
"914","2011-07-29",16.299999
"915","2011-08-01",16.1
"916","2011-08-02",15.78
"917","2011-08-03",14.97
"918","2011-08-04",14.78
"919","2011-08-05",14.03
"920","2011-08-08",12.23
"921","2011-08-09",12.74
"922","2011-08-10",11.85
"923","2011-08-11",12.2
"924","2011-08-12",12.18
"925","2011-08-15",12.87
"926","2011-08-16",12.61
"927","2011-08-17",12.45
"928","2011-08-18",11.55
"929","2011-08-19",11.64
"930","2011-08-22",11.35
"931","2011-08-23",11.53
"932","2011-08-24",11.83
"933","2011-08-25",11.45
"934","2011-08-26",11.75
"935","2011-08-29",12.43
"936","2011-08-30",12.51
"937","2011-08-31",12.59
"938","2011-09-01",12.12
"939","2011-09-02",11.43
"940","2011-09-06",11.27
"941","2011-09-07",12.09
"942","2011-09-08",11.71
"943","2011-09-09",11.35
"944","2011-09-12",11.33
"945","2011-09-13",11.63
"946","2011-09-14",11.85
"947","2011-09-15",12.11
"948","2011-09-16",11.62
"949","2011-09-19",11.7
"950","2011-09-20",11.64
"951","2011-09-21",11.01
"952","2011-09-22",10.39
"953","2011-09-23",10.85
"954","2011-09-26",11.04
"955","2011-09-27",11.67
"956","2011-09-28",10.96
"957","2011-09-29",11.38
"958","2011-09-30",10.91
"959","2011-10-03",10.07
"960","2011-10-04",11.17
"961","2011-10-05",11.46
"962","2011-10-06",11.74
"963","2011-10-07",10.74
"964","2011-10-10",11.41
"965","2011-10-11",11.6
"966","2011-10-12",12.15
"967","2011-10-13",11.87
"968","2011-10-14",12.13
"969","2011-10-17",11.48
"970","2011-10-18",12.22
"971","2011-10-19",11.81
"972","2011-10-20",11.81
"973","2011-10-21",12.42
"974","2011-10-24",13.06
"975","2011-10-25",12.31
"976","2011-10-26",12.59
"977","2011-10-27",13.58
"978","2011-10-28",13.53
"979","2011-10-31",13
"980","2011-11-01",12.08
