"","date","TZAC"
"409","2020-06-04",10.54
"410","2020-06-05",10.54
"411","2020-06-08",10.54
"412","2020-06-09",10.54
"413","2020-06-10",10.78
"414","2020-06-11",10.6
"415","2020-06-12",10.6
"416","2020-06-15",10.73
"417","2020-06-16",11
"418","2020-06-17",11
"419","2020-06-18",11
"420","2020-06-19",11.5
"421","2020-06-22",10.66
"422","2020-06-23",10.66
"423","2020-06-24",10.66
"424","2020-06-25",10.66
"425","2020-06-26",10.78
"426","2020-06-29",10.78
"427","2020-06-30",10.75
"428","2020-07-01",10.75
"429","2020-07-02",10.75
"430","2020-07-06",10.73
"431","2020-07-07",10.73
"432","2020-07-08",10.73
"433","2020-07-09",10.78
"434","2020-07-10",10.78
"435","2020-07-13",10.77
"436","2020-07-14",10.79
"437","2020-07-15",10.78
"438","2020-07-16",10.77
"439","2020-07-17",10.77
"440","2020-07-20",10.8
"441","2020-07-21",10.75
"442","2020-07-22",10.78
"443","2020-07-23",10.76
"444","2020-07-24",10.77
"445","2020-07-27",10.75
"446","2020-07-28",10.77
"447","2020-07-29",10.77
"448","2020-07-30",10.72
"449","2020-07-31",10.7
"450","2020-08-03",10.71
"451","2020-08-04",10.71
"452","2020-08-05",10.7
"453","2020-08-06",10.76
"454","2020-08-07",10.76
"455","2020-08-10",10.7
"456","2020-08-11",10.75
"457","2020-08-12",10.66
"458","2020-08-13",10.66
"459","2020-08-14",10.66
"460","2020-08-17",10.66
"461","2020-08-18",10.74
"462","2020-08-19",10.7
"463","2020-08-20",10.7
"464","2020-08-21",10.65
"465","2020-08-24",10.65
"466","2020-08-25",10.65
"467","2020-08-26",10.66
"468","2020-08-27",10.72
"469","2020-08-28",10.72
"470","2020-08-31",10.65
"471","2020-09-01",10.7
"472","2020-09-02",10.7
"473","2020-09-03",10.7
"474","2020-09-04",10.7
"475","2020-09-08",10.7
"476","2020-09-09",10.74
"477","2020-09-10",10.74
"478","2020-09-11",10.74
"479","2020-09-14",10.73
"480","2020-09-15",10.79
"481","2020-09-16",10.77
"482","2020-09-17",10.8
"483","2020-09-18",10.88
"484","2020-09-21",10.89
"485","2020-09-22",10.8
"486","2020-09-23",10.75
"487","2020-09-24",10.8
"488","2020-09-25",10.8
"489","2020-09-28",11.88
"490","2020-09-29",10.75
"491","2020-09-30",10.75
"492","2020-10-01",10.75
"493","2020-10-02",10.75
"494","2020-10-05",10.75
"495","2020-10-06",10.78
"496","2020-10-07",10.78
"497","2020-10-08",10.78
"498","2020-10-09",10.78
"499","2020-10-12",10.78
"500","2020-10-13",10.78
"501","2020-10-14",10.73
"502","2020-10-15",10.7
"503","2020-10-16",10.7
"504","2020-10-19",10.7
"505","2020-10-20",10.7
"506","2020-10-21",10.7
"507","2020-10-22",10.7
"508","2020-10-23",10.81
"509","2020-10-26",10.81
"510","2020-10-27",10.81
"511","2020-10-28",11.16
"512","2020-10-29",10.85
"513","2020-10-30",10.85
"514","2020-11-02",10.87
"515","2020-11-03",10.85
"516","2020-11-04",10.85
"517","2020-11-05",10.88
"518","2020-11-06",10.87
"519","2020-11-09",10.88
"520","2020-11-10",10.88
"521","2020-11-11",10.88
"522","2020-11-12",10.8
"523","2020-11-13",10.88
"524","2020-11-16",10.9
"525","2020-11-17",10.9
"526","2020-11-18",10.78
"527","2020-11-19",10.89
"528","2020-11-20",10.86
"529","2020-11-23",10.87
"530","2020-11-24",10.88
"531","2020-11-25",10.82
"532","2020-11-27",10.9
