"","date","IMTX"
"155","2019-07-25",9.99
"156","2019-07-26",9.99
"157","2019-07-29",9.99
"158","2019-07-30",9.99
"159","2019-07-31",9.99
"160","2019-08-01",9.99
"161","2019-08-02",10.02
"162","2019-08-05",10.02
"163","2019-08-06",10.02
"164","2019-08-07",10.02
"165","2019-08-08",10.02
"166","2019-08-09",10.12
"167","2019-08-12",10.12
"168","2019-08-13",10.16
"169","2019-08-14",10.16
"170","2019-08-15",10.18
"171","2019-08-16",10.18
"172","2019-08-19",10.19
"173","2019-08-20",10.19
"174","2019-08-21",10.19
"175","2019-08-22",10.19
"176","2019-08-23",10.19
"177","2019-08-26",10.17
"178","2019-08-27",10.17
"179","2019-08-28",10.17
"180","2019-08-29",10.19
"181","2019-08-30",10.19
"182","2019-09-03",10.19
"183","2019-09-04",10.19
"184","2019-09-05",10.19
"185","2019-09-06",10.19
"186","2019-09-09",10.19
"187","2019-09-10",10.17
"188","2019-09-11",10.2
"189","2019-09-12",10.2
"190","2019-09-13",10.2
"191","2019-09-16",10.21
"192","2019-09-17",10.21
"193","2019-09-18",10.2
"194","2019-09-19",10.2
"195","2019-09-20",10.2
"196","2019-09-23",10.25
"197","2019-09-24",10.25
"198","2019-09-25",10.25
"199","2019-09-26",10.25
"200","2019-09-27",10.25
"201","2019-09-30",10.31
"202","2019-10-01",10.27
"203","2019-10-02",10.27
"204","2019-10-03",10.27
"205","2019-10-04",10.22
"206","2019-10-07",10.22
"207","2019-10-08",10.27
"208","2019-10-09",10.27
"209","2019-10-10",10.27
"210","2019-10-11",10.27
"211","2019-10-14",10.27
"212","2019-10-15",10.23
"213","2019-10-16",10.23
"214","2019-10-17",10.24
"215","2019-10-18",10.16
"216","2019-10-21",10.18
"217","2019-10-22",10.18
"218","2019-10-23",10.22
"219","2019-10-24",10.21
"220","2019-10-25",10.24
"221","2019-10-28",10.27
"222","2019-10-29",10.25
"223","2019-10-30",10.25
"224","2019-10-31",10.2
"225","2019-11-01",10.27
"226","2019-11-04",10.27
"227","2019-11-05",10.27
"228","2019-11-06",10.28
"229","2019-11-07",10.27
"230","2019-11-08",10.25
"231","2019-11-11",10.25
"232","2019-11-12",10.25
"233","2019-11-13",10.25
"234","2019-11-14",10.26
"235","2019-11-15",10.26
"236","2019-11-18",10.26
"237","2019-11-19",10.3
"238","2019-11-20",10.3
"239","2019-11-21",10.3
"240","2019-11-22",10.3
"241","2019-11-25",10.2
"242","2019-11-26",10.2
"243","2019-11-27",10.29
"244","2019-11-29",10.33
"245","2019-12-02",10.3
"246","2019-12-03",10.84
"247","2019-12-04",10.58
"248","2019-12-05",10.4
"249","2019-12-06",10.315
"250","2019-12-09",10.315
"251","2019-12-10",10.315
"252","2019-12-11",10.315
"253","2019-12-12",10.315
"254","2019-12-13",10.315
"255","2019-12-16",10.315
"256","2019-12-17",10.32
"257","2019-12-18",10.34
"258","2019-12-19",10.35
"259","2019-12-20",10.45
"260","2019-12-23",10.45
"261","2019-12-24",10.4
"262","2019-12-26",10.4
"263","2019-12-27",10.4
"264","2019-12-30",10.4
"265","2019-12-31",10.4
"266","2020-01-02",10.4
"267","2020-01-03",10.618
"268","2020-01-06",10.618
"269","2020-01-07",10.618
"270","2020-01-08",10.57
"271","2020-01-09",10.57
"272","2020-01-10",10.58
"273","2020-01-13",10.58
"274","2020-01-14",10.55
"275","2020-01-15",10.55
"276","2020-01-16",10.6
"277","2020-01-17",10.6
"278","2020-01-21",10.6
"279","2020-01-22",10.675
"280","2020-01-23",10.6
"281","2020-01-24",10.61
"282","2020-01-27",10.578
"283","2020-01-28",10.6
"284","2020-01-29",10.413
"285","2020-01-30",10.69
"286","2020-01-31",10.699
"287","2020-02-03",10.629
"288","2020-02-04",10.506
"289","2020-02-05",10.7
"290","2020-02-06",10.7
"291","2020-02-07",10.7
"292","2020-02-10",10.7
"293","2020-02-11",10.6
"294","2020-02-12",10.6
"295","2020-02-13",10.78
"296","2020-02-14",10.79
"297","2020-02-18",10.79
"298","2020-02-19",10.84
"299","2020-02-20",10.85
"300","2020-02-21",10.84
"301","2020-02-24",10.84
"302","2020-02-25",10.786
"303","2020-02-26",10.76
"304","2020-02-27",10.76
"305","2020-02-28",10.68
"306","2020-03-02",10.68
"307","2020-03-03",10.588
"308","2020-03-04",10.588
"309","2020-03-05",10.588
"310","2020-03-06",10.588
"311","2020-03-09",10.588
"312","2020-03-10",10.588
"313","2020-03-11",10.51
"314","2020-03-12",10.25
"315","2020-03-13",10.2
"316","2020-03-16",9.841
"317","2020-03-17",10.25
"318","2020-03-18",10.14
"319","2020-03-19",10.15
"320","2020-03-20",10.2
"321","2020-03-23",9.99
"322","2020-03-24",10.08
"323","2020-03-25",10.16
"324","2020-03-26",10.23
"325","2020-03-27",10.25
"326","2020-03-30",10.3
"327","2020-03-31",10.18
"328","2020-04-01",10.25
"329","2020-04-02",10.25
"330","2020-04-03",10.35
"331","2020-04-06",10.35
"332","2020-04-07",10.35
"333","2020-04-08",10.35
"334","2020-04-09",10.4
"335","2020-04-13",10.4
"336","2020-04-14",10.4
"337","2020-04-15",10.4
"338","2020-04-16",10.3
"339","2020-04-17",10.44
"340","2020-04-20",10.52
"341","2020-04-21",10.551
"342","2020-04-22",10.6
"343","2020-04-23",10.6
"344","2020-04-24",10.6
"345","2020-04-27",10.53
"346","2020-04-28",10.61
"347","2020-04-29",10.74
"348","2020-04-30",10.67
"349","2020-05-01",10.75
"350","2020-05-04",10.7
"351","2020-05-05",10.7
"352","2020-05-06",10.57
"353","2020-05-07",10.74
"354","2020-05-08",10.74
"355","2020-05-11",10.7
"356","2020-05-12",10.6
"357","2020-05-13",10.605
"358","2020-05-14",10.89
"359","2020-05-15",10.78
"360","2020-05-18",10.81
"361","2020-05-19",10.9
"362","2020-05-20",10.91
"363","2020-05-21",11
"364","2020-05-22",10.99
"365","2020-05-26",11
"366","2020-05-27",10.95
"367","2020-05-28",11
"368","2020-05-29",13.4
"369","2020-06-01",14
"370","2020-06-02",13.99
"371","2020-06-03",14.3
"372","2020-06-04",13.55
"373","2020-06-05",13.86
"374","2020-06-08",14.19
"375","2020-06-09",14.4
"376","2020-06-10",14.4
"377","2020-06-11",13.49
"378","2020-06-12",13.4
"379","2020-06-15",12.99
"380","2020-06-16",13.75
"381","2020-06-17",14.16
"382","2020-06-18",14.05
"383","2020-06-19",15.46
"384","2020-06-22",17
"385","2020-06-23",16.799999
"386","2020-06-24",15.55
"387","2020-06-25",15.87
"388","2020-06-26",16.77
"389","2020-06-29",16.02
"390","2020-06-30",15.74
"391","2020-07-01",15.15
"392","2020-07-02",15.05
"393","2020-07-06",14.4
"394","2020-07-07",14.45
"395","2020-07-08",13.5
"396","2020-07-09",13.41
"397","2020-07-10",12.65
"398","2020-07-13",11.58
"399","2020-07-14",11.3
"400","2020-07-15",11.23
"401","2020-07-16",11.07
"402","2020-07-17",10.46
"403","2020-07-20",10.84
"404","2020-07-21",10.59
"405","2020-07-22",10.73
"406","2020-07-23",11.24
"407","2020-07-24",10.57
"408","2020-07-27",10.12
"409","2020-07-28",10
"410","2020-07-29",10.59
"411","2020-07-30",11.1
"412","2020-07-31",11.35
"413","2020-08-03",11.59
"414","2020-08-04",11.2
"415","2020-08-05",11.01
"416","2020-08-06",11.06
"417","2020-08-07",11.06
"418","2020-08-10",10.99
"419","2020-08-11",10.61
"420","2020-08-12",10.65
"421","2020-08-13",10.37
"422","2020-08-14",9.95
"423","2020-08-17",9.95
"424","2020-08-18",9.7
"425","2020-08-19",9.92
"426","2020-08-20",9.91
"427","2020-08-21",9.86
"428","2020-08-24",10.05
"429","2020-08-25",10.07
"430","2020-08-26",10.2
"431","2020-08-27",9.65
"432","2020-08-28",9.68
"433","2020-08-31",9.38
"434","2020-09-01",9.19
"435","2020-09-02",9.25
"436","2020-09-03",8.9
"437","2020-09-04",9.4
"438","2020-09-08",8.73
"439","2020-09-09",8.98
"440","2020-09-10",9.15
"441","2020-09-11",9.12
"442","2020-09-14",9.16
"443","2020-09-15",8.98
"444","2020-09-16",8.92
"445","2020-09-17",8.82
"446","2020-09-18",9.19
"447","2020-09-21",9.14
"448","2020-09-22",9.24
"449","2020-09-23",9.26
"450","2020-09-24",9.26
"451","2020-09-25",10.13
"452","2020-09-28",9.82
"453","2020-09-29",10.55
"454","2020-09-30",10.61
"455","2020-10-01",11.37
"456","2020-10-02",10.78
"457","2020-10-05",10.88
"458","2020-10-06",11.15
"459","2020-10-07",11.1
"460","2020-10-08",11.35
"461","2020-10-09",11.73
"462","2020-10-12",12.05
"463","2020-10-13",11.71
"464","2020-10-14",11.36
"465","2020-10-15",11.38
"466","2020-10-16",11.37
"467","2020-10-19",11.57
"468","2020-10-20",11.38
"469","2020-10-21",11.3
"470","2020-10-22",11.19
"471","2020-10-23",11.28
"472","2020-10-26",11.19
"473","2020-10-27",11.08
"474","2020-10-28",10.96
"475","2020-10-29",10.82
"476","2020-10-30",10.38
"477","2020-11-02",10.05
"478","2020-11-03",9.96
"479","2020-11-04",9.98
"480","2020-11-05",10.04
"481","2020-11-06",9.92
"482","2020-11-09",9.9
"483","2020-11-10",10
"484","2020-11-11",10.1
"485","2020-11-12",10.09
"486","2020-11-13",9.95
"487","2020-11-16",10.5
"488","2020-11-17",10.49
"489","2020-11-18",10.27
"490","2020-11-19",10.46
"491","2020-11-20",10.5
"492","2020-11-23",10.69
"493","2020-11-24",10.25
"494","2020-11-25",10.26
"495","2020-11-27",10.28
