"","date","ONTO"
"114","2020-04-09",32.110001
"115","2020-04-13",31.18
"116","2020-04-14",32.830002
"117","2020-04-15",31.690001
"118","2020-04-16",33.029999
"119","2020-04-17",33.889999
"120","2020-04-20",32.52
"121","2020-04-21",30.9
"122","2020-04-22",32.709999
"123","2020-04-23",31.9
"124","2020-04-24",32.439999
"125","2020-04-27",33.360001
"126","2020-04-28",33.639999
"127","2020-04-29",35.939999
"128","2020-04-30",32.459999
"129","2020-05-01",30.52
"130","2020-05-04",30.450001
"131","2020-05-05",31.09
"132","2020-05-06",30.719999
"133","2020-05-07",31.57
"134","2020-05-08",33.279999
"135","2020-05-11",32.259998
"136","2020-05-12",31.34
"137","2020-05-13",30.379999
"138","2020-05-14",31.67
"139","2020-05-15",30.790001
"140","2020-05-18",32.810001
"141","2020-05-19",32.66
"142","2020-05-20",33.580002
"143","2020-05-21",32.080002
"144","2020-05-22",31.790001
"145","2020-05-26",32.549999
"146","2020-05-27",33.049999
"147","2020-05-28",31.66
"148","2020-05-29",31.08
"149","2020-06-01",31.200001
"150","2020-06-02",30.84
"151","2020-06-03",32.630001
"152","2020-06-04",34.400002
"153","2020-06-05",35.029999
"154","2020-06-08",34.470001
"155","2020-06-09",35.98
"156","2020-06-10",35.25
"157","2020-06-11",32.759998
"158","2020-06-12",33.540001
"159","2020-06-15",33.869999
"160","2020-06-16",34.98
"161","2020-06-17",34.82
"162","2020-06-18",34.23
"163","2020-06-19",33.950001
"164","2020-06-22",33.830002
"165","2020-06-23",33.580002
"166","2020-06-24",33.279999
"167","2020-06-25",34.450001
"168","2020-06-26",33
"169","2020-06-29",33.689999
"170","2020-06-30",34.040001
"171","2020-07-01",32.75
"172","2020-07-02",34.110001
"173","2020-07-06",35.099998
"174","2020-07-07",35.02
"175","2020-07-08",35.32
"176","2020-07-09",35.52
"177","2020-07-10",35.43
"178","2020-07-13",34.380001
"179","2020-07-14",34.75
"180","2020-07-15",34.57
"181","2020-07-16",33.939999
"182","2020-07-17",34.650002
"183","2020-07-20",35.5
"184","2020-07-21",35.650002
"185","2020-07-22",35.830002
"186","2020-07-23",36.580002
"187","2020-07-24",34.57
"188","2020-07-27",35.860001
"189","2020-07-28",35.09
"190","2020-07-29",36.060001
"191","2020-07-30",37.630001
"192","2020-07-31",37.82
"193","2020-08-03",39.290001
"194","2020-08-04",38.669998
"195","2020-08-05",38.610001
"196","2020-08-06",36.360001
"197","2020-08-07",35.130001
"198","2020-08-10",33.98
"199","2020-08-11",34.009998
"200","2020-08-12",35.139999
"201","2020-08-13",34.720001
"202","2020-08-14",34.98
"203","2020-08-17",36.349998
"204","2020-08-18",34.849998
"205","2020-08-19",33.98
"206","2020-08-20",32.619999
"207","2020-08-21",32.540001
"208","2020-08-24",32.369999
"209","2020-08-25",32.560001
"210","2020-08-26",32.25
"211","2020-08-27",31.68
"212","2020-08-28",32.02
"213","2020-08-31",31.24
"214","2020-09-01",32.060001
"215","2020-09-02",33.18
"216","2020-09-03",32.16
"217","2020-09-04",30.92
"218","2020-09-08",29.25
"219","2020-09-09",29.51
"220","2020-09-10",28.700001
"221","2020-09-11",28.33
"222","2020-09-14",29
"223","2020-09-15",28.860001
"224","2020-09-16",29.09
"225","2020-09-17",29.48
"226","2020-09-18",29.5
"227","2020-09-21",29.01
"228","2020-09-22",28.889999
"229","2020-09-23",28.459999
"230","2020-09-24",28.719999
"231","2020-09-25",28.719999
"232","2020-09-28",29.76
"233","2020-09-29",29.940001
"234","2020-09-30",29.780001
"235","2020-10-01",30.879999
"236","2020-10-02",30.290001
"237","2020-10-05",30.93
"238","2020-10-06",30.99
"239","2020-10-07",31.57
"240","2020-10-08",32.880001
"241","2020-10-09",34.459999
"242","2020-10-12",35.119999
"243","2020-10-13",35.360001
"244","2020-10-14",34.279999
"245","2020-10-15",33.98
"246","2020-10-16",34.009998
"247","2020-10-19",33.82
"248","2020-10-20",33.560001
"249","2020-10-21",34.080002
"250","2020-10-22",34.43
"251","2020-10-23",34.169998
"252","2020-10-26",33.25
"253","2020-10-27",32.259998
"254","2020-10-28",31.48
"255","2020-10-29",32.849998
"256","2020-10-30",32.07
"257","2020-11-02",32.959999
"258","2020-11-03",34.830002
"259","2020-11-04",35.790001
"260","2020-11-05",37.509998
"261","2020-11-06",37.599998
"262","2020-11-09",39.639999
"263","2020-11-10",39.619999
"264","2020-11-11",40.130001
"265","2020-11-12",39.450001
"266","2020-11-13",40.490002
"267","2020-11-16",42.580002
"268","2020-11-17",42.099998
"269","2020-11-18",42
"270","2020-11-19",41.540001
"271","2020-11-20",41.720001
"272","2020-11-23",43.110001
"273","2020-11-24",44.580002
"274","2020-11-25",43.689999
"275","2020-11-27",44.849998
