"","date","AMTB"
"288","2019-12-10",21.700001
"289","2019-12-11",22
"290","2019-12-12",22.389999
"291","2019-12-13",22.5
"292","2019-12-16",23.02
"293","2019-12-17",22.57
"294","2019-12-18",22.15
"295","2019-12-19",22.360001
"296","2019-12-20",22
"297","2019-12-23",21.83
"298","2019-12-24",21.690001
"299","2019-12-26",21.950001
"300","2019-12-27",21.75
"301","2019-12-30",21.940001
"302","2019-12-31",21.790001
"303","2020-01-02",21.6
"304","2020-01-03",21.32
"305","2020-01-06",20.959999
"306","2020-01-07",20.620001
"307","2020-01-08",20.67
"308","2020-01-09",20.91
"309","2020-01-10",20.629999
"310","2020-01-13",20.98
"311","2020-01-14",20.6
"312","2020-01-15",20.559999
"313","2020-01-16",20.389999
"314","2020-01-17",20.26
"315","2020-01-21",20.33
"316","2020-01-22",20.33
"317","2020-01-23",20.360001
"318","2020-01-24",20.15
"319","2020-01-27",19.610001
"320","2020-01-28",19.790001
"321","2020-01-29",19.700001
"322","2020-01-30",20.450001
"323","2020-01-31",18.629999
"324","2020-02-03",18.639999
"325","2020-02-04",19
"326","2020-02-05",19.59
"327","2020-02-06",19.27
"328","2020-02-07",18.52
"329","2020-02-10",19.27
"330","2020-02-11",19.209999
"331","2020-02-12",19.469999
"332","2020-02-13",19.49
"333","2020-02-14",19.299999
"334","2020-02-18",19.440001
"335","2020-02-19",19.52
"336","2020-02-20",19.440001
"337","2020-02-21",19.66
"338","2020-02-24",18.91
"339","2020-02-25",18.370001
"340","2020-02-26",18.48
"341","2020-02-27",17.77
"342","2020-02-28",18.459999
"343","2020-03-02",18.82
"344","2020-03-03",18.34
"345","2020-03-04",18.5
"346","2020-03-05",17.98
"347","2020-03-06",16.309999
"348","2020-03-09",14.14
"349","2020-03-10",15.36
"350","2020-03-11",14.5
"351","2020-03-12",13.55
"352","2020-03-13",14.72
"353","2020-03-16",11.83
"354","2020-03-17",14.12
"355","2020-03-18",12.16
"356","2020-03-19",14.47
"357","2020-03-20",14.71
"358","2020-03-23",15.1
"359","2020-03-24",15.52
"360","2020-03-25",15.17
"361","2020-03-26",15.7
"362","2020-03-27",14.48
"363","2020-03-30",15.3
"364","2020-03-31",15.39
"365","2020-04-01",13.23
"366","2020-04-02",13.66
"367","2020-04-03",13.62
"368","2020-04-06",14.23
"369","2020-04-07",14.17
"370","2020-04-08",14.45
"371","2020-04-09",14.75
"372","2020-04-13",14.29
"373","2020-04-14",14.04
"374","2020-04-15",12.36
"375","2020-04-16",12.34
"376","2020-04-17",12.49
"377","2020-04-20",12.15
"378","2020-04-21",11.91
"379","2020-04-22",12.18
"380","2020-04-23",12.42
"381","2020-04-24",12.42
"382","2020-04-27",12.44
"383","2020-04-28",13.6
"384","2020-04-29",14.49
"385","2020-04-30",13.52
"386","2020-05-01",13.27
"387","2020-05-04",13.32
"388","2020-05-05",12.4
"389","2020-05-06",11.55
"390","2020-05-07",11.43
"391","2020-05-08",11.85
"392","2020-05-11",11.31
"393","2020-05-12",10.76
"394","2020-05-13",11.31
"395","2020-05-14",10.64
"396","2020-05-15",10.93
"397","2020-05-18",12.94
"398","2020-05-19",12.05
"399","2020-05-20",12.12
"400","2020-05-21",11.86
"401","2020-05-22",11.65
"402","2020-05-26",12.49
"403","2020-05-27",12.95
"404","2020-05-28",12.65
"405","2020-05-29",13.04
"406","2020-06-01",12.76
"407","2020-06-02",12.9
"408","2020-06-03",13.45
"409","2020-06-04",15.01
"410","2020-06-05",15.94
"411","2020-06-08",16.26
"412","2020-06-09",16.82
"413","2020-06-10",15.53
"414","2020-06-11",13.39
"415","2020-06-12",14.34
"416","2020-06-15",15.13
"417","2020-06-16",15.8
"418","2020-06-17",15.23
"419","2020-06-18",15.65
"420","2020-06-19",15.94
"421","2020-06-22",16.07
"422","2020-06-23",16.379999
"423","2020-06-24",14.31
"424","2020-06-25",15.02
"425","2020-06-26",14.09
"426","2020-06-29",15
"427","2020-06-30",15.04
"428","2020-07-01",14.32
"429","2020-07-02",14.27
"430","2020-07-06",14.53
"431","2020-07-07",12.93
"432","2020-07-08",12.91
"433","2020-07-09",12.28
"434","2020-07-10",13.14
"435","2020-07-13",13.05
"436","2020-07-14",13
"437","2020-07-15",14.18
"438","2020-07-16",14.02
"439","2020-07-17",13.45
"440","2020-07-20",13.85
"441","2020-07-21",14.25
"442","2020-07-22",13.54
"443","2020-07-23",13.6
"444","2020-07-24",13.08
"445","2020-07-27",12.25
"446","2020-07-28",12.29
"447","2020-07-29",13.13
"448","2020-07-30",13.22
"449","2020-07-31",13.35
"450","2020-08-03",13.61
"451","2020-08-04",13.69
"452","2020-08-05",13.75
"453","2020-08-06",13.41
"454","2020-08-07",14.08
"455","2020-08-10",14.15
"456","2020-08-11",14.34
"457","2020-08-12",13.89
"458","2020-08-13",13.76
"459","2020-08-14",14.1
"460","2020-08-17",13.99
"461","2020-08-18",13.68
"462","2020-08-19",13.74
"463","2020-08-20",13.66
"464","2020-08-21",13.14
"465","2020-08-24",13.53
"466","2020-08-25",13.76
"467","2020-08-26",13.09
"468","2020-08-27",13.11
"469","2020-08-28",13.3
"470","2020-08-31",13.15
"471","2020-09-01",12.83
"472","2020-09-02",13.15
"473","2020-09-03",13.13
"474","2020-09-04",12.94
"475","2020-09-08",12.16
"476","2020-09-09",12.06
"477","2020-09-10",11.78
"478","2020-09-11",11.17
"479","2020-09-14",11.68
"480","2020-09-15",11.78
"481","2020-09-16",11.58
"482","2020-09-17",11.59
"483","2020-09-18",11.49
"484","2020-09-21",10.56
"485","2020-09-22",10.39
"486","2020-09-23",9.88
"487","2020-09-24",9.92
"488","2020-09-25",10.05
"489","2020-09-28",10.16
"490","2020-09-29",9.88
"491","2020-09-30",9.31
"492","2020-10-01",9.81
"493","2020-10-02",9.93
"494","2020-10-05",10.32
"495","2020-10-06",10.3
"496","2020-10-07",10.44
"497","2020-10-08",10.57
"498","2020-10-09",10.68
"499","2020-10-12",10.94
"500","2020-10-13",10.5
"501","2020-10-14",10.19
"502","2020-10-15",10.39
"503","2020-10-16",10.68
"504","2020-10-19",10.35
"505","2020-10-20",10.44
"506","2020-10-21",10.57
"507","2020-10-22",10.77
"508","2020-10-23",11.19
"509","2020-10-26",10.69
"510","2020-10-27",10.26
"511","2020-10-28",9.42
"512","2020-10-29",10.32
"513","2020-10-30",10.07
"514","2020-11-02",10.35
"515","2020-11-03",11
"516","2020-11-04",10.26
"517","2020-11-05",10.83
"518","2020-11-06",10.33
"519","2020-11-09",12.59
"520","2020-11-10",13.12
"521","2020-11-11",12.66
"522","2020-11-12",12.03
"523","2020-11-13",12.73
"524","2020-11-16",13.35
"525","2020-11-17",13.28
"526","2020-11-18",12.91
"527","2020-11-19",12.93
"528","2020-11-20",13
"529","2020-11-23",13.58
"530","2020-11-24",15.64
"531","2020-11-25",15.73
"532","2020-11-27",15.46
