"","date","ZKIN"
"100","2018-01-25",10.37
"101","2018-01-26",10
"102","2018-01-29",10.15
"103","2018-01-30",9.96
"104","2018-01-31",8.76
"105","2018-02-01",8.88
"106","2018-02-02",8.4
"107","2018-02-05",7.579
"108","2018-02-06",7.14
"109","2018-02-07",7.61
"110","2018-02-08",7.84
"111","2018-02-09",8.15
"112","2018-02-12",7.97
"113","2018-02-13",7.93
"114","2018-02-14",8.16
"115","2018-02-15",8.14
"116","2018-02-16",7.67
"117","2018-02-20",7.68
"118","2018-02-21",7.36
"119","2018-02-22",7.41
"120","2018-02-23",6.91
"121","2018-02-26",7.12
"122","2018-02-27",7.18
"123","2018-02-28",7.19
"124","2018-03-01",7.19
"125","2018-03-02",7.11
"126","2018-03-05",7.08
"127","2018-03-06",7.1
"128","2018-03-07",7.12
"129","2018-03-08",7.15
"130","2018-03-09",7.16
"131","2018-03-12",7.18
"132","2018-03-13",7.24
"133","2018-03-14",7.16
"134","2018-03-15",7.24
"135","2018-03-16",7.29
"136","2018-03-19",7.13
"137","2018-03-20",7.08
"138","2018-03-21",7.08
"139","2018-03-22",6.91
"140","2018-03-23",7.02
"141","2018-03-26",6.79
"142","2018-03-27",6.9
"143","2018-03-28",6.7
"144","2018-03-29",6.71
"145","2018-04-02",6.66
"146","2018-04-03",6.13
"147","2018-04-04",6.39
"148","2018-04-05",6.87
"149","2018-04-06",6.769
"150","2018-04-09",6.67
"151","2018-04-10",7
"152","2018-04-11",6.93
"153","2018-04-12",6.96
"154","2018-04-13",7.06
"155","2018-04-16",7.19
"156","2018-04-17",7
"157","2018-04-18",7.12
"158","2018-04-19",7
"159","2018-04-20",6.81
"160","2018-04-23",6.5
"161","2018-04-24",6.35
"162","2018-04-25",6.7
"163","2018-04-26",6.71
"164","2018-04-27",6.845
"165","2018-04-30",6.9
"166","2018-05-01",6.72
"167","2018-05-02",6.51
"168","2018-05-03",6.72
"169","2018-05-04",6.78
"170","2018-05-07",6.68
"171","2018-05-08",6.76
"172","2018-05-09",6.7
"173","2018-05-10",6.63
"174","2018-05-11",6.65
"175","2018-05-14",6.61
"176","2018-05-15",6.66
"177","2018-05-16",6.66
"178","2018-05-17",6.67
"179","2018-05-18",6.641
"180","2018-05-21",6.54
"181","2018-05-22",6.559
"182","2018-05-23",6.7
"183","2018-05-24",6.669
"184","2018-05-25",6.69
"185","2018-05-29",6.72
"186","2018-05-30",6.67
"187","2018-05-31",6.66
"188","2018-06-01",6.58
"189","2018-06-04",6.5
"190","2018-06-05",6.4
"191","2018-06-06",5.98
"192","2018-06-07",6.24
"193","2018-06-08",6.11
"194","2018-06-11",6.26
"195","2018-06-12",6.131
"196","2018-06-13",5.88
"197","2018-06-14",6.32
"198","2018-06-15",6.77
"199","2018-06-18",6.33
"200","2018-06-19",5.577
"201","2018-06-20",5.32
"202","2018-06-21",5.45
"203","2018-06-22",5.37
"204","2018-06-25",5.21
"205","2018-06-26",5.11
"206","2018-06-27",4.87
"207","2018-06-28",4.65
"208","2018-06-29",3.17
"209","2018-07-02",4.31
"210","2018-07-03",4
"211","2018-07-05",4.04
"212","2018-07-06",3.84
"213","2018-07-09",3.85
"214","2018-07-10",3.59
"215","2018-07-11",3.53
"216","2018-07-12",3.66
"217","2018-07-13",3.51
"218","2018-07-16",3.43
"219","2018-07-17",3.42
"220","2018-07-18",3.511
"221","2018-07-19",3.36
"222","2018-07-20",3.31
"223","2018-07-23",3.41
"224","2018-07-24",3.29
"225","2018-07-25",3.29
"226","2018-07-26",3.4
"227","2018-07-27",3.72
"228","2018-07-30",4.14
"229","2018-07-31",3.988
"230","2018-08-01",3.85
"231","2018-08-02",4.2
"232","2018-08-03",4.49
"233","2018-08-06",4.15
"234","2018-08-07",4.1
"235","2018-08-08",3.97
"236","2018-08-09",4.09
"237","2018-08-10",4.095
"238","2018-08-13",4.014
"239","2018-08-14",4.08
"240","2018-08-15",3.68
"241","2018-08-16",3.84
"242","2018-08-17",3.66
"243","2018-08-20",3.777
"244","2018-08-21",3.934
"245","2018-08-22",4.022
"246","2018-08-23",3.9
"247","2018-08-24",3.86
"248","2018-08-27",3.838
"249","2018-08-28",3.89
"250","2018-08-29",3.8
"251","2018-08-30",3.85
"252","2018-08-31",3.546
"253","2018-09-04",3.57
"254","2018-09-05",3.47
"255","2018-09-06",3.691
"256","2018-09-07",3.46
"257","2018-09-10",3.451
"258","2018-09-11",3.18
"259","2018-09-12",3.399
"260","2018-09-13",3.33
"261","2018-09-14",3.25
"262","2018-09-17",3.32
"263","2018-09-18",3.32
"264","2018-09-19",3
"265","2018-09-20",2.95
"266","2018-09-21",2.99
"267","2018-09-24",2.93
"268","2018-09-25",2.91
"269","2018-09-26",2.923
"270","2018-09-27",2.95
"271","2018-09-28",2.966
"272","2018-10-01",3.2
"273","2018-10-02",3.13
"274","2018-10-03",3.13
"275","2018-10-04",3.13
"276","2018-10-05",3.1
"277","2018-10-08",3.1
"278","2018-10-09",3.02
"279","2018-10-10",3.13
"280","2018-10-11",3.14
"281","2018-10-12",3.15
"282","2018-10-15",3.128
"283","2018-10-16",3.06
"284","2018-10-17",3.245
"285","2018-10-18",3.13
"286","2018-10-19",3.075
"287","2018-10-22",3.007
"288","2018-10-23",2.939
"289","2018-10-24",2.885
"290","2018-10-25",2.6
"291","2018-10-26",2.31
"292","2018-10-29",2.33
"293","2018-10-30",2.15
"294","2018-10-31",2.45
"295","2018-11-01",2.45
"296","2018-11-02",2.5
"297","2018-11-05",2.5
"298","2018-11-06",2.4
"299","2018-11-07",2.49
"300","2018-11-08",2.455
"301","2018-11-09",2.2
"302","2018-11-12",2.08
"303","2018-11-13",1.8
"304","2018-11-14",1.8
"305","2018-11-15",1.73
"306","2018-11-16",1.68
"307","2018-11-19",1.65
"308","2018-11-20",1.63
"309","2018-11-21",1.66
"310","2018-11-23",1.66
"311","2018-11-26",1.67
"312","2018-11-27",1.7
"313","2018-11-28",1.4
"314","2018-11-29",1.55
"315","2018-11-30",1.7
"316","2018-12-03",1.99
"317","2018-12-04",1.8
"318","2018-12-06",1.69
"319","2018-12-07",1.601
"320","2018-12-10",1.64
"321","2018-12-11",1.62
"322","2018-12-12",1.7
"323","2018-12-13",1.709
"324","2018-12-14",1.738
"325","2018-12-17",1.69
"326","2018-12-18",1.598
"327","2018-12-19",1.65
"328","2018-12-20",1.55
"329","2018-12-21",1.543
"330","2018-12-24",1.399
"331","2018-12-26",1.33
"332","2018-12-27",1.27
"333","2018-12-28",1.42
"334","2018-12-31",1.42
"335","2019-01-02",1.57
"336","2019-01-03",1.471
"337","2019-01-04",1.67
"338","2019-01-07",1.7
"339","2019-01-08",1.55
"340","2019-01-09",1.83
"341","2019-01-10",1.64
"342","2019-01-11",1.72
"343","2019-01-14",1.73
"344","2019-01-15",1.64
"345","2019-01-16",1.76
"346","2019-01-17",1.71
"347","2019-01-18",1.742
"348","2019-01-22",1.696
"349","2019-01-23",1.74
"350","2019-01-24",1.575
"351","2019-01-25",1.67
"352","2019-01-28",1.633
"353","2019-01-29",1.55
"354","2019-01-30",1.573
"355","2019-01-31",1.62
"356","2019-02-01",1.62
"357","2019-02-04",1.69
"358","2019-02-05",1.58
"359","2019-02-06",1.55
"360","2019-02-07",1.418
"361","2019-02-08",1.53
"362","2019-02-11",1.56
"363","2019-02-12",1.46
"364","2019-02-13",1.45
"365","2019-02-14",1.38
"366","2019-02-15",1.41
"367","2019-02-19",1.47
"368","2019-02-20",1.45
"369","2019-02-21",1.405
"370","2019-02-22",1.41
"371","2019-02-25",1.561
"372","2019-02-26",1.46
"373","2019-02-27",1.44
"374","2019-02-28",1.4
"375","2019-03-01",1.41
"376","2019-03-04",1.46
"377","2019-03-05",1.44
"378","2019-03-06",1.43
"379","2019-03-07",1.41
"380","2019-03-08",1.38
"381","2019-03-11",1.34
"382","2019-03-12",1.47
"383","2019-03-13",1.51
"384","2019-03-14",1.46
"385","2019-03-15",1.47
"386","2019-03-18",1.44
"387","2019-03-19",1.43
"388","2019-03-20",1.52
"389","2019-03-21",1.456
"390","2019-03-22",1.44
"391","2019-03-25",1.4
"392","2019-03-26",1.43
"393","2019-03-27",1.51
"394","2019-03-28",1.64
"395","2019-03-29",1.55
"396","2019-04-01",1.55
"397","2019-04-02",1.555
"398","2019-04-03",1.683
"399","2019-04-04",1.82
"400","2019-04-05",1.901
"401","2019-04-08",1.83
"402","2019-04-09",1.78
"403","2019-04-10",1.81
"404","2019-04-11",2
"405","2019-04-12",2.08
"406","2019-04-15",1.92
"407","2019-04-16",1.98
"408","2019-04-17",1.69
"409","2019-04-18",1.66
"410","2019-04-22",1.59
"411","2019-04-23",1.55
"412","2019-04-24",1.654
"413","2019-04-25",1.68
"414","2019-04-26",1.64
"415","2019-04-29",1.65
"416","2019-04-30",1.65
"417","2019-05-01",1.7
"418","2019-05-02",1.66
"419","2019-05-03",1.71
"420","2019-05-06",1.75
"421","2019-05-07",1.72
"422","2019-05-08",1.69
"423","2019-05-09",1.639
"424","2019-05-10",1.59
"425","2019-05-13",1.54
"426","2019-05-14",1.52
"427","2019-05-15",1.5
"428","2019-05-16",1.46
"429","2019-05-17",1.42
"430","2019-05-20",1.42
"431","2019-05-21",1.46
"432","2019-05-22",1.45
"433","2019-05-23",1.39
"434","2019-05-24",1.36
"435","2019-05-28",1.34
"436","2019-05-29",1.31
"437","2019-05-30",1.36
"438","2019-05-31",1.38
"439","2019-06-03",1.3
"440","2019-06-04",1.33
"441","2019-06-05",1.3
"442","2019-06-06",1.36
"443","2019-06-07",1.34
"444","2019-06-10",1.31
"445","2019-06-11",1.33
"446","2019-06-12",1.35
"447","2019-06-13",1.34
"448","2019-06-14",1.34
"449","2019-06-17",1.35
"450","2019-06-18",1.49
"451","2019-06-19",1.43
"452","2019-06-20",1.4
"453","2019-06-21",1.43
"454","2019-06-24",1.453
"455","2019-06-25",1.42
"456","2019-06-26",1.5
"457","2019-06-27",1.45
"458","2019-06-28",1.423
"459","2019-07-01",1.47
"460","2019-07-02",1.43
"461","2019-07-03",1.41
"462","2019-07-05",1.39
"463","2019-07-08",1.38
"464","2019-07-09",1.42
"465","2019-07-10",1.38
"466","2019-07-11",1.4
"467","2019-07-12",1.39
"468","2019-07-15",1.4
"469","2019-07-16",1.38
"470","2019-07-17",1.327
"471","2019-07-18",1.3
"472","2019-07-19",1.293
"473","2019-07-22",1.31
"474","2019-07-23",1.33
"475","2019-07-24",1.31
"476","2019-07-25",1.32
"477","2019-07-26",1.3
"478","2019-07-29",1.29
"479","2019-07-30",1.28
"480","2019-07-31",1.26
"481","2019-08-01",1.21
"482","2019-08-02",1.22
"483","2019-08-05",1.13
"484","2019-08-06",1.1
"485","2019-08-07",1.07
"486","2019-08-08",1.16
"487","2019-08-09",1.22
"488","2019-08-12",1.35
"489","2019-08-13",1.4
"490","2019-08-14",1.38
"491","2019-08-15",1.3
"492","2019-08-16",1.31
"493","2019-08-19",1.35
"494","2019-08-20",1.313
"495","2019-08-21",1.336
"496","2019-08-22",1.32
"497","2019-08-23",1.38
"498","2019-08-26",1.375
"499","2019-08-27",1.4
"500","2019-08-28",1.5
"501","2019-08-29",1.45
"502","2019-08-30",1.52
"503","2019-09-03",1.5
"504","2019-09-04",1.57
"505","2019-09-05",1.57
"506","2019-09-06",1.67
"507","2019-09-09",1.641
"508","2019-09-10",1.67
"509","2019-09-11",1.76
"510","2019-09-12",1.74
"511","2019-09-13",1.86
"512","2019-09-16",1.72
"513","2019-09-17",1.87
"514","2019-09-18",1.53
"515","2019-09-19",1.55
"516","2019-09-20",1.46
"517","2019-09-23",1.31
"518","2019-09-24",1.33
"519","2019-09-25",1.3
"520","2019-09-26",1.297
"521","2019-09-27",1.31
"522","2019-09-30",1.23
"523","2019-10-01",1.15
"524","2019-10-02",1.15
"525","2019-10-03",1.105
"526","2019-10-04",1.18
"527","2019-10-07",1.18
"528","2019-10-08",1.2
"529","2019-10-09",1.18
"530","2019-10-10",1.31
"531","2019-10-11",1.27
"532","2019-10-14",1.25
"533","2019-10-15",1.3
"534","2019-10-16",1.27
"535","2019-10-17",1.25
"536","2019-10-18",1.18
"537","2019-10-21",1.2
"538","2019-10-22",1.26
"539","2019-10-23",1.22
"540","2019-10-24",1.23
"541","2019-10-25",1.25
"542","2019-10-28",1.34
"543","2019-10-29",1.3
"544","2019-10-30",1.31
"545","2019-10-31",1.27
"546","2019-11-01",1.253
"547","2019-11-04",1.29
"548","2019-11-05",1.28
"549","2019-11-06",1.27
"550","2019-11-07",1.2
"551","2019-11-08",1.23
"552","2019-11-11",1.21
"553","2019-11-12",1.186
"554","2019-11-13",1.2
"555","2019-11-14",1.21
"556","2019-11-15",1.2
"557","2019-11-18",1.22
"558","2019-11-19",1.21
"559","2019-11-20",1.203
"560","2019-11-21",1.2
"561","2019-11-22",1.17
"562","2019-11-25",1.15
"563","2019-11-26",1.2
"564","2019-11-27",1.21
"565","2019-11-29",1.278
"566","2019-12-02",1.27
"567","2019-12-03",1.25
"568","2019-12-04",1.23
"569","2019-12-05",1.29
"570","2019-12-06",1.28
"571","2019-12-09",1.29
"572","2019-12-10",1.261
"573","2019-12-11",1.31
"574","2019-12-12",1.31
"575","2019-12-13",1.281
"576","2019-12-16",1.28
"577","2019-12-17",1.29
"578","2019-12-18",1.33
"579","2019-12-19",1.33
"580","2019-12-20",1.26
"581","2019-12-23",1.31
"582","2019-12-24",1.32
"583","2019-12-26",1.31
"584","2019-12-27",1.29
"585","2019-12-30",1.291
"586","2019-12-31",1.29
"587","2020-01-02",1.33
"588","2020-01-03",1.485
"589","2020-01-06",1.46
"590","2020-01-07",1.48
"591","2020-01-08",1.58
"592","2020-01-09",1.64
"593","2020-01-10",1.654
"594","2020-01-13",1.6
"595","2020-01-14",1.565
"596","2020-01-15",1.71
"597","2020-01-16",1.685
"598","2020-01-17",1.68
"599","2020-01-21",1.655
"600","2020-01-22",1.65
"601","2020-01-23",1.71
"602","2020-01-24",1.688
"603","2020-01-27",1.61
"604","2020-01-28",1.59
"605","2020-01-29",1.63
"606","2020-01-30",1.53
"607","2020-01-31",1.5
"608","2020-02-03",1.324
"609","2020-02-04",1.23
"610","2020-02-05",1.26
"611","2020-02-06",1.265
"612","2020-02-07",1.26
"613","2020-02-10",1.243
"614","2020-02-11",1.34
"615","2020-02-12",1.32
"616","2020-02-13",1.33
"617","2020-02-14",1.403
"618","2020-02-18",1.19
"619","2020-02-19",1.27
"620","2020-02-20",1.242
"621","2020-02-21",1.227
"622","2020-02-24",1.2
"623","2020-02-25",1.165
"624","2020-02-26",1.127
"625","2020-02-27",1.101
"626","2020-02-28",1.04
"627","2020-03-02",1.09
"628","2020-03-03",1.1
"629","2020-03-04",1.11
"630","2020-03-05",1.08
"631","2020-03-06",1.01
"632","2020-03-09",0.955
"633","2020-03-10",0.932
"634","2020-03-11",0.88
"635","2020-03-12",0.86
"636","2020-03-13",0.802
"637","2020-03-16",0.72
"638","2020-03-17",0.781
"639","2020-03-18",0.766
"640","2020-03-19",0.69
"641","2020-03-20",0.72
"642","2020-03-23",0.73
"643","2020-03-24",0.73
"644","2020-03-25",0.75
"645","2020-03-26",0.88
"646","2020-03-27",0.823
"647","2020-03-30",0.823
"648","2020-03-31",0.88
"649","2020-04-01",0.837
"650","2020-04-02",0.83
"651","2020-04-03",0.827
"652","2020-04-06",0.84
"653","2020-04-07",0.86
"654","2020-04-08",0.831
"655","2020-04-09",1
"656","2020-04-13",1.17
"657","2020-04-14",1.1
"658","2020-04-15",1.11
"659","2020-04-16",1.09
"660","2020-04-17",1.05
"661","2020-04-20",1.1
"662","2020-04-21",1.102
"663","2020-04-22",1.09
"664","2020-04-23",1.174
"665","2020-04-24",1.21
"666","2020-04-27",1.19
"667","2020-04-28",1.18
"668","2020-04-29",1.19
"669","2020-04-30",1.16
"670","2020-05-01",1.12
"671","2020-05-04",1.12
"672","2020-05-05",1.11
"673","2020-05-06",1.14
"674","2020-05-07",1.13
"675","2020-05-08",1.14
"676","2020-05-11",1.44
"677","2020-05-12",1.54
"678","2020-05-13",1.31
"679","2020-05-14",1.28
"680","2020-05-15",1.18
"681","2020-05-18",1.19
"682","2020-05-19",1.21
"683","2020-05-20",1.25
"684","2020-05-21",1.25
"685","2020-05-22",1.21
"686","2020-05-26",1.16
"687","2020-05-27",1.14
"688","2020-05-28",1.12
"689","2020-05-29",1.08
"690","2020-06-01",1.16
"691","2020-06-02",1.162
"692","2020-06-03",1.155
"693","2020-06-04",1.12
"694","2020-06-05",1.177
"695","2020-06-08",1.2
"696","2020-06-09",1.21
"697","2020-06-10",1.27
"698","2020-06-11",1.34
"699","2020-06-12",1.65
"700","2020-06-15",1.65
"701","2020-06-16",1.52
"702","2020-06-17",1.44
"703","2020-06-18",1.45
"704","2020-06-19",1.43
"705","2020-06-22",1.418
"706","2020-06-23",1.44
"707","2020-06-24",1.47
"708","2020-06-25",1.46
"709","2020-06-26",1.438
"710","2020-06-29",1.4
"711","2020-06-30",1.415
"712","2020-07-01",1.38
"713","2020-07-02",1.38
"714","2020-07-06",1.41
"715","2020-07-07",1.4
"716","2020-07-08",1.42
"717","2020-07-09",1.445
"718","2020-07-10",1.435
"719","2020-07-13",1.42
"720","2020-07-14",1.43
"721","2020-07-15",1.445
"722","2020-07-16",1.435
"723","2020-07-17",1.455
"724","2020-07-20",1.51
"725","2020-07-21",1.483
"726","2020-07-22",1.575
"727","2020-07-23",1.55
"728","2020-07-24",1.48
"729","2020-07-27",1.45
"730","2020-07-28",1.46
"731","2020-07-29",1.45
"732","2020-07-30",1.33
"733","2020-07-31",1.29
"734","2020-08-03",1.32
"735","2020-08-04",1.32
"736","2020-08-05",1.32
"737","2020-08-06",1.31
"738","2020-08-07",1.312
"739","2020-08-10",1.28
"740","2020-08-11",1.28
"741","2020-08-12",1.3
"742","2020-08-13",1.29
"743","2020-08-14",1.31
"744","2020-08-17",1.3
"745","2020-08-18",1.36
"746","2020-08-19",1.3
"747","2020-08-20",1.3
"748","2020-08-21",1.19
"749","2020-08-24",1.16
"750","2020-08-25",1.18
"751","2020-08-26",1.205
"752","2020-08-27",1.15
"753","2020-08-28",1.14
"754","2020-08-31",1.155
"755","2020-09-01",1.07
"756","2020-09-02",1.1
"757","2020-09-03",1.08
"758","2020-09-04",1.07
"759","2020-09-08",1.18
"760","2020-09-09",1.2
"761","2020-09-10",1.21
"762","2020-09-11",1.24
"763","2020-09-14",1.3
"764","2020-09-15",1.35
"765","2020-09-16",1.37
"766","2020-09-17",1.39
"767","2020-09-18",1.36
"768","2020-09-21",1.34
"769","2020-09-22",1.325
"770","2020-09-23",1.33
"771","2020-09-24",1.26
"772","2020-09-25",1.31
"773","2020-09-28",1.3
"774","2020-09-29",1.3
"775","2020-09-30",1.2
"776","2020-10-01",1.25
"777","2020-10-02",1.285
"778","2020-10-05",1.29
"779","2020-10-06",1.41
"780","2020-10-07",1.41
"781","2020-10-08",1.387
"782","2020-10-09",1.4
"783","2020-10-12",1.38
"784","2020-10-13",1.47
"785","2020-10-14",1.35
"786","2020-10-15",1.41
"787","2020-10-16",1.39
"788","2020-10-19",1.44
"789","2020-10-20",1.52
"790","2020-10-21",1.56
"791","2020-10-22",1.634
"792","2020-10-23",1.58
"793","2020-10-26",1.51
"794","2020-10-27",1.56
"795","2020-10-28",1.49
"796","2020-10-29",1.51
"797","2020-10-30",1.5
"798","2020-11-02",1.62
"799","2020-11-03",1.7
"800","2020-11-04",1.8
"801","2020-11-05",1.75
"802","2020-11-06",1.76
"803","2020-11-09",1.79
"804","2020-11-10",1.79
"805","2020-11-11",1.655
"806","2020-11-12",1.66
"807","2020-11-13",1.675
"808","2020-11-16",1.76
"809","2020-11-17",1.72
"810","2020-11-18",1.665
"811","2020-11-19",1.6
"812","2020-11-20",1.64
"813","2020-11-23",1.7
"814","2020-11-24",1.75
"815","2020-11-25",2.28
"816","2020-11-27",2.22
