"","date","OSS"
"81","2018-05-29",4.4
"82","2018-05-30",4.58
"83","2018-05-31",4.59
"84","2018-06-01",4.6
"85","2018-06-04",4.6
"86","2018-06-05",4.6
"87","2018-06-06",4.69
"88","2018-06-07",4.45
"89","2018-06-08",4.52
"90","2018-06-11",4.51
"91","2018-06-12",4.55
"92","2018-06-13",4.497
"93","2018-06-14",4.43
"94","2018-06-15",4.82
"95","2018-06-18",4.99
"96","2018-06-19",4.7
"97","2018-06-20",4.5
"98","2018-06-21",4.43
"99","2018-06-22",4.44
"100","2018-06-25",4.39
"101","2018-06-26",4.38
"102","2018-06-27",4.4
"103","2018-06-28",4.45
"104","2018-06-29",4.18
"105","2018-07-02",4.089
"106","2018-07-03",4.15
"107","2018-07-05",4.17
"108","2018-07-06",4.17
"109","2018-07-09",4.47
"110","2018-07-10",4.62
"111","2018-07-11",4.7
"112","2018-07-12",4.61
"113","2018-07-13",4.74
"114","2018-07-16",4.59
"115","2018-07-17",4.61
"116","2018-07-18",4.51
"117","2018-07-19",4.39
"118","2018-07-20",4.46
"119","2018-07-23",4.41
"120","2018-07-24",4.27
"121","2018-07-25",4.46
"122","2018-07-26",4.3
"123","2018-07-27",4.29
"124","2018-07-30",4.2
"125","2018-07-31",4.15
"126","2018-08-01",4.13
"127","2018-08-02",4.18
"128","2018-08-03",4.17
"129","2018-08-06",4.2
"130","2018-08-07",4.1
"131","2018-08-08",4.08
"132","2018-08-09",4.08
"133","2018-08-10",4.13
"134","2018-08-13",4.1
"135","2018-08-14",4.1
"136","2018-08-15",4.09
"137","2018-08-16",3.69
"138","2018-08-17",3.9
"139","2018-08-20",3.8
"140","2018-08-21",4
"141","2018-08-22",3.9
"142","2018-08-23",3.8
"143","2018-08-24",3.8
"144","2018-08-27",3.78
"145","2018-08-28",4.12
"146","2018-08-29",3.645
"147","2018-08-30",3.5
"148","2018-08-31",3.63
"149","2018-09-04",3.5
"150","2018-09-05",3.74
"151","2018-09-06",3.62
"152","2018-09-07",3.62
"153","2018-09-10",3.64
"154","2018-09-11",3.48
"155","2018-09-12",3.57
"156","2018-09-13",3.8
"157","2018-09-14",3.54
"158","2018-09-17",3.92
"159","2018-09-18",3.8
"160","2018-09-19",3.7
"161","2018-09-20",4.24
"162","2018-09-21",4.08
"163","2018-09-24",3.88
"164","2018-09-25",3.88
"165","2018-09-26",3.67
"166","2018-09-27",3.67
"167","2018-09-28",3.72
"168","2018-10-01",3.64
"169","2018-10-02",3.665
"170","2018-10-03",3.8
"171","2018-10-04",3.76
"172","2018-10-05",3.57
"173","2018-10-08",3.74
"174","2018-10-09",3.61
"175","2018-10-10",3.51
"176","2018-10-11",3.54
"177","2018-10-12",3.53
"178","2018-10-15",3.54
"179","2018-10-16",3.54
"180","2018-10-17",3.57
"181","2018-10-18",3.59
"182","2018-10-19",3.48
"183","2018-10-22",3.31
"184","2018-10-23",3.13
"185","2018-10-24",3.1
"186","2018-10-25",2.9
"187","2018-10-26",2.421
"188","2018-10-29",2.38
"189","2018-10-30",2.4
"190","2018-10-31",2.47
"191","2018-11-01",2.3
"192","2018-11-02",2.34
"193","2018-11-05",2.35
"194","2018-11-06",2.45
"195","2018-11-07",2.9
"196","2018-11-08",2.9
"197","2018-11-09",3.01
"198","2018-11-12",3.005
"199","2018-11-13",3.08
"200","2018-11-14",2.71
"201","2018-11-15",2.74
"202","2018-11-16",2.65
"203","2018-11-19",2.85
"204","2018-11-20",2.725
"205","2018-11-21",2.71
"206","2018-11-23",2.83
"207","2018-11-26",2.81
"208","2018-11-27",2.81
"209","2018-11-28",2.66
"210","2018-11-29",2.8
"211","2018-11-30",2.7
"212","2018-12-03",2.9
"213","2018-12-04",2.84
"214","2018-12-06",2.8
"215","2018-12-07",2.8
"216","2018-12-10",2.86
"217","2018-12-11",2.86
"218","2018-12-12",2.65
"219","2018-12-13",2.54
"220","2018-12-14",2.11
"221","2018-12-17",1.97
"222","2018-12-18",2.13
"223","2018-12-19",2.17
"224","2018-12-20",2.13
"225","2018-12-21",2.18
"226","2018-12-24",2.1
"227","2018-12-26",2.1
"228","2018-12-27",2.1
"229","2018-12-28",2.07
"230","2018-12-31",1.94
"231","2019-01-02",2.07
"232","2019-01-03",2.09
"233","2019-01-04",2.25
"234","2019-01-07",2.23
"235","2019-01-08",2.15
"236","2019-01-09",2.25
"237","2019-01-10",2.23
"238","2019-01-11",2.33
"239","2019-01-14",2.39
"240","2019-01-15",2.5
"241","2019-01-16",2.29
"242","2019-01-17",2.4
"243","2019-01-18",2.44
"244","2019-01-22",2.35
"245","2019-01-23",2.33
"246","2019-01-24",2.3
"247","2019-01-25",2.3
"248","2019-01-28",2.3
"249","2019-01-29",2.2
"250","2019-01-30",2.245
"251","2019-01-31",2.48
"252","2019-02-01",2.43
"253","2019-02-04",2.46
"254","2019-02-05",2.544
"255","2019-02-06",2.36
"256","2019-02-07",2.63
"257","2019-02-08",2.43
"258","2019-02-11",2.47
"259","2019-02-12",2.58
"260","2019-02-13",2.43
"261","2019-02-14",2.63
"262","2019-02-15",2.625
"263","2019-02-19",2.48
"264","2019-02-20",2.45
"265","2019-02-21",2.63
"266","2019-02-22",2.36
"267","2019-02-25",2.41
"268","2019-02-26",2.33
"269","2019-02-27",2.29
"270","2019-02-28",2.23
"271","2019-03-01",2.25
"272","2019-03-04",2.25
"273","2019-03-05",2.31
"274","2019-03-06",2.15
"275","2019-03-07",2.2
"276","2019-03-08",2.15
"277","2019-03-11",2.11
"278","2019-03-12",2.19
"279","2019-03-13",2.2
"280","2019-03-14",2.22
"281","2019-03-15",2.37
"282","2019-03-18",2.22
"283","2019-03-19",2.45
"284","2019-03-20",2.63
"285","2019-03-21",2.52
"286","2019-03-22",2.4
"287","2019-03-25",2.28
"288","2019-03-26",2.18
"289","2019-03-27",1.94
"290","2019-03-28",2.13
"291","2019-03-29",2.04
"292","2019-04-01",2.18
"293","2019-04-02",2.14
"294","2019-04-03",2.15
"295","2019-04-04",2.36
"296","2019-04-05",2.58
"297","2019-04-08",2.55
"298","2019-04-09",2.54
"299","2019-04-10",2.51
"300","2019-04-11",2.58
"301","2019-04-12",2.633
"302","2019-04-15",2.6
"303","2019-04-16",2.577
"304","2019-04-17",2.41
"305","2019-04-18",2.44
"306","2019-04-22",2.399
"307","2019-04-23",2.3
"308","2019-04-24",2.4
"309","2019-04-25",2.41
"310","2019-04-26",2.365
"311","2019-04-29",2.47
"312","2019-04-30",2.33
"313","2019-05-01",2.32
"314","2019-05-02",2.27
"315","2019-05-03",2.35
"316","2019-05-06",2.37
"317","2019-05-07",2.38
"318","2019-05-08",2.32
"319","2019-05-09",2.42
"320","2019-05-10",2.18
"321","2019-05-13",2.16
"322","2019-05-14",2.11
"323","2019-05-15",2.1
"324","2019-05-16",2.111
"325","2019-05-17",2
"326","2019-05-20",1.962
"327","2019-05-21",2.01
"328","2019-05-22",1.99
"329","2019-05-23",1.92
"330","2019-05-24",1.86
"331","2019-05-28",1.86
"332","2019-05-29",1.92
"333","2019-05-30",1.85
"334","2019-05-31",1.79
"335","2019-06-03",1.89
"336","2019-06-04",1.8
"337","2019-06-05",1.702
"338","2019-06-06",1.74
"339","2019-06-07",1.67
"340","2019-06-10",1.69
"341","2019-06-11",1.76
"342","2019-06-12",1.82
"343","2019-06-13",1.71
"344","2019-06-14",1.645
"345","2019-06-17",1.715
"346","2019-06-18",1.71
"347","2019-06-19",1.8
"348","2019-06-20",1.84
"349","2019-06-21",1.83
"350","2019-06-24",1.8
"351","2019-06-25",1.75
"352","2019-06-26",1.7
"353","2019-06-27",1.52
"354","2019-06-28",1.71
"355","2019-07-01",1.735
"356","2019-07-02",1.65
"357","2019-07-03",2.08
"358","2019-07-05",2.11
"359","2019-07-08",2.04
"360","2019-07-09",1.98
"361","2019-07-10",1.97
"362","2019-07-11",1.88
"363","2019-07-12",1.86
"364","2019-07-15",1.95
"365","2019-07-16",1.86
"366","2019-07-17",1.76
"367","2019-07-18",1.65
"368","2019-07-19",1.63
"369","2019-07-22",1.671
"370","2019-07-23",1.57
"371","2019-07-24",1.64
"372","2019-07-25",1.56
"373","2019-07-26",1.63
"374","2019-07-29",1.65
"375","2019-07-30",1.722
"376","2019-07-31",1.66
"377","2019-08-01",1.7
"378","2019-08-02",1.74
"379","2019-08-05",1.69
"380","2019-08-06",1.61
"381","2019-08-07",1.7
"382","2019-08-08",1.92
"383","2019-08-09",1.89
"384","2019-08-12",1.65
"385","2019-08-13",1.67
"386","2019-08-14",1.71
"387","2019-08-15",1.71
"388","2019-08-16",1.66
"389","2019-08-19",1.76
"390","2019-08-20",1.77
"391","2019-08-21",1.85
"392","2019-08-22",1.87
"393","2019-08-23",1.78
"394","2019-08-26",1.89
"395","2019-08-27",2.04
"396","2019-08-28",2.1
"397","2019-08-29",2.15
"398","2019-08-30",2.33
"399","2019-09-03",2.5
"400","2019-09-04",2.47
"401","2019-09-05",2.5
"402","2019-09-06",2.5
"403","2019-09-09",2.5
"404","2019-09-10",2.451
"405","2019-09-11",2.4
"406","2019-09-12",2.855
"407","2019-09-13",2.92
"408","2019-09-16",3
"409","2019-09-17",2.78
"410","2019-09-18",2.68
"411","2019-09-19",2.73
"412","2019-09-20",2.84
"413","2019-09-23",2.94
"414","2019-09-24",2.88
"415","2019-09-25",2.83
"416","2019-09-26",2.96
"417","2019-09-27",2.99
"418","2019-09-30",2.945
"419","2019-10-01",2.99
"420","2019-10-02",2.83
"421","2019-10-03",2.61
"422","2019-10-04",2.77
"423","2019-10-07",3.07
"424","2019-10-08",3
"425","2019-10-09",2.84
"426","2019-10-10",2.67
"427","2019-10-11",2.69
"428","2019-10-14",2.597
"429","2019-10-15",2.645
"430","2019-10-16",2.61
"431","2019-10-17",2.61
"432","2019-10-18",2.55
"433","2019-10-21",2.53
"434","2019-10-22",2.48
"435","2019-10-23",2.53
"436","2019-10-24",2.48
"437","2019-10-25",2.37
"438","2019-10-28",2.394
"439","2019-10-29",2.35
"440","2019-10-30",2.34
"441","2019-10-31",2.3
"442","2019-11-01",2.33
"443","2019-11-04",2.34
"444","2019-11-05",2.36
"445","2019-11-06",2.31
"446","2019-11-07",2.38
"447","2019-11-08",2.5
"448","2019-11-11",2.54
"449","2019-11-12",2.49
"450","2019-11-13",2.45
"451","2019-11-14",2.37
"452","2019-11-15",2.34
"453","2019-11-18",2.22
"454","2019-11-19",2.3
"455","2019-11-20",2.25
"456","2019-11-21",2.2
"457","2019-11-22",2.14
"458","2019-11-25",2.22
"459","2019-11-26",2.07
"460","2019-11-27",1.9
"461","2019-11-29",1.96
"462","2019-12-02",1.93
"463","2019-12-03",1.8
"464","2019-12-04",1.85
"465","2019-12-05",1.78
"466","2019-12-06",1.76
"467","2019-12-09",1.77
"468","2019-12-10",1.78
"469","2019-12-11",1.79
"470","2019-12-12",1.69
"471","2019-12-13",1.761
"472","2019-12-16",1.72
"473","2019-12-17",1.8
"474","2019-12-18",1.94
"475","2019-12-19",1.9
"476","2019-12-20",1.85
"477","2019-12-23",1.83
"478","2019-12-24",1.94
"479","2019-12-26",1.86
"480","2019-12-27",1.85
"481","2019-12-30",1.93
"482","2019-12-31",2.02
"483","2020-01-02",2.165
"484","2020-01-03",2.15
"485","2020-01-06",2.14
"486","2020-01-07",2.12
"487","2020-01-08",2.02
"488","2020-01-09",2.05
"489","2020-01-10",2.05
"490","2020-01-13",2.05
"491","2020-01-14",2.02
"492","2020-01-15",2.03
"493","2020-01-16",2.03
"494","2020-01-17",2.05
"495","2020-01-21",2.05
"496","2020-01-22",2.58
"497","2020-01-23",2.89
"498","2020-01-24",2.75
"499","2020-01-27",2.79
"500","2020-01-28",2.71
"501","2020-01-29",2.72
"502","2020-01-30",2.7
"503","2020-01-31",2.73
"504","2020-02-03",2.72
"505","2020-02-04",2.75
"506","2020-02-05",2.75
"507","2020-02-06",2.74
"508","2020-02-07",2.72
"509","2020-02-10",2.7
"510","2020-02-11",2.85
"511","2020-02-12",2.71
"512","2020-02-13",2.73
"513","2020-02-14",2.7
"514","2020-02-18",2.7
"515","2020-02-19",2.7
"516","2020-02-20",2.69
"517","2020-02-21",2.69
"518","2020-02-24",2.57
"519","2020-02-25",2.46
"520","2020-02-26",2.49
"521","2020-02-27",2.34
"522","2020-02-28",2.13
"523","2020-03-02",2.19
"524","2020-03-03",1.99
"525","2020-03-04",2.08
"526","2020-03-05",2
"527","2020-03-06",1.75
"528","2020-03-09",1.67
"529","2020-03-10",1.66
"530","2020-03-11",1.56
"531","2020-03-12",1.4
"532","2020-03-13",1.43
"533","2020-03-16",1.03
"534","2020-03-17",1.03
"535","2020-03-18",1
"536","2020-03-19",1.07
"537","2020-03-20",1.05
"538","2020-03-23",1.028
"539","2020-03-24",1.3
"540","2020-03-25",1.3
"541","2020-03-26",1.45
"542","2020-03-27",1.51
"543","2020-03-30",1.46
"544","2020-03-31",1.44
"545","2020-04-01",1.35
"546","2020-04-02",1.17
"547","2020-04-03",1.25
"548","2020-04-06",1.26
"549","2020-04-07",1.27
"550","2020-04-08",1.36
"551","2020-04-09",1.43
"552","2020-04-13",1.39
"553","2020-04-14",1.45
"554","2020-04-15",1.43
"555","2020-04-16",1.35
"556","2020-04-17",1.38
"557","2020-04-20",1.25
"558","2020-04-21",1.32
"559","2020-04-22",1.28
"560","2020-04-23",1.38
"561","2020-04-24",1.3
"562","2020-04-27",1.39
"563","2020-04-28",1.42
"564","2020-04-29",1.4
"565","2020-04-30",1.59
"566","2020-05-01",1.67
"567","2020-05-04",1.77
"568","2020-05-05",1.68
"569","2020-05-06",1.84
"570","2020-05-07",1.85
"571","2020-05-08",1.9
"572","2020-05-11",1.89
"573","2020-05-12",1.89
"574","2020-05-13",1.71
"575","2020-05-14",1.72
"576","2020-05-15",1.69
"577","2020-05-18",1.7
"578","2020-05-19",1.63
"579","2020-05-20",1.7
"580","2020-05-21",1.7
"581","2020-05-22",1.69
"582","2020-05-26",1.65
"583","2020-05-27",1.66
"584","2020-05-28",1.68
"585","2020-05-29",1.7
"586","2020-06-01",1.7
"587","2020-06-02",1.66
"588","2020-06-03",1.66
"589","2020-06-04",1.77
"590","2020-06-05",1.77
"591","2020-06-08",1.75
"592","2020-06-09",1.92
"593","2020-06-10",1.86
"594","2020-06-11",1.71
"595","2020-06-12",1.682
"596","2020-06-15",2
"597","2020-06-16",1.81
"598","2020-06-17",1.8
"599","2020-06-18",1.79
"600","2020-06-19",1.99
"601","2020-06-22",2.19
"602","2020-06-23",2.14
"603","2020-06-24",2.01
"604","2020-06-25",2.08
"605","2020-06-26",2
"606","2020-06-29",1.95
"607","2020-06-30",1.97
"608","2020-07-01",2
"609","2020-07-02",2
"610","2020-07-06",2.09
"611","2020-07-07",2
"612","2020-07-08",2
"613","2020-07-09",1.926
"614","2020-07-10",1.95
"615","2020-07-13",2.38
"616","2020-07-14",2.28
"617","2020-07-15",2.37
"618","2020-07-16",2.43
"619","2020-07-17",2.57
"620","2020-07-20",2.41
"621","2020-07-21",2.38
"622","2020-07-22",2.25
"623","2020-07-23",2.22
"624","2020-07-24",2.2
"625","2020-07-27",2.17
"626","2020-07-28",2.12
"627","2020-07-29",2.13
"628","2020-07-30",2.25
"629","2020-07-31",2.16
"630","2020-08-03",2.48
"631","2020-08-04",2.96
"632","2020-08-05",2.89
"633","2020-08-06",2.77
"634","2020-08-07",2.69
"635","2020-08-10",2.5
"636","2020-08-11",2.22
"637","2020-08-12",2.3
"638","2020-08-13",2.31
"639","2020-08-14",2.34
"640","2020-08-17",2.29
"641","2020-08-18",2.28
"642","2020-08-19",2.34
"643","2020-08-20",2.44
"644","2020-08-21",2.48
"645","2020-08-24",2.34
"646","2020-08-25",2.8
"647","2020-08-26",2.56
"648","2020-08-27",2.52
"649","2020-08-28",2.6
"650","2020-08-31",2.54
"651","2020-09-01",2.73
"652","2020-09-02",2.68
"653","2020-09-03",2.39
"654","2020-09-04",2.44
"655","2020-09-08",2.46
"656","2020-09-09",2.45
"657","2020-09-10",2.32
"658","2020-09-11",2.29
"659","2020-09-14",2.3
"660","2020-09-15",2.26
"661","2020-09-16",2.31
"662","2020-09-17",2.35
"663","2020-09-18",2.28
"664","2020-09-21",2.25
"665","2020-09-22",2.21
"666","2020-09-23",2.18
"667","2020-09-24",2.1
"668","2020-09-25",2.14
"669","2020-09-28",2.21
"670","2020-09-29",2.13
"671","2020-09-30",2.1
"672","2020-10-01",2.14
"673","2020-10-02",2.13
"674","2020-10-05",2.18
"675","2020-10-06",2.2
"676","2020-10-07",2.18
"677","2020-10-08",2.27
"678","2020-10-09",2.32
"679","2020-10-12",2.3
"680","2020-10-13",2.32
"681","2020-10-14",2.28
"682","2020-10-15",2.32
"683","2020-10-16",2.43
"684","2020-10-19",2.4
"685","2020-10-20",2.3
"686","2020-10-21",2.37
"687","2020-10-22",2.33
"688","2020-10-23",2.37
"689","2020-10-26",2.3
"690","2020-10-27",2.22
"691","2020-10-28",2.17
"692","2020-10-29",2.25
"693","2020-10-30",2.24
"694","2020-11-02",2.22
"695","2020-11-03",2.28
"696","2020-11-04",2.35
"697","2020-11-05",2.325
"698","2020-11-06",2.37
"699","2020-11-09",2.39
"700","2020-11-10",2.4
"701","2020-11-11",2.35
"702","2020-11-12",2.59
"703","2020-11-13",2.35
"704","2020-11-16",2.31
"705","2020-11-17",2.27
"706","2020-11-18",2.26
"707","2020-11-19",2.31
"708","2020-11-20",2.34
"709","2020-11-23",2.38
"710","2020-11-24",2.54
"711","2020-11-25",2.57
"712","2020-11-27",2.7
