"","date","ATRS"
"93","2007-05-16",1.77
"94","2007-05-17",1.8
"95","2007-05-18",1.8
"96","2007-05-21",1.78
"97","2007-05-22",1.74
"98","2007-05-23",1.69
"99","2007-05-24",1.78
"100","2007-05-25",1.81
"101","2007-05-29",1.79
"102","2007-05-30",1.79
"103","2007-05-31",1.88
"104","2007-06-01",2.02
"105","2007-06-04",2.12
"106","2007-06-05",2.06
"107","2007-06-06",1.96
"108","2007-06-07",1.97
"109","2007-06-08",1.95
"110","2007-06-11",1.93
"111","2007-06-12",1.87
"112","2007-06-13",1.91
"113","2007-06-14",1.93
"114","2007-06-15",2.04
"115","2007-06-18",2.02
"116","2007-06-19",2
"117","2007-06-20",1.95
"118","2007-06-21",1.9
"119","2007-06-22",1.8
"120","2007-06-25",1.75
"121","2007-06-26",1.77
"122","2007-06-27",1.75
"123","2007-06-28",1.75
"124","2007-06-29",1.58
"125","2007-07-02",1.66
"126","2007-07-03",1.62
"127","2007-07-05",1.64
"128","2007-07-06",1.64
"129","2007-07-09",1.7
"130","2007-07-10",1.69
"131","2007-07-11",1.71
"132","2007-07-12",1.73
"133","2007-07-13",1.69
"134","2007-07-16",1.72
"135","2007-07-17",1.72
"136","2007-07-18",1.68
"137","2007-07-19",1.81
"138","2007-07-20",1.78
"139","2007-07-23",1.74
"140","2007-07-24",1.7
"141","2007-07-25",1.7
"142","2007-07-26",1.65
"143","2007-07-27",1.6
"144","2007-07-30",1.59
"145","2007-07-31",1.58
"146","2007-08-01",1.57
"147","2007-08-02",1.57
"148","2007-08-03",1.55
"149","2007-08-06",1.51
"150","2007-08-07",1.55
"151","2007-08-08",1.5
"152","2007-08-09",1.43
"153","2007-08-10",1.36
"154","2007-08-13",1.28
"155","2007-08-14",1.29
"156","2007-08-15",1.35
"157","2007-08-16",1.33
"158","2007-08-17",1.3
"159","2007-08-20",1.31
"160","2007-08-21",1.37
"161","2007-08-22",1.41
"162","2007-08-23",1.38
"163","2007-08-24",1.43
"164","2007-08-27",1.43
"165","2007-08-28",1.48
"166","2007-08-29",1.46
"167","2007-08-30",1.48
"168","2007-08-31",1.46
"169","2007-09-04",1.5
"170","2007-09-05",1.44
"171","2007-09-06",1.42
"172","2007-09-07",1.38
"173","2007-09-10",1.34
"174","2007-09-11",1.35
"175","2007-09-12",1.4
"176","2007-09-13",1.42
"177","2007-09-14",1.4
"178","2007-09-17",1.42
"179","2007-09-18",1.44
"180","2007-09-19",1.43
"181","2007-09-20",1.42
"182","2007-09-21",1.42
"183","2007-09-24",1.42
"184","2007-09-25",1.41
"185","2007-09-26",1.4
"186","2007-09-27",1.41
"187","2007-09-28",1.42
"188","2007-10-01",1.4
"189","2007-10-02",1.39
"190","2007-10-03",1.4
"191","2007-10-04",1.39
"192","2007-10-05",1.36
"193","2007-10-08",1.35
"194","2007-10-09",1.3
"195","2007-10-10",1.31
"196","2007-10-11",1.37
"197","2007-10-12",1.4
"198","2007-10-15",1.39
"199","2007-10-16",1.39
"200","2007-10-17",1.38
"201","2007-10-18",1.34
"202","2007-10-19",1.31
"203","2007-10-22",1.29
"204","2007-10-23",1.2
"205","2007-10-24",1.22
"206","2007-10-25",1.23
"207","2007-10-26",1.23
"208","2007-10-29",1.22
"209","2007-10-30",1.24
"210","2007-10-31",1.25
"211","2007-11-01",1.22
"212","2007-11-02",1.17
"213","2007-11-05",1.16
"214","2007-11-06",1.16
"215","2007-11-07",1.17
"216","2007-11-08",1.1
"217","2007-11-09",1.12
"218","2007-11-12",1.1
"219","2007-11-13",1.1
"220","2007-11-14",1.14
"221","2007-11-15",1.11
"222","2007-11-16",1.1
"223","2007-11-19",1.1
"224","2007-11-20",1.09
"225","2007-11-21",1.05
"226","2007-11-23",1.04
"227","2007-11-26",1.02
"228","2007-11-27",1.03
"229","2007-11-28",1.04
"230","2007-11-29",1.05
"231","2007-11-30",1.11
"232","2007-12-03",1.03
"233","2007-12-04",1.03
"234","2007-12-05",1.07
"235","2007-12-06",1.13
"236","2007-12-07",1.13
"237","2007-12-10",1.13
"238","2007-12-11",1.08
"239","2007-12-12",1.05
"240","2007-12-13",1.05
"241","2007-12-14",1.03
"242","2007-12-17",1
"243","2007-12-18",1
"244","2007-12-19",0.95
"245","2007-12-20",0.96
"246","2007-12-21",0.97
"247","2007-12-24",0.99
"248","2007-12-26",1
"249","2007-12-27",1
"250","2007-12-28",0.98
"251","2007-12-31",0.98
"252","2008-01-02",0.96
"253","2008-01-03",0.97
"254","2008-01-04",0.96
"255","2008-01-07",1
"256","2008-01-08",1.02
"257","2008-01-09",1
"258","2008-01-10",0.98
"259","2008-01-11",1
"260","2008-01-14",0.98
"261","2008-01-15",0.96
"262","2008-01-16",0.98
"263","2008-01-17",0.97
"264","2008-01-18",0.98
"265","2008-01-22",0.93
"266","2008-01-23",0.88
"267","2008-01-24",0.88
"268","2008-01-25",0.94
"269","2008-01-28",1
"270","2008-01-29",1.01
"271","2008-01-30",1.04
"272","2008-01-31",1.06
"273","2008-02-01",1.08
"274","2008-02-04",1.08
"275","2008-02-05",1.05
"276","2008-02-06",1.04
"277","2008-02-07",1.01
"278","2008-02-08",1
"279","2008-02-11",0.99
"280","2008-02-12",1.02
"281","2008-02-13",1
"282","2008-02-14",0.98
"283","2008-02-15",0.99
"284","2008-02-19",1
"285","2008-02-20",1.02
"286","2008-02-21",1
"287","2008-02-22",1.01
"288","2008-02-25",1.02
"289","2008-02-26",1.05
"290","2008-02-27",1.04
"291","2008-02-28",1.04
"292","2008-02-29",1.04
"293","2008-03-03",1.04
"294","2008-03-04",1.02
"295","2008-03-05",1.03
"296","2008-03-06",1.02
"297","2008-03-07",1.02
"298","2008-03-10",1
"299","2008-03-11",1.02
"300","2008-03-12",1.01
"301","2008-03-13",1.01
"302","2008-03-14",0.99
"303","2008-03-17",1
"304","2008-03-18",0.95
"305","2008-03-19",0.92
"306","2008-03-20",0.91
"307","2008-03-24",0.95
"308","2008-03-25",0.95
"309","2008-03-26",0.94
"310","2008-03-27",0.92
"311","2008-03-28",0.95
"312","2008-03-31",1.07
"313","2008-04-01",1.02
"314","2008-04-02",0.99
"315","2008-04-03",0.96
"316","2008-04-04",0.94
"317","2008-04-07",0.93
"318","2008-04-08",0.93
"319","2008-04-09",0.9
"320","2008-04-10",0.93
"321","2008-04-11",0.9
"322","2008-04-14",0.9
"323","2008-04-15",0.9
"324","2008-04-16",0.94
"325","2008-04-17",0.92
"326","2008-04-18",0.92
"327","2008-04-21",0.92
"328","2008-04-22",0.9
"329","2008-04-23",0.9
"330","2008-04-24",0.91
"331","2008-04-25",0.88
"332","2008-04-28",0.87
"333","2008-04-29",0.86
"334","2008-04-30",0.88
"335","2008-05-01",0.88
"336","2008-05-02",0.85
"337","2008-05-05",0.88
"338","2008-05-06",0.89
"339","2008-05-07",0.88
"340","2008-05-08",0.9
"341","2008-05-09",0.89
"342","2008-05-12",0.89
"343","2008-05-13",0.86
"344","2008-05-14",0.85
"345","2008-05-15",0.84
"346","2008-05-16",0.82
"347","2008-05-19",0.79
"348","2008-05-20",0.8
"349","2008-05-21",0.8
"350","2008-05-22",0.81
"351","2008-05-23",0.83
"352","2008-05-27",0.82
"353","2008-05-28",0.81
"354","2008-05-29",0.82
"355","2008-05-30",0.85
"356","2008-06-02",0.81
"357","2008-06-03",0.81
"358","2008-06-04",0.83
"359","2008-06-05",0.81
"360","2008-06-06",0.8
"361","2008-06-09",0.78
"362","2008-06-10",0.74
"363","2008-06-11",0.73
"364","2008-06-12",0.74
"365","2008-06-13",0.8
"366","2008-06-16",0.78
"367","2008-06-17",0.77
"368","2008-06-18",0.77
"369","2008-06-19",0.75
"370","2008-06-20",0.74
"371","2008-06-23",0.74
"372","2008-06-24",0.73
"373","2008-06-25",0.72
"374","2008-06-26",0.7
"375","2008-06-27",0.5
"376","2008-06-30",0.72
"377","2008-07-01",0.67
"378","2008-07-02",0.69
"379","2008-07-03",0.68
"380","2008-07-07",0.71
"381","2008-07-08",0.72
"382","2008-07-09",0.71
"383","2008-07-10",0.72
"384","2008-07-11",0.72
"385","2008-07-14",0.72
"386","2008-07-15",0.72
"387","2008-07-16",0.74
"388","2008-07-17",0.7
"389","2008-07-18",0.7
"390","2008-07-21",0.7
"391","2008-07-22",0.72
"392","2008-07-23",0.7
"393","2008-07-24",0.69
"394","2008-07-25",0.68
"395","2008-07-28",0.69
"396","2008-07-29",0.75
"397","2008-07-30",0.79
"398","2008-07-31",0.82
"399","2008-08-01",0.84
"400","2008-08-04",0.8
"401","2008-08-05",0.8
"402","2008-08-06",0.8
"403","2008-08-07",0.8
"404","2008-08-08",0.81
"405","2008-08-11",0.79
"406","2008-08-12",0.88
"407","2008-08-13",0.86
"408","2008-08-14",0.85
"409","2008-08-15",0.81
"410","2008-08-18",0.75
"411","2008-08-19",0.75
"412","2008-08-20",0.74
"413","2008-08-21",0.76
"414","2008-08-22",0.76
"415","2008-08-25",0.76
"416","2008-08-26",0.74
"417","2008-08-27",0.74
"418","2008-08-28",0.74
"419","2008-08-29",0.75
"420","2008-09-02",0.73
"421","2008-09-03",0.76
"422","2008-09-04",0.77
"423","2008-09-05",0.75
"424","2008-09-08",0.75
"425","2008-09-09",0.75
"426","2008-09-10",0.74
"427","2008-09-11",0.72
"428","2008-09-12",0.73
"429","2008-09-15",0.69
"430","2008-09-16",0.65
"431","2008-09-17",0.65
"432","2008-09-18",0.66
"433","2008-09-19",0.75
"434","2008-09-22",0.7
"435","2008-09-23",0.7
"436","2008-09-24",0.7
"437","2008-09-25",0.71
"438","2008-09-26",0.73
"439","2008-09-29",0.7
"440","2008-09-30",0.73
"441","2008-10-01",0.69
"442","2008-10-02",0.63
"443","2008-10-03",0.69
"444","2008-10-06",0.66
"445","2008-10-07",0.6
"446","2008-10-08",0.56
"447","2008-10-09",0.53
"448","2008-10-10",0.5
"449","2008-10-13",0.46
"450","2008-10-14",0.5
"451","2008-10-15",0.5
"452","2008-10-16",0.5
"453","2008-10-17",0.52
"454","2008-10-20",0.5
"455","2008-10-21",0.49
"456","2008-10-22",0.49
"457","2008-10-23",0.5
"458","2008-10-24",0.48
"459","2008-10-27",0.47
"460","2008-10-28",0.48
"461","2008-10-29",0.47
"462","2008-10-30",0.47
"463","2008-10-31",0.48
"464","2008-11-03",0.46
"465","2008-11-04",0.48
"466","2008-11-05",0.51
"467","2008-11-06",0.5
"468","2008-11-07",0.52
"469","2008-11-10",0.5
"470","2008-11-11",0.5
"471","2008-11-12",0.47
"472","2008-11-13",0.49
"473","2008-11-14",0.48
"474","2008-11-17",0.49
"475","2008-11-18",0.45
"476","2008-11-19",0.36
"477","2008-11-20",0.33
"478","2008-11-21",0.35
"479","2008-11-24",0.4
"480","2008-11-25",0.4
"481","2008-11-26",0.35
"482","2008-11-28",0.38
"483","2008-12-01",0.35
"484","2008-12-02",0.37
"485","2008-12-03",0.35
"486","2008-12-04",0.36
"487","2008-12-05",0.37
"488","2008-12-08",0.37
"489","2008-12-09",0.37
"490","2008-12-10",0.38
"491","2008-12-11",0.37
"492","2008-12-12",0.37
"493","2008-12-15",0.37
"494","2008-12-16",0.37
"495","2008-12-17",0.37
"496","2008-12-18",0.34
"497","2008-12-19",0.32
"498","2008-12-22",0.34
"499","2008-12-23",0.34
"500","2008-12-24",0.33
"501","2008-12-26",0.33
"502","2008-12-29",0.33
"503","2008-12-30",0.34
"504","2008-12-31",0.37
"505","2009-01-02",0.41
"506","2009-01-05",0.43
"507","2009-01-06",0.41
"508","2009-01-07",0.42
"509","2009-01-08",0.44
"510","2009-01-09",0.44
"511","2009-01-12",0.45
"512","2009-01-13",0.45
"513","2009-01-14",0.47
"514","2009-01-15",0.45
"515","2009-01-16",0.48
"516","2009-01-20",0.46
"517","2009-01-21",0.46
"518","2009-01-22",0.48
"519","2009-01-23",0.48
"520","2009-01-26",0.48
"521","2009-01-27",0.48
"522","2009-01-28",0.48
"523","2009-01-29",0.48
"524","2009-01-30",0.48
"525","2009-02-02",0.48
"526","2009-02-03",0.48
"527","2009-02-04",0.42
"528","2009-02-05",0.41
"529","2009-02-06",0.44
"530","2009-02-09",0.43
"531","2009-02-10",0.42
"532","2009-02-11",0.41
"533","2009-02-12",0.42
"534","2009-02-13",0.41
"535","2009-02-17",0.41
"536","2009-02-18",0.4
"537","2009-02-19",0.4
"538","2009-02-20",0.39
"539","2009-02-23",0.39
"540","2009-02-24",0.38
"541","2009-02-25",0.39
"542","2009-02-26",0.42
"543","2009-02-27",0.42
"544","2009-03-02",0.4
"545","2009-03-03",0.39
"546","2009-03-04",0.39
"547","2009-03-05",0.36
"548","2009-03-06",0.36
"549","2009-03-09",0.39
"550","2009-03-10",0.39
"551","2009-03-11",0.39
"552","2009-03-12",0.39
"553","2009-03-13",0.39
"554","2009-03-16",0.4
"555","2009-03-17",0.4
"556","2009-03-18",0.4
"557","2009-03-19",0.4
"558","2009-03-20",0.4
"559","2009-03-23",0.42
"560","2009-03-24",0.43
"561","2009-03-25",0.41
"562","2009-03-26",0.45
"563","2009-03-27",0.43
"564","2009-03-30",0.39
"565","2009-03-31",0.43
"566","2009-04-01",0.42
"567","2009-04-02",0.43
"568","2009-04-03",0.43
"569","2009-04-06",0.42
"570","2009-04-07",0.42
"571","2009-04-08",0.42
"572","2009-04-09",0.43
"573","2009-04-13",0.43
"574","2009-04-14",0.45
"575","2009-04-15",0.47
"576","2009-04-16",0.46
"577","2009-04-17",0.45
"578","2009-04-20",0.42
"579","2009-04-21",0.42
"580","2009-04-22",0.41
"581","2009-04-23",0.42
"582","2009-04-24",0.41
"583","2009-04-27",0.41
"584","2009-04-28",0.4
"585","2009-04-29",0.41
"586","2009-04-30",0.42
"587","2009-05-01",0.43
"588","2009-05-04",0.42
"589","2009-05-05",0.43
"590","2009-05-06",0.48
"591","2009-05-07",0.52
"592","2009-05-08",0.57
"593","2009-05-11",0.58
"594","2009-05-12",0.53
"595","2009-05-13",0.53
"596","2009-05-14",0.53
"597","2009-05-15",0.56
"598","2009-05-18",0.58
"599","2009-05-19",0.55
"600","2009-05-20",0.54
"601","2009-05-21",0.52
"602","2009-05-22",0.54
"603","2009-05-26",0.55
"604","2009-05-27",0.49
"605","2009-05-28",0.53
"606","2009-05-29",0.58
"607","2009-06-01",0.56
"608","2009-06-02",0.56
"609","2009-06-03",0.6
"610","2009-06-04",0.71
"611","2009-06-05",0.77
"612","2009-06-08",0.71
"613","2009-06-09",0.7
"614","2009-06-10",0.77
"615","2009-06-11",0.77
"616","2009-06-12",0.74
"617","2009-06-15",0.72
"618","2009-06-16",0.7
"619","2009-06-17",0.7
"620","2009-06-18",0.72
"621","2009-06-19",0.72
"622","2009-06-22",0.7
"623","2009-06-23",0.7
"624","2009-06-24",0.67
"625","2009-06-25",0.69
"626","2009-06-26",0.72
"627","2009-06-29",1.06
"628","2009-06-30",0.89
"629","2009-07-01",0.9
"630","2009-07-02",0.88
"631","2009-07-06",0.9
"632","2009-07-07",0.84
"633","2009-07-08",0.78
"634","2009-07-09",0.76
"635","2009-07-10",0.78
"636","2009-07-13",0.8
"637","2009-07-14",0.81
"638","2009-07-15",0.79
"639","2009-07-16",0.8
"640","2009-07-17",0.76
"641","2009-07-20",0.8
"642","2009-07-21",0.87
"643","2009-07-22",0.86
"644","2009-07-23",0.9
"645","2009-07-24",0.88
"646","2009-07-27",0.89
"647","2009-07-28",0.88
"648","2009-07-29",0.86
"649","2009-07-30",0.9
"650","2009-07-31",0.86
"651","2009-08-03",0.89
"652","2009-08-04",0.9
"653","2009-08-05",0.96
"654","2009-08-06",0.96
"655","2009-08-07",1.02
"656","2009-08-10",1.02
"657","2009-08-11",0.96
"658","2009-08-12",0.95
"659","2009-08-13",0.93
"660","2009-08-14",0.96
"661","2009-08-17",0.95
"662","2009-08-18",0.96
"663","2009-08-19",0.96
"664","2009-08-20",0.96
"665","2009-08-21",0.96
"666","2009-08-24",0.94
"667","2009-08-25",0.97
"668","2009-08-26",0.96
"669","2009-08-27",0.94
"670","2009-08-28",0.94
"671","2009-08-31",0.94
"672","2009-09-01",0.9
"673","2009-09-02",0.92
"674","2009-09-03",0.93
"675","2009-09-04",1.05
"676","2009-09-08",1.13
"677","2009-09-09",1.21
"678","2009-09-10",1.18
"679","2009-09-11",1.13
"680","2009-09-14",1.09
"681","2009-09-15",1.08
"682","2009-09-16",1.1
"683","2009-09-17",1.09
"684","2009-09-18",1.13
"685","2009-09-21",1.14
"686","2009-09-22",1.16
"687","2009-09-23",1.16
"688","2009-09-24",1.13
"689","2009-09-25",1.1
"690","2009-09-28",1.1
"691","2009-09-29",1.11
"692","2009-09-30",1.11
"693","2009-10-01",1.1
"694","2009-10-02",1.1
"695","2009-10-05",1.12
"696","2009-10-06",1.12
"697","2009-10-07",1.1
"698","2009-10-08",1.13
"699","2009-10-09",1.12
"700","2009-10-12",1.13
"701","2009-10-13",1.12
"702","2009-10-14",1.13
"703","2009-10-15",1.14
"704","2009-10-16",1.24
"705","2009-10-19",1.27
"706","2009-10-20",1.25
"707","2009-10-21",1.2
"708","2009-10-22",1.18
"709","2009-10-23",1.18
"710","2009-10-26",1.16
"711","2009-10-27",1.13
"712","2009-10-28",1.09
"713","2009-10-29",1.1
"714","2009-10-30",1.13
"715","2009-11-02",1.1
"716","2009-11-03",1.12
"717","2009-11-04",1.1
"718","2009-11-05",1.15
"719","2009-11-06",1.14
"720","2009-11-09",1.11
"721","2009-11-10",1.08
"722","2009-11-11",1.11
"723","2009-11-12",1.1
"724","2009-11-13",1.08
"725","2009-11-16",1.12
"726","2009-11-17",1.14
"727","2009-11-18",1.13
"728","2009-11-19",1.15
"729","2009-11-20",1.14
"730","2009-11-23",1.15
"731","2009-11-24",1.13
"732","2009-11-25",1.14
"733","2009-11-27",1.1
"734","2009-11-30",1.12
"735","2009-12-01",1.13
"736","2009-12-02",1.19
"737","2009-12-03",1.16
"738","2009-12-04",1.16
"739","2009-12-07",1.12
"740","2009-12-08",1.1
"741","2009-12-09",1.08
"742","2009-12-10",1.1
"743","2009-12-11",1.07
"744","2009-12-14",1.07
"745","2009-12-15",1.08
"746","2009-12-16",1.09
"747","2009-12-17",1.07
"748","2009-12-18",1.08
"749","2009-12-21",1.08
"750","2009-12-22",1.08
"751","2009-12-23",1.09
"752","2009-12-24",1.1
"753","2009-12-28",1.09
"754","2009-12-29",1.08
"755","2009-12-30",1.09
"756","2009-12-31",1.14
"757","2010-01-04",1.17
"758","2010-01-05",1.17
"759","2010-01-06",1.16
"760","2010-01-07",1.11
"761","2010-01-08",1.22
"762","2010-01-11",1.27
"763","2010-01-12",1.24
"764","2010-01-13",1.24
"765","2010-01-14",1.24
"766","2010-01-15",1.23
"767","2010-01-19",1.23
"768","2010-01-20",1.23
"769","2010-01-21",1.22
"770","2010-01-22",1.17
"771","2010-01-25",1.13
"772","2010-01-26",1.18
"773","2010-01-27",1.14
"774","2010-01-28",1.19
"775","2010-01-29",1.15
"776","2010-02-01",1.17
"777","2010-02-02",1.19
"778","2010-02-03",1.19
"779","2010-02-04",1.11
"780","2010-02-05",1.12
"781","2010-02-08",1.12
"782","2010-02-09",1.12
"783","2010-02-10",1.11
"784","2010-02-11",1.14
"785","2010-02-12",1.2
"786","2010-02-16",1.2
"787","2010-02-17",1.22
"788","2010-02-18",1.21
"789","2010-02-19",1.24
"790","2010-02-22",1.3
"791","2010-02-23",1.34
"792","2010-02-24",1.31
"793","2010-02-25",1.33
"794","2010-02-26",1.34
"795","2010-03-01",1.35
"796","2010-03-02",1.35
"797","2010-03-03",1.34
"798","2010-03-04",1.33
"799","2010-03-05",1.33
"800","2010-03-08",1.39
"801","2010-03-09",1.4
"802","2010-03-10",1.39
"803","2010-03-11",1.43
"804","2010-03-12",1.48
"805","2010-03-15",1.48
"806","2010-03-16",1.48
"807","2010-03-17",1.48
"808","2010-03-18",1.48
"809","2010-03-19",1.47
"810","2010-03-22",1.48
"811","2010-03-23",1.52
"812","2010-03-24",1.5
"813","2010-03-25",1.48
"814","2010-03-26",1.44
"815","2010-03-29",1.37
"816","2010-03-30",1.37
"817","2010-03-31",1.37
"818","2010-04-01",1.53
"819","2010-04-05",1.6
"820","2010-04-06",1.64
"821","2010-04-07",1.67
"822","2010-04-08",1.68
"823","2010-04-09",1.66
"824","2010-04-12",1.62
"825","2010-04-13",1.57
"826","2010-04-14",1.58
"827","2010-04-15",1.6
"828","2010-04-16",1.54
"829","2010-04-19",1.56
"830","2010-04-20",1.57
"831","2010-04-21",1.6
"832","2010-04-22",1.59
"833","2010-04-23",1.58
"834","2010-04-26",1.57
"835","2010-04-27",1.59
"836","2010-04-28",1.56
"837","2010-04-29",1.56
"838","2010-04-30",1.56
"839","2010-05-03",1.58
"840","2010-05-04",1.53
"841","2010-05-05",1.66
"842","2010-05-06",1.58
"843","2010-05-07",1.53
"844","2010-05-10",1.6
"845","2010-05-11",1.64
"846","2010-05-12",1.68
"847","2010-05-13",1.67
"848","2010-05-14",1.66
"849","2010-05-17",1.69
"850","2010-05-18",1.65
"851","2010-05-19",1.62
"852","2010-05-20",1.53
"853","2010-05-21",1.52
"854","2010-05-24",1.53
"855","2010-05-25",1.48
"856","2010-05-26",1.52
"857","2010-05-27",1.6
"858","2010-05-28",1.66
"859","2010-06-01",1.61
"860","2010-06-02",1.65
"861","2010-06-03",1.65
"862","2010-06-04",1.67
"863","2010-06-07",1.65
"864","2010-06-08",1.73
"865","2010-06-09",1.79
"866","2010-06-10",1.68
"867","2010-06-11",1.74
"868","2010-06-14",1.81
"869","2010-06-15",1.88
"870","2010-06-16",1.84
"871","2010-06-17",1.91
"872","2010-06-18",1.95
"873","2010-06-21",1.81
"874","2010-06-22",1.75
"875","2010-06-23",1.8
"876","2010-06-24",1.8
"877","2010-06-25",1.95
"878","2010-06-28",1.89
"879","2010-06-29",1.74
"880","2010-06-30",1.76
"881","2010-07-01",1.68
"882","2010-07-02",1.67
"883","2010-07-06",1.59
"884","2010-07-07",1.66
"885","2010-07-08",1.73
"886","2010-07-09",1.74
"887","2010-07-12",1.65
"888","2010-07-13",1.68
"889","2010-07-14",1.62
"890","2010-07-15",1.61
"891","2010-07-16",1.58
"892","2010-07-19",1.54
"893","2010-07-20",1.54
"894","2010-07-21",1.49
"895","2010-07-22",1.51
"896","2010-07-23",1.51
"897","2010-07-26",1.59
"898","2010-07-27",1.64
"899","2010-07-28",1.52
"900","2010-07-29",1.49
"901","2010-07-30",1.52
"902","2010-08-02",1.59
"903","2010-08-03",1.59
"904","2010-08-04",1.63
"905","2010-08-05",1.69
"906","2010-08-06",1.69
"907","2010-08-09",1.71
"908","2010-08-10",1.68
"909","2010-08-11",1.67
"910","2010-08-12",1.65
"911","2010-08-13",1.62
"912","2010-08-16",1.55
"913","2010-08-17",1.61
"914","2010-08-18",1.67
"915","2010-08-19",1.55
"916","2010-08-20",1.6
"917","2010-08-23",1.52
"918","2010-08-24",1.49
"919","2010-08-25",1.51
"920","2010-08-26",1.49
"921","2010-08-27",1.47
"922","2010-08-30",1.49
"923","2010-08-31",1.45
"924","2010-09-01",1.54
"925","2010-09-02",1.52
"926","2010-09-03",1.53
"927","2010-09-07",1.55
"928","2010-09-08",1.52
"929","2010-09-09",1.5
"930","2010-09-10",1.54
"931","2010-09-13",1.55
"932","2010-09-14",1.51
"933","2010-09-15",1.49
"934","2010-09-16",1.51
"935","2010-09-17",1.49
"936","2010-09-20",1.45
"937","2010-09-21",1.44
"938","2010-09-22",1.38
"939","2010-09-23",1.41
"940","2010-09-24",1.43
"941","2010-09-27",1.41
"942","2010-09-28",1.42
"943","2010-09-29",1.45
"944","2010-09-30",1.45
"945","2010-10-01",1.45
"946","2010-10-04",1.44
"947","2010-10-05",1.49
"948","2010-10-06",1.48
"949","2010-10-07",1.49
"950","2010-10-08",1.5
"951","2010-10-11",1.59
"952","2010-10-12",1.56
"953","2010-10-13",1.58
"954","2010-10-14",1.61
"955","2010-10-15",1.56
"956","2010-10-18",1.58
"957","2010-10-19",1.52
"958","2010-10-20",1.49
"959","2010-10-21",1.44
"960","2010-10-22",1.42
"961","2010-10-25",1.42
"962","2010-10-26",1.41
"963","2010-10-27",1.38
"964","2010-10-28",1.41
"965","2010-10-29",1.46
"966","2010-11-01",1.4
"967","2010-11-02",1.4
"968","2010-11-03",1.39
"969","2010-11-04",1.42
"970","2010-11-05",1.48
"971","2010-11-08",1.57
"972","2010-11-09",1.51
"973","2010-11-10",1.57
"974","2010-11-11",1.52
"975","2010-11-12",1.49
"976","2010-11-15",1.51
"977","2010-11-16",1.45
"978","2010-11-17",1.42
"979","2010-11-18",1.41
"980","2010-11-19",1.45
"981","2010-11-22",1.43
"982","2010-11-23",1.39
"983","2010-11-24",1.4
"984","2010-11-26",1.39
"985","2010-11-29",1.4
"986","2010-11-30",1.43
"987","2010-12-01",1.44
"988","2010-12-02",1.44
"989","2010-12-03",1.46
"990","2010-12-06",1.46
"991","2010-12-07",1.5
"992","2010-12-08",1.54
"993","2010-12-09",1.55
"994","2010-12-10",1.55
"995","2010-12-13",1.5
"996","2010-12-14",1.49
"997","2010-12-15",1.49
"998","2010-12-16",1.46
"999","2010-12-17",1.65
"1000","2010-12-20",1.69
