"","date","ELVT"
"135","2017-10-17",7.5
"136","2017-10-18",7.51
"137","2017-10-19",7.53
"138","2017-10-20",7.66
"139","2017-10-23",7.52
"140","2017-10-24",8.75
"141","2017-10-25",8.19
"142","2017-10-26",8.11
"143","2017-10-27",8.05
"144","2017-10-30",8.2
"145","2017-10-31",7.83
"146","2017-11-01",7.62
"147","2017-11-02",7.7
"148","2017-11-03",7.71
"149","2017-11-06",7.75
"150","2017-11-07",7.37
"151","2017-11-08",7.48
"152","2017-11-09",7.2
"153","2017-11-10",7.17
"154","2017-11-13",7.19
"155","2017-11-14",7.15
"156","2017-11-15",7.16
"157","2017-11-16",7.14
"158","2017-11-17",7.14
"159","2017-11-20",7.28
"160","2017-11-21",7.15
"161","2017-11-22",7.4
"162","2017-11-24",7.55
"163","2017-11-27",7.27
"164","2017-11-28",7.36
"165","2017-11-29",7.22
"166","2017-11-30",7.5
"167","2017-12-01",7.4
"168","2017-12-04",7.46
"169","2017-12-05",7.36
"170","2017-12-06",7.27
"171","2017-12-07",7.3
"172","2017-12-08",7.33
"173","2017-12-11",7.2
"174","2017-12-12",7.34
"175","2017-12-13",7.25
"176","2017-12-14",7.36
"177","2017-12-15",7.66
"178","2017-12-18",7.85
"179","2017-12-19",7.51
"180","2017-12-20",7.48
"181","2017-12-21",7.6
"182","2017-12-22",7.58
"183","2017-12-26",7.49
"184","2017-12-27",7.49
"185","2017-12-28",7.59
"186","2017-12-29",7.53
"187","2018-01-02",7.75
"188","2018-01-03",8.02
"189","2018-01-04",8.08
"190","2018-01-05",8.3
"191","2018-01-08",8.27
"192","2018-01-09",7.88
"193","2018-01-10",7.78
"194","2018-01-11",7.75
"195","2018-01-12",7.74
"196","2018-01-16",7.58
"197","2018-01-17",7.64
"198","2018-01-18",7.45
"199","2018-01-19",7.61
"200","2018-01-22",7.67
"201","2018-01-23",7.69
"202","2018-01-24",7.58
"203","2018-01-25",7.44
"204","2018-01-26",7.39
"205","2018-01-29",7.36
"206","2018-01-30",7.33
"207","2018-01-31",7.47
"208","2018-02-01",7.66
"209","2018-02-02",7.76
"210","2018-02-05",7.84
"211","2018-02-06",7.92
"212","2018-02-07",8.15
"213","2018-02-08",7.96
"214","2018-02-09",6.74
"215","2018-02-12",6.87
"216","2018-02-13",7.3
"217","2018-02-14",7.14
"218","2018-02-15",7.24
"219","2018-02-16",7.29
"220","2018-02-20",7.27
"221","2018-02-21",7.2
"222","2018-02-22",7.15
"223","2018-02-23",7.37
"224","2018-02-26",7.39
"225","2018-02-27",7.32
"226","2018-02-28",7.14
"227","2018-03-01",7.04
"228","2018-03-02",7.23
"229","2018-03-05",7.3
"230","2018-03-06",7.48
"231","2018-03-07",7.39
"232","2018-03-08",7.36
"233","2018-03-09",7.38
"234","2018-03-12",7.38
"235","2018-03-13",7.39
"236","2018-03-14",7.37
"237","2018-03-15",7.24
"238","2018-03-16",7.29
"239","2018-03-19",7.03
"240","2018-03-20",6.84
"241","2018-03-21",6.76
"242","2018-03-22",6.69
"243","2018-03-23",6.7
"244","2018-03-26",6.83
"245","2018-03-27",6.77
"246","2018-03-28",7
"247","2018-03-29",7.08
"248","2018-04-02",7.02
"249","2018-04-03",7.18
"250","2018-04-04",7.27
"251","2018-04-05",7.41
"252","2018-04-06",7.48
"253","2018-04-09",7.41
"254","2018-04-10",7.48
"255","2018-04-11",7.38
"256","2018-04-12",7.42
"257","2018-04-13",7.46
"258","2018-04-16",7.46
"259","2018-04-17",7.44
"260","2018-04-18",7.42
"261","2018-04-19",7.47
"262","2018-04-20",7.49
"263","2018-04-23",7.46
"264","2018-04-24",7.48
"265","2018-04-25",7.35
"266","2018-04-26",7.36
"267","2018-04-27",7.52
"268","2018-04-30",7.64
"269","2018-05-01",8.09
"270","2018-05-02",8.48
"271","2018-05-03",8.45
"272","2018-05-04",8.49
"273","2018-05-07",8.46
"274","2018-05-08",8.38
"275","2018-05-09",8.39
"276","2018-05-10",8.44
"277","2018-05-11",8.45
"278","2018-05-14",8.32
"279","2018-05-15",8.62
"280","2018-05-16",8.51
"281","2018-05-17",8.51
"282","2018-05-18",8.42
"283","2018-05-21",8.47
"284","2018-05-22",8.04
"285","2018-05-23",7.9
"286","2018-05-24",7.64
"287","2018-05-25",7.63
"288","2018-05-29",7.72
"289","2018-05-30",7.62
"290","2018-05-31",7.66
"291","2018-06-01",7.58
"292","2018-06-04",7.54
"293","2018-06-05",7.72
"294","2018-06-06",7.89
"295","2018-06-07",7.9
"296","2018-06-08",8.24
"297","2018-06-11",8.35
"298","2018-06-12",8.12
"299","2018-06-13",8.09
"300","2018-06-14",8.08
"301","2018-06-15",8.14
"302","2018-06-18",8.33
"303","2018-06-19",8.26
"304","2018-06-20",8.38
"305","2018-06-21",8.42
"306","2018-06-22",8.6
"307","2018-06-25",8.59
"308","2018-06-26",8.7
"309","2018-06-27",8.41
"310","2018-06-28",8.43
"311","2018-06-29",8.46
"312","2018-07-02",8.93
"313","2018-07-03",9.51
"314","2018-07-05",9.53
"315","2018-07-06",9.97
"316","2018-07-09",10.41
"317","2018-07-10",10.92
"318","2018-07-11",10.53
"319","2018-07-12",10.02
"320","2018-07-13",10.4
"321","2018-07-16",10.15
"322","2018-07-17",10.02
"323","2018-07-18",10.16
"324","2018-07-19",10.38
"325","2018-07-20",10
"326","2018-07-23",9.93
"327","2018-07-24",9.74
"328","2018-07-25",9.55
"329","2018-07-26",9.32
"330","2018-07-27",9.01
"331","2018-07-30",9.04
"332","2018-07-31",9.32
"333","2018-08-01",9.07
"334","2018-08-02",9.21
"335","2018-08-03",9.11
"336","2018-08-06",9
"337","2018-08-07",9.17
"338","2018-08-08",9.41
"339","2018-08-09",9.42
"340","2018-08-10",9.43
"341","2018-08-13",9.42
"342","2018-08-14",9.51
"343","2018-08-15",9.47
"344","2018-08-16",9.71
"345","2018-08-17",9.78
"346","2018-08-20",10.18
"347","2018-08-21",10.11
"348","2018-08-22",9.98
"349","2018-08-23",9.92
"350","2018-08-24",9.7
"351","2018-08-27",9.58
"352","2018-08-28",9.54
"353","2018-08-29",9.45
"354","2018-08-30",9.39
"355","2018-08-31",9.36
"356","2018-09-04",9.29
"357","2018-09-05",9.22
"358","2018-09-06",9.2
"359","2018-09-07",9.13
"360","2018-09-10",9.07
"361","2018-09-11",8.95
"362","2018-09-12",8.65
"363","2018-09-13",8.56
"364","2018-09-14",8.68
"365","2018-09-17",8.76
"366","2018-09-18",8.66
"367","2018-09-19",8.54
"368","2018-09-20",8.53
"369","2018-09-21",8.59
"370","2018-09-24",8.5
"371","2018-09-25",8.62
"372","2018-09-26",8.41
"373","2018-09-27",8.17
"374","2018-09-28",8.06
"375","2018-10-01",7.88
"376","2018-10-02",7.76
"377","2018-10-03",7.74
"378","2018-10-04",7.26
"379","2018-10-05",7.17
"380","2018-10-08",7.16
"381","2018-10-09",7.06
"382","2018-10-10",6.98
"383","2018-10-11",6.78
"384","2018-10-12",6.81
"385","2018-10-15",6.71
"386","2018-10-16",6.78
"387","2018-10-17",6.67
"388","2018-10-18",6.52
"389","2018-10-19",6.61
"390","2018-10-22",6.5
"391","2018-10-23",6.6
"392","2018-10-24",6.4
"393","2018-10-25",6.42
"394","2018-10-26",6.52
"395","2018-10-29",6.35
"396","2018-10-30",3.9
"397","2018-10-31",4.26
"398","2018-11-01",4.33
"399","2018-11-02",4.64
"400","2018-11-05",4.23
"401","2018-11-06",4.64
"402","2018-11-07",4.4
"403","2018-11-08",4.38
"404","2018-11-09",4.2
"405","2018-11-12",4.11
"406","2018-11-13",4.35
"407","2018-11-14",4.4
"408","2018-11-15",4.6
"409","2018-11-16",4.56
"410","2018-11-19",4.56
"411","2018-11-20",4.41
"412","2018-11-21",4.52
"413","2018-11-23",4.39
"414","2018-11-26",4.37
"415","2018-11-27",4.51
"416","2018-11-28",4.63
"417","2018-11-29",4.69
"418","2018-11-30",4.84
"419","2018-12-03",4.8
"420","2018-12-04",4.47
"421","2018-12-06",4.53
"422","2018-12-07",4.54
"423","2018-12-10",4.56
"424","2018-12-11",4.54
"425","2018-12-12",4.59
"426","2018-12-13",4.41
"427","2018-12-14",4.33
"428","2018-12-17",4.23
"429","2018-12-18",4.3
"430","2018-12-19",4.35
"431","2018-12-20",4.35
"432","2018-12-21",4.15
"433","2018-12-24",4.06
"434","2018-12-26",4.33
"435","2018-12-27",4.33
"436","2018-12-28",4.5
"437","2018-12-31",4.48
"438","2019-01-02",4.49
"439","2019-01-03",4.4
"440","2019-01-04",4.54
"441","2019-01-07",4.85
"442","2019-01-08",4.81
"443","2019-01-09",4.96
"444","2019-01-10",4.9
"445","2019-01-11",4.9
"446","2019-01-14",4.88
"447","2019-01-15",4.75
"448","2019-01-16",4.74
"449","2019-01-17",4.71
"450","2019-01-18",4.66
"451","2019-01-22",4.52
"452","2019-01-23",4.58
"453","2019-01-24",4.64
"454","2019-01-25",4.64
"455","2019-01-28",4.59
"456","2019-01-29",4.49
"457","2019-01-30",4.5
"458","2019-01-31",4.45
"459","2019-02-01",4.46
"460","2019-02-04",4.51
"461","2019-02-05",4.44
"462","2019-02-06",4.46
"463","2019-02-07",4.39
"464","2019-02-08",4.37
"465","2019-02-11",4.38
"466","2019-02-12",4.7
"467","2019-02-13",4.47
"468","2019-02-14",4.65
"469","2019-02-15",4.68
"470","2019-02-19",4.81
"471","2019-02-20",4.79
"472","2019-02-21",4.75
"473","2019-02-22",4.56
"474","2019-02-25",4.58
"475","2019-02-26",4.52
"476","2019-02-27",4.48
"477","2019-02-28",4.38
"478","2019-03-01",4.41
"479","2019-03-04",4.27
"480","2019-03-05",4.22
"481","2019-03-06",4.2
"482","2019-03-07",4.13
"483","2019-03-08",4.21
"484","2019-03-11",4.26
"485","2019-03-12",4.21
"486","2019-03-13",4.13
"487","2019-03-14",4.12
"488","2019-03-15",4.24
"489","2019-03-18",4.34
"490","2019-03-19",4.46
"491","2019-03-20",4.41
"492","2019-03-21",4.49
"493","2019-03-22",4.29
"494","2019-03-25",4.26
"495","2019-03-26",4.28
"496","2019-03-27",4.18
"497","2019-03-28",4.32
"498","2019-03-29",4.34
"499","2019-04-01",4.37
"500","2019-04-02",4.37
"501","2019-04-03",4.32
"502","2019-04-04",4.43
"503","2019-04-05",4.45
"504","2019-04-08",4.53
"505","2019-04-09",4.52
"506","2019-04-10",4.66
"507","2019-04-11",4.59
"508","2019-04-12",4.61
"509","2019-04-15",4.4
"510","2019-04-16",4.57
"511","2019-04-17",4.53
"512","2019-04-18",4.41
"513","2019-04-22",4.4
"514","2019-04-23",4.46
"515","2019-04-24",4.49
"516","2019-04-25",4.45
"517","2019-04-26",4.41
"518","2019-04-29",4.37
"519","2019-04-30",4.48
"520","2019-05-01",4.63
"521","2019-05-02",4.7
"522","2019-05-03",4.75
"523","2019-05-06",4.73
"524","2019-05-07",4.68
"525","2019-05-08",4.7
"526","2019-05-09",4.79
"527","2019-05-10",4.9
"528","2019-05-13",4.87
"529","2019-05-14",4.69
"530","2019-05-15",4.65
"531","2019-05-16",4.59
"532","2019-05-17",4.57
"533","2019-05-20",4.54
"534","2019-05-21",4.6
"535","2019-05-22",4.39
"536","2019-05-23",4.45
"537","2019-05-24",4.4
"538","2019-05-28",4.35
"539","2019-05-29",4.27
"540","2019-05-30",4.2
"541","2019-05-31",4.26
"542","2019-06-03",4.27
"543","2019-06-04",4.29
"544","2019-06-05",4.31
"545","2019-06-06",4.13
"546","2019-06-07",4.12
"547","2019-06-10",4.36
"548","2019-06-11",4.43
"549","2019-06-12",4.45
"550","2019-06-13",4.49
"551","2019-06-14",4.41
"552","2019-06-17",4.45
"553","2019-06-18",4.42
"554","2019-06-19",4.49
"555","2019-06-20",4.44
"556","2019-06-21",4.35
"557","2019-06-24",4.33
"558","2019-06-25",4.28
"559","2019-06-26",4.15
"560","2019-06-27",4.15
"561","2019-06-28",4.12
"562","2019-07-01",4.14
"563","2019-07-02",4.11
"564","2019-07-03",4.1
"565","2019-07-05",4.23
"566","2019-07-08",4.2
"567","2019-07-09",4.2
"568","2019-07-10",4.21
"569","2019-07-11",4.25
"570","2019-07-12",4.25
"571","2019-07-15",4.13
"572","2019-07-16",4.27
"573","2019-07-17",4.19
"574","2019-07-18",4.22
"575","2019-07-19",4.24
"576","2019-07-22",4.26
"577","2019-07-23",4.24
"578","2019-07-24",4.33
"579","2019-07-25",4.21
"580","2019-07-26",4.21
"581","2019-07-29",4.29
"582","2019-07-30",4.17
"583","2019-07-31",4.16
"584","2019-08-01",4.44
"585","2019-08-02",4.81
"586","2019-08-05",5.11
"587","2019-08-06",4.98
"588","2019-08-07",4.98
"589","2019-08-08",5.11
"590","2019-08-09",5.09
"591","2019-08-12",5.01
"592","2019-08-13",5.02
"593","2019-08-14",5
"594","2019-08-15",4.95
"595","2019-08-16",4.77
"596","2019-08-19",4.76
"597","2019-08-20",4.75
"598","2019-08-21",4.71
"599","2019-08-22",4.76
"600","2019-08-23",4.41
"601","2019-08-26",4.46
"602","2019-08-27",4.3
"603","2019-08-28",4.47
"604","2019-08-29",4.49
"605","2019-08-30",4.31
"606","2019-09-03",4.18
"607","2019-09-04",4.12
"608","2019-09-05",4.1
"609","2019-09-06",4.16
"610","2019-09-09",4.2
"611","2019-09-10",4.46
"612","2019-09-11",4.55
"613","2019-09-12",4.51
"614","2019-09-13",4.44
"615","2019-09-16",4.33
"616","2019-09-17",4.41
"617","2019-09-18",4.41
"618","2019-09-19",4.45
"619","2019-09-20",4.47
"620","2019-09-23",4.47
"621","2019-09-24",4.47
"622","2019-09-25",4.43
"623","2019-09-26",4.33
"624","2019-09-27",4.25
"625","2019-09-30",4.21
"626","2019-10-01",4.15
"627","2019-10-02",4.09
"628","2019-10-03",4.02
"629","2019-10-04",4.16
"630","2019-10-07",4.22
"631","2019-10-08",4.26
"632","2019-10-09",4.25
"633","2019-10-10",4.29
"634","2019-10-11",4.42
"635","2019-10-14",4.38
"636","2019-10-15",4.27
"637","2019-10-16",4.13
"638","2019-10-17",4.17
"639","2019-10-18",4.1
"640","2019-10-21",4.35
"641","2019-10-22",4.2
"642","2019-10-23",4.09
"643","2019-10-24",4.09
"644","2019-10-25",4.13
"645","2019-10-28",4.24
"646","2019-10-29",4.23
"647","2019-10-30",4.26
"648","2019-10-31",4.09
"649","2019-11-01",4.11
"650","2019-11-04",4.13
"651","2019-11-05",4.12
"652","2019-11-06",4.09
"653","2019-11-07",4.07
"654","2019-11-08",4.05
"655","2019-11-11",4.1
"656","2019-11-12",4.1
"657","2019-11-13",4.02
"658","2019-11-14",3.94
"659","2019-11-15",3.92
"660","2019-11-18",3.86
"661","2019-11-19",3.98
"662","2019-11-20",3.89
"663","2019-11-21",3.77
"664","2019-11-22",3.94
"665","2019-11-25",4.15
"666","2019-11-26",4.13
"667","2019-11-27",4.15
"668","2019-11-29",4.15
"669","2019-12-02",4.15
"670","2019-12-03",4.09
"671","2019-12-04",4.07
"672","2019-12-05",4.12
"673","2019-12-06",4.14
"674","2019-12-09",3.99
"675","2019-12-10",4.05
"676","2019-12-11",4.08
"677","2019-12-12",4.18
"678","2019-12-13",4.24
"679","2019-12-16",4.26
"680","2019-12-17",4.48
"681","2019-12-18",4.46
"682","2019-12-19",4.43
"683","2019-12-20",4.49
"684","2019-12-23",4.47
"685","2019-12-24",4.46
"686","2019-12-26",4.42
"687","2019-12-27",4.45
"688","2019-12-30",4.47
"689","2019-12-31",4.45
"690","2020-01-02",4.52
"691","2020-01-03",4.5
"692","2020-01-06",4.4
"693","2020-01-07",4.39
"694","2020-01-08",4.43
"695","2020-01-09",4.47
"696","2020-01-10",4.45
"697","2020-01-13",4.43
"698","2020-01-14",4.43
"699","2020-01-15",4.47
"700","2020-01-16",4.49
"701","2020-01-17",4.48
"702","2020-01-21",4.49
"703","2020-01-22",4.69
"704","2020-01-23",4.93
"705","2020-01-24",4.9
"706","2020-01-27",5.21
"707","2020-01-28",5.52
"708","2020-01-29",5.61
"709","2020-01-30",5.82
"710","2020-01-31",5.81
"711","2020-02-03",4.76
"712","2020-02-04",4.33
"713","2020-02-05",4.5
"714","2020-02-06",4.43
"715","2020-02-07",4.25
"716","2020-02-10",4.61
"717","2020-02-11",4.59
"718","2020-02-12",4.25
"719","2020-02-13",4.17
"720","2020-02-14",4.16
"721","2020-02-18",3.99
"722","2020-02-19",4
"723","2020-02-20",3.95
"724","2020-02-21",3.81
"725","2020-02-24",3.72
"726","2020-02-25",3.52
"727","2020-02-26",3.4
"728","2020-02-27",3.25
"729","2020-02-28",3.3
"730","2020-03-02",3.43
"731","2020-03-03",3.2
"732","2020-03-04",3.27
"733","2020-03-05",3.08
"734","2020-03-06",2.95
"735","2020-03-09",2.87
"736","2020-03-10",2.64
"737","2020-03-11",2.55
"738","2020-03-12",2.4
"739","2020-03-13",2.47
"740","2020-03-16",2.15
"741","2020-03-17",2.04
"742","2020-03-18",1.24
"743","2020-03-19",1.47
"744","2020-03-20",1.41
"745","2020-03-23",1.08
"746","2020-03-24",1.3
"747","2020-03-25",1.22
"748","2020-03-26",1.27
"749","2020-03-27",1.16
"750","2020-03-30",1.06
"751","2020-03-31",1.04
"752","2020-04-01",0.95
"753","2020-04-02",0.92
"754","2020-04-03",0.929
"755","2020-04-06",0.991
"756","2020-04-07",1.16
"757","2020-04-08",1.54
"758","2020-04-09",1.66
"759","2020-04-13",1.42
"760","2020-04-14",1.47
"761","2020-04-15",1.35
"762","2020-04-16",1.34
"763","2020-04-17",1.33
"764","2020-04-20",1.28
"765","2020-04-21",1.17
"766","2020-04-22",1.2
"767","2020-04-23",1.18
"768","2020-04-24",1.38
"769","2020-04-27",1.5
"770","2020-04-28",1.64
"771","2020-04-29",1.92
"772","2020-04-30",1.87
"773","2020-05-01",1.87
"774","2020-05-04",2
"775","2020-05-05",1.9
"776","2020-05-06",1.82
"777","2020-05-07",1.89
"778","2020-05-08",2.14
"779","2020-05-11",1.98
"780","2020-05-12",1.81
"781","2020-05-13",1.66
"782","2020-05-14",1.6
"783","2020-05-15",1.57
"784","2020-05-18",1.86
"785","2020-05-19",1.72
"786","2020-05-20",1.69
"787","2020-05-21",1.71
"788","2020-05-22",1.66
"789","2020-05-26",1.77
"790","2020-05-27",1.88
"791","2020-05-28",1.76
"792","2020-05-29",1.7
"793","2020-06-01",1.91
"794","2020-06-02",2.07
"795","2020-06-03",2.07
"796","2020-06-04",2.2
"797","2020-06-05",2.33
"798","2020-06-08",2.79
"799","2020-06-09",2.73
"800","2020-06-10",2.68
"801","2020-06-11",2.21
"802","2020-06-12",2.41
"803","2020-06-15",2.28
"804","2020-06-16",2.21
"805","2020-06-17",2.06
"806","2020-06-18",1.99
"807","2020-06-19",1.97
"808","2020-06-22",1.91
"809","2020-06-23",1.91
"810","2020-06-24",1.72
"811","2020-06-25",1.78
"812","2020-06-26",1.65
"813","2020-06-29",1.58
"814","2020-06-30",1.48
"815","2020-07-01",1.52
"816","2020-07-02",1.55
"817","2020-07-06",1.63
"818","2020-07-07",1.52
"819","2020-07-08",1.48
"820","2020-07-09",1.42
"821","2020-07-10",1.74
"822","2020-07-13",1.81
"823","2020-07-14",1.77
"824","2020-07-15",1.88
"825","2020-07-16",1.92
"826","2020-07-17",1.84
"827","2020-07-20",1.67
"828","2020-07-21",1.73
"829","2020-07-22",1.71
"830","2020-07-23",1.76
"831","2020-07-24",1.82
"832","2020-07-27",1.72
"833","2020-07-28",1.88
"834","2020-07-29",1.88
"835","2020-07-30",1.96
"836","2020-07-31",1.93
"837","2020-08-03",2.27
"838","2020-08-04",2.19
"839","2020-08-05",2.38
"840","2020-08-06",2.45
"841","2020-08-07",2.58
"842","2020-08-10",2.85
"843","2020-08-11",2.84
"844","2020-08-12",2.82
"845","2020-08-13",2.33
"846","2020-08-14",2.47
"847","2020-08-17",2.3
"848","2020-08-18",2.17
"849","2020-08-19",2.18
"850","2020-08-20",2.18
"851","2020-08-21",2.12
"852","2020-08-24",2.2
"853","2020-08-25",2.14
"854","2020-08-26",2.19
"855","2020-08-27",2.12
"856","2020-08-28",2.07
"857","2020-08-31",1.97
"858","2020-09-01",2.12
"859","2020-09-02",2.22
"860","2020-09-03",2.22
"861","2020-09-04",2.24
"862","2020-09-08",2.2
"863","2020-09-09",2.22
"864","2020-09-10",2.15
"865","2020-09-11",2.24
"866","2020-09-14",2.32
"867","2020-09-15",2.38
"868","2020-09-16",2.53
"869","2020-09-17",2.58
"870","2020-09-18",2.54
"871","2020-09-21",2.45
"872","2020-09-22",2.23
"873","2020-09-23",2.18
"874","2020-09-24",2.16
"875","2020-09-25",2.24
"876","2020-09-28",2.49
"877","2020-09-29",2.51
"878","2020-09-30",2.57
"879","2020-10-01",2.59
"880","2020-10-02",2.71
"881","2020-10-05",2.66
"882","2020-10-06",2.65
"883","2020-10-07",2.85
"884","2020-10-08",2.88
"885","2020-10-09",3.18
"886","2020-10-12",2.94
"887","2020-10-13",2.85
"888","2020-10-14",2.95
"889","2020-10-15",2.85
"890","2020-10-16",2.82
"891","2020-10-19",2.75
"892","2020-10-20",2.8
"893","2020-10-21",2.7
"894","2020-10-22",2.69
"895","2020-10-23",2.76
"896","2020-10-26",2.65
"897","2020-10-27",2.53
"898","2020-10-28",2.42
"899","2020-10-29",2.44
"900","2020-10-30",2.52
"901","2020-11-02",2.47
"902","2020-11-03",2.69
"903","2020-11-04",2.71
"904","2020-11-05",2.65
"905","2020-11-06",2.41
"906","2020-11-09",2.67
"907","2020-11-10",2.52
"908","2020-11-11",2.52
"909","2020-11-12",2.63
"910","2020-11-13",2.73
"911","2020-11-16",2.79
"912","2020-11-17",2.83
"913","2020-11-18",2.78
"914","2020-11-19",2.8
"915","2020-11-20",2.75
"916","2020-11-23",2.87
"917","2020-11-24",2.91
"918","2020-11-25",2.88
"919","2020-11-27",2.83
