"","date","ZNGA"
"89","2012-04-25",9.11
"90","2012-04-26",9.42
"91","2012-04-27",8.52
"92","2012-04-30",8.34
"93","2012-05-01",8.46
"94","2012-05-02",8.96
"95","2012-05-03",8.65
"96","2012-05-04",8.33
"97","2012-05-07",8.34
"98","2012-05-08",7.93
"99","2012-05-09",8
"100","2012-05-10",7.82
"101","2012-05-11",7.48
"102","2012-05-14",7.95
"103","2012-05-15",8.56
"104","2012-05-16",8.22
"105","2012-05-17",8.27
"106","2012-05-18",7.16
"107","2012-05-21",7.09
"108","2012-05-22",6.8
"109","2012-05-23",7.07
"110","2012-05-24",6.8
"111","2012-05-25",6.61
"112","2012-05-29",6.09
"113","2012-05-30",5.87
"114","2012-05-31",6.26
"115","2012-06-01",6.01
"116","2012-06-04",5.71
"117","2012-06-05",5.73
"118","2012-06-06",6.17
"119","2012-06-07",6.03
"120","2012-06-08",6.05
"121","2012-06-11",5.55
"122","2012-06-12",4.98
"123","2012-06-13",5.05
"124","2012-06-14",5.03
"125","2012-06-15",5.56
"126","2012-06-18",5.78
"127","2012-06-19",5.97
"128","2012-06-20",5.89
"129","2012-06-21",5.72
"130","2012-06-22",6
"131","2012-06-25",6.07
"132","2012-06-26",5.77
"133","2012-06-27",5.63
"134","2012-06-28",5.38
"135","2012-06-29",5.44
"136","2012-07-02",5.57
"137","2012-07-03",5.4
"138","2012-07-05",5.44
"139","2012-07-06",5.36
"140","2012-07-09",5.24
"141","2012-07-10",5.01
"142","2012-07-11",4.95
"143","2012-07-12",5.02
"144","2012-07-13",4.9
"145","2012-07-16",4.83
"146","2012-07-17",4.58
"147","2012-07-18",4.61
"148","2012-07-19",4.56
"149","2012-07-20",4.8
"150","2012-07-23",5.09
"151","2012-07-24",4.92
"152","2012-07-25",5.08
"153","2012-07-26",3.18
"154","2012-07-27",3.09
"155","2012-07-30",3.01
"156","2012-07-31",2.95
"157","2012-08-01",2.81
"158","2012-08-02",2.7
"159","2012-08-03",2.72
"160","2012-08-06",2.94
"161","2012-08-07",3.01
"162","2012-08-08",2.95
"163","2012-08-09",3.01
"164","2012-08-10",2.95
"165","2012-08-13",2.93
"166","2012-08-14",3.02
"167","2012-08-15",3.06
"168","2012-08-16",3
"169","2012-08-17",3
"170","2012-08-20",2.99
"171","2012-08-21",2.97
"172","2012-08-22",3.26
"173","2012-08-23",3.25
"174","2012-08-24",3.27
"175","2012-08-27",3.06
"176","2012-08-28",3.08
"177","2012-08-29",2.96
"178","2012-08-30",2.89
"179","2012-08-31",2.8
"180","2012-09-04",2.83
"181","2012-09-05",2.92
"182","2012-09-06",2.94
"183","2012-09-07",2.88
"184","2012-09-10",2.82
"185","2012-09-11",2.79
"186","2012-09-12",3.07
"187","2012-09-13",2.96
"188","2012-09-14",3.18
"189","2012-09-17",3.08
"190","2012-09-18",3.08
"191","2012-09-19",3.2
"192","2012-09-20",3.18
"193","2012-09-21",3.24
"194","2012-09-24",2.94
"195","2012-09-25",2.82
"196","2012-09-26",2.84
"197","2012-09-27",2.84
"198","2012-09-28",2.84
"199","2012-10-01",2.75
"200","2012-10-02",2.78
"201","2012-10-03",2.8
"202","2012-10-04",2.82
"203","2012-10-05",2.48
"204","2012-10-08",2.43
"205","2012-10-09",2.44
"206","2012-10-10",2.35
"207","2012-10-11",2.43
"208","2012-10-12",2.43
"209","2012-10-15",2.42
"210","2012-10-16",2.5
"211","2012-10-17",2.55
"212","2012-10-18",2.51
"213","2012-10-19",2.4
"214","2012-10-22",2.32
"215","2012-10-23",2.2
"216","2012-10-24",2.13
"217","2012-10-25",2.39
"218","2012-10-26",2.31
"219","2012-10-31",2.24
"220","2012-11-01",2.23
"221","2012-11-02",2.3
"222","2012-11-05",2.24
"223","2012-11-06",2.24
"224","2012-11-07",2.23
"225","2012-11-08",2.16
"226","2012-11-09",2.12
"227","2012-11-12",2.1
"228","2012-11-13",2.11
"229","2012-11-14",2.14
"230","2012-11-15",2.29
"231","2012-11-16",2.21
"232","2012-11-19",2.19
"233","2012-11-20",2.25
"234","2012-11-21",2.38
"235","2012-11-23",2.32
"236","2012-11-26",2.4
"237","2012-11-27",2.35
"238","2012-11-28",2.51
"239","2012-11-29",2.62
"240","2012-11-30",2.46
"241","2012-12-03",2.23
"242","2012-12-04",2.25
"243","2012-12-05",2.32
"244","2012-12-06",2.49
"245","2012-12-07",2.55
"246","2012-12-10",2.43
"247","2012-12-11",2.45
"248","2012-12-12",2.63
"249","2012-12-13",2.62
"250","2012-12-14",2.54
"251","2012-12-17",2.44
"252","2012-12-18",2.38
"253","2012-12-19",2.41
"254","2012-12-20",2.38
"255","2012-12-21",2.33
"256","2012-12-24",2.33
"257","2012-12-26",2.39
"258","2012-12-27",2.42
"259","2012-12-28",2.33
"260","2012-12-31",2.36
"261","2013-01-02",2.39
"262","2013-01-03",2.41
"263","2013-01-04",2.63
"264","2013-01-07",2.62
"265","2013-01-08",2.5
"266","2013-01-09",2.43
"267","2013-01-10",2.48
"268","2013-01-11",2.59
"269","2013-01-14",2.62
"270","2013-01-15",2.59
"271","2013-01-16",2.56
"272","2013-01-17",2.49
"273","2013-01-18",2.45
"274","2013-01-22",2.42
"275","2013-01-23",2.45
"276","2013-01-24",2.47
"277","2013-01-25",2.49
"278","2013-01-28",2.84
"279","2013-01-29",2.6
"280","2013-01-30",2.53
"281","2013-01-31",2.71
"282","2013-02-01",2.66
"283","2013-02-04",2.56
"284","2013-02-05",2.74
"285","2013-02-06",2.99
"286","2013-02-07",3.09
"287","2013-02-08",3.43
"288","2013-02-11",3.67
"289","2013-02-12",3.24
"290","2013-02-13",3.17
"291","2013-02-14",3.25
"292","2013-02-15",3.2
"293","2013-02-19",3.25
"294","2013-02-20",3.08
"295","2013-02-21",2.96
"296","2013-02-22",3.19
"297","2013-02-25",3.43
"298","2013-02-26",3.36
"299","2013-02-27",3.52
"300","2013-02-28",3.38
"301","2013-03-01",3.43
"302","2013-03-04",3.64
"303","2013-03-05",3.54
"304","2013-03-06",3.52
"305","2013-03-07",3.53
"306","2013-03-08",3.57
"307","2013-03-11",3.93
"308","2013-03-12",3.73
"309","2013-03-13",3.64
"310","2013-03-14",3.7
"311","2013-03-15",3.62
"312","2013-03-18",3.51
"313","2013-03-19",3.47
"314","2013-03-20",3.34
"315","2013-03-21",3.35
"316","2013-03-22",3.42
"317","2013-03-25",3.41
"318","2013-03-26",3.36
"319","2013-03-27",3.35
"320","2013-03-28",3.36
"321","2013-04-01",3.16
"322","2013-04-02",3.07
"323","2013-04-03",3.53
"324","2013-04-04",3.45
"325","2013-04-05",3.55
"326","2013-04-08",3.47
"327","2013-04-09",3.39
"328","2013-04-10",3.45
"329","2013-04-11",3.41
"330","2013-04-12",3.42
"331","2013-04-15",3.22
"332","2013-04-16",3.3
"333","2013-04-17",3.22
"334","2013-04-18",3.18
"335","2013-04-19",3.19
"336","2013-04-22",3.23
"337","2013-04-23",3.18
"338","2013-04-24",3.35
"339","2013-04-25",3.13
"340","2013-04-26",3.35
"341","2013-04-29",3.27
"342","2013-04-30",3.19
"343","2013-05-01",3.18
"344","2013-05-02",3.2
"345","2013-05-03",3.22
"346","2013-05-06",3.21
"347","2013-05-07",3.13
"348","2013-05-08",3.26
"349","2013-05-09",3.21
"350","2013-05-10",3.23
"351","2013-05-13",3.47
"352","2013-05-14",3.34
"353","2013-05-15",3.48
"354","2013-05-16",3.37
"355","2013-05-17",3.38
"356","2013-05-20",3.4
"357","2013-05-21",3.45
"358","2013-05-22",3.4
"359","2013-05-23",3.39
"360","2013-05-24",3.39
"361","2013-05-28",3.4
"362","2013-05-29",3.42
"363","2013-05-30",3.43
"364","2013-05-31",3.4
"365","2013-06-03",2.99
"366","2013-06-04",3.05
"367","2013-06-05",2.87
"368","2013-06-06",2.85
"369","2013-06-07",2.84
"370","2013-06-10",2.86
"371","2013-06-11",2.88
"372","2013-06-12",2.82
"373","2013-06-13",2.8
"374","2013-06-14",2.82
"375","2013-06-17",2.87
"376","2013-06-18",2.89
"377","2013-06-19",2.89
"378","2013-06-20",2.86
"379","2013-06-21",2.71
"380","2013-06-24",2.58
"381","2013-06-25",2.75
"382","2013-06-26",2.8
"383","2013-06-27",2.86
"384","2013-06-28",2.78
"385","2013-07-01",3.07
"386","2013-07-02",3.27
"387","2013-07-03",3.42
"388","2013-07-05",3.43
"389","2013-07-08",3.29
"390","2013-07-09",3.34
"391","2013-07-10",3.39
"392","2013-07-11",3.54
"393","2013-07-12",3.5
"394","2013-07-15",3.55
"395","2013-07-16",3.46
"396","2013-07-17",3.46
"397","2013-07-18",3.42
"398","2013-07-19",3.36
"399","2013-07-22",3.3
"400","2013-07-23",3.27
"401","2013-07-24",3.28
"402","2013-07-25",3.5
"403","2013-07-26",3.01
"404","2013-07-29",3.02
"405","2013-07-30",2.97
"406","2013-07-31",2.98
"407","2013-08-01",3.03
"408","2013-08-02",3
"409","2013-08-05",2.94
"410","2013-08-06",2.92
"411","2013-08-07",2.85
"412","2013-08-08",2.87
"413","2013-08-09",3
"414","2013-08-12",2.94
"415","2013-08-13",2.91
"416","2013-08-14",2.97
"417","2013-08-15",2.88
"418","2013-08-16",2.9
"419","2013-08-19",2.83
"420","2013-08-20",2.75
"421","2013-08-21",2.75
"422","2013-08-22",2.81
"423","2013-08-23",2.89
"424","2013-08-26",2.9
"425","2013-08-27",2.79
"426","2013-08-28",2.88
"427","2013-08-29",2.91
"428","2013-08-30",2.83
"429","2013-09-03",2.87
"430","2013-09-04",2.92
"431","2013-09-05",3
"432","2013-09-06",3.02
"433","2013-09-09",3.1
"434","2013-09-10",3.03
"435","2013-09-11",3
"436","2013-09-12",3.02
"437","2013-09-13",3.08
"438","2013-09-16",3.09
"439","2013-09-17",3.27
"440","2013-09-18",3.27
"441","2013-09-19",3.47
"442","2013-09-20",3.48
"443","2013-09-23",3.52
"444","2013-09-24",3.61
"445","2013-09-25",3.79
"446","2013-09-26",3.61
"447","2013-09-27",3.78
"448","2013-09-30",3.67
"449","2013-10-01",3.84
"450","2013-10-02",3.82
"451","2013-10-03",3.67
"452","2013-10-04",3.76
"453","2013-10-07",3.7
"454","2013-10-08",3.54
"455","2013-10-09",3.48
"456","2013-10-10",3.53
"457","2013-10-11",3.61
"458","2013-10-14",3.55
"459","2013-10-15",3.52
"460","2013-10-16",3.59
"461","2013-10-17",3.58
"462","2013-10-18",3.67
"463","2013-10-21",3.69
"464","2013-10-22",3.64
"465","2013-10-23",3.55
"466","2013-10-24",3.54
"467","2013-10-25",3.73
"468","2013-10-28",3.78
"469","2013-10-29",3.69
"470","2013-10-30",3.59
"471","2013-10-31",3.58
"472","2013-11-01",3.58
"473","2013-11-04",3.74
"474","2013-11-05",3.8
"475","2013-11-06",3.71
"476","2013-11-07",3.46
"477","2013-11-08",3.46
"478","2013-11-11",3.43
"479","2013-11-12",3.51
"480","2013-11-13",3.81
"481","2013-11-14",3.91
"482","2013-11-15",4.02
"483","2013-11-18",3.84
"484","2013-11-19",3.99
"485","2013-11-20",4.27
"486","2013-11-21",4.37
"487","2013-11-22",4.38
"488","2013-11-25",4.5
"489","2013-11-26",4.46
"490","2013-11-27",4.41
"491","2013-11-29",4.35
"492","2013-12-02",4.29
"493","2013-12-03",4.09
"494","2013-12-04",4.07
"495","2013-12-05",4.01
"496","2013-12-06",3.99
"497","2013-12-09",3.99
"498","2013-12-10",4.13
"499","2013-12-11",4.05
"500","2013-12-12",4.14
"501","2013-12-13",4.11
"502","2013-12-16",4.1
"503","2013-12-17",4.14
"504","2013-12-18",4.1
"505","2013-12-19",4.06
"506","2013-12-20",4
"507","2013-12-23",4.08
"508","2013-12-24",4.11
"509","2013-12-26",4.07
"510","2013-12-27",3.95
"511","2013-12-30",3.88
"512","2013-12-31",3.8
"513","2014-01-02",3.95
"514","2014-01-03",3.97
"515","2014-01-06",4.04
"516","2014-01-07",4.14
"517","2014-01-08",4.18
"518","2014-01-09",4.12
"519","2014-01-10",4.11
"520","2014-01-13",4.03
"521","2014-01-14",4.06
"522","2014-01-15",4.03
"523","2014-01-16",3.54
"524","2014-01-17",3.55
"525","2014-01-21",3.63
"526","2014-01-22",3.63
"527","2014-01-23",3.56
"528","2014-01-24",3.5
"529","2014-01-27",3.42
"530","2014-01-28",3.39
"531","2014-01-29",3.42
"532","2014-01-30",3.56
"533","2014-01-31",4.4
"534","2014-02-03",4.49
"535","2014-02-04",4.59
"536","2014-02-05",4.46
"537","2014-02-06",4.47
"538","2014-02-07",4.53
"539","2014-02-10",4.56
"540","2014-02-11",4.63
"541","2014-02-12",4.8
"542","2014-02-13",4.76
"543","2014-02-14",4.87
"544","2014-02-18",5.15
"545","2014-02-19",5.07
"546","2014-02-20",5.09
"547","2014-02-21",5
"548","2014-02-24",5
"549","2014-02-25",5.08
"550","2014-02-26",5.24
"551","2014-02-27",5.21
"552","2014-02-28",5.06
"553","2014-03-03",5.24
"554","2014-03-04",5.65
"555","2014-03-05",5.69
"556","2014-03-06",5.51
"557","2014-03-07",5.58
"558","2014-03-10",5.53
"559","2014-03-11",5.65
"560","2014-03-12",5.79
"561","2014-03-13",5.52
"562","2014-03-14",5.46
"563","2014-03-17",5.34
"564","2014-03-18",5.35
"565","2014-03-19",5.14
"566","2014-03-20",5.08
"567","2014-03-21",4.95
"568","2014-03-24",4.7
"569","2014-03-25",4.84
"570","2014-03-26",4.64
"571","2014-03-27",4.47
"572","2014-03-28",4.42
"573","2014-03-31",4.3
"574","2014-04-01",4.38
"575","2014-04-02",4.32
"576","2014-04-03",4.15
"577","2014-04-04",4.2
"578","2014-04-07",4.19
"579","2014-04-08",4.3
"580","2014-04-09",4.37
"581","2014-04-10",4.07
"582","2014-04-11",4.07
"583","2014-04-14",4.01
"584","2014-04-15",4.01
"585","2014-04-16",4.11
"586","2014-04-17",4.29
"587","2014-04-21",4.47
"588","2014-04-22",4.56
"589","2014-04-23",4.42
"590","2014-04-24",4.35
"591","2014-04-25",4.08
"592","2014-04-28",3.9
"593","2014-04-29",3.95
"594","2014-04-30",4.05
"595","2014-05-01",3.9
"596","2014-05-02",3.86
"597","2014-05-05",3.84
"598","2014-05-06",3.71
"599","2014-05-07",3.56
"600","2014-05-08",3.54
"601","2014-05-09",3.48
"602","2014-05-12",3.59
"603","2014-05-13",3.66
"604","2014-05-14",3.52
"605","2014-05-15",3.36
"606","2014-05-16",3.35
"607","2014-05-19",3.5
"608","2014-05-20",3.35
"609","2014-05-21",3.39
"610","2014-05-22",3.3
"611","2014-05-23",3.28
"612","2014-05-27",3.41
"613","2014-05-28",3.44
"614","2014-05-29",3.41
"615","2014-05-30",3.45
"616","2014-06-02",3.39
"617","2014-06-03",3.31
"618","2014-06-04",3.27
"619","2014-06-05",2.97
"620","2014-06-06",2.98
"621","2014-06-09",3
"622","2014-06-10",3.2
"623","2014-06-11",3.18
"624","2014-06-12",3.1
"625","2014-06-13",3.1
"626","2014-06-16",3.08
"627","2014-06-17",3.13
"628","2014-06-18",3.11
"629","2014-06-19",3.06
"630","2014-06-20",3.04
"631","2014-06-23",3.12
"632","2014-06-24",3.06
"633","2014-06-25",3.1
"634","2014-06-26",3.19
"635","2014-06-27",3.23
"636","2014-06-30",3.21
"637","2014-07-01",3.23
"638","2014-07-02",3.2
"639","2014-07-03",3.19
"640","2014-07-07",3.15
"641","2014-07-08",3.04
"642","2014-07-09",3.01
"643","2014-07-10",3.12
"644","2014-07-11",3.24
"645","2014-07-14",3.18
"646","2014-07-15",3.1
"647","2014-07-16",3.02
"648","2014-07-17",3.08
"649","2014-07-18",3.05
"650","2014-07-21",3.1
"651","2014-07-22",3.04
"652","2014-07-23",3.06
"653","2014-07-24",3.04
"654","2014-07-25",3
"655","2014-07-28",3.02
"656","2014-07-29",2.93
"657","2014-07-30",2.92
"658","2014-07-31",2.92
"659","2014-08-01",2.87
"660","2014-08-04",2.84
"661","2014-08-05",2.85
"662","2014-08-06",2.79
"663","2014-08-07",2.92
"664","2014-08-08",2.88
"665","2014-08-11",2.85
"666","2014-08-12",2.86
"667","2014-08-13",2.83
"668","2014-08-14",2.85
"669","2014-08-15",2.91
"670","2014-08-18",3.08
"671","2014-08-19",3.11
"672","2014-08-20",3.12
"673","2014-08-21",3.06
"674","2014-08-22",3.08
"675","2014-08-25",3.01
"676","2014-08-26",2.95
"677","2014-08-27",2.88
"678","2014-08-28",2.88
"679","2014-08-29",2.9
"680","2014-09-02",3.01
"681","2014-09-03",3.01
"682","2014-09-04",3.05
"683","2014-09-05",3.08
"684","2014-09-08",3.02
"685","2014-09-09",2.95
"686","2014-09-10",2.99
"687","2014-09-11",2.94
"688","2014-09-12",2.92
"689","2014-09-15",2.9
"690","2014-09-16",3.02
"691","2014-09-17",3.15
"692","2014-09-18",3.08
"693","2014-09-19",3.06
"694","2014-09-22",3.05
"695","2014-09-23",3
"696","2014-09-24",3.01
"697","2014-09-25",2.96
"698","2014-09-26",2.83
"699","2014-09-29",2.79
"700","2014-09-30",2.7
"701","2014-10-01",2.69
"702","2014-10-02",2.62
"703","2014-10-03",2.62
"704","2014-10-06",2.55
"705","2014-10-07",2.56
"706","2014-10-08",2.56
"707","2014-10-09",2.4
"708","2014-10-10",2.37
"709","2014-10-13",2.28
"710","2014-10-14",2.27
"711","2014-10-15",2.28
"712","2014-10-16",2.29
"713","2014-10-17",2.29
"714","2014-10-20",2.29
"715","2014-10-21",2.43
"716","2014-10-22",2.34
"717","2014-10-23",2.37
"718","2014-10-24",2.37
"719","2014-10-27",2.38
"720","2014-10-28",2.4
"721","2014-10-29",2.34
"722","2014-10-30",2.4
"723","2014-10-31",2.55
"724","2014-11-03",2.56
"725","2014-11-04",2.43
"726","2014-11-05",2.35
"727","2014-11-06",2.36
"728","2014-11-07",2.43
"729","2014-11-10",2.48
"730","2014-11-11",2.75
"731","2014-11-12",2.81
"732","2014-11-13",2.73
"733","2014-11-14",2.77
"734","2014-11-17",2.75
"735","2014-11-18",2.71
"736","2014-11-19",2.69
"737","2014-11-20",2.69
"738","2014-11-21",2.69
"739","2014-11-24",2.68
"740","2014-11-25",2.64
"741","2014-11-26",2.63
"742","2014-11-28",2.6
"743","2014-12-01",2.51
"744","2014-12-02",2.48
"745","2014-12-03",2.54
"746","2014-12-04",2.53
"747","2014-12-05",2.51
"748","2014-12-08",2.48
"749","2014-12-09",2.56
"750","2014-12-10",2.51
"751","2014-12-11",2.47
"752","2014-12-12",2.5
"753","2014-12-15",2.44
"754","2014-12-16",2.32
"755","2014-12-17",2.39
"756","2014-12-18",2.44
"757","2014-12-19",2.7
"758","2014-12-22",2.81
"759","2014-12-23",2.72
"760","2014-12-24",2.71
"761","2014-12-26",2.67
"762","2014-12-29",2.74
"763","2014-12-30",2.72
"764","2014-12-31",2.66
"765","2015-01-02",2.73
"766","2015-01-05",2.71
"767","2015-01-06",2.7
"768","2015-01-07",2.68
"769","2015-01-08",2.58
"770","2015-01-09",2.64
"771","2015-01-12",2.62
"772","2015-01-13",2.56
"773","2015-01-14",2.6
"774","2015-01-15",2.59
"775","2015-01-16",2.61
"776","2015-01-20",2.63
"777","2015-01-21",2.59
"778","2015-01-22",2.62
"779","2015-01-23",2.73
"780","2015-01-26",2.67
"781","2015-01-27",2.66
"782","2015-01-28",2.58
"783","2015-01-29",2.58
"784","2015-01-30",2.56
"785","2015-02-02",2.57
"786","2015-02-03",2.59
"787","2015-02-04",2.58
"788","2015-02-05",2.64
"789","2015-02-06",2.74
"790","2015-02-09",2.75
"791","2015-02-10",2.8
"792","2015-02-11",2.81
"793","2015-02-12",2.66
"794","2015-02-13",2.24
"795","2015-02-17",2.32
"796","2015-02-18",2.31
"797","2015-02-19",2.32
"798","2015-02-20",2.32
"799","2015-02-23",2.32
"800","2015-02-24",2.32
"801","2015-02-25",2.33
"802","2015-02-26",2.31
"803","2015-02-27",2.3
"804","2015-03-02",2.32
"805","2015-03-03",2.35
"806","2015-03-04",2.39
"807","2015-03-05",2.41
"808","2015-03-06",2.54
"809","2015-03-09",2.54
"810","2015-03-10",2.55
"811","2015-03-11",2.61
"812","2015-03-12",2.68
"813","2015-03-13",2.59
"814","2015-03-16",2.57
"815","2015-03-17",2.62
"816","2015-03-18",2.62
"817","2015-03-19",2.65
"818","2015-03-20",2.7
"819","2015-03-23",2.76
"820","2015-03-24",2.81
"821","2015-03-25",2.77
"822","2015-03-26",2.72
"823","2015-03-27",2.77
"824","2015-03-30",2.78
"825","2015-03-31",2.85
"826","2015-04-01",2.79
"827","2015-04-02",2.78
"828","2015-04-06",2.77
"829","2015-04-07",2.8
"830","2015-04-08",2.9
"831","2015-04-09",2.38
"832","2015-04-10",2.49
"833","2015-04-13",2.47
"834","2015-04-14",2.44
"835","2015-04-15",2.46
"836","2015-04-16",2.46
"837","2015-04-17",2.45
"838","2015-04-20",2.44
"839","2015-04-21",2.49
"840","2015-04-22",2.51
"841","2015-04-23",2.53
"842","2015-04-24",2.52
"843","2015-04-27",2.47
"844","2015-04-28",2.45
"845","2015-04-29",2.45
"846","2015-04-30",2.45
"847","2015-05-01",2.47
"848","2015-05-04",2.49
"849","2015-05-05",2.5
"850","2015-05-06",2.61
"851","2015-05-07",2.8
"852","2015-05-08",2.86
"853","2015-05-11",2.9
"854","2015-05-12",2.93
"855","2015-05-13",3.01
"856","2015-05-14",3.05
"857","2015-05-15",3.05
"858","2015-05-18",2.97
"859","2015-05-19",3
"860","2015-05-20",2.96
"861","2015-05-21",2.97
"862","2015-05-22",2.93
"863","2015-05-26",2.85
"864","2015-05-27",2.86
"865","2015-05-28",2.94
"866","2015-05-29",2.95
"867","2015-06-01",2.94
"868","2015-06-02",2.98
"869","2015-06-03",3.04
"870","2015-06-04",3.02
"871","2015-06-05",3.06
"872","2015-06-08",2.99
"873","2015-06-09",2.98
"874","2015-06-10",3.01
"875","2015-06-11",2.99
"876","2015-06-12",3.04
"877","2015-06-15",2.99
"878","2015-06-16",2.95
"879","2015-06-17",2.96
"880","2015-06-18",2.99
"881","2015-06-19",2.99
"882","2015-06-22",2.98
"883","2015-06-23",2.96
"884","2015-06-24",2.98
"885","2015-06-25",2.99
"886","2015-06-26",2.94
"887","2015-06-29",2.88
"888","2015-06-30",2.86
"889","2015-07-01",2.84
"890","2015-07-02",2.84
"891","2015-07-06",2.81
"892","2015-07-07",2.84
"893","2015-07-08",2.74
"894","2015-07-09",2.65
"895","2015-07-10",2.65
"896","2015-07-13",2.67
"897","2015-07-14",2.75
"898","2015-07-15",2.7
"899","2015-07-16",2.75
"900","2015-07-17",2.71
"901","2015-07-20",2.65
"902","2015-07-21",2.69
"903","2015-07-22",2.66
"904","2015-07-23",2.67
"905","2015-07-24",2.62
"906","2015-07-27",2.54
"907","2015-07-28",2.48
"908","2015-07-29",2.51
"909","2015-07-30",2.47
"910","2015-07-31",2.48
"911","2015-08-03",2.49
"912","2015-08-04",2.49
"913","2015-08-05",2.51
"914","2015-08-06",2.45
"915","2015-08-07",2.64
"916","2015-08-10",2.67
"917","2015-08-11",2.67
"918","2015-08-12",2.75
"919","2015-08-13",2.7
"920","2015-08-14",2.7
"921","2015-08-17",2.65
"922","2015-08-18",2.62
"923","2015-08-19",2.58
"924","2015-08-20",2.52
"925","2015-08-21",2.44
"926","2015-08-24",2.37
"927","2015-08-25",2.44
"928","2015-08-26",2.43
"929","2015-08-27",2.42
"930","2015-08-28",2.52
"931","2015-08-31",2.53
"932","2015-09-01",2.5
"933","2015-09-02",2.5
"934","2015-09-03",2.54
"935","2015-09-04",2.5
"936","2015-09-08",2.5
"937","2015-09-09",2.51
"938","2015-09-10",2.47
"939","2015-09-11",2.47
"940","2015-09-14",2.49
"941","2015-09-15",2.52
"942","2015-09-16",2.51
"943","2015-09-17",2.49
"944","2015-09-18",2.52
"945","2015-09-21",2.5
"946","2015-09-22",2.42
"947","2015-09-23",2.39
"948","2015-09-24",2.38
"949","2015-09-25",2.34
"950","2015-09-28",2.3
"951","2015-09-29",2.21
"952","2015-09-30",2.28
"953","2015-10-01",2.27
"954","2015-10-02",2.36
"955","2015-10-05",2.38
"956","2015-10-06",2.4
"957","2015-10-07",2.41
"958","2015-10-08",2.46
"959","2015-10-09",2.47
"960","2015-10-12",2.47
"961","2015-10-13",2.47
"962","2015-10-14",2.47
"963","2015-10-15",2.51
"964","2015-10-16",2.46
"965","2015-10-19",2.44
"966","2015-10-20",2.38
"967","2015-10-21",2.37
"968","2015-10-22",2.42
"969","2015-10-23",2.43
"970","2015-10-26",2.4
"971","2015-10-27",2.39
"972","2015-10-28",2.43
"973","2015-10-29",2.38
"974","2015-10-30",2.37
"975","2015-11-02",2.39
"976","2015-11-03",2.45
"977","2015-11-04",2.55
"978","2015-11-05",2.58
"979","2015-11-06",2.57
"980","2015-11-09",2.52
"981","2015-11-10",2.52
"982","2015-11-11",2.54
"983","2015-11-12",2.47
"984","2015-11-13",2.46
"985","2015-11-16",2.47
"986","2015-11-17",2.47
"987","2015-11-18",2.55
"988","2015-11-19",2.53
"989","2015-11-20",2.54
"990","2015-11-23",2.54
"991","2015-11-24",2.55
"992","2015-11-25",2.6
"993","2015-11-27",2.62
"994","2015-11-30",2.58
"995","2015-12-01",2.6
"996","2015-12-02",2.63
"997","2015-12-03",2.58
"998","2015-12-04",2.63
"999","2015-12-07",2.61
"1000","2015-12-08",2.6
