"","date","KE"
"128","2015-05-07",12.77
"129","2015-05-08",13.22
"130","2015-05-11",12.87
"131","2015-05-12",13.3
"132","2015-05-13",13.24
"133","2015-05-14",13.53
"134","2015-05-15",14.5
"135","2015-05-18",15.75
"136","2015-05-19",15.31
"137","2015-05-20",15.31
"138","2015-05-21",15.35
"139","2015-05-22",15.17
"140","2015-05-26",15.07
"141","2015-05-27",15.24
"142","2015-05-28",15.45
"143","2015-05-29",15.58
"144","2015-06-01",15.61
"145","2015-06-02",15.73
"146","2015-06-03",16.360001
"147","2015-06-04",16.59
"148","2015-06-05",16.41
"149","2015-06-08",15.84
"150","2015-06-09",15.82
"151","2015-06-10",15.96
"152","2015-06-11",15.62
"153","2015-06-12",15.65
"154","2015-06-15",15.46
"155","2015-06-16",15.59
"156","2015-06-17",15.62
"157","2015-06-18",15.75
"158","2015-06-19",15.7
"159","2015-06-22",15.73
"160","2015-06-23",15.66
"161","2015-06-24",15.41
"162","2015-06-25",15.34
"163","2015-06-26",15.06
"164","2015-06-29",14.76
"165","2015-06-30",14.59
"166","2015-07-01",14.77
"167","2015-07-02",14.73
"168","2015-07-06",14.44
"169","2015-07-07",14.49
"170","2015-07-08",13.6
"171","2015-07-09",13.21
"172","2015-07-10",13.81
"173","2015-07-13",13.38
"174","2015-07-14",13.83
"175","2015-07-15",13.74
"176","2015-07-16",13.95
"177","2015-07-17",13.9
"178","2015-07-20",13.53
"179","2015-07-21",13.42
"180","2015-07-22",13.61
"181","2015-07-23",13.54
"182","2015-07-24",13.52
"183","2015-07-27",13.88
"184","2015-07-28",13.75
"185","2015-07-29",13.23
"186","2015-07-30",13.46
"187","2015-07-31",13.41
"188","2015-08-03",13.3
"189","2015-08-04",12.7
"190","2015-08-05",12.31
"191","2015-08-06",12
"192","2015-08-07",11.85
"193","2015-08-10",11.78
"194","2015-08-11",11.82
"195","2015-08-12",11.68
"196","2015-08-13",11.59
"197","2015-08-14",11.74
"198","2015-08-17",11.88
"199","2015-08-18",11.65
"200","2015-08-19",11.55
"201","2015-08-20",11.55
"202","2015-08-21",11.68
"203","2015-08-24",11.25
"204","2015-08-25",11.41
"205","2015-08-26",11.64
"206","2015-08-27",11.31
"207","2015-08-28",11.57
"208","2015-08-31",11.75
"209","2015-09-01",11.36
"210","2015-09-02",11.34
"211","2015-09-03",11.41
"212","2015-09-04",11.32
"213","2015-09-08",11.31
"214","2015-09-09",11.2
"215","2015-09-10",11.08
"216","2015-09-11",11
"217","2015-09-14",10.99
"218","2015-09-15",11.15
"219","2015-09-16",11.32
"220","2015-09-17",11.58
"221","2015-09-18",11.43
"222","2015-09-21",11.28
"223","2015-09-22",11.33
"224","2015-09-23",11.77
"225","2015-09-24",11.68
"226","2015-09-25",11.7
"227","2015-09-28",11.7
"228","2015-09-29",11.71
"229","2015-09-30",11.93
"230","2015-10-01",11.81
"231","2015-10-02",11.98
"232","2015-10-05",12.3
"233","2015-10-06",11.97
"234","2015-10-07",12.15
"235","2015-10-08",12.25
"236","2015-10-09",12.42
"237","2015-10-12",12.45
"238","2015-10-13",12.3
"239","2015-10-14",12.29
"240","2015-10-15",12.25
"241","2015-10-16",11.64
"242","2015-10-19",11.35
"243","2015-10-20",11.36
"244","2015-10-21",11
"245","2015-10-22",11.98
"246","2015-10-23",11.78
"247","2015-10-26",11.16
"248","2015-10-27",10.58
"249","2015-10-28",11.78
"250","2015-10-29",11.48
"251","2015-10-30",11.39
"252","2015-11-02",11.78
"253","2015-11-03",11.86
"254","2015-11-04",12.14
"255","2015-11-05",12.28
"256","2015-11-06",11.81
"257","2015-11-09",10.73
"258","2015-11-10",10.94
"259","2015-11-11",11.14
"260","2015-11-12",10.73
"261","2015-11-13",10.78
"262","2015-11-16",10.78
"263","2015-11-17",10.5
"264","2015-11-18",10.76
"265","2015-11-19",10.51
"266","2015-11-20",10.56
"267","2015-11-23",10.72
"268","2015-11-24",10.99
"269","2015-11-25",11.06
"270","2015-11-27",11.65
"271","2015-11-30",11.46
"272","2015-12-01",11.4
"273","2015-12-02",11.24
"274","2015-12-03",10.9
"275","2015-12-04",11.17
"276","2015-12-07",10.98
"277","2015-12-08",10.9
"278","2015-12-09",10.57
"279","2015-12-10",10.53
"280","2015-12-11",10.73
"281","2015-12-14",10.77
"282","2015-12-15",10.92
"283","2015-12-16",11.68
"284","2015-12-17",12.44
"285","2015-12-18",11.75
"286","2015-12-21",11.74
"287","2015-12-22",11.42
"288","2015-12-23",11.43
"289","2015-12-24",11.9
"290","2015-12-28",11.55
"291","2015-12-29",11.66
"292","2015-12-30",11.55
"293","2015-12-31",10.99
"294","2016-01-04",10.78
"295","2016-01-05",10.78
"296","2016-01-06",10.56
"297","2016-01-07",10.03
"298","2016-01-08",9.57
"299","2016-01-11",9.59
"300","2016-01-12",9.66
"301","2016-01-13",9.37
"302","2016-01-14",9.61
"303","2016-01-15",9.43
"304","2016-01-19",9.61
"305","2016-01-20",9.78
"306","2016-01-21",9.48
"307","2016-01-22",9.61
"308","2016-01-25",9.65
"309","2016-01-26",9.72
"310","2016-01-27",9.65
"311","2016-01-28",9.69
"312","2016-01-29",10.04
"313","2016-02-01",9.65
"314","2016-02-02",9.45
"315","2016-02-03",9.59
"316","2016-02-04",9.58
"317","2016-02-05",9.42
"318","2016-02-08",10.58
"319","2016-02-09",10.5
"320","2016-02-10",10.46
"321","2016-02-11",10.3
"322","2016-02-12",10.82
"323","2016-02-16",11.09
"324","2016-02-17",10.95
"325","2016-02-18",10.8
"326","2016-02-19",11.03
"327","2016-02-22",10.95
"328","2016-02-23",10.89
"329","2016-02-24",11.08
"330","2016-02-25",11.18
"331","2016-02-26",11.5
"332","2016-02-29",11.42
"333","2016-03-01",11.59
"334","2016-03-02",11.4
"335","2016-03-03",11.58
"336","2016-03-04",11.63
"337","2016-03-07",11.58
"338","2016-03-08",11.5
"339","2016-03-09",11.69
"340","2016-03-10",11.55
"341","2016-03-11",11.7
"342","2016-03-14",11.71
"343","2016-03-15",11.55
"344","2016-03-16",11.63
"345","2016-03-17",11.75
"346","2016-03-18",12.07
"347","2016-03-21",11.81
"348","2016-03-22",11.62
"349","2016-03-23",11.59
"350","2016-03-24",11.85
"351","2016-03-28",11.66
"352","2016-03-29",11.69
"353","2016-03-30",11.75
"354","2016-03-31",11.17
"355","2016-04-01",11.31
"356","2016-04-04",11.17
"357","2016-04-05",11.1
"358","2016-04-06",11.09
"359","2016-04-07",10.68
"360","2016-04-08",10.57
"361","2016-04-11",11
"362","2016-04-12",11.3
"363","2016-04-13",11.52
"364","2016-04-14",11.25
"365","2016-04-15",11.32
"366","2016-04-18",11.44
"367","2016-04-19",11.29
"368","2016-04-20",11.26
"369","2016-04-21",11.28
"370","2016-04-22",11.29
"371","2016-04-25",11.17
"372","2016-04-26",11.19
"373","2016-04-27",11.25
"374","2016-04-28",11.12
"375","2016-04-29",10.94
"376","2016-05-02",11.11
"377","2016-05-03",10.69
"378","2016-05-04",10.59
"379","2016-05-05",10.59
"380","2016-05-06",10.8
"381","2016-05-09",11.07
"382","2016-05-10",10.62
"383","2016-05-11",10.59
"384","2016-05-12",10.61
"385","2016-05-13",10.72
"386","2016-05-16",10.92
"387","2016-05-17",10.47
"388","2016-05-18",10.7
"389","2016-05-19",10.32
"390","2016-05-20",11
"391","2016-05-23",11.04
"392","2016-05-24",11.4
"393","2016-05-25",11.18
"394","2016-05-26",11.28
"395","2016-05-27",11.29
"396","2016-05-31",11.27
"397","2016-06-01",11.23
"398","2016-06-02",11.37
"399","2016-06-03",11.35
"400","2016-06-06",11.46
"401","2016-06-07",11.49
"402","2016-06-08",11.7
"403","2016-06-09",11.76
"404","2016-06-10",11.73
"405","2016-06-13",11.59
"406","2016-06-14",11.78
"407","2016-06-15",11.75
"408","2016-06-16",12.06
"409","2016-06-17",11.94
"410","2016-06-20",12.27
"411","2016-06-21",12.36
"412","2016-06-22",12.15
"413","2016-06-23",12.55
"414","2016-06-24",12.34
"415","2016-06-27",12.04
"416","2016-06-28",12.05
"417","2016-06-29",12.07
"418","2016-06-30",12.45
"419","2016-07-01",12.22
"420","2016-07-05",12.16
"421","2016-07-06",12.2
"422","2016-07-07",12.22
"423","2016-07-08",12.78
"424","2016-07-11",12.83
"425","2016-07-12",12.91
"426","2016-07-13",12.73
"427","2016-07-14",12.82
"428","2016-07-15",12.9
"429","2016-07-18",12.79
"430","2016-07-19",12.69
"431","2016-07-20",12.75
"432","2016-07-21",12.65
"433","2016-07-22",12.64
"434","2016-07-25",12.6
"435","2016-07-26",12.7
"436","2016-07-27",12.79
"437","2016-07-28",12.74
"438","2016-07-29",12.62
"439","2016-08-01",12.68
"440","2016-08-02",12.42
"441","2016-08-03",12.32
"442","2016-08-04",12.05
"443","2016-08-05",12.22
"444","2016-08-08",12.24
"445","2016-08-09",12.31
"446","2016-08-10",12.29
"447","2016-08-11",12.27
"448","2016-08-12",12.24
"449","2016-08-15",12.24
"450","2016-08-16",12.14
"451","2016-08-17",12.04
"452","2016-08-18",12.1
"453","2016-08-19",12.15
"454","2016-08-22",12.1
"455","2016-08-23",12.15
"456","2016-08-24",12.19
"457","2016-08-25",12.19
"458","2016-08-26",12.03
"459","2016-08-29",12.2
"460","2016-08-30",12.17
"461","2016-08-31",12.12
"462","2016-09-01",12.2
"463","2016-09-02",12.2
"464","2016-09-06",12.18
"465","2016-09-07",12.18
"466","2016-09-08",12.2
"467","2016-09-09",11.94
"468","2016-09-12",12.2
"469","2016-09-13",12.01
"470","2016-09-14",12.04
"471","2016-09-15",12.1
"472","2016-09-16",11.94
"473","2016-09-19",12.3
"474","2016-09-20",12.64
"475","2016-09-21",12.79
"476","2016-09-22",13.2
"477","2016-09-23",13.23
"478","2016-09-26",13.13
"479","2016-09-27",13.31
"480","2016-09-28",13.41
"481","2016-09-29",13.27
"482","2016-09-30",13.86
"483","2016-10-03",13.66
"484","2016-10-04",13.65
"485","2016-10-05",13.86
"486","2016-10-06",14.03
"487","2016-10-07",13.9
"488","2016-10-10",13.79
"489","2016-10-11",13.55
"490","2016-10-12",13.59
"491","2016-10-13",13.62
"492","2016-10-14",13.68
"493","2016-10-17",13.8
"494","2016-10-18",13.95
"495","2016-10-19",13.8
"496","2016-10-20",13.75
"497","2016-10-21",13.8
"498","2016-10-24",14
"499","2016-10-25",13.9
"500","2016-10-26",13.9
"501","2016-10-27",13.95
"502","2016-10-28",13.95
"503","2016-10-31",13.9
"504","2016-11-01",14
"505","2016-11-02",13.85
"506","2016-11-03",13.95
"507","2016-11-04",13.95
"508","2016-11-07",14.55
"509","2016-11-08",14.8
"510","2016-11-09",15.25
"511","2016-11-10",15.75
"512","2016-11-11",16.75
"513","2016-11-14",16.85
"514","2016-11-15",16.799999
"515","2016-11-16",16.75
"516","2016-11-17",16.700001
"517","2016-11-18",16.9
"518","2016-11-21",17.15
"519","2016-11-22",17.5
"520","2016-11-23",17.65
"521","2016-11-25",17.85
"522","2016-11-28",18.1
"523","2016-11-29",17.700001
"524","2016-11-30",17.450001
"525","2016-12-01",17.25
"526","2016-12-02",17.6
"527","2016-12-05",17.450001
"528","2016-12-06",17.9
"529","2016-12-07",17.65
"530","2016-12-08",17.65
"531","2016-12-09",17.6
"532","2016-12-12",18.35
"533","2016-12-13",18.5
"534","2016-12-14",18.35
"535","2016-12-15",18.4
"536","2016-12-16",18.6
"537","2016-12-19",18.450001
"538","2016-12-20",18.950001
"539","2016-12-21",18.65
"540","2016-12-22",18.35
"541","2016-12-23",18.5
"542","2016-12-27",18.700001
"543","2016-12-28",18.299999
"544","2016-12-29",18.35
"545","2016-12-30",18.200001
"546","2017-01-03",18.200001
"547","2017-01-04",18.299999
"548","2017-01-05",17.9
"549","2017-01-06",17.5
"550","2017-01-09",17.450001
"551","2017-01-10",17.700001
"552","2017-01-11",17.75
"553","2017-01-12",17.65
"554","2017-01-13",17.950001
"555","2017-01-17",17.6
"556","2017-01-18",17.700001
"557","2017-01-19",17.049999
"558","2017-01-20",17.1
"559","2017-01-23",17.25
"560","2017-01-24",17.4
"561","2017-01-25",17.6
"562","2017-01-26",17.5
"563","2017-01-27",17.6
"564","2017-01-30",17.15
"565","2017-01-31",17.1
"566","2017-02-01",17.1
"567","2017-02-02",16.85
"568","2017-02-03",16.9
"569","2017-02-06",16.6
"570","2017-02-07",16.6
"571","2017-02-08",16.450001
"572","2017-02-09",16.799999
"573","2017-02-10",17.049999
"574","2017-02-13",16.85
"575","2017-02-14",16.299999
"576","2017-02-15",16.1
"577","2017-02-16",16.049999
"578","2017-02-17",16.5
"579","2017-02-21",16.6
"580","2017-02-22",16.5
"581","2017-02-23",16.450001
"582","2017-02-24",16.549999
"583","2017-02-27",16.5
"584","2017-02-28",16.1
"585","2017-03-01",16.450001
"586","2017-03-02",16.200001
"587","2017-03-03",16.200001
"588","2017-03-06",16.1
"589","2017-03-07",16.15
"590","2017-03-08",15.9
"591","2017-03-09",15.95
"592","2017-03-10",15.7
"593","2017-03-13",15.35
"594","2017-03-14",15.2
"595","2017-03-15",15.65
"596","2017-03-16",16.049999
"597","2017-03-17",16
"598","2017-03-20",16
"599","2017-03-21",15.3
"600","2017-03-22",15.05
"601","2017-03-23",16
"602","2017-03-24",16.049999
"603","2017-03-27",16.25
"604","2017-03-28",16.35
"605","2017-03-29",16.25
"606","2017-03-30",16.549999
"607","2017-03-31",16.950001
"608","2017-04-03",16.450001
"609","2017-04-04",16.200001
"610","2017-04-05",15.95
"611","2017-04-06",16.200001
"612","2017-04-07",16.450001
"613","2017-04-10",16.35
"614","2017-04-11",16.35
"615","2017-04-12",16.049999
"616","2017-04-13",16.049999
"617","2017-04-17",16.35
"618","2017-04-18",16.35
"619","2017-04-19",16.35
"620","2017-04-20",16.85
"621","2017-04-21",17.1
"622","2017-04-24",17.450001
"623","2017-04-25",17.700001
"624","2017-04-26",17.799999
"625","2017-04-27",17.6
"626","2017-04-28",17.25
"627","2017-05-01",17.549999
"628","2017-05-02",16.65
"629","2017-05-03",16.4
"630","2017-05-04",16.4
"631","2017-05-05",16.299999
"632","2017-05-08",16.35
"633","2017-05-09",16.450001
"634","2017-05-10",16.4
"635","2017-05-11",16.4
"636","2017-05-12",16.549999
"637","2017-05-15",16.950001
"638","2017-05-16",17.200001
"639","2017-05-17",16.35
"640","2017-05-18",16.25
"641","2017-05-19",16.25
"642","2017-05-22",16.6
"643","2017-05-23",16.65
"644","2017-05-24",16.700001
"645","2017-05-25",17.15
"646","2017-05-26",17.25
"647","2017-05-30",17
"648","2017-05-31",17.4
"649","2017-06-01",18.049999
"650","2017-06-02",18.549999
"651","2017-06-05",18.35
"652","2017-06-06",18.200001
"653","2017-06-07",18.25
"654","2017-06-08",18.65
"655","2017-06-09",18.549999
"656","2017-06-12",18.6
"657","2017-06-13",18.35
"658","2017-06-14",18.35
"659","2017-06-15",18.4
"660","2017-06-16",18.299999
"661","2017-06-19",18.200001
"662","2017-06-20",18.1
"663","2017-06-21",17.950001
"664","2017-06-22",17.950001
"665","2017-06-23",18.15
"666","2017-06-26",18.15
"667","2017-06-27",17.950001
"668","2017-06-28",18.450001
"669","2017-06-29",18.200001
"670","2017-06-30",18.049999
"671","2017-07-03",18.200001
"672","2017-07-05",18
"673","2017-07-06",17.950001
"674","2017-07-07",18.200001
"675","2017-07-10",18.1
"676","2017-07-11",18.1
"677","2017-07-12",18.549999
"678","2017-07-13",18.450001
"679","2017-07-14",18.5
"680","2017-07-17",18.6
"681","2017-07-18",19.6
"682","2017-07-19",20
"683","2017-07-20",20.1
"684","2017-07-21",19.9
"685","2017-07-24",19.700001
"686","2017-07-25",19.6
"687","2017-07-26",19.4
"688","2017-07-27",19.200001
"689","2017-07-28",19.299999
"690","2017-07-31",19.450001
"691","2017-08-01",19.6
"692","2017-08-02",19
"693","2017-08-03",18.65
"694","2017-08-04",18.9
"695","2017-08-07",18.975
"696","2017-08-08",19.1
"697","2017-08-09",19.1
"698","2017-08-10",18.799999
"699","2017-08-11",18.549999
"700","2017-08-14",19.049999
"701","2017-08-15",19
"702","2017-08-16",18.950001
"703","2017-08-17",18.35
"704","2017-08-18",18.4
"705","2017-08-21",18.299999
"706","2017-08-22",18.4
"707","2017-08-23",18.35
"708","2017-08-24",18.450001
"709","2017-08-25",18.6
"710","2017-08-28",18.6
"711","2017-08-29",18.85
"712","2017-08-30",18.9
"713","2017-08-31",19.049999
"714","2017-09-01",19.35
"715","2017-09-05",19.1
"716","2017-09-06",19.35
"717","2017-09-07",19.25
"718","2017-09-08",19.15
"719","2017-09-11",19.700001
"720","2017-09-12",19.799999
"721","2017-09-13",19.9
"722","2017-09-14",20.1
"723","2017-09-15",21.1
"724","2017-09-18",20.700001
"725","2017-09-19",20.65
"726","2017-09-20",20.6
"727","2017-09-21",20.700001
"728","2017-09-22",20.85
"729","2017-09-25",20.9
"730","2017-09-26",20.950001
"731","2017-09-27",21.75
"732","2017-09-28",21.85
"733","2017-09-29",21.65
"734","2017-10-02",22.049999
"735","2017-10-03",21.6
"736","2017-10-04",21.549999
"737","2017-10-05",21.700001
"738","2017-10-06",21.85
"739","2017-10-09",21.700001
"740","2017-10-10",21.950001
"741","2017-10-11",21.799999
"742","2017-10-12",22
"743","2017-10-13",22.200001
"744","2017-10-16",21.9
"745","2017-10-17",21.9
"746","2017-10-18",21.85
"747","2017-10-19",21.950001
"748","2017-10-20",21.9
"749","2017-10-23",21.65
"750","2017-10-24",21.65
"751","2017-10-25",21.799999
"752","2017-10-26",21.9
"753","2017-10-27",22.200001
"754","2017-10-30",21.75
"755","2017-10-31",22
"756","2017-11-01",21.85
"757","2017-11-02",20
"758","2017-11-03",19.5
"759","2017-11-06",20.049999
"760","2017-11-07",19.35
"761","2017-11-08",19.5
"762","2017-11-09",19.4
"763","2017-11-10",19.6
"764","2017-11-13",19.950001
"765","2017-11-14",20
"766","2017-11-15",20
"767","2017-11-16",20.299999
"768","2017-11-17",20.15
"769","2017-11-20",20.200001
"770","2017-11-21",20.450001
"771","2017-11-22",20.35
"772","2017-11-24",20.25
"773","2017-11-27",20.200001
"774","2017-11-28",20.549999
"775","2017-11-29",20.799999
"776","2017-11-30",20.85
"777","2017-12-01",20.85
"778","2017-12-04",20.35
"779","2017-12-05",20.65
"780","2017-12-06",20.549999
"781","2017-12-07",20.75
"782","2017-12-08",20.5
"783","2017-12-11",20.25
"784","2017-12-12",20.299999
"785","2017-12-13",20.450001
"786","2017-12-14",19.35
"787","2017-12-15",19.950001
"788","2017-12-18",19.799999
"789","2017-12-19",19.549999
"790","2017-12-20",19.299999
"791","2017-12-21",19.4
"792","2017-12-22",19.049999
"793","2017-12-26",18.799999
"794","2017-12-27",18.75
"795","2017-12-28",18.700001
"796","2017-12-29",18.25
"797","2018-01-02",18.549999
"798","2018-01-03",18.85
"799","2018-01-04",18.9
"800","2018-01-05",19
"801","2018-01-08",19.049999
"802","2018-01-09",18.85
"803","2018-01-10",18.75
"804","2018-01-11",19.1
"805","2018-01-12",19.299999
"806","2018-01-16",18.9
"807","2018-01-17",19.15
"808","2018-01-18",18.9
"809","2018-01-19",19.200001
"810","2018-01-22",18.85
"811","2018-01-23",18.799999
"812","2018-01-24",18.65
"813","2018-01-25",18.549999
"814","2018-01-26",18.85
"815","2018-01-29",18.799999
"816","2018-01-30",18.85
"817","2018-01-31",18.5
"818","2018-02-01",18.85
"819","2018-02-02",18.5
"820","2018-02-05",17.75
"821","2018-02-06",17.700001
"822","2018-02-07",17.6
"823","2018-02-08",16.950001
"824","2018-02-09",17.049999
"825","2018-02-12",16.950001
"826","2018-02-13",17.35
"827","2018-02-14",17.35
"828","2018-02-15",17.5
"829","2018-02-16",17.450001
"830","2018-02-20",17.9
"831","2018-02-21",17.950001
"832","2018-02-22",17.85
"833","2018-02-23",18
"834","2018-02-26",18.15
"835","2018-02-27",17.65
"836","2018-02-28",17.35
"837","2018-03-01",17.75
"838","2018-03-02",17.799999
"839","2018-03-05",17.15
"840","2018-03-06",17.1
"841","2018-03-07",17.6
"842","2018-03-08",17.65
"843","2018-03-09",18
"844","2018-03-12",18.15
"845","2018-03-13",18.049999
"846","2018-03-14",17.75
"847","2018-03-15",17.85
"848","2018-03-16",18.299999
"849","2018-03-19",17.9
"850","2018-03-20",17.549999
"851","2018-03-21",17.5
"852","2018-03-22",17
"853","2018-03-23",16.299999
"854","2018-03-26",16.799999
"855","2018-03-27",16.200001
"856","2018-03-28",15.9
"857","2018-03-29",16.15
"858","2018-04-02",16.5
"859","2018-04-03",16.799999
"860","2018-04-04",17
"861","2018-04-05",16.549999
"862","2018-04-06",16.299999
"863","2018-04-09",16.200001
"864","2018-04-10",16.75
"865","2018-04-11",16.799999
"866","2018-04-12",16.549999
"867","2018-04-13",16.65
"868","2018-04-16",17
"869","2018-04-17",17.4
"870","2018-04-18",16.924999
"871","2018-04-19",16.75
"872","2018-04-20",16.65
"873","2018-04-23",16.799999
"874","2018-04-24",16.700001
"875","2018-04-25",16.549999
"876","2018-04-26",16.299999
"877","2018-04-27",15.9
"878","2018-04-30",15.85
"879","2018-05-01",16
"880","2018-05-02",16.299999
"881","2018-05-03",17.4
"882","2018-05-04",18
"883","2018-05-07",17.799999
"884","2018-05-08",18
"885","2018-05-09",18.1
"886","2018-05-10",18.1
"887","2018-05-11",18.200001
"888","2018-05-14",17.85
"889","2018-05-15",17.700001
"890","2018-05-16",17.85
"891","2018-05-17",17.9
"892","2018-05-18",17.950001
"893","2018-05-21",18.1
"894","2018-05-22",17.9
"895","2018-05-23",18.549999
"896","2018-05-24",18.450001
"897","2018-05-25",18.25
"898","2018-05-29",18.700001
"899","2018-05-30",18.799999
"900","2018-05-31",18.700001
"901","2018-06-01",19
"902","2018-06-04",19.299999
"903","2018-06-05",19.549999
"904","2018-06-06",19.5
"905","2018-06-07",19.299999
"906","2018-06-08",19.1
"907","2018-06-11",19
"908","2018-06-12",18.799999
"909","2018-06-13",18.5
"910","2018-06-14",18.6
"911","2018-06-15",19.35
"912","2018-06-18",19.25
"913","2018-06-19",19.15
"914","2018-06-20",19.200001
"915","2018-06-21",19.1
"916","2018-06-22",19
"917","2018-06-25",18.85
"918","2018-06-26",19.200001
"919","2018-06-27",18.75
"920","2018-06-28",18.6
"921","2018-06-29",18.299999
"922","2018-07-02",19.4
"923","2018-07-03",19.4
"924","2018-07-05",20.049999
"925","2018-07-06",20.200001
"926","2018-07-09",20.1
"927","2018-07-10",20
"928","2018-07-11",19.700001
"929","2018-07-12",19.65
"930","2018-07-13",19.35
"931","2018-07-16",19.65
"932","2018-07-17",19.700001
"933","2018-07-18",19.799999
"934","2018-07-19",20.049999
"935","2018-07-20",20
"936","2018-07-23",19.950001
"937","2018-07-24",19.700001
"938","2018-07-25",19.75
"939","2018-07-26",20.25
"940","2018-07-27",20.049999
"941","2018-07-30",20
"942","2018-07-31",20.35
"943","2018-08-01",20.200001
"944","2018-08-02",19.4
"945","2018-08-03",19.75
"946","2018-08-06",20.299999
"947","2018-08-07",20.1
"948","2018-08-08",19.85
"949","2018-08-09",19.6
"950","2018-08-10",19.5
"951","2018-08-13",20.1
"952","2018-08-14",20.6
"953","2018-08-15",19.950001
"954","2018-08-16",19.9
"955","2018-08-17",19.700001
"956","2018-08-20",20.049999
"957","2018-08-21",20
"958","2018-08-22",20
"959","2018-08-23",20
"960","2018-08-24",19.9
"961","2018-08-27",19.799999
"962","2018-08-28",19.75
"963","2018-08-29",19.549999
"964","2018-08-30",19.6
"965","2018-08-31",19.799999
"966","2018-09-04",19.5
"967","2018-09-05",19
"968","2018-09-06",18.950001
"969","2018-09-07",19.299999
"970","2018-09-10",19.049999
"971","2018-09-11",19.049999
"972","2018-09-12",19.1
"973","2018-09-13",19.049999
"974","2018-09-14",19.15
"975","2018-09-17",18.85
"976","2018-09-18",19.200001
"977","2018-09-19",19
"978","2018-09-20",19.4
"979","2018-09-21",19.700001
"980","2018-09-24",19.450001
"981","2018-09-25",19.200001
"982","2018-09-26",19.25
"983","2018-09-27",19.299999
"984","2018-09-28",19.65
"985","2018-10-01",19.280001
"986","2018-10-02",19.58
"987","2018-10-03",19.889999
"988","2018-10-04",20.09
"989","2018-10-05",19.92
"990","2018-10-08",19.870001
"991","2018-10-09",19.940001
"992","2018-10-10",18.92
