"","date","CCC"
"133","2019-05-10",13.65
"134","2019-05-13",13.34
"135","2019-05-14",13.48
"136","2019-05-15",13.31
"137","2019-05-16",13.37
"138","2019-05-17",13.35
"139","2019-05-20",13.3
"140","2019-05-21",13.33
"141","2019-05-22",13.21
"142","2019-05-23",13.19
"143","2019-05-24",12.96
"144","2019-05-28",13.04
"145","2019-05-29",13.05
"146","2019-05-30",13.1
"147","2019-05-31",12.92
"148","2019-06-03",13.25
"149","2019-06-04",13.69
"150","2019-06-05",14.1
"151","2019-06-06",14.56
"152","2019-06-07",14.7
"153","2019-06-10",14.95
"154","2019-06-11",14.73
"155","2019-06-12",14.9
"156","2019-06-13",14.79
"157","2019-06-14",14.8
"158","2019-06-17",14.47
"159","2019-06-18",14.06
"160","2019-06-19",14.28
"161","2019-06-20",14.36
"162","2019-06-21",14.95
"163","2019-06-24",14.92
"164","2019-06-25",15
"165","2019-06-26",14.96
"166","2019-06-27",14.86
"167","2019-06-28",15.38
"168","2019-07-01",15.03
"169","2019-07-02",15.28
"170","2019-07-03",15.49
"171","2019-07-05",15.43
"172","2019-07-08",15.22
"173","2019-07-09",15.05
"174","2019-07-10",15.15
"175","2019-07-11",15.32
"176","2019-07-12",15.1
"177","2019-07-15",15.16
"178","2019-07-16",15.38
"179","2019-07-17",15.07
"180","2019-07-18",15.5
"181","2019-07-19",15.54
"182","2019-07-22",15.8
"183","2019-07-23",15.81
"184","2019-07-24",15.96
"185","2019-07-25",16.200001
"186","2019-07-26",16.27
"187","2019-07-29",16.559999
"188","2019-07-30",16.6
"189","2019-07-31",16.450001
"190","2019-08-01",16.1
"191","2019-08-02",16.16
"192","2019-08-05",15.68
"193","2019-08-06",15.84
"194","2019-08-07",16.540001
"195","2019-08-08",17.129999
"196","2019-08-09",17.1
"197","2019-08-12",16.969999
"198","2019-08-13",17.23
"199","2019-08-14",17.08
"200","2019-08-15",17.370001
"201","2019-08-16",17.309999
"202","2019-08-19",17.51
"203","2019-08-20",17.549999
"204","2019-08-21",17.66
"205","2019-08-22",17.68
"206","2019-08-23",17.629999
"207","2019-08-26",17.549999
"208","2019-08-27",17.549999
"209","2019-08-28",17.6
"210","2019-08-29",17.66
"211","2019-08-30",17.620001
"212","2019-09-03",16.379999
"213","2019-09-04",16.530001
"214","2019-09-05",16.16
"215","2019-09-06",17.280001
"216","2019-09-09",16.940001
"217","2019-09-10",16.9
"218","2019-09-11",17.24
"219","2019-09-12",17.49
"220","2019-09-13",17.17
"221","2019-09-16",17
"222","2019-09-17",17.16
"223","2019-09-18",17.209999
"224","2019-09-19",17.370001
"225","2019-09-20",17.15
"226","2019-09-23",17.129999
"227","2019-09-24",16.969999
"228","2019-09-25",16.969999
"229","2019-09-26",16.969999
"230","2019-09-27",17.030001
"231","2019-09-30",16.870001
"232","2019-10-01",16.51
"233","2019-10-02",16.15
"234","2019-10-03",16.25
"235","2019-10-04",16.6
"236","2019-10-07",16.42
"237","2019-10-08",16.299999
"238","2019-10-09",16.309999
"239","2019-10-10",16.43
"240","2019-10-11",16.370001
"241","2019-10-14",16.27
"242","2019-10-15",16.049999
"243","2019-10-16",15.86
"244","2019-10-17",16
"245","2019-10-18",15.72
"246","2019-10-21",15.75
"247","2019-10-22",15.83
"248","2019-10-23",15.75
"249","2019-10-24",16.049999
"250","2019-10-25",16.309999
"251","2019-10-28",16.68
"252","2019-10-29",16.610001
"253","2019-10-30",16.709999
"254","2019-10-31",16.74
"255","2019-11-01",16.709999
"256","2019-11-04",16.1
"257","2019-11-05",16.82
"258","2019-11-06",17.110001
"259","2019-11-07",17.02
"260","2019-11-08",16.889999
"261","2019-11-11",17.08
"262","2019-11-12",16.84
"263","2019-11-13",16.9
"264","2019-11-14",16.82
"265","2019-11-15",16.93
"266","2019-11-18",17.09
"267","2019-11-19",17.65
"268","2019-11-20",17.790001
"269","2019-11-21",18
"270","2019-11-22",17.709999
"271","2019-11-25",17.959999
"272","2019-11-26",18.01
"273","2019-11-27",18.049999
"274","2019-11-29",17.98
"275","2019-12-02",17.940001
"276","2019-12-03",17.450001
"277","2019-12-04",17.540001
"278","2019-12-05",17.09
"279","2019-12-06",17.6
"280","2019-12-09",17.049999
"281","2019-12-10",16.91
"282","2019-12-11",17
"283","2019-12-12",16.799999
"284","2019-12-13",16.76
"285","2019-12-16",16.76
"286","2019-12-17",16.889999
"287","2019-12-18",16.790001
"288","2019-12-19",16.91
"289","2019-12-20",17.280001
"290","2019-12-23",17.09
"291","2019-12-24",17.01
"292","2019-12-26",17.1
"293","2019-12-27",17.01
"294","2019-12-30",16.879999
"295","2019-12-31",16.799999
"296","2020-01-02",17.129999
"297","2020-01-03",17.200001
"298","2020-01-06",17.209999
"299","2020-01-07",17.17
"300","2020-01-08",17.07
"301","2020-01-09",17.25
"302","2020-01-10",17.09
"303","2020-01-13",17.639999
"304","2020-01-14",17.6
"305","2020-01-15",17.5
"306","2020-01-16",17.66
"307","2020-01-17",18.9
"308","2020-01-21",19.370001
"309","2020-01-22",20.02
"310","2020-01-23",20.15
"311","2020-01-24",20.459999
"312","2020-01-27",20.780001
"313","2020-01-28",21.18
"314","2020-01-29",20.75
"315","2020-01-30",20.950001
"316","2020-01-31",20.16
"317","2020-02-03",20.559999
"318","2020-02-04",20.620001
"319","2020-02-05",20.540001
"320","2020-02-06",21.379999
"321","2020-02-07",21.200001
"322","2020-02-10",21.969999
"323","2020-02-11",22.25
"324","2020-02-12",21.93
"325","2020-02-13",21.76
"326","2020-02-14",21.76
"327","2020-02-18",22.17
"328","2020-02-19",22.4
"329","2020-02-20",23.120001
"330","2020-02-21",22.92
"331","2020-02-24",22.01
"332","2020-02-25",20.85
"333","2020-02-26",20.620001
"334","2020-02-27",20.540001
"335","2020-02-28",20.34
"336","2020-03-02",21.75
"337","2020-03-03",21.5
"338","2020-03-04",23.040001
"339","2020-03-05",22.469999
"340","2020-03-06",22.200001
"341","2020-03-09",21.1
"342","2020-03-10",21.889999
"343","2020-03-11",20.639999
"344","2020-03-12",19.440001
"345","2020-03-13",19.610001
"346","2020-03-16",16.59
"347","2020-03-17",18.48
"348","2020-03-18",16.74
"349","2020-03-19",16.879999
"350","2020-03-20",17.25
"351","2020-03-23",17.73
"352","2020-03-24",19.110001
"353","2020-03-25",20.809999
"354","2020-03-26",20.15
"355","2020-03-27",20.389999
"356","2020-03-30",20.32
"357","2020-03-31",20.75
"358","2020-04-01",19.969999
"359","2020-04-02",21.129999
"360","2020-04-03",20.65
"361","2020-04-06",20.65
"362","2020-04-07",20.57
"363","2020-04-08",20.629999
"364","2020-04-09",21.49
"365","2020-04-13",19.969999
"366","2020-04-14",21.16
"367","2020-04-15",21.139999
"368","2020-04-16",22.559999
"369","2020-04-17",23.280001
"370","2020-04-20",23.74
"371","2020-04-21",23.48
"372","2020-04-22",24
"373","2020-04-23",23.68
"374","2020-04-24",23.959999
"375","2020-04-27",23.610001
"376","2020-04-28",23.43
"377","2020-04-29",23.73
"378","2020-04-30",22.98
"379","2020-05-01",22.59
"380","2020-05-04",23.940001
"381","2020-05-05",24.51
"382","2020-05-06",24.139999
"383","2020-05-07",24.450001
"384","2020-05-08",23.690001
"385","2020-05-11",23.370001
"386","2020-05-12",22.84
"387","2020-05-13",22.51
"388","2020-05-14",22.65
"389","2020-05-15",23.32
"390","2020-05-18",23.549999
"391","2020-05-19",23.16
"392","2020-05-20",22.639999
"393","2020-05-21",22.629999
"394","2020-05-22",22.620001
"395","2020-05-26",22.57
"396","2020-05-27",22.110001
"397","2020-05-28",22.51
"398","2020-05-29",22.889999
"399","2020-06-01",24.09
"400","2020-06-02",23.35
"401","2020-06-03",22.9
"402","2020-06-04",22.4
"403","2020-06-05",22.49
"404","2020-06-08",22.459999
"405","2020-06-09",22.5
"406","2020-06-10",22.6
"407","2020-06-11",22.219999
"408","2020-06-12",22.200001
"409","2020-06-15",22.200001
"410","2020-06-16",22.58
"411","2020-06-17",22.209999
"412","2020-06-18",22.5
"413","2020-06-19",22.5
"414","2020-06-22",22.5
"415","2020-06-23",22.26
"416","2020-06-24",21.99
"417","2020-06-25",22.16
"418","2020-06-26",22.049999
"419","2020-06-29",22.01
"420","2020-06-30",22.33
"421","2020-07-01",23.27
"422","2020-07-02",23.299999
"423","2020-07-06",22.870001
"424","2020-07-07",22.52
"425","2020-07-08",22.65
"426","2020-07-09",22.540001
"427","2020-07-10",22.290001
"428","2020-07-13",21.879999
"429","2020-07-14",21.870001
"430","2020-07-15",22.469999
"431","2020-07-16",22.360001
"432","2020-07-17",22.91
"433","2020-07-20",23.6
"434","2020-07-21",23.379999
"435","2020-07-22",23.83
"436","2020-07-23",23.469999
"437","2020-07-24",23.16
"438","2020-07-27",24.040001
"439","2020-07-28",23.68
"440","2020-07-29",28.799999
"441","2020-07-30",27.74
"442","2020-07-31",27.65
"443","2020-08-03",28.879999
"444","2020-08-04",29.48
"445","2020-08-05",29.75
"446","2020-08-06",29.700001
"447","2020-08-07",28.889999
"448","2020-08-10",28.23
"449","2020-08-11",28.01
"450","2020-08-12",28.389999
"451","2020-08-13",29.309999
"452","2020-08-14",28.879999
"453","2020-08-17",29.190001
"454","2020-08-18",29.23
"455","2020-08-19",29.6
"456","2020-08-20",29.719999
"457","2020-08-21",28.940001
"458","2020-08-24",28.790001
"459","2020-08-25",28.48
"460","2020-08-26",28.09
"461","2020-08-27",28.219999
"462","2020-08-28",28.9
"463","2020-08-31",29.440001
"464","2020-09-01",29.940001
"465","2020-09-02",29.360001
"466","2020-09-03",27.83
"467","2020-09-04",27.969999
"468","2020-09-08",27.700001
"469","2020-09-09",28.450001
"470","2020-09-10",27.93
"471","2020-09-11",27.65
"472","2020-09-14",27.889999
"473","2020-09-15",28.790001
"474","2020-09-16",28.75
"475","2020-09-17",29.450001
"476","2020-09-18",29.139999
"477","2020-09-21",28.76
"478","2020-09-22",29.15
"479","2020-09-23",28.07
"480","2020-09-24",27.74
"481","2020-09-25",28.77
"482","2020-09-28",29.700001
"483","2020-09-29",29.540001
"484","2020-09-30",30.99
"485","2020-10-01",32.09
"486","2020-10-02",32.5
"487","2020-10-05",33.389999
"488","2020-10-06",32.720001
"489","2020-10-07",32.869999
"490","2020-10-08",32.169998
"491","2020-10-09",32.799999
"492","2020-10-12",32.68
"493","2020-10-13",32.400002
"494","2020-10-14",31.15
"495","2020-10-15",30.950001
"496","2020-10-16",30.67
"497","2020-10-19",30.5
"498","2020-10-20",30.559999
"499","2020-10-21",30.02
"500","2020-10-22",29.85
"501","2020-10-23",29.280001
"502","2020-10-26",29.5
"503","2020-10-27",30.360001
"504","2020-10-28",29.9
"505","2020-10-29",28.09
"506","2020-10-30",27.75
"507","2020-11-02",27.83
"508","2020-11-03",29
"509","2020-11-04",30.18
"510","2020-11-05",30.9
"511","2020-11-06",31.139999
"512","2020-11-09",30.299999
"513","2020-11-10",27.75
"514","2020-11-11",26.77
"515","2020-11-12",27.690001
"516","2020-11-13",27.790001
"517","2020-11-16",27.66
"518","2020-11-17",27.24
"519","2020-11-18",27.940001
"520","2020-11-19",27.98
"521","2020-11-20",27.66
"522","2020-11-23",27.34
"523","2020-11-24",26.889999
"524","2020-11-25",27.18
"525","2020-11-27",27.389999
