"","date","ET"
"185","2007-09-26",8.525
"186","2007-09-27",8.505
"187","2007-09-28",8.575
"188","2007-10-01",8.475
"189","2007-10-02",8.4725
"190","2007-10-03",8.3125
"191","2007-10-04",8.31
"192","2007-10-05",8.5
"193","2007-10-08",8.72
"194","2007-10-09",8.94
"195","2007-10-10",9.1
"196","2007-10-11",8.97
"197","2007-10-12",8.995
"198","2007-10-15",8.9675
"199","2007-10-16",8.985
"200","2007-10-17",8.9475
"201","2007-10-18",8.945
"202","2007-10-19",8.9075
"203","2007-10-22",8.9
"204","2007-10-23",8.8125
"205","2007-10-24",8.7475
"206","2007-10-25",8.72
"207","2007-10-26",8.75
"208","2007-10-29",8.755
"209","2007-10-30",8.9475
"210","2007-10-31",8.8975
"211","2007-11-01",8.6775
"212","2007-11-02",8.49
"213","2007-11-05",8.3125
"214","2007-11-06",8
"215","2007-11-07",7.925
"216","2007-11-08",8.175
"217","2007-11-09",8.19
"218","2007-11-12",8.1875
"219","2007-11-13",8.1275
"220","2007-11-14",8.205
"221","2007-11-15",8.16
"222","2007-11-16",8.25
"223","2007-11-19",8.1975
"224","2007-11-20",8.25
"225","2007-11-21",8.27
"226","2007-11-23",8.36
"227","2007-11-26",8.37
"228","2007-11-27",8.28
"229","2007-11-28",8.3375
"230","2007-11-29",8.35
"231","2007-11-30",8.6275
"232","2007-12-03",8.5975
"233","2007-12-04",8.59
"234","2007-12-05",8.61
"235","2007-12-06",8.4775
"236","2007-12-07",8.48
"237","2007-12-10",8.5275
"238","2007-12-11",8.6325
"239","2007-12-12",8.6325
"240","2007-12-13",8.555
"241","2007-12-14",8.4975
"242","2007-12-17",8.43
"243","2007-12-18",8.4275
"244","2007-12-19",8.3875
"245","2007-12-20",8.3725
"246","2007-12-21",8.655
"247","2007-12-24",8.8975
"248","2007-12-26",8.9025
"249","2007-12-27",8.855
"250","2007-12-28",8.8325
"251","2007-12-31",8.8075
"252","2008-01-02",8.8125
"253","2008-01-03",8.685
"254","2008-01-04",8.5575
"255","2008-01-07",8.545
"256","2008-01-08",8.5425
"257","2008-01-09",8.46
"258","2008-01-10",8.3675
"259","2008-01-11",8.3025
"260","2008-01-14",8.2725
"261","2008-01-15",8.29
"262","2008-01-16",8.2375
"263","2008-01-17",8.18
"264","2008-01-18",8.125
"265","2008-01-22",8.1
"266","2008-01-23",7.9925
"267","2008-01-24",8.2
"268","2008-01-25",8.015
"269","2008-01-28",8.0775
"270","2008-01-29",8.1075
"271","2008-01-30",8.15
"272","2008-01-31",8.2575
"273","2008-02-01",8.115
"274","2008-02-04",8.25
"275","2008-02-05",8.24
"276","2008-02-06",8.1825
"277","2008-02-07",8.2375
"278","2008-02-08",8.1675
"279","2008-02-11",7.995
"280","2008-02-12",8.0175
"281","2008-02-13",7.9975
"282","2008-02-14",8.005
"283","2008-02-15",8
"284","2008-02-19",8.0325
"285","2008-02-20",8.0625
"286","2008-02-21",8.0175
"287","2008-02-22",8.005
"288","2008-02-25",8.0675
"289","2008-02-26",8.0475
"290","2008-02-27",8.06
"291","2008-02-28",8.285
"292","2008-02-29",8.315
"293","2008-03-03",8.3125
"294","2008-03-04",8.25
"295","2008-03-05",8.2625
"296","2008-03-06",8.2125
"297","2008-03-07",7.98
"298","2008-03-10",7.785
"299","2008-03-11",7.845
"300","2008-03-12",7.79
"301","2008-03-13",7.6525
"302","2008-03-14",7.4875
"303","2008-03-17",7.2325
"304","2008-03-18",7.475
"305","2008-03-19",7.4325
"306","2008-03-20",7.4375
"307","2008-03-24",7.9475
"308","2008-03-25",7.765
"309","2008-03-26",8.1575
"310","2008-03-27",8.0375
"311","2008-03-28",7.8475
"312","2008-03-31",7.81
"313","2008-04-01",7.805
"314","2008-04-02",7.9025
"315","2008-04-03",8.0625
"316","2008-04-04",8.1725
"317","2008-04-07",8.2475
"318","2008-04-08",8.25
"319","2008-04-09",8.2025
"320","2008-04-10",8.04
"321","2008-04-11",7.9775
"322","2008-04-14",7.8
"323","2008-04-15",7.845
"324","2008-04-16",7.93
"325","2008-04-17",8.0025
"326","2008-04-18",8.165
"327","2008-04-21",8.1425
"328","2008-04-22",8.1075
"329","2008-04-23",8.13
"330","2008-04-24",8.2075
"331","2008-04-25",8.2975
"332","2008-04-28",8.4625
"333","2008-04-29",8.5725
"334","2008-04-30",8.5825
"335","2008-05-01",8.485
"336","2008-05-02",8.445
"337","2008-05-05",8.525
"338","2008-05-06",8.5375
"339","2008-05-07",8.4325
"340","2008-05-08",8.435
"341","2008-05-09",8.4125
"342","2008-05-12",8.4575
"343","2008-05-13",8.36
"344","2008-05-14",8.4175
"345","2008-05-15",8.4325
"346","2008-05-16",8.4075
"347","2008-05-19",8.4125
"348","2008-05-20",8.35
"349","2008-05-21",8.24
"350","2008-05-22",8.255
"351","2008-05-23",8.14
"352","2008-05-27",8.125
"353","2008-05-28",8.1025
"354","2008-05-29",8.165
"355","2008-05-30",8.1175
"356","2008-06-02",8.0425
"357","2008-06-03",7.985
"358","2008-06-04",7.9275
"359","2008-06-05",7.9325
"360","2008-06-06",7.9175
"361","2008-06-09",8
"362","2008-06-10",7.955
"363","2008-06-11",7.9875
"364","2008-06-12",7.9825
"365","2008-06-13",7.995
"366","2008-06-16",7.9325
"367","2008-06-17",7.94
"368","2008-06-18",7.7075
"369","2008-06-19",7.67
"370","2008-06-20",7.5625
"371","2008-06-23",7.605
"372","2008-06-24",7.5475
"373","2008-06-25",7.5125
"374","2008-06-26",7.375
"375","2008-06-27",7.27
"376","2008-06-30",7.2475
"377","2008-07-01",7.23
"378","2008-07-02",7.115
"379","2008-07-03",7
"380","2008-07-07",6.93
"381","2008-07-08",6.9975
"382","2008-07-09",7.125
"383","2008-07-10",7.1125
"384","2008-07-11",7.0225
"385","2008-07-14",6.9975
"386","2008-07-15",6.9625
"387","2008-07-16",7.12
"388","2008-07-17",7.185
"389","2008-07-18",7.06
"390","2008-07-21",7.1775
"391","2008-07-22",7.1975
"392","2008-07-23",7.1825
"393","2008-07-24",7.05
"394","2008-07-25",6.99
"395","2008-07-28",7.075
"396","2008-07-29",7.1875
"397","2008-07-30",7.5
"398","2008-07-31",7.43
"399","2008-08-01",7.36
"400","2008-08-04",7.2625
"401","2008-08-05",7.165
"402","2008-08-06",7.185
"403","2008-08-07",7.075
"404","2008-08-08",7.1
"405","2008-08-11",7.1275
"406","2008-08-12",7.0725
"407","2008-08-13",7.225
"408","2008-08-14",7.2375
"409","2008-08-15",7.2125
"410","2008-08-18",7.1775
"411","2008-08-19",7.1075
"412","2008-08-20",7.1
"413","2008-08-21",7.1575
"414","2008-08-22",7.095
"415","2008-08-25",6.91
"416","2008-08-26",6.875
"417","2008-08-27",7.26
"418","2008-08-28",7.2225
"419","2008-08-29",7.2125
"420","2008-09-02",7.135
"421","2008-09-03",7.05
"422","2008-09-04",6.9925
"423","2008-09-05",6.87
"424","2008-09-08",6.86
"425","2008-09-09",6.4325
"426","2008-09-10",6.445
"427","2008-09-11",6.345
"428","2008-09-12",6.2975
"429","2008-09-15",5.735
"430","2008-09-16",5.5025
"431","2008-09-17",5.25
"432","2008-09-18",5.23
"433","2008-09-19",5.7675
"434","2008-09-22",5.8475
"435","2008-09-23",5.6675
"436","2008-09-24",5.695
"437","2008-09-25",5.775
"438","2008-09-26",5.675
"439","2008-09-29",5.315
"440","2008-09-30",5.4375
"441","2008-10-01",5.53
"442","2008-10-02",5.28
"443","2008-10-03",5.1425
"444","2008-10-06",4.785
"445","2008-10-07",4.45
"446","2008-10-08",4.08
"447","2008-10-09",3.82
"448","2008-10-10",3.42
"449","2008-10-13",4.3775
"450","2008-10-14",4.46
"451","2008-10-15",4.22
"452","2008-10-16",4.3775
"453","2008-10-17",4.5775
"454","2008-10-20",5.0075
"455","2008-10-21",5.0075
"456","2008-10-22",5.06
"457","2008-10-23",5.18
"458","2008-10-24",4.875
"459","2008-10-27",4.71
"460","2008-10-28",4.81
"461","2008-10-29",4.91
"462","2008-10-30",5.08
"463","2008-10-31",5.125
"464","2008-11-03",5.0575
"465","2008-11-04",5.25
"466","2008-11-05",5.095
"467","2008-11-06",4.58
"468","2008-11-07",4.7925
"469","2008-11-10",4.79
"470","2008-11-11",4.565
"471","2008-11-12",4.3275
"472","2008-11-13",4.3175
"473","2008-11-14",4.41
"474","2008-11-17",4.1975
"475","2008-11-18",4.1275
"476","2008-11-19",3.7475
"477","2008-11-20",3.325
"478","2008-11-21",3.3225
"479","2008-11-24",3.77
"480","2008-11-25",3.8025
"481","2008-11-26",4.0475
"482","2008-11-28",4.1225
"483","2008-12-01",3.84
"484","2008-12-02",3.9475
"485","2008-12-03",3.98
"486","2008-12-04",4.0625
"487","2008-12-05",4.0225
"488","2008-12-08",4.18
"489","2008-12-09",4.05
"490","2008-12-10",4.2825
"491","2008-12-11",4.2275
"492","2008-12-12",4.31
"493","2008-12-15",4.3075
"494","2008-12-16",4.43
"495","2008-12-17",4.455
"496","2008-12-18",4.4275
"497","2008-12-19",4.16
"498","2008-12-22",4.14
"499","2008-12-23",4.1075
"500","2008-12-24",4.0325
"501","2008-12-26",4.225
"502","2008-12-29",4.075
"503","2008-12-30",4.075
"504","2008-12-31",4.0525
"505","2009-01-02",4.2075
"506","2009-01-05",4.465
"507","2009-01-06",4.555
"508","2009-01-07",4.5275
"509","2009-01-08",4.77
"510","2009-01-09",4.5975
"511","2009-01-12",4.3675
"512","2009-01-13",4.49
"513","2009-01-14",4.25
"514","2009-01-15",4.2625
"515","2009-01-16",4.265
"516","2009-01-20",4.0475
"517","2009-01-21",4.1275
"518","2009-01-22",4.045
"519","2009-01-23",4.205
"520","2009-01-26",4.36
"521","2009-01-27",4.55
"522","2009-01-28",4.7
"523","2009-01-29",4.6325
"524","2009-01-30",4.62
"525","2009-02-02",4.625
"526","2009-02-03",4.67
"527","2009-02-04",4.5
"528","2009-02-05",4.6175
"529","2009-02-06",4.65
"530","2009-02-09",4.71
"531","2009-02-10",4.605
"532","2009-02-11",4.6825
"533","2009-02-12",4.755
"534","2009-02-13",4.8925
"535","2009-02-17",4.6875
"536","2009-02-18",4.61
"537","2009-02-19",4.65
"538","2009-02-20",4.635
"539","2009-02-23",4.475
"540","2009-02-24",4.74
"541","2009-02-25",4.9
"542","2009-02-26",4.8725
"543","2009-02-27",4.9075
"544","2009-03-02",4.5475
"545","2009-03-03",4.4225
"546","2009-03-04",4.825
"547","2009-03-05",4.7325
"548","2009-03-06",4.6
"549","2009-03-09",4.525
"550","2009-03-10",4.7325
"551","2009-03-11",4.8175
"552","2009-03-12",5.0525
"553","2009-03-13",5.025
"554","2009-03-16",5.1075
"555","2009-03-17",5.23
"556","2009-03-18",5.2
"557","2009-03-19",5.23
"558","2009-03-20",5.0375
"559","2009-03-23",5.3
"560","2009-03-24",5.2575
"561","2009-03-25",5.425
"562","2009-03-26",5.3725
"563","2009-03-27",5.2825
"564","2009-03-30",5.0975
"565","2009-03-31",5.2825
"566","2009-04-01",5.38
"567","2009-04-02",5.4675
"568","2009-04-03",5.525
"569","2009-04-06",5.4625
"570","2009-04-07",5.3825
"571","2009-04-08",5.42
"572","2009-04-09",5.5075
"573","2009-04-13",5.7775
"574","2009-04-14",5.85
"575","2009-04-15",5.8525
"576","2009-04-16",6.035
"577","2009-04-17",6.045
"578","2009-04-20",5.85
"579","2009-04-21",5.92
"580","2009-04-22",5.915
"581","2009-04-23",6.0275
"582","2009-04-24",6.1675
"583","2009-04-27",6.2825
"584","2009-04-28",6.3925
"585","2009-04-29",6.51
"586","2009-04-30",6.41
"587","2009-05-01",6.635
"588","2009-05-04",6.71
"589","2009-05-05",6.615
"590","2009-05-06",6.485
"591","2009-05-07",6.3825
"592","2009-05-08",6.515
"593","2009-05-11",6.4275
"594","2009-05-12",6.25
"595","2009-05-13",6.2225
"596","2009-05-14",6.2475
"597","2009-05-15",6.2125
"598","2009-05-18",6.4125
"599","2009-05-19",6.535
"600","2009-05-20",6.6125
"601","2009-05-21",6.4775
"602","2009-05-22",6.4525
"603","2009-05-26",6.4475
"604","2009-05-27",6.4175
"605","2009-05-28",6.4625
"606","2009-05-29",6.57
"607","2009-06-01",6.5475
"608","2009-06-02",6.54
"609","2009-06-03",6.39
"610","2009-06-04",6.48
"611","2009-06-05",6.4975
"612","2009-06-08",6.4875
"613","2009-06-09",6.4575
"614","2009-06-10",6.395
"615","2009-06-11",6.4575
"616","2009-06-12",6.4775
"617","2009-06-15",6.2925
"618","2009-06-16",6.0975
"619","2009-06-17",5.9525
"620","2009-06-18",6.105
"621","2009-06-19",6.1325
"622","2009-06-22",6
"623","2009-06-23",5.835
"624","2009-06-24",5.95
"625","2009-06-25",6.1825
"626","2009-06-26",6.3475
"627","2009-06-29",6.345
"628","2009-06-30",6.3425
"629","2009-07-01",6.3825
"630","2009-07-02",6.3225
"631","2009-07-06",6.25
"632","2009-07-07",6.1275
"633","2009-07-08",6.1075
"634","2009-07-09",6.3125
"635","2009-07-10",6.355
"636","2009-07-13",6.4625
"637","2009-07-14",6.4125
"638","2009-07-15",6.5525
"639","2009-07-16",6.63
"640","2009-07-17",6.695
"641","2009-07-20",6.775
"642","2009-07-21",6.75
"643","2009-07-22",6.7475
"644","2009-07-23",6.7625
"645","2009-07-24",6.84
"646","2009-07-27",7.1175
"647","2009-07-28",7.2
"648","2009-07-29",7.01
"649","2009-07-30",7.1625
"650","2009-07-31",7.305
"651","2009-08-03",7.5175
"652","2009-08-04",7.515
"653","2009-08-05",7.3
"654","2009-08-06",7.1625
"655","2009-08-07",7.2275
"656","2009-08-10",7.23
"657","2009-08-11",6.8625
"658","2009-08-12",7.075
"659","2009-08-13",7.09
"660","2009-08-14",7.05
"661","2009-08-17",6.8925
"662","2009-08-18",6.965
"663","2009-08-19",7.0025
"664","2009-08-20",7.0925
"665","2009-08-21",7.1625
"666","2009-08-24",7.16
"667","2009-08-25",7.105
"668","2009-08-26",6.97
"669","2009-08-27",6.89
"670","2009-08-28",6.8875
"671","2009-08-31",6.7225
"672","2009-09-01",6.675
"673","2009-09-02",6.62
"674","2009-09-03",6.69
"675","2009-09-04",6.805
"676","2009-09-08",6.945
"677","2009-09-09",6.9225
"678","2009-09-10",7.05
"679","2009-09-11",7.1075
"680","2009-09-14",7.155
"681","2009-09-15",7.1225
"682","2009-09-16",7.1175
"683","2009-09-17",6.945
"684","2009-09-18",6.915
"685","2009-09-21",6.955
"686","2009-09-22",6.93
"687","2009-09-23",6.92
"688","2009-09-24",6.875
"689","2009-09-25",6.945
"690","2009-09-28",6.935
"691","2009-09-29",7.0175
"692","2009-09-30",7
"693","2009-10-01",6.8225
"694","2009-10-02",6.8375
"695","2009-10-05",6.9275
"696","2009-10-06",7.1825
"697","2009-10-07",7.1725
"698","2009-10-08",7.3075
"699","2009-10-09",7.3325
"700","2009-10-12",7.4575
"701","2009-10-13",7.505
"702","2009-10-14",7.5575
"703","2009-10-15",7.5125
"704","2009-10-16",7.6475
"705","2009-10-19",7.72
"706","2009-10-20",7.6
"707","2009-10-21",7.58
"708","2009-10-22",7.6175
"709","2009-10-23",7.56
"710","2009-10-26",7.3975
"711","2009-10-27",7.3625
"712","2009-10-28",7.055
"713","2009-10-29",7.1925
"714","2009-10-30",7.1325
"715","2009-11-02",7.0625
"716","2009-11-03",7.095
"717","2009-11-04",7.21
"718","2009-11-05",7.2
"719","2009-11-06",7.14
"720","2009-11-09",7.3
"721","2009-11-10",7.1225
"722","2009-11-11",7.1875
"723","2009-11-12",7.17
"724","2009-11-13",7.3125
"725","2009-11-16",7.355
"726","2009-11-17",7.4
"727","2009-11-18",7.435
"728","2009-11-19",7.3725
"729","2009-11-20",7.38
"730","2009-11-23",7.45
"731","2009-11-24",7.465
"732","2009-11-25",7.5
"733","2009-11-27",7.4
"734","2009-11-30",7.375
"735","2009-12-01",7.42
"736","2009-12-02",7.41
"737","2009-12-03",7.4175
"738","2009-12-04",7.335
"739","2009-12-07",7.3875
"740","2009-12-08",7.4775
"741","2009-12-09",7.4825
"742","2009-12-10",7.5525
"743","2009-12-11",7.545
"744","2009-12-14",7.6325
"745","2009-12-15",7.6225
"746","2009-12-16",7.5725
"747","2009-12-17",7.505
"748","2009-12-18",7.3075
"749","2009-12-21",7.5025
"750","2009-12-22",7.5725
"751","2009-12-23",7.655
"752","2009-12-24",7.695
"753","2009-12-28",7.7125
"754","2009-12-29",7.69
"755","2009-12-30",7.6575
"756","2009-12-31",7.645
"757","2010-01-04",7.795
"758","2010-01-05",7.8425
"759","2010-01-06",8.0575
"760","2010-01-07",8.155
"761","2010-01-08",8.2525
"762","2010-01-11",8.27
"763","2010-01-12",8.265
"764","2010-01-13",8.335
"765","2010-01-14",8.34
"766","2010-01-15",8.36
"767","2010-01-19",8.4475
"768","2010-01-20",8.46
"769","2010-01-21",8.55
"770","2010-01-22",8.585
"771","2010-01-25",8.4725
"772","2010-01-26",8.255
"773","2010-01-27",8.1
"774","2010-01-28",8.16
"775","2010-01-29",8.0075
"776","2010-02-01",8.25
"777","2010-02-02",8.2275
"778","2010-02-03",8.2275
"779","2010-02-04",7.8725
"780","2010-02-05",7.79
"781","2010-02-08",7.7025
"782","2010-02-09",7.74
"783","2010-02-10",7.6775
"784","2010-02-11",7.73
"785","2010-02-12",7.76
"786","2010-02-16",7.9725
"787","2010-02-17",8.105
"788","2010-02-18",8.0775
"789","2010-02-19",7.925
"790","2010-02-22",7.9625
"791","2010-02-23",7.94
"792","2010-02-24",7.9825
"793","2010-02-25",7.9975
"794","2010-02-26",8.08
"795","2010-03-01",8.1725
"796","2010-03-02",8.075
"797","2010-03-03",8.125
"798","2010-03-04",8.035
"799","2010-03-05",8.0925
"800","2010-03-08",8.15
"801","2010-03-09",8.1875
"802","2010-03-10",8.275
"803","2010-03-11",8.34
"804","2010-03-12",8.415
"805","2010-03-15",8.4425
"806","2010-03-16",8.415
"807","2010-03-17",8.3975
"808","2010-03-18",8.345
"809","2010-03-19",8.25
"810","2010-03-22",8.25
"811","2010-03-23",8.2525
"812","2010-03-24",8.275
"813","2010-03-25",8.25
"814","2010-03-26",8.2725
"815","2010-03-29",8.3525
"816","2010-03-30",8.4525
"817","2010-03-31",8.435
"818","2010-04-01",8.445
"819","2010-04-05",8.74
"820","2010-04-06",8.6875
"821","2010-04-07",8.675
"822","2010-04-08",8.75
"823","2010-04-09",8.7825
"824","2010-04-12",8.8075
"825","2010-04-13",8.84
"826","2010-04-14",8.835
"827","2010-04-15",8.85
"828","2010-04-16",8.7525
"829","2010-04-19",8.75
"830","2010-04-20",8.7975
"831","2010-04-21",8.795
"832","2010-04-22",8.7525
"833","2010-04-23",8.8
"834","2010-04-26",8.8125
"835","2010-04-27",8.555
"836","2010-04-28",8.5675
"837","2010-04-29",8.65
"838","2010-04-30",8.555
"839","2010-05-03",8.725
"840","2010-05-04",8.5375
"841","2010-05-05",8.2
"842","2010-05-06",7.83
"843","2010-05-07",7.8225
"844","2010-05-10",8.0325
"845","2010-05-11",8.1575
"846","2010-05-12",8.075
"847","2010-05-13",7.86
"848","2010-05-14",7.8725
"849","2010-05-17",7.615
"850","2010-05-18",7.5825
"851","2010-05-19",7.3825
"852","2010-05-20",7.0375
"853","2010-05-21",7.245
"854","2010-05-24",7.29
"855","2010-05-25",7.285
"856","2010-05-26",7.455
"857","2010-05-27",7.6775
"858","2010-05-28",7.6875
"859","2010-06-01",7.5225
"860","2010-06-02",7.6675
"861","2010-06-03",7.8475
"862","2010-06-04",7.6275
"863","2010-06-07",7.5075
"864","2010-06-08",7.54
"865","2010-06-09",7.615
"866","2010-06-10",7.8025
"867","2010-06-11",7.9025
"868","2010-06-14",7.975
"869","2010-06-15",8.055
"870","2010-06-16",8.2
"871","2010-06-17",8.165
"872","2010-06-18",8.1425
"873","2010-06-21",8.1275
"874","2010-06-22",8.0475
"875","2010-06-23",7.945
"876","2010-06-24",7.895
"877","2010-06-25",8.0775
"878","2010-06-28",8.3975
"879","2010-06-29",8.2225
"880","2010-06-30",8.4375
"881","2010-07-01",8.3825
"882","2010-07-02",8.4425
"883","2010-07-06",8.505
"884","2010-07-07",8.5625
"885","2010-07-08",8.5575
"886","2010-07-09",8.565
"887","2010-07-12",8.7475
"888","2010-07-13",9.02
"889","2010-07-14",8.975
"890","2010-07-15",8.865
"891","2010-07-16",8.81
"892","2010-07-19",8.7775
"893","2010-07-20",8.8675
"894","2010-07-21",8.86
"895","2010-07-22",8.84
"896","2010-07-23",8.8775
"897","2010-07-26",8.945
"898","2010-07-27",8.7475
"899","2010-07-28",8.74
"900","2010-07-29",8.7175
"901","2010-07-30",8.89
"902","2010-08-02",9.05
"903","2010-08-03",9.015
"904","2010-08-04",9.025
"905","2010-08-05",8.925
"906","2010-08-06",8.96
"907","2010-08-09",8.675
"908","2010-08-10",8.5475
"909","2010-08-11",8.455
"910","2010-08-12",8.525
"911","2010-08-13",8.6675
"912","2010-08-16",8.7025
"913","2010-08-17",8.6875
"914","2010-08-18",8.7975
"915","2010-08-19",8.7725
"916","2010-08-20",8.7775
"917","2010-08-23",8.775
"918","2010-08-24",8.7575
"919","2010-08-25",8.73
"920","2010-08-26",8.7625
"921","2010-08-27",8.81
"922","2010-08-30",8.6875
"923","2010-08-31",8.6875
"924","2010-09-01",8.785
"925","2010-09-02",8.8575
"926","2010-09-03",8.8725
"927","2010-09-07",9.075
"928","2010-09-08",9.1525
"929","2010-09-09",9.1575
"930","2010-09-10",9.135
"931","2010-09-13",9.15
"932","2010-09-14",9.2125
"933","2010-09-15",9.275
"934","2010-09-16",9.2325
"935","2010-09-17",9.1075
"936","2010-09-20",9.27
"937","2010-09-21",9.335
"938","2010-09-22",9.21
"939","2010-09-23",9.065
"940","2010-09-24",9.1525
"941","2010-09-27",9.2225
"942","2010-09-28",9.315
"943","2010-09-29",9.305
"944","2010-09-30",9.28
"945","2010-10-01",9.33
"946","2010-10-04",9.3175
"947","2010-10-05",9.44
"948","2010-10-06",9.5325
"949","2010-10-07",9.6225
"950","2010-10-08",9.5975
"951","2010-10-11",9.7175
"952","2010-10-12",9.6875
"953","2010-10-13",9.755
"954","2010-10-14",9.7225
"955","2010-10-15",9.7475
"956","2010-10-18",9.8125
"957","2010-10-19",9.6375
"958","2010-10-20",9.705
"959","2010-10-21",9.72
"960","2010-10-22",9.68
"961","2010-10-25",9.7225
"962","2010-10-26",9.7625
"963","2010-10-27",9.7375
"964","2010-10-28",9.75
"965","2010-10-29",9.7775
"966","2010-11-01",9.845
