"","date","SPRO"
"248","2018-10-26",8.26
"249","2018-10-29",8.11
"250","2018-10-30",8.18
"251","2018-10-31",8.02
"252","2018-11-01",8.41
"253","2018-11-02",8.58
"254","2018-11-05",8.51
"255","2018-11-06",8.18
"256","2018-11-07",8.63
"257","2018-11-08",9.18
"258","2018-11-09",8.57
"259","2018-11-12",8.45
"260","2018-11-13",8.46
"261","2018-11-14",7.88
"262","2018-11-15",7.95
"263","2018-11-16",7.75
"264","2018-11-19",7.79
"265","2018-11-20",7.77
"266","2018-11-21",8.02
"267","2018-11-23",8.24
"268","2018-11-26",7.82
"269","2018-11-27",7.79
"270","2018-11-28",8.09
"271","2018-11-29",8.27
"272","2018-11-30",8.18
"273","2018-12-03",7.6
"274","2018-12-04",7.17
"275","2018-12-06",6.99
"276","2018-12-07",6.75
"277","2018-12-10",6.72
"278","2018-12-11",6.84
"279","2018-12-12",6.71
"280","2018-12-13",6.84
"281","2018-12-14",6.34
"282","2018-12-17",5.99
"283","2018-12-18",6
"284","2018-12-19",5.98
"285","2018-12-20",6.03
"286","2018-12-21",5.9
"287","2018-12-24",5.69
"288","2018-12-26",5.76
"289","2018-12-27",6.41
"290","2018-12-28",6.67
"291","2018-12-31",6.15
"292","2019-01-02",6.26
"293","2019-01-03",6.36
"294","2019-01-04",6.75
"295","2019-01-07",7.68
"296","2019-01-08",8.04
"297","2019-01-09",8.25
"298","2019-01-10",8.11
"299","2019-01-11",8.21
"300","2019-01-14",8.24
"301","2019-01-15",8.11
"302","2019-01-16",8.29
"303","2019-01-17",8.26
"304","2019-01-18",8.05
"305","2019-01-22",8.32
"306","2019-01-23",8.88
"307","2019-01-24",9.59
"308","2019-01-25",9.75
"309","2019-01-28",9.74
"310","2019-01-29",9.45
"311","2019-01-30",9.52
"312","2019-01-31",10.52
"313","2019-02-01",10.59
"314","2019-02-04",10.98
"315","2019-02-05",10.91
"316","2019-02-06",10.96
"317","2019-02-07",10.46
"318","2019-02-08",10.51
"319","2019-02-11",10.43
"320","2019-02-12",10.13
"321","2019-02-13",10.16
"322","2019-02-14",10.32
"323","2019-02-15",10.6
"324","2019-02-19",10.57
"325","2019-02-20",11.24
"326","2019-02-21",11.2
"327","2019-02-22",11.49
"328","2019-02-25",11.37
"329","2019-02-26",12.18
"330","2019-02-27",11.91
"331","2019-02-28",11.8
"332","2019-03-01",11.75
"333","2019-03-04",11.62
"334","2019-03-05",11.91
"335","2019-03-06",11.66
"336","2019-03-07",11.77
"337","2019-03-08",11.75
"338","2019-03-11",12.4
"339","2019-03-12",12.23
"340","2019-03-13",12.56
"341","2019-03-14",12.98
"342","2019-03-15",13.31
"343","2019-03-18",12.92
"344","2019-03-19",13.25
"345","2019-03-20",13.11
"346","2019-03-21",13.21
"347","2019-03-22",13.18
"348","2019-03-25",13.18
"349","2019-03-26",12.9
"350","2019-03-27",12.48
"351","2019-03-28",12.07
"352","2019-03-29",12.81
"353","2019-04-01",13.19
"354","2019-04-02",13.25
"355","2019-04-03",13.33
"356","2019-04-04",13.82
"357","2019-04-05",14.1
"358","2019-04-08",14.36
"359","2019-04-09",13.68
"360","2019-04-10",13.65
"361","2019-04-11",13.38
"362","2019-04-12",12.83
"363","2019-04-15",12.22
"364","2019-04-16",12.34
"365","2019-04-17",11.77
"366","2019-04-18",11.85
"367","2019-04-22",12.25
"368","2019-04-23",12.43
"369","2019-04-24",12.35
"370","2019-04-25",12.21
"371","2019-04-26",12.07
"372","2019-04-29",12.01
"373","2019-04-30",11.18
"374","2019-05-01",10.91
"375","2019-05-02",10.78
"376","2019-05-03",11.24
"377","2019-05-06",11.45
"378","2019-05-07",11.11
"379","2019-05-08",11.36
"380","2019-05-09",11.38
"381","2019-05-10",12.69
"382","2019-05-13",12.61
"383","2019-05-14",12.99
"384","2019-05-15",11.92
"385","2019-05-16",11.98
"386","2019-05-17",12
"387","2019-05-20",11.83
"388","2019-05-21",11.85
"389","2019-05-22",12.31
"390","2019-05-23",11.4
"391","2019-05-24",11.37
"392","2019-05-28",11.31
"393","2019-05-29",10.68
"394","2019-05-30",11.2
"395","2019-05-31",11.26
"396","2019-06-03",11.26
"397","2019-06-04",10.66
"398","2019-06-05",10.67
"399","2019-06-06",10.34
"400","2019-06-07",10.47
"401","2019-06-10",10.38
"402","2019-06-11",10.25
"403","2019-06-12",10.61
"404","2019-06-13",11.65
"405","2019-06-14",11.31
"406","2019-06-17",11.97
"407","2019-06-18",12.33
"408","2019-06-19",12.85
"409","2019-06-20",13.58
"410","2019-06-21",13.81
"411","2019-06-24",13.44
"412","2019-06-25",13.51
"413","2019-06-26",12.82
"414","2019-06-27",11.11
"415","2019-06-28",11.51
"416","2019-07-01",11.79
"417","2019-07-02",11.28
"418","2019-07-03",11.95
"419","2019-07-05",11.65
"420","2019-07-08",11.1
"421","2019-07-09",10.93
"422","2019-07-10",11.25
"423","2019-07-11",10.46
"424","2019-07-12",10.46
"425","2019-07-15",10.73
"426","2019-07-16",10.53
"427","2019-07-17",10.53
"428","2019-07-18",10.21
"429","2019-07-19",9.92
"430","2019-07-22",10.37
"431","2019-07-23",10.34
"432","2019-07-24",10.49
"433","2019-07-25",10.11
"434","2019-07-26",10.42
"435","2019-07-29",10.03
"436","2019-07-30",10.36
"437","2019-07-31",10.39
"438","2019-08-01",9.94
"439","2019-08-02",9.57
"440","2019-08-05",9.01
"441","2019-08-06",9.41
"442","2019-08-07",9.46
"443","2019-08-08",9.41
"444","2019-08-09",9.23
"445","2019-08-12",9.29
"446","2019-08-13",9.64
"447","2019-08-14",9.51
"448","2019-08-15",9.57
"449","2019-08-16",10.14
"450","2019-08-19",9.78
"451","2019-08-20",10.09
"452","2019-08-21",9.92
"453","2019-08-22",9.68
"454","2019-08-23",9.66
"455","2019-08-26",10.04
"456","2019-08-27",9.93
"457","2019-08-28",9.99
"458","2019-08-29",10
"459","2019-08-30",9.95
"460","2019-09-03",9.965
"461","2019-09-04",9.96
"462","2019-09-05",10.1
"463","2019-09-06",9.98
"464","2019-09-09",11.1
"465","2019-09-10",11.75
"466","2019-09-11",12.55
"467","2019-09-12",12.44
"468","2019-09-13",11.94
"469","2019-09-16",12.31
"470","2019-09-17",11.97
"471","2019-09-18",12.03
"472","2019-09-19",12.09
"473","2019-09-20",11.77
"474","2019-09-23",11.27
"475","2019-09-24",11.12
"476","2019-09-25",11.25
"477","2019-09-26",10.79
"478","2019-09-27",10.9
"479","2019-09-30",10.6
"480","2019-10-01",10.57
"481","2019-10-02",10.28
"482","2019-10-03",10.28
"483","2019-10-04",10.47
"484","2019-10-07",10.35
"485","2019-10-08",10.14
"486","2019-10-09",10.25
"487","2019-10-10",10.61
"488","2019-10-11",11.03
"489","2019-10-14",10.85
"490","2019-10-15",10.98
"491","2019-10-16",10.82
"492","2019-10-17",11.35
"493","2019-10-18",10.74
"494","2019-10-21",10.58
"495","2019-10-22",10.56
"496","2019-10-23",10.6
"497","2019-10-24",10.41
"498","2019-10-25",10.79
"499","2019-10-28",10.79
"500","2019-10-29",10.91
"501","2019-10-30",10.67
"502","2019-10-31",10.97
"503","2019-11-01",10.6
"504","2019-11-04",10.71
"505","2019-11-05",10.5
"506","2019-11-06",10.7
"507","2019-11-07",10.57
"508","2019-11-08",10.53
"509","2019-11-11",10.49
"510","2019-11-12",10.43
"511","2019-11-13",10.44
"512","2019-11-14",10.26
"513","2019-11-15",10.22
"514","2019-11-18",9.46
"515","2019-11-19",10
"516","2019-11-20",11
"517","2019-11-21",11.03
"518","2019-11-22",11.11
"519","2019-11-25",11.49
"520","2019-11-26",11.66
"521","2019-11-27",11.8
"522","2019-11-29",11.96
"523","2019-12-02",12.16
"524","2019-12-03",11.23
"525","2019-12-04",11.37
"526","2019-12-05",11.43
"527","2019-12-06",11.94
"528","2019-12-09",11.35
"529","2019-12-10",11.19
"530","2019-12-11",11.01
"531","2019-12-12",10.92
"532","2019-12-13",11.09
"533","2019-12-16",11.14
"534","2019-12-17",11.32
"535","2019-12-18",11.19
"536","2019-12-19",11
"537","2019-12-20",10.82
"538","2019-12-23",10.44
"539","2019-12-24",10.56
"540","2019-12-26",10.24
"541","2019-12-27",10.42
"542","2019-12-30",9.77
"543","2019-12-31",9.615
"544","2020-01-02",9.87
"545","2020-01-03",9.58
"546","2020-01-06",9.48
"547","2020-01-07",9.24
"548","2020-01-08",9.2
"549","2020-01-09",9.35
"550","2020-01-10",9.06
"551","2020-01-13",9.07
"552","2020-01-14",9.01
"553","2020-01-15",9.13
"554","2020-01-16",9.06
"555","2020-01-17",8.89
"556","2020-01-21",9.03
"557","2020-01-22",9.83
"558","2020-01-23",9.63
"559","2020-01-24",9.81
"560","2020-01-27",9.75
"561","2020-01-28",9.98
"562","2020-01-29",9.89
"563","2020-01-30",9.68
"564","2020-01-31",9.21
"565","2020-02-03",9.34
"566","2020-02-04",9.84
"567","2020-02-05",9.36
"568","2020-02-06",9.72
"569","2020-02-07",9.7
"570","2020-02-10",10.33
"571","2020-02-11",10.41
"572","2020-02-12",9.92
"573","2020-02-13",9.37
"574","2020-02-14",8.99
"575","2020-02-18",9.12
"576","2020-02-19",9.2
"577","2020-02-20",9.62
"578","2020-02-21",9.6
"579","2020-02-24",9.29
"580","2020-02-25",9.38
"581","2020-02-26",9.55
"582","2020-02-27",9.3
"583","2020-02-28",9.54
"584","2020-03-02",9.22
"585","2020-03-03",9.11
"586","2020-03-04",9.42
"587","2020-03-05",9.25
"588","2020-03-06",9.18
"589","2020-03-09",8.5
"590","2020-03-10",8.8
"591","2020-03-11",7.75
"592","2020-03-12",7.17
"593","2020-03-13",6.48
"594","2020-03-16",5.27
"595","2020-03-17",6.79
"596","2020-03-18",6.19
"597","2020-03-19",6.55
"598","2020-03-20",5.81
"599","2020-03-23",5.93
"600","2020-03-24",6.62
"601","2020-03-25",7.22
"602","2020-03-26",8.08
"603","2020-03-27",7.76
"604","2020-03-30",8
"605","2020-03-31",8.08
"606","2020-04-01",7.45
"607","2020-04-02",7.3
"608","2020-04-03",7.27
"609","2020-04-06",7.96
"610","2020-04-07",7.51
"611","2020-04-08",7.72
"612","2020-04-09",7.91
"613","2020-04-13",7.85
"614","2020-04-14",8.23
"615","2020-04-15",7.76
"616","2020-04-16",7.63
"617","2020-04-17",7.9
"618","2020-04-20",7.92
"619","2020-04-21",8.67
"620","2020-04-22",8.5
"621","2020-04-23",8.6
"622","2020-04-24",8.6
"623","2020-04-27",10.2
"624","2020-04-28",11.15
"625","2020-04-29",12.06
"626","2020-04-30",12.43
"627","2020-05-01",11.99
"628","2020-05-04",12.03
"629","2020-05-05",11.77
"630","2020-05-06",12.16
"631","2020-05-07",12.18
"632","2020-05-08",11.78
"633","2020-05-11",12.745
"634","2020-05-12",12
"635","2020-05-13",11.7
"636","2020-05-14",11.7
"637","2020-05-15",11.93
"638","2020-05-18",11.94
"639","2020-05-19",11.79
"640","2020-05-20",11.99
"641","2020-05-21",11.96
"642","2020-05-22",12.5
"643","2020-05-26",12.35
"644","2020-05-27",11.89
"645","2020-05-28",11.86
"646","2020-05-29",11.82
"647","2020-06-01",12.96
"648","2020-06-02",13
"649","2020-06-03",12.32
"650","2020-06-04",12.13
"651","2020-06-05",12.44
"652","2020-06-08",13.32
"653","2020-06-09",12.66
"654","2020-06-10",12.8
"655","2020-06-11",11.57
"656","2020-06-12",11.95
"657","2020-06-15",11.9
"658","2020-06-16",13.14
"659","2020-06-17",13.14
"660","2020-06-18",13.8
"661","2020-06-19",13.41
"662","2020-06-22",14.09
"663","2020-06-23",13.94
"664","2020-06-24",14.18
"665","2020-06-25",13.86
"666","2020-06-26",13.16
"667","2020-06-29",13.25
"668","2020-06-30",13.53
"669","2020-07-01",13.25
"670","2020-07-02",13.37
"671","2020-07-06",13.79
"672","2020-07-07",13.71
"673","2020-07-08",14.12
"674","2020-07-09",13.61
"675","2020-07-10",13.02
"676","2020-07-13",12.77
"677","2020-07-14",13.46
"678","2020-07-15",13.4
"679","2020-07-16",12.85
"680","2020-07-17",13.345
"681","2020-07-20",13.2
"682","2020-07-21",13.19
"683","2020-07-22",12.93
"684","2020-07-23",12.38
"685","2020-07-24",12.12
"686","2020-07-27",12.11
"687","2020-07-28",12.3
"688","2020-07-29",12.02
"689","2020-07-30",12.2
"690","2020-07-31",11.7
"691","2020-08-03",12.47
"692","2020-08-04",13.37
"693","2020-08-05",13.13
"694","2020-08-06",12.69
"695","2020-08-07",12.98
"696","2020-08-10",13.2
"697","2020-08-11",12.94
"698","2020-08-12",12.66
"699","2020-08-13",12.3
"700","2020-08-14",12.49
"701","2020-08-17",12.85
"702","2020-08-18",13.2
"703","2020-08-19",12.98
"704","2020-08-20",13.18
"705","2020-08-21",12.86
"706","2020-08-24",12.33
"707","2020-08-25",12.01
"708","2020-08-26",10.83
"709","2020-08-27",9.81
"710","2020-08-28",10.51
"711","2020-08-31",10.87
"712","2020-09-01",9.94
"713","2020-09-02",9.35
"714","2020-09-03",9.165
"715","2020-09-04",8.96
"716","2020-09-08",13.07
"717","2020-09-09",12.795
"718","2020-09-10",11.12
"719","2020-09-11",9.91
"720","2020-09-14",9.95
"721","2020-09-15",9.99
"722","2020-09-16",9.99
"723","2020-09-17",10
"724","2020-09-18",10.11
"725","2020-09-21",9.72
"726","2020-09-22",9.74
"727","2020-09-23",9.43
"728","2020-09-24",9.39
"729","2020-09-25",9.53
"730","2020-09-28",9.3
"731","2020-09-29",9.95
"732","2020-09-30",11.16
"733","2020-10-01",11.65
"734","2020-10-02",12.06
"735","2020-10-05",12.46
"736","2020-10-06",12.26
"737","2020-10-07",12.91
"738","2020-10-08",13.35
"739","2020-10-09",13.31
"740","2020-10-12",13.87
"741","2020-10-13",13.93
"742","2020-10-14",13.61
"743","2020-10-15",13.02
"744","2020-10-16",13
"745","2020-10-19",13.04
"746","2020-10-20",13.32
"747","2020-10-21",12.94
"748","2020-10-22",14.03
"749","2020-10-23",14.02
"750","2020-10-26",13.26
"751","2020-10-27",13.52
"752","2020-10-28",13.23
"753","2020-10-29",13.44
"754","2020-10-30",13.11
"755","2020-11-02",13.1
"756","2020-11-03",14.15
"757","2020-11-04",13.87
"758","2020-11-05",13.89
"759","2020-11-06",13.68
"760","2020-11-09",13.84
"761","2020-11-10",14.38
"762","2020-11-11",14.75
"763","2020-11-12",14.52
"764","2020-11-13",14.32
"765","2020-11-16",14.81
"766","2020-11-17",14.73
"767","2020-11-18",14.85
"768","2020-11-19",14.77
"769","2020-11-20",15.18
"770","2020-11-23",15.9
"771","2020-11-24",15.9
"772","2020-11-25",15.92
"773","2020-11-27",16.73
