"","date","ASRT"
"164","2007-08-27",1.86
"165","2007-08-28",1.75
"166","2007-08-29",1.8
"167","2007-08-30",1.79
"168","2007-08-31",1.82
"169","2007-09-04",1.96
"170","2007-09-05",1.95
"171","2007-09-06",1.94
"172","2007-09-07",1.93
"173","2007-09-10",1.94
"174","2007-09-11",1.94
"175","2007-09-12",2.01
"176","2007-09-13",2.01
"177","2007-09-14",2.24
"178","2007-09-17",2.04
"179","2007-09-18",2.13
"180","2007-09-19",2.17
"181","2007-09-20",2.17
"182","2007-09-21",2.28
"183","2007-09-24",2.05
"184","2007-09-25",2.13
"185","2007-09-26",2.11
"186","2007-09-27",2.08
"187","2007-09-28",2.05
"188","2007-10-01",2.13
"189","2007-10-02",2.16
"190","2007-10-03",2.14
"191","2007-10-04",2.07
"192","2007-10-05",2.07
"193","2007-10-08",2.01
"194","2007-10-09",2.05
"195","2007-10-10",2.08
"196","2007-10-11",2.01
"197","2007-10-12",2.09
"198","2007-10-15",2.1
"199","2007-10-16",2.1
"200","2007-10-17",2.16
"201","2007-10-18",2.25
"202","2007-10-19",2.17
"203","2007-10-22",2.2
"204","2007-10-23",2.25
"205","2007-10-24",2.22
"206","2007-10-25",2.25
"207","2007-10-26",2.34
"208","2007-10-29",2.29
"209","2007-10-30",2.21
"210","2007-10-31",2.09
"211","2007-11-01",2.11
"212","2007-11-02",2.5
"213","2007-11-05",2.54
"214","2007-11-06",2.69
"215","2007-11-07",2.45
"216","2007-11-08",2.29
"217","2007-11-09",2.21
"218","2007-11-12",2.25
"219","2007-11-13",2.2
"220","2007-11-14",2.46
"221","2007-11-15",2.27
"222","2007-11-16",2.34
"223","2007-11-19",2.48
"224","2007-11-20",2.59
"225","2007-11-21",2.57
"226","2007-11-23",2.53
"227","2007-11-26",2.57
"228","2007-11-27",2.62
"229","2007-11-28",2.74
"230","2007-11-29",2.93
"231","2007-11-30",2.9
"232","2007-12-03",2.91
"233","2007-12-04",2.93
"234","2007-12-05",3.07
"235","2007-12-06",3.27
"236","2007-12-07",3.34
"237","2007-12-10",3.38
"238","2007-12-11",3.32
"239","2007-12-12",3.3
"240","2007-12-13",3.39
"241","2007-12-14",3.38
"242","2007-12-17",3.24
"243","2007-12-18",3.26
"244","2007-12-19",3.27
"245","2007-12-20",3.27
"246","2007-12-21",3.4
"247","2007-12-24",3.45
"248","2007-12-26",3.38
"249","2007-12-27",3.35
"250","2007-12-28",3.26
"251","2007-12-31",3.26
"252","2008-01-02",3.28
"253","2008-01-03",3.23
"254","2008-01-04",3.21
"255","2008-01-07",3.1
"256","2008-01-08",3.25
"257","2008-01-09",3.21
"258","2008-01-10",3.25
"259","2008-01-11",3.23
"260","2008-01-14",3.31
"261","2008-01-15",3.55
"262","2008-01-16",3.84
"263","2008-01-17",4.03
"264","2008-01-18",3.82
"265","2008-01-22",3.72
"266","2008-01-23",3.58
"267","2008-01-24",3.7
"268","2008-01-25",3.6
"269","2008-01-28",3.78
"270","2008-01-29",3.83
"271","2008-01-30",3.73
"272","2008-01-31",3.67
"273","2008-02-01",3.75
"274","2008-02-04",3.92
"275","2008-02-05",3.38
"276","2008-02-06",3.2
"277","2008-02-07",3.24
"278","2008-02-08",3.31
"279","2008-02-11",3.27
"280","2008-02-12",3.73
"281","2008-02-13",3.69
"282","2008-02-14",3.65
"283","2008-02-15",3.58
"284","2008-02-19",3.57
"285","2008-02-20",3.27
"286","2008-02-21",3.4
"287","2008-02-22",3.36
"288","2008-02-25",3.4
"289","2008-02-26",3.42
"290","2008-02-27",3.43
"291","2008-02-28",3.39
"292","2008-02-29",3.4
"293","2008-03-03",3.13
"294","2008-03-04",3.21
"295","2008-03-05",3.19
"296","2008-03-06",3.42
"297","2008-03-07",3.3
"298","2008-03-10",2.82
"299","2008-03-11",2.78
"300","2008-03-12",2.75
"301","2008-03-13",2.97
"302","2008-03-14",2.97
"303","2008-03-17",2.7
"304","2008-03-18",2.74
"305","2008-03-19",2.9
"306","2008-03-20",2.74
"307","2008-03-24",3
"308","2008-03-25",3.13
"309","2008-03-26",3.2
"310","2008-03-27",3.36
"311","2008-03-28",3.26
"312","2008-03-31",3.4
"313","2008-04-01",3.4
"314","2008-04-02",3.43
"315","2008-04-03",3.44
"316","2008-04-04",3.53
"317","2008-04-07",3.5
"318","2008-04-08",3.54
"319","2008-04-09",3.53
"320","2008-04-10",3.5
"321","2008-04-11",3.35
"322","2008-04-14",3.35
"323","2008-04-15",3.33
"324","2008-04-16",3.44
"325","2008-04-17",3.37
"326","2008-04-18",3.23
"327","2008-04-21",3.45
"328","2008-04-22",3.3
"329","2008-04-23",3.23
"330","2008-04-24",3.36
"331","2008-04-25",3.42
"332","2008-04-28",3.46
"333","2008-04-29",3.25
"334","2008-04-30",3.27
"335","2008-05-01",3.49
"336","2008-05-02",3.52
"337","2008-05-05",3.4
"338","2008-05-06",3.52
"339","2008-05-07",3.43
"340","2008-05-08",3.49
"341","2008-05-09",3.49
"342","2008-05-12",3.62
"343","2008-05-13",3.56
"344","2008-05-14",3.6
"345","2008-05-15",3.57
"346","2008-05-16",3.7
"347","2008-05-19",3.77
"348","2008-05-20",3.68
"349","2008-05-21",3.61
"350","2008-05-22",3.56
"351","2008-05-23",3.76
"352","2008-05-27",3.79
"353","2008-05-28",3.75
"354","2008-05-29",3.79
"355","2008-05-30",3.94
"356","2008-06-02",3.87
"357","2008-06-03",3.64
"358","2008-06-04",3.56
"359","2008-06-05",3.51
"360","2008-06-06",3.37
"361","2008-06-09",3.34
"362","2008-06-10",3.33
"363","2008-06-11",3.38
"364","2008-06-12",3.36
"365","2008-06-13",3.43
"366","2008-06-16",3.46
"367","2008-06-17",3.47
"368","2008-06-18",3.4
"369","2008-06-19",3.36
"370","2008-06-20",3.33
"371","2008-06-23",3.18
"372","2008-06-24",3.45
"373","2008-06-25",3.41
"374","2008-06-26",3.36
"375","2008-06-27",3.16
"376","2008-06-30",3.21
"377","2008-07-01",3.5
"378","2008-07-02",3.3
"379","2008-07-03",3.28
"380","2008-07-07",3.14
"381","2008-07-08",3.44
"382","2008-07-09",3.4
"383","2008-07-10",3.55
"384","2008-07-11",3.74
"385","2008-07-14",3.94
"386","2008-07-15",4
"387","2008-07-16",3.98
"388","2008-07-17",4
"389","2008-07-18",4.01
"390","2008-07-21",4.02
"391","2008-07-22",3.9
"392","2008-07-23",3.75
"393","2008-07-24",3.73
"394","2008-07-25",3.85
"395","2008-07-28",3.86
"396","2008-07-29",3.86
"397","2008-07-30",3.87
"398","2008-07-31",3.9
"399","2008-08-01",3.87
"400","2008-08-04",3.86
"401","2008-08-05",3.83
"402","2008-08-06",3.98
"403","2008-08-07",3.98
"404","2008-08-08",4.06
"405","2008-08-11",4.29
"406","2008-08-12",4.27
"407","2008-08-13",4.19
"408","2008-08-14",4.21
"409","2008-08-15",4.18
"410","2008-08-18",4.25
"411","2008-08-19",4.19
"412","2008-08-20",4.25
"413","2008-08-21",4.24
"414","2008-08-22",4.32
"415","2008-08-25",4.39
"416","2008-08-26",4.39
"417","2008-08-27",4.4
"418","2008-08-28",4.42
"419","2008-08-29",4.37
"420","2008-09-02",4.26
"421","2008-09-03",4.29
"422","2008-09-04",4.29
"423","2008-09-05",4.25
"424","2008-09-08",4.3
"425","2008-09-09",4.18
"426","2008-09-10",4.25
"427","2008-09-11",4.27
"428","2008-09-12",4.27
"429","2008-09-15",3.95
"430","2008-09-16",3.67
"431","2008-09-17",2.95
"432","2008-09-18",3.14
"433","2008-09-19",3.26
"434","2008-09-22",3.57
"435","2008-09-23",3.58
"436","2008-09-24",3.69
"437","2008-09-25",3.62
"438","2008-09-26",3.51
"439","2008-09-29",3.58
"440","2008-09-30",3.65
"441","2008-10-01",3.7
"442","2008-10-02",3.41
"443","2008-10-03",3.08
"444","2008-10-06",2.84
"445","2008-10-07",2.61
"446","2008-10-08",2.6
"447","2008-10-09",2.12
"448","2008-10-10",2.12
"449","2008-10-13",2.52
"450","2008-10-14",2.41
"451","2008-10-15",1.95
"452","2008-10-16",2.48
"453","2008-10-17",2.21
"454","2008-10-20",2.19
"455","2008-10-21",2.04
"456","2008-10-22",2.04
"457","2008-10-23",1.99
"458","2008-10-24",2.02
"459","2008-10-27",1.85
"460","2008-10-28",1.94
"461","2008-10-29",1.97
"462","2008-10-30",1.91
"463","2008-10-31",2.16
"464","2008-11-03",2.16
"465","2008-11-04",2.12
"466","2008-11-05",1.87
"467","2008-11-06",1.79
"468","2008-11-07",1.9
"469","2008-11-10",1.81
"470","2008-11-11",1.72
"471","2008-11-12",1.64
"472","2008-11-13",1.82
"473","2008-11-14",1.64
"474","2008-11-17",1.58
"475","2008-11-18",1.37
"476","2008-11-19",1.02
"477","2008-11-20",1.24
"478","2008-11-21",1.49
"479","2008-11-24",1.59
"480","2008-11-25",1.44
"481","2008-11-26",1.58
"482","2008-11-28",1.55
"483","2008-12-01",1.44
"484","2008-12-02",1.52
"485","2008-12-03",1.5
"486","2008-12-04",1.49
"487","2008-12-05",1.61
"488","2008-12-08",1.6
"489","2008-12-09",1.49
"490","2008-12-10",1.52
"491","2008-12-11",1.46
"492","2008-12-12",1.58
"493","2008-12-15",1.56
"494","2008-12-16",1.76
"495","2008-12-17",1.64
"496","2008-12-18",1.58
"497","2008-12-19",1.57
"498","2008-12-22",1.73
"499","2008-12-23",1.71
"500","2008-12-24",1.67
"501","2008-12-26",1.63
"502","2008-12-29",1.61
"503","2008-12-30",1.64
"504","2008-12-31",1.65
"505","2009-01-02",1.78
"506","2009-01-05",1.72
"507","2009-01-06",1.89
"508","2009-01-07",1.79
"509","2009-01-08",1.84
"510","2009-01-09",1.79
"511","2009-01-12",1.81
"512","2009-01-13",1.81
"513","2009-01-14",1.82
"514","2009-01-15",1.9
"515","2009-01-16",1.87
"516","2009-01-20",1.73
"517","2009-01-21",1.9
"518","2009-01-22",1.86
"519","2009-01-23",1.83
"520","2009-01-26",1.91
"521","2009-01-27",2.01
"522","2009-01-28",2.11
"523","2009-01-29",2.35
"524","2009-01-30",2.16
"525","2009-02-02",2.19
"526","2009-02-03",2.33
"527","2009-02-04",2.28
"528","2009-02-05",2.39
"529","2009-02-06",2.37
"530","2009-02-09",2.33
"531","2009-02-10",2.13
"532","2009-02-11",2.16
"533","2009-02-12",2.36
"534","2009-02-13",2.48
"535","2009-02-17",2.38
"536","2009-02-18",2.23
"537","2009-02-19",2.16
"538","2009-02-20",2.15
"539","2009-02-23",2.25
"540","2009-02-24",2.31
"541","2009-02-25",2.18
"542","2009-02-26",1.96
"543","2009-02-27",1.75
"544","2009-03-02",1.72
"545","2009-03-03",1.72
"546","2009-03-04",1.77
"547","2009-03-05",1.7
"548","2009-03-06",2.12
"549","2009-03-09",1.93
"550","2009-03-10",1.95
"551","2009-03-11",1.98
"552","2009-03-12",2.02
"553","2009-03-13",2.01
"554","2009-03-16",1.98
"555","2009-03-17",2.15
"556","2009-03-18",2.31
"557","2009-03-19",2.37
"558","2009-03-20",2.26
"559","2009-03-23",2.53
"560","2009-03-24",2.49
"561","2009-03-25",2.57
"562","2009-03-26",2.68
"563","2009-03-27",2.53
"564","2009-03-30",2.3
"565","2009-03-31",2.36
"566","2009-04-01",2.41
"567","2009-04-02",2.6
"568","2009-04-03",2.54
"569","2009-04-06",2.59
"570","2009-04-07",2.55
"571","2009-04-08",2.62
"572","2009-04-09",2.71
"573","2009-04-13",2.54
"574","2009-04-14",2.17
"575","2009-04-15",2.17
"576","2009-04-16",2.25
"577","2009-04-17",2.18
"578","2009-04-20",2.23
"579","2009-04-21",2.27
"580","2009-04-22",2.21
"581","2009-04-23",2.1
"582","2009-04-24",2.16
"583","2009-04-27",2.07
"584","2009-04-28",1.98
"585","2009-04-29",2.14
"586","2009-04-30",2.08
"587","2009-05-01",2
"588","2009-05-04",2.12
"589","2009-05-05",2.15
"590","2009-05-06",2.08
"591","2009-05-07",2
"592","2009-05-08",2.06
"593","2009-05-11",2.1
"594","2009-05-12",2.01
"595","2009-05-13",1.95
"596","2009-05-14",2.02
"597","2009-05-15",2.06
"598","2009-05-18",2.14
"599","2009-05-19",2.11
"600","2009-05-20",2.09
"601","2009-05-21",2.06
"602","2009-05-22",2
"603","2009-05-26",2.1
"604","2009-05-27",2.1
"605","2009-05-28",2.17
"606","2009-05-29",2.15
"607","2009-06-01",2.35
"608","2009-06-02",2.42
"609","2009-06-03",2.58
"610","2009-06-04",2.72
"611","2009-06-05",2.74
"612","2009-06-08",2.77
"613","2009-06-09",2.57
"614","2009-06-10",2.48
"615","2009-06-11",2.66
"616","2009-06-12",2.7
"617","2009-06-15",2.65
"618","2009-06-16",2.64
"619","2009-06-17",2.53
"620","2009-06-18",2.64
"621","2009-06-19",2.72
"622","2009-06-22",2.54
"623","2009-06-23",2.66
"624","2009-06-24",2.7
"625","2009-06-25",2.82
"626","2009-06-26",3.01
"627","2009-06-29",3.07
"628","2009-06-30",3.25
"629","2009-07-01",3.27
"630","2009-07-02",3.09
"631","2009-07-06",3.21
"632","2009-07-07",3.11
"633","2009-07-08",3.06
"634","2009-07-09",3.04
"635","2009-07-10",3.09
"636","2009-07-13",3.1
"637","2009-07-14",3.16
"638","2009-07-15",3.28
"639","2009-07-16",3.31
"640","2009-07-17",3.29
"641","2009-07-20",3.38
"642","2009-07-21",3.32
"643","2009-07-22",3.43
"644","2009-07-23",3.69
"645","2009-07-24",3.84
"646","2009-07-27",3.87
"647","2009-07-28",3.92
"648","2009-07-29",3.83
"649","2009-07-30",3.9
"650","2009-07-31",3.82
"651","2009-08-03",3.84
"652","2009-08-04",3.93
"653","2009-08-05",3.82
"654","2009-08-06",3.66
"655","2009-08-07",3.83
"656","2009-08-10",3.85
"657","2009-08-11",3.69
"658","2009-08-12",3.73
"659","2009-08-13",3.72
"660","2009-08-14",3.58
"661","2009-08-17",3.43
"662","2009-08-18",3.4
"663","2009-08-19",3.32
"664","2009-08-20",3.2
"665","2009-08-21",3.31
"666","2009-08-24",3.27
"667","2009-08-25",3.26
"668","2009-08-26",3.23
"669","2009-08-27",3.22
"670","2009-08-28",3.1
"671","2009-08-31",3.12
"672","2009-09-01",2.89
"673","2009-09-02",3.06
"674","2009-09-03",3.08
"675","2009-09-04",3.21
"676","2009-09-08",3.25
"677","2009-09-09",3.51
"678","2009-09-10",3.5
"679","2009-09-11",3.55
"680","2009-09-14",3.67
"681","2009-09-15",3.74
"682","2009-09-16",3.89
"683","2009-09-17",4.08
"684","2009-09-18",4.05
"685","2009-09-21",4.2
"686","2009-09-22",4.13
"687","2009-09-23",4.15
"688","2009-09-24",4.11
"689","2009-09-25",4.16
"690","2009-09-28",4.2
"691","2009-09-29",4.21
"692","2009-09-30",4.37
"693","2009-10-01",4.5
"694","2009-10-02",4.41
"695","2009-10-05",5.61
"696","2009-10-06",5.27
"697","2009-10-07",5.79
"698","2009-10-08",5.81
"699","2009-10-09",6.36
"700","2009-10-12",3.97
"701","2009-10-13",3.7
"702","2009-10-14",3.65
"703","2009-10-15",3.76
"704","2009-10-16",3.6
"705","2009-10-19",3.48
"706","2009-10-20",3.35
"707","2009-10-21",3.36
"708","2009-10-22",3.41
"709","2009-10-23",3.31
"710","2009-10-26",3.27
"711","2009-10-27",3.21
"712","2009-10-28",3.02
"713","2009-10-29",3.16
"714","2009-10-30",3.11
"715","2009-11-02",3.07
"716","2009-11-03",3.07
"717","2009-11-04",3.01
"718","2009-11-05",3.07
"719","2009-11-06",3.14
"720","2009-11-09",3.25
"721","2009-11-10",3.16
"722","2009-11-11",3.18
"723","2009-11-12",3.02
"724","2009-11-13",3.09
"725","2009-11-16",3.26
"726","2009-11-17",3.2
"727","2009-11-18",3.36
"728","2009-11-19",3.27
"729","2009-11-20",3.3
"730","2009-11-23",3.29
"731","2009-11-24",3.3
"732","2009-11-25",3.35
"733","2009-11-27",3.23
"734","2009-11-30",3.27
"735","2009-12-01",3.41
"736","2009-12-02",3.46
"737","2009-12-03",3.39
"738","2009-12-04",3.4
"739","2009-12-07",3.45
"740","2009-12-08",3.39
"741","2009-12-09",3.3
"742","2009-12-10",3.19
"743","2009-12-11",3.29
"744","2009-12-14",3.16
"745","2009-12-15",3.09
"746","2009-12-16",3.23
"747","2009-12-17",3
"748","2009-12-18",3.04
"749","2009-12-21",3.13
"750","2009-12-22",3.23
"751","2009-12-23",3.29
"752","2009-12-24",3.25
"753","2009-12-28",3.31
"754","2009-12-29",3.38
"755","2009-12-30",3.38
"756","2009-12-31",3.35
"757","2010-01-04",3.21
"758","2010-01-05",3.14
"759","2010-01-06",3.13
"760","2010-01-07",3.09
"761","2010-01-08",3.1
"762","2010-01-11",3.2
"763","2010-01-12",3.09
"764","2010-01-13",3.19
"765","2010-01-14",3.25
"766","2010-01-15",3.09
"767","2010-01-19",3.16
"768","2010-01-20",3.16
"769","2010-01-21",3.01
"770","2010-01-22",3.04
"771","2010-01-25",3.01
"772","2010-01-26",2.95
"773","2010-01-27",3
"774","2010-01-28",2.91
"775","2010-01-29",2.85
"776","2010-02-01",2.86
"777","2010-02-02",2.85
"778","2010-02-03",2.92
"779","2010-02-04",2.77
"780","2010-02-05",2.86
"781","2010-02-08",2.8
"782","2010-02-09",2.9
"783","2010-02-10",2.85
"784","2010-02-11",2.93
"785","2010-02-12",2.93
"786","2010-02-16",3.05
"787","2010-02-17",3.1
"788","2010-02-18",2.49
"789","2010-02-19",2.37
"790","2010-02-22",2.45
"791","2010-02-23",2.43
"792","2010-02-24",2.66
"793","2010-02-25",2.76
"794","2010-02-26",2.74
"795","2010-03-01",2.72
"796","2010-03-02",2.84
"797","2010-03-03",2.83
"798","2010-03-04",2.87
"799","2010-03-05",3.16
"800","2010-03-08",3.13
"801","2010-03-09",3.21
"802","2010-03-10",3.2
"803","2010-03-11",3.27
"804","2010-03-12",3.28
"805","2010-03-15",3.42
"806","2010-03-16",3.37
"807","2010-03-17",3.31
"808","2010-03-18",3.27
"809","2010-03-19",3.13
"810","2010-03-22",3.25
"811","2010-03-23",3.41
"812","2010-03-24",3.44
"813","2010-03-25",3.45
"814","2010-03-26",3.49
"815","2010-03-29",3.63
"816","2010-03-30",3.58
"817","2010-03-31",3.55
"818","2010-04-01",3.41
"819","2010-04-05",3.42
"820","2010-04-06",3.56
"821","2010-04-07",3.46
"822","2010-04-08",3.47
"823","2010-04-09",3.5
"824","2010-04-12",3.47
"825","2010-04-13",3.5
"826","2010-04-14",3.51
"827","2010-04-15",3.64
"828","2010-04-16",3.53
"829","2010-04-19",3.6
"830","2010-04-20",3.63
"831","2010-04-21",3.62
"832","2010-04-22",3.63
"833","2010-04-23",3.78
"834","2010-04-26",3.76
"835","2010-04-27",3.72
"836","2010-04-28",3.6
"837","2010-04-29",3.84
"838","2010-04-30",4.04
"839","2010-05-03",3.99
"840","2010-05-04",3.79
"841","2010-05-05",3.89
"842","2010-05-06",3.61
"843","2010-05-07",3.4
"844","2010-05-10",3.7
"845","2010-05-11",3.8
"846","2010-05-12",3.9
"847","2010-05-13",3.9
"848","2010-05-14",3.77
"849","2010-05-17",3.72
"850","2010-05-18",3.65
"851","2010-05-19",3.56
"852","2010-05-20",3.34
"853","2010-05-21",3.32
"854","2010-05-24",3.29
"855","2010-05-25",3.41
"856","2010-05-26",3.32
"857","2010-05-27",3.47
"858","2010-05-28",3.41
"859","2010-06-01",3.31
"860","2010-06-02",3.45
"861","2010-06-03",3.56
"862","2010-06-04",3.32
"863","2010-06-07",3.03
"864","2010-06-08",2.94
"865","2010-06-09",2.83
"866","2010-06-10",3.02
"867","2010-06-11",2.98
"868","2010-06-14",2.99
"869","2010-06-15",3.1
"870","2010-06-16",3.1
"871","2010-06-17",2.92
"872","2010-06-18",3
"873","2010-06-21",2.86
"874","2010-06-22",2.99
"875","2010-06-23",3
"876","2010-06-24",3
"877","2010-06-25",3
"878","2010-06-28",2.98
"879","2010-06-29",2.7
"880","2010-06-30",2.8
"881","2010-07-01",2.84
"882","2010-07-02",2.84
"883","2010-07-06",2.68
"884","2010-07-07",2.85
"885","2010-07-08",2.81
"886","2010-07-09",2.9
"887","2010-07-12",2.81
"888","2010-07-13",2.95
"889","2010-07-14",2.85
"890","2010-07-15",2.81
"891","2010-07-16",2.62
"892","2010-07-19",2.65
"893","2010-07-20",2.61
"894","2010-07-21",2.57
"895","2010-07-22",2.74
"896","2010-07-23",2.91
"897","2010-07-26",2.88
"898","2010-07-27",2.77
"899","2010-07-28",2.79
"900","2010-07-29",2.81
"901","2010-07-30",2.86
"902","2010-08-02",2.84
"903","2010-08-03",2.83
"904","2010-08-04",3.26
"905","2010-08-05",3.31
"906","2010-08-06",3.75
"907","2010-08-09",3.9
"908","2010-08-10",3.81
"909","2010-08-11",3.7
"910","2010-08-12",3.68
"911","2010-08-13",3.69
"912","2010-08-16",3.75
"913","2010-08-17",3.78
"914","2010-08-18",3.78
"915","2010-08-19",3.64
"916","2010-08-20",3.73
"917","2010-08-23",3.52
"918","2010-08-24",3.53
"919","2010-08-25",3.71
"920","2010-08-26",3.68
"921","2010-08-27",3.77
"922","2010-08-30",3.68
"923","2010-08-31",3.59
"924","2010-09-01",3.71
"925","2010-09-02",3.92
"926","2010-09-03",3.86
"927","2010-09-07",3.71
"928","2010-09-08",3.75
"929","2010-09-09",3.86
"930","2010-09-10",3.91
"931","2010-09-13",4.08
"932","2010-09-14",4
"933","2010-09-15",4.02
"934","2010-09-16",3.92
"935","2010-09-17",4.04
"936","2010-09-20",4.34
"937","2010-09-21",4.39
"938","2010-09-22",4.31
"939","2010-09-23",4.22
"940","2010-09-24",4.21
"941","2010-09-27",4.22
"942","2010-09-28",4.45
"943","2010-09-29",4.47
"944","2010-09-30",4.48
"945","2010-10-01",4.46
"946","2010-10-04",4.33
"947","2010-10-05",4.62
"948","2010-10-06",4.57
"949","2010-10-07",4.59
"950","2010-10-08",4.75
"951","2010-10-11",4.76
"952","2010-10-12",4.83
"953","2010-10-13",4.81
"954","2010-10-14",4.88
"955","2010-10-15",5.04
"956","2010-10-18",5.15
"957","2010-10-19",4.93
"958","2010-10-20",5.04
"959","2010-10-21",4.95
"960","2010-10-22",4.87
"961","2010-10-25",4.89
"962","2010-10-26",4.89
"963","2010-10-27",4.84
"964","2010-10-28",4.89
"965","2010-10-29",4.89
"966","2010-11-01",4.94
"967","2010-11-02",4.94
"968","2010-11-03",4.95
"969","2010-11-04",5.05
"970","2010-11-05",5.11
"971","2010-11-08",5.19
"972","2010-11-09",5.19
"973","2010-11-10",5.27
"974","2010-11-11",5.25
"975","2010-11-12",5.27
"976","2010-11-15",5.35
"977","2010-11-16",5.3
"978","2010-11-17",5.36
"979","2010-11-18",5.38
"980","2010-11-19",5.32
"981","2010-11-22",5.39
"982","2010-11-23",5.33
"983","2010-11-24",5.39
"984","2010-11-26",5.35
"985","2010-11-29",5.4
"986","2010-11-30",5.46
"987","2010-12-01",5.38
"988","2010-12-02",5.41
"989","2010-12-03",5.47
"990","2010-12-06",5.43
"991","2010-12-07",5.45
"992","2010-12-08",5.46
"993","2010-12-09",5.6
"994","2010-12-10",5.52
"995","2010-12-13",5.58
"996","2010-12-14",5.62
"997","2010-12-15",5.74
"998","2010-12-16",5.84
"999","2010-12-17",5.77
"1000","2010-12-20",5.8
"1001","2010-12-21",5.84
