"","date","MRAM"
"1000","2020-09-28",5.47
"1001","2020-09-29",5.77
"1002","2020-09-30",5.67
"1003","2020-10-01",5.89
"1004","2020-10-02",5.78
"1005","2020-10-05",5.89
"1006","2020-10-06",5.92
"1007","2020-10-07",6.15
"1008","2020-10-08",6.85
"1009","2020-10-09",6.7
"1010","2020-10-12",6.94
"1011","2020-10-13",6.87
"1012","2020-10-14",7.11
"1013","2020-10-15",6.87
"1014","2020-10-16",7.18
"1015","2020-10-19",7.63
"1016","2020-10-20",7.92
"1017","2020-10-21",7.81
"1018","2020-10-22",7.61
"1019","2020-10-23",7.79
"1020","2020-10-26",7.33
"1021","2020-10-27",7.19
"1022","2020-10-28",7.24
"1023","2020-10-29",7.91
"1024","2020-10-30",7.35
"1025","2020-11-02",7.35
"1026","2020-11-03",7.49
"1027","2020-11-04",7.84
"1028","2020-11-05",8
"1029","2020-11-06",6.14
"1030","2020-11-09",6.37
"1031","2020-11-10",6.12
"1032","2020-11-11",6.05
"1033","2020-11-12",5.85
"1034","2020-11-13",5.85
"1035","2020-11-16",5.89
"1036","2020-11-17",5.75
"1037","2020-11-18",5.77
"1038","2020-11-19",5.75
"1039","2020-11-20",5.78
"1040","2020-11-23",6.18
"1041","2020-11-24",5.87
"1042","2020-11-25",5.75
"1043","2020-11-27",5.6
