"","date","LCA"
"231","2020-05-05",9.86
"232","2020-05-06",9.83
"233","2020-05-07",9.83
"234","2020-05-08",9.86
"235","2020-05-11",9.86
"236","2020-05-12",9.93
"237","2020-05-13",9.85
"238","2020-05-14",10
"239","2020-05-15",9.94
"240","2020-05-18",9.94
"241","2020-05-19",9.94
"242","2020-05-20",9.85
"243","2020-05-21",9.85
"244","2020-05-22",9.98
"245","2020-05-26",9.95
"246","2020-05-27",9.95
"247","2020-05-28",9.95
"248","2020-05-29",9.95
"249","2020-06-01",9.95
"250","2020-06-02",9.95
"251","2020-06-03",9.88
"252","2020-06-04",9.98
"253","2020-06-05",9.93
"254","2020-06-08",9.9
"255","2020-06-09",9.95
"256","2020-06-10",10.04
"257","2020-06-11",9.96
"258","2020-06-12",9.97
"259","2020-06-15",10.05
"260","2020-06-16",10
"261","2020-06-17",10.03
"262","2020-06-18",10.08
"263","2020-06-19",10.06
"264","2020-06-22",10.13
"265","2020-06-23",10.11
"266","2020-06-24",10.12
"267","2020-06-25",10.07
"268","2020-06-26",10.09
"269","2020-06-29",14.4
"270","2020-06-30",16.35
"271","2020-07-01",14.35
"272","2020-07-02",14.45
"273","2020-07-06",13.75
"274","2020-07-07",12.16
"275","2020-07-08",12.3
"276","2020-07-09",14.05
"277","2020-07-10",13.72
"278","2020-07-13",12.4
"279","2020-07-14",12.68
"280","2020-07-15",12.99
"281","2020-07-16",12.9
"282","2020-07-17",14.08
"283","2020-07-20",14.15
"284","2020-07-21",14.55
"285","2020-07-22",13.75
"286","2020-07-23",13.16
"287","2020-07-24",12.7
"288","2020-07-27",12.4
"289","2020-07-28",12.45
"290","2020-07-29",12.23
"291","2020-07-30",11.91
"292","2020-07-31",11.5
"293","2020-08-03",11.39
"294","2020-08-04",11.86
"295","2020-08-05",11.7
"296","2020-08-06",11.75
"297","2020-08-07",12.19
"298","2020-08-10",12.63
"299","2020-08-11",12.37
"300","2020-08-12",12.17
"301","2020-08-13",13.25
"302","2020-08-14",12.99
"303","2020-08-17",13.35
"304","2020-08-18",14.16
"305","2020-08-19",14.21
"306","2020-08-20",14.78
"307","2020-08-21",14.5
"308","2020-08-24",15.84
"309","2020-08-25",16
"310","2020-08-26",16.120001
"311","2020-08-27",15.46
"312","2020-08-28",15.29
"313","2020-08-31",15.2
"314","2020-09-01",15.17
"315","2020-09-02",16.4
"316","2020-09-03",16.799999
"317","2020-09-04",16.129999
"318","2020-09-08",16.629999
"319","2020-09-09",18.120001
"320","2020-09-10",17.98
"321","2020-09-11",17.74
"322","2020-09-14",17.57
"323","2020-09-15",17.700001
"324","2020-09-16",17.57
"325","2020-09-17",17.74
"326","2020-09-18",17.879999
"327","2020-09-21",18.120001
"328","2020-09-22",16.700001
"329","2020-09-23",15.08
"330","2020-09-24",13.88
"331","2020-09-25",14.85
"332","2020-09-28",15.15
"333","2020-09-29",14.59
"334","2020-09-30",14.37
"335","2020-10-01",14.4
"336","2020-10-02",14.56
"337","2020-10-05",14.26
"338","2020-10-06",13.8
"339","2020-10-07",13.95
"340","2020-10-08",14.15
"341","2020-10-09",14.1
"342","2020-10-12",13.75
"343","2020-10-13",13.74
"344","2020-10-14",13.5
"345","2020-10-15",13.25
"346","2020-10-16",14.09
"347","2020-10-19",13.5
"348","2020-10-20",13.31
"349","2020-10-21",13.04
"350","2020-10-22",12.7
"351","2020-10-23",12.25
"352","2020-10-26",11.79
"353","2020-10-27",11.74
"354","2020-10-28",11.62
"355","2020-10-29",12.2
"356","2020-10-30",12.4
"357","2020-11-02",12.14
"358","2020-11-03",12.31
"359","2020-11-04",12.7
"360","2020-11-05",13.42
"361","2020-11-06",13.44
"362","2020-11-09",13.55
"363","2020-11-10",13.4
"364","2020-11-11",13.03
"365","2020-11-12",12.68
"366","2020-11-13",13.29
"367","2020-11-16",13.85
"368","2020-11-17",14.39
"369","2020-11-18",14.96
"370","2020-11-19",14.8
"371","2020-11-20",14.48
"372","2020-11-23",14.59
"373","2020-11-24",16.370001
"374","2020-11-25",17.75
"375","2020-11-27",20
