"","date","BROG"
"342","2019-11-19",10.29
"343","2019-11-20",10.29
"344","2019-11-21",10.29
"345","2019-11-22",10.285
"346","2019-11-25",10.28
"347","2019-11-26",10.28
"348","2019-11-27",10.27
"349","2019-11-29",10.28
"350","2019-12-02",10.26
"351","2019-12-03",10.25
"352","2019-12-04",10.34
"353","2019-12-05",10.34
"354","2019-12-06",10.29
"355","2019-12-09",10.285
"356","2019-12-10",10.253
"357","2019-12-11",10.27
"358","2019-12-12",9.449
"359","2019-12-13",9.79
"360","2019-12-16",10.15
"361","2019-12-17",10.55
"362","2019-12-18",10.45
"363","2019-12-19",11.27
"364","2019-12-20",10.49
"365","2019-12-23",9.65
"366","2019-12-24",9.51
"367","2019-12-26",9.36
"368","2019-12-27",9.11
"369","2019-12-30",8.98
"370","2019-12-31",8.83
"371","2020-01-02",8.31
"372","2020-01-03",8.09
"373","2020-01-06",7.78
"374","2020-01-07",7.98
"375","2020-01-08",7.94
"376","2020-01-09",7.97
"377","2020-01-10",8.04
"378","2020-01-13",7.96
"379","2020-01-14",8
"380","2020-01-15",8.18
"381","2020-01-16",8.525
"382","2020-01-17",8.79
"383","2020-01-21",8.9
"384","2020-01-22",9.4
"385","2020-01-23",9.38
"386","2020-01-24",9.32
"387","2020-01-27",9.61
"388","2020-01-28",10.31
"389","2020-01-29",10.22
"390","2020-01-30",10.16
"391","2020-01-31",10.3
"392","2020-02-03",10.695
"393","2020-02-04",10.28
"394","2020-02-05",10.97
"395","2020-02-06",10.98
"396","2020-02-07",11.07
"397","2020-02-10",11.49
"398","2020-02-11",11.5
"399","2020-02-12",11.33
"400","2020-02-13",11.86
"401","2020-02-14",12.145
"402","2020-02-18",11.87
"403","2020-02-19",12.06
"404","2020-02-20",11.965
"405","2020-02-21",11.75
"406","2020-02-24",11.88
"407","2020-02-25",11.96
"408","2020-02-26",11.99
"409","2020-02-27",11.95
"410","2020-02-28",11.805
"411","2020-03-02",12.5
"412","2020-03-03",12.9
"413","2020-03-04",12.77
"414","2020-03-05",12.73
"415","2020-03-06",12.8
"416","2020-03-09",12.42
"417","2020-03-10",12.99
"418","2020-03-11",12.86
"419","2020-03-12",12.43
"420","2020-03-13",12.53
"421","2020-03-16",11.13
"422","2020-03-17",9.75
"423","2020-03-18",8.1
"424","2020-03-19",8.82
"425","2020-03-20",8.76
"426","2020-03-23",9.65
"427","2020-03-24",8.6
"428","2020-03-25",11.32
"429","2020-03-26",11.5
"430","2020-03-27",11.7
"431","2020-03-30",11.94
"432","2020-03-31",12.25
"433","2020-04-01",12.3
"434","2020-04-02",12.3
"435","2020-04-03",12
"436","2020-04-06",12.3
"437","2020-04-07",12.1
"438","2020-04-08",11.75
"439","2020-04-09",11.5
"440","2020-04-13",11.195
"441","2020-04-14",11.7
"442","2020-04-15",11.69
"443","2020-04-16",11.7
"444","2020-04-17",11.5
"445","2020-04-20",10.9
"446","2020-04-21",10.9
"447","2020-04-22",10.53
"448","2020-04-23",10.99
"449","2020-04-24",10.96
"450","2020-04-27",10.916
"451","2020-04-28",10.9
"452","2020-04-29",10.9
"453","2020-04-30",10.9
"454","2020-05-01",11
"455","2020-05-04",11.5
"456","2020-05-05",11.5
"457","2020-05-06",11.15
"458","2020-05-07",11.15
"459","2020-05-08",11
"460","2020-05-11",11
"461","2020-05-12",10.985
"462","2020-05-13",11.12
"463","2020-05-14",10.5
"464","2020-05-15",10.45
"465","2020-05-18",10.97
"466","2020-05-19",10.76
"467","2020-05-20",10.94
"468","2020-05-21",10.95
"469","2020-05-22",10.91
"470","2020-05-26",10.99
"471","2020-05-27",10.99
"472","2020-05-28",10.99
"473","2020-05-29",10.99
"474","2020-06-01",10.91
"475","2020-06-02",10.95
"476","2020-06-03",10.97
"477","2020-06-04",10.97
"478","2020-06-05",10.95
"479","2020-06-08",10.68
"480","2020-06-09",10.98
"481","2020-06-10",10.97
"482","2020-06-11",10.85
"483","2020-06-12",10.465
"484","2020-06-15",10.67
"485","2020-06-16",10.12
"486","2020-06-17",9.22
"487","2020-06-18",9.63
"488","2020-06-19",9.5
"489","2020-06-22",9.2
"490","2020-06-23",9.6
"491","2020-06-24",9.16
"492","2020-06-25",9.16
"493","2020-06-26",8.95
"494","2020-06-29",9.12
"495","2020-06-30",8.5
"496","2020-07-01",7.785
"497","2020-07-02",8.93
"498","2020-07-06",8.58
"499","2020-07-07",8.57
"500","2020-07-08",8.79
"501","2020-07-09",9.075
"502","2020-07-10",9.25
"503","2020-07-13",9.5
"504","2020-07-14",9.28
"505","2020-07-15",9.1
"506","2020-07-16",10.45
"507","2020-07-17",9.986
"508","2020-07-20",10.295
"509","2020-07-21",10
"510","2020-07-22",10
"511","2020-07-23",9.8
"512","2020-07-24",9.86
"513","2020-07-27",9.74
"514","2020-07-28",9.45
"515","2020-07-29",9.6
"516","2020-07-30",9.5
"517","2020-07-31",9.505
"518","2020-08-03",9.9
"519","2020-08-04",9.9
"520","2020-08-05",9.6
"521","2020-08-06",9.891
"522","2020-08-07",9.891
"523","2020-08-10",9.891
"524","2020-08-11",9.72
"525","2020-08-12",9.727
"526","2020-08-13",9.8
"527","2020-08-14",9.84
"528","2020-08-17",9.825
"529","2020-08-18",10
"530","2020-08-19",9.875
"531","2020-08-20",9.15
"532","2020-08-21",9.17
"533","2020-08-24",9.57
"534","2020-08-25",9.35
"535","2020-08-26",9.78
"536","2020-08-27",9.341
"537","2020-08-28",9.34
"538","2020-08-31",9.425
"539","2020-09-01",9.74
"540","2020-09-02",9.49
"541","2020-09-03",9.18
"542","2020-09-04",9.132
"543","2020-09-08",9
"544","2020-09-09",9
"545","2020-09-10",9.02
"546","2020-09-11",9.26
"547","2020-09-14",8.935
"548","2020-09-15",9.25
"549","2020-09-16",9
"550","2020-09-17",9.03
"551","2020-09-18",9.39
"552","2020-09-21",9
"553","2020-09-22",9.5
"554","2020-09-23",10.08
"555","2020-09-24",10.08
"556","2020-09-25",9.3
"557","2020-09-28",9.406
"558","2020-09-29",9.406
"559","2020-09-30",9.4
"560","2020-10-01",9
"561","2020-10-02",8.895
"562","2020-10-05",8.84
"563","2020-10-06",8.84
"564","2020-10-07",9.06
"565","2020-10-08",9.06
"566","2020-10-09",9
"567","2020-10-12",9
"568","2020-10-13",8.77
"569","2020-10-14",8.955
"570","2020-10-15",8.955
"571","2020-10-16",9.225
"572","2020-10-19",9
"573","2020-10-20",9
"574","2020-10-21",8.955
"575","2020-10-22",9.18
"576","2020-10-23",9.18
"577","2020-10-26",8.87
"578","2020-10-27",9
"579","2020-10-28",8.895
"580","2020-10-29",8.895
"581","2020-10-30",9.86
"582","2020-11-02",8.85
"583","2020-11-03",8.9
"584","2020-11-04",8.705
"585","2020-11-05",8.65
"586","2020-11-06",8.6
"587","2020-11-09",8.75
"588","2020-11-10",8.65
"589","2020-11-11",8.79
"590","2020-11-12",9.213
"591","2020-11-13",9.2
"592","2020-11-16",8.84
"593","2020-11-17",8.84
"594","2020-11-18",8.85
"595","2020-11-19",8.9
"596","2020-11-20",8.873
"597","2020-11-23",8.47
"598","2020-11-24",8.65
"599","2020-11-25",8.4
"600","2020-11-27",9.326
