"","date","NIU"
"319","2020-01-28",9.03
"320","2020-01-29",8.89
"321","2020-01-30",8.63
"322","2020-01-31",8.76
"323","2020-02-03",8.81
"324","2020-02-04",8.92
"325","2020-02-05",8.96
"326","2020-02-06",9.98
"327","2020-02-07",9.79
"328","2020-02-10",9.29
"329","2020-02-11",9.48
"330","2020-02-12",9.69
"331","2020-02-13",9.69
"332","2020-02-14",9.36
"333","2020-02-18",9.44
"334","2020-02-19",9.6
"335","2020-02-20",9.97
"336","2020-02-21",9.38
"337","2020-02-24",8.88
"338","2020-02-25",8.63
"339","2020-02-26",8.65
"340","2020-02-27",8.6
"341","2020-02-28",8.52
"342","2020-03-02",8.8
"343","2020-03-03",8.79
"344","2020-03-04",8.76
"345","2020-03-05",8.63
"346","2020-03-06",8.62
"347","2020-03-09",8.13
"348","2020-03-10",8.36
"349","2020-03-11",7.93
"350","2020-03-12",7.13
"351","2020-03-13",7.37
"352","2020-03-16",6.55
"353","2020-03-17",7.55
"354","2020-03-18",6.87
"355","2020-03-19",6.73
"356","2020-03-20",6.57
"357","2020-03-23",6.17
"358","2020-03-24",6.3
"359","2020-03-25",6.77
"360","2020-03-26",7.24
"361","2020-03-27",6.89
"362","2020-03-30",6.91
"363","2020-03-31",6.97
"364","2020-04-01",6.91
"365","2020-04-02",6.61
"366","2020-04-03",6.47
"367","2020-04-06",6.91
"368","2020-04-07",6.99
"369","2020-04-08",6.96
"370","2020-04-09",6.99
"371","2020-04-13",6.36
"372","2020-04-14",6.62
"373","2020-04-15",6.69
"374","2020-04-16",7
"375","2020-04-17",7.08
"376","2020-04-20",7.46
"377","2020-04-21",7.13
"378","2020-04-22",7.6
"379","2020-04-23",8
"380","2020-04-24",8.04
"381","2020-04-27",8.48
"382","2020-04-28",8.84
"383","2020-04-29",8.81
"384","2020-04-30",8.46
"385","2020-05-01",8.51
"386","2020-05-04",8.35
"387","2020-05-05",8.53
"388","2020-05-06",8.56
"389","2020-05-07",8.9
"390","2020-05-08",8.94
"391","2020-05-11",8.93
"392","2020-05-12",9.27
"393","2020-05-13",9
"394","2020-05-14",8.86
"395","2020-05-15",9.06
"396","2020-05-18",9.32
"397","2020-05-19",10.6
"398","2020-05-20",9.94
"399","2020-05-21",10.05
"400","2020-05-22",10.09
"401","2020-05-26",10.49
"402","2020-05-27",10.48
"403","2020-05-28",10.73
"404","2020-05-29",10.65
"405","2020-06-01",10.57
"406","2020-06-02",10.68
"407","2020-06-03",11
"408","2020-06-04",11.75
"409","2020-06-05",11.77
"410","2020-06-08",11.55
"411","2020-06-09",11.79
"412","2020-06-10",11.62
"413","2020-06-11",11.7
"414","2020-06-12",11.63
"415","2020-06-15",11.9
"416","2020-06-16",12.65
"417","2020-06-17",13
"418","2020-06-18",14.35
"419","2020-06-19",16
"420","2020-06-22",15.42
"421","2020-06-23",16
"422","2020-06-24",14.8
"423","2020-06-25",15.89
"424","2020-06-26",15.09
"425","2020-06-29",15.53
"426","2020-06-30",16
"427","2020-07-01",16.33
"428","2020-07-02",18.25
"429","2020-07-06",22.110001
"430","2020-07-07",22.5
"431","2020-07-08",22.93
"432","2020-07-09",22.540001
"433","2020-07-10",22.5
"434","2020-07-13",21.190001
"435","2020-07-14",21.389999
"436","2020-07-15",19.110001
"437","2020-07-16",18.309999
"438","2020-07-17",20.01
"439","2020-07-20",19.540001
"440","2020-07-21",20.379999
"441","2020-07-22",20.43
"442","2020-07-23",19.66
"443","2020-07-24",18.940001
"444","2020-07-27",18.219999
"445","2020-07-28",18.43
"446","2020-07-29",20.469999
"447","2020-07-30",19.9
"448","2020-07-31",21.02
"449","2020-08-03",22.1
"450","2020-08-04",22.370001
"451","2020-08-05",21.76
"452","2020-08-06",22.200001
"453","2020-08-07",21.82
"454","2020-08-10",21.559999
"455","2020-08-11",20.42
"456","2020-08-12",21.17
"457","2020-08-13",20.92
"458","2020-08-14",20.82
"459","2020-08-17",20.43
"460","2020-08-18",20.139999
"461","2020-08-19",19.440001
"462","2020-08-20",19.75
"463","2020-08-21",20.18
"464","2020-08-24",20.68
"465","2020-08-25",21.870001
"466","2020-08-26",21.92
"467","2020-08-27",20.75
"468","2020-08-28",20.41
"469","2020-08-31",20.67
"470","2020-09-01",21.360001
"471","2020-09-02",20.870001
"472","2020-09-03",19.73
"473","2020-09-04",19.309999
"474","2020-09-08",18.18
"475","2020-09-09",18.280001
"476","2020-09-10",18.01
"477","2020-09-11",18.42
"478","2020-09-14",19.02
"479","2020-09-15",20.280001
"480","2020-09-16",20.09
"481","2020-09-17",19.440001
"482","2020-09-18",19.530001
"483","2020-09-21",19.85
"484","2020-09-22",19.5
"485","2020-09-23",19.07
"486","2020-09-24",18.51
"487","2020-09-25",18.639999
"488","2020-09-28",18.01
"489","2020-09-29",18.82
"490","2020-09-30",19.200001
"491","2020-10-01",21.440001
"492","2020-10-02",21.5
"493","2020-10-05",23.02
"494","2020-10-06",23.629999
"495","2020-10-07",22.629999
"496","2020-10-08",23.049999
"497","2020-10-09",27.049999
"498","2020-10-12",27.49
"499","2020-10-13",27.370001
"500","2020-10-14",29.18
"501","2020-10-15",29.49
"502","2020-10-16",31.9
"503","2020-10-19",30.530001
"504","2020-10-20",32.02
"505","2020-10-21",30.719999
"506","2020-10-22",27.65
"507","2020-10-23",27.35
"508","2020-10-26",26.49
"509","2020-10-27",27.780001
"510","2020-10-28",27.34
"511","2020-10-29",27.950001
"512","2020-10-30",26.27
"513","2020-11-02",28.690001
"514","2020-11-03",29.030001
"515","2020-11-04",31.959999
"516","2020-11-05",31.74
"517","2020-11-06",31.24
"518","2020-11-09",27.889999
"519","2020-11-10",29.17
"520","2020-11-11",29.200001
"521","2020-11-12",31.860001
"522","2020-11-13",32.709999
"523","2020-11-16",32.98
"524","2020-11-17",34
"525","2020-11-18",31.889999
"526","2020-11-19",35.889999
"527","2020-11-20",35.73
"528","2020-11-23",32.48
"529","2020-11-24",33.099998
"530","2020-11-25",31
"531","2020-11-27",31.58
