"","date","CNF"
"163","2019-07-03",5.81
"164","2019-07-05",5.86
"165","2019-07-08",5.7
"166","2019-07-09",5.62
"167","2019-07-10",5.7
"168","2019-07-11",5.85
"169","2019-07-12",5.71
"170","2019-07-15",5.71
"171","2019-07-16",5.8
"172","2019-07-17",5.8
"173","2019-07-18",5.8
"174","2019-07-19",5.61
"175","2019-07-22",5.65
"176","2019-07-23",5.6
"177","2019-07-24",5.53
"178","2019-07-25",5.53
"179","2019-07-26",5.52
"180","2019-07-29",5.59
"181","2019-07-30",5.59
"182","2019-07-31",5.6
"183","2019-08-01",5.61
"184","2019-08-02",5.35
"185","2019-08-05",5.58
"186","2019-08-06",5.7
"187","2019-08-07",5.67
"188","2019-08-08",5.67
"189","2019-08-09",5.57
"190","2019-08-12",5.33
"191","2019-08-13",5.4
"192","2019-08-14",5.4
"193","2019-08-15",5.4
"194","2019-08-16",5.31
"195","2019-08-19",5.11
"196","2019-08-20",5.43
"197","2019-08-21",5.2
"198","2019-08-22",5.2
"199","2019-08-23",5.02
"200","2019-08-26",5.06
"201","2019-08-27",5.49
"202","2019-08-28",5.25
"203","2019-08-29",5.19
"204","2019-08-30",4.69
"205","2019-09-03",4.89
"206","2019-09-04",4.78
"207","2019-09-05",4.76
"208","2019-09-06",4.75
"209","2019-09-09",4.84
"210","2019-09-10",4.75
"211","2019-09-11",4.85
"212","2019-09-12",4.82
"213","2019-09-13",4.81
"214","2019-09-16",4.91
"215","2019-09-17",5.08
"216","2019-09-18",4.96
"217","2019-09-19",5.13
"218","2019-09-20",5.22
"219","2019-09-23",5.3
"220","2019-09-24",5.45
"221","2019-09-25",5.69
"222","2019-09-26",5.7
"223","2019-09-27",5.85
"224","2019-09-30",6.05
"225","2019-10-01",5.7
"226","2019-10-02",5.44
"227","2019-10-03",5.44
"228","2019-10-04",5.5
"229","2019-10-07",5.42
"230","2019-10-08",4.97
"231","2019-10-09",4.49
"232","2019-10-10",4.41
"233","2019-10-11",4.64
"234","2019-10-14",4.7
"235","2019-10-15",4.58
"236","2019-10-16",4.56
"237","2019-10-17",4.56
"238","2019-10-18",4.79
"239","2019-10-21",4.87
"240","2019-10-22",4.82
"241","2019-10-23",4.9
"242","2019-10-24",4.88
"243","2019-10-25",4.8
"244","2019-10-28",4.86
"245","2019-10-29",4.86
"246","2019-10-30",4.79
"247","2019-10-31",4.65
"248","2019-11-01",5
"249","2019-11-04",5
"250","2019-11-05",5.07
"251","2019-11-06",4.99
"252","2019-11-07",4.99
"253","2019-11-08",4.99
"254","2019-11-11",4.93
"255","2019-11-12",5.12
"256","2019-11-13",5
"257","2019-11-14",5.14
"258","2019-11-15",5.11
"259","2019-11-18",5.16
"260","2019-11-19",4.92
"261","2019-11-20",5.03
"262","2019-11-21",4.72
"263","2019-11-22",4.81
"264","2019-11-25",4.78
"265","2019-11-26",4.92
"266","2019-11-27",4.93
"267","2019-11-29",4.93
"268","2019-12-02",5.03
"269","2019-12-03",5
"270","2019-12-04",5.1
"271","2019-12-05",4.95
"272","2019-12-06",4.96
"273","2019-12-09",4.96
"274","2019-12-10",4.96
"275","2019-12-11",4.96
"276","2019-12-12",5.1
"277","2019-12-13",5.1
"278","2019-12-16",5.14
"279","2019-12-17",5.14
"280","2019-12-18",5.01
"281","2019-12-19",5.2
"282","2019-12-20",5.1
"283","2019-12-23",5.1
"284","2019-12-24",5.1
"285","2019-12-26",5.05
"286","2019-12-27",5.02
"287","2019-12-30",4.53
"288","2019-12-31",4
"289","2020-01-02",4.32
"290","2020-01-03",4.56
"291","2020-01-06",4.62
"292","2020-01-07",4.88
"293","2020-01-08",5.01
"294","2020-01-09",4.95
"295","2020-01-10",4.83
"296","2020-01-13",4.46
"297","2020-01-14",4.46
"298","2020-01-15",4.63
"299","2020-01-16",4.7
"300","2020-01-17",4.63
"301","2020-01-21",4.76
"302","2020-01-22",4.71
"303","2020-01-23",4.67
"304","2020-01-24",4.77
"305","2020-01-27",4.65
"306","2020-01-28",4.56
"307","2020-01-29",4.55
"308","2020-01-30",4.51
"309","2020-01-31",4.26
"310","2020-02-03",4.95
"311","2020-02-04",5
"312","2020-02-05",4.79
"313","2020-02-06",4.8
"314","2020-02-07",4.8
"315","2020-02-10",4.82
"316","2020-02-11",4.74
"317","2020-02-12",4.73
"318","2020-02-13",4.83
"319","2020-02-14",4.7
"320","2020-02-18",4.59
"321","2020-02-19",4.54
"322","2020-02-20",4.53
"323","2020-02-21",4.46
"324","2020-02-24",4.84
"325","2020-02-25",4.55
"326","2020-02-26",4.8
"327","2020-02-27",4.55
"328","2020-02-28",4.33
"329","2020-03-02",4.33
"330","2020-03-03",4.33
"331","2020-03-04",4.33
"332","2020-03-05",4.49
"333","2020-03-06",4.36
"334","2020-03-09",4.11
"335","2020-03-10",4.05
"336","2020-03-11",4.45
"337","2020-03-12",4.4
"338","2020-03-13",4.25
"339","2020-03-16",4.1
"340","2020-03-17",4.05
"341","2020-03-18",4.05
"342","2020-03-19",4
"343","2020-03-20",4
"344","2020-03-23",4
"345","2020-03-24",3.92
"346","2020-03-25",4.53
"347","2020-03-26",4.5
"348","2020-03-27",3.98
"349","2020-03-30",3.8
"350","2020-03-31",3.6
"351","2020-04-01",3.8
"352","2020-04-02",3.61
"353","2020-04-03",3.67
"354","2020-04-06",3.79
"355","2020-04-07",3.63
"356","2020-04-08",3.67
"357","2020-04-09",3.61
"358","2020-04-13",3.61
"359","2020-04-14",3.6
"360","2020-04-15",3.62
"361","2020-04-16",3.74
"362","2020-04-17",3.61
"363","2020-04-20",3.61
"364","2020-04-21",3.49
"365","2020-04-22",3.4
"366","2020-04-23",3.55
"367","2020-04-24",3.54
"368","2020-04-27",4.62
"369","2020-04-28",4.1
"370","2020-04-29",4.16
"371","2020-04-30",3.9
"372","2020-05-01",3.9
"373","2020-05-04",3.87
"374","2020-05-05",3.84
"375","2020-05-06",3.84
"376","2020-05-07",3.75
"377","2020-05-08",4.3
"378","2020-05-11",3.93
"379","2020-05-12",4.3
"380","2020-05-13",4.01
"381","2020-05-14",4.18
"382","2020-05-15",3.71
"383","2020-05-18",4
"384","2020-05-19",3.95
"385","2020-05-20",3.84
"386","2020-05-21",3.84
"387","2020-05-22",4
"388","2020-05-26",3.71
"389","2020-05-27",3.71
"390","2020-05-28",3.63
"391","2020-05-29",3.6
"392","2020-06-01",3.6
"393","2020-06-02",3.65
"394","2020-06-03",3.65
"395","2020-06-04",3.83
"396","2020-06-05",3.81
"397","2020-06-08",3.81
"398","2020-06-09",3.66
"399","2020-06-10",4
"400","2020-06-11",3.91
"401","2020-06-12",3.97
"402","2020-06-15",3.8
"403","2020-06-16",3.8
"404","2020-06-17",3.85
"405","2020-06-18",3.85
"406","2020-06-19",4
"407","2020-06-22",3.89
"408","2020-06-23",3.66
"409","2020-06-24",3.66
"410","2020-06-25",3.73
"411","2020-06-26",3.73
"412","2020-06-29",3.76
"413","2020-06-30",3.86
"414","2020-07-01",3.68
"415","2020-07-02",3.68
"416","2020-07-06",3.73
"417","2020-07-07",3.73
"418","2020-07-08",3.73
"419","2020-07-09",3.61
"420","2020-07-10",3.67
"421","2020-07-13",3.81
"422","2020-07-14",3.6
"423","2020-07-15",3.61
"424","2020-07-16",3.72
"425","2020-07-17",3.75
"426","2020-07-20",3.63
"427","2020-07-21",3.63
"428","2020-07-22",3.6
"429","2020-07-23",3.6
"430","2020-07-24",3.6
"431","2020-07-27",3.59
"432","2020-07-28",3.59
"433","2020-07-29",3.69
"434","2020-07-30",3.51
"435","2020-07-31",3.5
"436","2020-08-03",3.54
"437","2020-08-04",3.54
"438","2020-08-05",3.54
"439","2020-08-06",3.54
"440","2020-08-07",3.54
"441","2020-08-10",3.54
"442","2020-08-11",3.54
"443","2020-08-12",3.5
"444","2020-08-13",3.45
"445","2020-08-14",3.6
"446","2020-08-17",3.6
"447","2020-08-18",3.6
"448","2020-08-19",3.56
"449","2020-08-20",3.55
"450","2020-08-21",3.5
"451","2020-08-24",3.34
"452","2020-08-25",3.35
"453","2020-08-26",3.25
"454","2020-08-27",3.25
"455","2020-08-28",3.14
"456","2020-08-31",3.11
"457","2020-09-01",3.15
"458","2020-09-02",3.23
"459","2020-09-03",3.5
"460","2020-09-04",3.56
"461","2020-09-08",3.5
"462","2020-09-09",3.55
"463","2020-09-10",3.44
"464","2020-09-11",3.44
"465","2020-09-14",3.44
"466","2020-09-15",3.44
"467","2020-09-16",3.44
"468","2020-09-17",3.55
"469","2020-09-18",3.55
"470","2020-09-21",3.2
"471","2020-09-22",3.22
"472","2020-09-23",3.26
"473","2020-09-24",3.26
"474","2020-09-25",3.1
"475","2020-09-28",3.14
"476","2020-09-29",3.14
"477","2020-09-30",3.14
"478","2020-10-01",3.14
"479","2020-10-02",3.14
"480","2020-10-05",3.2
"481","2020-10-06",3.2
"482","2020-10-07",3.2
"483","2020-10-08",3.18
"484","2020-10-09",3.11
"485","2020-10-12",3.1
"486","2020-10-13",3.22
"487","2020-10-14",3.22
"488","2020-10-15",3.22
"489","2020-10-16",3.22
"490","2020-10-19",3.25
"491","2020-10-20",3.25
"492","2020-10-21",3.18
"493","2020-10-22",3.25
"494","2020-10-23",3.25
"495","2020-10-26",3.26
"496","2020-10-27",3.1
"497","2020-10-28",3.22
"498","2020-10-29",3.22
"499","2020-10-30",3.2
"500","2020-11-02",3.1
"501","2020-11-03",3.12
"502","2020-11-04",2.98
"503","2020-11-05",2.98
"504","2020-11-06",3.08
"505","2020-11-09",3.1
"506","2020-11-10",2.9
"507","2020-11-11",3.11
"508","2020-11-12",2.96
"509","2020-11-13",2.91
"510","2020-11-16",2.91
"511","2020-11-17",2.96
"512","2020-11-18",3.01
"513","2020-11-19",3.07
"514","2020-11-20",3
"515","2020-11-23",3.2
"516","2020-11-24",3.34
"517","2020-11-25",3.5
"518","2020-11-27",3.47
