"","date","CPAA"
"286","2020-10-23",9.84
"287","2020-10-26",9.58
"288","2020-10-27",8.66
"289","2020-10-28",8.86
"290","2020-10-29",8.86
"291","2020-10-30",NA
"292","2020-11-02",NA
"293","2020-11-03",NA
"294","2020-11-04",NA
"295","2020-11-05",NA
"296","2020-11-06",NA
"297","2020-11-09",NA
"298","2020-11-10",NA
"299","2020-11-11",NA
"300","2020-11-12",NA
"301","2020-11-13",NA
"302","2020-11-16",NA
"303","2020-11-17",NA
"304","2020-11-18",NA
"305","2020-11-19",NA
"306","2020-11-20",NA
"307","2020-11-23",NA
"308","2020-11-24",NA
"309","2020-11-25",NA
