"","date","UXIN"
"103","2018-11-20",4.5
"104","2018-11-21",4.395
"105","2018-11-23",4.51
"106","2018-11-26",4.19
"107","2018-11-27",4.13
"108","2018-11-28",3.96
"109","2018-11-29",3.68
"110","2018-11-30",3.29
"111","2018-12-03",3.31
"112","2018-12-04",2.86
"113","2018-12-06",3.76
"114","2018-12-07",4.68
"115","2018-12-10",5.36
"116","2018-12-11",5.88
"117","2018-12-12",7.26
"118","2018-12-13",7.16
"119","2018-12-14",7.5
"120","2018-12-17",8.4
"121","2018-12-18",8.29
"122","2018-12-19",9.55
"123","2018-12-20",7.81
"124","2018-12-21",8.44
"125","2018-12-24",9.35
"126","2018-12-26",8.31
"127","2018-12-27",6.59
"128","2018-12-28",5.08
"129","2018-12-31",4.86
"130","2019-01-02",3.88
"131","2019-01-03",3.6
"132","2019-01-04",3.6
"133","2019-01-07",3.34
"134","2019-01-08",3.21
"135","2019-01-09",3.55
"136","2019-01-10",3.75
"137","2019-01-11",3.71
"138","2019-01-14",3.3
"139","2019-01-15",3.58
"140","2019-01-16",3.6
"141","2019-01-17",3.55
"142","2019-01-18",3.35
"143","2019-01-22",3.14
"144","2019-01-23",3.38
"145","2019-01-24",3.57
"146","2019-01-25",3.42
"147","2019-01-28",3.7
"148","2019-01-29",3.48
"149","2019-01-30",3.42
"150","2019-01-31",3.41
"151","2019-02-01",3.44
"152","2019-02-04",3.43
"153","2019-02-05",3.36
"154","2019-02-06",3.26
"155","2019-02-07",3.26
"156","2019-02-08",3.22
"157","2019-02-11",3.35
"158","2019-02-12",3.29
"159","2019-02-13",3.79
"160","2019-02-14",3.59
"161","2019-02-15",4.05
"162","2019-02-19",3.98
"163","2019-02-20",4.07
"164","2019-02-21",4.2
"165","2019-02-22",4.6
"166","2019-02-25",4.7
"167","2019-02-26",4.85
"168","2019-02-27",4.53
"169","2019-02-28",4.61
"170","2019-03-01",4.65
"171","2019-03-04",4.83
"172","2019-03-05",5.15
"173","2019-03-06",5.4
"174","2019-03-07",5.22
"175","2019-03-08",4.79
"176","2019-03-11",4.86
"177","2019-03-12",4.62
"178","2019-03-13",4.6
"179","2019-03-14",3.79
"180","2019-03-15",3.7
"181","2019-03-18",3.55
"182","2019-03-19",3.67
"183","2019-03-20",3.59
"184","2019-03-21",3.7
"185","2019-03-22",3.37
"186","2019-03-25",3.49
"187","2019-03-26",3.72
"188","2019-03-27",3.94
"189","2019-03-28",3.68
"190","2019-03-29",3.79
"191","2019-04-01",3.95
"192","2019-04-02",3.91
"193","2019-04-03",3.94
"194","2019-04-04",4.15
"195","2019-04-05",4.05
"196","2019-04-08",3.88
"197","2019-04-09",3.65
"198","2019-04-10",3.5
"199","2019-04-11",3.31
"200","2019-04-12",3.26
"201","2019-04-15",3.05
"202","2019-04-16",1.95
"203","2019-04-17",2.95
"204","2019-04-18",3.37
"205","2019-04-22",3.49
"206","2019-04-23",3.49
"207","2019-04-24",3.28
"208","2019-04-25",3.04
"209","2019-04-26",2.82
"210","2019-04-29",2.8
"211","2019-04-30",2.79
"212","2019-05-01",2.72
"213","2019-05-02",2.71
"214","2019-05-03",2.69
"215","2019-05-06",2.62
"216","2019-05-07",2.48
"217","2019-05-08",2.55
"218","2019-05-09",2.47
"219","2019-05-10",2.5
"220","2019-05-13",2.5
"221","2019-05-14",2.51
"222","2019-05-15",2.38
"223","2019-05-16",2.31
"224","2019-05-17",2.21
"225","2019-05-20",2.39
"226","2019-05-21",2.5
"227","2019-05-22",2.44
"228","2019-05-23",2.2
"229","2019-05-24",2.33
"230","2019-05-28",2.46
"231","2019-05-29",2.49
"232","2019-05-30",2.32
"233","2019-05-31",2.3
"234","2019-06-03",2.15
"235","2019-06-04",2.21
"236","2019-06-05",2.14
"237","2019-06-06",2.02
"238","2019-06-07",2.11
"239","2019-06-10",1.98
"240","2019-06-11",1.99
"241","2019-06-12",1.97
"242","2019-06-13",1.94
"243","2019-06-14",2.02
"244","2019-06-17",2.02
"245","2019-06-18",2.08
"246","2019-06-19",2.04
"247","2019-06-20",2.1
"248","2019-06-21",2.08
"249","2019-06-24",2.11
"250","2019-06-25",1.98
"251","2019-06-26",2.1
"252","2019-06-27",2.09
"253","2019-06-28",2.2
"254","2019-07-01",2.33
"255","2019-07-02",2.23
"256","2019-07-03",2.19
"257","2019-07-05",2.36
"258","2019-07-08",2.3
"259","2019-07-09",2.38
"260","2019-07-10",2.41
"261","2019-07-11",2.34
"262","2019-07-12",2.69
"263","2019-07-15",2.59
"264","2019-07-16",2.36
"265","2019-07-17",2.4
"266","2019-07-18",2.38
"267","2019-07-19",2.4
"268","2019-07-22",2.38
"269","2019-07-23",2.39
"270","2019-07-24",2.48
"271","2019-07-25",2.31
"272","2019-07-26",2.28
"273","2019-07-29",2.2
"274","2019-07-30",2.14
"275","2019-07-31",2.2
"276","2019-08-01",2.12
"277","2019-08-02",2.21
"278","2019-08-05",2.12
"279","2019-08-06",2.19
"280","2019-08-07",2.26
"281","2019-08-08",2.3
"282","2019-08-09",2.5
"283","2019-08-12",2.49
"284","2019-08-13",2.48
"285","2019-08-14",2.39
"286","2019-08-15",2.46
"287","2019-08-16",2.5
"288","2019-08-19",2.55
"289","2019-08-20",2.59
"290","2019-08-21",2.57
"291","2019-08-22",2.56
"292","2019-08-23",2.52
"293","2019-08-26",2.48
"294","2019-08-27",2.48
"295","2019-08-28",2.6
"296","2019-08-29",2.63
"297","2019-08-30",2.73
"298","2019-09-03",2.72
"299","2019-09-04",2.8
"300","2019-09-05",2.85
"301","2019-09-06",2.97
"302","2019-09-09",3.04
"303","2019-09-10",3.18
"304","2019-09-11",3.21
"305","2019-09-12",3.22
"306","2019-09-13",3.29
"307","2019-09-16",3.31
"308","2019-09-17",3.19
"309","2019-09-18",3.25
"310","2019-09-19",3.14
"311","2019-09-20",3.26
"312","2019-09-23",2.79
"313","2019-09-24",2.23
"314","2019-09-25",2.38
"315","2019-09-26",2.61
"316","2019-09-27",2.51
"317","2019-09-30",2.45
"318","2019-10-01",2.4
"319","2019-10-02",2.45
"320","2019-10-03",2.51
"321","2019-10-04",2.47
"322","2019-10-07",2.45
"323","2019-10-08",2.41
"324","2019-10-09",2.48
"325","2019-10-10",2.56
"326","2019-10-11",2.57
"327","2019-10-14",2.69
"328","2019-10-15",2.7
"329","2019-10-16",2.7
"330","2019-10-17",2.6
"331","2019-10-18",2.62
"332","2019-10-21",2.65
"333","2019-10-22",2.72
"334","2019-10-23",2.75
"335","2019-10-24",2.97
"336","2019-10-25",2.96
"337","2019-10-28",3.14
"338","2019-10-29",3.23
"339","2019-10-30",3.07
"340","2019-10-31",3
"341","2019-11-01",3.1
"342","2019-11-04",3.19
"343","2019-11-05",3.25
"344","2019-11-06",3.23
"345","2019-11-07",3.34
"346","2019-11-08",3.42
"347","2019-11-11",3.15
"348","2019-11-12",2.85
"349","2019-11-13",2.62
"350","2019-11-14",2.67
"351","2019-11-15",2.54
"352","2019-11-18",2.58
"353","2019-11-19",2.46
"354","2019-11-20",2.48
"355","2019-11-21",2.48
"356","2019-11-22",2.49
"357","2019-11-25",2.65
"358","2019-11-26",2.61
"359","2019-11-27",2.68
"360","2019-11-29",2.49
"361","2019-12-02",2.56
"362","2019-12-03",2.53
"363","2019-12-04",2.5
"364","2019-12-05",2.51
"365","2019-12-06",2.49
"366","2019-12-09",2.55
"367","2019-12-10",2.66
"368","2019-12-11",2.71
"369","2019-12-12",2.71
"370","2019-12-13",2.91
"371","2019-12-16",3.1
"372","2019-12-17",2.82
"373","2019-12-18",2.79
"374","2019-12-19",2.75
"375","2019-12-20",2.73
"376","2019-12-23",2.64
"377","2019-12-24",2.41
"378","2019-12-26",2.37
"379","2019-12-27",2.31
"380","2019-12-30",2.28
"381","2019-12-31",2.26
"382","2020-01-02",2.29
"383","2020-01-03",2.26
"384","2020-01-06",2.48
"385","2020-01-07",2.4
"386","2020-01-08",2.41
"387","2020-01-09",2.47
"388","2020-01-10",2.58
"389","2020-01-13",2.84
"390","2020-01-14",2.9
"391","2020-01-15",2.62
"392","2020-01-16",2.59
"393","2020-01-17",2.51
"394","2020-01-21",2.67
"395","2020-01-22",2.59
"396","2020-01-23",2.65
"397","2020-01-24",2.46
"398","2020-01-27",2.29
"399","2020-01-28",2.32
"400","2020-01-29",2.29
"401","2020-01-30",2.21
"402","2020-01-31",2.46
"403","2020-02-03",2.3
"404","2020-02-04",2.36
"405","2020-02-05",2.3
"406","2020-02-06",2.25
"407","2020-02-07",2.23
"408","2020-02-10",2.28
"409","2020-02-11",2.3
"410","2020-02-12",2.28
"411","2020-02-13",2.27
"412","2020-02-14",2.19
"413","2020-02-18",1.99
"414","2020-02-19",1.97
"415","2020-02-20",1.94
"416","2020-02-21",2
"417","2020-02-24",1.85
"418","2020-02-25",1.84
"419","2020-02-26",1.83
"420","2020-02-27",1.75
"421","2020-02-28",1.67
"422","2020-03-02",1.62
"423","2020-03-03",1.54
"424","2020-03-04",1.8
"425","2020-03-05",1.79
"426","2020-03-06",1.75
"427","2020-03-09",1.64
"428","2020-03-10",1.74
"429","2020-03-11",1.79
"430","2020-03-12",1.61
"431","2020-03-13",1.72
"432","2020-03-16",1.59
"433","2020-03-17",1.66
"434","2020-03-18",1.49
"435","2020-03-19",1.4
"436","2020-03-20",1.27
"437","2020-03-23",1.23
"438","2020-03-24",1.4
"439","2020-03-25",1.52
"440","2020-03-26",1.74
"441","2020-03-27",1.71
"442","2020-03-30",1.56
"443","2020-03-31",1.54
"444","2020-04-01",1.44
"445","2020-04-02",1.46
"446","2020-04-03",1.53
"447","2020-04-06",1.56
"448","2020-04-07",1.53
"449","2020-04-08",1.58
"450","2020-04-09",1.54
"451","2020-04-13",1.56
"452","2020-04-14",1.59
"453","2020-04-15",1.64
"454","2020-04-16",1.61
"455","2020-04-17",1.65
"456","2020-04-20",1.6
"457","2020-04-21",1.52
"458","2020-04-22",1.57
"459","2020-04-23",1.55
"460","2020-04-24",1.45
"461","2020-04-27",1.45
"462","2020-04-28",1.49
"463","2020-04-29",1.57
"464","2020-04-30",1.61
"465","2020-05-01",1.44
"466","2020-05-04",1.42
"467","2020-05-05",1.33
"468","2020-05-06",1.34
"469","2020-05-07",1.32
"470","2020-05-08",1.34
"471","2020-05-11",1.45
"472","2020-05-12",1.47
"473","2020-05-13",1.42
"474","2020-05-14",1.37
"475","2020-05-15",1.35
"476","2020-05-18",1.37
"477","2020-05-19",1.41
"478","2020-05-20",1.43
"479","2020-05-21",1.39
"480","2020-05-22",1.33
"481","2020-05-26",1.34
"482","2020-05-27",1.42
"483","2020-05-28",1.41
"484","2020-05-29",1.53
"485","2020-06-01",1.49
"486","2020-06-02",1.59
"487","2020-06-03",1.65
"488","2020-06-04",1.59
"489","2020-06-05",1.65
"490","2020-06-08",1.73
"491","2020-06-09",1.68
"492","2020-06-10",1.83
"493","2020-06-11",1.58
"494","2020-06-12",1.47
"495","2020-06-15",1.46
"496","2020-06-16",1.45
"497","2020-06-17",1.37
"498","2020-06-18",1.39
"499","2020-06-19",1.45
"500","2020-06-22",1.47
"501","2020-06-23",1.58
"502","2020-06-24",1.49
"503","2020-06-25",1.54
"504","2020-06-26",1.56
"505","2020-06-29",1.42
"506","2020-06-30",1.43
"507","2020-07-01",1.48
"508","2020-07-02",1.59
"509","2020-07-06",1.6
"510","2020-07-07",1.57
"511","2020-07-08",1.83
"512","2020-07-09",1.82
"513","2020-07-10",1.76
"514","2020-07-13",1.65
"515","2020-07-14",1.64
"516","2020-07-15",1.57
"517","2020-07-16",1.52
"518","2020-07-17",1.58
"519","2020-07-20",1.45
"520","2020-07-21",1.5
"521","2020-07-22",1.4
"522","2020-07-23",1.38
"523","2020-07-24",1.29
"524","2020-07-27",1.26
"525","2020-07-28",1.22
"526","2020-07-29",1.24
"527","2020-07-30",1.23
"528","2020-07-31",1.27
"529","2020-08-03",1.23
"530","2020-08-04",1.25
"531","2020-08-05",1.26
"532","2020-08-06",1.25
"533","2020-08-07",1.22
"534","2020-08-10",1.22
"535","2020-08-11",1.19
"536","2020-08-12",1.2
"537","2020-08-13",1.21
"538","2020-08-14",1.2
"539","2020-08-17",1.21
"540","2020-08-18",1.24
"541","2020-08-19",1.2
"542","2020-08-20",1.19
"543","2020-08-21",1.16
"544","2020-08-24",1.18
"545","2020-08-25",1.15
"546","2020-08-26",1.11
"547","2020-08-27",1.05
"548","2020-08-28",0.91
"549","2020-08-31",0.78
"550","2020-09-01",0.981
"551","2020-09-02",0.923
"552","2020-09-03",0.911
"553","2020-09-04",0.927
"554","2020-09-08",0.94
"555","2020-09-09",0.884
"556","2020-09-10",0.906
"557","2020-09-11",0.9
"558","2020-09-14",1
"559","2020-09-15",1.01
"560","2020-09-16",0.95
"561","2020-09-17",0.991
"562","2020-09-18",0.979
"563","2020-09-21",0.923
"564","2020-09-22",0.885
"565","2020-09-23",0.83
"566","2020-09-24",0.84
"567","2020-09-25",0.88
"568","2020-09-28",0.915
"569","2020-09-29",0.867
"570","2020-09-30",0.87
"571","2020-10-01",0.903
"572","2020-10-02",0.914
"573","2020-10-05",0.946
"574","2020-10-06",0.918
"575","2020-10-07",1
"576","2020-10-08",1.1
"577","2020-10-09",1.01
"578","2020-10-12",1.04
"579","2020-10-13",1.02
"580","2020-10-14",1
"581","2020-10-15",1
"582","2020-10-16",1
"583","2020-10-19",1.19
"584","2020-10-20",1.13
"585","2020-10-21",1.09
"586","2020-10-22",1.06
"587","2020-10-23",1
"588","2020-10-26",0.936
"589","2020-10-27",1.04
"590","2020-10-28",0.992
"591","2020-10-29",1.02
"592","2020-10-30",0.96
"593","2020-11-02",0.96
"594","2020-11-03",0.95
"595","2020-11-04",0.925
"596","2020-11-05",0.97
"597","2020-11-06",1.07
"598","2020-11-09",1.05
"599","2020-11-10",1.02
"600","2020-11-11",1.05
"601","2020-11-12",1.04
"602","2020-11-13",1.04
"603","2020-11-16",1.1
"604","2020-11-17",1.15
"605","2020-11-18",1.11
"606","2020-11-19",1.35
"607","2020-11-20",1.23
"608","2020-11-23",1.42
"609","2020-11-24",1.4
"610","2020-11-25",1.64
"611","2020-11-27",1.58
