"","date","BNSO"
"75","2007-04-20",4.06
"76","2007-04-23",4.05
"77","2007-04-24",4.12
"78","2007-04-25",4.16
"79","2007-04-26",4.07
"80","2007-04-27",4.01
"81","2007-04-30",4.11
"82","2007-05-01",3.85
"83","2007-05-02",3.92
"84","2007-05-03",3.88
"85","2007-05-04",3.87
"86","2007-05-07",3.84
"87","2007-05-08",3.84
"88","2007-05-09",3.98
"89","2007-05-10",4.15
"90","2007-05-11",4.14
"91","2007-05-14",3.92
"92","2007-05-15",3.89
"93","2007-05-16",4.01
"94","2007-05-17",3.94
"95","2007-05-18",3.8
"96","2007-05-21",3.82
"97","2007-05-22",3.8
"98","2007-05-23",3.8
"99","2007-05-24",3.85
"100","2007-05-25",3.88
"101","2007-05-29",3.92
"102","2007-05-30",3.89
"103","2007-05-31",3.78
"104","2007-06-01",3.84
"105","2007-06-04",3.85
"106","2007-06-05",3.85
"107","2007-06-06",3.84
"108","2007-06-07",3.73
"109","2007-06-08",3.84
"110","2007-06-11",3.83
"111","2007-06-12",3.77
"112","2007-06-13",3.72
"113","2007-06-14",3.79
"114","2007-06-15",3.72
"115","2007-06-18",3.74
"116","2007-06-19",3.77
"117","2007-06-20",3.7
"118","2007-06-21",3.74
"119","2007-06-22",3.68
"120","2007-06-25",3.56
"121","2007-06-26",3.5
"122","2007-06-27",3.61
"123","2007-06-28",3.64
"124","2007-06-29",3.65
"125","2007-07-02",3.59
"126","2007-07-03",3.6
"127","2007-07-05",3.69
"128","2007-07-06",3.83
"129","2007-07-09",3.73
"130","2007-07-10",3.74
"131","2007-07-11",3.76
"132","2007-07-12",3.82
"133","2007-07-13",3.9
"134","2007-07-16",3.86
"135","2007-07-17",3.83
"136","2007-07-18",3.96
"137","2007-07-19",3.85
"138","2007-07-20",3.83
"139","2007-07-23",3.8
"140","2007-07-24",3.59
"141","2007-07-25",3.49
"142","2007-07-26",3.36
"143","2007-07-27",3.32
"144","2007-07-30",3.44
"145","2007-07-31",3.43
"146","2007-08-01",3.27
"147","2007-08-02",3.34
"148","2007-08-03",3.26
"149","2007-08-06",3.44
"150","2007-08-07",3.41
"151","2007-08-08",2.84
"152","2007-08-09",2.8
"153","2007-08-10",3.13
"154","2007-08-13",2.95
"155","2007-08-14",2.78
"156","2007-08-15",2.73
"157","2007-08-16",2.75
"158","2007-08-17",2.6
"159","2007-08-20",2.5
"160","2007-08-21",2.5
"161","2007-08-22",2.42
"162","2007-08-23",2.4
"163","2007-08-24",2.46
"164","2007-08-27",2.45
"165","2007-08-28",2.41
"166","2007-08-29",2.44
"167","2007-08-30",2.4
"168","2007-08-31",2.4
"169","2007-09-04",2.36
"170","2007-09-05",2.4
"171","2007-09-06",2.4
"172","2007-09-07",2.32
"173","2007-09-10",2.31
"174","2007-09-11",2.27
"175","2007-09-12",2.13
"176","2007-09-13",1.91
"177","2007-09-14",1.97
"178","2007-09-17",1.93
"179","2007-09-18",1.91
"180","2007-09-19",1.9
"181","2007-09-20",1.86
"182","2007-09-21",2.14
"183","2007-09-24",2.88
"184","2007-09-25",2.53
"185","2007-09-26",2.81
"186","2007-09-27",2.65
"187","2007-09-28",2.48
"188","2007-10-01",2.66
"189","2007-10-02",2.7
"190","2007-10-03",4.05
"191","2007-10-04",3.63
"192","2007-10-05",3.72
"193","2007-10-08",3.3
"194","2007-10-09",3.25
"195","2007-10-10",3.43
"196","2007-10-11",3.57
"197","2007-10-12",3.11
"198","2007-10-15",3.08
"199","2007-10-16",3.01
"200","2007-10-17",3.08
"201","2007-10-18",2.92
"202","2007-10-19",2.67
"203","2007-10-22",2.67
"204","2007-10-23",3.04
"205","2007-10-24",3.2
"206","2007-10-25",3.22
"207","2007-10-26",3.25
"208","2007-10-29",3.28
"209","2007-10-30",3.53
"210","2007-10-31",3.62
"211","2007-11-01",3.73
"212","2007-11-02",3.5
"213","2007-11-05",3.5
"214","2007-11-06",3.59
"215","2007-11-07",3.22
"216","2007-11-08",3.35
"217","2007-11-09",3.48
"218","2007-11-12",3.29
"219","2007-11-13",3.32
"220","2007-11-14",3.45
"221","2007-11-15",3.29
"222","2007-11-16",3.3
"223","2007-11-19",3.29
"224","2007-11-20",3.29
"225","2007-11-21",3.4
"226","2007-11-23",3.51
"227","2007-11-26",3.51
"228","2007-11-27",3.5
"229","2007-11-28",3.49
"230","2007-11-29",3.55
"231","2007-11-30",3.53
"232","2007-12-03",3.36
"233","2007-12-04",3.26
"234","2007-12-05",3.55
"235","2007-12-06",3.59
"236","2007-12-07",3.53
"237","2007-12-10",3.59
"238","2007-12-11",3.55
"239","2007-12-12",3.58
"240","2007-12-13",3.54
"241","2007-12-14",3.25
"242","2007-12-17",3.06
"243","2007-12-18",2.6
"244","2007-12-19",2.67
"245","2007-12-20",2.57
"246","2007-12-21",2.59
"247","2007-12-24",2.53
"248","2007-12-26",2.58
"249","2007-12-27",2.62
"250","2007-12-28",2.6
"251","2007-12-31",2.55
"252","2008-01-02",2.68
"253","2008-01-03",2.68
"254","2008-01-04",2.63
"255","2008-01-07",2.45
"256","2008-01-08",2.67
"257","2008-01-09",2.82
"258","2008-01-10",3.02
"259","2008-01-11",3.07
"260","2008-01-14",2.76
"261","2008-01-15",2.79
"262","2008-01-16",2.48
"263","2008-01-17",2.59
"264","2008-01-18",2.5
"265","2008-01-22",2.48
"266","2008-01-23",2.48
"267","2008-01-24",2.18
"268","2008-01-25",2.22
"269","2008-01-28",2.16
"270","2008-01-29",2.32
"271","2008-01-30",2.25
"272","2008-01-31",2.39
"273","2008-02-01",2.29
"274","2008-02-04",2.36
"275","2008-02-05",2.41
"276","2008-02-06",2.24
"277","2008-02-07",2.44
"278","2008-02-08",2.42
"279","2008-02-11",2.38
"280","2008-02-12",2.3
"281","2008-02-13",2.3
"282","2008-02-14",2.23
"283","2008-02-15",2.2
"284","2008-02-19",2.08
"285","2008-02-20",2.16
"286","2008-02-21",2.25
"287","2008-02-22",2.29
"288","2008-02-25",2.34
"289","2008-02-26",2.22
"290","2008-02-27",2.28
"291","2008-02-28",2.21
"292","2008-02-29",2.24
"293","2008-03-03",2.21
"294","2008-03-04",2.13
"295","2008-03-05",2.18
"296","2008-03-06",2.12
"297","2008-03-07",2.2
"298","2008-03-10",2.02
"299","2008-03-11",2.15
"300","2008-03-12",2.25
"301","2008-03-13",2.25
"302","2008-03-14",2.21
"303","2008-03-17",2.23
"304","2008-03-18",2.25
"305","2008-03-19",2.23
"306","2008-03-20",2.08
"307","2008-03-24",2.2
"308","2008-03-25",2.23
"309","2008-03-26",2.23
"310","2008-03-27",2.24
"311","2008-03-28",2.16
"312","2008-03-31",2.07
"313","2008-04-01",2.17
"314","2008-04-02",2.03
"315","2008-04-03",2.07
"316","2008-04-04",2.1
"317","2008-04-07",2.17
"318","2008-04-08",2.17
"319","2008-04-09",2.17
"320","2008-04-10",2.17
"321","2008-04-11",2.25
"322","2008-04-14",2.02
"323","2008-04-15",2.13
"324","2008-04-16",2.13
"325","2008-04-17",2.08
"326","2008-04-18",2.13
"327","2008-04-21",2.16
"328","2008-04-22",2.25
"329","2008-04-23",2.25
"330","2008-04-24",2.27
"331","2008-04-25",2.27
"332","2008-04-28",2.26
"333","2008-04-29",2.18
"334","2008-04-30",2.18
"335","2008-05-01",2.18
"336","2008-05-02",2.24
"337","2008-05-05",2.2
"338","2008-05-06",2.12
"339","2008-05-07",2.18
"340","2008-05-08",2.19
"341","2008-05-09",2.15
"342","2008-05-12",2.18
"343","2008-05-13",2.19
"344","2008-05-14",2.19
"345","2008-05-15",2.2
"346","2008-05-16",2.17
"347","2008-05-19",2.19
"348","2008-05-20",2.18
"349","2008-05-21",2.18
"350","2008-05-22",2.18
"351","2008-05-23",2.09
"352","2008-05-27",2.1
"353","2008-05-28",2.12
"354","2008-05-29",2.12
"355","2008-05-30",2.12
"356","2008-06-02",2.13
"357","2008-06-03",2.16
"358","2008-06-04",2.15
"359","2008-06-05",2.1
"360","2008-06-06",2.19
"361","2008-06-09",2.14
"362","2008-06-10",2.06
"363","2008-06-11",2.06
"364","2008-06-12",2.1
"365","2008-06-13",2.01
"366","2008-06-16",2.09
"367","2008-06-17",2
"368","2008-06-18",2.08
"369","2008-06-19",2.08
"370","2008-06-20",1.97
"371","2008-06-23",2.04
"372","2008-06-24",2.06
"373","2008-06-25",2
"374","2008-06-26",2
"375","2008-06-27",2
"376","2008-06-30",2.08
"377","2008-07-01",2.05
"378","2008-07-02",2.05
"379","2008-07-03",2
"380","2008-07-07",2
"381","2008-07-08",2
"382","2008-07-09",2.05
"383","2008-07-10",2.05
"384","2008-07-11",2.08
"385","2008-07-14",2.08
"386","2008-07-15",2.08
"387","2008-07-16",2.06
"388","2008-07-17",2.01
"389","2008-07-18",2.01
"390","2008-07-21",2.06
"391","2008-07-22",2.04
"392","2008-07-23",2.05
"393","2008-07-24",2.05
"394","2008-07-25",2.05
"395","2008-07-28",2.05
"396","2008-07-29",2.1
"397","2008-07-30",2.19
"398","2008-07-31",2.23
"399","2008-08-01",2.23
"400","2008-08-04",2.23
"401","2008-08-05",2.23
"402","2008-08-06",2.14
"403","2008-08-07",2.22
"404","2008-08-08",2.2
"405","2008-08-11",2.2
"406","2008-08-12",2.4
"407","2008-08-13",2.3
"408","2008-08-14",2.3
"409","2008-08-15",2.27
"410","2008-08-18",2.22
"411","2008-08-19",2.3
"412","2008-08-20",2.44
"413","2008-08-21",2.45
"414","2008-08-22",2.45
"415","2008-08-25",2.45
"416","2008-08-26",2.45
"417","2008-08-27",2.2
"418","2008-08-28",2.3
"419","2008-08-29",2.25
"420","2008-09-02",2.32
"421","2008-09-03",2.32
"422","2008-09-04",2.37
"423","2008-09-05",2.37
"424","2008-09-08",2.37
"425","2008-09-09",2.37
"426","2008-09-10",2.37
"427","2008-09-11",2.34
"428","2008-09-12",2.41
"429","2008-09-15",2.35
"430","2008-09-16",1.3
"431","2008-09-17",1.4
"432","2008-09-18",1.44
"433","2008-09-19",1.6
"434","2008-09-22",1.5
"435","2008-09-23",1.45
"436","2008-09-24",1.38
"437","2008-09-25",1.45
"438","2008-09-26",1.45
"439","2008-09-29",1.45
"440","2008-09-30",1.45
"441","2008-10-01",1.25
"442","2008-10-02",1.37
"443","2008-10-03",1.37
"444","2008-10-06",1.2
"445","2008-10-07",1.21
"446","2008-10-08",1.16
"447","2008-10-09",1.16
"448","2008-10-10",1.01
"449","2008-10-13",1.03
"450","2008-10-14",1.12
"451","2008-10-15",1.12
"452","2008-10-16",1.16
"453","2008-10-17",1.16
"454","2008-10-20",1.19
"455","2008-10-21",1.14
"456","2008-10-22",1.01
"457","2008-10-23",1.07
"458","2008-10-24",1
"459","2008-10-27",0.99
"460","2008-10-28",1
"461","2008-10-29",0.93
"462","2008-10-30",0.99
"463","2008-10-31",1.05
"464","2008-11-03",1.03
"465","2008-11-04",1.1
"466","2008-11-05",1.14
"467","2008-11-06",1.14
"468","2008-11-07",1.14
"469","2008-11-10",1.11
"470","2008-11-11",1.12
"471","2008-11-12",1.07
"472","2008-11-13",0.95
"473","2008-11-14",0.97
"474","2008-11-17",0.97
"475","2008-11-18",0.93
"476","2008-11-19",0.88
"477","2008-11-20",0.92
"478","2008-11-21",0.78
"479","2008-11-24",0.97
"480","2008-11-25",0.85
"481","2008-11-26",0.89
"482","2008-11-28",0.85
"483","2008-12-01",0.97
"484","2008-12-02",0.98
"485","2008-12-03",0.7
"486","2008-12-04",0.75
"487","2008-12-05",0.75
"488","2008-12-08",0.8
"489","2008-12-09",0.82
"490","2008-12-10",0.82
"491","2008-12-11",0.76
"492","2008-12-12",0.81
"493","2008-12-15",0.81
"494","2008-12-16",0.68
"495","2008-12-17",0.76
"496","2008-12-18",0.76
"497","2008-12-19",0.68
"498","2008-12-22",0.63
"499","2008-12-23",0.63
"500","2008-12-24",0.63
"501","2008-12-26",0.69
"502","2008-12-29",0.65
"503","2008-12-30",0.63
"504","2008-12-31",0.63
"505","2009-01-02",0.63
"506","2009-01-05",0.74
"507","2009-01-06",0.9
"508","2009-01-07",0.9
"509","2009-01-08",0.9
"510","2009-01-09",0.95
"511","2009-01-12",0.9
"512","2009-01-13",1.02
"513","2009-01-14",1.02
"514","2009-01-15",0.88
"515","2009-01-16",0.88
"516","2009-01-20",1
"517","2009-01-21",0.95
"518","2009-01-22",0.96
"519","2009-01-23",1.03
"520","2009-01-26",1
"521","2009-01-27",0.95
"522","2009-01-28",0.85
"523","2009-01-29",1.01
"524","2009-01-30",1.01
"525","2009-02-02",1.01
"526","2009-02-03",1.01
"527","2009-02-04",1.03
"528","2009-02-05",1.03
"529","2009-02-06",1.03
"530","2009-02-09",0.85
"531","2009-02-10",0.85
"532","2009-02-11",0.9
"533","2009-02-12",0.9
"534","2009-02-13",0.99
"535","2009-02-17",1.05
"536","2009-02-18",0.88
"537","2009-02-19",1.36
"538","2009-02-20",0.89
"539","2009-02-23",0.89
"540","2009-02-24",0.91
"541","2009-02-25",0.9
"542","2009-02-26",0.93
"543","2009-02-27",1
"544","2009-03-02",0.75
"545","2009-03-03",0.82
"546","2009-03-04",0.82
"547","2009-03-05",0.82
"548","2009-03-06",0.82
"549","2009-03-09",0.82
"550","2009-03-10",0.82
"551","2009-03-11",0.85
"552","2009-03-12",0.97
"553","2009-03-13",0.97
"554","2009-03-16",0.97
"555","2009-03-17",0.97
"556","2009-03-18",0.86
"557","2009-03-19",0.95
"558","2009-03-20",0.94
"559","2009-03-23",0.94
"560","2009-03-24",0.94
"561","2009-03-25",0.94
"562","2009-03-26",1.05
"563","2009-03-27",0.92
"564","2009-03-30",0.98
"565","2009-03-31",0.92
"566","2009-04-01",0.91
"567","2009-04-02",0.94
"568","2009-04-03",1.1
"569","2009-04-06",1.1
"570","2009-04-07",1.12
"571","2009-04-08",1.12
"572","2009-04-09",0.95
"573","2009-04-13",1.11
"574","2009-04-14",1.25
"575","2009-04-15",1.15
"576","2009-04-16",1.2
"577","2009-04-17",1.19
"578","2009-04-20",1.35
"579","2009-04-21",1.16
"580","2009-04-22",1.2
"581","2009-04-23",1.2
"582","2009-04-24",1.26
"583","2009-04-27",1.26
"584","2009-04-28",1.26
"585","2009-04-29",1.26
"586","2009-04-30",1.29
"587","2009-05-01",1.2
"588","2009-05-04",1.22
"589","2009-05-05",1.2
"590","2009-05-06",1.2
"591","2009-05-07",1.2
"592","2009-05-08",1.2
"593","2009-05-11",1.2
"594","2009-05-12",1.2
"595","2009-05-13",1.2
"596","2009-05-14",1.2
"597","2009-05-15",1.2
"598","2009-05-18",1.05
"599","2009-05-19",1.06
"600","2009-05-20",1.06
"601","2009-05-21",1.06
"602","2009-05-22",1.06
"603","2009-05-26",1.06
"604","2009-05-27",1.2
"605","2009-05-28",1.2
"606","2009-05-29",1.18
"607","2009-06-01",1.18
"608","2009-06-02",1.09
"609","2009-06-03",1.18
"610","2009-06-04",1.18
"611","2009-06-05",1.17
"612","2009-06-08",1.06
"613","2009-06-09",1.15
"614","2009-06-10",1.05
"615","2009-06-11",1.05
"616","2009-06-12",1.05
"617","2009-06-15",1.05
"618","2009-06-16",1.05
"619","2009-06-17",1.1
"620","2009-06-18",1.07
"621","2009-06-19",0.97
"622","2009-06-22",1.09
"623","2009-06-23",1.03
"624","2009-06-24",1.1
"625","2009-06-25",1.1
"626","2009-06-26",1.09
"627","2009-06-29",1.08
"628","2009-06-30",1.05
"629","2009-07-01",1.1
"630","2009-07-02",1.1
"631","2009-07-06",1.1
"632","2009-07-07",1.02
"633","2009-07-08",1.05
"634","2009-07-09",1.05
"635","2009-07-10",1.05
"636","2009-07-13",1.05
"637","2009-07-14",1.09
"638","2009-07-15",1.08
"639","2009-07-16",1.04
"640","2009-07-17",1.08
"641","2009-07-20",1.17
"642","2009-07-21",1.17
"643","2009-07-22",1.05
"644","2009-07-23",1.02
"645","2009-07-24",1.13
"646","2009-07-27",1.13
"647","2009-07-28",1.05
"648","2009-07-29",1.05
"649","2009-07-30",1.17
"650","2009-07-31",1.12
"651","2009-08-03",1.12
"652","2009-08-04",1.07
"653","2009-08-05",1.07
"654","2009-08-06",1.23
"655","2009-08-07",1.23
"656","2009-08-10",1.1
"657","2009-08-11",1.21
"658","2009-08-12",1.21
"659","2009-08-13",1.21
"660","2009-08-14",1.14
"661","2009-08-17",1.05
"662","2009-08-18",1.2
"663","2009-08-19",1.25
"664","2009-08-20",1.25
"665","2009-08-21",1.24
"666","2009-08-24",1.25
"667","2009-08-25",1.25
"668","2009-08-26",1.25
"669","2009-08-27",1.16
"670","2009-08-28",1.36
"671","2009-08-31",1.26
"672","2009-09-01",1.38
"673","2009-09-02",1.32
"674","2009-09-03",1.35
"675","2009-09-04",1.35
"676","2009-09-08",1.35
"677","2009-09-09",1.36
"678","2009-09-10",1.36
"679","2009-09-11",1.36
"680","2009-09-14",1.36
"681","2009-09-15",1.3
"682","2009-09-16",1.34
"683","2009-09-17",1.36
"684","2009-09-18",1.36
"685","2009-09-21",1.36
"686","2009-09-22",1.3
"687","2009-09-23",1.31
"688","2009-09-24",1.31
"689","2009-09-25",1.31
"690","2009-09-28",1.31
"691","2009-09-29",1.19
"692","2009-09-30",1.23
"693","2009-10-01",1.32
"694","2009-10-02",1.32
"695","2009-10-05",1.35
"696","2009-10-06",1.35
"697","2009-10-07",1.21
"698","2009-10-08",1.3
"699","2009-10-09",1.36
"700","2009-10-12",1.37
"701","2009-10-13",1.37
"702","2009-10-14",1.36
"703","2009-10-15",1.3
"704","2009-10-16",1.36
"705","2009-10-19",1.37
"706","2009-10-20",1.36
"707","2009-10-21",1.34
"708","2009-10-22",1.34
"709","2009-10-23",1.34
"710","2009-10-26",1.32
"711","2009-10-27",1.32
"712","2009-10-28",1.32
"713","2009-10-29",1.28
"714","2009-10-30",1.28
"715","2009-11-02",1.28
"716","2009-11-03",1.28
"717","2009-11-04",1.27
"718","2009-11-05",1.26
"719","2009-11-06",1.26
"720","2009-11-09",1.26
"721","2009-11-10",1.26
"722","2009-11-11",1.31
"723","2009-11-12",1.31
"724","2009-11-13",1.31
"725","2009-11-16",1.31
"726","2009-11-17",1.02
"727","2009-11-18",1.15
"728","2009-11-19",1.09
"729","2009-11-20",1.09
"730","2009-11-23",1.08
"731","2009-11-24",1.02
"732","2009-11-25",1.12
"733","2009-11-27",1.12
"734","2009-11-30",1.11
"735","2009-12-01",1.08
"736","2009-12-02",1.07
"737","2009-12-03",1.06
"738","2009-12-04",1.07
"739","2009-12-07",1.02
"740","2009-12-08",1.02
"741","2009-12-09",1.05
"742","2009-12-10",1.05
"743","2009-12-11",1.05
"744","2009-12-14",1.01
"745","2009-12-15",0.98
"746","2009-12-16",0.97
"747","2009-12-17",0.99
"748","2009-12-18",0.99
"749","2009-12-21",0.95
"750","2009-12-22",1.01
"751","2009-12-23",1.01
"752","2009-12-24",0.98
"753","2009-12-28",1.05
"754","2009-12-29",1.02
"755","2009-12-30",0.99
"756","2009-12-31",0.97
"757","2010-01-04",0.84
"758","2010-01-05",0.9
"759","2010-01-06",0.96
"760","2010-01-07",0.95
"761","2010-01-08",1.08
"762","2010-01-11",1.11
"763","2010-01-12",1.01
"764","2010-01-13",1.01
"765","2010-01-14",1.01
"766","2010-01-15",1.01
"767","2010-01-19",1.05
"768","2010-01-20",1.06
"769","2010-01-21",1.06
"770","2010-01-22",1.11
"771","2010-01-25",1.11
"772","2010-01-26",1.05
"773","2010-01-27",1.03
"774","2010-01-28",1.02
"775","2010-01-29",1
"776","2010-02-01",1.03
"777","2010-02-02",1.15
"778","2010-02-03",1.07
"779","2010-02-04",1.07
"780","2010-02-05",1.07
"781","2010-02-08",1.07
"782","2010-02-09",1.07
"783","2010-02-10",1.02
"784","2010-02-11",1.02
"785","2010-02-12",1.02
"786","2010-02-16",1.02
"787","2010-02-17",1.15
"788","2010-02-18",1.15
"789","2010-02-19",1.15
"790","2010-02-22",0.96
"791","2010-02-23",1.04
"792","2010-02-24",1.02
"793","2010-02-25",1.02
"794","2010-02-26",1.05
"795","2010-03-01",1.03
"796","2010-03-02",1.03
"797","2010-03-03",1.08
"798","2010-03-04",1.04
"799","2010-03-05",1.08
"800","2010-03-08",1.15
"801","2010-03-09",1.15
"802","2010-03-10",1.09
"803","2010-03-11",1.09
"804","2010-03-12",1.08
"805","2010-03-15",1.08
"806","2010-03-16",1.08
"807","2010-03-17",1.15
"808","2010-03-18",1.09
"809","2010-03-19",1.16
"810","2010-03-22",1.16
"811","2010-03-23",1.16
"812","2010-03-24",1.15
"813","2010-03-25",1.12
"814","2010-03-26",1.08
"815","2010-03-29",1.08
"816","2010-03-30",1.08
"817","2010-03-31",1.2
"818","2010-04-01",1.2
"819","2010-04-05",1.33
"820","2010-04-06",1.27
"821","2010-04-07",1.27
"822","2010-04-08",1.15
"823","2010-04-09",1.26
"824","2010-04-12",1.28
"825","2010-04-13",1.28
"826","2010-04-14",1.28
"827","2010-04-15",1.28
"828","2010-04-16",1.23
"829","2010-04-19",1.13
"830","2010-04-20",1.13
"831","2010-04-21",1.1
"832","2010-04-22",1.22
"833","2010-04-23",1.27
"834","2010-04-26",1.27
"835","2010-04-27",1.27
"836","2010-04-28",1.27
"837","2010-04-29",1.26
"838","2010-04-30",1.26
"839","2010-05-03",1.15
"840","2010-05-04",1.15
"841","2010-05-05",1.21
"842","2010-05-06",1.23
"843","2010-05-07",1.2
"844","2010-05-10",1.11
"845","2010-05-11",1.11
"846","2010-05-12",1.11
"847","2010-05-13",1.13
"848","2010-05-14",1.06
"849","2010-05-17",1.14
"850","2010-05-18",1.12
"851","2010-05-19",1.09
"852","2010-05-20",1.09
"853","2010-05-21",1.07
"854","2010-05-24",1.07
"855","2010-05-25",1.07
"856","2010-05-26",1.07
"857","2010-05-27",1.18
"858","2010-05-28",1.11
"859","2010-06-01",1.11
"860","2010-06-02",1.11
"861","2010-06-03",1.11
"862","2010-06-04",1.09
"863","2010-06-07",1.09
"864","2010-06-08",1.09
"865","2010-06-09",1.06
"866","2010-06-10",1.06
"867","2010-06-11",0.98
"868","2010-06-14",1.01
"869","2010-06-15",1
"870","2010-06-16",1
"871","2010-06-17",1
"872","2010-06-18",1
"873","2010-06-21",1.01
"874","2010-06-22",1.09
"875","2010-06-23",1.01
"876","2010-06-24",1.01
"877","2010-06-25",1.01
"878","2010-06-28",1.01
"879","2010-06-29",1.09
"880","2010-06-30",1.09
"881","2010-07-01",1.09
"882","2010-07-02",1.09
"883","2010-07-06",1.13
"884","2010-07-07",1.13
"885","2010-07-08",1.13
"886","2010-07-09",1.13
"887","2010-07-12",1.13
"888","2010-07-13",1.08
"889","2010-07-14",1.08
"890","2010-07-15",0.92
"891","2010-07-16",0.92
"892","2010-07-19",0.98
"893","2010-07-20",0.98
"894","2010-07-21",1.08
"895","2010-07-22",1.08
"896","2010-07-23",1.08
"897","2010-07-26",1.08
"898","2010-07-27",1
"899","2010-07-28",1
"900","2010-07-29",0.98
"901","2010-07-30",1
"902","2010-08-02",1
"903","2010-08-03",1.01
"904","2010-08-04",1.01
"905","2010-08-05",1
"906","2010-08-06",1
"907","2010-08-09",1
"908","2010-08-10",1
"909","2010-08-11",1.03
"910","2010-08-12",1.03
"911","2010-08-13",1.08
"912","2010-08-16",1.08
"913","2010-08-17",1.09
"914","2010-08-18",0.95
"915","2010-08-19",0.96
"916","2010-08-20",0.96
"917","2010-08-23",1.01
"918","2010-08-24",0.96
"919","2010-08-25",0.96
"920","2010-08-26",0.96
"921","2010-08-27",0.96
"922","2010-08-30",1.03
"923","2010-08-31",1.03
"924","2010-09-01",1.1
"925","2010-09-02",1.13
"926","2010-09-03",1.03
"927","2010-09-07",1.11
"928","2010-09-08",1.12
"929","2010-09-09",1.18
"930","2010-09-10",1.13
"931","2010-09-13",1.22
"932","2010-09-14",1.22
"933","2010-09-15",1.22
"934","2010-09-16",1.23
"935","2010-09-17",1.4
"936","2010-09-20",1.4
"937","2010-09-21",1.43
"938","2010-09-22",1.38
"939","2010-09-23",1.38
"940","2010-09-24",1.38
"941","2010-09-27",1.38
"942","2010-09-28",1.36
"943","2010-09-29",1.38
"944","2010-09-30",1.42
"945","2010-10-01",1.42
"946","2010-10-04",1.35
"947","2010-10-05",1.41
"948","2010-10-06",1.41
"949","2010-10-07",1.41
"950","2010-10-08",1.35
"951","2010-10-11",1.35
"952","2010-10-12",1.39
"953","2010-10-13",1.41
"954","2010-10-14",1.41
"955","2010-10-15",1.41
"956","2010-10-18",1.75
"957","2010-10-19",1.63
"958","2010-10-20",1.66
"959","2010-10-21",1.61
"960","2010-10-22",1.47
"961","2010-10-25",1.47
"962","2010-10-26",1.47
"963","2010-10-27",1.43
"964","2010-10-28",1.43
"965","2010-10-29",1.61
"966","2010-11-01",1.57
"967","2010-11-02",1.57
"968","2010-11-03",1.39
"969","2010-11-04",1.4
"970","2010-11-05",1.4
"971","2010-11-08",1.38
"972","2010-11-09",1.38
"973","2010-11-10",1.4
"974","2010-11-11",1.39
"975","2010-11-12",1.26
"976","2010-11-15",1.28
"977","2010-11-16",1.28
"978","2010-11-17",1.29
"979","2010-11-18",1.46
"980","2010-11-19",1.46
"981","2010-11-22",1.42
"982","2010-11-23",1.55
"983","2010-11-24",1.66
"984","2010-11-26",1.66
"985","2010-11-29",1.66
"986","2010-11-30",1.6
"987","2010-12-01",1.47
"988","2010-12-02",1.67
"989","2010-12-03",1.67
"990","2010-12-06",1.52
"991","2010-12-07",1.52
"992","2010-12-08",1.51
"993","2010-12-09",1.52
"994","2010-12-10",1.52
"995","2010-12-13",1.52
"996","2010-12-14",1.51
"997","2010-12-15",1.5
"998","2010-12-16",1.5
"999","2010-12-17",1.5
"1000","2010-12-20",1.5
"1001","2010-12-21",1.66
"1002","2010-12-22",1.47
