"","date","MFAC"
"257","2019-09-30",10.16
"258","2019-10-01",10.16
"259","2019-10-02",10.16
"260","2019-10-03",10.17
"261","2019-10-04",10.15
"262","2019-10-07",10.15
"263","2019-10-08",10.13
"264","2019-10-09",10.13
"265","2019-10-10",10.16
"266","2019-10-11",10.15
"267","2019-10-14",10.15
"268","2019-10-15",10.16
"269","2019-10-16",10.18
"270","2019-10-17",10.18
"271","2019-10-18",10.18
"272","2019-10-21",10.18
"273","2019-10-22",10.18
"274","2019-10-23",10.18
"275","2019-10-24",10.2
"276","2019-10-25",10.2
"277","2019-10-28",10.2
"278","2019-10-29",10.2
"279","2019-10-30",10.17
"280","2019-10-31",10.17
"281","2019-11-01",10.16
"282","2019-11-04",10.18
"283","2019-11-05",10.18
"284","2019-11-06",10.19
"285","2019-11-07",10.19
"286","2019-11-08",10.2
"287","2019-11-11",10.2
"288","2019-11-12",10.2
"289","2019-11-13",10.2
"290","2019-11-14",10.22
"291","2019-11-15",10.22
"292","2019-11-18",10.22
"293","2019-11-19",10.22
"294","2019-11-20",10.22
"295","2019-11-21",10.22
"296","2019-11-22",10.18
"297","2019-11-25",10.2
"298","2019-11-26",10.2
"299","2019-11-27",10.2
"300","2019-11-29",10.2
"301","2019-12-02",10.26
"302","2019-12-03",10.23
"303","2019-12-04",10.25
"304","2019-12-05",10.25
"305","2019-12-06",10.26
"306","2019-12-09",10.26
"307","2019-12-10",10.25
"308","2019-12-11",10.25
"309","2019-12-12",10.25
"310","2019-12-13",10.25
"311","2019-12-16",10.25
"312","2019-12-17",10.26
"313","2019-12-18",10.26
"314","2019-12-19",10.26
"315","2019-12-20",10.26
"316","2019-12-23",10.26
"317","2019-12-24",10.26
"318","2019-12-26",10.26
"319","2019-12-27",10.26
"320","2019-12-30",10.26
"321","2019-12-31",10.26
"322","2020-01-02",10.27
"323","2020-01-03",10.25
"324","2020-01-06",10.26
"325","2020-01-07",10.27
"326","2020-01-08",10.27
"327","2020-01-09",10.31
"328","2020-01-10",10.28
"329","2020-01-13",10.28
"330","2020-01-14",10.3
"331","2020-01-15",10.3
"332","2020-01-16",10.3
"333","2020-01-17",10.34
"334","2020-01-21",10.3
"335","2020-01-22",10.31
"336","2020-01-23",10.32
"337","2020-01-24",10.31
"338","2020-01-27",10.26
"339","2020-01-28",10.27
"340","2020-01-29",10.28
"341","2020-01-30",10.28
"342","2020-01-31",10.28
"343","2020-02-03",10.28
"344","2020-02-04",10.33
"345","2020-02-05",10.33
"346","2020-02-06",10.33
"347","2020-02-07",10.32
"348","2020-02-10",10.28
"349","2020-02-11",10.28
"350","2020-02-12",10.28
"351","2020-02-13",10.28
"352","2020-02-14",10.28
"353","2020-02-18",10.28
"354","2020-02-19",10.35
"355","2020-02-20",10.35
"356","2020-02-21",10.35
"357","2020-02-24",10.32
"358","2020-02-25",10.32
"359","2020-02-26",10.32
"360","2020-02-27",10.32
"361","2020-02-28",10.33
"362","2020-03-02",10.28
"363","2020-03-03",10.28
"364","2020-03-04",10.28
"365","2020-03-05",10.27
"366","2020-03-06",10.28
"367","2020-03-09",10.26
"368","2020-03-10",10.29
"369","2020-03-11",10.26
"370","2020-03-12",10.2
"371","2020-03-13",10.22
"372","2020-03-16",10.11
"373","2020-03-17",10.14
"374","2020-03-18",10.29
"375","2020-03-19",10.11
"376","2020-03-20",10.1
"377","2020-03-23",10.68
"378","2020-03-24",10.25
"379","2020-03-25",10.39
"380","2020-03-26",10.25
"381","2020-03-27",10.3
"382","2020-03-30",10.27
"383","2020-03-31",10.29
"384","2020-04-01",10.29
"385","2020-04-02",10.29
"386","2020-04-03",10.29
"387","2020-04-06",10.29
"388","2020-04-07",10.29
"389","2020-04-08",10.29
"390","2020-04-09",10.29
"391","2020-04-13",10.29
"392","2020-04-14",10.3
"393","2020-04-15",10.31
"394","2020-04-16",10.32
"395","2020-04-17",10.32
"396","2020-04-20",10.31
"397","2020-04-21",10.31
"398","2020-04-22",10.31
"399","2020-04-23",10.32
"400","2020-04-24",10.33
"401","2020-04-27",10.33
"402","2020-04-28",10.33
"403","2020-04-29",10.31
"404","2020-04-30",10.34
"405","2020-05-01",10.31
"406","2020-05-04",10.32
"407","2020-05-05",10.33
"408","2020-05-06",10.36
"409","2020-05-07",10.36
"410","2020-05-08",10.36
"411","2020-05-11",10.37
"412","2020-05-12",10.36
"413","2020-05-13",10.38
"414","2020-05-14",10.39
"415","2020-05-15",10.4
"416","2020-05-18",10.39
"417","2020-05-19",10.4
"418","2020-05-20",10.43
"419","2020-05-21",10.43
"420","2020-05-22",10.41
"421","2020-05-26",10.54
"422","2020-05-27",10.57
"423","2020-05-28",10.7
"424","2020-05-29",10.84
"425","2020-06-01",10.95
"426","2020-06-02",10.58
"427","2020-06-03",10.42
"428","2020-06-04",10.48
"429","2020-06-05",10.38
"430","2020-06-08",10.95
"431","2020-06-09",10.85
"432","2020-06-10",11.08
"433","2020-06-11",10.41
"434","2020-06-12",10.64
"435","2020-06-15",10.58
"436","2020-06-16",10.58
"437","2020-06-17",11.75
"438","2020-06-18",11.62
"439","2020-06-19",11
"440","2020-06-22",10.98
"441","2020-06-23",10.96
"442","2020-06-24",10.58
"443","2020-06-25",10.55
"444","2020-06-26",10.76
"445","2020-06-29",11.1
"446","2020-06-30",10.95
"447","2020-07-01",10.83
"448","2020-07-02",10.88
"449","2020-07-06",10.82
"450","2020-07-07",10.81
"451","2020-07-08",10.96
"452","2020-07-09",11
"453","2020-07-10",11.26
"454","2020-07-13",11.1
"455","2020-07-14",10.87
"456","2020-07-15",10.95
"457","2020-07-16",10.84
"458","2020-07-17",10.81
"459","2020-07-20",10.86
"460","2020-07-21",10.67
"461","2020-07-22",10.64
"462","2020-07-23",10.68
"463","2020-07-24",10.71
"464","2020-07-27",10.65
"465","2020-07-28",10.58
"466","2020-07-29",10.5
"467","2020-07-30",10.49
"468","2020-07-31",10.48
"469","2020-08-03",10.47
"470","2020-08-04",10.49
"471","2020-08-05",10.43
"472","2020-08-06",10.3
"473","2020-08-07",10.3
"474","2020-08-10",10.26
"475","2020-08-11",10.28
"476","2020-08-12",10.32
"477","2020-08-13",10.3
"478","2020-08-14",10.29
"479","2020-08-17",10.29
"480","2020-08-18",10.26
"481","2020-08-19",10.27
"482","2020-08-20",10.28
"483","2020-08-21",10.27
"484","2020-08-24",10.25
"485","2020-08-25",10.27
"486","2020-08-26",10.26
"487","2020-08-27",10.28
"488","2020-08-28",10.26
"489","2020-08-31",10.24
"490","2020-09-01",10.26
"491","2020-09-02",10.23
"492","2020-09-03",10.25
"493","2020-09-04",10.28
"494","2020-09-08",10.31
"495","2020-09-09",10.33
"496","2020-09-10",10.31
"497","2020-09-11",10.3
"498","2020-09-14",10.27
"499","2020-09-15",10.26
"500","2020-09-16",10.41
"501","2020-09-17",10.42
"502","2020-09-18",10.39
"503","2020-09-21",10.35
"504","2020-09-22",10.3
"505","2020-09-23",10.25
"506","2020-09-24",10.3
"507","2020-09-25",10.3
"508","2020-09-28",10.32
"509","2020-09-29",10.31
"510","2020-09-30",10.32
"511","2020-10-01",10.3
"512","2020-10-02",10.3
"513","2020-10-05",10.3
"514","2020-10-06",10.28
"515","2020-10-07",10.28
"516","2020-10-08",10.3
"517","2020-10-09",10.28
"518","2020-10-12",10.29
"519","2020-10-13",10.3
"520","2020-10-14",10.31
"521","2020-10-15",10.32
"522","2020-10-16",10.31
"523","2020-10-19",10.31
"524","2020-10-20",10.32
"525","2020-10-21",10.3
"526","2020-10-22",10.3
"527","2020-10-23",10.31
"528","2020-10-26",10.3
"529","2020-10-27",10.32
"530","2020-10-28",10.31
"531","2020-10-29",10.31
"532","2020-10-30",10.3
"533","2020-11-02",10.34
"534","2020-11-03",10.31
"535","2020-11-04",10.33
"536","2020-11-05",10.34
"537","2020-11-06",10.34
"538","2020-11-09",10.35
"539","2020-11-10",10.35
"540","2020-11-11",10.38
"541","2020-11-12",10.36
"542","2020-11-13",10.36
"543","2020-11-16",10.36
"544","2020-11-17",10.36
"545","2020-11-18",10.39
"546","2020-11-19",10.37
"547","2020-11-20",10.4
"548","2020-11-23",10.6
"549","2020-11-24",10.66
"550","2020-11-25",10.49
"551","2020-11-27",10.45
