"","date","CMO"
"167","2007-08-30",9.91
"168","2007-08-31",9.97
"169","2007-09-04",10.1
"170","2007-09-05",9.96
"171","2007-09-06",9.83
"172","2007-09-07",10.11
"173","2007-09-10",10.33
"174","2007-09-11",10.2
"175","2007-09-12",10
"176","2007-09-13",10
"177","2007-09-14",9.94
"178","2007-09-17",9.78
"179","2007-09-18",10.27
"180","2007-09-19",10.45
"181","2007-09-20",10.23
"182","2007-09-21",10.39
"183","2007-09-24",10.08
"184","2007-09-25",10.19
"185","2007-09-26",10.21
"186","2007-09-27",10
"187","2007-09-28",10.28
"188","2007-10-01",10.4
"189","2007-10-02",10.71
"190","2007-10-03",10.8
"191","2007-10-04",10.79
"192","2007-10-05",10.54
"193","2007-10-08",10.43
"194","2007-10-09",10.79
"195","2007-10-10",10.57
"196","2007-10-11",10.5
"197","2007-10-12",10.25
"198","2007-10-15",10.27
"199","2007-10-16",10.43
"200","2007-10-17",10.51
"201","2007-10-18",11.11
"202","2007-10-19",10.95
"203","2007-10-22",11.2
"204","2007-10-23",11.27
"205","2007-10-24",11.34
"206","2007-10-25",11.49
"207","2007-10-26",11.73
"208","2007-10-29",11.9
"209","2007-10-30",11.7
"210","2007-10-31",11.62
"211","2007-11-01",11.39
"212","2007-11-02",11.32
"213","2007-11-05",11.48
"214","2007-11-06",11.49
"215","2007-11-07",11.22
"216","2007-11-08",11.57
"217","2007-11-09",11.53
"218","2007-11-12",11.03
"219","2007-11-13",11.47
"220","2007-11-14",11.34
"221","2007-11-15",10.73
"222","2007-11-16",11
"223","2007-11-19",11.16
"224","2007-11-20",10.5
"225","2007-11-21",11.17
"226","2007-11-23",11.52
"227","2007-11-26",11.55
"228","2007-11-27",11.59
"229","2007-11-28",12.02
"230","2007-11-29",12
"231","2007-11-30",12.2
"232","2007-12-03",12.38
"233","2007-12-04",12.21
"234","2007-12-05",12.16
"235","2007-12-06",12.53
"236","2007-12-07",12.35
"237","2007-12-10",12.6
"238","2007-12-11",12.46
"239","2007-12-12",12.55
"240","2007-12-13",12.6
"241","2007-12-14",13.3
"242","2007-12-17",13.09
"243","2007-12-18",13.54
"244","2007-12-19",13.67
"245","2007-12-20",13.49
"246","2007-12-21",13.68
"247","2007-12-24",13.68
"248","2007-12-26",13.67
"249","2007-12-27",13.05
"250","2007-12-28",13.04
"251","2007-12-31",13.19
"252","2008-01-02",13.28
"253","2008-01-03",13.1
"254","2008-01-04",13.21
"255","2008-01-07",13.2
"256","2008-01-08",13.45
"257","2008-01-09",13.5
"258","2008-01-10",13.8
"259","2008-01-11",13.72
"260","2008-01-14",14.39
"261","2008-01-15",14.86
"262","2008-01-16",15.01
"263","2008-01-17",15.17
"264","2008-01-18",14.99
"265","2008-01-22",15.62
"266","2008-01-23",16.18
"267","2008-01-24",16.18
"268","2008-01-25",15.6
"269","2008-01-28",15.81
"270","2008-01-29",14.74
"271","2008-01-30",14.89
"272","2008-01-31",15
"273","2008-02-01",15.96
"274","2008-02-04",15.84
"275","2008-02-05",16.059999
"276","2008-02-06",15.8
"277","2008-02-07",15.84
"278","2008-02-08",17.360001
"279","2008-02-11",17.290001
"280","2008-02-12",17.75
"281","2008-02-13",17.59
"282","2008-02-14",17.860001
"283","2008-02-15",17.559999
"284","2008-02-19",17.74
"285","2008-02-20",18.280001
"286","2008-02-21",18.110001
"287","2008-02-22",18.370001
"288","2008-02-25",18.049999
"289","2008-02-26",17.82
"290","2008-02-27",17.5
"291","2008-02-28",17.49
"292","2008-02-29",17.219999
"293","2008-03-03",16.469999
"294","2008-03-04",16.940001
"295","2008-03-05",16.299999
"296","2008-03-06",11.3
"297","2008-03-07",11.9
"298","2008-03-10",10.03
"299","2008-03-11",12.41
"300","2008-03-12",11.94
"301","2008-03-13",10.82
"302","2008-03-14",9.52
"303","2008-03-17",8.83
"304","2008-03-18",11.99
"305","2008-03-19",12.76
"306","2008-03-20",13.95
"307","2008-03-24",13.53
"308","2008-03-25",13.6
"309","2008-03-26",13.19
"310","2008-03-27",12.15
"311","2008-03-28",11.53
"312","2008-03-31",11.4
"313","2008-04-01",12.28
"314","2008-04-02",12.29
"315","2008-04-03",12.41
"316","2008-04-04",12.4
"317","2008-04-07",12.75
"318","2008-04-08",12.96
"319","2008-04-09",12.73
"320","2008-04-10",12.98
"321","2008-04-11",12.54
"322","2008-04-14",12.84
"323","2008-04-15",12.99
"324","2008-04-16",13.2
"325","2008-04-17",13.28
"326","2008-04-18",13.28
"327","2008-04-21",13.5
"328","2008-04-22",13.36
"329","2008-04-23",12.68
"330","2008-04-24",12.45
"331","2008-04-25",12.35
"332","2008-04-28",12.49
"333","2008-04-29",12.29
"334","2008-04-30",12.9
"335","2008-05-01",12.9
"336","2008-05-02",13.28
"337","2008-05-05",12.87
"338","2008-05-06",13.03
"339","2008-05-07",13.11
"340","2008-05-08",13.07
"341","2008-05-09",13.06
"342","2008-05-12",13.08
"343","2008-05-13",13.01
"344","2008-05-14",13.29
"345","2008-05-15",13.4
"346","2008-05-16",13.59
"347","2008-05-19",13.54
"348","2008-05-20",13.31
"349","2008-05-21",13
"350","2008-05-22",13.08
"351","2008-05-23",13.11
"352","2008-05-27",13.04
"353","2008-05-28",13.05
"354","2008-05-29",13.34
"355","2008-05-30",13.7
"356","2008-06-02",13.62
"357","2008-06-03",13.65
"358","2008-06-04",13.1
"359","2008-06-05",13.54
"360","2008-06-06",13.18
"361","2008-06-09",12.93
"362","2008-06-10",12.19
"363","2008-06-11",11.68
"364","2008-06-12",11.8
"365","2008-06-13",12.27
"366","2008-06-16",12.54
"367","2008-06-17",12.58
"368","2008-06-18",12.49
"369","2008-06-19",12.5
"370","2008-06-20",12.42
"371","2008-06-23",12.35
"372","2008-06-24",12.35
"373","2008-06-25",12.28
"374","2008-06-26",11.63
"375","2008-06-27",11.16
"376","2008-06-30",10.85
"377","2008-07-01",11.03
"378","2008-07-02",11.07
"379","2008-07-03",10.77
"380","2008-07-07",10.3
"381","2008-07-08",11.1
"382","2008-07-09",10.66
"383","2008-07-10",10.3
"384","2008-07-11",10.9
"385","2008-07-14",11.64
"386","2008-07-15",11.05
"387","2008-07-16",11.62
"388","2008-07-17",11.9
"389","2008-07-18",11.65
"390","2008-07-21",12.16
"391","2008-07-22",12.35
"392","2008-07-23",12.17
"393","2008-07-24",11.45
"394","2008-07-25",11.36
"395","2008-07-28",10.74
"396","2008-07-29",10.6
"397","2008-07-30",10.85
"398","2008-07-31",10.92
"399","2008-08-01",11.09
"400","2008-08-04",10.74
"401","2008-08-05",10.99
"402","2008-08-06",10.8
"403","2008-08-07",10.39
"404","2008-08-08",11.17
"405","2008-08-11",11.3
"406","2008-08-12",10.97
"407","2008-08-13",11.03
"408","2008-08-14",11.16
"409","2008-08-15",11.04
"410","2008-08-18",10.92
"411","2008-08-19",10.97
"412","2008-08-20",11.21
"413","2008-08-21",11.18
"414","2008-08-22",11.49
"415","2008-08-25",11.27
"416","2008-08-26",11.44
"417","2008-08-27",11.68
"418","2008-08-28",11.8
"419","2008-08-29",11.74
"420","2008-09-02",11.48
"421","2008-09-03",11.37
"422","2008-09-04",11.3
"423","2008-09-05",11.48
"424","2008-09-08",12.86
"425","2008-09-09",12.58
"426","2008-09-10",12.13
"427","2008-09-11",12.62
"428","2008-09-12",13.16
"429","2008-09-15",12.36
"430","2008-09-16",12.68
"431","2008-09-17",11.04
"432","2008-09-18",11.88
"433","2008-09-19",12.31
"434","2008-09-22",11.3
"435","2008-09-23",11.12
"436","2008-09-24",11.11
"437","2008-09-25",11.37
"438","2008-09-26",10.81
"439","2008-09-29",9.63
"440","2008-09-30",10.95
"441","2008-10-01",10.79
"442","2008-10-02",10.14
"443","2008-10-03",10
"444","2008-10-06",9.31
"445","2008-10-07",9.65
"446","2008-10-08",9.21
"447","2008-10-09",8.9
"448","2008-10-10",9.5
"449","2008-10-13",10.05
"450","2008-10-14",10.24
"451","2008-10-15",8.61
"452","2008-10-16",8.7
"453","2008-10-17",8.92
"454","2008-10-20",9.77
"455","2008-10-21",9.47
"456","2008-10-22",9.25
"457","2008-10-23",9.1
"458","2008-10-24",8.69
"459","2008-10-27",8.29
"460","2008-10-28",8.99
"461","2008-10-29",9.17
"462","2008-10-30",9.8
"463","2008-10-31",10.05
"464","2008-11-03",10
"465","2008-11-04",10.43
"466","2008-11-05",9.97
"467","2008-11-06",9.82
"468","2008-11-07",10.16
"469","2008-11-10",10.16
"470","2008-11-11",9.91
"471","2008-11-12",9.08
"472","2008-11-13",9.57
"473","2008-11-14",8.96
"474","2008-11-17",8.84
"475","2008-11-18",9
"476","2008-11-19",8.53
"477","2008-11-20",7.73
"478","2008-11-21",8.29
"479","2008-11-24",8.61
"480","2008-11-25",9.99
"481","2008-11-26",10.42
"482","2008-11-28",10.49
"483","2008-12-01",9.77
"484","2008-12-02",10.14
"485","2008-12-03",10.53
"486","2008-12-04",9.8
"487","2008-12-05",10.3
"488","2008-12-08",10.2
"489","2008-12-09",9.68
"490","2008-12-10",9.78
"491","2008-12-11",9.26
"492","2008-12-12",9.5
"493","2008-12-15",9.3
"494","2008-12-16",10.18
"495","2008-12-17",10.4
"496","2008-12-18",10.17
"497","2008-12-19",10.53
"498","2008-12-22",10.79
"499","2008-12-23",10.69
"500","2008-12-24",10.71
"501","2008-12-26",10.53
"502","2008-12-29",10.26
"503","2008-12-30",10.37
"504","2008-12-31",10.77
"505","2009-01-02",10.76
"506","2009-01-05",11.39
"507","2009-01-06",11.9
"508","2009-01-07",11.75
"509","2009-01-08",11.98
"510","2009-01-09",11.71
"511","2009-01-12",11.26
"512","2009-01-13",11.4
"513","2009-01-14",11.08
"514","2009-01-15",11.25
"515","2009-01-16",11.21
"516","2009-01-20",10.41
"517","2009-01-21",10.74
"518","2009-01-22",10.26
"519","2009-01-23",10.72
"520","2009-01-26",10.85
"521","2009-01-27",11.02
"522","2009-01-28",11.25
"523","2009-01-29",10.62
"524","2009-01-30",10.67
"525","2009-02-02",11.09
"526","2009-02-03",11.42
"527","2009-02-04",11.2
"528","2009-02-05",10.79
"529","2009-02-06",11.06
"530","2009-02-09",11.13
"531","2009-02-10",10.76
"532","2009-02-11",10.9
"533","2009-02-12",11.02
"534","2009-02-13",10.78
"535","2009-02-17",10.78
"536","2009-02-18",10.79
"537","2009-02-19",10.21
"538","2009-02-20",10.49
"539","2009-02-23",10.03
"540","2009-02-24",10.53
"541","2009-02-25",10.12
"542","2009-02-26",9.91
"543","2009-02-27",10.02
"544","2009-03-02",9.6
"545","2009-03-03",9.5
"546","2009-03-04",9.72
"547","2009-03-05",9.44
"548","2009-03-06",9.49
"549","2009-03-09",9.53
"550","2009-03-10",10.32
"551","2009-03-11",10.13
"552","2009-03-12",10.77
"553","2009-03-13",11.64
"554","2009-03-16",11.54
"555","2009-03-17",11.81
"556","2009-03-18",11.72
"557","2009-03-19",11.05
"558","2009-03-20",10.7
"559","2009-03-23",11.04
"560","2009-03-24",10.88
"561","2009-03-25",11.37
"562","2009-03-26",11.56
"563","2009-03-27",10.87
"564","2009-03-30",10.6
"565","2009-03-31",10.74
"566","2009-04-01",10.81
"567","2009-04-02",11.07
"568","2009-04-03",11.43
"569","2009-04-06",11.45
"570","2009-04-07",11.09
"571","2009-04-08",11.27
"572","2009-04-09",11.47
"573","2009-04-13",11.5
"574","2009-04-14",11.17
"575","2009-04-15",11.49
"576","2009-04-16",11.45
"577","2009-04-17",11.21
"578","2009-04-20",10.84
"579","2009-04-21",10.96
"580","2009-04-22",10.79
"581","2009-04-23",10.99
"582","2009-04-24",11.09
"583","2009-04-27",10.93
"584","2009-04-28",10.91
"585","2009-04-29",11.32
"586","2009-04-30",11.39
"587","2009-05-01",11.4
"588","2009-05-04",11.69
"589","2009-05-05",11.82
"590","2009-05-06",11.9
"591","2009-05-07",11.57
"592","2009-05-08",12.05
"593","2009-05-11",12.04
"594","2009-05-12",11.99
"595","2009-05-13",11.53
"596","2009-05-14",11.82
"597","2009-05-15",11.68
"598","2009-05-18",12.22
"599","2009-05-19",12.12
"600","2009-05-20",12.22
"601","2009-05-21",12.27
"602","2009-05-22",12.15
"603","2009-05-26",12.42
"604","2009-05-27",12.02
"605","2009-05-28",11.84
"606","2009-05-29",11.93
"607","2009-06-01",12.22
"608","2009-06-02",12.51
"609","2009-06-03",12.79
"610","2009-06-04",12.96
"611","2009-06-05",12.71
"612","2009-06-08",12.74
"613","2009-06-09",12.68
"614","2009-06-10",12.13
"615","2009-06-11",12.21
"616","2009-06-12",12.71
"617","2009-06-15",12.74
"618","2009-06-16",12.78
"619","2009-06-17",12.78
"620","2009-06-18",12.81
"621","2009-06-19",13.27
"622","2009-06-22",13.11
"623","2009-06-23",13.1
"624","2009-06-24",13.02
"625","2009-06-25",13.17
"626","2009-06-26",12.7
"627","2009-06-29",12.54
"628","2009-06-30",12.71
"629","2009-07-01",12.64
"630","2009-07-02",12.49
"631","2009-07-06",12.85
"632","2009-07-07",12.55
"633","2009-07-08",12.44
"634","2009-07-09",12.3
"635","2009-07-10",12.64
"636","2009-07-13",12.87
"637","2009-07-14",12.92
"638","2009-07-15",13.03
"639","2009-07-16",13.08
"640","2009-07-17",13.09
"641","2009-07-20",13.17
"642","2009-07-21",13.25
"643","2009-07-22",13.18
"644","2009-07-23",12.99
"645","2009-07-24",12.9
"646","2009-07-27",13.24
"647","2009-07-28",13.4
"648","2009-07-29",13.24
"649","2009-07-30",13.26
"650","2009-07-31",13.36
"651","2009-08-03",13.48
"652","2009-08-04",13.57
"653","2009-08-05",13.74
"654","2009-08-06",13.49
"655","2009-08-07",13.68
"656","2009-08-10",13.59
"657","2009-08-11",13.46
"658","2009-08-12",13.53
"659","2009-08-13",13.54
"660","2009-08-14",13.45
"661","2009-08-17",13.38
"662","2009-08-18",13.53
"663","2009-08-19",13.54
"664","2009-08-20",13.77
"665","2009-08-21",13.85
"666","2009-08-24",13.84
"667","2009-08-25",13.93
"668","2009-08-26",13.88
"669","2009-08-27",13.85
"670","2009-08-28",13.73
"671","2009-08-31",13.65
"672","2009-09-01",13.39
"673","2009-09-02",13.11
"674","2009-09-03",13.2
"675","2009-09-04",13.35
"676","2009-09-08",13.51
"677","2009-09-09",13.61
"678","2009-09-10",13.58
"679","2009-09-11",13.76
"680","2009-09-14",13.76
"681","2009-09-15",13.85
"682","2009-09-16",14.18
"683","2009-09-17",14.64
"684","2009-09-18",14.76
"685","2009-09-21",14.88
"686","2009-09-22",15.46
"687","2009-09-23",15.47
"688","2009-09-24",15.35
"689","2009-09-25",15.43
"690","2009-09-28",14.66
"691","2009-09-29",14.09
"692","2009-09-30",13.91
"693","2009-10-01",13.62
"694","2009-10-02",13.68
"695","2009-10-05",13.86
"696","2009-10-06",13.81
"697","2009-10-07",13.78
"698","2009-10-08",14.02
"699","2009-10-09",14.05
"700","2009-10-12",14.09
"701","2009-10-13",13.75
"702","2009-10-14",13.97
"703","2009-10-15",13.7
"704","2009-10-16",13.45
"705","2009-10-19",13.69
"706","2009-10-20",13.46
"707","2009-10-21",13.32
"708","2009-10-22",13.54
"709","2009-10-23",13.21
"710","2009-10-26",13.16
"711","2009-10-27",13.07
"712","2009-10-28",12.78
"713","2009-10-29",13.22
"714","2009-10-30",13.16
"715","2009-11-02",12.8
"716","2009-11-03",12.89
"717","2009-11-04",12.59
"718","2009-11-05",12.98
"719","2009-11-06",12.83
"720","2009-11-09",13.44
"721","2009-11-10",13.26
"722","2009-11-11",13.39
"723","2009-11-12",13.13
"724","2009-11-13",13.24
"725","2009-11-16",13.64
"726","2009-11-17",13.69
"727","2009-11-18",14.03
"728","2009-11-19",13.98
"729","2009-11-20",14.08
"730","2009-11-23",13.99
"731","2009-11-24",13.99
"732","2009-11-25",13.95
"733","2009-11-27",13.78
"734","2009-11-30",14.28
"735","2009-12-01",14.35
"736","2009-12-02",14.3
"737","2009-12-03",14.27
"738","2009-12-04",14.14
"739","2009-12-07",14.24
"740","2009-12-08",14.37
"741","2009-12-09",14.37
"742","2009-12-10",14.34
"743","2009-12-11",14.46
"744","2009-12-14",14.59
"745","2009-12-15",14.33
"746","2009-12-16",14.41
"747","2009-12-17",14.36
"748","2009-12-18",14.23
"749","2009-12-21",14.24
"750","2009-12-22",14.38
"751","2009-12-23",14.59
"752","2009-12-24",14.57
"753","2009-12-28",14.61
"754","2009-12-29",14.05
"755","2009-12-30",13.92
"756","2009-12-31",13.65
"757","2010-01-04",13.68
"758","2010-01-05",13.62
"759","2010-01-06",13.62
"760","2010-01-07",13.69
"761","2010-01-08",13.73
"762","2010-01-11",13.76
"763","2010-01-12",13.63
"764","2010-01-13",13.72
"765","2010-01-14",13.69
"766","2010-01-15",13.58
"767","2010-01-19",13.71
"768","2010-01-20",13.66
"769","2010-01-21",13.61
"770","2010-01-22",13.6
"771","2010-01-25",13.63
"772","2010-01-26",13.43
"773","2010-01-27",13.49
"774","2010-01-28",13.19
"775","2010-01-29",13.28
"776","2010-02-01",13.24
"777","2010-02-02",13.29
"778","2010-02-03",13.29
"779","2010-02-04",13.05
"780","2010-02-05",13.22
"781","2010-02-08",13.17
"782","2010-02-09",13.06
"783","2010-02-10",12.76
"784","2010-02-11",12.56
"785","2010-02-12",12.58
"786","2010-02-16",12.84
"787","2010-02-17",12.81
"788","2010-02-18",12.67
"789","2010-02-19",12.53
"790","2010-02-22",12.52
"791","2010-02-23",12.53
"792","2010-02-24",12.48
"793","2010-02-25",12.3
"794","2010-02-26",12.44
"795","2010-03-01",12.54
"796","2010-03-02",12.72
"797","2010-03-03",12.73
"798","2010-03-04",12.77
"799","2010-03-05",12.83
"800","2010-03-08",12.76
"801","2010-03-09",12.74
"802","2010-03-10",12.85
"803","2010-03-11",12.92
"804","2010-03-12",12.94
"805","2010-03-15",12.91
"806","2010-03-16",13.02
"807","2010-03-17",13.02
"808","2010-03-18",13.03
"809","2010-03-19",13.04
"810","2010-03-22",13.1
"811","2010-03-23",13.03
"812","2010-03-24",12.91
"813","2010-03-25",12.82
"814","2010-03-26",12.67
"815","2010-03-29",11.96
"816","2010-03-30",11.67
"817","2010-03-31",11.96
"818","2010-04-01",11.88
"819","2010-04-05",11.79
"820","2010-04-06",11.8
"821","2010-04-07",11.7
"822","2010-04-08",11.7
"823","2010-04-09",11.69
"824","2010-04-12",11.54
"825","2010-04-13",11.54
"826","2010-04-14",11.7
"827","2010-04-15",11.68
"828","2010-04-16",11.58
"829","2010-04-19",11.69
"830","2010-04-20",11.9
"831","2010-04-21",11.85
"832","2010-04-22",11.72
"833","2010-04-23",11.83
"834","2010-04-26",11.84
"835","2010-04-27",11.73
"836","2010-04-28",11.64
"837","2010-04-29",11.39
"838","2010-04-30",11.32
"839","2010-05-03",11.39
"840","2010-05-04",11.1
"841","2010-05-05",10.83
"842","2010-05-06",10.3
"843","2010-05-07",10.45
"844","2010-05-10",10.75
"845","2010-05-11",10.62
"846","2010-05-12",10.85
"847","2010-05-13",10.81
"848","2010-05-14",10.77
"849","2010-05-17",10.82
"850","2010-05-18",10.69
"851","2010-05-19",10.62
"852","2010-05-20",10.51
"853","2010-05-21",10.73
"854","2010-05-24",10.63
"855","2010-05-25",10.98
"856","2010-05-26",10.95
"857","2010-05-27",11.22
"858","2010-05-28",11.42
"859","2010-06-01",11.25
"860","2010-06-02",11.43
"861","2010-06-03",11.47
"862","2010-06-04",11.22
"863","2010-06-07",11.14
"864","2010-06-08",11.35
"865","2010-06-09",11.34
"866","2010-06-10",11.48
"867","2010-06-11",11.32
"868","2010-06-14",11.37
"869","2010-06-15",11.25
"870","2010-06-16",11.32
"871","2010-06-17",11.27
"872","2010-06-18",11.45
"873","2010-06-21",11.38
"874","2010-06-22",11.27
"875","2010-06-23",11.23
"876","2010-06-24",11.34
"877","2010-06-25",11.65
"878","2010-06-28",11.35
"879","2010-06-29",11.15
"880","2010-06-30",11.06
"881","2010-07-01",10.93
"882","2010-07-02",10.94
"883","2010-07-06",10.74
"884","2010-07-07",11.18
"885","2010-07-08",11.18
"886","2010-07-09",11.33
"887","2010-07-12",11.29
"888","2010-07-13",11.4
"889","2010-07-14",11.47
"890","2010-07-15",11.64
"891","2010-07-16",11.57
"892","2010-07-19",11.58
"893","2010-07-20",11.91
"894","2010-07-21",11.84
"895","2010-07-22",12.14
"896","2010-07-23",12.33
"897","2010-07-26",12.44
"898","2010-07-27",12.45
"899","2010-07-28",12.35
"900","2010-07-29",11.85
"901","2010-07-30",11.7
"902","2010-08-02",11.93
"903","2010-08-03",11.9
"904","2010-08-04",12.07
"905","2010-08-05",11.76
"906","2010-08-06",11.91
"907","2010-08-09",12.04
"908","2010-08-10",11.82
"909","2010-08-11",11.86
"910","2010-08-12",12.01
"911","2010-08-13",11.85
"912","2010-08-16",11.96
"913","2010-08-17",11.9
"914","2010-08-18",12.03
"915","2010-08-19",11.9
"916","2010-08-20",11.88
"917","2010-08-23",11.86
"918","2010-08-24",11.78
"919","2010-08-25",11.73
"920","2010-08-26",11.48
"921","2010-08-27",11.65
"922","2010-08-30",11.53
"923","2010-08-31",11.62
"924","2010-09-01",11.8
"925","2010-09-02",11.81
"926","2010-09-03",11.83
"927","2010-09-07",11.76
"928","2010-09-08",11.8
"929","2010-09-09",11.81
"930","2010-09-10",11.05
"931","2010-09-13",11.07
"932","2010-09-14",11.04
"933","2010-09-15",11.07
"934","2010-09-16",11.11
"935","2010-09-17",11.06
"936","2010-09-20",11.09
"937","2010-09-21",11.33
"938","2010-09-22",11.22
"939","2010-09-23",11.16
"940","2010-09-24",11.3
"941","2010-09-27",11.21
"942","2010-09-28",10.94
"943","2010-09-29",10.92
"944","2010-09-30",10.87
"945","2010-10-01",10.88
"946","2010-10-04",10.91
"947","2010-10-05",10.99
"948","2010-10-06",10.98
"949","2010-10-07",10.93
"950","2010-10-08",11.03
"951","2010-10-11",10.96
"952","2010-10-12",10.99
"953","2010-10-13",11.03
"954","2010-10-14",11.04
"955","2010-10-15",11.01
"956","2010-10-18",11.12
"957","2010-10-19",11.14
"958","2010-10-20",11.17
"959","2010-10-21",11.17
"960","2010-10-22",11.04
"961","2010-10-25",11.04
"962","2010-10-26",11.03
"963","2010-10-27",10.93
"964","2010-10-28",11.26
"965","2010-10-29",11.4
"966","2010-11-01",11.4
"967","2010-11-02",11.41
"968","2010-11-03",11.34
"969","2010-11-04",11.56
"970","2010-11-05",11.68
"971","2010-11-08",11.65
"972","2010-11-09",11.53
"973","2010-11-10",11.56
"974","2010-11-11",11.59
"975","2010-11-12",11.65
"976","2010-11-15",11.57
"977","2010-11-16",11.41
"978","2010-11-17",11.59
"979","2010-11-18",11.65
"980","2010-11-19",11.68
"981","2010-11-22",11.69
"982","2010-11-23",11.74
"983","2010-11-24",11.77
"984","2010-11-26",11.8
"985","2010-11-29",11.82
"986","2010-11-30",11.75
"987","2010-12-01",11.87
"988","2010-12-02",11.98
"989","2010-12-03",12.14
"990","2010-12-06",12.1
"991","2010-12-07",12.01
"992","2010-12-08",11.98
"993","2010-12-09",11.93
"994","2010-12-10",12.29
"995","2010-12-13",12.44
"996","2010-12-14",12.49
"997","2010-12-15",12.31
"998","2010-12-16",12.44
"999","2010-12-17",12.5
