"","date","ENIC"
"1001","2020-04-13",3.87
"1002","2020-04-14",3.92
"1003","2020-04-15",3.93
"1004","2020-04-16",3.87
"1005","2020-04-17",3.84
"1006","2020-04-20",3.71
"1007","2020-04-21",3.66
"1008","2020-04-22",3.66
"1009","2020-04-23",3.6
"1010","2020-04-24",3.51
"1011","2020-04-27",3.64
"1012","2020-04-28",3.85
"1013","2020-04-29",4.01
"1014","2020-04-30",4.01
"1015","2020-05-01",3.86
"1016","2020-05-04",3.81
"1017","2020-05-05",3.76
"1018","2020-05-06",3.73
"1019","2020-05-07",3.77
"1020","2020-05-08",3.67
"1021","2020-05-11",3.69
"1022","2020-05-12",3.69
"1023","2020-05-13",3.67
"1024","2020-05-14",3.66
"1025","2020-05-15",3.73
"1026","2020-05-18",3.86
"1027","2020-05-19",3.66
"1028","2020-05-20",3.7
"1029","2020-05-21",3.84
"1030","2020-05-22",3.63
"1031","2020-05-26",3.81
"1032","2020-05-27",3.74
"1033","2020-05-28",3.7
"1034","2020-05-29",3.71
"1035","2020-06-01",3.81
"1036","2020-06-02",3.95
"1037","2020-06-03",3.91
"1038","2020-06-04",3.99
"1039","2020-06-05",4.22
"1040","2020-06-08",4.28
"1041","2020-06-09",4.23
"1042","2020-06-10",4.04
"1043","2020-06-11",3.83
"1044","2020-06-12",3.84
"1045","2020-06-15",3.81
"1046","2020-06-16",3.78
"1047","2020-06-17",3.85
"1048","2020-06-18",3.79
"1049","2020-06-19",3.69
"1050","2020-06-22",3.75
"1051","2020-06-23",3.74
"1052","2020-06-24",3.78
"1053","2020-06-25",3.91
"1054","2020-06-26",3.8
"1055","2020-06-29",3.77
"1056","2020-06-30",3.77
"1057","2020-07-01",3.83
"1058","2020-07-02",4.05
"1059","2020-07-06",4.18
"1060","2020-07-07",4.2
"1061","2020-07-08",4.21
"1062","2020-07-09",3.96
"1063","2020-07-10",3.92
"1064","2020-07-13",4.04
"1065","2020-07-14",4.14
"1066","2020-07-15",4.03
"1067","2020-07-16",3.9
"1068","2020-07-17",3.88
"1069","2020-07-20",3.89
"1070","2020-07-21",3.85
"1071","2020-07-22",3.97
"1072","2020-07-23",3.95
"1073","2020-07-24",3.96
"1074","2020-07-27",3.99
"1075","2020-07-28",4.09
"1076","2020-07-29",4.14
"1077","2020-07-30",4.16
"1078","2020-07-31",4.18
"1079","2020-08-03",4.08
"1080","2020-08-04",4.02
"1081","2020-08-05",3.98
"1082","2020-08-06",4.03
"1083","2020-08-07",3.99
"1084","2020-08-10",3.9
"1085","2020-08-11",3.86
"1086","2020-08-12",3.87
"1087","2020-08-13",3.82
"1088","2020-08-14",3.79
"1089","2020-08-17",3.72
"1090","2020-08-18",3.75
"1091","2020-08-19",3.79
"1092","2020-08-20",3.82
"1093","2020-08-21",3.83
"1094","2020-08-24",3.81
"1095","2020-08-25",3.8
"1096","2020-08-26",3.72
"1097","2020-08-27",3.75
"1098","2020-08-28",3.85
"1099","2020-08-31",3.77
"1100","2020-09-01",3.79
"1101","2020-09-02",3.74
"1102","2020-09-03",3.67
"1103","2020-09-04",3.68
"1104","2020-09-08",3.66
"1105","2020-09-09",3.61
"1106","2020-09-10",3.48
"1107","2020-09-11",3.6
"1108","2020-09-14",3.53
"1109","2020-09-15",3.52
"1110","2020-09-16",3.53
"1111","2020-09-17",3.52
"1112","2020-09-18",3.45
"1113","2020-09-21",3.44
"1114","2020-09-22",3.45
"1115","2020-09-23",3.34
"1116","2020-09-24",3.32
"1117","2020-09-25",3.38
"1118","2020-09-28",3.4
"1119","2020-09-29",3.31
"1120","2020-09-30",3.44
"1121","2020-10-01",3.44
"1122","2020-10-02",3.41
"1123","2020-10-05",3.42
"1124","2020-10-06",3.33
"1125","2020-10-07",3.32
"1126","2020-10-08",3.37
"1127","2020-10-09",3.44
"1128","2020-10-12",3.49
"1129","2020-10-13",3.31
"1130","2020-10-14",3.39
"1131","2020-10-15",3.42
"1132","2020-10-16",3.46
"1133","2020-10-19",3.44
"1134","2020-10-20",3.55
"1135","2020-10-21",3.51
"1136","2020-10-22",3.49
"1137","2020-10-23",3.47
"1138","2020-10-26",3.4
"1139","2020-10-27",3.33
"1140","2020-10-28",3.22
"1141","2020-10-29",3.33
"1142","2020-10-30",3.33
"1143","2020-11-02",3.33
"1144","2020-11-03",3.31
"1145","2020-11-04",3.3
"1146","2020-11-05",3.46
"1147","2020-11-06",3.48
"1148","2020-11-09",3.51
"1149","2020-11-10",3.65
"1150","2020-11-11",3.61
"1151","2020-11-12",3.49
"1152","2020-11-13",3.56
"1153","2020-11-16",3.63
"1154","2020-11-17",3.54
"1155","2020-11-18",3.58
"1156","2020-11-19",3.54
"1157","2020-11-20",3.54
"1158","2020-11-23",3.51
"1159","2020-11-24",3.72
"1160","2020-11-25",3.62
"1161","2020-11-27",3.6
