"","date","XAIR"
"88","2018-10-15",5.2
"89","2018-10-16",5.15
"90","2018-10-17",5.25
"91","2018-10-18",5.35
"92","2018-10-19",5.16
"93","2018-10-22",4.55
"94","2018-10-23",4.75
"95","2018-10-24",4.9
"96","2018-10-25",4.85
"97","2018-10-26",4.75
"98","2018-10-29",4.65
"99","2018-10-30",4.3
"100","2018-10-31",4.25
"101","2018-11-01",4.2
"102","2018-11-02",4
"103","2018-11-05",4
"104","2018-11-06",3.95
"105","2018-11-07",3.95
"106","2018-11-08",3.89
"107","2018-11-09",3.75
"108","2018-11-12",3.7
"109","2018-11-13",3.8
"110","2018-11-14",3.76
"111","2018-11-15",3.6
"112","2018-11-16",3.3
"113","2018-11-19",3.4
"114","2018-11-20",3.35
"115","2018-11-21",3.5
"116","2018-11-23",3.4
"117","2018-11-26",3.4
"118","2018-11-27",3.4
"119","2018-11-28",3.4
"120","2018-11-29",3.48
"121","2018-11-30",3.45
"122","2018-12-03",3.55
"123","2018-12-04",4.25
"124","2018-12-06",4.25
"125","2018-12-07",4.296
"126","2018-12-10",4.1
"127","2018-12-11",4.1
"128","2018-12-12",4.04
"129","2018-12-13",4.05
"130","2018-12-14",4.05
"131","2018-12-17",3.9
"132","2018-12-18",3.74
"133","2018-12-19",3.99
"134","2018-12-20",3.9
"135","2018-12-21",3.9
"136","2018-12-24",4
"137","2018-12-26",4
"138","2018-12-27",3.75
"139","2018-12-28",3.81
"140","2018-12-31",4.65
"141","2019-01-02",4.4
"142","2019-01-03",4.65
"143","2019-01-04",4.53
"144","2019-01-07",4.5
"145","2019-01-08",4.5
"146","2019-01-09",4.4
"147","2019-01-10",4.3
"148","2019-01-11",4.3
"149","2019-01-14",4.35
"150","2019-01-15",4.74
"151","2019-01-16",4.69
"152","2019-01-17",4.69
"153","2019-01-18",4.74
"154","2019-01-22",5
"155","2019-01-23",4.95
"156","2019-01-24",5.12
"157","2019-01-25",5
"158","2019-01-28",4.91
"159","2019-01-29",4.9
"160","2019-01-30",5
"161","2019-01-31",4.95
"162","2019-02-01",5.05
"163","2019-02-04",4.81
"164","2019-02-05",4.85
"165","2019-02-06",4.75
"166","2019-02-07",4.85
"167","2019-02-08",4.4
"168","2019-02-11",4.25
"169","2019-02-12",4.65
"170","2019-02-13",4.95
"171","2019-02-14",5.05
"172","2019-02-15",5.09
"173","2019-02-19",5.04
"174","2019-02-20",5.05
"175","2019-02-21",5.05
"176","2019-02-22",5.1
"177","2019-02-25",5.11
"178","2019-02-26",5.1
"179","2019-02-27",5.01
"180","2019-02-28",4.9
"181","2019-03-01",5.05
"182","2019-03-04",5
"183","2019-03-05",5
"184","2019-03-06",5
"185","2019-03-07",4.94
"186","2019-03-08",4.9
"187","2019-03-11",5
"188","2019-03-12",4.9
"189","2019-03-13",4.9
"190","2019-03-14",4.85
"191","2019-03-15",4.94
"192","2019-03-18",4.725
"193","2019-03-19",4.6
"194","2019-03-20",4.5
"195","2019-03-21",4.7
"196","2019-03-22",4.75
"197","2019-03-25",4.89
"198","2019-03-26",4.83
"199","2019-03-27",4.75
"200","2019-03-28",4.8
"201","2019-03-29",4.8
"202","2019-04-01",4.7
"203","2019-04-02",4.69
"204","2019-04-03",4.75
"205","2019-04-04",4.9
"206","2019-04-05",4.88
"207","2019-04-08",4.97
"208","2019-04-09",4.97
"209","2019-04-10",4.85
"210","2019-04-11",4.79
"211","2019-04-12",4.73
"212","2019-04-15",4.78
"213","2019-04-16",4.5
"214","2019-04-17",4.78
"215","2019-04-18",4.65
"216","2019-04-22",4.8
"217","2019-04-23",4.85
"218","2019-04-24",4.72
"219","2019-04-25",4.75
"220","2019-04-26",4.6
"221","2019-04-29",4.7
"222","2019-04-30",4.8
"223","2019-05-01",4.6
"224","2019-05-02",4.79
"225","2019-05-03",5.3
"226","2019-05-06",5.75
"227","2019-05-07",5.8
"228","2019-05-08",5.875
"229","2019-05-09",5.95
"230","2019-05-10",5.6
"231","2019-05-13",5.67
"232","2019-05-14",5.5
"233","2019-05-15",5.497
"234","2019-05-16",5.383
"235","2019-05-17",5.3
"236","2019-05-20",5.23
"237","2019-05-21",5.2
"238","2019-05-22",4.99
"239","2019-05-23",5
"240","2019-05-24",5.15
"241","2019-05-28",5.05
"242","2019-05-29",5.16
"243","2019-05-30",5.19
"244","2019-05-31",5.15
"245","2019-06-03",5.085
"246","2019-06-04",5.1
"247","2019-06-05",5.48
"248","2019-06-06",5.05
"249","2019-06-07",5.086
"250","2019-06-10",5.11
"251","2019-06-11",5.185
"252","2019-06-12",5.23
"253","2019-06-13",5.07
"254","2019-06-14",5.2
"255","2019-06-17",5.25
"256","2019-06-18",5.65
"257","2019-06-19",5.9
"258","2019-06-20",5.9
"259","2019-06-21",5.2
"260","2019-06-24",5.16
"261","2019-06-25",5.2
"262","2019-06-26",5.16
"263","2019-06-27",4.983
"264","2019-06-28",5.55
"265","2019-07-01",5.48
"266","2019-07-02",5.53
"267","2019-07-03",5.53
"268","2019-07-05",5.487
"269","2019-07-08",4.6
"270","2019-07-09",4.9
"271","2019-07-10",5.24
"272","2019-07-11",5.12
"273","2019-07-12",5.24
"274","2019-07-15",5.7
"275","2019-07-16",5.89
"276","2019-07-17",5.24
"277","2019-07-18",5.24
"278","2019-07-19",5.24
"279","2019-07-22",5.24
"280","2019-07-23",5.24
"281","2019-07-24",5.15
"282","2019-07-25",5.15
"283","2019-07-26",5.25
"284","2019-07-29",5.2
"285","2019-07-30",5.19
"286","2019-07-31",5.03
"287","2019-08-01",5.112
"288","2019-08-02",5
"289","2019-08-05",4.87
"290","2019-08-06",5.136
"291","2019-08-07",5.08
"292","2019-08-08",4.886
"293","2019-08-09",5.05
"294","2019-08-12",5.02
"295","2019-08-13",5.05
"296","2019-08-14",5.086
"297","2019-08-15",5.24
"298","2019-08-16",5.125
"299","2019-08-19",5.03
"300","2019-08-20",5.08
"301","2019-08-21",4.95
"302","2019-08-22",4.97
"303","2019-08-23",5
"304","2019-08-26",4.98
"305","2019-08-27",4.99
"306","2019-08-28",4.9
"307","2019-08-29",4.96
"308","2019-08-30",4.95
"309","2019-09-03",4.83
"310","2019-09-04",4.99
"311","2019-09-05",4.9
"312","2019-09-06",4.92
"313","2019-09-09",4.93
"314","2019-09-10",4.9
"315","2019-09-11",4.95
"316","2019-09-12",4.95
"317","2019-09-13",4.94
"318","2019-09-16",4.88
"319","2019-09-17",4.856
"320","2019-09-18",4.7
"321","2019-09-19",4.68
"322","2019-09-20",4.93
"323","2019-09-23",4.57
"324","2019-09-24",4.48
"325","2019-09-25",4.17
"326","2019-09-26",4.32
"327","2019-09-27",4.68
"328","2019-09-30",4.601
"329","2019-10-01",4.64
"330","2019-10-02",4.57
"331","2019-10-03",4.57
"332","2019-10-04",4.519
"333","2019-10-07",4.519
"334","2019-10-08",4.44
"335","2019-10-09",4.371
"336","2019-10-10",4.703
"337","2019-10-11",4.49
"338","2019-10-14",4.212
"339","2019-10-15",4.36
"340","2019-10-16",4.48
"341","2019-10-17",4.5
"342","2019-10-18",4.48
"343","2019-10-21",4.47
"344","2019-10-22",4.17
"345","2019-10-23",4.47
"346","2019-10-24",4.4
"347","2019-10-25",4.7
"348","2019-10-28",4.5
"349","2019-10-29",4.45
"350","2019-10-30",4.375
"351","2019-10-31",4.3
"352","2019-11-01",4.31
"353","2019-11-04",4.22
"354","2019-11-05",4.232
"355","2019-11-06",4
"356","2019-11-07",4.24
"357","2019-11-08",4.154
"358","2019-11-11",4.05
"359","2019-11-12",4
"360","2019-11-13",4
"361","2019-11-14",4
"362","2019-11-15",4.03
"363","2019-11-18",4.2
"364","2019-11-19",4.5
"365","2019-11-20",4.25
"366","2019-11-21",4.3
"367","2019-11-22",4.3
"368","2019-11-25",4.45
"369","2019-11-26",4.49
"370","2019-11-27",4.98
"371","2019-11-29",4.95
"372","2019-12-02",4.9
"373","2019-12-03",4.565
"374","2019-12-04",4.65
"375","2019-12-05",4.217
"376","2019-12-06",4.1
"377","2019-12-09",4.07
"378","2019-12-10",3.57
"379","2019-12-11",3.68
"380","2019-12-12",3.61
"381","2019-12-13",3.69
"382","2019-12-16",4.11
"383","2019-12-17",4.08
"384","2019-12-18",4.25
"385","2019-12-19",4.325
"386","2019-12-20",4.27
"387","2019-12-23",4.4
"388","2019-12-24",4.38
"389","2019-12-26",4.43
"390","2019-12-27",4.38
"391","2019-12-30",4.6
"392","2019-12-31",5.23
"393","2020-01-02",5.33
"394","2020-01-03",5.46
"395","2020-01-06",5.81
"396","2020-01-07",6.5
"397","2020-01-08",6.55
"398","2020-01-09",6.3
"399","2020-01-10",6.06
"400","2020-01-13",5.755
"401","2020-01-14",5.79
"402","2020-01-15",6.35
"403","2020-01-16",6.68
"404","2020-01-17",6.65
"405","2020-01-21",6.85
"406","2020-01-22",6.72
"407","2020-01-23",6.33
"408","2020-01-24",6.45
"409","2020-01-27",6.2
"410","2020-01-28",6.32
"411","2020-01-29",6.35
"412","2020-01-30",6.19
"413","2020-01-31",5.9
"414","2020-02-03",6.04
"415","2020-02-04",6.14
"416","2020-02-05",5.94
"417","2020-02-06",5.73
"418","2020-02-07",5.65
"419","2020-02-10",5.74
"420","2020-02-11",5.52
"421","2020-02-12",5.53
"422","2020-02-13",5.363
"423","2020-02-14",5.88
"424","2020-02-18",5.82
"425","2020-02-19",5.8
"426","2020-02-20",5.75
"427","2020-02-21",6.48
"428","2020-02-24",7.325
"429","2020-02-25",6.62
"430","2020-02-26",7.11
"431","2020-02-27",7.31
"432","2020-02-28",8.28
"433","2020-03-02",9.38
"434","2020-03-03",10.39
"435","2020-03-04",10.93
"436","2020-03-05",9.31
"437","2020-03-06",7.41
"438","2020-03-09",6.18
"439","2020-03-10",6.41
"440","2020-03-11",5.32
"441","2020-03-12",3.94
"442","2020-03-13",4.25
"443","2020-03-16",5.16
"444","2020-03-17",6.06
"445","2020-03-18",5.19
"446","2020-03-19",5.06
"447","2020-03-20",6.7
"448","2020-03-23",7.12
"449","2020-03-24",7.71
"450","2020-03-25",7.78
"451","2020-03-26",7.11
"452","2020-03-27",7.1
"453","2020-03-30",7.34
"454","2020-03-31",8
"455","2020-04-01",9.42
"456","2020-04-02",9.3
"457","2020-04-03",9.27
"458","2020-04-06",8.36
"459","2020-04-07",8.45
"460","2020-04-08",8.6
"461","2020-04-09",9.05
"462","2020-04-13",9.43
"463","2020-04-14",9.45
"464","2020-04-15",9.18
"465","2020-04-16",8.37
"466","2020-04-17",8.04
"467","2020-04-20",7.9
"468","2020-04-21",7.24
"469","2020-04-22",7.4
"470","2020-04-23",8.09
"471","2020-04-24",8.28
"472","2020-04-27",7.57
"473","2020-04-28",7.57
"474","2020-04-29",7.8
"475","2020-04-30",7.37
"476","2020-05-01",7.3
"477","2020-05-04",7.36
"478","2020-05-05",7.31
"479","2020-05-06",7.1
"480","2020-05-07",7.13
"481","2020-05-08",7.15
"482","2020-05-11",7.84
"483","2020-05-12",7.91
"484","2020-05-13",7.6
"485","2020-05-14",8.39
"486","2020-05-15",8.32
"487","2020-05-18",8.63
"488","2020-05-19",8.42
"489","2020-05-20",8.36
"490","2020-05-21",8.35
"491","2020-05-22",8.07
"492","2020-05-26",8.07
"493","2020-05-27",7.51
"494","2020-05-28",7.08
"495","2020-05-29",7.28
"496","2020-06-01",7.1
"497","2020-06-02",7.17
"498","2020-06-03",7.04
"499","2020-06-04",6.85
"500","2020-06-05",6.79
"501","2020-06-08",6.6
"502","2020-06-09",6.75
"503","2020-06-10",6.84
"504","2020-06-11",6.53
"505","2020-06-12",6.44
"506","2020-06-15",6.88
"507","2020-06-16",7.22
"508","2020-06-17",6.82
"509","2020-06-18",7.4
"510","2020-06-19",7.48
"511","2020-06-22",7.65
"512","2020-06-23",6.95
"513","2020-06-24",7.18
"514","2020-06-25",7.7
"515","2020-06-26",7.07
"516","2020-06-29",7.01
"517","2020-06-30",7.25
"518","2020-07-01",6.81
"519","2020-07-02",7.07
"520","2020-07-06",7.04
"521","2020-07-07",6.87
"522","2020-07-08",6.83
"523","2020-07-09",6.92
"524","2020-07-10",6.7
"525","2020-07-13",6.25
"526","2020-07-14",6.25
"527","2020-07-15",5.87
"528","2020-07-16",5.785
"529","2020-07-17",5.95
"530","2020-07-20",6.45
"531","2020-07-21",6.23
"532","2020-07-22",6.55
"533","2020-07-23",6.59
"534","2020-07-24",6.34
"535","2020-07-27",6.32
"536","2020-07-28",6.13
"537","2020-07-29",6.03
"538","2020-07-30",6.4
"539","2020-07-31",6.21
"540","2020-08-03",6.31
"541","2020-08-04",6.18
"542","2020-08-05",6.37
"543","2020-08-06",5.83
"544","2020-08-07",5.28
"545","2020-08-10",5.53
"546","2020-08-11",5.47
"547","2020-08-12",5.31
"548","2020-08-13",5.63
"549","2020-08-14",5.49
"550","2020-08-17",5.67
"551","2020-08-18",5.8
"552","2020-08-19",6.43
"553","2020-08-20",6.42
"554","2020-08-21",5.94
"555","2020-08-24",5.72
"556","2020-08-25",6.05
"557","2020-08-26",6.2
"558","2020-08-27",5.58
"559","2020-08-28",5.58
"560","2020-08-31",5.55
"561","2020-09-01",5.44
"562","2020-09-02",5.4
"563","2020-09-03",5.36
"564","2020-09-04",5.22
"565","2020-09-08",5.22
"566","2020-09-09",5.15
"567","2020-09-10",5.05
"568","2020-09-11",5.1
"569","2020-09-14",4.99
"570","2020-09-15",5.21
"571","2020-09-16",5.42
"572","2020-09-17",5.46
"573","2020-09-18",5.69
"574","2020-09-21",5.28
"575","2020-09-22",5.09
"576","2020-09-23",4.86
"577","2020-09-24",4.94
"578","2020-09-25",5.11
"579","2020-09-28",5.22
"580","2020-09-29",5.23
"581","2020-09-30",5.19
"582","2020-10-01",5.47
"583","2020-10-02",5.36
"584","2020-10-05",5.61
"585","2020-10-06",5.46
"586","2020-10-07",5.55
"587","2020-10-08",5.52
"588","2020-10-09",5.52
"589","2020-10-12",5.72
"590","2020-10-13",5.93
"591","2020-10-14",5.77
"592","2020-10-15",6.03
"593","2020-10-16",5.9
"594","2020-10-19",5.98
"595","2020-10-20",6.03
"596","2020-10-21",6.03
"597","2020-10-22",5.94
"598","2020-10-23",5.95
"599","2020-10-26",5.61
"600","2020-10-27",5.44
"601","2020-10-28",5.22
"602","2020-10-29",5.42
"603","2020-10-30",5.24
"604","2020-11-02",5.46
"605","2020-11-03",5.5
"606","2020-11-04",5.38
"607","2020-11-05",5.55
"608","2020-11-06",5.53
"609","2020-11-09",5.45
"610","2020-11-10",5.45
"611","2020-11-11",5.33
"612","2020-11-12",5.32
"613","2020-11-13",5.44
"614","2020-11-16",5.4
"615","2020-11-17",5.49
"616","2020-11-18",5.3
"617","2020-11-19",5.5
"618","2020-11-20",5.39
"619","2020-11-23",5.36
"620","2020-11-24",5.33
"621","2020-11-25",5.31
"622","2020-11-27",5.27
