"","date","ANDAU"
"118","2019-07-17",10.33
"119","2019-07-18",10.34
"120","2019-07-19",10.35
"121","2019-07-22",10.35
"122","2019-07-23",10.33
"123","2019-07-24",10.33
"124","2019-07-25",10.33
"125","2019-07-26",10.33
"126","2019-07-29",10.33
"127","2019-07-30",10.33
"128","2019-07-31",10.4
"129","2019-08-01",10.35
"130","2019-08-02",10.35
"131","2019-08-05",10.35
"132","2019-08-06",10.34
"133","2019-08-07",10.34
"134","2019-08-08",10.4
"135","2019-08-09",10.4
"136","2019-08-12",10.4
"137","2019-08-13",10.4
"138","2019-08-14",10.41
"139","2019-08-15",10.41
"140","2019-08-16",10.41
"141","2019-08-19",10.4
"142","2019-08-20",10.4
"143","2019-08-21",10.41
"144","2019-08-22",10.43
"145","2019-08-23",10.43
"146","2019-08-26",10.42
"147","2019-08-27",10.42
"148","2019-08-28",10.42
"149","2019-08-29",10.42
"150","2019-08-30",10.42
"151","2019-09-03",10.41
"152","2019-09-04",10.38
"153","2019-09-05",10.43
"154","2019-09-06",10.4
"155","2019-09-09",10.4
"156","2019-09-10",10.42
"157","2019-09-11",10.42
"158","2019-09-12",10.42
"159","2019-09-13",10.43
"160","2019-09-16",10.43
"161","2019-09-17",10.43
"162","2019-09-18",10.43
"163","2019-09-19",10.43
"164","2019-09-20",10.43
"165","2019-09-23",10.43
"166","2019-09-24",10.43
"167","2019-09-25",10.41
"168","2019-09-26",10.41
"169","2019-09-27",10.41
"170","2019-09-30",10.5
"171","2019-10-01",10.5
"172","2019-10-02",10.5
"173","2019-10-03",10.444
"174","2019-10-04",10.47
"175","2019-10-07",10.47
"176","2019-10-08",10.47
"177","2019-10-09",10.5
"178","2019-10-10",10.5
"179","2019-10-11",10.5
"180","2019-10-14",10.5
"181","2019-10-15",10.5
"182","2019-10-16",10.5
"183","2019-10-17",10.5
"184","2019-10-18",10.5
"185","2019-10-21",10.5
"186","2019-10-22",10.49
"187","2019-10-23",10.49
"188","2019-10-24",10.49
"189","2019-10-25",10.49
"190","2019-10-28",10.5
"191","2019-10-29",10.5
"192","2019-10-30",10.5
"193","2019-10-31",10.5
"194","2019-11-01",10.5
"195","2019-11-04",10.5
"196","2019-11-05",10.5
"197","2019-11-06",10.5
"198","2019-11-07",10.5
"199","2019-11-08",10.5
"200","2019-11-11",10.5
"201","2019-11-12",10.45
"202","2019-11-13",10.45
"203","2019-11-14",10.45
"204","2019-11-15",10.45
"205","2019-11-18",10.45
"206","2019-11-19",10.45
"207","2019-11-20",10.45
"208","2019-11-21",10.472
"209","2019-11-22",10.472
"210","2019-11-25",10.46
"211","2019-11-26",10.46
"212","2019-11-27",10.46
"213","2019-11-29",10.46
"214","2019-12-02",10.54
"215","2019-12-03",10.54
"216","2019-12-04",10.59
"217","2019-12-05",10.59
"218","2019-12-06",10.59
"219","2019-12-09",10.79
"220","2019-12-10",10.61
"221","2019-12-11",10.61
"222","2019-12-12",10.61
"223","2019-12-13",10.61
"224","2019-12-16",10.61
"225","2019-12-17",10.61
"226","2019-12-18",10.56
"227","2019-12-19",10.56
"228","2019-12-20",10.56
"229","2019-12-23",10.56
"230","2019-12-24",10.56
"231","2019-12-26",10.56
"232","2019-12-27",10.56
"233","2019-12-30",10.56
"234","2019-12-31",10.56
"235","2020-01-02",10.46
"236","2020-01-03",10.46
"237","2020-01-06",10.46
"238","2020-01-07",10.46
"239","2020-01-08",10.46
"240","2020-01-09",10.46
"241","2020-01-10",10.46
"242","2020-01-13",10.46
"243","2020-01-14",10.46
"244","2020-01-15",10.46
"245","2020-01-16",10.46
"246","2020-01-17",10.46
"247","2020-01-21",10.46
"248","2020-01-22",10.46
"249","2020-01-23",10.46
"250","2020-01-24",10.46
"251","2020-01-27",10.46
"252","2020-01-28",10.46
"253","2020-01-29",10.619
"254","2020-01-30",10.619
"255","2020-01-31",10.619
"256","2020-02-03",10.6
"257","2020-02-04",10.6
"258","2020-02-05",10.6
"259","2020-02-06",10.6
"260","2020-02-07",10.6
"261","2020-02-10",10.7
"262","2020-02-11",10.7
"263","2020-02-12",10.7
"264","2020-02-13",10.7
"265","2020-02-14",10.7
"266","2020-02-18",10.7
"267","2020-02-19",10.7
"268","2020-02-20",10.58
"269","2020-02-21",10.58
"270","2020-02-24",10.58
"271","2020-02-25",10.58
"272","2020-02-26",10.58
"273","2020-02-27",10.603
"274","2020-02-28",10.603
"275","2020-03-02",10.603
"276","2020-03-03",10.603
"277","2020-03-04",10.603
"278","2020-03-05",10.603
"279","2020-03-06",10.755
"280","2020-03-09",10.755
"281","2020-03-10",10.755
"282","2020-03-11",10.755
"283","2020-03-12",10.27
"284","2020-03-13",10.27
"285","2020-03-16",10.24
"286","2020-03-17",10.24
"287","2020-03-18",10.01
"288","2020-03-19",10.01
"289","2020-03-20",10.01
"290","2020-03-23",10.01
"291","2020-03-24",10.01
"292","2020-03-25",10.01
"293","2020-03-26",10.26
"294","2020-03-27",10.224
"295","2020-03-30",10.173
"296","2020-03-31",10.173
"297","2020-04-01",10.173
"298","2020-04-02",10.173
"299","2020-04-03",10.173
"300","2020-04-06",10.173
"301","2020-04-07",10.173
"302","2020-04-08",10.173
"303","2020-04-09",10.173
"304","2020-04-13",10.173
"305","2020-04-14",10.173
"306","2020-04-15",10.173
"307","2020-04-16",10.173
"308","2020-04-17",10.173
"309","2020-04-20",10.173
"310","2020-04-21",10.173
"311","2020-04-22",10.2
"312","2020-04-23",10.2
"313","2020-04-24",10.2
"314","2020-04-27",10.2
"315","2020-04-28",10.2
"316","2020-04-29",10.2
"317","2020-04-30",10.35
"318","2020-05-01",10.35
"319","2020-05-04",10.35
"320","2020-05-05",10.35
"321","2020-05-06",10.35
"322","2020-05-07",10.35
"323","2020-05-08",10.35
"324","2020-05-11",10.35
"325","2020-05-12",10.35
"326","2020-05-13",10.35
"327","2020-05-14",10.35
"328","2020-05-15",10.35
"329","2020-05-18",10.35
"330","2020-05-19",10.35
"331","2020-05-20",10.35
"332","2020-05-21",10.35
"333","2020-05-22",10.35
"334","2020-05-26",10.35
"335","2020-05-27",10.35
"336","2020-05-28",10.35
"337","2020-05-29",10.35
"338","2020-06-01",10.35
"339","2020-06-02",10.35
"340","2020-06-03",10.35
"341","2020-06-04",10.35
"342","2020-06-05",10.44
"343","2020-06-08",10.44
"344","2020-06-09",10.44
"345","2020-06-10",10.44
"346","2020-06-11",10.5
"347","2020-06-12",10.5
"348","2020-06-15",10.5
"349","2020-06-16",10.5
"350","2020-06-17",10.75
"351","2020-06-18",10.75
"352","2020-06-19",10.75
"353","2020-06-22",10.75
"354","2020-06-23",11
"355","2020-06-24",10.85
"356","2020-06-25",10.85
"357","2020-06-26",10.85
"358","2020-06-29",10.85
"359","2020-06-30",11
"360","2020-07-01",11.338
"361","2020-07-02",11.338
"362","2020-07-06",11.007
"363","2020-07-07",11.007
"364","2020-07-08",11.75
"365","2020-07-09",11.15
"366","2020-07-10",11.95
"367","2020-07-13",11.95
"368","2020-07-14",11.85
"369","2020-07-15",11.85
"370","2020-07-16",11.25
"371","2020-07-17",11.25
"372","2020-07-20",11.25
"373","2020-07-21",11
"374","2020-07-22",10.8
"375","2020-07-23",10.78
"376","2020-07-24",11
"377","2020-07-27",11
"378","2020-07-28",11
"379","2020-07-29",11
"380","2020-07-30",11
"381","2020-07-31",11
"382","2020-08-03",12.1
"383","2020-08-04",12.1
"384","2020-08-05",12
"385","2020-08-06",10.83
"386","2020-08-07",10.83
"387","2020-08-10",10.88
"388","2020-08-11",10.35
"389","2020-08-12",10.35
"390","2020-08-13",10.35
"391","2020-08-14",10.35
"392","2020-08-17",10.35
"393","2020-08-18",10.35
"394","2020-08-19",10.72
"395","2020-08-20",10.72
"396","2020-08-21",10.72
"397","2020-08-24",10.72
"398","2020-08-25",10.72
"399","2020-08-26",10.5
"400","2020-08-27",10.78
"401","2020-08-28",10.78
"402","2020-08-31",10.78
"403","2020-09-01",10.78
"404","2020-09-02",10.81
"405","2020-09-03",10.81
"406","2020-09-04",10.81
"407","2020-09-08",10.758
"408","2020-09-09",10.758
"409","2020-09-10",10.85
"410","2020-09-11",10.85
"411","2020-09-14",10.85
"412","2020-09-15",10.85
"413","2020-09-16",10.85
"414","2020-09-17",10.85
"415","2020-09-18",10.85
"416","2020-09-21",10.85
"417","2020-09-22",10.85
"418","2020-09-23",10.85
"419","2020-09-24",10.85
"420","2020-09-25",10.95
"421","2020-09-28",10.95
"422","2020-09-29",10.95
"423","2020-09-30",11
"424","2020-10-01",11
"425","2020-10-02",11
"426","2020-10-05",11
"427","2020-10-06",11
"428","2020-10-07",11
"429","2020-10-08",11
"430","2020-10-09",11
"431","2020-10-12",11
"432","2020-10-13",11
"433","2020-10-14",11.34
"434","2020-10-15",11.35
"435","2020-10-16",11.35
"436","2020-10-19",11.35
"437","2020-10-20",11.35
"438","2020-10-21",11.35
"439","2020-10-22",11.35
"440","2020-10-23",11.35
"441","2020-10-26",11.35
"442","2020-10-27",10.78
"443","2020-10-28",10.78
"444","2020-10-29",10.78
"445","2020-10-30",10.78
"446","2020-11-02",10.78
"447","2020-11-03",10.78
"448","2020-11-04",10.25
"449","2020-11-05",10.25
"450","2020-11-06",10.2
"451","2020-11-09",10.69
"452","2020-11-10",10.69
"453","2020-11-11",10.69
"454","2020-11-12",10.69
"455","2020-11-13",10.69
"456","2020-11-16",10.69
"457","2020-11-17",10.69
"458","2020-11-18",10.69
"459","2020-11-19",10.69
"460","2020-11-20",10.69
"461","2020-11-23",10.69
"462","2020-11-24",10.69
"463","2020-11-25",10.69
"464","2020-11-27",10.69
