"","date","GRIN"
"128","2018-12-18",5.9
"129","2018-12-19",5.5
"130","2018-12-20",6
"131","2018-12-21",5.41
"132","2018-12-24",6.018
"133","2018-12-26",6.8
"134","2018-12-27",6
"135","2018-12-28",6.2
"136","2018-12-31",6.24
"137","2019-01-02",6.1
"138","2019-01-03",6
"139","2019-01-04",6.03
"140","2019-01-07",6.3
"141","2019-01-08",6.53
"142","2019-01-09",6
"143","2019-01-10",6.4
"144","2019-01-11",6.4
"145","2019-01-14",6.57
"146","2019-01-15",6.57
"147","2019-01-16",6.76
"148","2019-01-17",6.5
"149","2019-01-18",6.5
"150","2019-01-22",6.5
"151","2019-01-23",6.87
"152","2019-01-24",6.85
"153","2019-01-25",6
"154","2019-01-28",6.829
"155","2019-01-29",6.3
"156","2019-01-30",6.48
"157","2019-01-31",6.5
"158","2019-02-01",6.4
"159","2019-02-04",6.5
"160","2019-02-05",6.13
"161","2019-02-06",6.13
"162","2019-02-07",6.12
"163","2019-02-08",6.1
"164","2019-02-11",6.09
"165","2019-02-12",5.95
"166","2019-02-13",6.2
"167","2019-02-14",6.2
"168","2019-02-15",6.26
"169","2019-02-19",5.74
"170","2019-02-20",6.04
"171","2019-02-21",5.6
"172","2019-02-22",5.6
"173","2019-02-25",5.638
"174","2019-02-26",5.55
"175","2019-02-27",5.46
"176","2019-02-28",5.8
"177","2019-03-01",5.65
"178","2019-03-04",5.65
"179","2019-03-05",5.8
"180","2019-03-06",5.55
"181","2019-03-07",5.52
"182","2019-03-08",5.45
"183","2019-03-11",5.46
"184","2019-03-12",5.548
"185","2019-03-13",5.26
"186","2019-03-14",5.29
"187","2019-03-15",5.27
"188","2019-03-18",5.39
"189","2019-03-19",5.24
"190","2019-03-20",5.35
"191","2019-03-21",5.35
"192","2019-03-22",5.32
"193","2019-03-25",5.21
"194","2019-03-26",5.21
"195","2019-03-27",4.9
"196","2019-03-28",5.11
"197","2019-03-29",5.22
"198","2019-04-01",5.13
"199","2019-04-02",5.2
"200","2019-04-03",4.96
"201","2019-04-04",5.08
"202","2019-04-05",5.08
"203","2019-04-08",5.201
"204","2019-04-09",5.27
"205","2019-04-10",5.24
"206","2019-04-11",5.42
"207","2019-04-12",5.384
"208","2019-04-15",5.08
"209","2019-04-16",5.46
"210","2019-04-17",5.26
"211","2019-04-18",5.35
"212","2019-04-22",5.52
"213","2019-04-23",5.5
"214","2019-04-24",5.17
"215","2019-04-25",5.15
"216","2019-04-26",5.16
"217","2019-04-29",5.37
"218","2019-04-30",5.25
"219","2019-05-01",5.25
"220","2019-05-02",5.2
"221","2019-05-03",5.15
"222","2019-05-06",5.17
"223","2019-05-07",5.17
"224","2019-05-08",5.23
"225","2019-05-09",5.23
"226","2019-05-10",5.25
"227","2019-05-13",5.35
"228","2019-05-14",5.35
"229","2019-05-15",5.21
"230","2019-05-16",5.3
"231","2019-05-17",5.34
"232","2019-05-20",5.1
"233","2019-05-21",5.05
"234","2019-05-22",5
"235","2019-05-23",4.97
"236","2019-05-24",5.077
"237","2019-05-28",4.99
"238","2019-05-29",4.95
"239","2019-05-30",4.95
"240","2019-05-31",4.9
"241","2019-06-03",4.75
"242","2019-06-04",4.9
"243","2019-06-05",4.9
"244","2019-06-06",4.9
"245","2019-06-07",4.78
"246","2019-06-10",4.9
"247","2019-06-11",4.75
"248","2019-06-12",5
"249","2019-06-13",4.78
"250","2019-06-14",4.78
"251","2019-06-17",4.78
"252","2019-06-18",4.71
"253","2019-06-19",4.828
"254","2019-06-20",4.843
"255","2019-06-21",4.7
"256","2019-06-24",4.7
"257","2019-06-25",4.7
"258","2019-06-26",4.8
"259","2019-06-27",4.77
"260","2019-06-28",4.81
"261","2019-07-01",4.82
"262","2019-07-02",4.95
"263","2019-07-03",4.94
"264","2019-07-05",4.91
"265","2019-07-08",5.29
"266","2019-07-09",5.3
"267","2019-07-10",5.4
"268","2019-07-11",5.5
"269","2019-07-12",6.06
"270","2019-07-15",6.15
"271","2019-07-16",6.15
"272","2019-07-17",5.776
"273","2019-07-18",6.21
"274","2019-07-19",6.317
"275","2019-07-22",6.456
"276","2019-07-23",6.09
"277","2019-07-24",6.13
"278","2019-07-25",6.14
"279","2019-07-26",6.23
"280","2019-07-29",6.29
"281","2019-07-30",6.33
"282","2019-07-31",6.018
"283","2019-08-01",6.018
"284","2019-08-02",5.7
"285","2019-08-05",5.5
"286","2019-08-06",5.5
"287","2019-08-07",5.45
"288","2019-08-08",5.676
"289","2019-08-09",5.676
"290","2019-08-12",5.78
"291","2019-08-13",5.78
"292","2019-08-14",5.54
"293","2019-08-15",5
"294","2019-08-16",5.19
"295","2019-08-19",6
"296","2019-08-20",5.8
"297","2019-08-21",5.8
"298","2019-08-22",5.8
"299","2019-08-23",5.5
"300","2019-08-26",5.3
"301","2019-08-27",5.11
"302","2019-08-28",5.13
"303","2019-08-29",5.05
"304","2019-08-30",5.23
"305","2019-09-03",5.26
"306","2019-09-04",5.39
"307","2019-09-05",5.3
"308","2019-09-06",5.6
"309","2019-09-09",5.66
"310","2019-09-10",5.66
"311","2019-09-11",5.51
"312","2019-09-12",5.55
"313","2019-09-13",5.56
"314","2019-09-16",5.61
"315","2019-09-17",5.43
"316","2019-09-18",5.5
"317","2019-09-19",5.5
"318","2019-09-20",5.49
"319","2019-09-23",5.65
"320","2019-09-24",5.558
"321","2019-09-25",5.32
"322","2019-09-26",5.25
"323","2019-09-27",5.18
"324","2019-09-30",5.24
"325","2019-10-01",5.2
"326","2019-10-02",5.28
"327","2019-10-03",5.34
"328","2019-10-04",5.45
"329","2019-10-07",5.48
"330","2019-10-08",5.74
"331","2019-10-09",5.26
"332","2019-10-10",5.5
"333","2019-10-11",5.28
"334","2019-10-14",5.8
"335","2019-10-15",5.4
"336","2019-10-16",5.474
"337","2019-10-17",5.41
"338","2019-10-18",5.5
"339","2019-10-21",6.047
"340","2019-10-22",6.04
"341","2019-10-23",6.4
"342","2019-10-24",6.38
"343","2019-10-25",6.7
"344","2019-10-28",7.38
"345","2019-10-29",7.1
"346","2019-10-30",6.95
"347","2019-10-31",6.41
"348","2019-11-01",7.97
"349","2019-11-04",7.01
"350","2019-11-05",7.5
"351","2019-11-06",7
"352","2019-11-07",6.89
"353","2019-11-08",7
"354","2019-11-11",6.925
"355","2019-11-12",7.34
"356","2019-11-13",6.9
"357","2019-11-14",6.97
"358","2019-11-15",7.127
"359","2019-11-18",6.793
"360","2019-11-19",6.99
"361","2019-11-20",6.96
"362","2019-11-21",7.126
"363","2019-11-22",7.02
"364","2019-11-25",6.92
"365","2019-11-26",6.82
"366","2019-11-27",6.95
"367","2019-11-29",7.143
"368","2019-12-02",6.94
"369","2019-12-03",6.829
"370","2019-12-04",7.05
"371","2019-12-05",6.86
"372","2019-12-06",6.83
"373","2019-12-09",7.12
"374","2019-12-10",6.69
"375","2019-12-11",6.65
"376","2019-12-12",6.37
"377","2019-12-13",6.5
"378","2019-12-16",6.52
"379","2019-12-17",6.33
"380","2019-12-18",6.32
"381","2019-12-19",6.288
"382","2019-12-20",6.55
"383","2019-12-23",6.7
"384","2019-12-24",6.7
"385","2019-12-26",6.6
"386","2019-12-27",6.6
"387","2019-12-30",6.6
"388","2019-12-31",6.49
"389","2020-01-02",6.806
"390","2020-01-03",7.18
"391","2020-01-06",7
"392","2020-01-07",6.85
"393","2020-01-08",7
"394","2020-01-09",7.2
"395","2020-01-10",7.15
"396","2020-01-13",6.85
"397","2020-01-14",6.85
"398","2020-01-15",6.85
"399","2020-01-16",6.853
"400","2020-01-17",6.8
"401","2020-01-21",6.79
"402","2020-01-22",6.7
"403","2020-01-23",6.5
"404","2020-01-24",6.5
"405","2020-01-27",6
"406","2020-01-28",6.05
"407","2020-01-29",5.97
"408","2020-01-30",5.95
"409","2020-01-31",5.6
"410","2020-02-03",5.79
"411","2020-02-04",5.23
"412","2020-02-05",5.3
"413","2020-02-06",5.3
"414","2020-02-07",5.21
"415","2020-02-10",5.2
"416","2020-02-11",5.2
"417","2020-02-12",5.3
"418","2020-02-13",5.3
"419","2020-02-14",5.07
"420","2020-02-18",4.97
"421","2020-02-19",4.8
"422","2020-02-20",4.75
"423","2020-02-21",4.9
"424","2020-02-24",4.85
"425","2020-02-25",4.75
"426","2020-02-26",4.65
"427","2020-02-27",4.3
"428","2020-02-28",4.295
"429","2020-03-02",4.276
"430","2020-03-03",4.29
"431","2020-03-04",4.29
"432","2020-03-05",4.26
"433","2020-03-06",4.03
"434","2020-03-09",3.88
"435","2020-03-10",3.88
"436","2020-03-11",3.6
"437","2020-03-12",3.06
"438","2020-03-13",3.11
"439","2020-03-16",3
"440","2020-03-17",2.8
"441","2020-03-18",2.55
"442","2020-03-19",2.8
"443","2020-03-20",2.85
"444","2020-03-23",2.514
"445","2020-03-24",2.88
"446","2020-03-25",2.7
"447","2020-03-26",2.72
"448","2020-03-27",2.86
"449","2020-03-30",2.32
"450","2020-03-31",2.87
"451","2020-04-01",2.54
"452","2020-04-02",2.55
"453","2020-04-03",2.21
"454","2020-04-06",2.305
"455","2020-04-07",2.38
"456","2020-04-08",2.315
"457","2020-04-09",2.45
"458","2020-04-13",2.35
"459","2020-04-14",2.45
"460","2020-04-15",2.28
"461","2020-04-16",2.345
"462","2020-04-17",2.48
"463","2020-04-20",2.617
"464","2020-04-21",2.53
"465","2020-04-22",2.595
"466","2020-04-23",2.4
"467","2020-04-24",2.39
"468","2020-04-27",2.49
"469","2020-04-28",2.48
"470","2020-04-29",2.47
"471","2020-04-30",2.41
"472","2020-05-01",2.27
"473","2020-05-04",2.41
"474","2020-05-05",2.39
"475","2020-05-06",2.36
"476","2020-05-07",2.42
"477","2020-05-08",2.55
"478","2020-05-11",2.35
"479","2020-05-12",2.37
"480","2020-05-13",2.26
"481","2020-05-14",2.22
"482","2020-05-15",2.24
"483","2020-05-18",2.33
"484","2020-05-19",2.46
"485","2020-05-20",2.28
"486","2020-05-21",2.37
"487","2020-05-22",2.31
"488","2020-05-26",2.33
"489","2020-05-27",2.82
"490","2020-05-28",2.515
"491","2020-05-29",2.33
"492","2020-06-01",2.44
"493","2020-06-02",2.36
"494","2020-06-03",2.38
"495","2020-06-04",2.54
"496","2020-06-05",2.925
"497","2020-06-08",3.27
"498","2020-06-09",2.71
"499","2020-06-10",2.87
"500","2020-06-11",2.5
"501","2020-06-12",2.8
"502","2020-06-15",2.91
"503","2020-06-16",2.95
"504","2020-06-17",2.77
"505","2020-06-18",2.91
"506","2020-06-19",2.79
"507","2020-06-22",2.666
"508","2020-06-23",2.78
"509","2020-06-24",2.67
"510","2020-06-25",2.745
"511","2020-06-26",2.93
"512","2020-06-29",2.69
"513","2020-06-30",2.73
"514","2020-07-01",2.72
"515","2020-07-02",2.67
"516","2020-07-06",2.73
"517","2020-07-07",2.71
"518","2020-07-08",2.71
"519","2020-07-09",2.75
"520","2020-07-10",2.866
"521","2020-07-13",2.65
"522","2020-07-14",2.73
"523","2020-07-15",2.82
"524","2020-07-16",2.85
"525","2020-07-17",3.05
"526","2020-07-20",2.97
"527","2020-07-21",3.08
"528","2020-07-22",3.24
"529","2020-07-23",3.125
"530","2020-07-24",3.2
"531","2020-07-27",3.2
"532","2020-07-28",3.19
"533","2020-07-29",3.21
"534","2020-07-30",3.25
"535","2020-07-31",3.2
"536","2020-08-03",5.4
"537","2020-08-04",3.74
"538","2020-08-05",3.58
"539","2020-08-06",3.65
"540","2020-08-07",3.645
"541","2020-08-10",3.83
"542","2020-08-11",3.62
"543","2020-08-12",3.52
"544","2020-08-13",3.6
"545","2020-08-14",3.48
"546","2020-08-17",3.6
"547","2020-08-18",3.36
"548","2020-08-19",3.55
"549","2020-08-20",3.74
"550","2020-08-21",3.66
"551","2020-08-24",3.63
"552","2020-08-25",3.61
"553","2020-08-26",3.64
"554","2020-08-27",3.89
"555","2020-08-28",4.09
"556","2020-08-31",3.86
"557","2020-09-01",4.04
"558","2020-09-02",3.89
"559","2020-09-03",3.37
"560","2020-09-04",3.7
"561","2020-09-08",3.65
"562","2020-09-09",3.75
"563","2020-09-10",3.78
"564","2020-09-11",3.71
"565","2020-09-14",3.85
"566","2020-09-15",3.77
"567","2020-09-16",3.79
"568","2020-09-17",3.89
"569","2020-09-18",3.851
"570","2020-09-21",3.99
"571","2020-09-22",3.61
"572","2020-09-23",3.54
"573","2020-09-24",3.565
"574","2020-09-25",3.89
"575","2020-09-28",3.944
"576","2020-09-29",3.89
"577","2020-09-30",3.87
"578","2020-10-01",3.91
"579","2020-10-02",4.042
"580","2020-10-05",4.15
"581","2020-10-06",4.095
"582","2020-10-07",3.99
"583","2020-10-08",4.11
"584","2020-10-09",4.05
"585","2020-10-12",4.165
"586","2020-10-13",4.225
"587","2020-10-14",4.1
"588","2020-10-15",4.005
"589","2020-10-16",4
"590","2020-10-19",3.816
"591","2020-10-20",4
"592","2020-10-21",4.02
"593","2020-10-22",4.01
"594","2020-10-23",4
"595","2020-10-26",4.03
"596","2020-10-27",3.98
"597","2020-10-28",3.24
"598","2020-10-29",3.835
"599","2020-10-30",3.8
"600","2020-11-02",3.75
"601","2020-11-03",3.9
"602","2020-11-04",3.83
"603","2020-11-05",3.77
"604","2020-11-06",3.72
"605","2020-11-09",3.83
"606","2020-11-10",3.87
"607","2020-11-11",3.92
"608","2020-11-12",4
"609","2020-11-13",3.9
"610","2020-11-16",4.02
"611","2020-11-17",4.015
"612","2020-11-18",4.1
"613","2020-11-19",3.94
"614","2020-11-20",4.1
"615","2020-11-23",4.09
"616","2020-11-24",4.08
"617","2020-11-25",4.04
"618","2020-11-27",3.97
