"","date","VNET"
"159","2011-12-06",9.31
"160","2011-12-07",9.05
"161","2011-12-08",9
"162","2011-12-09",9.14
"163","2011-12-12",8.94
"164","2011-12-13",8.99
"165","2011-12-14",8.74
"166","2011-12-15",8.73
"167","2011-12-16",9.58
"168","2011-12-19",9.22
"169","2011-12-20",9.57
"170","2011-12-21",9.43
"171","2011-12-22",9.55
"172","2011-12-23",9.37
"173","2011-12-27",9.11
"174","2011-12-28",9.04
"175","2011-12-29",9.07
"176","2011-12-30",9.15
"177","2012-01-03",9.33
"178","2012-01-04",9.39
"179","2012-01-05",9.32
"180","2012-01-06",9.35
"181","2012-01-09",9.35
"182","2012-01-10",10.04
"183","2012-01-11",10.38
"184","2012-01-12",10.46
"185","2012-01-13",10.22
"186","2012-01-17",10.46
"187","2012-01-18",10.51
"188","2012-01-19",10.37
"189","2012-01-20",10.25
"190","2012-01-23",10.38
"191","2012-01-24",10.45
"192","2012-01-25",10.28
"193","2012-01-26",10.4
"194","2012-01-27",10.49
"195","2012-01-30",10.44
"196","2012-01-31",10.72
"197","2012-02-01",11.33
"198","2012-02-02",11.55
"199","2012-02-03",12.11
"200","2012-02-06",12.07
"201","2012-02-07",12
"202","2012-02-08",12
"203","2012-02-09",11.98
"204","2012-02-10",11.98
"205","2012-02-13",11.85
"206","2012-02-14",11.31
"207","2012-02-15",10.83
"208","2012-02-16",11.43
"209","2012-02-17",10.91
"210","2012-02-21",10.9
"211","2012-02-22",11.09
"212","2012-02-23",11.57
"213","2012-02-24",12.74
"214","2012-02-27",12.46
"215","2012-02-28",12.43
"216","2012-02-29",12.15
"217","2012-03-01",12.12
"218","2012-03-02",11.9
"219","2012-03-05",11.4
"220","2012-03-06",11.2
"221","2012-03-07",11.4
"222","2012-03-08",11.38
"223","2012-03-09",11.62
"224","2012-03-12",11.64
"225","2012-03-13",11.55
"226","2012-03-14",11.39
"227","2012-03-15",11.09
"228","2012-03-16",11.15
"229","2012-03-19",11.2
"230","2012-03-20",11.05
"231","2012-03-21",11.18
"232","2012-03-22",11.41
"233","2012-03-23",11.85
"234","2012-03-26",12.26
"235","2012-03-27",11.96
"236","2012-03-28",11.53
"237","2012-03-29",11.41
"238","2012-03-30",11.35
"239","2012-04-02",11.5
"240","2012-04-03",11.42
"241","2012-04-04",11.35
"242","2012-04-05",11.3
"243","2012-04-09",11.4
"244","2012-04-10",10.97
"245","2012-04-11",11.13
"246","2012-04-12",11.82
"247","2012-04-13",11.76
"248","2012-04-16",11.62
"249","2012-04-17",11.96
"250","2012-04-18",12.21
"251","2012-04-19",11.76
"252","2012-04-20",11.78
"253","2012-04-23",12
"254","2012-04-24",11.55
"255","2012-04-25",11.61
"256","2012-04-26",11.5
"257","2012-04-27",12.7
"258","2012-04-30",13.13
"259","2012-05-01",12.92
"260","2012-05-02",12.84
"261","2012-05-03",12.9
"262","2012-05-04",13.32
"263","2012-05-07",13.17
"264","2012-05-08",13.17
"265","2012-05-09",12.58
"266","2012-05-10",12.58
"267","2012-05-11",12.46
"268","2012-05-14",11.95
"269","2012-05-15",11.89
"270","2012-05-16",12.73
"271","2012-05-17",12.25
"272","2012-05-18",11.15
"273","2012-05-21",11.49
"274","2012-05-22",11.37
"275","2012-05-23",11.63
"276","2012-05-24",11.67
"277","2012-05-25",11.62
"278","2012-05-29",11.55
"279","2012-05-30",11.44
"280","2012-05-31",11.58
"281","2012-06-01",11
"282","2012-06-04",10.91
"283","2012-06-05",10.49
"284","2012-06-06",10.53
"285","2012-06-07",10.57
"286","2012-06-08",9.99
"287","2012-06-11",9.83
"288","2012-06-12",9.58
"289","2012-06-13",9.72
"290","2012-06-14",9.9
"291","2012-06-15",10.95
"292","2012-06-18",11.06
"293","2012-06-19",11.56
"294","2012-06-20",11.56
"295","2012-06-21",11.9
"296","2012-06-22",11.98
"297","2012-06-25",11.35
"298","2012-06-26",11.52
"299","2012-06-27",11.77
"300","2012-06-28",11.35
"301","2012-06-29",11.45
"302","2012-07-02",11.56
"303","2012-07-03",11.89
"304","2012-07-05",11.53
"305","2012-07-06",11.66
"306","2012-07-09",11.33
"307","2012-07-10",11.02
"308","2012-07-11",11.52
"309","2012-07-12",11.36
"310","2012-07-13",11.26
"311","2012-07-16",11.19
"312","2012-07-17",9.37
"313","2012-07-18",9.4
"314","2012-07-19",10.03
"315","2012-07-20",9.96
"316","2012-07-23",9.6
"317","2012-07-24",10
"318","2012-07-25",10.06
"319","2012-07-26",10
"320","2012-07-27",10.1
"321","2012-07-30",10.03
"322","2012-07-31",10.06
"323","2012-08-01",9.99
"324","2012-08-02",9.99
"325","2012-08-03",9.71
"326","2012-08-06",10.7
"327","2012-08-07",10.58
"328","2012-08-08",10.53
"329","2012-08-09",10.57
"330","2012-08-10",10.66
"331","2012-08-13",10.71
"332","2012-08-14",10.33
"333","2012-08-15",10.08
"334","2012-08-16",10
"335","2012-08-17",8.94
"336","2012-08-20",8.95
"337","2012-08-21",8.92
"338","2012-08-22",8.84
"339","2012-08-23",9.05
"340","2012-08-24",9.57
"341","2012-08-27",10.38
"342","2012-08-28",10.06
"343","2012-08-29",10.27
"344","2012-08-30",9.94
"345","2012-08-31",10.2
"346","2012-09-04",10.3
"347","2012-09-05",10.53
"348","2012-09-06",10.52
"349","2012-09-07",10.46
"350","2012-09-10",10.41
"351","2012-09-11",10.55
"352","2012-09-12",10.7
"353","2012-09-13",10.97
"354","2012-09-14",11.04
"355","2012-09-17",10.89
"356","2012-09-18",10.83
"357","2012-09-19",10.62
"358","2012-09-20",10.99
"359","2012-09-21",11.06
"360","2012-09-24",11.51
"361","2012-09-25",11.25
"362","2012-09-26",10.93
"363","2012-09-27",11.18
"364","2012-09-28",11.54
"365","2012-10-01",11.53
"366","2012-10-02",11.76
"367","2012-10-03",11.29
"368","2012-10-04",11.49
"369","2012-10-05",11.71
"370","2012-10-08",11.68
"371","2012-10-09",11.94
"372","2012-10-10",11.71
"373","2012-10-11",12
"374","2012-10-12",12.01
"375","2012-10-15",12
"376","2012-10-16",11.95
"377","2012-10-17",12.24
"378","2012-10-18",12.38
"379","2012-10-19",12.34
"380","2012-10-22",12.33
"381","2012-10-23",12.05
"382","2012-10-24",12.1
"383","2012-10-25",11.92
"384","2012-10-26",11.33
"385","2012-10-31",11.08
"386","2012-11-01",11.2
"387","2012-11-02",11.35
"388","2012-11-05",10.78
"389","2012-11-06",10.89
"390","2012-11-07",10.49
"391","2012-11-08",10.39
"392","2012-11-09",10.43
"393","2012-11-12",10.17
"394","2012-11-13",10.05
"395","2012-11-14",10
"396","2012-11-15",9.9
"397","2012-11-16",9.29
"398","2012-11-19",9.94
"399","2012-11-20",9.79
"400","2012-11-21",10.06
"401","2012-11-23",10.13
"402","2012-11-26",9.81
"403","2012-11-27",9.75
"404","2012-11-28",9.74
"405","2012-11-29",9.68
"406","2012-11-30",9.77
"407","2012-12-03",9.58
"408","2012-12-04",9.33
"409","2012-12-05",9.12
"410","2012-12-06",9.05
"411","2012-12-07",8.91
"412","2012-12-10",8.87
"413","2012-12-11",8.95
"414","2012-12-12",9.18
"415","2012-12-13",8.73
"416","2012-12-14",8.62
"417","2012-12-17",8.85
"418","2012-12-18",9
"419","2012-12-19",9.38
"420","2012-12-20",9.27
"421","2012-12-21",9.23
"422","2012-12-24",8.83
"423","2012-12-26",8.85
"424","2012-12-27",9
"425","2012-12-28",8.86
"426","2012-12-31",9.61
"427","2013-01-02",9.68
"428","2013-01-03",9.56
"429","2013-01-04",9.65
"430","2013-01-07",9.72
"431","2013-01-08",9.44
"432","2013-01-09",9.41
"433","2013-01-10",9.83
"434","2013-01-11",9.82
"435","2013-01-14",9.58
"436","2013-01-15",9.59
"437","2013-01-16",10.25
"438","2013-01-17",10.36
"439","2013-01-18",10.37
"440","2013-01-22",10.48
"441","2013-01-23",10.46
"442","2013-01-24",10.26
"443","2013-01-25",10.03
"444","2013-01-28",10.07
"445","2013-01-29",10.04
"446","2013-01-30",9.95
"447","2013-01-31",9.92
"448","2013-02-01",9.81
"449","2013-02-04",9.58
"450","2013-02-05",9.69
"451","2013-02-06",9.83
"452","2013-02-07",9.78
"453","2013-02-08",9.85
"454","2013-02-11",9.78
"455","2013-02-12",9.9
"456","2013-02-13",9.84
"457","2013-02-14",9.85
"458","2013-02-15",9.85
"459","2013-02-19",9.93
"460","2013-02-20",9.71
"461","2013-02-21",9.68
"462","2013-02-22",9.78
"463","2013-02-25",9.74
"464","2013-02-26",9.72
"465","2013-02-27",9.73
"466","2013-02-28",9.69
"467","2013-03-01",9.69
"468","2013-03-04",9.72
"469","2013-03-05",9.7
"470","2013-03-06",9.81
"471","2013-03-07",9.68
"472","2013-03-08",9.64
"473","2013-03-11",9.41
"474","2013-03-12",9.09
"475","2013-03-13",9.04
"476","2013-03-14",9.08
"477","2013-03-15",8.88
"478","2013-03-18",8.75
"479","2013-03-19",8.75
"480","2013-03-20",9.03
"481","2013-03-21",9.25
"482","2013-03-22",9.27
"483","2013-03-25",9.32
"484","2013-03-26",9.33
"485","2013-03-27",9.5
"486","2013-03-28",9.4
"487","2013-04-01",9.14
"488","2013-04-02",9.19
"489","2013-04-03",9.3
"490","2013-04-04",9.27
"491","2013-04-05",9.22
"492","2013-04-08",9.1
"493","2013-04-09",8.82
"494","2013-04-10",9.09
"495","2013-04-11",9
"496","2013-04-12",8.99
"497","2013-04-15",8.83
"498","2013-04-16",8.88
"499","2013-04-17",8.81
"500","2013-04-18",8.69
"501","2013-04-19",8.65
"502","2013-04-22",8.88
"503","2013-04-23",8.8
"504","2013-04-24",9
"505","2013-04-25",9.02
"506","2013-04-26",9.02
"507","2013-04-29",8.95
"508","2013-04-30",9.04
"509","2013-05-01",8.84
"510","2013-05-02",8.9
"511","2013-05-03",8.95
"512","2013-05-06",9.04
"513","2013-05-07",9.02
"514","2013-05-08",9.2
"515","2013-05-09",9.53
"516","2013-05-10",9.56
"517","2013-05-13",9.41
"518","2013-05-14",9.5
"519","2013-05-15",9.49
"520","2013-05-16",9.46
"521","2013-05-17",9.31
"522","2013-05-20",9.61
"523","2013-05-21",9.6
"524","2013-05-22",9.3
"525","2013-05-23",9.54
"526","2013-05-24",9.31
"527","2013-05-28",9.53
"528","2013-05-29",9.43
"529","2013-05-30",9.36
"530","2013-05-31",9.14
"531","2013-06-03",9.36
"532","2013-06-04",9.6
"533","2013-06-05",9.7
"534","2013-06-06",9.81
"535","2013-06-07",10.87
"536","2013-06-10",10.89
"537","2013-06-11",10.95
"538","2013-06-12",10.99
"539","2013-06-13",11.35
"540","2013-06-14",11.18
"541","2013-06-17",11.95
"542","2013-06-18",12.01
"543","2013-06-19",11.8
"544","2013-06-20",11.39
"545","2013-06-21",11.31
"546","2013-06-24",10.85
"547","2013-06-25",11.27
"548","2013-06-26",11.17
"549","2013-06-27",11.45
"550","2013-06-28",11.33
"551","2013-07-01",11.57
"552","2013-07-02",11.93
"553","2013-07-03",11.73
"554","2013-07-05",11.74
"555","2013-07-08",11.73
"556","2013-07-09",11.46
"557","2013-07-10",11.65
"558","2013-07-11",11.86
"559","2013-07-12",12.84
"560","2013-07-15",12.98
"561","2013-07-16",12.48
"562","2013-07-17",13.17
"563","2013-07-18",13.09
"564","2013-07-19",13.05
"565","2013-07-22",12.89
"566","2013-07-23",13.06
"567","2013-07-24",12.5
"568","2013-07-25",12.99
"569","2013-07-26",12.91
"570","2013-07-29",12.83
"571","2013-07-30",12.78
"572","2013-07-31",12.84
"573","2013-08-01",13.21
"574","2013-08-02",14.42
"575","2013-08-05",14.37
"576","2013-08-06",13.81
"577","2013-08-07",13.68
"578","2013-08-08",13.69
"579","2013-08-09",13.78
"580","2013-08-12",13.7
"581","2013-08-13",13.61
"582","2013-08-14",14.06
"583","2013-08-15",13.69
"584","2013-08-16",13.67
"585","2013-08-19",14.11
"586","2013-08-20",13.99
"587","2013-08-21",13
"588","2013-08-22",12.74
"589","2013-08-23",13.18
"590","2013-08-26",13.03
"591","2013-08-27",13.17
"592","2013-08-28",13.13
"593","2013-08-29",13.7
"594","2013-08-30",13.55
"595","2013-09-03",13.96
"596","2013-09-04",13.83
"597","2013-09-05",14.82
"598","2013-09-06",14.98
"599","2013-09-09",15.84
"600","2013-09-10",15.97
"601","2013-09-11",15.72
"602","2013-09-12",15.32
"603","2013-09-13",15.8
"604","2013-09-16",15.6
"605","2013-09-17",15.18
"606","2013-09-18",15.32
"607","2013-09-19",15.64
"608","2013-09-20",15.88
"609","2013-09-23",15.64
"610","2013-09-24",15.87
"611","2013-09-25",16.200001
"612","2013-09-26",16.280001
"613","2013-09-27",16.16
"614","2013-09-30",16.49
"615","2013-10-01",16.690001
"616","2013-10-02",17.139999
"617","2013-10-03",17.01
"618","2013-10-04",17.83
"619","2013-10-07",17.33
"620","2013-10-08",16.120001
"621","2013-10-09",16.57
"622","2013-10-10",18.040001
"623","2013-10-11",18.280001
"624","2013-10-14",18.690001
"625","2013-10-15",18.469999
"626","2013-10-16",18.92
"627","2013-10-17",19.41
"628","2013-10-18",20.33
"629","2013-10-21",20.549999
"630","2013-10-22",19.889999
"631","2013-10-23",18.66
"632","2013-10-24",18.389999
"633","2013-10-25",17
"634","2013-10-28",17.35
"635","2013-10-29",18.02
"636","2013-10-30",18.24
"637","2013-10-31",18
"638","2013-11-01",17.530001
"639","2013-11-04",18.42
"640","2013-11-05",18.09
"641","2013-11-06",18.559999
"642","2013-11-07",17.809999
"643","2013-11-08",18.360001
"644","2013-11-11",18.24
"645","2013-11-12",18.34
"646","2013-11-13",18.549999
"647","2013-11-14",19.23
"648","2013-11-15",20.540001
"649","2013-11-18",20.6
"650","2013-11-19",19.799999
"651","2013-11-20",19.07
"652","2013-11-21",18.98
"653","2013-11-22",18.9
"654","2013-11-25",18.4
"655","2013-11-26",16.780001
"656","2013-11-27",17.629999
"657","2013-11-29",17.85
"658","2013-12-02",18.4
"659","2013-12-03",19.139999
"660","2013-12-04",19.77
"661","2013-12-05",19.719999
"662","2013-12-06",19.5
"663","2013-12-09",19.440001
"664","2013-12-10",19.99
"665","2013-12-11",19.030001
"666","2013-12-12",19.540001
"667","2013-12-13",19.84
"668","2013-12-16",19.700001
"669","2013-12-17",20.48
"670","2013-12-18",21.85
"671","2013-12-19",21.440001
"672","2013-12-20",22.4
"673","2013-12-23",22.110001
"674","2013-12-24",23.219999
"675","2013-12-26",22.82
"676","2013-12-27",22.65
"677","2013-12-30",23.09
"678","2013-12-31",23.52
"679","2014-01-02",23.32
"680","2014-01-03",21.83
"681","2014-01-06",21.799999
"682","2014-01-07",23.01
"683","2014-01-08",23.280001
"684","2014-01-09",23.030001
"685","2014-01-10",22.889999
"686","2014-01-13",22.209999
"687","2014-01-14",22.030001
"688","2014-01-15",23.120001
"689","2014-01-16",24.01
"690","2014-01-17",23.559999
"691","2014-01-21",23.129999
"692","2014-01-22",22.41
"693","2014-01-23",22.059999
"694","2014-01-24",21.41
"695","2014-01-27",20.82
"696","2014-01-28",23.65
"697","2014-01-29",22.639999
"698","2014-01-30",22.58
"699","2014-01-31",22.57
"700","2014-02-03",21.85
"701","2014-02-04",21.58
"702","2014-02-05",21.809999
"703","2014-02-06",21.610001
"704","2014-02-07",21.629999
"705","2014-02-10",21.110001
"706","2014-02-11",21.889999
"707","2014-02-12",22.57
"708","2014-02-13",24.040001
"709","2014-02-14",23.91
"710","2014-02-18",25.559999
"711","2014-02-19",25.92
"712","2014-02-20",26.940001
"713","2014-02-21",26.08
"714","2014-02-24",25.82
"715","2014-02-25",26.059999
"716","2014-02-26",25.459999
"717","2014-02-27",25.85
"718","2014-02-28",25.99
"719","2014-03-03",26.389999
"720","2014-03-04",29.33
"721","2014-03-05",27.73
"722","2014-03-06",27.65
"723","2014-03-07",26.65
"724","2014-03-10",27.889999
"725","2014-03-11",28.18
"726","2014-03-12",27.41
"727","2014-03-13",27.17
"728","2014-03-14",26.84
"729","2014-03-17",27.799999
"730","2014-03-18",30.77
"731","2014-03-19",31.549999
"732","2014-03-20",30.309999
"733","2014-03-21",30
"734","2014-03-24",29.219999
"735","2014-03-25",28.07
"736","2014-03-26",27.41
"737","2014-03-27",25.450001
"738","2014-03-28",26.780001
"739","2014-03-31",28.700001
"740","2014-04-01",30
"741","2014-04-02",28.34
"742","2014-04-03",26.18
"743","2014-04-04",25.6
"744","2014-04-07",24.57
"745","2014-04-08",25.07
"746","2014-04-09",26.209999
"747","2014-04-10",25.74
"748","2014-04-11",24.18
"749","2014-04-14",25.09
"750","2014-04-15",24.33
"751","2014-04-16",26.1
"752","2014-04-17",26.200001
"753","2014-04-21",26.57
"754","2014-04-22",26.91
"755","2014-04-23",25.940001
"756","2014-04-24",25.43
"757","2014-04-25",24.57
"758","2014-04-28",23.68
"759","2014-04-29",25.370001
"760","2014-04-30",24.02
"761","2014-05-01",24.200001
"762","2014-05-02",24.49
"763","2014-05-05",24.41
"764","2014-05-06",24.219999
"765","2014-05-07",23.790001
"766","2014-05-08",23.16
"767","2014-05-09",23.059999
"768","2014-05-12",26.129999
"769","2014-05-13",26.540001
"770","2014-05-14",26.809999
"771","2014-05-15",25.860001
"772","2014-05-16",25.85
"773","2014-05-19",25.780001
"774","2014-05-20",25.620001
"775","2014-05-21",25.889999
"776","2014-05-22",26.92
"777","2014-05-23",25.870001
"778","2014-05-27",25.27
"779","2014-05-28",25.370001
"780","2014-05-29",26.15
"781","2014-05-30",26.959999
"782","2014-06-02",25.530001
"783","2014-06-03",25.469999
"784","2014-06-04",24.700001
"785","2014-06-05",26
"786","2014-06-06",27.43
"787","2014-06-09",27.129999
"788","2014-06-10",26.26
"789","2014-06-11",26.83
"790","2014-06-12",25.780001
"791","2014-06-13",25.82
"792","2014-06-16",26.690001
"793","2014-06-17",27.639999
"794","2014-06-18",29.309999
"795","2014-06-19",29.5
"796","2014-06-20",29.469999
"797","2014-06-23",29.360001
"798","2014-06-24",29.719999
"799","2014-06-25",29.889999
"800","2014-06-26",30.030001
"801","2014-06-27",29.99
"802","2014-06-30",29.969999
"803","2014-07-01",30.190001
"804","2014-07-02",30.99
"805","2014-07-03",31.959999
"806","2014-07-07",31.110001
"807","2014-07-08",29.549999
"808","2014-07-09",29.42
"809","2014-07-10",29.01
"810","2014-07-11",28.889999
"811","2014-07-14",29.559999
"812","2014-07-15",29.09
"813","2014-07-16",28.6
"814","2014-07-17",27.620001
"815","2014-07-18",27.99
"816","2014-07-21",28.139999
"817","2014-07-22",27.780001
"818","2014-07-23",27.82
"819","2014-07-24",27.389999
"820","2014-07-25",27.219999
"821","2014-07-28",28.959999
"822","2014-07-29",26.68
"823","2014-07-30",27.719999
"824","2014-07-31",27.83
"825","2014-08-01",27.700001
"826","2014-08-04",28.309999
"827","2014-08-05",28.120001
"828","2014-08-06",27.860001
"829","2014-08-07",27.77
"830","2014-08-08",27.82
"831","2014-08-11",29.870001
"832","2014-08-12",28.74
"833","2014-08-13",28.83
"834","2014-08-14",28.049999
"835","2014-08-15",28.459999
"836","2014-08-18",29.42
"837","2014-08-19",29.459999
"838","2014-08-20",29.879999
"839","2014-08-21",29.25
"840","2014-08-22",29.540001
"841","2014-08-25",31.290001
"842","2014-08-26",30.059999
"843","2014-08-27",28.309999
"844","2014-08-28",28.68
"845","2014-08-29",27.309999
"846","2014-09-02",28.049999
"847","2014-09-03",25.709999
"848","2014-09-04",27.08
"849","2014-09-05",28.040001
"850","2014-09-08",27.41
"851","2014-09-09",21.879999
"852","2014-09-10",20.120001
"853","2014-09-11",15.52
"854","2014-09-12",19.870001
"855","2014-09-15",21.459999
"856","2014-09-16",20.200001
"857","2014-09-17",21
"858","2014-09-18",20.040001
"859","2014-09-19",20
"860","2014-09-22",19.059999
"861","2014-09-23",19.18
"862","2014-09-24",18.74
"863","2014-09-25",18.209999
"864","2014-09-26",18.129999
"865","2014-09-29",18.040001
"866","2014-09-30",18
"867","2014-10-01",16.85
"868","2014-10-02",17.42
"869","2014-10-03",17.91
"870","2014-10-06",17.549999
"871","2014-10-07",18.889999
"872","2014-10-08",21.540001
"873","2014-10-09",19.389999
"874","2014-10-10",18.73
"875","2014-10-13",17.01
"876","2014-10-14",17.41
"877","2014-10-15",17.82
"878","2014-10-16",18.33
"879","2014-10-17",17.610001
"880","2014-10-20",18.200001
"881","2014-10-21",19.4
"882","2014-10-22",19.01
"883","2014-10-23",18.950001
"884","2014-10-24",18.99
"885","2014-10-27",19.049999
"886","2014-10-28",19.959999
"887","2014-10-29",19.24
"888","2014-10-30",19.83
"889","2014-10-31",20.92
"890","2014-11-03",21.92
"891","2014-11-04",21.92
"892","2014-11-05",20.91
"893","2014-11-06",19.41
"894","2014-11-07",19.450001
"895","2014-11-10",20.4
"896","2014-11-11",20.639999
"897","2014-11-12",20.67
"898","2014-11-13",20.48
"899","2014-11-14",21.389999
"900","2014-11-17",20.299999
"901","2014-11-18",18.809999
"902","2014-11-19",20.23
"903","2014-11-20",20.360001
"904","2014-11-21",19.51
"905","2014-11-24",20.370001
"906","2014-11-25",20.76
"907","2014-11-26",18.610001
"908","2014-11-28",18.82
"909","2014-12-01",19.83
"910","2014-12-02",19.459999
"911","2014-12-03",18.459999
"912","2014-12-04",18.48
"913","2014-12-05",18.200001
"914","2014-12-08",16.940001
"915","2014-12-09",16.190001
"916","2014-12-10",15.51
"917","2014-12-11",16.5
"918","2014-12-12",15.72
"919","2014-12-15",15.85
"920","2014-12-16",15.55
"921","2014-12-17",16.040001
"922","2014-12-18",15.81
"923","2014-12-19",16.01
"924","2014-12-22",15.73
"925","2014-12-23",15.86
"926","2014-12-24",15.89
"927","2014-12-26",15.67
"928","2014-12-29",15.56
"929","2014-12-30",15.8
"930","2014-12-31",15.47
"931","2015-01-02",15.46
"932","2015-01-05",15.83
"933","2015-01-06",15.7
"934","2015-01-07",16.200001
"935","2015-01-08",17.17
"936","2015-01-09",17.469999
"937","2015-01-12",17.32
"938","2015-01-13",17.16
"939","2015-01-14",17.26
"940","2015-01-15",16.870001
"941","2015-01-16",17.35
"942","2015-01-20",17.4
"943","2015-01-21",17.6
"944","2015-01-22",17.299999
"945","2015-01-23",17.360001
"946","2015-01-26",17.530001
"947","2015-01-27",17.5
"948","2015-01-28",17.129999
"949","2015-01-29",16.91
"950","2015-01-30",16.549999
"951","2015-02-02",16.5
"952","2015-02-03",17.24
"953","2015-02-04",17.620001
"954","2015-02-05",17.92
"955","2015-02-06",18.27
"956","2015-02-09",17.98
"957","2015-02-10",18
"958","2015-02-11",18.059999
"959","2015-02-12",18.1
"960","2015-02-13",19.049999
"961","2015-02-17",19.059999
"962","2015-02-18",19.1
"963","2015-02-19",18.57
"964","2015-02-20",18.33
"965","2015-02-23",17.860001
"966","2015-02-24",17.85
"967","2015-02-25",17.57
"968","2015-02-26",17.639999
"969","2015-02-27",17.299999
"970","2015-03-02",16.57
"971","2015-03-03",16.1
"972","2015-03-04",16.639999
"973","2015-03-05",16.59
"974","2015-03-06",17.33
"975","2015-03-09",17.73
"976","2015-03-10",17.27
"977","2015-03-11",17.74
"978","2015-03-12",17.549999
"979","2015-03-13",17.389999
"980","2015-03-16",17.280001
"981","2015-03-17",17.200001
"982","2015-03-18",17.049999
"983","2015-03-19",16.190001
"984","2015-03-20",17.200001
"985","2015-03-23",17.18
"986","2015-03-24",17.09
"987","2015-03-25",16.99
"988","2015-03-26",16.93
"989","2015-03-27",16.98
"990","2015-03-30",17.299999
