"","date","NKTR"
"103","2007-05-31",11.34
"104","2007-06-01",11.16
"105","2007-06-04",11.21
"106","2007-06-05",10.95
"107","2007-06-06",10.84
"108","2007-06-07",10.69
"109","2007-06-08",10.51
"110","2007-06-11",10.44
"111","2007-06-12",10.4
"112","2007-06-13",10.77
"113","2007-06-14",10.65
"114","2007-06-15",10.83
"115","2007-06-18",10.63
"116","2007-06-19",10.62
"117","2007-06-20",10.21
"118","2007-06-21",10.16
"119","2007-06-22",9.85
"120","2007-06-25",9.32
"121","2007-06-26",9.55
"122","2007-06-27",9.84
"123","2007-06-28",9.67
"124","2007-06-29",9.49
"125","2007-07-02",9.61
"126","2007-07-03",9.62
"127","2007-07-05",9.75
"128","2007-07-06",9.51
"129","2007-07-09",9.48
"130","2007-07-10",9.17
"131","2007-07-11",9.13
"132","2007-07-12",9.05
"133","2007-07-13",9.01
"134","2007-07-16",9.02
"135","2007-07-17",9.1
"136","2007-07-18",9.1
"137","2007-07-19",8.9
"138","2007-07-20",8.8
"139","2007-07-23",8.71
"140","2007-07-24",8.49
"141","2007-07-25",8.49
"142","2007-07-26",8.17
"143","2007-07-27",7.95
"144","2007-07-30",7.78
"145","2007-07-31",7.63
"146","2007-08-01",7.75
"147","2007-08-02",7.89
"148","2007-08-03",8.14
"149","2007-08-06",8.39
"150","2007-08-07",8.42
"151","2007-08-08",9.24
"152","2007-08-09",9.59
"153","2007-08-10",8.85
"154","2007-08-13",8.69
"155","2007-08-14",8.48
"156","2007-08-15",8.45
"157","2007-08-16",8.46
"158","2007-08-17",8.73
"159","2007-08-20",8.72
"160","2007-08-21",8.5
"161","2007-08-22",8.59
"162","2007-08-23",8.34
"163","2007-08-24",8.46
"164","2007-08-27",8.32
"165","2007-08-28",8.15
"166","2007-08-29",8.17
"167","2007-08-30",8.11
"168","2007-08-31",8.26
"169","2007-09-04",8.73
"170","2007-09-05",8.29
"171","2007-09-06",8.72
"172","2007-09-07",8.49
"173","2007-09-10",8.48
"174","2007-09-11",8.67
"175","2007-09-12",8.48
"176","2007-09-13",8.45
"177","2007-09-14",8.46
"178","2007-09-17",8.36
"179","2007-09-18",8.84
"180","2007-09-19",8.81
"181","2007-09-20",8.88
"182","2007-09-21",9.02
"183","2007-09-24",9.06
"184","2007-09-25",8.8
"185","2007-09-26",9.12
"186","2007-09-27",9.18
"187","2007-09-28",8.83
"188","2007-10-01",8.98
"189","2007-10-02",8.87
"190","2007-10-03",8.86
"191","2007-10-04",8.48
"192","2007-10-05",8.5
"193","2007-10-08",8.38
"194","2007-10-09",8.57
"195","2007-10-10",8.5
"196","2007-10-11",8.37
"197","2007-10-12",8.27
"198","2007-10-15",8.03
"199","2007-10-16",8.1
"200","2007-10-17",8.08
"201","2007-10-18",6.67
"202","2007-10-19",6.54
"203","2007-10-22",6.69
"204","2007-10-23",6.65
"205","2007-10-24",6.58
"206","2007-10-25",6.05
"207","2007-10-26",6.09
"208","2007-10-29",6.18
"209","2007-10-30",5.91
"210","2007-10-31",5.98
"211","2007-11-01",5.65
"212","2007-11-02",5.62
"213","2007-11-05",5.39
"214","2007-11-06",5.49
"215","2007-11-07",5.22
"216","2007-11-08",5.45
"217","2007-11-09",5.57
"218","2007-11-12",5.8
"219","2007-11-13",6.12
"220","2007-11-14",6.51
"221","2007-11-15",6.3
"222","2007-11-16",6.49
"223","2007-11-19",6.29
"224","2007-11-20",6.26
"225","2007-11-21",6.41
"226","2007-11-23",6.42
"227","2007-11-26",6.22
"228","2007-11-27",6.29
"229","2007-11-28",6.58
"230","2007-11-29",6.54
"231","2007-11-30",6.67
"232","2007-12-03",6.48
"233","2007-12-04",6.48
"234","2007-12-05",6.57
"235","2007-12-06",7.11
"236","2007-12-07",7.29
"237","2007-12-10",7.35
"238","2007-12-11",7.03
"239","2007-12-12",7.02
"240","2007-12-13",6.97
"241","2007-12-14",6.9
"242","2007-12-17",6.82
"243","2007-12-18",6.7
"244","2007-12-19",6.69
"245","2007-12-20",6.84
"246","2007-12-21",6.98
"247","2007-12-24",6.98
"248","2007-12-26",6.93
"249","2007-12-27",6.73
"250","2007-12-28",6.63
"251","2007-12-31",6.71
"252","2008-01-02",6.6
"253","2008-01-03",6.39
"254","2008-01-04",6.35
"255","2008-01-07",6.51
"256","2008-01-08",6.35
"257","2008-01-09",6.52
"258","2008-01-10",7.31
"259","2008-01-11",7.13
"260","2008-01-14",7.04
"261","2008-01-15",6.83
"262","2008-01-16",7.32
"263","2008-01-17",7.36
"264","2008-01-18",7.15
"265","2008-01-22",6.89
"266","2008-01-23",7.09
"267","2008-01-24",7.27
"268","2008-01-25",7.29
"269","2008-01-28",7.5
"270","2008-01-29",7.37
"271","2008-01-30",7.25
"272","2008-01-31",7.13
"273","2008-02-01",7.25
"274","2008-02-04",7.23
"275","2008-02-05",6.94
"276","2008-02-06",6.92
"277","2008-02-07",6.86
"278","2008-02-08",6.8
"279","2008-02-11",6.45
"280","2008-02-12",6.5
"281","2008-02-13",6.63
"282","2008-02-14",6.32
"283","2008-02-15",6.33
"284","2008-02-19",6.36
"285","2008-02-20",6.42
"286","2008-02-21",6.12
"287","2008-02-22",6.27
"288","2008-02-25",6.46
"289","2008-02-26",6.72
"290","2008-02-27",6.46
"291","2008-02-28",7.13
"292","2008-02-29",6.95
"293","2008-03-03",6.95
"294","2008-03-04",7.09
"295","2008-03-05",7.07
"296","2008-03-06",6.83
"297","2008-03-07",6.27
"298","2008-03-10",6.17
"299","2008-03-11",6.4
"300","2008-03-12",6.24
"301","2008-03-13",6.62
"302","2008-03-14",6.44
"303","2008-03-17",6.31
"304","2008-03-18",6.78
"305","2008-03-19",6.72
"306","2008-03-20",6.65
"307","2008-03-24",7
"308","2008-03-25",7.05
"309","2008-03-26",7
"310","2008-03-27",7.07
"311","2008-03-28",6.94
"312","2008-03-31",6.94
"313","2008-04-01",6.89
"314","2008-04-02",6.94
"315","2008-04-03",6.99
"316","2008-04-04",7
"317","2008-04-07",7.35
"318","2008-04-08",7.19
"319","2008-04-09",5.39
"320","2008-04-10",5.51
"321","2008-04-11",5.28
"322","2008-04-14",4.94
"323","2008-04-15",4.76
"324","2008-04-16",4.75
"325","2008-04-17",4.75
"326","2008-04-18",4.89
"327","2008-04-21",4.69
"328","2008-04-22",4.74
"329","2008-04-23",4.59
"330","2008-04-24",4.57
"331","2008-04-25",4.61
"332","2008-04-28",4.63
"333","2008-04-29",4.78
"334","2008-04-30",4.82
"335","2008-05-01",5.09
"336","2008-05-02",5.23
"337","2008-05-05",5.41
"338","2008-05-06",5.37
"339","2008-05-07",5.22
"340","2008-05-08",4.62
"341","2008-05-09",4.74
"342","2008-05-12",4.82
"343","2008-05-13",4.78
"344","2008-05-14",4.77
"345","2008-05-15",4.76
"346","2008-05-16",4.64
"347","2008-05-19",4.56
"348","2008-05-20",4.47
"349","2008-05-21",4.37
"350","2008-05-22",4.44
"351","2008-05-23",4.33
"352","2008-05-27",4.29
"353","2008-05-28",4.28
"354","2008-05-29",4.52
"355","2008-05-30",4.46
"356","2008-06-02",4.54
"357","2008-06-03",4.49
"358","2008-06-04",4.51
"359","2008-06-05",4.69
"360","2008-06-06",4.45
"361","2008-06-09",4.21
"362","2008-06-10",4.2
"363","2008-06-11",4.04
"364","2008-06-12",3.92
"365","2008-06-13",4.01
"366","2008-06-16",4.15
"367","2008-06-17",4.07
"368","2008-06-18",3.82
"369","2008-06-19",3.73
"370","2008-06-20",3.72
"371","2008-06-23",3.68
"372","2008-06-24",3.66
"373","2008-06-25",3.7
"374","2008-06-26",3.48
"375","2008-06-27",3.44
"376","2008-06-30",3.35
"377","2008-07-01",3.34
"378","2008-07-02",3.26
"379","2008-07-03",3.1
"380","2008-07-07",3.15
"381","2008-07-08",3.62
"382","2008-07-09",3.64
"383","2008-07-10",3.71
"384","2008-07-11",3.47
"385","2008-07-14",3.51
"386","2008-07-15",3.51
"387","2008-07-16",3.5
"388","2008-07-17",4.02
"389","2008-07-18",4.15
"390","2008-07-21",4.34
"391","2008-07-22",4.63
"392","2008-07-23",4.44
"393","2008-07-24",5.36
"394","2008-07-25",4.91
"395","2008-07-28",4.68
"396","2008-07-29",4.69
"397","2008-07-30",4.66
"398","2008-07-31",4.98
"399","2008-08-01",5.01
"400","2008-08-04",4.75
"401","2008-08-05",5.03
"402","2008-08-06",5.2
"403","2008-08-07",4.41
"404","2008-08-08",4.79
"405","2008-08-11",4.83
"406","2008-08-12",4.67
"407","2008-08-13",4.72
"408","2008-08-14",5.01
"409","2008-08-15",4.62
"410","2008-08-18",4.43
"411","2008-08-19",4.27
"412","2008-08-20",4.12
"413","2008-08-21",4.02
"414","2008-08-22",4.33
"415","2008-08-25",4.06
"416","2008-08-26",3.93
"417","2008-08-27",3.69
"418","2008-08-28",3.94
"419","2008-08-29",3.97
"420","2008-09-02",3.74
"421","2008-09-03",3.69
"422","2008-09-04",3.6
"423","2008-09-05",3.67
"424","2008-09-08",3.81
"425","2008-09-09",3.62
"426","2008-09-10",3.74
"427","2008-09-11",3.71
"428","2008-09-12",3.74
"429","2008-09-15",3.73
"430","2008-09-16",4.01
"431","2008-09-17",3.88
"432","2008-09-18",4.35
"433","2008-09-19",4.28
"434","2008-09-22",3.98
"435","2008-09-23",3.96
"436","2008-09-24",3.88
"437","2008-09-25",3.64
"438","2008-09-26",3.73
"439","2008-09-29",3.62
"440","2008-09-30",3.59
"441","2008-10-01",3.77
"442","2008-10-02",3.6
"443","2008-10-03",3.46
"444","2008-10-06",3.35
"445","2008-10-07",3.27
"446","2008-10-08",3.23
"447","2008-10-09",2.91
"448","2008-10-10",2.91
"449","2008-10-13",3.18
"450","2008-10-14",3.03
"451","2008-10-15",2.83
"452","2008-10-16",3
"453","2008-10-17",3.19
"454","2008-10-20",4.01
"455","2008-10-21",3.8
"456","2008-10-22",4.03
"457","2008-10-23",4.42
"458","2008-10-24",4.53
"459","2008-10-27",4.11
"460","2008-10-28",4.17
"461","2008-10-29",4.86
"462","2008-10-30",5.1
"463","2008-10-31",5.53
"464","2008-11-03",5.4
"465","2008-11-04",5.13
"466","2008-11-05",4.77
"467","2008-11-06",4.84
"468","2008-11-07",4.73
"469","2008-11-10",4.88
"470","2008-11-11",4.71
"471","2008-11-12",4.26
"472","2008-11-13",4.92
"473","2008-11-14",4.37
"474","2008-11-17",4.44
"475","2008-11-18",4.19
"476","2008-11-19",3.76
"477","2008-11-20",3.21
"478","2008-11-21",3.74
"479","2008-11-24",4.27
"480","2008-11-25",4.43
"481","2008-11-26",4.74
"482","2008-11-28",4.75
"483","2008-12-01",4.67
"484","2008-12-02",5.15
"485","2008-12-03",5.14
"486","2008-12-04",4.79
"487","2008-12-05",5.69
"488","2008-12-08",5.97
"489","2008-12-09",5.77
"490","2008-12-10",5.53
"491","2008-12-11",5.11
"492","2008-12-12",5.71
"493","2008-12-15",5.21
"494","2008-12-16",5.31
"495","2008-12-17",5.56
"496","2008-12-18",5.41
"497","2008-12-19",5.53
"498","2008-12-22",5.34
"499","2008-12-23",5.31
"500","2008-12-24",5.28
"501","2008-12-26",5.45
"502","2008-12-29",5.31
"503","2008-12-30",5.34
"504","2008-12-31",5.56
"505","2009-01-02",5.79
"506","2009-01-05",5.51
"507","2009-01-06",5.55
"508","2009-01-07",5.36
"509","2009-01-08",5.5
"510","2009-01-09",5.28
"511","2009-01-12",5.04
"512","2009-01-13",5.55
"513","2009-01-14",5.1
"514","2009-01-15",5.23
"515","2009-01-16",4.7
"516","2009-01-20",4.22
"517","2009-01-21",4.65
"518","2009-01-22",4.14
"519","2009-01-23",4.05
"520","2009-01-26",4.04
"521","2009-01-27",4.03
"522","2009-01-28",4.28
"523","2009-01-29",4.17
"524","2009-01-30",4.11
"525","2009-02-02",4.2
"526","2009-02-03",4.36
"527","2009-02-04",4.49
"528","2009-02-05",4.81
"529","2009-02-06",4.99
"530","2009-02-09",4.95
"531","2009-02-10",4.81
"532","2009-02-11",4.69
"533","2009-02-12",5.05
"534","2009-02-13",4.93
"535","2009-02-17",4.7
"536","2009-02-18",4.8
"537","2009-02-19",4.71
"538","2009-02-20",4.7
"539","2009-02-23",4.65
"540","2009-02-24",4.85
"541","2009-02-25",4.54
"542","2009-02-26",4.47
"543","2009-02-27",4.49
"544","2009-03-02",4.43
"545","2009-03-03",4.14
"546","2009-03-04",4.3
"547","2009-03-05",4.09
"548","2009-03-06",4.21
"549","2009-03-09",4.07
"550","2009-03-10",4.2
"551","2009-03-11",4.11
"552","2009-03-12",4.37
"553","2009-03-13",4.47
"554","2009-03-16",4.67
"555","2009-03-17",4.85
"556","2009-03-18",4.92
"557","2009-03-19",4.82
"558","2009-03-20",4.59
"559","2009-03-23",5
"560","2009-03-24",4.86
"561","2009-03-25",5.17
"562","2009-03-26",5.53
"563","2009-03-27",5.34
"564","2009-03-30",5.33
"565","2009-03-31",5.39
"566","2009-04-01",5.18
"567","2009-04-02",5.26
"568","2009-04-03",5.1
"569","2009-04-06",5.09
"570","2009-04-07",5.02
"571","2009-04-08",5.09
"572","2009-04-09",5.44
"573","2009-04-13",5.45
"574","2009-04-14",5.11
"575","2009-04-15",5.15
"576","2009-04-16",5.46
"577","2009-04-17",5.8
"578","2009-04-20",5.52
"579","2009-04-21",5.68
"580","2009-04-22",5.75
"581","2009-04-23",5.6
"582","2009-04-24",5.6
"583","2009-04-27",5.49
"584","2009-04-28",5.58
"585","2009-04-29",5.82
"586","2009-04-30",5.6
"587","2009-05-01",5.43
"588","2009-05-04",5.65
"589","2009-05-05",5.53
"590","2009-05-06",5.35
"591","2009-05-07",5.31
"592","2009-05-08",5.31
"593","2009-05-11",5.56
"594","2009-05-12",5.29
"595","2009-05-13",5.06
"596","2009-05-14",6.19
"597","2009-05-15",6.03
"598","2009-05-18",6.63
"599","2009-05-19",6.77
"600","2009-05-20",6.71
"601","2009-05-21",6.59
"602","2009-05-22",6.42
"603","2009-05-26",6.94
"604","2009-05-27",6.62
"605","2009-05-28",6.61
"606","2009-05-29",6.75
"607","2009-06-01",6.79
"608","2009-06-02",6.87
"609","2009-06-03",6.81
"610","2009-06-04",6.85
"611","2009-06-05",6.74
"612","2009-06-08",6.47
"613","2009-06-09",6.48
"614","2009-06-10",6.34
"615","2009-06-11",6.29
"616","2009-06-12",6.23
"617","2009-06-15",5.92
"618","2009-06-16",5.91
"619","2009-06-17",5.62
"620","2009-06-18",5.63
"621","2009-06-19",6.04
"622","2009-06-22",6.15
"623","2009-06-23",6.41
"624","2009-06-24",6.47
"625","2009-06-25",6.5
"626","2009-06-26",6.47
"627","2009-06-29",6.45
"628","2009-06-30",6.48
"629","2009-07-01",6.38
"630","2009-07-02",6.11
"631","2009-07-06",6.16
"632","2009-07-07",6.2
"633","2009-07-08",5.99
"634","2009-07-09",5.89
"635","2009-07-10",6.01
"636","2009-07-13",6.04
"637","2009-07-14",5.95
"638","2009-07-15",6.36
"639","2009-07-16",6.64
"640","2009-07-17",6.51
"641","2009-07-20",6.9
"642","2009-07-21",6.86
"643","2009-07-22",7.15
"644","2009-07-23",7.74
"645","2009-07-24",7.84
"646","2009-07-27",7.42
"647","2009-07-28",7.22
"648","2009-07-29",7.25
"649","2009-07-30",7.22
"650","2009-07-31",7.08
"651","2009-08-03",7.18
"652","2009-08-04",7.58
"653","2009-08-05",7.35
"654","2009-08-06",7.47
"655","2009-08-07",7.54
"656","2009-08-10",7.57
"657","2009-08-11",7.45
"658","2009-08-12",7.77
"659","2009-08-13",7.61
"660","2009-08-14",7.22
"661","2009-08-17",6.96
"662","2009-08-18",6.97
"663","2009-08-19",7.16
"664","2009-08-20",7.34
"665","2009-08-21",7.61
"666","2009-08-24",7.5
"667","2009-08-25",7.86
"668","2009-08-26",8.05
"669","2009-08-27",8.07
"670","2009-08-28",8.15
"671","2009-08-31",8.29
"672","2009-09-01",8.25
"673","2009-09-02",8.29
"674","2009-09-03",8.4
"675","2009-09-04",8.39
"676","2009-09-08",8.38
"677","2009-09-09",8.56
"678","2009-09-10",8.56
"679","2009-09-11",8.34
"680","2009-09-14",8.54
"681","2009-09-15",8.37
"682","2009-09-16",8.47
"683","2009-09-17",8.48
"684","2009-09-18",8.46
"685","2009-09-21",9.57
"686","2009-09-22",10.47
"687","2009-09-23",10.39
"688","2009-09-24",10.26
"689","2009-09-25",9.96
"690","2009-09-28",10.1
"691","2009-09-29",9.79
"692","2009-09-30",9.74
"693","2009-10-01",9.31
"694","2009-10-02",9.39
"695","2009-10-05",9.83
"696","2009-10-06",9.8
"697","2009-10-07",9.68
"698","2009-10-08",9.37
"699","2009-10-09",9.4
"700","2009-10-12",9.66
"701","2009-10-13",9.61
"702","2009-10-14",9.8
"703","2009-10-15",10.05
"704","2009-10-16",9.61
"705","2009-10-19",9.55
"706","2009-10-20",9.4
"707","2009-10-21",9.29
"708","2009-10-22",9.45
"709","2009-10-23",9.07
"710","2009-10-26",8.57
"711","2009-10-27",8.39
"712","2009-10-28",8.07
"713","2009-10-29",8.46
"714","2009-10-30",8.12
"715","2009-11-02",8.19
"716","2009-11-03",8.45
"717","2009-11-04",8.2
"718","2009-11-05",8.31
"719","2009-11-06",8.88
"720","2009-11-09",8.91
"721","2009-11-10",8.71
"722","2009-11-11",8.62
"723","2009-11-12",8.59
"724","2009-11-13",8.6
"725","2009-11-16",9.16
"726","2009-11-17",9.35
"727","2009-11-18",9.24
"728","2009-11-19",8.73
"729","2009-11-20",8.64
"730","2009-11-23",8.76
"731","2009-11-24",8.7
"732","2009-11-25",8.92
"733","2009-11-27",8.61
"734","2009-11-30",8.71
"735","2009-12-01",9.34
"736","2009-12-02",9.72
"737","2009-12-03",9.61
"738","2009-12-04",9.62
"739","2009-12-07",9.84
"740","2009-12-08",9.63
"741","2009-12-09",9.58
"742","2009-12-10",9.45
"743","2009-12-11",9.2
"744","2009-12-14",9.04
"745","2009-12-15",9.08
"746","2009-12-16",8.89
"747","2009-12-17",8.66
"748","2009-12-18",8.75
"749","2009-12-21",8.7
"750","2009-12-22",8.99
"751","2009-12-23",9.01
"752","2009-12-24",9.06
"753","2009-12-28",9.06
"754","2009-12-29",8.97
"755","2009-12-30",9.15
"756","2009-12-31",9.32
"757","2010-01-04",9.68
"758","2010-01-05",9.66
"759","2010-01-06",9.53
"760","2010-01-07",9.57
"761","2010-01-08",9.39
"762","2010-01-11",9.5
"763","2010-01-12",9.7
"764","2010-01-13",11.01
"765","2010-01-14",11.82
"766","2010-01-15",11.97
"767","2010-01-19",12.02
"768","2010-01-20",12.04
"769","2010-01-21",12.19
"770","2010-01-22",11.85
"771","2010-01-25",11.8
"772","2010-01-26",11.77
"773","2010-01-27",11.97
"774","2010-01-28",11.42
"775","2010-01-29",11.42
"776","2010-02-01",11.34
"777","2010-02-02",11.88
"778","2010-02-03",11.95
"779","2010-02-04",11.28
"780","2010-02-05",11.32
"781","2010-02-08",11.4
"782","2010-02-09",11.71
"783","2010-02-10",11.69
"784","2010-02-11",11.78
"785","2010-02-12",11.92
"786","2010-02-16",12.12
"787","2010-02-17",12.6
"788","2010-02-18",12.87
"789","2010-02-19",12.84
"790","2010-02-22",12.93
"791","2010-02-23",12.52
"792","2010-02-24",12.67
"793","2010-02-25",12.59
"794","2010-02-26",12.39
"795","2010-03-01",12.77
"796","2010-03-02",12.53
"797","2010-03-03",14.32
"798","2010-03-04",14.58
"799","2010-03-05",14.94
"800","2010-03-08",14.89
"801","2010-03-09",15.29
"802","2010-03-10",15.36
"803","2010-03-11",15.46
"804","2010-03-12",15.39
"805","2010-03-15",15.4
"806","2010-03-16",15.37
"807","2010-03-17",15.22
"808","2010-03-18",15.29
"809","2010-03-19",14.84
"810","2010-03-22",15.19
"811","2010-03-23",15.5
"812","2010-03-24",15.37
"813","2010-03-25",15.52
"814","2010-03-26",15.2
"815","2010-03-29",15.33
"816","2010-03-30",15.32
"817","2010-03-31",15.21
"818","2010-04-01",15.55
"819","2010-04-05",15.58
"820","2010-04-06",15.1
"821","2010-04-07",14.63
"822","2010-04-08",14.58
"823","2010-04-09",14.96
"824","2010-04-12",14.6
"825","2010-04-13",14.68
"826","2010-04-14",14.56
"827","2010-04-15",14.75
"828","2010-04-16",14.28
"829","2010-04-19",14.11
"830","2010-04-20",14.47
"831","2010-04-21",14.47
"832","2010-04-22",14.5
"833","2010-04-23",14.26
"834","2010-04-26",13.62
"835","2010-04-27",13.67
"836","2010-04-28",14.05
"837","2010-04-29",14.41
"838","2010-04-30",13.96
"839","2010-05-03",15.08
"840","2010-05-04",14.55
"841","2010-05-05",14.51
"842","2010-05-06",13.13
"843","2010-05-07",12.95
"844","2010-05-10",13.83
"845","2010-05-11",13.16
"846","2010-05-12",13.83
"847","2010-05-13",13.39
"848","2010-05-14",13
"849","2010-05-17",12.97
"850","2010-05-18",12.49
"851","2010-05-19",12.57
"852","2010-05-20",12.2
"853","2010-05-21",11.71
"854","2010-05-24",12.01
"855","2010-05-25",11.87
"856","2010-05-26",11.81
"857","2010-05-27",12.31
"858","2010-05-28",12.23
"859","2010-06-01",12.14
"860","2010-06-02",12.53
"861","2010-06-03",12.83
"862","2010-06-04",11.72
"863","2010-06-07",11.36
"864","2010-06-08",11.25
"865","2010-06-09",11.83
"866","2010-06-10",12.48
"867","2010-06-11",12.7
"868","2010-06-14",13.14
"869","2010-06-15",13.89
"870","2010-06-16",13.48
"871","2010-06-17",13.12
"872","2010-06-18",13.12
"873","2010-06-21",12.77
"874","2010-06-22",12.26
"875","2010-06-23",12.31
"876","2010-06-24",12.22
"877","2010-06-25",12.54
"878","2010-06-28",12.25
"879","2010-06-29",11.75
"880","2010-06-30",12.1
"881","2010-07-01",11.62
"882","2010-07-02",11.6
"883","2010-07-06",11.79
"884","2010-07-07",12.1
"885","2010-07-08",12.36
"886","2010-07-09",12.95
"887","2010-07-12",12.62
"888","2010-07-13",13.11
"889","2010-07-14",12.93
"890","2010-07-15",12.74
"891","2010-07-16",12.08
"892","2010-07-19",12.04
"893","2010-07-20",12
"894","2010-07-21",12.07
"895","2010-07-22",12.15
"896","2010-07-23",12.8
"897","2010-07-26",13.53
"898","2010-07-27",13.79
"899","2010-07-28",13.35
"900","2010-07-29",13.11
"901","2010-07-30",13.06
"902","2010-08-02",13.7
"903","2010-08-03",13.97
"904","2010-08-04",14.71
"905","2010-08-05",14.76
"906","2010-08-06",14.73
"907","2010-08-09",15.21
"908","2010-08-10",14.99
"909","2010-08-11",14.13
"910","2010-08-12",14.48
"911","2010-08-13",14.18
"912","2010-08-16",14.25
"913","2010-08-17",14.18
"914","2010-08-18",14.39
"915","2010-08-19",13.83
"916","2010-08-20",13.88
"917","2010-08-23",13.55
"918","2010-08-24",12.99
"919","2010-08-25",13.19
"920","2010-08-26",13.18
"921","2010-08-27",13.36
"922","2010-08-30",12.75
"923","2010-08-31",12.79
"924","2010-09-01",13.4
"925","2010-09-02",14.2
"926","2010-09-03",14.17
"927","2010-09-07",13.47
"928","2010-09-08",13.57
"929","2010-09-09",13.54
"930","2010-09-10",14.13
"931","2010-09-13",14.31
"932","2010-09-14",14.26
"933","2010-09-15",14.05
"934","2010-09-16",13.77
"935","2010-09-17",13.63
"936","2010-09-20",14.37
"937","2010-09-21",14.23
"938","2010-09-22",13.86
"939","2010-09-23",13.88
"940","2010-09-24",14.86
"941","2010-09-27",14.17
"942","2010-09-28",14.73
"943","2010-09-29",14.67
"944","2010-09-30",14.77
"945","2010-10-01",14.71
"946","2010-10-04",14.53
"947","2010-10-05",14.92
"948","2010-10-06",15.06
"949","2010-10-07",14.81
"950","2010-10-08",15.67
"951","2010-10-11",15.2
"952","2010-10-12",15.65
"953","2010-10-13",15.45
"954","2010-10-14",15.43
"955","2010-10-15",15.53
"956","2010-10-18",15.88
"957","2010-10-19",15.65
"958","2010-10-20",15.8
"959","2010-10-21",15.34
"960","2010-10-22",15.07
"961","2010-10-25",15.22
"962","2010-10-26",14.79
"963","2010-10-27",14.91
"964","2010-10-28",14.82
"965","2010-10-29",14.57
"966","2010-11-01",14.63
"967","2010-11-02",14.77
"968","2010-11-03",15.08
"969","2010-11-04",15.14
"970","2010-11-05",14.36
"971","2010-11-08",13.94
"972","2010-11-09",13.96
"973","2010-11-10",14.1
"974","2010-11-11",13.96
"975","2010-11-12",13.79
"976","2010-11-15",13.77
"977","2010-11-16",13.7
"978","2010-11-17",13.4
"979","2010-11-18",13.75
"980","2010-11-19",13.74
"981","2010-11-22",13.76
"982","2010-11-23",13.19
"983","2010-11-24",13.69
"984","2010-11-26",13.49
"985","2010-11-29",12.95
"986","2010-11-30",12.67
"987","2010-12-01",13.19
"988","2010-12-02",13
"989","2010-12-03",13.3
"990","2010-12-06",13.48
"991","2010-12-07",13.46
"992","2010-12-08",13.44
"993","2010-12-09",13.69
"994","2010-12-10",14.06
"995","2010-12-13",12.71
"996","2010-12-14",12.59
"997","2010-12-15",12.89
"998","2010-12-16",12.97
"999","2010-12-17",12.49
