"","date","UONE"
"371","2008-06-23",1.55
"372","2008-06-24",1.54
"373","2008-06-25",1.45
"374","2008-06-26",1.44
"375","2008-06-27",1.35
"376","2008-06-30",1.41
"377","2008-07-01",1.33
"378","2008-07-02",1.4
"379","2008-07-03",1.3
"380","2008-07-07",1.22
"381","2008-07-08",1.2
"382","2008-07-09",1.05
"383","2008-07-10",1.1
"384","2008-07-11",1.05
"385","2008-07-14",1.01
"386","2008-07-15",1.06
"387","2008-07-16",1.08
"388","2008-07-17",1.4
"389","2008-07-18",1.14
"390","2008-07-21",1.23
"391","2008-07-22",1.26
"392","2008-07-23",1.34
"393","2008-07-24",1.21
"394","2008-07-25",1.17
"395","2008-07-28",1.31
"396","2008-07-29",1.42
"397","2008-07-30",1.8
"398","2008-07-31",1.89
"399","2008-08-01",1.64
"400","2008-08-04",1.62
"401","2008-08-05",1.57
"402","2008-08-06",1.38
"403","2008-08-07",1.41
"404","2008-08-08",1.4
"405","2008-08-11",1.41
"406","2008-08-12",1.46
"407","2008-08-13",1.43
"408","2008-08-14",1.48
"409","2008-08-15",1.37
"410","2008-08-18",1.29
"411","2008-08-19",1.25
"412","2008-08-20",1.39
"413","2008-08-21",1.43
"414","2008-08-22",1.42
"415","2008-08-25",1.42
"416","2008-08-26",1.79
"417","2008-08-27",1.66
"418","2008-08-28",1.66
"419","2008-08-29",1.71
"420","2008-09-02",1.63
"421","2008-09-03",1.57
"422","2008-09-04",1.45
"423","2008-09-05",1.45
"424","2008-09-08",1.45
"425","2008-09-09",1.44
"426","2008-09-10",1.34
"427","2008-09-11",1.26
"428","2008-09-12",1.5
"429","2008-09-15",1.5
"430","2008-09-16",1.35
"431","2008-09-17",1.3
"432","2008-09-18",1.29
"433","2008-09-19",1.29
"434","2008-09-22",1.28
"435","2008-09-23",1.17
"436","2008-09-24",1.13
"437","2008-09-25",1.25
"438","2008-09-26",1.21
"439","2008-09-29",1.13
"440","2008-09-30",1.41
"441","2008-10-01",1.42
"442","2008-10-02",1.36
"443","2008-10-03",1.15
"444","2008-10-06",1.13
"445","2008-10-07",1.24
"446","2008-10-08",0.83
"447","2008-10-09",0.76
"448","2008-10-10",0.68
"449","2008-10-13",0.62
"450","2008-10-14",0.72
"451","2008-10-15",0.78
"452","2008-10-16",0.72
"453","2008-10-17",0.58
"454","2008-10-20",0.72
"455","2008-10-21",0.72
"456","2008-10-22",0.72
"457","2008-10-23",0.71
"458","2008-10-24",0.71
"459","2008-10-27",0.72
"460","2008-10-28",0.72
"461","2008-10-29",0.72
"462","2008-10-30",0.75
"463","2008-10-31",0.8
"464","2008-11-03",0.79
"465","2008-11-04",0.58
"466","2008-11-05",0.59
"467","2008-11-06",0.58
"468","2008-11-07",0.51
"469","2008-11-10",0.56
"470","2008-11-11",0.56
"471","2008-11-12",0.38
"472","2008-11-13",0.45
"473","2008-11-14",0.49
"474","2008-11-17",0.47
"475","2008-11-18",0.35
"476","2008-11-19",0.38
"477","2008-11-20",0.46
"478","2008-11-21",0.39
"479","2008-11-24",0.45
"480","2008-11-25",0.83
"481","2008-11-26",0.5
"482","2008-11-28",0.55
"483","2008-12-01",0.57
"484","2008-12-02",0.6
"485","2008-12-03",0.6
"486","2008-12-04",0.6
"487","2008-12-05",0.41
"488","2008-12-08",0.51
"489","2008-12-09",0.56
"490","2008-12-10",0.56
"491","2008-12-11",0.55
"492","2008-12-12",0.69
"493","2008-12-15",0.5
"494","2008-12-16",0.43
"495","2008-12-17",0.44
"496","2008-12-18",0.46
"497","2008-12-19",0.54
"498","2008-12-22",0.5
"499","2008-12-23",0.45
"500","2008-12-24",0.45
"501","2008-12-26",0.44
"502","2008-12-29",0.44
"503","2008-12-30",0.45
"504","2008-12-31",0.45
"505","2009-01-02",0.53
"506","2009-01-05",0.47
"507","2009-01-06",0.5
"508","2009-01-07",0.65
"509","2009-01-08",0.65
"510","2009-01-09",0.55
"511","2009-01-12",0.55
"512","2009-01-13",0.55
"513","2009-01-14",0.54
"514","2009-01-15",0.6
"515","2009-01-16",0.6
"516","2009-01-20",0.5
"517","2009-01-21",0.46
"518","2009-01-22",0.45
"519","2009-01-23",0.45
"520","2009-01-26",0.55
"521","2009-01-27",0.45
"522","2009-01-28",0.45
"523","2009-01-29",0.45
"524","2009-01-30",0.42
"525","2009-02-02",0.42
"526","2009-02-03",0.37
"527","2009-02-04",0.41
"528","2009-02-05",0.41
"529","2009-02-06",0.32
"530","2009-02-09",0.33
"531","2009-02-10",0.34
"532","2009-02-11",0.35
"533","2009-02-12",0.35
"534","2009-02-13",0.35
"535","2009-02-17",0.5
"536","2009-02-18",0.36
"537","2009-02-19",0.35
"538","2009-02-20",0.35
"539","2009-02-23",0.65
"540","2009-02-24",0.64
"541","2009-02-25",0.6
"542","2009-02-26",0.5
"543","2009-02-27",0.59
"544","2009-03-02",0.59
"545","2009-03-03",0.58
"546","2009-03-04",0.59
"547","2009-03-05",0.43
"548","2009-03-06",0.5
"549","2009-03-09",0.58
"550","2009-03-10",0.5
"551","2009-03-11",0.4
"552","2009-03-12",0.6
"553","2009-03-13",0.53
"554","2009-03-16",0.73
"555","2009-03-17",0.67
"556","2009-03-18",0.55
"557","2009-03-19",0.53
"558","2009-03-20",0.56
"559","2009-03-23",0.52
"560","2009-03-24",0.56
"561","2009-03-25",0.5
"562","2009-03-26",0.64
"563","2009-03-27",0.5
"564","2009-03-30",0.51
"565","2009-03-31",0.53
"566","2009-04-01",0.56
"567","2009-04-02",0.58
"568","2009-04-03",0.63
"569","2009-04-06",0.68
"570","2009-04-07",0.63
"571","2009-04-08",0.76
"572","2009-04-09",0.8
"573","2009-04-13",1.02
"574","2009-04-14",1.09
"575","2009-04-15",0.91
"576","2009-04-16",0.85
"577","2009-04-17",1
"578","2009-04-20",0.95
"579","2009-04-21",0.85
"580","2009-04-22",0.98
"581","2009-04-23",0.98
"582","2009-04-24",1.11
"583","2009-04-27",1.01
"584","2009-04-28",0.9
"585","2009-04-29",0.9
"586","2009-04-30",0.95
"587","2009-05-01",0.95
"588","2009-05-04",0.95
"589","2009-05-05",0.89
"590","2009-05-06",0.96
"591","2009-05-07",0.73
"592","2009-05-08",0.88
"593","2009-05-11",0.88
"594","2009-05-12",0.9
"595","2009-05-13",0.78
"596","2009-05-14",0.93
"597","2009-05-15",0.88
"598","2009-05-18",0.8
"599","2009-05-19",0.9
"600","2009-05-20",0.72
"601","2009-05-21",0.72
"602","2009-05-22",0.71
"603","2009-05-26",0.88
"604","2009-05-27",0.72
"605","2009-05-28",0.72
"606","2009-05-29",0.85
"607","2009-06-01",0.83
"608","2009-06-02",0.76
"609","2009-06-03",0.84
"610","2009-06-04",0.84
"611","2009-06-05",0.84
"612","2009-06-08",0.71
"613","2009-06-09",0.72
"614","2009-06-10",0.72
"615","2009-06-11",0.72
"616","2009-06-12",0.75
"617","2009-06-15",0.7
"618","2009-06-16",0.8
"619","2009-06-17",0.8
"620","2009-06-18",0.8
"621","2009-06-19",0.8
"622","2009-06-22",0.7
"623","2009-06-23",0.85
"624","2009-06-24",0.85
"625","2009-06-25",0.75
"626","2009-06-26",0.75
"627","2009-06-29",0.72
"628","2009-06-30",0.7
"629","2009-07-01",0.63
"630","2009-07-02",0.63
"631","2009-07-06",0.7
"632","2009-07-07",0.73
"633","2009-07-08",0.7
"634","2009-07-09",0.6
"635","2009-07-10",0.53
"636","2009-07-13",0.5
"637","2009-07-14",0.79
"638","2009-07-15",0.63
"639","2009-07-16",0.55
"640","2009-07-17",0.65
"641","2009-07-20",0.68
"642","2009-07-21",0.57
"643","2009-07-22",0.58
"644","2009-07-23",0.59
"645","2009-07-24",0.58
"646","2009-07-27",0.58
"647","2009-07-28",0.58
"648","2009-07-29",0.58
"649","2009-07-30",0.59
"650","2009-07-31",0.58
"651","2009-08-03",0.58
"652","2009-08-04",0.64
"653","2009-08-05",0.64
"654","2009-08-06",0.72
"655","2009-08-07",0.72
"656","2009-08-10",0.77
"657","2009-08-11",0.79
"658","2009-08-12",0.75
"659","2009-08-13",0.75
"660","2009-08-14",0.89
"661","2009-08-17",0.92
"662","2009-08-18",0.96
"663","2009-08-19",0.89
"664","2009-08-20",1.06
"665","2009-08-21",0.92
"666","2009-08-24",0.86
"667","2009-08-25",0.86
"668","2009-08-26",1.04
"669","2009-08-27",0.91
"670","2009-08-28",0.97
"671","2009-08-31",0.97
"672","2009-09-01",1
"673","2009-09-02",1
"674","2009-09-03",1
"675","2009-09-04",1
"676","2009-09-08",1
"677","2009-09-09",0.86
"678","2009-09-10",0.85
"679","2009-09-11",0.85
"680","2009-09-14",0.85
"681","2009-09-15",0.9
"682","2009-09-16",0.9
"683","2009-09-17",0.9
"684","2009-09-18",0.9
"685","2009-09-21",0.95
"686","2009-09-22",0.91
"687","2009-09-23",1.1
"688","2009-09-24",0.95
"689","2009-09-25",0.86
"690","2009-09-28",0.99
"691","2009-09-29",1
"692","2009-09-30",1.01
"693","2009-10-01",1.1
"694","2009-10-02",1.2
"695","2009-10-05",1.74
"696","2009-10-06",1.62
"697","2009-10-07",1.6
"698","2009-10-08",1.38
"699","2009-10-09",1.44
"700","2009-10-12",1.44
"701","2009-10-13",1.5
"702","2009-10-14",1.71
"703","2009-10-15",1.83
"704","2009-10-16",1.85
"705","2009-10-19",1.82
"706","2009-10-20",1.78
"707","2009-10-21",1.7
"708","2009-10-22",1.93
"709","2009-10-23",1.83
"710","2009-10-26",1.8
"711","2009-10-27",1.88
"712","2009-10-28",1.7
"713","2009-10-29",2.07
"714","2009-10-30",2.12
"715","2009-11-02",2.29
"716","2009-11-03",2.26
"717","2009-11-04",2.23
"718","2009-11-05",2.53
"719","2009-11-06",2.91
"720","2009-11-09",3.43
"721","2009-11-10",3.49
"722","2009-11-11",3.49
"723","2009-11-12",2.6
"724","2009-11-13",3.04
"725","2009-11-16",3.22
"726","2009-11-17",3.18
"727","2009-11-18",2.97
"728","2009-11-19",2.97
"729","2009-11-20",2.98
"730","2009-11-23",2.94
"731","2009-11-24",3.08
"732","2009-11-25",3.09
"733","2009-11-27",3.14
"734","2009-11-30",3.03
"735","2009-12-01",3.07
"736","2009-12-02",3.15
"737","2009-12-03",3.08
"738","2009-12-04",3.09
"739","2009-12-07",3.07
"740","2009-12-08",3.04
"741","2009-12-09",3
"742","2009-12-10",3
"743","2009-12-11",3.06
"744","2009-12-14",3.11
"745","2009-12-15",3
"746","2009-12-16",3.3
"747","2009-12-17",3.36
"748","2009-12-18",3.58
"749","2009-12-21",3.77
"750","2009-12-22",3.78
"751","2009-12-23",3.8
"752","2009-12-24",3.65
"753","2009-12-28",3.27
"754","2009-12-29",3.38
"755","2009-12-30",3.26
"756","2009-12-31",3.03
"757","2010-01-04",3.19
"758","2010-01-05",3.33
"759","2010-01-06",3.45
"760","2010-01-07",3.57
"761","2010-01-08",3.67
"762","2010-01-11",3.62
"763","2010-01-12",3.79
"764","2010-01-13",3.57
"765","2010-01-14",3.63
"766","2010-01-15",3.73
"767","2010-01-19",3.95
"768","2010-01-20",4.07
"769","2010-01-21",3.98
"770","2010-01-22",3.94
"771","2010-01-25",3.89
"772","2010-01-26",3.96
"773","2010-01-27",3.87
"774","2010-01-28",3.82
"775","2010-01-29",3.84
"776","2010-02-01",3.84
"777","2010-02-02",4.08
"778","2010-02-03",4.03
"779","2010-02-04",3.95
"780","2010-02-05",4.1
"781","2010-02-08",3.97
"782","2010-02-09",4.04
"783","2010-02-10",3.95
"784","2010-02-11",3.95
"785","2010-02-12",3.85
"786","2010-02-16",3.83
"787","2010-02-17",3.9
"788","2010-02-18",3.85
"789","2010-02-19",3.84
"790","2010-02-22",3.58
"791","2010-02-23",3.54
"792","2010-02-24",3.26
"793","2010-02-25",3.26
"794","2010-02-26",3.27
"795","2010-03-01",3.31
"796","2010-03-02",3.5
"797","2010-03-03",3.5
"798","2010-03-04",3.58
"799","2010-03-05",3.66
"800","2010-03-08",3.49
"801","2010-03-09",3.59
"802","2010-03-10",3.48
"803","2010-03-11",3.54
"804","2010-03-12",3.49
"805","2010-03-15",3.4
"806","2010-03-16",3.46
"807","2010-03-17",3.46
"808","2010-03-18",3.48
"809","2010-03-19",3.5
"810","2010-03-22",3.26
"811","2010-03-23",3.26
"812","2010-03-24",3.26
"813","2010-03-25",3.17
"814","2010-03-26",3.22
"815","2010-03-29",3.26
"816","2010-03-30",3.26
"817","2010-03-31",3.2
"818","2010-04-01",3.35
"819","2010-04-05",3.43
"820","2010-04-06",3.43
"821","2010-04-07",3.36
"822","2010-04-08",3.64
"823","2010-04-09",3.76
"824","2010-04-12",3.62
"825","2010-04-13",3.86
"826","2010-04-14",4.22
"827","2010-04-15",4.66
"828","2010-04-16",4.89
"829","2010-04-19",4.83
"830","2010-04-20",4.71
"831","2010-04-21",4.74
"832","2010-04-22",4.94
"833","2010-04-23",4.89
"834","2010-04-26",5.03
"835","2010-04-27",5.17
"836","2010-04-28",5.09
"837","2010-04-29",5.2
"838","2010-04-30",5.2
"839","2010-05-03",5.37
"840","2010-05-04",5.28
"841","2010-05-05",5.35
"842","2010-05-06",4.88
"843","2010-05-07",4.41
"844","2010-05-10",4.49
"845","2010-05-11",4.76
"846","2010-05-12",4.99
"847","2010-05-13",4.92
"848","2010-05-14",4.79
"849","2010-05-17",4.78
"850","2010-05-18",4.53
"851","2010-05-19",4.4
"852","2010-05-20",4
"853","2010-05-21",4.04
"854","2010-05-24",3.97
"855","2010-05-25",3.85
"856","2010-05-26",3.89
"857","2010-05-27",4.13
"858","2010-05-28",4.11
"859","2010-06-01",4
"860","2010-06-02",3.97
"861","2010-06-03",3.92
"862","2010-06-04",3.82
"863","2010-06-07",3.53
"864","2010-06-08",2.95
"865","2010-06-09",2.85
"866","2010-06-10",2.67
"867","2010-06-11",2.86
"868","2010-06-14",2.84
"869","2010-06-15",2.76
"870","2010-06-16",2.79
"871","2010-06-17",2.56
"872","2010-06-18",2.46
"873","2010-06-21",2.4
"874","2010-06-22",2.33
"875","2010-06-23",2.13
"876","2010-06-24",1.91
"877","2010-06-25",1.87
"878","2010-06-28",1.59
"879","2010-06-29",1.34
"880","2010-06-30",1.4
"881","2010-07-01",1.33
"882","2010-07-02",1.35
"883","2010-07-06",1.27
"884","2010-07-07",1.18
"885","2010-07-08",1.47
"886","2010-07-09",1.38
"887","2010-07-12",1.34
"888","2010-07-13",1.5
"889","2010-07-14",1.42
"890","2010-07-15",1.28
"891","2010-07-16",1.12
"892","2010-07-19",0.97
"893","2010-07-20",0.92
"894","2010-07-21",0.95
"895","2010-07-22",0.97
"896","2010-07-23",1
"897","2010-07-26",0.96
"898","2010-07-27",1.24
"899","2010-07-28",1.25
"900","2010-07-29",1.08
"901","2010-07-30",1.19
"902","2010-08-02",1.19
"903","2010-08-03",1.05
"904","2010-08-04",1.11
"905","2010-08-05",1.17
"906","2010-08-06",1.17
"907","2010-08-09",1.08
"908","2010-08-10",1.05
"909","2010-08-11",1.01
"910","2010-08-12",1
"911","2010-08-13",0.97
"912","2010-08-16",0.99
"913","2010-08-17",0.89
"914","2010-08-18",0.81
"915","2010-08-19",0.82
"916","2010-08-20",0.74
"917","2010-08-23",0.72
"918","2010-08-24",0.72
"919","2010-08-25",0.77
"920","2010-08-26",0.75
"921","2010-08-27",0.74
"922","2010-08-30",0.7
"923","2010-08-31",0.74
"924","2010-09-01",0.74
"925","2010-09-02",0.83
"926","2010-09-03",0.77
"927","2010-09-07",0.86
"928","2010-09-08",1.02
"929","2010-09-09",1
"930","2010-09-10",1.08
"931","2010-09-13",1.13
"932","2010-09-14",1.1
"933","2010-09-15",1
"934","2010-09-16",1
"935","2010-09-17",0.95
"936","2010-09-20",1.03
"937","2010-09-21",0.99
"938","2010-09-22",1.03
"939","2010-09-23",1.03
"940","2010-09-24",1
"941","2010-09-27",0.99
"942","2010-09-28",0.99
"943","2010-09-29",1.07
"944","2010-09-30",1.07
"945","2010-10-01",1
"946","2010-10-04",0.99
"947","2010-10-05",0.98
"948","2010-10-06",0.98
"949","2010-10-07",0.96
"950","2010-10-08",0.96
"951","2010-10-11",0.98
"952","2010-10-12",1.05
"953","2010-10-13",1.01
"954","2010-10-14",1.1
"955","2010-10-15",1.06
"956","2010-10-18",1.06
"957","2010-10-19",0.98
"958","2010-10-20",1
"959","2010-10-21",1.05
"960","2010-10-22",1.05
"961","2010-10-25",0.98
"962","2010-10-26",0.98
"963","2010-10-27",1.19
"964","2010-10-28",1.17
"965","2010-10-29",1.22
"966","2010-11-01",1.28
"967","2010-11-02",1.17
"968","2010-11-03",1.17
"969","2010-11-04",1.1
"970","2010-11-05",1.05
"971","2010-11-08",1.2
"972","2010-11-09",1.14
"973","2010-11-10",1.12
"974","2010-11-11",1.18
"975","2010-11-12",1.18
"976","2010-11-15",1.25
"977","2010-11-16",1.24
"978","2010-11-17",1.24
"979","2010-11-18",1.25
"980","2010-11-19",1.25
"981","2010-11-22",1.28
"982","2010-11-23",1.19
"983","2010-11-24",1.17
"984","2010-11-26",1.15
"985","2010-11-29",1.14
"986","2010-11-30",1.14
"987","2010-12-01",1.12
"988","2010-12-02",1.06
"989","2010-12-03",1.05
"990","2010-12-06",1.09
"991","2010-12-07",1.13
"992","2010-12-08",1.06
"993","2010-12-09",1.12
"994","2010-12-10",1.09
"995","2010-12-13",1.05
"996","2010-12-14",1.05
"997","2010-12-15",1.03
"998","2010-12-16",1.03
"999","2010-12-17",1.07
"1000","2010-12-20",1.05
"1001","2010-12-21",1.08
"1002","2010-12-22",1.14
