"","date","FVRR"
"75","2019-09-27",18.25
"76","2019-09-30",18.700001
"77","2019-10-01",18.65
"78","2019-10-02",18.84
"79","2019-10-03",20.030001
"80","2019-10-04",20.65
"81","2019-10-07",21.59
"82","2019-10-08",21.200001
"83","2019-10-09",20.629999
"84","2019-10-10",20.690001
"85","2019-10-11",20.65
"86","2019-10-14",20.799999
"87","2019-10-15",21
"88","2019-10-16",21.15
"89","2019-10-17",21.52
"90","2019-10-18",20.5
"91","2019-10-21",20.610001
"92","2019-10-22",20.969999
"93","2019-10-23",21.65
"94","2019-10-24",22.809999
"95","2019-10-25",23.879999
"96","2019-10-28",24.59
"97","2019-10-29",24.309999
"98","2019-10-30",22.559999
"99","2019-10-31",22.610001
"100","2019-11-01",21.379999
"101","2019-11-04",22.16
"102","2019-11-05",22.299999
"103","2019-11-06",22.639999
"104","2019-11-07",22.1
"105","2019-11-08",22.030001
"106","2019-11-11",22.049999
"107","2019-11-12",21.780001
"108","2019-11-13",22.6
"109","2019-11-14",22.77
"110","2019-11-15",22.030001
"111","2019-11-18",21.93
"112","2019-11-19",22.32
"113","2019-11-20",21.959999
"114","2019-11-21",22
"115","2019-11-22",22.1
"116","2019-11-25",22.5
"117","2019-11-26",22.709999
"118","2019-11-27",23.190001
"119","2019-11-29",23.01
"120","2019-12-02",22.540001
"121","2019-12-03",22.01
"122","2019-12-04",21.51
"123","2019-12-05",21.34
"124","2019-12-06",20.799999
"125","2019-12-09",20.200001
"126","2019-12-10",21.540001
"127","2019-12-11",21.6
"128","2019-12-12",22.15
"129","2019-12-13",23.299999
"130","2019-12-16",22.9
"131","2019-12-17",22.5
"132","2019-12-18",22.889999
"133","2019-12-19",23.610001
"134","2019-12-20",24.68
"135","2019-12-23",23.299999
"136","2019-12-24",22.33
"137","2019-12-26",23.389999
"138","2019-12-27",24.99
"139","2019-12-30",23.18
"140","2019-12-31",23.5
"141","2020-01-02",22.9
"142","2020-01-03",23.190001
"143","2020-01-06",23.5
"144","2020-01-07",24.24
"145","2020-01-08",25.02
"146","2020-01-09",24.389999
"147","2020-01-10",24.799999
"148","2020-01-13",25.870001
"149","2020-01-14",25.5
"150","2020-01-15",25.690001
"151","2020-01-16",26.450001
"152","2020-01-17",26.950001
"153","2020-01-21",27.959999
"154","2020-01-22",26.93
"155","2020-01-23",26.25
"156","2020-01-24",25.99
"157","2020-01-27",25.51
"158","2020-01-28",25.6
"159","2020-01-29",25.610001
"160","2020-01-30",25.6
"161","2020-01-31",26.09
"162","2020-02-03",25.59
"163","2020-02-04",26.440001
"164","2020-02-05",25.59
"165","2020-02-06",25.4
"166","2020-02-07",25.719999
"167","2020-02-10",26.370001
"168","2020-02-11",26.110001
"169","2020-02-12",27
"170","2020-02-13",27.35
"171","2020-02-14",27.9
"172","2020-02-18",28
"173","2020-02-19",30
"174","2020-02-20",35.110001
"175","2020-02-21",33.709999
"176","2020-02-24",32.759998
"177","2020-02-25",32
"178","2020-02-26",32.900002
"179","2020-02-27",32.060001
"180","2020-02-28",31.48
"181","2020-03-02",34.34
"182","2020-03-03",32
"183","2020-03-04",32.93
"184","2020-03-05",32
"185","2020-03-06",30.639999
"186","2020-03-09",27.870001
"187","2020-03-10",29.549999
"188","2020-03-11",27.16
"189","2020-03-12",23.82
"190","2020-03-13",26
"191","2020-03-16",22.35
"192","2020-03-17",23.41
"193","2020-03-18",22.92
"194","2020-03-19",23.32
"195","2020-03-20",21.690001
"196","2020-03-23",23.24
"197","2020-03-24",24.110001
"198","2020-03-25",24.030001
"199","2020-03-26",25.030001
"200","2020-03-27",26.35
"201","2020-03-30",24.48
"202","2020-03-31",25.17
"203","2020-04-01",24.23
"204","2020-04-02",24.24
"205","2020-04-03",22.940001
"206","2020-04-06",23.77
"207","2020-04-07",23.43
"208","2020-04-08",30.309999
"209","2020-04-09",30.41
"210","2020-04-13",29.860001
"211","2020-04-14",30.35
"212","2020-04-15",31.51
"213","2020-04-16",30.469999
"214","2020-04-17",31.99
"215","2020-04-20",36.279999
"216","2020-04-21",34.939999
"217","2020-04-22",36.959999
"218","2020-04-23",36.09
"219","2020-04-24",37.700001
"220","2020-04-27",37.939999
"221","2020-04-28",39.189999
"222","2020-04-29",41.950001
"223","2020-04-30",39.23
"224","2020-05-01",39.509998
"225","2020-05-04",42.25
"226","2020-05-05",42.23
"227","2020-05-06",45.009998
"228","2020-05-07",46.419998
"229","2020-05-08",48.810001
"230","2020-05-11",52.240002
"231","2020-05-12",54.560001
"232","2020-05-13",54.540001
"233","2020-05-14",57
"234","2020-05-15",59.040001
"235","2020-05-18",59.150002
"236","2020-05-19",63.299999
"237","2020-05-20",65.75
"238","2020-05-21",60.919998
"239","2020-05-22",59.779999
"240","2020-05-26",62.360001
"241","2020-05-27",58.150002
"242","2020-05-28",60.740002
"243","2020-05-29",65.120003
"244","2020-06-01",68.57
"245","2020-06-02",69.610001
"246","2020-06-03",70.370003
"247","2020-06-04",67.269997
"248","2020-06-05",63.889999
"249","2020-06-08",60.09
"250","2020-06-09",60.220001
"251","2020-06-10",61.189999
"252","2020-06-11",60.299999
"253","2020-06-12",60.080002
"254","2020-06-15",63.970001
"255","2020-06-16",63.529999
"256","2020-06-17",62.310001
"257","2020-06-18",68.290001
"258","2020-06-19",66.75
"259","2020-06-22",71.370003
"260","2020-06-23",69.019997
"261","2020-06-24",69.379997
"262","2020-06-25",74.010002
"263","2020-06-26",72.440002
"264","2020-06-29",70.589996
"265","2020-06-30",73.82
"266","2020-07-01",75.199997
"267","2020-07-02",76.5
"268","2020-07-06",78.349998
"269","2020-07-07",82.470001
"270","2020-07-08",82.540001
"271","2020-07-09",85.459999
"272","2020-07-10",84.559998
"273","2020-07-13",79.370003
"274","2020-07-14",82.620003
"275","2020-07-15",82.550003
"276","2020-07-16",80.589996
"277","2020-07-17",80.190002
"278","2020-07-20",87.540001
"279","2020-07-21",84.650002
"280","2020-07-22",85.93
"281","2020-07-23",81.790001
"282","2020-07-24",80.690002
"283","2020-07-27",85.339996
"284","2020-07-28",88.540001
"285","2020-07-29",91.389999
"286","2020-07-30",91.57
"287","2020-07-31",93.43
"288","2020-08-03",102.169998
"289","2020-08-04",104.220001
"290","2020-08-05",122.870003
"291","2020-08-06",120.059998
"292","2020-08-07",108.889999
"293","2020-08-10",106
"294","2020-08-11",104.870003
"295","2020-08-12",105.129997
"296","2020-08-13",110
"297","2020-08-14",107.400002
"298","2020-08-17",111.160004
"299","2020-08-18",115.93
"300","2020-08-19",114.029999
"301","2020-08-20",121.970001
"302","2020-08-21",118
"303","2020-08-24",113.089996
"304","2020-08-25",116.959999
"305","2020-08-26",117.779999
"306","2020-08-27",113.830002
"307","2020-08-28",114.290001
"308","2020-08-31",120.650002
"309","2020-09-01",125.309998
"310","2020-09-02",117.040001
"311","2020-09-03",116.589996
"312","2020-09-04",111.279999
"313","2020-09-08",107.459999
"314","2020-09-09",118.809998
"315","2020-09-10",124.550003
"316","2020-09-11",124.459999
"317","2020-09-14",126.699997
"318","2020-09-15",126.910004
"319","2020-09-16",127.330002
"320","2020-09-17",123.489998
"321","2020-09-18",123.43
"322","2020-09-21",126.519997
"323","2020-09-22",133.070007
"324","2020-09-23",133.5
"325","2020-09-24",125.879997
"326","2020-09-25",135.399994
"327","2020-09-28",142.660004
"328","2020-09-29",141.380005
"329","2020-09-30",138.979996
"330","2020-10-01",149.770004
"331","2020-10-02",153.009995
"332","2020-10-05",157.919998
"333","2020-10-06",154.360001
"334","2020-10-07",152.550003
"335","2020-10-08",155.240005
"336","2020-10-09",161.550003
"337","2020-10-12",166.100006
"338","2020-10-13",177
"339","2020-10-14",175.350006
"340","2020-10-15",171.669998
"341","2020-10-16",173.380005
"342","2020-10-19",179.240005
"343","2020-10-20",177
"344","2020-10-21",160.539993
"345","2020-10-22",159.220001
"346","2020-10-23",158.889999
"347","2020-10-26",155.25
"348","2020-10-27",148.589996
"349","2020-10-28",160.080002
"350","2020-10-29",153.369995
"351","2020-10-30",146.419998
"352","2020-11-02",151.369995
"353","2020-11-03",157.710007
"354","2020-11-04",159.410004
"355","2020-11-05",175.539993
"356","2020-11-06",189
"357","2020-11-09",154.070007
"358","2020-11-10",136.580002
"359","2020-11-11",160.699997
"360","2020-11-12",165.100006
"361","2020-11-13",173.300003
"362","2020-11-16",178
"363","2020-11-17",181.970001
"364","2020-11-18",182.850006
"365","2020-11-19",179.880005
"366","2020-11-20",192.449997
"367","2020-11-23",200
"368","2020-11-24",194.740005
"369","2020-11-25",203.289993
"370","2020-11-27",205.699997
