"","date","MESA"
"543","2020-10-06",2.99
"544","2020-10-07",3.02
"545","2020-10-08",3.38
"546","2020-10-09",3.78
"547","2020-10-12",3.64
"548","2020-10-13",3.36
"549","2020-10-14",3.52
"550","2020-10-15",3.51
"551","2020-10-16",3.43
"552","2020-10-19",3.4
"553","2020-10-20",3.48
"554","2020-10-21",3.44
"555","2020-10-22",3.56
"556","2020-10-23",3.69
"557","2020-10-26",3.48
"558","2020-10-27",3.42
"559","2020-10-28",3.2
"560","2020-10-29",3.2
"561","2020-10-30",3.16
"562","2020-11-02",3.25
"563","2020-11-03",3.45
"564","2020-11-04",3.3
"565","2020-11-05",3.36
"566","2020-11-06",3.42
"567","2020-11-09",3.78
"568","2020-11-10",4.3
"569","2020-11-11",4.06
"570","2020-11-12",4
"571","2020-11-13",4.33
"572","2020-11-16",4.74
"573","2020-11-17",5.03
"574","2020-11-18",4.92
"575","2020-11-19",5.01
"576","2020-11-20",4.98
"577","2020-11-23",5.48
"578","2020-11-24",6.15
"579","2020-11-25",6.24
"580","2020-11-27",6.68
