"","date","CERC"
"158","2016-05-31",2.34
"159","2016-06-01",2.28
"160","2016-06-02",2.31
"161","2016-06-03",2.22
"162","2016-06-06",1.94
"163","2016-06-07",2.39
"164","2016-06-08",2.29
"165","2016-06-09",2.4
"166","2016-06-10",2.34
"167","2016-06-13",2.22
"168","2016-06-14",2.23
"169","2016-06-15",2.4
"170","2016-06-16",2.54
"171","2016-06-17",2.5
"172","2016-06-20",2.51
"173","2016-06-21",2.51
"174","2016-06-22",2.39
"175","2016-06-23",2.3
"176","2016-06-24",2.4
"177","2016-06-27",2.25
"178","2016-06-28",2.39
"179","2016-06-29",2.39
"180","2016-06-30",2.2
"181","2016-07-01",2.25
"182","2016-07-05",2.21
"183","2016-07-06",2.35
"184","2016-07-07",2.57
"185","2016-07-08",2.53
"186","2016-07-11",2.541
"187","2016-07-12",2.5
"188","2016-07-13",2.53
"189","2016-07-14",2.36
"190","2016-07-15",2.344
"191","2016-07-18",2.36
"192","2016-07-19",2.33
"193","2016-07-20",2.4
"194","2016-07-21",2.39
"195","2016-07-22",2.397
"196","2016-07-25",2.52
"197","2016-07-26",2.381
"198","2016-07-27",2.4
"199","2016-07-28",2.65
"200","2016-07-29",3.8
"201","2016-08-01",3.59
"202","2016-08-02",3.83
"203","2016-08-03",3.989
"204","2016-08-04",4.115
"205","2016-08-05",4.4
"206","2016-08-08",4.15
"207","2016-08-09",4.06
"208","2016-08-10",4.09
"209","2016-08-11",4.02
"210","2016-08-12",4.02
"211","2016-08-15",4.01
"212","2016-08-16",4.047
"213","2016-08-17",3.77
"214","2016-08-18",4.07
"215","2016-08-19",4.06
"216","2016-08-22",4.13
"217","2016-08-23",4.01
"218","2016-08-24",4.38
"219","2016-08-25",4.007
"220","2016-08-26",4.08
"221","2016-08-29",3.96
"222","2016-08-30",4.09
"223","2016-08-31",4
"224","2016-09-01",3.82
"225","2016-09-02",3.91
"226","2016-09-06",4.01
"227","2016-09-07",4.01
"228","2016-09-08",3.86
"229","2016-09-09",3.85
"230","2016-09-12",3.99
"231","2016-09-13",3.86
"232","2016-09-14",3.97
"233","2016-09-15",4.14
"234","2016-09-16",4.52
"235","2016-09-19",4.52
"236","2016-09-20",4.25
"237","2016-09-21",4.61
"238","2016-09-22",4.8
"239","2016-09-23",4.905
"240","2016-09-26",4.76
"241","2016-09-27",4.7
"242","2016-09-28",4.57
"243","2016-09-29",4.45
"244","2016-09-30",4.23
"245","2016-10-03",4.31
"246","2016-10-04",4.519
"247","2016-10-05",4.015
"248","2016-10-06",4.14
"249","2016-10-07",4.3
"250","2016-10-10",4.23
"251","2016-10-11",4.02
"252","2016-10-12",3.75
"253","2016-10-13",3.64
"254","2016-10-14",3.94
"255","2016-10-17",3.73
"256","2016-10-18",3.72
"257","2016-10-19",3.4
"258","2016-10-20",3.35
"259","2016-10-21",4.09
"260","2016-10-24",4.05
"261","2016-10-25",4.17
"262","2016-10-26",4.22
"263","2016-10-27",4.01
"264","2016-10-28",3.84
"265","2016-10-31",3.72
"266","2016-11-01",3.79
"267","2016-11-02",3.76
"268","2016-11-03",3.65
"269","2016-11-04",3.62
"270","2016-11-07",3.98
"271","2016-11-08",3.99
"272","2016-11-09",4.12
"273","2016-11-10",4.333
"274","2016-11-11",4.51
"275","2016-11-14",4.38
"276","2016-11-15",4.59
"277","2016-11-16",4.8
"278","2016-11-17",4.6
"279","2016-11-18",5.01
"280","2016-11-21",5.08
"281","2016-11-22",5.09
"282","2016-11-23",5.23
"283","2016-11-25",5.13
"284","2016-11-28",5.11
"285","2016-11-29",4.72
"286","2016-11-30",2.08
"287","2016-12-01",1.99
"288","2016-12-02",1.75
"289","2016-12-05",1.52
"290","2016-12-06",1.28
"291","2016-12-07",1.27
"292","2016-12-08",1.19
"293","2016-12-09",1.26
"294","2016-12-12",1.2
"295","2016-12-13",1.32
"296","2016-12-14",1.2
"297","2016-12-15",1.16
"298","2016-12-16",1.15
"299","2016-12-19",1.11
"300","2016-12-20",1.08
"301","2016-12-21",0.88
"302","2016-12-22",0.98
"303","2016-12-23",0.885
"304","2016-12-27",0.88
"305","2016-12-28",0.91
"306","2016-12-29",0.9
"307","2016-12-30",0.88
"308","2017-01-03",0.89
"309","2017-01-04",0.883
"310","2017-01-05",1.19
"311","2017-01-06",1.07
"312","2017-01-09",1.09
"313","2017-01-10",1.072
"314","2017-01-11",0.972
"315","2017-01-12",0.91
"316","2017-01-13",0.94
"317","2017-01-17",0.884
"318","2017-01-18",0.89
"319","2017-01-19",0.88
"320","2017-01-20",0.852
"321","2017-01-23",0.84
"322","2017-01-24",0.86
"323","2017-01-25",0.865
"324","2017-01-26",0.87
"325","2017-01-27",0.92
"326","2017-01-30",0.86
"327","2017-01-31",0.845
"328","2017-02-01",0.84
"329","2017-02-02",0.866
"330","2017-02-03",0.84
"331","2017-02-06",0.83
"332","2017-02-07",0.797
"333","2017-02-08",0.803
"334","2017-02-09",0.82
"335","2017-02-10",0.789
"336","2017-02-13",0.8
"337","2017-02-14",0.82
"338","2017-02-15",0.8
"339","2017-02-16",0.8
"340","2017-02-17",0.82
"341","2017-02-21",0.81
"342","2017-02-22",0.794
"343","2017-02-23",0.759
"344","2017-02-24",0.77
"345","2017-02-27",0.76
"346","2017-02-28",0.73
"347","2017-03-01",0.745
"348","2017-03-02",0.76
"349","2017-03-03",0.75
"350","2017-03-06",0.742
"351","2017-03-07",0.73
"352","2017-03-08",0.73
"353","2017-03-09",0.73
"354","2017-03-10",1.2
"355","2017-03-13",0.9
"356","2017-03-14",0.81
"357","2017-03-15",0.809
"358","2017-03-16",0.79
"359","2017-03-17",0.787
"360","2017-03-20",0.74
"361","2017-03-21",0.68
"362","2017-03-22",0.72
"363","2017-03-23",0.713
"364","2017-03-24",0.71
"365","2017-03-27",0.71
"366","2017-03-28",0.7
"367","2017-03-29",0.72
"368","2017-03-30",0.7
"369","2017-03-31",0.675
"370","2017-04-03",0.662
"371","2017-04-04",0.62
"372","2017-04-05",0.58
"373","2017-04-06",0.49
"374","2017-04-07",0.518
"375","2017-04-10",0.5
"376","2017-04-11",0.54
"377","2017-04-12",0.558
"378","2017-04-13",0.52
"379","2017-04-17",0.538
"380","2017-04-18",0.51
"381","2017-04-19",0.53
"382","2017-04-20",0.5
"383","2017-04-21",0.52
"384","2017-04-24",0.511
"385","2017-04-25",0.525
"386","2017-04-26",0.51
"387","2017-04-27",0.53
"388","2017-04-28",0.442
"389","2017-05-01",0.533
"390","2017-05-02",0.525
"391","2017-05-03",0.55
"392","2017-05-04",0.616
"393","2017-05-05",0.605
"394","2017-05-08",0.72
"395","2017-05-09",0.82
"396","2017-05-10",0.77
"397","2017-05-11",0.73
"398","2017-05-12",0.8
"399","2017-05-15",0.788
"400","2017-05-16",0.702
"401","2017-05-17",0.635
"402","2017-05-18",0.62
"403","2017-05-19",0.63
"404","2017-05-22",0.589
"405","2017-05-23",0.564
"406","2017-05-24",0.568
"407","2017-05-25",0.581
"408","2017-05-26",0.56
"409","2017-05-30",0.5
"410","2017-05-31",0.501
"411","2017-06-01",0.51
"412","2017-06-02",0.52
"413","2017-06-05",0.5
"414","2017-06-06",0.479
"415","2017-06-07",0.5
"416","2017-06-08",0.502
"417","2017-06-09",0.49
"418","2017-06-12",0.498
"419","2017-06-13",0.51
"420","2017-06-14",0.53
"421","2017-06-15",0.54
"422","2017-06-16",0.51
"423","2017-06-19",0.568
"424","2017-06-20",0.57
"425","2017-06-21",0.55
"426","2017-06-22",0.56
"427","2017-06-23",0.55
"428","2017-06-26",0.57
"429","2017-06-27",0.55
"430","2017-06-28",0.568
"431","2017-06-29",0.59
"432","2017-06-30",0.573
"433","2017-07-03",0.59
"434","2017-07-05",0.62
"435","2017-07-06",1.398
"436","2017-07-07",0.835
"437","2017-07-10",0.888
"438","2017-07-11",0.79
"439","2017-07-12",0.821
"440","2017-07-13",0.83
"441","2017-07-14",0.93
"442","2017-07-17",0.85
"443","2017-07-18",0.84
"444","2017-07-19",0.789
"445","2017-07-20",0.76
"446","2017-07-21",0.75
"447","2017-07-24",0.78
"448","2017-07-25",0.735
"449","2017-07-26",0.82
"450","2017-07-27",0.75
"451","2017-07-28",0.75
"452","2017-07-31",0.71
"453","2017-08-01",0.705
"454","2017-08-02",0.71
"455","2017-08-03",0.67
"456","2017-08-04",0.616
"457","2017-08-07",0.59
"458","2017-08-08",0.614
"459","2017-08-09",0.57
"460","2017-08-10",0.57
"461","2017-08-11",0.564
"462","2017-08-14",0.585
"463","2017-08-15",0.58
"464","2017-08-16",0.578
"465","2017-08-17",0.583
"466","2017-08-18",0.62
"467","2017-08-21",0.61
"468","2017-08-22",0.6
"469","2017-08-23",0.62
"470","2017-08-24",0.83
"471","2017-08-25",0.75
"472","2017-08-28",0.71
"473","2017-08-29",0.715
"474","2017-08-30",0.73
"475","2017-08-31",0.732
"476","2017-09-01",0.73
"477","2017-09-05",0.76
"478","2017-09-06",0.74
"479","2017-09-07",0.76
"480","2017-09-08",0.755
"481","2017-09-11",0.84
"482","2017-09-12",0.81
"483","2017-09-13",0.82
"484","2017-09-14",0.81
"485","2017-09-15",0.78
"486","2017-09-18",0.77
"487","2017-09-19",0.77
"488","2017-09-20",0.785
"489","2017-09-21",0.77
"490","2017-09-22",0.785
"491","2017-09-25",0.792
"492","2017-09-26",0.8
"493","2017-09-27",0.81
"494","2017-09-28",0.83
"495","2017-09-29",0.85
"496","2017-10-02",0.916
"497","2017-10-03",1.1
"498","2017-10-04",1.03
"499","2017-10-05",1.06
"500","2017-10-06",1.11
"501","2017-10-09",1.05
"502","2017-10-10",1.06
"503","2017-10-11",1.093
"504","2017-10-12",1.07
"505","2017-10-13",1.09
"506","2017-10-16",1.09
"507","2017-10-17",1.04
"508","2017-10-18",1.02
"509","2017-10-19",0.98
"510","2017-10-20",0.92
"511","2017-10-23",0.91
"512","2017-10-24",0.9
"513","2017-10-25",0.93
"514","2017-10-26",0.98
"515","2017-10-27",0.98
"516","2017-10-30",1.1
"517","2017-10-31",1.13
"518","2017-11-01",1.1
"519","2017-11-02",1.1
"520","2017-11-03",1.11
"521","2017-11-06",1.15
"522","2017-11-07",1.1
"523","2017-11-08",1.06
"524","2017-11-09",1.06
"525","2017-11-10",1
"526","2017-11-13",1.01
"527","2017-11-14",1.05
"528","2017-11-15",1.11
"529","2017-11-16",1.09
"530","2017-11-17",1.13
"531","2017-11-20",1.18
"532","2017-11-21",1.17
"533","2017-11-22",1.18
"534","2017-11-24",1.18
"535","2017-11-27",1.66
"536","2017-11-28",1.32
"537","2017-11-29",1.8
"538","2017-11-30",1.78
"539","2017-12-01",1.74
"540","2017-12-04",1.78
"541","2017-12-05",1.65
"542","2017-12-06",1.5
"543","2017-12-07",1.63
"544","2017-12-08",1.68
"545","2017-12-11",1.76
"546","2017-12-12",1.87
"547","2017-12-13",2.004
"548","2017-12-14",1.91
"549","2017-12-15",1.94
"550","2017-12-18",2.17
"551","2017-12-19",2.55
"552","2017-12-20",2.51
"553","2017-12-21",2.71
"554","2017-12-22",3.03
"555","2017-12-26",3.32
"556","2017-12-27",4.04
"557","2017-12-28",3.33
"558","2017-12-29",3.2
"559","2018-01-02",3.33
"560","2018-01-03",3.25
"561","2018-01-04",3.2
"562","2018-01-05",2.98
"563","2018-01-08",2.78
"564","2018-01-09",2.53
"565","2018-01-10",2.24
"566","2018-01-11",2.7
"567","2018-01-12",2.74
"568","2018-01-16",2.6
"569","2018-01-17",2.66
"570","2018-01-18",2.64
"571","2018-01-19",2.94
"572","2018-01-22",3.21
"573","2018-01-23",3.52
"574","2018-01-24",3.19
"575","2018-01-25",3.47
"576","2018-01-26",3.47
"577","2018-01-29",3.57
"578","2018-01-30",3.37
"579","2018-01-31",3.31
"580","2018-02-01",3.181
"581","2018-02-02",3
"582","2018-02-05",3.27
"583","2018-02-06",3.14
"584","2018-02-07",3.46
"585","2018-02-08",3.31
"586","2018-02-09",3.05
"587","2018-02-12",3.35
"588","2018-02-13",3.39
"589","2018-02-14",3.95
"590","2018-02-15",3.75
"591","2018-02-16",4.04
"592","2018-02-20",3.88
"593","2018-02-21",4.05
"594","2018-02-22",4.047
"595","2018-02-23",4.4
"596","2018-02-26",4.95
"597","2018-02-27",5.22
"598","2018-02-28",4.66
"599","2018-03-01",4.42
"600","2018-03-02",4.93
"601","2018-03-05",4.83
"602","2018-03-06",5.15
"603","2018-03-07",5.66
"604","2018-03-08",5.38
"605","2018-03-09",5.41
"606","2018-03-12",5.15
"607","2018-03-13",5.01
"608","2018-03-14",5.19
"609","2018-03-15",5.27
"610","2018-03-16",5.23
"611","2018-03-19",5.26
"612","2018-03-20",5.14
"613","2018-03-21",4.86
"614","2018-03-22",4.73
"615","2018-03-23",4.44
"616","2018-03-26",4.31
"617","2018-03-27",4.24
"618","2018-03-28",3.91
"619","2018-03-29",4.29
"620","2018-04-02",4.3
"621","2018-04-03",4.29
"622","2018-04-04",4.28
"623","2018-04-05",4.36
"624","2018-04-06",4.14
"625","2018-04-09",3.92
"626","2018-04-10",3.99
"627","2018-04-11",3.84
"628","2018-04-12",3.77
"629","2018-04-13",3.7
"630","2018-04-16",3.42
"631","2018-04-17",3.49
"632","2018-04-18",3.42
"633","2018-04-19",3.57
"634","2018-04-20",3.9
"635","2018-04-23",4.18
"636","2018-04-24",4.49
"637","2018-04-25",4.27
"638","2018-04-26",4.21
"639","2018-04-27",4.05
"640","2018-04-30",3.72
"641","2018-05-01",3.88
"642","2018-05-02",4.1
"643","2018-05-03",4.01
"644","2018-05-04",4.04
"645","2018-05-07",4.11
"646","2018-05-08",4.11
"647","2018-05-09",3.94
"648","2018-05-10",3.89
"649","2018-05-11",3.5
"650","2018-05-14",3.53
"651","2018-05-15",3.71
"652","2018-05-16",3.73
"653","2018-05-17",3.85
"654","2018-05-18",3.91
"655","2018-05-21",3.75
"656","2018-05-22",3.86
"657","2018-05-23",3.84
"658","2018-05-24",3.94
"659","2018-05-25",3.89
"660","2018-05-29",3.96
"661","2018-05-30",4.31
"662","2018-05-31",4.15
"663","2018-06-01",4.22
"664","2018-06-04",4.28
"665","2018-06-05",4.39
"666","2018-06-06",4.32
"667","2018-06-07",4.28
"668","2018-06-08",4.29
"669","2018-06-11",4.22
"670","2018-06-12",4.23
"671","2018-06-13",4.59
"672","2018-06-14",4.85
"673","2018-06-15",4.79
"674","2018-06-18",4.94
"675","2018-06-19",4.81
"676","2018-06-20",4.89
"677","2018-06-21",4.89
"678","2018-06-22",4.91
"679","2018-06-25",4.61
"680","2018-06-26",4.64
"681","2018-06-27",4.57
"682","2018-06-28",4.32
"683","2018-06-29",4.34
"684","2018-07-02",4.35
"685","2018-07-03",4.63
"686","2018-07-05",4.8
"687","2018-07-06",4.77
"688","2018-07-09",4.67
"689","2018-07-10",4.58
"690","2018-07-11",4.46
"691","2018-07-12",4.5
"692","2018-07-13",4.13
"693","2018-07-16",4.26
"694","2018-07-17",4.38
"695","2018-07-18",4.36
"696","2018-07-19",4.62
"697","2018-07-20",4.66
"698","2018-07-23",4.65
"699","2018-07-24",4.42
"700","2018-07-25",4.64
"701","2018-07-26",4.63
"702","2018-07-27",4.4
"703","2018-07-30",4.4
"704","2018-07-31",4.44
"705","2018-08-01",4.41
"706","2018-08-02",4.54
"707","2018-08-03",4.65
"708","2018-08-06",4.47
"709","2018-08-07",4.52
"710","2018-08-08",4.59
"711","2018-08-09",4.24
"712","2018-08-10",4.46
"713","2018-08-13",3.92
"714","2018-08-14",4.03
"715","2018-08-15",4.06
"716","2018-08-16",3.91
"717","2018-08-17",3.91
"718","2018-08-20",4.47
"719","2018-08-21",4.81
"720","2018-08-22",5
"721","2018-08-23",4.89
"722","2018-08-24",4.8
"723","2018-08-27",4.8
"724","2018-08-28",4.9
"725","2018-08-29",5
"726","2018-08-30",4.9
"727","2018-08-31",4.83
"728","2018-09-04",4.78
"729","2018-09-05",4.74
"730","2018-09-06",4.51
"731","2018-09-07",4.46
"732","2018-09-10",4.59
"733","2018-09-11",4.77
"734","2018-09-12",4.74
"735","2018-09-13",4.77
"736","2018-09-14",4.56
"737","2018-09-17",4.56
"738","2018-09-18",4.72
"739","2018-09-19",4.48
"740","2018-09-20",4.72
"741","2018-09-21",4.3
"742","2018-09-24",4.61
"743","2018-09-25",4.55
"744","2018-09-26",4.64
"745","2018-09-27",4.71
"746","2018-09-28",4.67
"747","2018-10-01",4.66
"748","2018-10-02",4.37
"749","2018-10-03",4.44
"750","2018-10-04",4.36
"751","2018-10-05",4.54
"752","2018-10-08",4.4
"753","2018-10-09",4.38
"754","2018-10-10",4.36
"755","2018-10-11",4.58
"756","2018-10-12",4.62
"757","2018-10-15",4.59
"758","2018-10-16",4.57
"759","2018-10-17",4.54
"760","2018-10-18",4.47
"761","2018-10-19",4.52
"762","2018-10-22",4.3
"763","2018-10-23",4.17
"764","2018-10-24",3.89
"765","2018-10-25",4
"766","2018-10-26",3.94
"767","2018-10-29",3.87
"768","2018-10-30",3.78
"769","2018-10-31",4.1
"770","2018-11-01",4.48
"771","2018-11-02",4.41
"772","2018-11-05",4.53
"773","2018-11-06",4.35
"774","2018-11-07",4.49
"775","2018-11-08",4.48
"776","2018-11-09",4.35
"777","2018-11-12",4
"778","2018-11-13",3.86
"779","2018-11-14",3.85
"780","2018-11-15",3.77
"781","2018-11-16",3.75
"782","2018-11-19",3.59
"783","2018-11-20",3.57
"784","2018-11-21",3.55
"785","2018-11-23",3.52
"786","2018-11-26",3.56
"787","2018-11-27",3.49
"788","2018-11-28",3.54
"789","2018-11-29",3.48
"790","2018-11-30",3.51
"791","2018-12-03",3.45
"792","2018-12-04",3.41
"793","2018-12-06",3.4
"794","2018-12-07",3.39
"795","2018-12-10",3.35
"796","2018-12-11",3.36
"797","2018-12-12",3.38
"798","2018-12-13",3.4
"799","2018-12-14",3.32
"800","2018-12-17",3.27
"801","2018-12-18",3.27
"802","2018-12-19",3.18
"803","2018-12-20",3.19
"804","2018-12-21",3.2
"805","2018-12-24",3.05
"806","2018-12-26",3.15
"807","2018-12-27",3.02
"808","2018-12-28",3.14
"809","2018-12-31",3.23
"810","2019-01-02",3.49
"811","2019-01-03",3.46
"812","2019-01-04",3.5
"813","2019-01-07",3.7
"814","2019-01-08",3.72
"815","2019-01-09",3.78
"816","2019-01-10",3.89
"817","2019-01-11",3.9
"818","2019-01-14",3.81
"819","2019-01-15",4.32
"820","2019-01-16",5
"821","2019-01-17",4.95
"822","2019-01-18",5.1
"823","2019-01-22",5.17
"824","2019-01-23",5.23
"825","2019-01-24",4.99
"826","2019-01-25",5.1
"827","2019-01-28",5.22
"828","2019-01-29",5.17
"829","2019-01-30",5.18
"830","2019-01-31",5.2
"831","2019-02-01",5.35
"832","2019-02-04",5.26
"833","2019-02-05",5.21
"834","2019-02-06",5.23
"835","2019-02-07",5.14
"836","2019-02-08",4.96
"837","2019-02-11",5.01
"838","2019-02-12",5.1
"839","2019-02-13",4.56
"840","2019-02-14",4.5
"841","2019-02-15",5.085
"842","2019-02-19",5.12
"843","2019-02-20",5.16
"844","2019-02-21",5.22
"845","2019-02-22",5.31
"846","2019-02-25",6.06
"847","2019-02-26",6.69
"848","2019-02-27",7.22
"849","2019-02-28",7.16
"850","2019-03-01",6.18
"851","2019-03-04",6.83
"852","2019-03-05",5.45
"853","2019-03-06",5.61
"854","2019-03-07",5.52
"855","2019-03-08",5.51
"856","2019-03-11",5.51
"857","2019-03-12",5.5
"858","2019-03-13",5.54
"859","2019-03-14",5.54
"860","2019-03-15",5.68
"861","2019-03-18",5.7
"862","2019-03-19",5.7
"863","2019-03-20",5.85
"864","2019-03-21",5.92
"865","2019-03-22",5.59
"866","2019-03-25",5.51
"867","2019-03-26",5.52
"868","2019-03-27",5.48
"869","2019-03-28",5.66
"870","2019-03-29",5.84
"871","2019-04-01",6.22
"872","2019-04-02",5.99
"873","2019-04-03",5.71
"874","2019-04-04",5.8
"875","2019-04-05",5.63
"876","2019-04-08",5.19
"877","2019-04-09",5.15
"878","2019-04-10",5.66
"879","2019-04-11",5.61
"880","2019-04-12",5.44
"881","2019-04-15",5.17
"882","2019-04-16",5.18
"883","2019-04-17",5.2
"884","2019-04-18",5.33
"885","2019-04-22",5.75
"886","2019-04-23",5.82
"887","2019-04-24",5.65
"888","2019-04-25",5.6
"889","2019-04-26",5.49
"890","2019-04-29",5.49
"891","2019-04-30",5.44
"892","2019-05-01",5.31
"893","2019-05-02",5.44
"894","2019-05-03",5.57
"895","2019-05-06",5.46
"896","2019-05-07",5.35
"897","2019-05-08",5.12
"898","2019-05-09",4.82
"899","2019-05-10",5.02
"900","2019-05-13",4.97
"901","2019-05-14",5.29
"902","2019-05-15",5.49
"903","2019-05-16",5.26
"904","2019-05-17",5.37
"905","2019-05-20",5.31
"906","2019-05-21",5.3
"907","2019-05-22",5.2
"908","2019-05-23",5.04
"909","2019-05-24",4.98
"910","2019-05-28",4.96
"911","2019-05-29",4.49
"912","2019-05-30",4.97
"913","2019-05-31",4.88
"914","2019-06-03",4.72
"915","2019-06-04",5.01
"916","2019-06-05",4.97
"917","2019-06-06",4.87
"918","2019-06-07",4.85
"919","2019-06-10",4.98
"920","2019-06-11",5.25
"921","2019-06-12",5.4
"922","2019-06-13",5.71
"923","2019-06-14",5.34
"924","2019-06-17",5.15
"925","2019-06-18",5.13
"926","2019-06-19",5.05
"927","2019-06-20",4.93
"928","2019-06-21",5
"929","2019-06-24",4.91
"930","2019-06-25",4.88
"931","2019-06-26",4.9
"932","2019-06-27",4.88
"933","2019-06-28",5.44
"934","2019-07-01",5.65
"935","2019-07-02",5.09
"936","2019-07-03",5.4
"937","2019-07-05",5.4
"938","2019-07-08",5.29
"939","2019-07-09",5.37
"940","2019-07-10",5.4
"941","2019-07-11",5.25
"942","2019-07-12",4.97
"943","2019-07-15",4.85
"944","2019-07-16",4.9
"945","2019-07-17",4.65
"946","2019-07-18",4.62
"947","2019-07-19",4.6
"948","2019-07-22",4.53
"949","2019-07-23",4.39
"950","2019-07-24",4.47
"951","2019-07-25",4.25
"952","2019-07-26",4.31
"953","2019-07-29",4.25
"954","2019-07-30",4.17
"955","2019-07-31",4.03
"956","2019-08-01",3.72
"957","2019-08-02",3.61
"958","2019-08-05",3.32
"959","2019-08-06",3.25
"960","2019-08-07",2.93
"961","2019-08-08",3.54
"962","2019-08-09",3.21
"963","2019-08-12",3.23
"964","2019-08-13",3.35
"965","2019-08-14",3.46
"966","2019-08-15",3.59
"967","2019-08-16",3.52
"968","2019-08-19",3.72
"969","2019-08-20",3.83
"970","2019-08-21",3.94
"971","2019-08-22",3.52
"972","2019-08-23",3.21
"973","2019-08-26",3.34
"974","2019-08-27",2.99
"975","2019-08-28",3.1
"976","2019-08-29",3.33
"977","2019-08-30",3.24
"978","2019-09-03",2.97
"979","2019-09-04",3.02
"980","2019-09-05",3.1
"981","2019-09-06",2.93
"982","2019-09-09",3.24
"983","2019-09-10",3.41
"984","2019-09-11",3.59
"985","2019-09-12",3.75
"986","2019-09-13",3.57
"987","2019-09-16",3.47
"988","2019-09-17",3.4
"989","2019-09-18",3.34
"990","2019-09-19",3.34
"991","2019-09-20",3.37
"992","2019-09-23",3.57
"993","2019-09-24",3.41
"994","2019-09-25",3.73
"995","2019-09-26",3.37
"996","2019-09-27",3.27
"997","2019-09-30",3.29
"998","2019-10-01",3.11
"999","2019-10-02",3.17
"1000","2019-10-03",3.17
