"","date","NRBO"
"1025","2020-08-31",6.08
"1026","2020-09-01",6.04
"1027","2020-09-02",5.84
"1028","2020-09-03",5.81
"1029","2020-09-04",6.11
"1030","2020-09-08",5.84
"1031","2020-09-09",5.84
"1032","2020-09-10",5.84
"1033","2020-09-11",5.8
"1034","2020-09-14",6.08
"1035","2020-09-15",6.26
"1036","2020-09-16",6.26
"1037","2020-09-17",6.13
"1038","2020-09-18",6.4
"1039","2020-09-21",5.96
"1040","2020-09-22",5.83
"1041","2020-09-23",5.47
"1042","2020-09-24",5.41
"1043","2020-09-25",5.75
"1044","2020-09-28",5.59
"1045","2020-09-29",5.7
"1046","2020-09-30",5.62
"1047","2020-10-01",5.63
"1048","2020-10-02",5.55
"1049","2020-10-05",5.78
"1050","2020-10-06",5.7
"1051","2020-10-07",6.37
"1052","2020-10-08",6.48
"1053","2020-10-09",6.42
"1054","2020-10-12",6.57
"1055","2020-10-13",6.59
"1056","2020-10-14",6.29
"1057","2020-10-15",6.34
"1058","2020-10-16",6.57
"1059","2020-10-19",6.28
"1060","2020-10-20",6.13
"1061","2020-10-21",5.94
"1062","2020-10-22",6.07
"1063","2020-10-23",6.24
"1064","2020-10-26",6.13
"1065","2020-10-27",5.6
"1066","2020-10-28",5.24
"1067","2020-10-29",5.34
"1068","2020-10-30",5.02
"1069","2020-11-02",5.17
"1070","2020-11-03",5.29
"1071","2020-11-04",5.11
"1072","2020-11-05",5.26
"1073","2020-11-06",5.14
"1074","2020-11-09",5.57
"1075","2020-11-10",5.71
"1076","2020-11-11",5.32
"1077","2020-11-12",5.27
"1078","2020-11-13",5.26
"1079","2020-11-16",5.11
"1080","2020-11-17",5.22
"1081","2020-11-18",5.35
"1082","2020-11-19",5.38
"1083","2020-11-20",5.36
"1084","2020-11-23",5.4
"1085","2020-11-24",5.44
"1086","2020-11-25",5.4
"1087","2020-11-27",5.42
