"","date","ADT"
"87","2018-05-23",7.67
"88","2018-05-24",7.7
"89","2018-05-25",7.47
"90","2018-05-29",7.46
"91","2018-05-30",7.67
"92","2018-05-31",7.52
"93","2018-06-01",7.64
"94","2018-06-04",7.8
"95","2018-06-05",7.96
"96","2018-06-06",7.96
"97","2018-06-07",8
"98","2018-06-08",8.22
"99","2018-06-11",7.97
"100","2018-06-12",8.29
"101","2018-06-13",8.05
"102","2018-06-14",8.09
"103","2018-06-15",7.98
"104","2018-06-18",8.29
"105","2018-06-19",8.26
"106","2018-06-20",8.7
"107","2018-06-21",8.67
"108","2018-06-22",8.73
"109","2018-06-25",8.69
"110","2018-06-26",8.77
"111","2018-06-27",8.87
"112","2018-06-28",8.42
"113","2018-06-29",8.65
"114","2018-07-02",8.15
"115","2018-07-03",8.05
"116","2018-07-05",8.08
"117","2018-07-06",8.18
"118","2018-07-09",8.54
"119","2018-07-10",8.62
"120","2018-07-11",8.58
"121","2018-07-12",8.92
"122","2018-07-13",8.96
"123","2018-07-16",9.18
"124","2018-07-17",9.39
"125","2018-07-18",9.45
"126","2018-07-19",9.36
"127","2018-07-20",9.35
"128","2018-07-23",9.36
"129","2018-07-24",9.25
"130","2018-07-25",9.23
"131","2018-07-26",9.1
"132","2018-07-27",9.01
"133","2018-07-30",8.78
"134","2018-07-31",9.01
"135","2018-08-01",8.95
"136","2018-08-02",8.62
"137","2018-08-03",8.91
"138","2018-08-06",8.98
"139","2018-08-07",9.15
"140","2018-08-08",9.48
"141","2018-08-09",8.47
"142","2018-08-10",8.9
"143","2018-08-13",9.15
"144","2018-08-14",8.9
"145","2018-08-15",8.73
"146","2018-08-16",8.72
"147","2018-08-17",8.71
"148","2018-08-20",8.69
"149","2018-08-21",9.14
"150","2018-08-22",9.08
"151","2018-08-23",8.99
"152","2018-08-24",9.01
"153","2018-08-27",9.04
"154","2018-08-28",9.21
"155","2018-08-29",9.25
"156","2018-08-30",8.93
"157","2018-08-31",8.95
"158","2018-09-04",9.19
"159","2018-09-05",8.77
"160","2018-09-06",8.96
"161","2018-09-07",8.8
"162","2018-09-10",8.64
"163","2018-09-11",8.52
"164","2018-09-12",8.61
"165","2018-09-13",8.59
"166","2018-09-14",8.56
"167","2018-09-17",8.4
"168","2018-09-18",8.59
"169","2018-09-19",8.37
"170","2018-09-20",8.92
"171","2018-09-21",9.37
"172","2018-09-24",9.26
"173","2018-09-25",9.23
"174","2018-09-26",9.38
"175","2018-09-27",9.39
"176","2018-09-28",9.39
"177","2018-10-01",9.2
"178","2018-10-02",8.74
"179","2018-10-03",8.81
"180","2018-10-04",8.79
"181","2018-10-05",8.69
"182","2018-10-08",8.64
"183","2018-10-09",8.63
"184","2018-10-10",8.14
"185","2018-10-11",7.77
"186","2018-10-12",7.52
"187","2018-10-15",7.72
"188","2018-10-16",8.01
"189","2018-10-17",7.77
"190","2018-10-18",7.75
"191","2018-10-19",7.77
"192","2018-10-22",7.38
"193","2018-10-23",7.5
"194","2018-10-24",7.37
"195","2018-10-25",7.49
"196","2018-10-26",7.42
"197","2018-10-29",7.3
"198","2018-10-30",7.3
"199","2018-10-31",7.74
"200","2018-11-01",7.72
"201","2018-11-02",7.77
"202","2018-11-05",7.7
"203","2018-11-06",7.32
"204","2018-11-07",7.42
"205","2018-11-08",8.1
"206","2018-11-09",7.85
"207","2018-11-12",7.45
"208","2018-11-13",7.85
"209","2018-11-14",7.74
"210","2018-11-15",7.91
"211","2018-11-16",8.06
"212","2018-11-19",7.68
"213","2018-11-20",7.42
"214","2018-11-21",7.61
"215","2018-11-23",7.66
"216","2018-11-26",7.6
"217","2018-11-27",7.48
"218","2018-11-28",7.86
"219","2018-11-29",7.85
"220","2018-11-30",7.81
"221","2018-12-03",7.74
"222","2018-12-04",7.42
"223","2018-12-06",7.67
"224","2018-12-07",7.45
"225","2018-12-10",7.26
"226","2018-12-11",7.26
"227","2018-12-12",7.4
"228","2018-12-13",7.19
"229","2018-12-14",6.82
"230","2018-12-17",6.71
"231","2018-12-18",6.57
"232","2018-12-19",6.52
"233","2018-12-20",6.39
"234","2018-12-21",6.21
"235","2018-12-24",6.01
"236","2018-12-26",6.29
"237","2018-12-27",6.16
"238","2018-12-28",6.11
"239","2018-12-31",6.01
"240","2019-01-02",6.41
"241","2019-01-03",6.32
"242","2019-01-04",6.67
"243","2019-01-07",6.79
"244","2019-01-08",6.95
"245","2019-01-09",6.99
"246","2019-01-10",6.92
"247","2019-01-11",7.1
"248","2019-01-14",6.97
"249","2019-01-15",6.9
"250","2019-01-16",7.14
"251","2019-01-17",7.26
"252","2019-01-18",7.33
"253","2019-01-22",7.14
"254","2019-01-23",7
"255","2019-01-24",7.06
"256","2019-01-25",7.19
"257","2019-01-28",7.03
"258","2019-01-29",7.12
"259","2019-01-30",7.13
"260","2019-01-31",7.22
"261","2019-02-01",7.31
"262","2019-02-04",7.58
"263","2019-02-05",7.57
"264","2019-02-06",7.64
"265","2019-02-07",7.59
"266","2019-02-08",7.65
"267","2019-02-11",7.83
"268","2019-02-12",8.01
"269","2019-02-13",7.94
"270","2019-02-14",7.95
"271","2019-02-15",8.05
"272","2019-02-19",8.04
"273","2019-02-20",8.15
"274","2019-02-21",8.05
"275","2019-02-22",8.15
"276","2019-02-25",8.19
"277","2019-02-26",8.05
"278","2019-02-27",8.1
"279","2019-02-28",8
"280","2019-03-01",7.96
"281","2019-03-04",7.99
"282","2019-03-05",7.98
"283","2019-03-06",7.72
"284","2019-03-07",7.58
"285","2019-03-08",7.38
"286","2019-03-11",7.59
"287","2019-03-12",6.57
"288","2019-03-13",6.38
"289","2019-03-14",6.18
"290","2019-03-15",6.47
"291","2019-03-18",6.75
"292","2019-03-19",6.72
"293","2019-03-20",6.63
"294","2019-03-21",6.57
"295","2019-03-22",6.21
"296","2019-03-25",6.16
"297","2019-03-26",6.25
"298","2019-03-27",6.24
"299","2019-03-28",6.25
"300","2019-03-29",6.39
"301","2019-04-01",6.52
"302","2019-04-02",6.6
"303","2019-04-03",6.67
"304","2019-04-04",6.73
"305","2019-04-05",6.68
"306","2019-04-08",6.61
"307","2019-04-09",6.49
"308","2019-04-10",6.67
"309","2019-04-11",6.66
"310","2019-04-12",6.62
"311","2019-04-15",6.6
"312","2019-04-16",6.7
"313","2019-04-17",6.67
"314","2019-04-18",6.65
"315","2019-04-22",6.66
"316","2019-04-23",6.66
"317","2019-04-24",6.54
"318","2019-04-25",6.29
"319","2019-04-26",6.44
"320","2019-04-29",6.68
"321","2019-04-30",6.59
"322","2019-05-01",6.63
"323","2019-05-02",6.74
"324","2019-05-03",6.87
"325","2019-05-06",6.99
"326","2019-05-07",6.95
"327","2019-05-08",6.18
"328","2019-05-09",6.35
"329","2019-05-10",6.37
"330","2019-05-13",5.98
"331","2019-05-14",6.1
"332","2019-05-15",6.13
"333","2019-05-16",6.27
"334","2019-05-17",6.07
"335","2019-05-20",6.07
"336","2019-05-21",6.33
"337","2019-05-22",6.33
"338","2019-05-23",6.22
"339","2019-05-24",6.19
"340","2019-05-28",6.2
"341","2019-05-29",6.11
"342","2019-05-30",6.12
"343","2019-05-31",5.85
"344","2019-06-03",6.07
"345","2019-06-04",6.16
"346","2019-06-05",6.11
"347","2019-06-06",6.07
"348","2019-06-07",6.17
"349","2019-06-10",6.13
"350","2019-06-11",6.14
"351","2019-06-12",6.25
"352","2019-06-13",6.48
"353","2019-06-14",6.46
"354","2019-06-17",6.35
"355","2019-06-18",6.26
"356","2019-06-19",6.2
"357","2019-06-20",6.26
"358","2019-06-21",6.2
"359","2019-06-24",6.11
"360","2019-06-25",5.87
"361","2019-06-26",5.99
"362","2019-06-27",6
"363","2019-06-28",6.12
"364","2019-07-01",6.18
"365","2019-07-02",6.09
"366","2019-07-03",6.26
"367","2019-07-05",6.22
"368","2019-07-08",6.3
"369","2019-07-09",6.21
"370","2019-07-10",6.21
"371","2019-07-11",6.18
"372","2019-07-12",6.36
"373","2019-07-15",6.14
"374","2019-07-16",6.45
"375","2019-07-17",6.21
"376","2019-07-18",6.14
"377","2019-07-19",6.23
"378","2019-07-22",6.03
"379","2019-07-23",6.01
"380","2019-07-24",6.15
"381","2019-07-25",6.25
"382","2019-07-26",6.3
"383","2019-07-29",6.36
"384","2019-07-30",6.41
"385","2019-07-31",6.35
"386","2019-08-01",6.08
"387","2019-08-02",5.98
"388","2019-08-05",5.61
"389","2019-08-06",5.55
"390","2019-08-07",5.21
"391","2019-08-08",5.24
"392","2019-08-09",4.94
"393","2019-08-12",4.65
"394","2019-08-13",4.53
"395","2019-08-14",4.35
"396","2019-08-15",4.38
"397","2019-08-16",4.53
"398","2019-08-19",4.79
"399","2019-08-20",4.68
"400","2019-08-21",4.68
"401","2019-08-22",4.77
"402","2019-08-23",4.6
"403","2019-08-26",4.65
"404","2019-08-27",4.57
"405","2019-08-28",4.72
"406","2019-08-29",4.7
"407","2019-08-30",4.76
"408","2019-09-03",4.77
"409","2019-09-04",4.94
"410","2019-09-05",5.31
"411","2019-09-06",5.34
"412","2019-09-09",5.69
"413","2019-09-10",6.05
"414","2019-09-11",5.96
"415","2019-09-12",5.97
"416","2019-09-13",5.94
"417","2019-09-16",6.05
"418","2019-09-17",6.02
"419","2019-09-18",6.14
"420","2019-09-19",6.14
"421","2019-09-20",6.1
"422","2019-09-23",6.23
"423","2019-09-24",6.21
"424","2019-09-25",6.56
"425","2019-09-26",6.09
"426","2019-09-27",6.16
"427","2019-09-30",6.27
"428","2019-10-01",6.41
"429","2019-10-02",6.39
"430","2019-10-03",6.23
"431","2019-10-04",6.25
"432","2019-10-07",6.33
"433","2019-10-08",6.19
"434","2019-10-09",6.26
"435","2019-10-10",6.41
"436","2019-10-11",6.58
"437","2019-10-14",6.59
"438","2019-10-15",6.74
"439","2019-10-16",7.1
"440","2019-10-17",7.01
"441","2019-10-18",7.38
"442","2019-10-21",7.22
"443","2019-10-22",7.63
"444","2019-10-23",7.65
"445","2019-10-24",7.59
"446","2019-10-25",7.7
"447","2019-10-28",7.77
"448","2019-10-29",7.93
"449","2019-10-30",7.96
"450","2019-10-31",7.74
"451","2019-11-01",7.92
"452","2019-11-04",8
"453","2019-11-05",8.04
"454","2019-11-06",7.87
"455","2019-11-07",7.79
"456","2019-11-08",7.95
"457","2019-11-11",7.73
"458","2019-11-12",7.72
"459","2019-11-13",8.35
"460","2019-11-14",8.28
"461","2019-11-15",8.39
"462","2019-11-18",8.29
"463","2019-11-19",8.47
"464","2019-11-20",8.45
"465","2019-11-21",8.54
"466","2019-11-22",8.69
"467","2019-11-25",9.15
"468","2019-11-26",9.57
"469","2019-11-27",9.48
"470","2019-11-29",9.24
"471","2019-12-02",8.88
"472","2019-12-03",8.73
"473","2019-12-04",9.06
"474","2019-12-05",9.23
"475","2019-12-06",8.95
"476","2019-12-09",9.12
"477","2019-12-10",9.26
"478","2019-12-11",9.18
"479","2019-12-12",8.43
"480","2019-12-13",8.48
"481","2019-12-16",8.04
"482","2019-12-17",8.28
"483","2019-12-18",8.25
"484","2019-12-19",8.05
"485","2019-12-20",7.83
"486","2019-12-23",7.76
"487","2019-12-24",7.77
"488","2019-12-26",7.78
"489","2019-12-27",7.78
"490","2019-12-30",7.77
"491","2019-12-31",7.93
"492","2020-01-02",7.57
"493","2020-01-03",7.45
"494","2020-01-06",7.56
"495","2020-01-07",7.44
"496","2020-01-08",6.81
"497","2020-01-09",6.55
"498","2020-01-10",6.3
"499","2020-01-13",6.3
"500","2020-01-14",6.4
"501","2020-01-15",6.4
"502","2020-01-16",6.49
"503","2020-01-17",6.5
"504","2020-01-21",6.43
"505","2020-01-22",6.52
"506","2020-01-23",6.6
"507","2020-01-24",6.5
"508","2020-01-27",6.45
"509","2020-01-28",6.46
"510","2020-01-29",6.51
"511","2020-01-30",6.36
"512","2020-01-31",6.2
"513","2020-02-03",6.25
"514","2020-02-04",6.37
"515","2020-02-05",6.57
"516","2020-02-06",6.55
"517","2020-02-07",6.59
"518","2020-02-10",6.61
"519","2020-02-11",6.83
"520","2020-02-12",7.01
"521","2020-02-13",6.95
"522","2020-02-14",7.04
"523","2020-02-18",7.02
"524","2020-02-19",7.22
"525","2020-02-20",7.15
"526","2020-02-21",6.98
"527","2020-02-24",6.94
"528","2020-02-25",6.9
"529","2020-02-26",6.29
"530","2020-02-27",6.44
"531","2020-02-28",6.39
"532","2020-03-02",6.6
"533","2020-03-03",6.32
"534","2020-03-04",6.77
"535","2020-03-05",6.27
"536","2020-03-06",5.92
"537","2020-03-09",5.27
"538","2020-03-10",5.24
"539","2020-03-11",4.75
"540","2020-03-12",4.83
"541","2020-03-13",4.7
"542","2020-03-16",4.03
"543","2020-03-17",4.3
"544","2020-03-18",3.84
"545","2020-03-19",3.97
"546","2020-03-20",3.87
"547","2020-03-23",3.72
"548","2020-03-24",4.32
"549","2020-03-25",4.42
"550","2020-03-26",4.66
"551","2020-03-27",4.71
"552","2020-03-30",4.34
"553","2020-03-31",4.32
"554","2020-04-01",4.09
"555","2020-04-02",4.11
"556","2020-04-03",4.17
"557","2020-04-06",4.38
"558","2020-04-07",4.2
"559","2020-04-08",4.7
"560","2020-04-09",5.35
"561","2020-04-13",5.15
"562","2020-04-14",5.71
"563","2020-04-15",5.32
"564","2020-04-16",5.28
"565","2020-04-17",5.37
"566","2020-04-20",5.25
"567","2020-04-21",5.05
"568","2020-04-22",5.1
"569","2020-04-23",5.24
"570","2020-04-24",5.29
"571","2020-04-27",5.53
"572","2020-04-28",5.66
"573","2020-04-29",5.81
"574","2020-04-30",5.73
"575","2020-05-01",5.49
"576","2020-05-04",5.5
"577","2020-05-05",5.58
"578","2020-05-06",5.53
"579","2020-05-07",5.63
"580","2020-05-08",5.65
"581","2020-05-11",6.05
"582","2020-05-12",5.8
"583","2020-05-13",5.65
"584","2020-05-14",5.85
"585","2020-05-15",6.02
"586","2020-05-18",6.3
"587","2020-05-19",6.41
"588","2020-05-20",6.2
"589","2020-05-21",6.42
"590","2020-05-22",6.52
"591","2020-05-26",6.92
"592","2020-05-27",6.86
"593","2020-05-28",6.97
"594","2020-05-29",7.08
"595","2020-06-01",7.95
"596","2020-06-02",8.13
"597","2020-06-03",7.94
"598","2020-06-04",8.12
"599","2020-06-05",8.37
"600","2020-06-08",8.53
"601","2020-06-09",8.49
"602","2020-06-10",8.36
"603","2020-06-11",7.91
"604","2020-06-12",8.02
"605","2020-06-15",8.24
"606","2020-06-16",8.45
"607","2020-06-17",8.5
"608","2020-06-18",8.33
"609","2020-06-19",7.99
"610","2020-06-22",8.01
"611","2020-06-23",8.19
"612","2020-06-24",7.78
"613","2020-06-25",7.76
"614","2020-06-26",7.62
"615","2020-06-29",7.82
"616","2020-06-30",7.98
"617","2020-07-01",7.91
"618","2020-07-02",7.71
"619","2020-07-06",7.78
"620","2020-07-07",7.6
"621","2020-07-08",7.66
"622","2020-07-09",7.4
"623","2020-07-10",7.6
"624","2020-07-13",7.61
"625","2020-07-14",7.8
"626","2020-07-15",8.33
"627","2020-07-16",8.28
"628","2020-07-17",8.18
"629","2020-07-20",8.05
"630","2020-07-21",8.02
"631","2020-07-22",8.08
"632","2020-07-23",7.99
"633","2020-07-24",7.96
"634","2020-07-27",8
"635","2020-07-28",7.91
"636","2020-07-29",8.44
"637","2020-07-30",8.65
"638","2020-07-31",8.61
"639","2020-08-03",13.48
"640","2020-08-04",12.77
"641","2020-08-05",12.78
"642","2020-08-06",12.02
"643","2020-08-07",12.2
"644","2020-08-10",11.93
"645","2020-08-11",11.62
"646","2020-08-12",11.94
"647","2020-08-13",11.88
"648","2020-08-14",11.79
"649","2020-08-17",11.52
"650","2020-08-18",11.38
"651","2020-08-19",11.5
"652","2020-08-20",11.58
"653","2020-08-21",11.46
"654","2020-08-24",11.37
"655","2020-08-25",11.26
"656","2020-08-26",11.07
"657","2020-08-27",11.01
"658","2020-08-28",10.95
"659","2020-08-31",10.65
"660","2020-09-01",11.1
"661","2020-09-02",10.86
"662","2020-09-03",10.3
"663","2020-09-04",10.29
"664","2020-09-08",10.32
"665","2020-09-09",10.72
"666","2020-09-10",10.94
"667","2020-09-11",10.95
"668","2020-09-14",10.8
"669","2020-09-15",10.8
"670","2020-09-16",9.36
"671","2020-09-17",9.17
"672","2020-09-18",8.72
"673","2020-09-21",8.72
"674","2020-09-22",8.64
"675","2020-09-23",8.18
"676","2020-09-24",8.25
"677","2020-09-25",8.17
"678","2020-09-28",8.42
"679","2020-09-29",8.36
"680","2020-09-30",8.17
"681","2020-10-01",8.16
"682","2020-10-02",8.19
"683","2020-10-05",8.2
"684","2020-10-06",8.36
"685","2020-10-07",8.42
"686","2020-10-08",8.41
"687","2020-10-09",8.34
"688","2020-10-12",8.37
"689","2020-10-13",8.27
"690","2020-10-14",8.08
"691","2020-10-15",8.12
"692","2020-10-16",7.94
"693","2020-10-19",7.62
"694","2020-10-20",7.63
"695","2020-10-21",7.47
"696","2020-10-22",7.39
"697","2020-10-23",7.47
"698","2020-10-26",7.38
"699","2020-10-27",7.16
"700","2020-10-28",7.02
"701","2020-10-29",6.79
"702","2020-10-30",6.59
"703","2020-11-02",6.71
"704","2020-11-03",6.73
"705","2020-11-04",6.91
"706","2020-11-05",7.21
"707","2020-11-06",7.21
"708","2020-11-09",7.32
"709","2020-11-10",7.32
"710","2020-11-11",7.56
"711","2020-11-12",7.31
"712","2020-11-13",7.54
"713","2020-11-16",7.57
"714","2020-11-17",7.63
"715","2020-11-18",7.68
"716","2020-11-19",8.03
"717","2020-11-20",7.76
"718","2020-11-23",8.02
"719","2020-11-24",8.16
"720","2020-11-25",8.01
"721","2020-11-27",8.08
