"","date","BSGM"
"246","2015-10-22",3.75
"247","2015-10-23",3.4
"248","2015-10-26",3.125
"249","2015-10-27",3.625
"250","2015-10-28",4
"251","2015-10-29",3.725
"252","2015-10-30",3.45
"253","2015-11-02",3.35
"254","2015-11-03",3.65
"255","2015-11-04",3.725
"256","2015-11-05",3.75
"257","2015-11-06",3.5
"258","2015-11-09",3.25
"259","2015-11-10",3.75
"260","2015-11-11",3.375
"261","2015-11-12",3.4125
"262","2015-11-13",3.825
"263","2015-11-16",3.625
"264","2015-11-17",3.75
"265","2015-11-18",3.775
"266","2015-11-19",3.75
"267","2015-11-20",3.625
"268","2015-11-23",3.5
"269","2015-11-24",3
"270","2015-11-25",3.5
"271","2015-11-27",3.7
"272","2015-11-30",3.25
"273","2015-12-01",3.25
"274","2015-12-02",3.3
"275","2015-12-03",3.25
"276","2015-12-04",3.25
"277","2015-12-07",3.05
"278","2015-12-08",3.25
"279","2015-12-09",3.4
"280","2015-12-10",3.125
"281","2015-12-11",3.125
"282","2015-12-14",2.875
"283","2015-12-15",3.125
"284","2015-12-16",3.1
"285","2015-12-17",2.975
"286","2015-12-18",3.15
"287","2015-12-21",3.125
"288","2015-12-22",3.35
"289","2015-12-23",3.375
"290","2015-12-24",3.5
"291","2015-12-28",3.125
"292","2015-12-29",3
"293","2015-12-30",3
"294","2015-12-31",3.2375
"295","2016-01-04",3.25
"296","2016-01-05",3.25
"297","2016-01-06",3.25
"298","2016-01-07",3.075
"299","2016-01-08",2.975
"300","2016-01-11",2.875
"301","2016-01-12",2.925
"302","2016-01-13",2.75
"303","2016-01-14",2.85
"304","2016-01-15",2.7
"305","2016-01-19",2.5875
"306","2016-01-20",2.65
"307","2016-01-21",2.8
"308","2016-01-22",3.975
"309","2016-01-25",3.4625
"310","2016-01-26",3.25
"311","2016-01-27",2.95
"312","2016-01-28",2.75
"313","2016-01-29",3.05
"314","2016-02-01",2.875
"315","2016-02-02",2.5
"316","2016-02-03",2.75
"317","2016-02-04",2.625
"318","2016-02-05",2.8
"319","2016-02-08",2.55
"320","2016-02-09",2.525
"321","2016-02-10",2.65
"322","2016-02-11",2.575
"323","2016-02-12",2.75
"324","2016-02-16",2.725
"325","2016-02-17",3.225
"326","2016-02-18",3.275
"327","2016-02-19",3.05
"328","2016-02-22",3.075
"329","2016-02-23",3.1
"330","2016-02-24",3.075
"331","2016-02-25",3.325
"332","2016-02-26",2.975
"333","2016-02-29",3.15
"334","2016-03-01",2.75
"335","2016-03-02",3.025
"336","2016-03-03",3.05
"337","2016-03-04",3.625
"338","2016-03-07",3.25
"339","2016-03-08",3
"340","2016-03-09",3.15
"341","2016-03-10",3.2
"342","2016-03-11",3.25
"343","2016-03-14",2.995
"344","2016-03-15",3.1
"345","2016-03-16",3.25
"346","2016-03-17",3.225
"347","2016-03-18",3.325
"348","2016-03-21",3.25
"349","2016-03-22",3.2275
"350","2016-03-23",3.425
"351","2016-03-24",3.625
"352","2016-03-28",3.625
"353","2016-03-29",3.675
"354","2016-03-30",3.45
"355","2016-03-31",3.5
"356","2016-04-01",3.5
"357","2016-04-04",3.6
"358","2016-04-05",3.325
"359","2016-04-06",3.375
"360","2016-04-07",3.475
"361","2016-04-08",3.6
"362","2016-04-11",3.375
"363","2016-04-12",3.5
"364","2016-04-13",3.75
"365","2016-04-14",3.6
"366","2016-04-15",3.625
"367","2016-04-18",3.7
"368","2016-04-19",3.675
"369","2016-04-20",3.6
"370","2016-04-21",3.825
"371","2016-04-22",4
"372","2016-04-25",4.225
"373","2016-04-26",4.375
"374","2016-04-27",4.7375
"375","2016-04-28",5.2
"376","2016-04-29",5.375
"377","2016-05-02",4.65
"378","2016-05-03",4.9
"379","2016-05-04",4.825
"380","2016-05-05",4.825
"381","2016-05-06",4.3475
"382","2016-05-09",4.5
"383","2016-05-10",4.525
"384","2016-05-11",4.5
"385","2016-05-12",4.75
"386","2016-05-13",4.7
"387","2016-05-16",4.275
"388","2016-05-17",4.75
"389","2016-05-18",4.6
"390","2016-05-19",4.625
"391","2016-05-20",4.375
"392","2016-05-23",4.45
"393","2016-05-24",4.415
"394","2016-05-25",4.5
"395","2016-05-26",4.45
"396","2016-05-27",4.625
"397","2016-05-31",4.525
"398","2016-06-01",4.525
"399","2016-06-02",4.5
"400","2016-06-03",4.45
"401","2016-06-06",4.375
"402","2016-06-07",4.2
"403","2016-06-08",4.07
"404","2016-06-09",4.225
"405","2016-06-10",4.075
"406","2016-06-13",4.025
"407","2016-06-14",4.125
"408","2016-06-15",3.85
"409","2016-06-16",3.975
"410","2016-06-17",4.125
"411","2016-06-20",4
"412","2016-06-21",3.875
"413","2016-06-22",4
"414","2016-06-23",3.925
"415","2016-06-24",3.975
"416","2016-06-27",3.75
"417","2016-06-28",3.775
"418","2016-06-29",3.875
"419","2016-06-30",3.825
"420","2016-07-01",4
"421","2016-07-05",4
"422","2016-07-06",3.645
"423","2016-07-07",3.625
"424","2016-07-08",3.65
"425","2016-07-11",3.55
"426","2016-07-12",3.625
"427","2016-07-13",3.525
"428","2016-07-14",3.475
"429","2016-07-15",3.3
"430","2016-07-18",3.5
"431","2016-07-19",3.625
"432","2016-07-20",3.425
"433","2016-07-21",3.55
"434","2016-07-22",3.5
"435","2016-07-25",3.4925
"436","2016-07-26",3.425
"437","2016-07-27",3.4875
"438","2016-07-28",3.3
"439","2016-07-29",3.25
"440","2016-08-01",3.25
"441","2016-08-02",3
"442","2016-08-03",3.175
"443","2016-08-04",3.3
"444","2016-08-05",3.3575
"445","2016-08-08",3.45
"446","2016-08-09",3.35
"447","2016-08-10",3.25
"448","2016-08-11",3.325
"449","2016-08-12",3.3
"450","2016-08-15",3.125
"451","2016-08-16",3.35
"452","2016-08-17",3.55
"453","2016-08-18",3.25
"454","2016-08-19",3.475
"455","2016-08-22",3.325
"456","2016-08-23",3.275
"457","2016-08-24",3.375
"458","2016-08-25",3.4
"459","2016-08-26",3.275
"460","2016-08-29",3.475
"461","2016-08-30",3.675
"462","2016-08-31",3.775
"463","2016-09-01",3.75
"464","2016-09-02",3.95
"465","2016-09-06",3.85
"466","2016-09-07",3.775
"467","2016-09-08",3.775
"468","2016-09-09",3.85
"469","2016-09-12",3.775
"470","2016-09-13",3.625
"471","2016-09-14",3.5225
"472","2016-09-15",3.525
"473","2016-09-16",3.6
"474","2016-09-19",3.5
"475","2016-09-20",3.5
"476","2016-09-21",3.5
"477","2016-09-22",3.55
"478","2016-09-23",3.55
"479","2016-09-26",3.575
"480","2016-09-27",3.625
"481","2016-09-28",3.6
"482","2016-09-29",3.75
"483","2016-09-30",3.8
"484","2016-10-03",3.775
"485","2016-10-04",3.85
"486","2016-10-05",3.85
"487","2016-10-06",3.475
"488","2016-10-07",3.475
"489","2016-10-10",3.525
"490","2016-10-11",3.375
"491","2016-10-12",3.4
"492","2016-10-13",3.825
"493","2016-10-14",3.7
"494","2016-10-17",3.85
"495","2016-10-18",3.75
"496","2016-10-19",3.725
"497","2016-10-20",3.6125
"498","2016-10-21",3.625
"499","2016-10-24",3.75
"500","2016-10-25",3.85
"501","2016-10-26",3.325
"502","2016-10-27",3.7
"503","2016-10-28",3.7
"504","2016-10-31",3.375
"505","2016-11-01",3.32
"506","2016-11-02",3.25
"507","2016-11-03",3.2
"508","2016-11-04",3.25
"509","2016-11-07",3.375
"510","2016-11-08",3.225
"511","2016-11-09",3.25
"512","2016-11-10",3.725
"513","2016-11-11",3.725
"514","2016-11-14",3.475
"515","2016-11-15",3.5
"516","2016-11-16",3.45
"517","2016-11-17",3.6
"518","2016-11-18",3.37
"519","2016-11-21",3.475
"520","2016-11-22",3.65
"521","2016-11-23",3.5
"522","2016-11-25",3.55
"523","2016-11-28",3.275
"524","2016-11-29",3.375
"525","2016-11-30",3.475
"526","2016-12-01",3.25
"527","2016-12-02",3.35
"528","2016-12-05",3.325
"529","2016-12-06",3.275
"530","2016-12-07",3.25
"531","2016-12-08",3.45
"532","2016-12-09",3.4
"533","2016-12-12",3.375
"534","2016-12-13",3.375
"535","2016-12-14",3.375
"536","2016-12-15",3.425
"537","2016-12-16",3.575
"538","2016-12-19",3.5
"539","2016-12-20",3.375
"540","2016-12-21",3.45
"541","2016-12-22",3.4425
"542","2016-12-23",3.4675
"543","2016-12-27",3.325
"544","2016-12-28",3.25
"545","2016-12-29",3.25
"546","2016-12-30",3.225
"547","2017-01-03",3.315
"548","2017-01-04",3.36
"549","2017-01-05",3.25
"550","2017-01-06",3.2
"551","2017-01-09",3.125
"552","2017-01-10",3.125
"553","2017-01-11",3.4
"554","2017-01-12",3.25
"555","2017-01-13",3.35
"556","2017-01-17",3.35
"557","2017-01-18",3.4825
"558","2017-01-19",3.975
"559","2017-01-20",4.2
"560","2017-01-23",3.75
"561","2017-01-24",3.8
"562","2017-01-25",3.8
"563","2017-01-26",3.775
"564","2017-01-27",3.9
"565","2017-01-30",4
"566","2017-01-31",3.8725
"567","2017-02-01",3.8
"568","2017-02-02",3.85
"569","2017-02-03",3.8
"570","2017-02-06",3.85
"571","2017-02-07",3.85
"572","2017-02-08",3.8
"573","2017-02-09",3.8
"574","2017-02-10",3.875
"575","2017-02-13",3.9
"576","2017-02-14",3.875
"577","2017-02-15",3.85
"578","2017-02-16",3.85
"579","2017-02-17",3.875
"580","2017-02-21",3.975
"581","2017-02-22",3.85
"582","2017-02-23",3.975
"583","2017-02-24",3.8
"584","2017-02-27",3.8
"585","2017-02-28",3.9
"586","2017-03-01",3.85
"587","2017-03-02",3.775
"588","2017-03-03",3.75
"589","2017-03-06",3.7
"590","2017-03-07",3.575
"591","2017-03-08",3.625
"592","2017-03-09",3.6125
"593","2017-03-10",3.7
"594","2017-03-13",3.7
"595","2017-03-14",3.6
"596","2017-03-15",3.425
"597","2017-03-16",3.45
"598","2017-03-17",3.85
"599","2017-03-20",3.625
"600","2017-03-21",4.125
"601","2017-03-22",4.575
"602","2017-03-23",4.4
"603","2017-03-24",4.3
"604","2017-03-27",4.1875
"605","2017-03-28",4.225
"606","2017-03-29",3.775
"607","2017-03-30",3.475
"608","2017-03-31",3.625
"609","2017-04-03",3.675
"610","2017-04-04",3.7275
"611","2017-04-05",3.9375
"612","2017-04-06",3.85
"613","2017-04-07",3.9
"614","2017-04-10",3.85
"615","2017-04-11",3.8
"616","2017-04-12",3.75
"617","2017-04-13",4
"618","2017-04-17",3.75
"619","2017-04-18",3.65
"620","2017-04-19",3.625
"621","2017-04-20",3.625
"622","2017-04-21",3.625
"623","2017-04-24",3.625
"624","2017-04-25",3.725
"625","2017-04-26",3.8
"626","2017-04-27",3.85
"627","2017-04-28",3.9
"628","2017-05-01",3.7375
"629","2017-05-02",3.85
"630","2017-05-03",3.625
"631","2017-05-04",3.6
"632","2017-05-05",3.525
"633","2017-05-08",3.6
"634","2017-05-09",3.65
"635","2017-05-10",3.5
"636","2017-05-11",3.525
"637","2017-05-12",3.5
"638","2017-05-15",3.5
"639","2017-05-16",3.475
"640","2017-05-17",3.725
"641","2017-05-18",3.65
"642","2017-05-19",3.75
"643","2017-05-22",3.725
"644","2017-05-23",3.625
"645","2017-05-24",3.5
"646","2017-05-25",3.575
"647","2017-05-26",3.625
"648","2017-05-30",3.425
"649","2017-05-31",3.275
"650","2017-06-01",3.4
"651","2017-06-02",3.45
"652","2017-06-05",3.45
"653","2017-06-06",3.45
"654","2017-06-07",3.325
"655","2017-06-08",3.35
"656","2017-06-09",3.5
"657","2017-06-12",3.375
"658","2017-06-13",3.4
"659","2017-06-14",3.475
"660","2017-06-15",3.5
"661","2017-06-16",3.455
"662","2017-06-19",3.25
"663","2017-06-20",3.325
"664","2017-06-21",3.35
"665","2017-06-22",3.45
"666","2017-06-23",3.2
"667","2017-06-26",3.475
"668","2017-06-27",3.85
"669","2017-06-28",3.7
"670","2017-06-29",3.625
"671","2017-06-30",3.675
"672","2017-07-03",3.7
"673","2017-07-05",3.625
"674","2017-07-06",3.875
"675","2017-07-07",3.75
"676","2017-07-10",3.675
"677","2017-07-11",3.75
"678","2017-07-12",3.55
"679","2017-07-13",3.675
"680","2017-07-14",3.635
"681","2017-07-17",3.625
"682","2017-07-18",3.85
"683","2017-07-19",3.7125
"684","2017-07-20",3.725
"685","2017-07-21",3.8
"686","2017-07-24",3.625
"687","2017-07-25",3.75
"688","2017-07-26",3.725
"689","2017-07-27",3.725
"690","2017-07-28",3.725
"691","2017-07-31",3.625
"692","2017-08-01",3.8
"693","2017-08-02",3.975
"694","2017-08-03",3.8
"695","2017-08-04",3.63
"696","2017-08-07",3.575
"697","2017-08-08",3.7
"698","2017-08-09",3.6
"699","2017-08-10",3.6
"700","2017-08-11",3.5875
"701","2017-08-14",3.505
"702","2017-08-15",3.575
"703","2017-08-16",3.5
"704","2017-08-17",3.6
"705","2017-08-18",3.56
"706","2017-08-21",3.525
"707","2017-08-22",3.425
"708","2017-08-23",3.425
"709","2017-08-24",3.425
"710","2017-08-25",3.575
"711","2017-08-28",3.45
"712","2017-08-29",3.3
"713","2017-08-30",3.3325
"714","2017-08-31",3.375
"715","2017-09-01",3.375
"716","2017-09-05",3.525
"717","2017-09-06",3.5
"718","2017-09-07",3.375
"719","2017-09-08",3.195
"720","2017-09-11",3.225
"721","2017-09-12",3.25
"722","2017-09-13",3.15
"723","2017-09-14",3.125
"724","2017-09-15",3.16
"725","2017-09-18",3.125
"726","2017-09-19",3.2125
"727","2017-09-20",3.25
"728","2017-09-21",3.35
"729","2017-09-22",3.3
"730","2017-09-25",3.35
"731","2017-09-26",3.3
"732","2017-09-27",3.375
"733","2017-09-28",3.4125
"734","2017-09-29",3.4
"735","2017-10-02",3.425
"736","2017-10-03",3.5
"737","2017-10-04",3.475
"738","2017-10-05",3.525
"739","2017-10-06",3.55
"740","2017-10-09",3.5
"741","2017-10-10",3.5
"742","2017-10-11",3.55
"743","2017-10-12",3.54
"744","2017-10-13",3.5
"745","2017-10-16",3.575
"746","2017-10-17",3.55
"747","2017-10-18",3.6225
"748","2017-10-19",4.05
"749","2017-10-20",4.125
"750","2017-10-23",3.875
"751","2017-10-24",3.875
"752","2017-10-25",3.8
"753","2017-10-26",3.825
"754","2017-10-27",4.1
"755","2017-10-30",4.075
"756","2017-10-31",4.05
"757","2017-11-01",4.075
"758","2017-11-02",3.85
"759","2017-11-03",3.775
"760","2017-11-06",3.625
"761","2017-11-07",3.725
"762","2017-11-08",3.675
"763","2017-11-09",3.725
"764","2017-11-10",3.6
"765","2017-11-13",3.525
"766","2017-11-14",3.625
"767","2017-11-15",3.55
"768","2017-11-16",3.55
"769","2017-11-17",3.62
"770","2017-11-20",3.575
"771","2017-11-21",3.625
"772","2017-11-22",3.725
"773","2017-11-24",3.7
"774","2017-11-27",3.5
"775","2017-11-28",3.475
"776","2017-11-29",3.625
"777","2017-11-30",3.625
"778","2017-12-01",3.475
"779","2017-12-04",3.525
"780","2017-12-05",3.525
"781","2017-12-06",3.3
"782","2017-12-07",3.4
"783","2017-12-08",3.375
"784","2017-12-11",3.35
"785","2017-12-12",3.4
"786","2017-12-13",3.375
"787","2017-12-14",3.325
"788","2017-12-15",3.375
"789","2017-12-18",3.45
"790","2017-12-19",3.475
"791","2017-12-20",3.375
"792","2017-12-21",3.8
"793","2017-12-22",3.575
"794","2017-12-26",3.575
"795","2017-12-27",3.575
"796","2017-12-28",3.6
"797","2017-12-29",3.6
"798","2018-01-02",3.7
"799","2018-01-03",3.525
"800","2018-01-04",3.725
"801","2018-01-05",3.6675
"802","2018-01-08",3.58
"803","2018-01-09",3.875
"804","2018-01-10",3.725
"805","2018-01-11",3.675
"806","2018-01-12",3.675
"807","2018-01-16",3.625
"808","2018-01-17",3.5
"809","2018-01-18",3.625
"810","2018-01-19",3.625
"811","2018-01-22",3.525
"812","2018-01-23",3.55
"813","2018-01-24",3.475
"814","2018-01-25",3.5
"815","2018-01-26",3.625
"816","2018-01-29",3.65
"817","2018-01-30",3.725
"818","2018-01-31",3.625
"819","2018-02-01",3.7
"820","2018-02-02",3.75
"821","2018-02-05",3.525
"822","2018-02-06",3.55
"823","2018-02-07",3.6
"824","2018-02-08",3.605
"825","2018-02-09",3.475
"826","2018-02-12",3.575
"827","2018-02-13",3.6
"828","2018-02-14",3.5
"829","2018-02-15",3.5
"830","2018-02-16",3.45
"831","2018-02-20",3.5
"832","2018-02-21",3.355
"833","2018-02-22",3.35
"834","2018-02-23",3.35
"835","2018-02-26",3.3
"836","2018-02-27",3.355
"837","2018-02-28",3.275
"838","2018-03-01",3.4
"839","2018-03-02",3.6
"840","2018-03-05",3.5
"841","2018-03-06",3.55
"842","2018-03-07",3.6
"843","2018-03-08",3.5
"844","2018-03-09",3.6
"845","2018-03-12",3.54
"846","2018-03-13",3.475
"847","2018-03-14",3.6
"848","2018-03-15",3.525
"849","2018-03-16",3.625
"850","2018-03-19",3.575
"851","2018-03-20",3.575
"852","2018-03-21",3.875
"853","2018-03-22",3.825
"854","2018-03-23",3.85
"855","2018-03-26",3.875
"856","2018-03-27",3.775
"857","2018-03-28",4.0125
"858","2018-03-29",3.925
"859","2018-04-02",4.175
"860","2018-04-03",4.15
"861","2018-04-04",4.425
"862","2018-04-05",4.725
"863","2018-04-06",5.425
"864","2018-04-09",5.025
"865","2018-04-10",4.45
"866","2018-04-11",4.225
"867","2018-04-12",4.375
"868","2018-04-13",4.34
"869","2018-04-16",4.45
"870","2018-04-17",4.425
"871","2018-04-18",4.5
"872","2018-04-19",4.7
"873","2018-04-20",4.75
"874","2018-04-23",5.075
"875","2018-04-24",4.975
"876","2018-04-25",4.625
"877","2018-04-26",4.675
"878","2018-04-27",4.5
"879","2018-04-30",4.5
"880","2018-05-01",4.275
"881","2018-05-02",4.375
"882","2018-05-03",4.525
"883","2018-05-04",4.425
"884","2018-05-07",4.15
"885","2018-05-08",4.5
"886","2018-05-09",4.55
"887","2018-05-10",4.625
"888","2018-05-11",4.625
"889","2018-05-14",4.6
"890","2018-05-15",4.625
"891","2018-05-16",4.475
"892","2018-05-17",4.525
"893","2018-05-18",4.475
"894","2018-05-21",4.625
"895","2018-05-22",4.475
"896","2018-05-23",4.45
"897","2018-05-24",4.5
"898","2018-05-25",4.475
"899","2018-05-29",4.45
"900","2018-05-30",4.4
"901","2018-05-31",4.35
"902","2018-06-01",4.325
"903","2018-06-04",4.45
"904","2018-06-05",4.4
"905","2018-06-06",4.1
"906","2018-06-07",4.2
"907","2018-06-08",4.45
"908","2018-06-11",4.375
"909","2018-06-12",4.4
"910","2018-06-13",4.3
"911","2018-06-14",4.375
"912","2018-06-15",5
"913","2018-06-18",4.775
"914","2018-06-19",4.9
"915","2018-06-20",5.525
"916","2018-06-21",5.5
"917","2018-06-22",6.35
"918","2018-06-25",6.05
"919","2018-06-26",6.075
"920","2018-06-27",6.15
"921","2018-06-28",5.9125
"922","2018-06-29",5.925
"923","2018-07-02",5.5
"924","2018-07-03",5.825
"925","2018-07-05",5.875
"926","2018-07-06",5.9225
"927","2018-07-09",5.375
"928","2018-07-10",5.25
"929","2018-07-11",5.35
"930","2018-07-12",5.4
"931","2018-07-13",5.375
"932","2018-07-16",5.425
"933","2018-07-17",5.375
"934","2018-07-18",5.875
"935","2018-07-19",5.75
"936","2018-07-20",5.875
"937","2018-07-23",5.85
"938","2018-07-24",5.875
"939","2018-07-25",5.725
"940","2018-07-26",5.825
"941","2018-07-27",5.7
"942","2018-07-30",5.725
"943","2018-07-31",5.575
"944","2018-08-01",5.6
"945","2018-08-02",5.55
"946","2018-08-03",5.6
"947","2018-08-06",5.625
"948","2018-08-07",5.49
"949","2018-08-08",5.625
"950","2018-08-09",5.925
"951","2018-08-10",6.125
"952","2018-08-13",7.5
"953","2018-08-14",6.55
"954","2018-08-15",7.45
"955","2018-08-16",7
"956","2018-08-17",6.85
"957","2018-08-20",6.45
"958","2018-08-21",6.55
"959","2018-08-22",6.5125
"960","2018-08-23",6.6
"961","2018-08-24",6.275
"962","2018-08-27",5.625
"963","2018-08-28",5.5
"964","2018-08-29",5.7
"965","2018-08-30",5.6375
"966","2018-08-31",5.475
"967","2018-09-04",5.415
"968","2018-09-05",5.125
"969","2018-09-06",4.8
"970","2018-09-07",4.1
"971","2018-09-10",4.25
"972","2018-09-11",5.5
"973","2018-09-12",5.05
"974","2018-09-13",5
"975","2018-09-14",5.1
"976","2018-09-17",5.42
"977","2018-09-18",5.68
"978","2018-09-19",6.23
"979","2018-09-20",6.82
"980","2018-09-21",6.67
"981","2018-09-24",6.11
"982","2018-09-25",5.721
"983","2018-09-26",5.66
"984","2018-09-27",5.8
"985","2018-09-28",5.58
"986","2018-10-01",5.535
"987","2018-10-02",5.33
"988","2018-10-03",5.37
"989","2018-10-04",5.5
"990","2018-10-05",5.5
"991","2018-10-08",5.27
"992","2018-10-09",5.21
"993","2018-10-10",5.05
"994","2018-10-11",4.79
"995","2018-10-12",4.75
"996","2018-10-15",4.8
"997","2018-10-16",4.66
"998","2018-10-17",4.5
"999","2018-10-18",4.78
"1000","2018-10-19",4.73
"1001","2018-10-22",4.49
"1002","2018-10-23",4.51
