"","date","GMHIU"
"81","2019-05-29",10.34
"82","2019-05-30",10.34
"83","2019-05-31",10.35
"84","2019-06-03",10.35
"85","2019-06-04",10.35
"86","2019-06-05",10.4
"87","2019-06-06",10.4
"88","2019-06-07",10.4
"89","2019-06-10",10.39
"90","2019-06-11",10.41
"91","2019-06-12",10.43
"92","2019-06-13",10.43
"93","2019-06-14",10.43
"94","2019-06-17",10.43
"95","2019-06-18",10.45
"96","2019-06-19",10.45
"97","2019-06-20",10.45
"98","2019-06-21",10.46
"99","2019-06-24",10.5
"100","2019-06-25",10.5
"101","2019-06-26",10.49
"102","2019-06-27",10.5
"103","2019-06-28",10.473
"104","2019-07-01",10.47
"105","2019-07-02",10.47
"106","2019-07-03",10.47
"107","2019-07-05",10.5
"108","2019-07-08",10.5
"109","2019-07-09",10.51
"110","2019-07-10",10.5
"111","2019-07-11",10.5
"112","2019-07-12",10.5
"113","2019-07-15",10.55
"114","2019-07-16",10.57
"115","2019-07-17",10.5
"116","2019-07-18",10.5
"117","2019-07-19",10.5
"118","2019-07-22",10.55
"119","2019-07-23",10.55
"120","2019-07-24",10.55
"121","2019-07-25",10.54
"122","2019-07-26",10.52
"123","2019-07-29",10.53
"124","2019-07-30",10.54
"125","2019-07-31",10.54
"126","2019-08-01",10.54
"127","2019-08-02",10.56
"128","2019-08-05",10.51
"129","2019-08-06",10.51
"130","2019-08-07",10.58
"131","2019-08-08",10.56
"132","2019-08-09",10.55
"133","2019-08-12",10.54
"134","2019-08-13",10.54
"135","2019-08-14",10.53
"136","2019-08-15",10.53
"137","2019-08-16",10.55
"138","2019-08-19",10.58
"139","2019-08-20",10.58
"140","2019-08-21",10.58
"141","2019-08-22",10.61
"142","2019-08-23",10.61
"143","2019-08-26",10.62
"144","2019-08-27",10.63
"145","2019-08-28",10.63
"146","2019-08-29",10.63
"147","2019-08-30",10.58
"148","2019-09-03",10.57
"149","2019-09-04",10.57
"150","2019-09-05",10.63
"151","2019-09-06",10.58
"152","2019-09-09",10.581
"153","2019-09-10",10.581
"154","2019-09-11",10.537
"155","2019-09-12",10.537
"156","2019-09-13",10.6
"157","2019-09-16",10.6
"158","2019-09-17",10.6
"159","2019-09-18",10.6
"160","2019-09-19",10.6
"161","2019-09-20",10.6
"162","2019-09-23",10.6
"163","2019-09-24",10.6
"164","2019-09-25",10.6
"165","2019-09-26",10.6
"166","2019-09-27",10.6
"167","2019-09-30",10.6
"168","2019-10-01",10.6
"169","2019-10-02",10.58
"170","2019-10-03",10.58
"171","2019-10-04",10.58
"172","2019-10-07",10.58
"173","2019-10-08",10.58
"174","2019-10-09",10.59
"175","2019-10-10",10.59
"176","2019-10-11",10.59
"177","2019-10-14",10.6
"178","2019-10-15",10.6
"179","2019-10-16",10.6
"180","2019-10-17",10.6
"181","2019-10-18",10.6
"182","2019-10-21",10.6
"183","2019-10-22",10.6
"184","2019-10-23",10.6
"185","2019-10-24",10.6
"186","2019-10-25",10.6
"187","2019-10-28",10.6
"188","2019-10-29",10.69
"189","2019-10-30",10.68
"190","2019-10-31",10.69
"191","2019-11-01",10.69
"192","2019-11-04",10.69
"193","2019-11-05",10.7
"194","2019-11-06",10.69
"195","2019-11-07",10.69
"196","2019-11-08",10.68
"197","2019-11-11",10.68
"198","2019-11-12",10.68
"199","2019-11-13",10.68
"200","2019-11-14",10.68
"201","2019-11-15",10.7
"202","2019-11-18",10.74
"203","2019-11-19",10.74
"204","2019-11-20",10.72
"205","2019-11-21",10.72
"206","2019-11-22",10.75
"207","2019-11-25",10.65
"208","2019-11-26",10.65
"209","2019-11-27",10.65
"210","2019-11-29",10.6
"211","2019-12-02",10.62
"212","2019-12-03",10.62
"213","2019-12-04",10.62
"214","2019-12-05",10.65
"215","2019-12-06",10.64
"216","2019-12-09",10.64
"217","2019-12-10",10.7
"218","2019-12-11",10.75
"219","2019-12-12",10.73
"220","2019-12-13",10.68
"221","2019-12-16",10.68
"222","2019-12-17",10.67
"223","2019-12-18",10.62
"224","2019-12-19",10.62
"225","2019-12-20",10.62
"226","2019-12-23",10.62
"227","2019-12-24",10.62
"228","2019-12-26",10.62
"229","2019-12-27",10.62
"230","2019-12-30",10.62
"231","2019-12-31",10.62
"232","2020-01-02",10.64
"233","2020-01-03",10.64
"234","2020-01-06",10.7
"235","2020-01-07",10.7
"236","2020-01-08",10.77
"237","2020-01-09",10.75
"238","2020-01-10",10.75
"239","2020-01-13",10.93
"240","2020-01-14",10.95
"241","2020-01-15",10.95
"242","2020-01-16",11
"243","2020-01-17",11.1
"244","2020-01-21",11.14
"245","2020-01-22",11.14
"246","2020-01-23",11.14
"247","2020-01-24",11.14
"248","2020-01-27",11.14
"249","2020-01-28",11.14
"250","2020-01-29",11.14
"251","2020-01-30",11.09
"252","2020-01-31",11.08
"253","2020-02-03",11.2
"254","2020-02-04",11.2
"255","2020-02-05",11.22
"256","2020-02-06",11.22
"257","2020-02-07",11.22
"258","2020-02-10",11.22
"259","2020-02-11",11.22
"260","2020-02-12",11.2
"261","2020-02-13",11.2
"262","2020-02-14",11.2
"263","2020-02-18",11.2
"264","2020-02-19",11.2
"265","2020-02-20",11.2
"266","2020-02-21",11.23
"267","2020-02-24",11.23
"268","2020-02-25",11.25
"269","2020-02-26",11.25
"270","2020-02-27",11.32
"271","2020-02-28",11.36
"272","2020-03-02",11.3
"273","2020-03-03",11.44
"274","2020-03-04",11.46
"275","2020-03-05",11.5
"276","2020-03-06",11.5
"277","2020-03-09",11.5
"278","2020-03-10",11.6
"279","2020-03-11",11.55
"280","2020-03-12",11.55
"281","2020-03-13",11.5
"282","2020-03-16",12
"283","2020-03-17",12
"284","2020-03-18",11.05
"285","2020-03-19",10.59
"286","2020-03-20",10.59
"287","2020-03-23",10.06
"288","2020-03-24",10.06
"289","2020-03-25",10.06
"290","2020-03-26",10.06
"291","2020-03-27",10.06
"292","2020-03-30",10.2
"293","2020-03-31",10.332
"294","2020-04-01",10.3
"295","2020-04-02",10.25
"296","2020-04-03",10.35
"297","2020-04-06",10.35
"298","2020-04-07",10.41
"299","2020-04-08",10.41
"300","2020-04-09",10.68
"301","2020-04-13",10.68
"302","2020-04-14",10.68
"303","2020-04-15",10.68
"304","2020-04-16",10.68
"305","2020-04-17",10.68
"306","2020-04-20",10.67
"307","2020-04-21",10.67
"308","2020-04-22",10.67
"309","2020-04-23",10.67
"310","2020-04-24",10.67
"311","2020-04-27",10.72
"312","2020-04-28",10.72
"313","2020-04-29",10.72
"314","2020-04-30",10.72
"315","2020-05-01",10.72
"316","2020-05-04",10.72
"317","2020-05-05",10.72
"318","2020-05-06",10.72
"319","2020-05-07",10.72
"320","2020-05-08",10.72
"321","2020-05-11",10.72
"322","2020-05-12",10.72
"323","2020-05-13",10.72
"324","2020-05-14",10.72
"325","2020-05-15",10.7
"326","2020-05-18",10.7
"327","2020-05-19",10.7
"328","2020-05-20",10.7
"329","2020-05-21",10.7
"330","2020-05-22",10.7
"331","2020-05-26",10.7
"332","2020-05-27",10.7
"333","2020-05-28",10.7
"334","2020-05-29",10.7
"335","2020-06-01",10.8
"336","2020-06-02",10.8
"337","2020-06-03",10.942
"338","2020-06-04",10.95
"339","2020-06-05",10.97
"340","2020-06-08",11.1
"341","2020-06-09",11.29
"342","2020-06-10",11.5
"343","2020-06-11",11.5
"344","2020-06-12",11.5
"345","2020-06-15",11.75
"346","2020-06-16",11.75
"347","2020-06-17",11.75
"348","2020-06-18",11.75
"349","2020-06-19",11.75
"350","2020-06-22",11.3
"351","2020-06-23",11.3
"352","2020-06-24",11.3
"353","2020-06-25",11.099
"354","2020-06-26",11
"355","2020-06-29",11
"356","2020-06-30",11.26
"357","2020-07-01",11.05
"358","2020-07-02",11.25
"359","2020-07-06",11.46
"360","2020-07-07",11.32
"361","2020-07-08",11.25
"362","2020-07-09",11.25
"363","2020-07-10",11.25
"364","2020-07-13",11.75
"365","2020-07-14",11.75
"366","2020-07-15",11.75
"367","2020-07-16",11.3
"368","2020-07-17",11.25
"369","2020-07-20",11.5
"370","2020-07-21",11.659
"371","2020-07-22",11.659
"372","2020-07-23",11.659
"373","2020-07-24",11.659
"374","2020-07-27",11.659
"375","2020-07-28",11.65
"376","2020-07-29",11.15
"377","2020-07-30",11.15
"378","2020-07-31",10.683
"379","2020-08-03",10.7
"380","2020-08-04",10.7
"381","2020-08-05",10.7
"382","2020-08-06",10.7
"383","2020-08-07",10.7
"384","2020-08-10",10.66
"385","2020-08-11",10.66
"386","2020-08-12",10.66
"387","2020-08-13",10.66
"388","2020-08-14",10.66
"389","2020-08-17",10.66
"390","2020-08-18",10.66
"391","2020-08-19",10.66
"392","2020-08-20",11.7
"393","2020-08-21",11.7
"394","2020-08-24",12.596
"395","2020-08-25",12.565
"396","2020-08-26",12.128
"397","2020-08-27",11.95
"398","2020-08-28",11.967
"399","2020-08-31",11.79
"400","2020-09-01",12.26
"401","2020-09-02",12.903
"402","2020-09-03",12.5
"403","2020-09-04",13.012
"404","2020-09-08",13.1
"405","2020-09-09",13.599
"406","2020-09-10",13.86
"407","2020-09-11",14.425
"408","2020-09-14",14.42
"409","2020-09-15",14.97
"410","2020-09-16",14.195
"411","2020-09-17",13.02
"412","2020-09-18",13.6
"413","2020-09-21",13.61
"414","2020-09-22",13.303
"415","2020-09-23",13
"416","2020-09-24",12.316
"417","2020-09-25",12.5
"418","2020-09-28",12.88
"419","2020-09-29",12.8
"420","2020-09-30",12.5
"421","2020-10-01",11.9
"422","2020-10-02",11.7
"423","2020-10-05",11.53
"424","2020-10-06",11.15
"425","2020-10-07",11.1
"426","2020-10-08",11.398
"427","2020-10-09",11.06
"428","2020-10-12",11.295
"429","2020-10-13",11.45
"430","2020-10-14",11.474
"431","2020-10-15",11.485
"432","2020-10-16",11.413
"433","2020-10-19",11.3
"434","2020-10-20",11.317
"435","2020-10-21",11.095
"436","2020-10-22",11.03
"437","2020-10-23",11.01
"438","2020-10-26",10.8
"439","2020-10-27",10.91
"440","2020-10-28",10.75
"441","2020-10-29",10.805
"442","2020-10-30",10.76
"443","2020-11-02",10.9
"444","2020-11-03",10.79
"445","2020-11-04",10.89
"446","2020-11-05",10.95
"447","2020-11-06",11.05
"448","2020-11-09",10.94
"449","2020-11-10",10.95
"450","2020-11-11",11
"451","2020-11-12",11
"452","2020-11-13",10.97
"453","2020-11-16",11.107
"454","2020-11-17",11.05
"455","2020-11-18",11.15
"456","2020-11-19",11.38
"457","2020-11-20",14.12
"458","2020-11-23",14.911
"459","2020-11-24",14.94
"460","2020-11-25",15
"461","2020-11-27",16.745001
