"","date","TAYD"
"215","2007-11-07",7
"216","2007-11-08",6.84
"217","2007-11-09",6.77
"218","2007-11-12",6.85
"219","2007-11-13",6.86
"220","2007-11-14",6.75
"221","2007-11-15",6.55
"222","2007-11-16",6.27
"223","2007-11-19",6.3
"224","2007-11-20",6.26
"225","2007-11-21",6.26
"226","2007-11-23",6.26
"227","2007-11-26",6.26
"228","2007-11-27",6.3
"229","2007-11-28",6.31
"230","2007-11-29",6.5
"231","2007-11-30",6.53
"232","2007-12-03",6.52
"233","2007-12-04",6.4
"234","2007-12-05",6.33
"235","2007-12-06",6.54
"236","2007-12-07",6.8
"237","2007-12-10",7.83
"238","2007-12-11",7.58
"239","2007-12-12",7.71
"240","2007-12-13",7.75
"241","2007-12-14",7.21
"242","2007-12-17",7.15
"243","2007-12-18",7.04
"244","2007-12-19",6.95
"245","2007-12-20",7.15
"246","2007-12-21",7
"247","2007-12-24",7.3
"248","2007-12-26",7.2
"249","2007-12-27",7.2
"250","2007-12-28",7.1
"251","2007-12-31",7
"252","2008-01-02",7.12
"253","2008-01-03",6.87
"254","2008-01-04",6.51
"255","2008-01-07",6.31
"256","2008-01-08",6.29
"257","2008-01-09",5.5
"258","2008-01-10",6.06
"259","2008-01-11",6.25
"260","2008-01-14",5.86
"261","2008-01-15",5.88
"262","2008-01-16",6.22
"263","2008-01-17",5.6
"264","2008-01-18",5.79
"265","2008-01-22",5.4
"266","2008-01-23",5.29
"267","2008-01-24",5.33
"268","2008-01-25",5.28
"269","2008-01-28",5.26
"270","2008-01-29",5.05
"271","2008-01-30",4.76
"272","2008-01-31",4.89
"273","2008-02-01",5.02
"274","2008-02-04",4.99
"275","2008-02-05",4.81
"276","2008-02-06",4.95
"277","2008-02-07",4.99
"278","2008-02-08",5.1
"279","2008-02-11",5
"280","2008-02-12",5.09
"281","2008-02-13",5
"282","2008-02-14",5
"283","2008-02-15",5.09
"284","2008-02-19",5.01
"285","2008-02-20",5.07
"286","2008-02-21",5.03
"287","2008-02-22",5.29
"288","2008-02-25",5.19
"289","2008-02-26",5.19
"290","2008-02-27",5.19
"291","2008-02-28",5.18
"292","2008-02-29",5
"293","2008-03-03",5.19
"294","2008-03-04",5.15
"295","2008-03-05",5.15
"296","2008-03-06",5.19
"297","2008-03-07",5
"298","2008-03-10",4.99
"299","2008-03-11",5.05
"300","2008-03-12",5.05
"301","2008-03-13",5.05
"302","2008-03-14",5.03
"303","2008-03-17",5.03
"304","2008-03-18",4.99
"305","2008-03-19",4.93
"306","2008-03-20",5.12
"307","2008-03-24",4.93
"308","2008-03-25",4.99
"309","2008-03-26",5
"310","2008-03-27",4.99
"311","2008-03-28",5.15
"312","2008-03-31",5.19
"313","2008-04-01",5.15
"314","2008-04-02",5.05
"315","2008-04-03",5.05
"316","2008-04-04",4.99
"317","2008-04-07",5.36
"318","2008-04-08",5
"319","2008-04-09",5.25
"320","2008-04-10",5
"321","2008-04-11",5
"322","2008-04-14",5.4
"323","2008-04-15",5.33
"324","2008-04-16",5.35
"325","2008-04-17",5.21
"326","2008-04-18",5.15
"327","2008-04-21",5.39
"328","2008-04-22",5.23
"329","2008-04-23",5.15
"330","2008-04-24",5
"331","2008-04-25",5.11
"332","2008-04-28",5.07
"333","2008-04-29",4.88
"334","2008-04-30",5.05
"335","2008-05-01",5
"336","2008-05-02",5
"337","2008-05-05",5
"338","2008-05-06",5.01
"339","2008-05-07",5.2
"340","2008-05-08",5.11
"341","2008-05-09",5.01
"342","2008-05-12",5.34
"343","2008-05-13",5.5
"344","2008-05-14",5.4
"345","2008-05-15",5.49
"346","2008-05-16",5.34
"347","2008-05-19",5.53
"348","2008-05-20",6.2
"349","2008-05-21",6.34
"350","2008-05-22",6.4
"351","2008-05-23",6.16
"352","2008-05-27",7.07
"353","2008-05-28",7.1
"354","2008-05-29",7.17
"355","2008-05-30",6.67
"356","2008-06-02",6.27
"357","2008-06-03",6.25
"358","2008-06-04",6.61
"359","2008-06-05",6.58
"360","2008-06-06",6.79
"361","2008-06-09",6.55
"362","2008-06-10",6.58
"363","2008-06-11",6.6
"364","2008-06-12",6.55
"365","2008-06-13",6.55
"366","2008-06-16",6.57
"367","2008-06-17",6.47
"368","2008-06-18",6.44
"369","2008-06-19",6.44
"370","2008-06-20",6.26
"371","2008-06-23",6.22
"372","2008-06-24",6.16
"373","2008-06-25",6.43
"374","2008-06-26",6.01
"375","2008-06-27",5.95
"376","2008-06-30",6.39
"377","2008-07-01",5.96
"378","2008-07-02",5.91
"379","2008-07-03",5.93
"380","2008-07-07",5.78
"381","2008-07-08",5.82
"382","2008-07-09",5.31
"383","2008-07-10",5.37
"384","2008-07-11",5.2
"385","2008-07-14",4.89
"386","2008-07-15",4.8
"387","2008-07-16",5.32
"388","2008-07-17",5
"389","2008-07-18",5.1
"390","2008-07-21",5.2
"391","2008-07-22",5.32
"392","2008-07-23",5.45
"393","2008-07-24",5
"394","2008-07-25",5.3
"395","2008-07-28",5.57
"396","2008-07-29",6.2
"397","2008-07-30",6.16
"398","2008-07-31",6.18
"399","2008-08-01",5.98
"400","2008-08-04",5.94
"401","2008-08-05",6.1
"402","2008-08-06",5.95
"403","2008-08-07",5.72
"404","2008-08-08",5.7
"405","2008-08-11",5.96
"406","2008-08-12",5.96
"407","2008-08-13",5.93
"408","2008-08-14",6.01
"409","2008-08-15",6.01
"410","2008-08-18",5.88
"411","2008-08-19",5.98
"412","2008-08-20",5.77
"413","2008-08-21",6.35
"414","2008-08-22",6.38
"415","2008-08-25",6.25
"416","2008-08-26",6.22
"417","2008-08-27",6.25
"418","2008-08-28",7.43
"419","2008-08-29",8.3
"420","2008-09-02",7.23
"421","2008-09-03",7.1
"422","2008-09-04",7.3
"423","2008-09-05",6.25
"424","2008-09-08",6.39
"425","2008-09-09",6.36
"426","2008-09-10",6.99
"427","2008-09-11",6.73
"428","2008-09-12",6.67
"429","2008-09-15",6.28
"430","2008-09-16",6.28
"431","2008-09-17",5.83
"432","2008-09-18",5.86
"433","2008-09-19",6.69
"434","2008-09-22",6.5
"435","2008-09-23",6.12
"436","2008-09-24",6.16
"437","2008-09-25",6.24
"438","2008-09-26",6.36
"439","2008-09-29",6.17
"440","2008-09-30",5.8
"441","2008-10-01",6.2
"442","2008-10-02",5.75
"443","2008-10-03",5.74
"444","2008-10-06",5.31
"445","2008-10-07",4.95
"446","2008-10-08",4.9
"447","2008-10-09",4.29
"448","2008-10-10",4.6
"449","2008-10-13",4.45
"450","2008-10-14",3.89
"451","2008-10-15",3.4
"452","2008-10-16",3.39
"453","2008-10-17",3.37
"454","2008-10-20",3.02
"455","2008-10-21",3.4
"456","2008-10-22",3.24
"457","2008-10-23",3.3
"458","2008-10-24",3.49
"459","2008-10-27",3.21
"460","2008-10-28",3.3
"461","2008-10-29",3.1
"462","2008-10-30",3.1
"463","2008-10-31",3.37
"464","2008-11-03",3.51
"465","2008-11-04",3.37
"466","2008-11-05",3.33
"467","2008-11-06",3.21
"468","2008-11-07",3.15
"469","2008-11-10",3.11
"470","2008-11-11",3.06
"471","2008-11-12",2.77
"472","2008-11-13",2.75
"473","2008-11-14",2.49
"474","2008-11-17",2.41
"475","2008-11-18",2.49
"476","2008-11-19",2.45
"477","2008-11-20",2.35
"478","2008-11-21",2.25
"479","2008-11-24",2.18
"480","2008-11-25",2.19
"481","2008-11-26",2.24
"482","2008-11-28",2.25
"483","2008-12-01",2.24
"484","2008-12-02",2.25
"485","2008-12-03",2.5
"486","2008-12-04",2.33
"487","2008-12-05",2.35
"488","2008-12-08",2.49
"489","2008-12-09",2.31
"490","2008-12-10",2.35
"491","2008-12-11",2.31
"492","2008-12-12",2.49
"493","2008-12-15",2.35
"494","2008-12-16",2.35
"495","2008-12-17",2.35
"496","2008-12-18",2.38
"497","2008-12-19",2.31
"498","2008-12-22",2.32
"499","2008-12-23",2.32
"500","2008-12-24",2.25
"501","2008-12-26",2.34
"502","2008-12-29",2.22
"503","2008-12-30",2.32
"504","2008-12-31",2.73
"505","2009-01-02",2.59
"506","2009-01-05",2.8
"507","2009-01-06",3
"508","2009-01-07",2.93
"509","2009-01-08",3.49
"510","2009-01-09",3.32
"511","2009-01-12",3.29
"512","2009-01-13",2.81
"513","2009-01-14",2.71
"514","2009-01-15",2.85
"515","2009-01-16",2.6
"516","2009-01-20",2.61
"517","2009-01-21",2.6
"518","2009-01-22",2.55
"519","2009-01-23",2.61
"520","2009-01-26",2.61
"521","2009-01-27",2.6
"522","2009-01-28",2.7
"523","2009-01-29",2.9
"524","2009-01-30",2.53
"525","2009-02-02",2.88
"526","2009-02-03",2.63
"527","2009-02-04",2.7
"528","2009-02-05",2.7
"529","2009-02-06",3
"530","2009-02-09",3
"531","2009-02-10",2.85
"532","2009-02-11",2.9
"533","2009-02-12",2.87
"534","2009-02-13",2.74
"535","2009-02-17",2.61
"536","2009-02-18",2.68
"537","2009-02-19",2.51
"538","2009-02-20",2.54
"539","2009-02-23",2.37
"540","2009-02-24",2.37
"541","2009-02-25",2.41
"542","2009-02-26",2.4
"543","2009-02-27",2.4
"544","2009-03-02",2.27
"545","2009-03-03",2.32
"546","2009-03-04",2.35
"547","2009-03-05",2.29
"548","2009-03-06",2.25
"549","2009-03-09",2.25
"550","2009-03-10",2.28
"551","2009-03-11",2.24
"552","2009-03-12",2.22
"553","2009-03-13",2.29
"554","2009-03-16",2.44
"555","2009-03-17",2.31
"556","2009-03-18",2.32
"557","2009-03-19",2.35
"558","2009-03-20",2.35
"559","2009-03-23",2.63
"560","2009-03-24",2.63
"561","2009-03-25",2.56
"562","2009-03-26",2.79
"563","2009-03-27",2.59
"564","2009-03-30",2.59
"565","2009-03-31",2.59
"566","2009-04-01",2.68
"567","2009-04-02",2.85
"568","2009-04-03",2.79
"569","2009-04-06",2.85
"570","2009-04-07",2.63
"571","2009-04-08",2.75
"572","2009-04-09",2.75
"573","2009-04-13",2.56
"574","2009-04-14",2.62
"575","2009-04-15",2.62
"576","2009-04-16",2.93
"577","2009-04-17",2.79
"578","2009-04-20",2.73
"579","2009-04-21",2.8
"580","2009-04-22",2.91
"581","2009-04-23",3
"582","2009-04-24",2.92
"583","2009-04-27",3
"584","2009-04-28",3.06
"585","2009-04-29",3
"586","2009-04-30",2.92
"587","2009-05-01",3
"588","2009-05-04",3.2
"589","2009-05-05",3.2
"590","2009-05-06",3.17
"591","2009-05-07",3.15
"592","2009-05-08",3.15
"593","2009-05-11",3.41
"594","2009-05-12",3.39
"595","2009-05-13",3.38
"596","2009-05-14",3.38
"597","2009-05-15",3.38
"598","2009-05-18",3.2
"599","2009-05-19",3.3
"600","2009-05-20",3.2
"601","2009-05-21",3.05
"602","2009-05-22",3.14
"603","2009-05-26",3.06
"604","2009-05-27",3.06
"605","2009-05-28",3
"606","2009-05-29",3.09
"607","2009-06-01",2.93
"608","2009-06-02",3.23
"609","2009-06-03",3.15
"610","2009-06-04",3.08
"611","2009-06-05",3.3
"612","2009-06-08",3.13
"613","2009-06-09",3.42
"614","2009-06-10",3.42
"615","2009-06-11",3.25
"616","2009-06-12",3.2
"617","2009-06-15",3.2
"618","2009-06-16",3.4
"619","2009-06-17",3.4
"620","2009-06-18",3.15
"621","2009-06-19",3.15
"622","2009-06-22",3.02
"623","2009-06-23",3.02
"624","2009-06-24",3.08
"625","2009-06-25",3.08
"626","2009-06-26",3.2
"627","2009-06-29",3.12
"628","2009-06-30",3.03
"629","2009-07-01",3.3
"630","2009-07-02",3.25
"631","2009-07-06",3.25
"632","2009-07-07",3.25
"633","2009-07-08",3.21
"634","2009-07-09",3.6
"635","2009-07-10",3.3
"636","2009-07-13",3.32
"637","2009-07-14",3.32
"638","2009-07-15",3.37
"639","2009-07-16",3.32
"640","2009-07-17",3.37
"641","2009-07-20",3.3
"642","2009-07-21",3.2
"643","2009-07-22",3.26
"644","2009-07-23",3.25
"645","2009-07-24",3.25
"646","2009-07-27",3.2
"647","2009-07-28",3.2
"648","2009-07-29",3.2
"649","2009-07-30",3.2
"650","2009-07-31",3.2
"651","2009-08-03",3.39
"652","2009-08-04",3.26
"653","2009-08-05",3.25
"654","2009-08-06",3.3
"655","2009-08-07",3.3
"656","2009-08-10",3.31
"657","2009-08-11",3.51
"658","2009-08-12",3.51
"659","2009-08-13",3.52
"660","2009-08-14",3.41
"661","2009-08-17",3.3
"662","2009-08-18",3.32
"663","2009-08-19",3.22
"664","2009-08-20",3.14
"665","2009-08-21",3.42
"666","2009-08-24",3.2
"667","2009-08-25",3.14
"668","2009-08-26",3.37
"669","2009-08-27",3.35
"670","2009-08-28",3.65
"671","2009-08-31",3.59
"672","2009-09-01",3.46
"673","2009-09-02",3.35
"674","2009-09-03",3.5
"675","2009-09-04",3.54
"676","2009-09-08",3.53
"677","2009-09-09",3.57
"678","2009-09-10",3.52
"679","2009-09-11",3.52
"680","2009-09-14",3.51
"681","2009-09-15",3.51
"682","2009-09-16",3.6
"683","2009-09-17",3.74
"684","2009-09-18",3.6
"685","2009-09-21",4.2
"686","2009-09-22",4
"687","2009-09-23",4
"688","2009-09-24",4
"689","2009-09-25",4.3
"690","2009-09-28",4.38
"691","2009-09-29",4.58
"692","2009-09-30",4.26
"693","2009-10-01",4.25
"694","2009-10-02",4.11
"695","2009-10-05",4.22
"696","2009-10-06",4.11
"697","2009-10-07",4.35
"698","2009-10-08",3.95
"699","2009-10-09",3.95
"700","2009-10-12",3.95
"701","2009-10-13",3.95
"702","2009-10-14",4.56
"703","2009-10-15",4.9
"704","2009-10-16",4.78
"705","2009-10-19",4.84
"706","2009-10-20",4.52
"707","2009-10-21",4.5
"708","2009-10-22",4.68
"709","2009-10-23",4.75
"710","2009-10-26",4.75
"711","2009-10-27",4.7
"712","2009-10-28",4.5
"713","2009-10-29",4.5
"714","2009-10-30",4.46
"715","2009-11-02",4.45
"716","2009-11-03",4.72
"717","2009-11-04",4.6
"718","2009-11-05",4.62
"719","2009-11-06",4.6
"720","2009-11-09",4.6
"721","2009-11-10",4.6
"722","2009-11-11",4.71
"723","2009-11-12",4.71
"724","2009-11-13",4.55
"725","2009-11-16",4.55
"726","2009-11-17",4.75
"727","2009-11-18",4.83
"728","2009-11-19",4.65
"729","2009-11-20",4.64
"730","2009-11-23",4.75
"731","2009-11-24",4.8
"732","2009-11-25",4.82
"733","2009-11-27",4.64
"734","2009-11-30",4.49
"735","2009-12-01",4.5
"736","2009-12-02",4.5
"737","2009-12-03",4.6
"738","2009-12-04",4.49
"739","2009-12-07",4.5
"740","2009-12-08",4.5
"741","2009-12-09",4.65
"742","2009-12-10",4.67
"743","2009-12-11",4.5
"744","2009-12-14",4.71
"745","2009-12-15",4.59
"746","2009-12-16",4.64
"747","2009-12-17",4.52
"748","2009-12-18",4.49
"749","2009-12-21",4.52
"750","2009-12-22",4.7
"751","2009-12-23",4.8
"752","2009-12-24",4.57
"753","2009-12-28",4.68
"754","2009-12-29",4.6
"755","2009-12-30",4.73
"756","2009-12-31",4.61
"757","2010-01-04",4.64
"758","2010-01-05",4.45
"759","2010-01-06",4.45
"760","2010-01-07",4.45
"761","2010-01-08",4.45
"762","2010-01-11",4.45
"763","2010-01-12",4.45
"764","2010-01-13",5.12
"765","2010-01-14",5
"766","2010-01-15",5.19
"767","2010-01-19",5.5
"768","2010-01-20",5.63
"769","2010-01-21",5.52
"770","2010-01-22",5.2
"771","2010-01-25",5.17
"772","2010-01-26",5.17
"773","2010-01-27",5.15
"774","2010-01-28",4.88
"775","2010-01-29",4.9
"776","2010-02-01",4.97
"777","2010-02-02",4.91
"778","2010-02-03",4.9
"779","2010-02-04",5.03
"780","2010-02-05",4.93
"781","2010-02-08",4.91
"782","2010-02-09",5.03
"783","2010-02-10",5.04
"784","2010-02-11",4.96
"785","2010-02-12",4.98
"786","2010-02-16",5.1
"787","2010-02-17",5.17
"788","2010-02-18",5.1
"789","2010-02-19",5.05
"790","2010-02-22",4.91
"791","2010-02-23",4.97
"792","2010-02-24",5.2
"793","2010-02-25",5.27
"794","2010-02-26",5.43
"795","2010-03-01",5.62
"796","2010-03-02",5.25
"797","2010-03-03",5.5
"798","2010-03-04",5.47
"799","2010-03-05",5.25
"800","2010-03-08",5.5
"801","2010-03-09",5.39
"802","2010-03-10",5.58
"803","2010-03-11",5.75
"804","2010-03-12",5.94
"805","2010-03-15",6.12
"806","2010-03-16",6.01
"807","2010-03-17",6.1
"808","2010-03-18",5.81
"809","2010-03-19",6.05
"810","2010-03-22",5.67
"811","2010-03-23",5.7
"812","2010-03-24",5.92
"813","2010-03-25",5.74
"814","2010-03-26",5.82
"815","2010-03-29",5.9
"816","2010-03-30",5.75
"817","2010-03-31",5.75
"818","2010-04-01",5.35
"819","2010-04-05",5.92
"820","2010-04-06",6
"821","2010-04-07",5.82
"822","2010-04-08",6
"823","2010-04-09",5.92
"824","2010-04-12",6.52
"825","2010-04-13",6.6
"826","2010-04-14",6.52
"827","2010-04-15",6.37
"828","2010-04-16",6.35
"829","2010-04-19",6.25
"830","2010-04-20",6.3
"831","2010-04-21",6
"832","2010-04-22",5.93
"833","2010-04-23",6.29
"834","2010-04-26",6.25
"835","2010-04-27",6.37
"836","2010-04-28",6.22
"837","2010-04-29",6.21
"838","2010-04-30",6.24
"839","2010-05-03",6
"840","2010-05-04",6.05
"841","2010-05-05",6.01
"842","2010-05-06",6
"843","2010-05-07",6
"844","2010-05-10",6.15
"845","2010-05-11",6.21
"846","2010-05-12",6.2
"847","2010-05-13",6.32
"848","2010-05-14",6.12
"849","2010-05-17",5.9
"850","2010-05-18",5.93
"851","2010-05-19",5.99
"852","2010-05-20",5.66
"853","2010-05-21",5.79
"854","2010-05-24",5.63
"855","2010-05-25",5.96
"856","2010-05-26",5.83
"857","2010-05-27",6.06
"858","2010-05-28",6.03
"859","2010-06-01",5.85
"860","2010-06-02",5.85
"861","2010-06-03",5.78
"862","2010-06-04",5.55
"863","2010-06-07",5.47
"864","2010-06-08",5.2
"865","2010-06-09",5.28
"866","2010-06-10",5.18
"867","2010-06-11",5.36
"868","2010-06-14",5.36
"869","2010-06-15",5.32
"870","2010-06-16",5.36
"871","2010-06-17",5.38
"872","2010-06-18",5.45
"873","2010-06-21",5.75
"874","2010-06-22",5.88
"875","2010-06-23",6.05
"876","2010-06-24",5.51
"877","2010-06-25",5.42
"878","2010-06-28",5.36
"879","2010-06-29",5.25
"880","2010-06-30",5.26
"881","2010-07-01",5.3
"882","2010-07-02",5.27
"883","2010-07-06",5.25
"884","2010-07-07",5.16
"885","2010-07-08",5.45
"886","2010-07-09",5.46
"887","2010-07-12",5.4
"888","2010-07-13",5.54
"889","2010-07-14",5.25
"890","2010-07-15",5.15
"891","2010-07-16",5.16
"892","2010-07-19",5.15
"893","2010-07-20",5.09
"894","2010-07-21",5.05
"895","2010-07-22",5.24
"896","2010-07-23",5.4
"897","2010-07-26",5.4
"898","2010-07-27",5.26
"899","2010-07-28",4.98
"900","2010-07-29",4.99
"901","2010-07-30",5.2
"902","2010-08-02",5
"903","2010-08-03",5
"904","2010-08-04",5.16
"905","2010-08-05",5.35
"906","2010-08-06",5.05
"907","2010-08-09",5.15
"908","2010-08-10",5.13
"909","2010-08-11",5.01
"910","2010-08-12",4.94
"911","2010-08-13",4.95
"912","2010-08-16",4.85
"913","2010-08-17",5.11
"914","2010-08-18",5.08
"915","2010-08-19",5.02
"916","2010-08-20",5.13
"917","2010-08-23",4.8
"918","2010-08-24",5.04
"919","2010-08-25",4.97
"920","2010-08-26",4.79
"921","2010-08-27",4.57
"922","2010-08-30",4.69
"923","2010-08-31",4.88
"924","2010-09-01",4.63
"925","2010-09-02",4.63
"926","2010-09-03",5
"927","2010-09-07",5
"928","2010-09-08",5.05
"929","2010-09-09",5.07
"930","2010-09-10",5.07
"931","2010-09-13",4.92
"932","2010-09-14",4.99
"933","2010-09-15",5
"934","2010-09-16",4.81
"935","2010-09-17",5.14
"936","2010-09-20",5.12
"937","2010-09-21",5.08
"938","2010-09-22",5.08
"939","2010-09-23",5.06
"940","2010-09-24",5.03
"941","2010-09-27",5.05
"942","2010-09-28",4.84
"943","2010-09-29",4.99
"944","2010-09-30",5.04
"945","2010-10-01",4.85
"946","2010-10-04",4.81
"947","2010-10-05",4.87
"948","2010-10-06",4.87
"949","2010-10-07",5.1
"950","2010-10-08",5.08
"951","2010-10-11",4.9
"952","2010-10-12",4.93
"953","2010-10-13",4.95
"954","2010-10-14",4.86
"955","2010-10-15",4.85
"956","2010-10-18",4.82
"957","2010-10-19",4.7
"958","2010-10-20",4.58
"959","2010-10-21",4.86
"960","2010-10-22",4.7
"961","2010-10-25",4.92
"962","2010-10-26",4.75
"963","2010-10-27",4.9
"964","2010-10-28",4.88
"965","2010-10-29",4.76
"966","2010-11-01",4.79
"967","2010-11-02",4.85
"968","2010-11-03",4.76
"969","2010-11-04",4.71
"970","2010-11-05",5
"971","2010-11-08",5
"972","2010-11-09",4.75
"973","2010-11-10",4.8
"974","2010-11-11",4.93
"975","2010-11-12",4.83
"976","2010-11-15",4.77
"977","2010-11-16",4.75
"978","2010-11-17",4.7
"979","2010-11-18",4.94
"980","2010-11-19",4.8
"981","2010-11-22",4.55
"982","2010-11-23",4.56
"983","2010-11-24",4.65
"984","2010-11-26",4.74
"985","2010-11-29",4.6
"986","2010-11-30",4.6
"987","2010-12-01",4.56
"988","2010-12-02",4.57
"989","2010-12-03",4.5
"990","2010-12-06",4.99
"991","2010-12-07",4.68
"992","2010-12-08",4.75
"993","2010-12-09",4.9
"994","2010-12-10",5.03
"995","2010-12-13",5
"996","2010-12-14",4.9
"997","2010-12-15",5.02
"998","2010-12-16",4.9
"999","2010-12-17",5.02
"1000","2010-12-20",4.96
"1001","2010-12-21",5.23
"1002","2010-12-22",5.18
"1003","2010-12-23",5.16
"1004","2010-12-27",5
"1005","2010-12-28",5
"1006","2010-12-29",5
