"","date","BCEL"
"145","2020-01-15",14.95
"146","2020-01-16",15.84
"147","2020-01-17",14.84
"148","2020-01-21",15
"149","2020-01-22",16.110001
"150","2020-01-23",16.219999
"151","2020-01-24",18.48
"152","2020-01-27",18.870001
"153","2020-01-28",18.51
"154","2020-01-29",18.84
"155","2020-01-30",18.370001
"156","2020-01-31",18.379999
"157","2020-02-03",18.950001
"158","2020-02-04",19.07
"159","2020-02-05",19.77
"160","2020-02-06",20.559999
"161","2020-02-07",22.700001
"162","2020-02-10",22.200001
"163","2020-02-11",20.26
"164","2020-02-12",21.190001
"165","2020-02-13",20.33
"166","2020-02-14",20.98
"167","2020-02-18",22.02
"168","2020-02-19",21.68
"169","2020-02-20",23.459999
"170","2020-02-21",22.41
"171","2020-02-24",21.389999
"172","2020-02-25",20.74
"173","2020-02-26",22.07
"174","2020-02-27",21.41
"175","2020-02-28",23.639999
"176","2020-03-02",22.870001
"177","2020-03-03",22.99
"178","2020-03-04",27.280001
"179","2020-03-05",24.799999
"180","2020-03-06",24.85
"181","2020-03-09",21.25
"182","2020-03-10",19.639999
"183","2020-03-11",17.620001
"184","2020-03-12",13.62
"185","2020-03-13",16.969999
"186","2020-03-16",12.17
"187","2020-03-17",12
"188","2020-03-18",11.4
"189","2020-03-19",13.07
"190","2020-03-20",16.360001
"191","2020-03-23",14.2
"192","2020-03-24",16.42
"193","2020-03-25",15.43
"194","2020-03-26",15.7
"195","2020-03-27",15.34
"196","2020-03-30",15.21
"197","2020-03-31",16.549999
"198","2020-04-01",13.99
"199","2020-04-02",13.51
"200","2020-04-03",12.52
"201","2020-04-06",13.48
"202","2020-04-07",13.92
"203","2020-04-08",15.04
"204","2020-04-09",15.52
"205","2020-04-13",16.59
"206","2020-04-14",17.389999
"207","2020-04-15",17.24
"208","2020-04-16",15.78
"209","2020-04-17",15.41
"210","2020-04-20",15
"211","2020-04-21",14.08
"212","2020-04-22",15.01
"213","2020-04-23",17.110001
"214","2020-04-24",18.42
"215","2020-04-27",17.92
"216","2020-04-28",16.639999
"217","2020-04-29",17.379999
"218","2020-04-30",15.28
"219","2020-05-01",17.129999
"220","2020-05-04",17.33
"221","2020-05-05",16.42
"222","2020-05-06",16.98
"223","2020-05-07",17.4
"224","2020-05-08",17.83
"225","2020-05-11",18.299999
"226","2020-05-12",17.32
"227","2020-05-13",17.1
"228","2020-05-14",16.530001
"229","2020-05-15",19.129999
"230","2020-05-18",18.65
"231","2020-05-19",18.110001
"232","2020-05-20",18.41
"233","2020-05-21",18.799999
"234","2020-05-22",18.360001
"235","2020-05-26",18.959999
"236","2020-05-27",19.9
"237","2020-05-28",18.68
"238","2020-05-29",18.469999
"239","2020-06-01",18.18
"240","2020-06-02",18.18
"241","2020-06-03",18.379999
"242","2020-06-04",18.25
"243","2020-06-05",18.34
"244","2020-06-08",18.110001
"245","2020-06-09",17.870001
"246","2020-06-10",17.870001
"247","2020-06-11",16.33
"248","2020-06-12",17.440001
"249","2020-06-15",19.15
"250","2020-06-16",18.83
"251","2020-06-17",18.26
"252","2020-06-18",19.98
"253","2020-06-19",19.950001
"254","2020-06-22",21.120001
"255","2020-06-23",22.200001
"256","2020-06-24",23.450001
"257","2020-06-25",21.48
"258","2020-06-26",20.77
"259","2020-06-29",20.620001
"260","2020-06-30",21.280001
"261","2020-07-01",22.1
"262","2020-07-02",22.709999
"263","2020-07-06",23.190001
"264","2020-07-07",21.129999
"265","2020-07-08",20.57
"266","2020-07-09",20.190001
"267","2020-07-10",20.66
"268","2020-07-13",19.139999
"269","2020-07-14",18.129999
"270","2020-07-15",18.42
"271","2020-07-16",14.89
"272","2020-07-17",14.96
"273","2020-07-20",15.1
"274","2020-07-21",15.16
"275","2020-07-22",15.03
"276","2020-07-23",14.63
"277","2020-07-24",13.88
"278","2020-07-27",13.37
"279","2020-07-28",12.81
"280","2020-07-29",13.12
"281","2020-07-30",13.19
"282","2020-07-31",12.95
"283","2020-08-03",13.05
"284","2020-08-04",13.64
"285","2020-08-05",13.49
"286","2020-08-06",13.6
"287","2020-08-07",13.34
"288","2020-08-10",14.01
"289","2020-08-11",13.79
"290","2020-08-12",14.11
"291","2020-08-13",13.85
"292","2020-08-14",15.28
"293","2020-08-17",14.62
"294","2020-08-18",14.12
"295","2020-08-19",14.42
"296","2020-08-20",14.3
"297","2020-08-21",14.49
"298","2020-08-24",14.08
"299","2020-08-25",14.5
"300","2020-08-26",13.73
"301","2020-08-27",13.05
"302","2020-08-28",13.62
"303","2020-08-31",14.22
"304","2020-09-01",13.24
"305","2020-09-02",13.48
"306","2020-09-03",12.93
"307","2020-09-04",12.67
"308","2020-09-08",13.6
"309","2020-09-09",13.92
"310","2020-09-10",13.43
"311","2020-09-11",13.37
"312","2020-09-14",14.32
"313","2020-09-15",13.89
"314","2020-09-16",14.3
"315","2020-09-17",14.59
"316","2020-09-18",14.91
"317","2020-09-21",13.71
"318","2020-09-22",13.45
"319","2020-09-23",12.68
"320","2020-09-24",12.7
"321","2020-09-25",12.96
"322","2020-09-28",13.62
"323","2020-09-29",14.15
"324","2020-09-30",13.97
"325","2020-10-01",14.43
"326","2020-10-02",13.59
"327","2020-10-05",14.67
"328","2020-10-06",14.815
"329","2020-10-07",15.27
"330","2020-10-08",15.23
"331","2020-10-09",14.96
"332","2020-10-12",15.51
"333","2020-10-13",15.79
"334","2020-10-14",14.77
"335","2020-10-15",14.68
"336","2020-10-16",14.96
"337","2020-10-19",14.62
"338","2020-10-20",14.29
"339","2020-10-21",13.94
"340","2020-10-22",14.57
"341","2020-10-23",14.51
"342","2020-10-26",14.12
"343","2020-10-27",14.36
"344","2020-10-28",13.87
"345","2020-10-29",13.63
"346","2020-10-30",13.36
"347","2020-11-02",13.34
"348","2020-11-03",13.51
"349","2020-11-04",13.41
"350","2020-11-05",13.49
"351","2020-11-06",13.03
"352","2020-11-09",14.07
"353","2020-11-10",15.29
"354","2020-11-11",14.95
"355","2020-11-12",14.51
"356","2020-11-13",14.62
"357","2020-11-16",15.26
"358","2020-11-17",14.87
"359","2020-11-18",14.06
"360","2020-11-19",14.54
"361","2020-11-20",14.77
"362","2020-11-23",14.35
"363","2020-11-24",14.67
"364","2020-11-25",14.7
"365","2020-11-27",15.73
