"","date","MX"
"158","2011-10-24",6.18
"159","2011-10-25",6.12
"160","2011-10-26",6.22
"161","2011-10-27",7.1
"162","2011-10-28",7.55
"163","2011-10-31",7.57
"164","2011-11-01",7.31
"165","2011-11-02",7.62
"166","2011-11-03",7.5
"167","2011-11-04",7.54
"168","2011-11-07",7.59
"169","2011-11-08",7.48
"170","2011-11-09",7.34
"171","2011-11-10",7.4
"172","2011-11-11",7.4
"173","2011-11-14",7.47
"174","2011-11-15",8
"175","2011-11-16",8
"176","2011-11-17",7.86
"177","2011-11-18",7.89
"178","2011-11-21",7.81
"179","2011-11-22",7.6
"180","2011-11-23",7.36
"181","2011-11-25",7.23
"182","2011-11-28",7.57
"183","2011-11-29",7.7
"184","2011-11-30",8.01
"185","2011-12-01",8
"186","2011-12-02",8.01
"187","2011-12-05",7.9
"188","2011-12-06",7.85
"189","2011-12-07",7.65
"190","2011-12-08",7.71
"191","2011-12-09",7.87
"192","2011-12-12",7.82
"193","2011-12-13",7.82
"194","2011-12-14",7.48
"195","2011-12-15",7.34
"196","2011-12-16",7.33
"197","2011-12-19",7.29
"198","2011-12-20",7.25
"199","2011-12-21",7.19
"200","2011-12-22",7.2
"201","2011-12-23",7.34
"202","2011-12-27",7.36
"203","2011-12-28",7.34
"204","2011-12-29",7.35
"205","2011-12-30",7.48
"206","2012-01-03",7.37
"207","2012-01-04",7.48
"208","2012-01-05",7.37
"209","2012-01-06",7.42
"210","2012-01-09",7.79
"211","2012-01-10",8.1
"212","2012-01-11",7.98
"213","2012-01-12",7.86
"214","2012-01-13",7.75
"215","2012-01-17",7.7
"216","2012-01-18",7.84
"217","2012-01-19",8.1
"218","2012-01-20",8.34
"219","2012-01-23",8.37
"220","2012-01-24",8.38
"221","2012-01-25",8.38
"222","2012-01-26",8.53
"223","2012-01-27",9.25
"224","2012-01-30",9.68
"225","2012-01-31",9.72
"226","2012-02-01",10.16
"227","2012-02-02",10.82
"228","2012-02-03",11.1
"229","2012-02-06",11.38
"230","2012-02-07",10.88
"231","2012-02-08",11.02
"232","2012-02-09",10.87
"233","2012-02-10",10.67
"234","2012-02-13",10.87
"235","2012-02-14",10.82
"236","2012-02-15",10.9
"237","2012-02-16",10.79
"238","2012-02-17",11.37
"239","2012-02-21",11.69
"240","2012-02-22",11.51
"241","2012-02-23",11.61
"242","2012-02-24",11.62
"243","2012-02-27",11.52
"244","2012-02-28",11.84
"245","2012-02-29",11.58
"246","2012-03-01",11.5
"247","2012-03-02",11.41
"248","2012-03-05",11.06
"249","2012-03-06",10.78
"250","2012-03-07",11.02
"251","2012-03-08",11.39
"252","2012-03-09",11.67
"253","2012-03-12",11.34
"254","2012-03-13",11.65
"255","2012-03-14",11.7
"256","2012-03-15",11.64
"257","2012-03-16",11.12
"258","2012-03-19",11.22
"259","2012-03-20",11.13
"260","2012-03-21",11.2
"261","2012-03-22",11.45
"262","2012-03-23",11.6
"263","2012-03-26",11.84
"264","2012-03-27",12.33
"265","2012-03-28",12.54
"266","2012-03-29",12.5
"267","2012-03-30",12
"268","2012-04-02",11.87
"269","2012-04-03",11.92
"270","2012-04-04",11.62
"271","2012-04-05",11.44
"272","2012-04-09",11.86
"273","2012-04-10",11.3
"274","2012-04-11",11.59
"275","2012-04-12",12.07
"276","2012-04-13",11.74
"277","2012-04-16",11.51
"278","2012-04-17",11.69
"279","2012-04-18",11.63
"280","2012-04-19",11.39
"281","2012-04-20",10.63
"282","2012-04-23",10.5
"283","2012-04-24",10.59
"284","2012-04-25",10.83
"285","2012-04-26",11.65
"286","2012-04-27",11.59
"287","2012-04-30",11.78
"288","2012-05-01",11.64
"289","2012-05-02",11.4
"290","2012-05-03",11.1
"291","2012-05-04",11.2
"292","2012-05-07",11.02
"293","2012-05-08",10.99
"294","2012-05-09",11.18
"295","2012-05-10",11.4
"296","2012-05-11",11.16
"297","2012-05-14",11.09
"298","2012-05-15",10.96
"299","2012-05-16",10.3
"300","2012-05-17",9.82
"301","2012-05-18",9.43
"302","2012-05-21",9.66
"303","2012-05-22",9.18
"304","2012-05-23",9.28
"305","2012-05-24",9.51
"306","2012-05-25",9.53
"307","2012-05-29",9.83
"308","2012-05-30",9.79
"309","2012-05-31",9.52
"310","2012-06-01",8.89
"311","2012-06-04",8.83
"312","2012-06-05",8.91
"313","2012-06-06",9.38
"314","2012-06-07",9.03
"315","2012-06-08",9.34
"316","2012-06-11",8.87
"317","2012-06-12",9.34
"318","2012-06-13",9.16
"319","2012-06-14",9.18
"320","2012-06-15",9.34
"321","2012-06-18",9.5
"322","2012-06-19",9.97
"323","2012-06-20",10.06
"324","2012-06-21",9.67
"325","2012-06-22",9.68
"326","2012-06-25",9.51
"327","2012-06-26",9.43
"328","2012-06-27",9.5
"329","2012-06-28",9.25
"330","2012-06-29",9.53
"331","2012-07-02",9.72
"332","2012-07-03",9.83
"333","2012-07-05",9.85
"334","2012-07-06",9.55
"335","2012-07-09",9.27
"336","2012-07-10",9.25
"337","2012-07-11",9.27
"338","2012-07-12",9.04
"339","2012-07-13",8.91
"340","2012-07-16",8.85
"341","2012-07-17",8.75
"342","2012-07-18",9.01
"343","2012-07-19",9.06
"344","2012-07-20",8.91
"345","2012-07-23",8.63
"346","2012-07-24",8.47
"347","2012-07-25",8.39
"348","2012-07-26",8.62
"349","2012-07-27",9
"350","2012-07-30",9
"351","2012-07-31",10.18
"352","2012-08-01",10.48
"353","2012-08-02",10.31
"354","2012-08-03",12.31
"355","2012-08-06",12.37
"356","2012-08-07",12.52
"357","2012-08-08",12.42
"358","2012-08-09",12.74
"359","2012-08-10",13.13
"360","2012-08-13",13.37
"361","2012-08-14",13.47
"362","2012-08-15",13.44
"363","2012-08-16",14.21
"364","2012-08-17",14.17
"365","2012-08-20",14.09
"366","2012-08-21",14.01
"367","2012-08-22",13.99
"368","2012-08-23",13.3
"369","2012-08-24",13.93
"370","2012-08-27",13.95
"371","2012-08-28",13.77
"372","2012-08-29",13.91
"373","2012-08-30",13.23
"374","2012-08-31",13.51
"375","2012-09-04",13.96
"376","2012-09-05",13.52
"377","2012-09-06",13.77
"378","2012-09-07",13.58
"379","2012-09-10",13.12
"380","2012-09-11",13.27
"381","2012-09-12",13.21
"382","2012-09-13",13.19
"383","2012-09-14",13.93
"384","2012-09-17",13.66
"385","2012-09-18",13.58
"386","2012-09-19",13.79
"387","2012-09-20",13.49
"388","2012-09-21",13.58
"389","2012-09-24",12.48
"390","2012-09-25",11.74
"391","2012-09-26",11.74
"392","2012-09-27",12.05
"393","2012-09-28",11.8
"394","2012-10-01",11.54
"395","2012-10-02",12.17
"396","2012-10-03",12.07
"397","2012-10-04",12.09
"398","2012-10-05",12.22
"399","2012-10-08",11.95
"400","2012-10-09",11.52
"401","2012-10-10",11.53
"402","2012-10-11",11.54
"403","2012-10-12",11.54
"404","2012-10-15",11.66
"405","2012-10-16",12.25
"406","2012-10-17",12.31
"407","2012-10-18",11.57
"408","2012-10-19",11.61
"409","2012-10-22",11.7
"410","2012-10-23",11.56
"411","2012-10-24",11.4
"412","2012-10-25",11.5
"413","2012-10-26",11.28
"414","2012-10-31",11.25
"415","2012-11-01",12.13
"416","2012-11-02",12.82
"417","2012-11-05",12.85
"418","2012-11-06",12.83
"419","2012-11-07",12.74
"420","2012-11-08",12.48
"421","2012-11-09",12.45
"422","2012-11-12",12.34
"423","2012-11-13",12.12
"424","2012-11-14",11.82
"425","2012-11-15",11.87
"426","2012-11-16",11.84
"427","2012-11-19",12.01
"428","2012-11-20",12.45
"429","2012-11-21",12.57
"430","2012-11-23",12.82
"431","2012-11-26",12.7
"432","2012-11-27",12.65
"433","2012-11-28",12.75
"434","2012-11-29",12.75
"435","2012-11-30",12.6
"436","2012-12-03",12.63
"437","2012-12-04",12.18
"438","2012-12-05",12.45
"439","2012-12-06",12.68
"440","2012-12-07",12.75
"441","2012-12-10",13.12
"442","2012-12-11",13.47
"443","2012-12-12",13.41
"444","2012-12-13",13.44
"445","2012-12-14",13.19
"446","2012-12-17",13.14
"447","2012-12-18",13.17
"448","2012-12-19",13.3
"449","2012-12-20",13.29
"450","2012-12-21",14.5
"451","2012-12-24",14.7
"452","2012-12-26",14.76
"453","2012-12-27",14.19
"454","2012-12-28",14.51
"455","2012-12-31",15.92
"456","2013-01-02",15.8
"457","2013-01-03",16.190001
"458","2013-01-04",16.440001
"459","2013-01-07",16.370001
"460","2013-01-08",16.190001
"461","2013-01-09",16.17
"462","2013-01-10",16.059999
"463","2013-01-11",16.76
"464","2013-01-14",16.25
"465","2013-01-15",15.94
"466","2013-01-16",15.97
"467","2013-01-17",16.18
"468","2013-01-18",16
"469","2013-01-22",15.98
"470","2013-01-23",16.01
"471","2013-01-24",15.93
"472","2013-01-25",15.74
"473","2013-01-28",15.81
"474","2013-01-29",15.97
"475","2013-01-30",16.01
"476","2013-01-31",16.02
"477","2013-02-01",15.92
"478","2013-02-04",15.81
"479","2013-02-05",14.82
"480","2013-02-06",15.44
"481","2013-02-07",15.32
"482","2013-02-08",15.65
"483","2013-02-11",16.209999
"484","2013-02-12",15.59
"485","2013-02-13",15.97
"486","2013-02-14",16.09
"487","2013-02-15",16.040001
"488","2013-02-19",17.5
"489","2013-02-20",17.43
"490","2013-02-21",16.049999
"491","2013-02-22",16.17
"492","2013-02-25",15.12
"493","2013-02-26",15.15
"494","2013-02-27",15.17
"495","2013-02-28",15.75
"496","2013-03-01",15.49
"497","2013-03-04",14.92
"498","2013-03-05",14.8
"499","2013-03-06",15.43
"500","2013-03-07",15.2
"501","2013-03-08",15.77
"502","2013-03-11",16.65
"503","2013-03-12",16.540001
"504","2013-03-13",16.719999
"505","2013-03-14",17.01
"506","2013-03-15",16.85
"507","2013-03-18",16.040001
"508","2013-03-19",16.530001
"509","2013-03-20",17.32
"510","2013-03-21",16.85
"511","2013-03-22",16.959999
"512","2013-03-25",16.85
"513","2013-03-26",17.43
"514","2013-03-27",17.15
"515","2013-03-28",17.309999
"516","2013-04-01",16.82
"517","2013-04-02",16.299999
"518","2013-04-03",15.46
"519","2013-04-04",15.85
"520","2013-04-05",15.39
"521","2013-04-08",15.53
"522","2013-04-09",15.68
"523","2013-04-10",16.1
"524","2013-04-11",16.459999
"525","2013-04-12",15.99
"526","2013-04-15",15.43
"527","2013-04-16",15.5
"528","2013-04-17",14.76
"529","2013-04-18",14.63
"530","2013-04-19",14.75
"531","2013-04-22",14.95
"532","2013-04-23",15.31
"533","2013-04-24",15.52
"534","2013-04-25",15.55
"535","2013-04-26",15.29
"536","2013-04-29",15.84
"537","2013-04-30",16.040001
"538","2013-05-01",15.97
"539","2013-05-02",15.87
"540","2013-05-03",15.96
"541","2013-05-06",16.73
"542","2013-05-07",16.42
"543","2013-05-08",16.040001
"544","2013-05-09",16.18
"545","2013-05-10",15.84
"546","2013-05-13",15.88
"547","2013-05-14",15.91
"548","2013-05-15",16.059999
"549","2013-05-16",16.09
"550","2013-05-17",16.040001
"551","2013-05-20",16.459999
"552","2013-05-21",17.389999
"553","2013-05-22",17.73
"554","2013-05-23",17.879999
"555","2013-05-24",17.559999
"556","2013-05-28",17.950001
"557","2013-05-29",18.469999
"558","2013-05-30",18.790001
"559","2013-05-31",18.5
"560","2013-06-03",18.91
"561","2013-06-04",18.83
"562","2013-06-05",18.34
"563","2013-06-06",18.860001
"564","2013-06-07",18.879999
"565","2013-06-10",18.860001
"566","2013-06-11",18.610001
"567","2013-06-12",18.200001
"568","2013-06-13",18.280001
"569","2013-06-14",18.379999
"570","2013-06-17",18.219999
"571","2013-06-18",18.290001
"572","2013-06-19",17.92
"573","2013-06-20",17.23
"574","2013-06-21",17.219999
"575","2013-06-24",16.709999
"576","2013-06-25",16.91
"577","2013-06-26",17.57
"578","2013-06-27",18.110001
"579","2013-06-28",18.27
"580","2013-07-01",18
"581","2013-07-02",17.870001
"582","2013-07-03",17.629999
"583","2013-07-05",18.049999
"584","2013-07-08",19.02
"585","2013-07-09",18.73
"586","2013-07-10",18.610001
"587","2013-07-11",18.91
"588","2013-07-12",19.08
"589","2013-07-15",19.120001
"590","2013-07-16",19.16
"591","2013-07-17",19.280001
"592","2013-07-18",18.9
"593","2013-07-19",19.049999
"594","2013-07-22",19.120001
"595","2013-07-23",19.15
"596","2013-07-24",18.700001
"597","2013-07-25",17.450001
"598","2013-07-26",17.42
"599","2013-07-29",17.83
"600","2013-07-30",17.360001
"601","2013-07-31",20.559999
"602","2013-08-01",20.02
"603","2013-08-02",20.08
"604","2013-08-05",19.950001
"605","2013-08-06",19.34
"606","2013-08-07",19.049999
"607","2013-08-08",19.370001
"608","2013-08-09",19.030001
"609","2013-08-12",19.08
"610","2013-08-13",20.040001
"611","2013-08-14",19.77
"612","2013-08-15",19.67
"613","2013-08-16",19.690001
"614","2013-08-19",20
"615","2013-08-20",20.530001
"616","2013-08-21",20.450001
"617","2013-08-22",20.74
"618","2013-08-23",20.59
"619","2013-08-26",20.4
"620","2013-08-27",19.799999
"621","2013-08-28",20.280001
"622","2013-08-29",20.799999
"623","2013-08-30",20.450001
"624","2013-09-03",20.57
"625","2013-09-04",20.82
"626","2013-09-05",21.4
"627","2013-09-06",21.540001
"628","2013-09-09",21.68
"629","2013-09-10",22.34
"630","2013-09-11",22.9
"631","2013-09-12",23.030001
"632","2013-09-13",22.860001
"633","2013-09-16",22.639999
"634","2013-09-17",22.24
"635","2013-09-18",22.17
"636","2013-09-19",22.16
"637","2013-09-20",22
"638","2013-09-23",21.969999
"639","2013-09-24",21.9
"640","2013-09-25",22.4
"641","2013-09-26",22.34
"642","2013-09-27",21.809999
"643","2013-09-30",21.530001
"644","2013-10-01",22.120001
"645","2013-10-02",22.110001
"646","2013-10-03",21.66
"647","2013-10-04",21.879999
"648","2013-10-07",22.049999
"649","2013-10-08",21.700001
"650","2013-10-09",21.639999
"651","2013-10-10",22.360001
"652","2013-10-11",22.559999
"653","2013-10-14",22.57
"654","2013-10-15",21.719999
"655","2013-10-16",21.940001
"656","2013-10-17",22.219999
"657","2013-10-18",22
"658","2013-10-21",23.57
"659","2013-10-22",23.209999
"660","2013-10-23",22.540001
"661","2013-10-24",22.139999
"662","2013-10-25",21.790001
"663","2013-10-28",21.76
"664","2013-10-29",20.959999
"665","2013-10-30",19.129999
"666","2013-10-31",18.690001
"667","2013-11-01",19.559999
"668","2013-11-04",19.639999
"669","2013-11-05",19.610001
"670","2013-11-06",19.58
"671","2013-11-07",19.360001
"672","2013-11-08",19.299999
"673","2013-11-11",19.41
"674","2013-11-12",19.299999
"675","2013-11-13",19.85
"676","2013-11-14",19.77
"677","2013-11-15",19.5
"678","2013-11-18",19.35
"679","2013-11-19",19.16
"680","2013-11-20",18.98
"681","2013-11-21",19.26
"682","2013-11-22",19.299999
"683","2013-11-25",19.049999
"684","2013-11-26",19.09
"685","2013-11-27",20.01
"686","2013-11-29",20.299999
"687","2013-12-02",19.969999
"688","2013-12-03",19.91
"689","2013-12-04",20.110001
"690","2013-12-05",19.74
"691","2013-12-06",19.559999
"692","2013-12-09",19.24
"693","2013-12-10",18.65
"694","2013-12-11",18.77
"695","2013-12-12",18.459999
"696","2013-12-13",18.290001
"697","2013-12-16",18.030001
"698","2013-12-17",18.469999
"699","2013-12-18",18.360001
"700","2013-12-19",17.700001
"701","2013-12-20",18.370001
"702","2013-12-23",18.73
"703","2013-12-24",18.99
"704","2013-12-26",19.209999
"705","2013-12-27",19.27
"706","2013-12-30",19.379999
"707","2013-12-31",19.5
"708","2014-01-02",19.450001
"709","2014-01-03",19.27
"710","2014-01-06",18.120001
"711","2014-01-07",18
"712","2014-01-08",17.9
"713","2014-01-09",17.35
"714","2014-01-10",17.280001
"715","2014-01-13",17.530001
"716","2014-01-14",18.27
"717","2014-01-15",18.24
"718","2014-01-16",18.15
"719","2014-01-17",18.27
"720","2014-01-21",18.24
"721","2014-01-22",18.389999
"722","2014-01-23",18.110001
"723","2014-01-24",17.719999
"724","2014-01-27",17.57
"725","2014-01-28",16.16
"726","2014-01-29",15.88
"727","2014-01-30",15.92
"728","2014-01-31",15.81
"729","2014-02-03",15.59
"730","2014-02-04",15.56
"731","2014-02-05",15.46
"732","2014-02-06",15.94
"733","2014-02-07",16.360001
"734","2014-02-10",16.35
"735","2014-02-11",16.190001
"736","2014-02-12",16.27
"737","2014-02-13",16.360001
"738","2014-02-14",16.299999
"739","2014-02-18",16.23
"740","2014-02-19",15.77
"741","2014-02-20",15.89
"742","2014-02-21",15.51
"743","2014-02-24",14.81
"744","2014-02-25",14.39
"745","2014-02-26",14.81
"746","2014-02-27",15.08
"747","2014-02-28",14.74
"748","2014-03-03",14.93
"749","2014-03-04",15.05
"750","2014-03-05",15.18
"751","2014-03-06",15.24
"752","2014-03-07",15.16
"753","2014-03-10",14.79
"754","2014-03-11",14.33
"755","2014-03-12",13.93
"756","2014-03-13",13.81
"757","2014-03-14",14.15
"758","2014-03-17",14.08
"759","2014-03-18",14.45
"760","2014-03-19",14.47
"761","2014-03-20",14.84
"762","2014-03-21",14.61
"763","2014-03-24",14.53
"764","2014-03-25",14.62
"765","2014-03-26",14.25
"766","2014-03-27",14.23
"767","2014-03-28",14.52
"768","2014-03-31",13.94
"769","2014-04-01",13.84
"770","2014-04-02",13.8
"771","2014-04-03",13.77
"772","2014-04-04",13.68
"773","2014-04-07",13.89
"774","2014-04-08",13.91
"775","2014-04-09",14.01
"776","2014-04-10",13.81
"777","2014-04-11",13.53
"778","2014-04-14",13.7
"779","2014-04-15",13.72
"780","2014-04-16",13.57
"781","2014-04-17",13.72
"782","2014-04-21",13.83
"783","2014-04-22",14.32
"784","2014-04-23",14.54
"785","2014-04-24",14.69
"786","2014-04-25",14.62
"787","2014-04-28",14.17
"788","2014-04-29",14.16
"789","2014-04-30",14
"790","2014-05-01",14.16
"791","2014-05-02",14.37
"792","2014-05-05",14.39
"793","2014-05-06",14.28
"794","2014-05-07",14.1
"795","2014-05-08",13.78
"796","2014-05-09",13.94
"797","2014-05-12",13.52
"798","2014-05-13",13.5
"799","2014-05-14",13.26
"800","2014-05-15",13.11
"801","2014-05-16",13.09
"802","2014-05-19",13.1
"803","2014-05-20",12.99
"804","2014-05-21",12.55
"805","2014-05-22",12.58
"806","2014-05-23",12.69
"807","2014-05-27",12.8
"808","2014-05-28",12.59
"809","2014-05-29",12.54
"810","2014-05-30",12.42
"811","2014-06-02",12.14
"812","2014-06-03",12.16
"813","2014-06-04",12.41
"814","2014-06-05",12.58
"815","2014-06-06",12.69
"816","2014-06-09",12.77
"817","2014-06-10",12.52
"818","2014-06-11",12.63
"819","2014-06-12",12.44
"820","2014-06-13",12.74
"821","2014-06-16",13.12
"822","2014-06-17",13.27
"823","2014-06-18",13.5
"824","2014-06-19",13.62
"825","2014-06-20",13.95
"826","2014-06-23",13.66
"827","2014-06-24",13.65
"828","2014-06-25",13.84
"829","2014-06-26",13.93
"830","2014-06-27",13.87
"831","2014-06-30",14.1
"832","2014-07-01",14.47
"833","2014-07-02",14.38
"834","2014-07-03",14.44
"835","2014-07-07",14.37
"836","2014-07-08",14.08
"837","2014-07-09",14.13
"838","2014-07-10",14.02
"839","2014-07-11",13.94
"840","2014-07-14",14.1
"841","2014-07-15",13.98
"842","2014-07-16",14.24
"843","2014-07-17",14.17
"844","2014-07-18",14.18
"845","2014-07-21",14.3
"846","2014-07-22",14.47
"847","2014-07-23",14.21
"848","2014-07-24",14.21
"849","2014-07-25",13.97
"850","2014-07-28",13.97
"851","2014-07-29",13.92
"852","2014-07-30",14.09
"853","2014-07-31",14.01
"854","2014-08-01",13.76
"855","2014-08-04",13.98
"856","2014-08-05",13.94
"857","2014-08-06",13.84
"858","2014-08-07",13.7
"859","2014-08-08",13.5
"860","2014-08-11",13.67
"861","2014-08-12",13.71
"862","2014-08-13",13.19
"863","2014-08-14",13.04
"864","2014-08-15",13
"865","2014-08-18",12.8
"866","2014-08-19",12.82
"867","2014-08-20",12.74
"868","2014-08-21",12.6
"869","2014-08-22",12.49
"870","2014-08-25",11.57
"871","2014-08-26",11.67
"872","2014-08-27",12.07
"873","2014-08-28",11.77
"874","2014-08-29",12.33
"875","2014-09-02",11.93
"876","2014-09-03",11.9
"877","2014-09-04",11.91
"878","2014-09-05",12.06
"879","2014-09-08",12.21
"880","2014-09-09",12.34
"881","2014-09-10",12.19
"882","2014-09-11",12.22
"883","2014-09-12",12.18
"884","2014-09-15",12.07
"885","2014-09-16",12.07
"886","2014-09-17",12.07
"887","2014-09-18",12.33
"888","2014-09-19",12.39
"889","2014-09-22",12.29
"890","2014-09-23",12.2
"891","2014-09-24",12.27
"892","2014-09-25",12.08
"893","2014-09-26",11.9
"894","2014-09-29",11.76
"895","2014-09-30",11.7
"896","2014-10-01",11.33
"897","2014-10-02",11.32
"898","2014-10-03",11.31
"899","2014-10-06",11.33
"900","2014-10-07",11.02
"901","2014-10-08",11.36
"902","2014-10-09",10.94
"903","2014-10-10",10.32
"904","2014-10-13",10.06
"905","2014-10-14",10.18
"906","2014-10-15",10.36
"907","2014-10-16",10.17
"908","2014-10-17",10.34
"909","2014-10-20",10.38
"910","2014-10-21",10.65
"911","2014-10-22",10.33
"912","2014-10-23",10.55
"913","2014-10-24",10.53
"914","2014-10-27",10.54
"915","2014-10-28",11.02
"916","2014-10-29",11.01
"917","2014-10-30",10.71
"918","2014-10-31",11.13
"919","2014-11-03",11.33
"920","2014-11-04",11.25
"921","2014-11-05",11.04
"922","2014-11-06",11.39
"923","2014-11-07",11.44
"924","2014-11-10",11.43
"925","2014-11-11",11.42
"926","2014-11-12",11.47
"927","2014-11-13",11.17
"928","2014-11-14",11.12
"929","2014-11-17",11.11
"930","2014-11-18",11.44
"931","2014-11-19",11.11
"932","2014-11-20",11.22
"933","2014-11-21",11.37
"934","2014-11-24",11.37
"935","2014-11-25",11.61
"936","2014-11-26",12.33
"937","2014-11-28",12.18
"938","2014-12-01",11.82
"939","2014-12-02",11.79
"940","2014-12-03",12.75
"941","2014-12-04",12.51
"942","2014-12-05",13.31
"943","2014-12-08",13.05
"944","2014-12-09",13.4
"945","2014-12-10",12.58
"946","2014-12-11",12.92
"947","2014-12-12",12.96
"948","2014-12-15",12.65
"949","2014-12-16",12.65
"950","2014-12-17",12.82
"951","2014-12-18",13.25
"952","2014-12-19",13.22
"953","2014-12-22",13.37
"954","2014-12-23",13.28
"955","2014-12-24",13.62
"956","2014-12-26",13.61
"957","2014-12-29",13.55
"958","2014-12-30",13.32
"959","2014-12-31",12.99
"960","2015-01-02",12.89
"961","2015-01-05",12.6
"962","2015-01-06",12.17
"963","2015-01-07",12.23
"964","2015-01-08",12.57
"965","2015-01-09",12.99
"966","2015-01-12",12.93
"967","2015-01-13",13
"968","2015-01-14",12.95
"969","2015-01-15",12.72
"970","2015-01-16",12.84
"971","2015-01-20",12.71
"972","2015-01-21",12.84
"973","2015-01-22",12.99
"974","2015-01-23",12.78
"975","2015-01-26",12.55
"976","2015-01-27",12.26
"977","2015-01-28",12.02
"978","2015-01-29",14.15
"979","2015-01-30",14.38
"980","2015-02-02",14.98
"981","2015-02-03",15.16
"982","2015-02-04",15.09
"983","2015-02-05",15.23
"984","2015-02-06",15.1
"985","2015-02-09",14.87
"986","2015-02-10",14.93
"987","2015-02-11",14.98
"988","2015-02-12",15.02
"989","2015-02-13",7.52
"990","2015-02-17",6.88
"991","2015-02-18",6.62
"992","2015-02-19",6.25
"993","2015-02-20",5.86
