"","date","DRIO"
"1000","2020-03-03",7.9
"1001","2020-03-04",8
"1002","2020-03-05",8.3
"1003","2020-03-06",8.218
"1004","2020-03-09",6.86
"1005","2020-03-10",6.9
"1006","2020-03-11",6.55
"1007","2020-03-12",6.1
"1008","2020-03-13",5.7
"1009","2020-03-16",4.6
"1010","2020-03-17",4.75
"1011","2020-03-18",3.8
"1012","2020-03-19",3.5
"1013","2020-03-20",4.3
"1014","2020-03-23",4.56
"1015","2020-03-24",5.35
"1016","2020-03-25",6.5
"1017","2020-03-26",7.05
"1018","2020-03-27",6.85
"1019","2020-03-30",6.55
"1020","2020-03-31",6.79
"1021","2020-04-01",5.751
"1022","2020-04-02",5.84
"1023","2020-04-03",5.12
"1024","2020-04-06",5.96
"1025","2020-04-07",6.215
"1026","2020-04-08",5.95
"1027","2020-04-09",6.578
"1028","2020-04-13",6.64
"1029","2020-04-14",6.66
"1030","2020-04-15",6.203
"1031","2020-04-16",6.15
"1032","2020-04-17",6.18
"1033","2020-04-20",6.25
"1034","2020-04-21",6.319
"1035","2020-04-22",6.67
"1036","2020-04-23",6.005
"1037","2020-04-24",7.45
"1038","2020-04-27",9.45
"1039","2020-04-28",7.44
"1040","2020-04-29",8.2
"1041","2020-04-30",7.722
"1042","2020-05-01",7.02
"1043","2020-05-04",7.206
"1044","2020-05-05",7.1
"1045","2020-05-06",8
"1046","2020-05-07",7.77
"1047","2020-05-08",7.85
"1048","2020-05-11",7.95
"1049","2020-05-12",7
"1050","2020-05-13",6.9
"1051","2020-05-14",6.85
"1052","2020-05-15",6.95
"1053","2020-05-18",6.86
"1054","2020-05-19",7
"1055","2020-05-20",7
"1056","2020-05-21",6.9
"1057","2020-05-22",6.9
"1058","2020-05-26",6.5
"1059","2020-05-27",6.385
"1060","2020-05-28",6.33
"1061","2020-05-29",6.399
"1062","2020-06-01",6.37
"1063","2020-06-02",6.16
"1064","2020-06-03",5.86
"1065","2020-06-04",5.75
"1066","2020-06-05",5.7
"1067","2020-06-08",5.89
"1068","2020-06-09",6.05
"1069","2020-06-10",5.9
"1070","2020-06-11",6.83
"1071","2020-06-12",6.44
"1072","2020-06-15",6.73
"1073","2020-06-16",6.74
"1074","2020-06-17",6.73
"1075","2020-06-18",6.64
"1076","2020-06-19",6.53
"1077","2020-06-22",6.64
"1078","2020-06-23",6.5
"1079","2020-06-24",6.38
"1080","2020-06-25",6.3
"1081","2020-06-26",6.2
"1082","2020-06-29",6.2
"1083","2020-06-30",6.35
"1084","2020-07-01",6.69
"1085","2020-07-02",6.3
"1086","2020-07-06",6.45
"1087","2020-07-07",6.88
"1088","2020-07-08",6.84
"1089","2020-07-09",6.91
"1090","2020-07-10",6.9
"1091","2020-07-13",7
"1092","2020-07-14",6.4
"1093","2020-07-15",6.3
"1094","2020-07-16",6.2
"1095","2020-07-17",6.12
"1096","2020-07-20",6.91
"1097","2020-07-21",6.82
"1098","2020-07-22",6.95
"1099","2020-07-23",7.51
"1100","2020-07-24",8
"1101","2020-07-27",7.98
"1102","2020-07-28",8.05
"1103","2020-07-29",8.15
"1104","2020-07-30",8.07
"1105","2020-07-31",12.4
"1106","2020-08-03",14.19
"1107","2020-08-04",13.84
"1108","2020-08-05",17.530001
"1109","2020-08-06",17.99
"1110","2020-08-07",17.299999
"1111","2020-08-10",15.29
"1112","2020-08-11",13.59
"1113","2020-08-12",14.7
"1114","2020-08-13",16.299999
"1115","2020-08-14",16.5
"1116","2020-08-17",18.68
"1117","2020-08-18",18.75
"1118","2020-08-19",20.65
"1119","2020-08-20",20.200001
"1120","2020-08-21",18.610001
"1121","2020-08-24",16.73
"1122","2020-08-25",17.75
"1123","2020-08-26",16.5
"1124","2020-08-27",16.65
"1125","2020-08-28",15.53
"1126","2020-08-31",16.32
"1127","2020-09-01",15.56
"1128","2020-09-02",16.25
"1129","2020-09-03",16.01
"1130","2020-09-04",15.75
"1131","2020-09-08",15.97
"1132","2020-09-09",15.43
"1133","2020-09-10",15.18
"1134","2020-09-11",15.05
"1135","2020-09-14",16.92
"1136","2020-09-15",17.83
"1137","2020-09-16",18.4
"1138","2020-09-17",17.41
"1139","2020-09-18",18.950001
"1140","2020-09-21",18.549999
"1141","2020-09-22",18.6
"1142","2020-09-23",17.09
"1143","2020-09-24",15.77
"1144","2020-09-25",16.469999
"1145","2020-09-28",17.6
"1146","2020-09-29",16.6
"1147","2020-09-30",16.780001
"1148","2020-10-01",17.120001
"1149","2020-10-02",16.5
"1150","2020-10-05",16.360001
"1151","2020-10-06",15.34
"1152","2020-10-07",15.89
"1153","2020-10-08",15.29
"1154","2020-10-09",14.97
"1155","2020-10-12",13.12
"1156","2020-10-13",12.9
"1157","2020-10-14",13.2
"1158","2020-10-15",12.67
"1159","2020-10-16",13.33
"1160","2020-10-19",13.19
"1161","2020-10-20",12.87
"1162","2020-10-21",12.6
"1163","2020-10-22",12.94
"1164","2020-10-23",12.47
"1165","2020-10-26",12.42
"1166","2020-10-27",12.55
"1167","2020-10-28",11.5
"1168","2020-10-29",11.25
"1169","2020-10-30",10.17
"1170","2020-11-02",10.83
"1171","2020-11-03",11.94
"1172","2020-11-04",11.78
"1173","2020-11-05",12.26
"1174","2020-11-06",11.64
"1175","2020-11-09",11.27
"1176","2020-11-10",10.83
"1177","2020-11-11",10.92
"1178","2020-11-12",11.61
"1179","2020-11-13",13.1
"1180","2020-11-16",12.68
"1181","2020-11-17",12.35
"1182","2020-11-18",13.03
"1183","2020-11-19",13.25
"1184","2020-11-20",14.01
"1185","2020-11-23",13.39
"1186","2020-11-24",12.73
"1187","2020-11-25",12.91
"1188","2020-11-27",12.89
