"","date","OSMT"
"311","2020-01-15",4.98
"312","2020-01-16",5.61
"313","2020-01-17",5.86
"314","2020-01-21",6.51
"315","2020-01-22",6.7
"316","2020-01-23",6.79
"317","2020-01-24",7
"318","2020-01-27",6.92
"319","2020-01-28",6.76
"320","2020-01-29",6.88
"321","2020-01-30",6.78
"322","2020-01-31",6.44
"323","2020-02-03",5.57
"324","2020-02-04",5.25
"325","2020-02-05",5.38
"326","2020-02-06",5.41
"327","2020-02-07",5.1
"328","2020-02-10",5.59
"329","2020-02-11",5.38
"330","2020-02-12",5.27
"331","2020-02-13",5.14
"332","2020-02-14",5.13
"333","2020-02-18",5.59
"334","2020-02-19",5.84
"335","2020-02-20",6.08
"336","2020-02-21",5.85
"337","2020-02-24",5.59
"338","2020-02-25",5.14
"339","2020-02-26",5.45
"340","2020-02-27",5.27
"341","2020-02-28",5.83
"342","2020-03-02",5.61
"343","2020-03-03",5.31
"344","2020-03-04",5.58
"345","2020-03-05",5.47
"346","2020-03-06",5.47
"347","2020-03-09",5.39
"348","2020-03-10",5.35
"349","2020-03-11",5.06
"350","2020-03-12",4.61
"351","2020-03-13",5
"352","2020-03-16",4.42
"353","2020-03-17",4.61
"354","2020-03-18",3.75
"355","2020-03-19",3.92
"356","2020-03-20",3.81
"357","2020-03-23",3.9
"358","2020-03-24",4.13
"359","2020-03-25",3.65
"360","2020-03-26",3.8
"361","2020-03-27",3.42
"362","2020-03-30",3.42
"363","2020-03-31",3.18
"364","2020-04-01",2.83
"365","2020-04-02",2.98
"366","2020-04-03",2.94
"367","2020-04-06",3.13
"368","2020-04-07",3.04
"369","2020-04-08",3.16
"370","2020-04-09",3.5
"371","2020-04-13",3.85
"372","2020-04-14",4.24
"373","2020-04-15",4.05
"374","2020-04-16",4.08
"375","2020-04-17",4.08
"376","2020-04-20",4.31
"377","2020-04-21",3.9
"378","2020-04-22",4.01
"379","2020-04-23",4.07
"380","2020-04-24",3.99
"381","2020-04-27",4.18
"382","2020-04-28",3.89
"383","2020-04-29",4.15
"384","2020-04-30",4
"385","2020-05-01",3.74
"386","2020-05-04",3.88
"387","2020-05-05",4.09
"388","2020-05-06",4.07
"389","2020-05-07",4.11
"390","2020-05-08",4.12
"391","2020-05-11",4.39
"392","2020-05-12",4.62
"393","2020-05-13",3.86
"394","2020-05-14",3.88
"395","2020-05-15",4.04
"396","2020-05-18",4.25
"397","2020-05-19",4.53
"398","2020-05-20",4.52
"399","2020-05-21",4.6
"400","2020-05-22",4.47
"401","2020-05-26",5.32
"402","2020-05-27",5.99
"403","2020-05-28",5.93
"404","2020-05-29",5.97
"405","2020-06-01",6.15
"406","2020-06-02",6.3
"407","2020-06-03",6.29
"408","2020-06-04",6.68
"409","2020-06-05",6.88
"410","2020-06-08",6.99
"411","2020-06-09",6.75
"412","2020-06-10",6.33
"413","2020-06-11",5.56
"414","2020-06-12",5.09
"415","2020-06-15",5.72
"416","2020-06-16",5.48
"417","2020-06-17",6.06
"418","2020-06-18",6.01
"419","2020-06-19",6.28
"420","2020-06-22",6.7
"421","2020-06-23",6.81
"422","2020-06-24",6.63
"423","2020-06-25",6.71
"424","2020-06-26",6.61
"425","2020-06-29",6.8
"426","2020-06-30",6.73
"427","2020-07-01",6.67
"428","2020-07-02",6.47
"429","2020-07-06",6.7
"430","2020-07-07",6.4
"431","2020-07-08",6.36
"432","2020-07-09",7
"433","2020-07-10",8.77
"434","2020-07-13",7.72
"435","2020-07-14",6.16
"436","2020-07-15",6.23
"437","2020-07-16",5.97
"438","2020-07-17",6.32
"439","2020-07-20",6.21
"440","2020-07-21",6.13
"441","2020-07-22",5.84
"442","2020-07-23",5.62
"443","2020-07-24",5.42
"444","2020-07-27",5.35
"445","2020-07-28",5.21
"446","2020-07-29",5.22
"447","2020-07-30",5.57
"448","2020-07-31",5.35
"449","2020-08-03",5.66
"450","2020-08-04",5.68
"451","2020-08-05",5.59
"452","2020-08-06",5.36
"453","2020-08-07",5.51
"454","2020-08-10",5.75
"455","2020-08-11",5.6
"456","2020-08-12",5.51
"457","2020-08-13",5.97
"458","2020-08-14",6.16
"459","2020-08-17",6.19
"460","2020-08-18",6.18
"461","2020-08-19",6.25
"462","2020-08-20",6.18
"463","2020-08-21",5.79
"464","2020-08-24",5.63
"465","2020-08-25",5.72
"466","2020-08-26",5.88
"467","2020-08-27",5.8
"468","2020-08-28",5.88
"469","2020-08-31",5.94
"470","2020-09-01",5.67
"471","2020-09-02",5.77
"472","2020-09-03",5.61
"473","2020-09-04",5.2
"474","2020-09-08",5
"475","2020-09-09",5.12
"476","2020-09-10",5.21
"477","2020-09-11",4.96
"478","2020-09-14",4.82
"479","2020-09-15",4.83
"480","2020-09-16",5.01
"481","2020-09-17",5.15
"482","2020-09-18",5.45
"483","2020-09-21",5.42
"484","2020-09-22",5.33
"485","2020-09-23",4.86
"486","2020-09-24",4.95
"487","2020-09-25",5.25
"488","2020-09-28",5.27
"489","2020-09-29",5.4
"490","2020-09-30",5.41
"491","2020-10-01",5.46
"492","2020-10-02",5.6
"493","2020-10-05",5.95
"494","2020-10-06",5.8
"495","2020-10-07",5.98
"496","2020-10-08",6.29
"497","2020-10-09",6.26
"498","2020-10-12",6.25
"499","2020-10-13",6.08
"500","2020-10-14",5.83
"501","2020-10-15",5.91
"502","2020-10-16",5.98
"503","2020-10-19",5.96
"504","2020-10-20",5.84
"505","2020-10-21",5.77
"506","2020-10-22",5.87
"507","2020-10-23",5.94
"508","2020-10-26",5.72
"509","2020-10-27",5.58
"510","2020-10-28",5.35
"511","2020-10-29",5.38
"512","2020-10-30",5.13
"513","2020-11-02",5.36
"514","2020-11-03",5.65
"515","2020-11-04",5.7
"516","2020-11-05",5.93
"517","2020-11-06",5.88
"518","2020-11-09",5.98
"519","2020-11-10",5.9
"520","2020-11-11",5.49
"521","2020-11-12",5.7
"522","2020-11-13",5.89
"523","2020-11-16",5.99
"524","2020-11-17",6.15
"525","2020-11-18",6.03
"526","2020-11-19",6.09
"527","2020-11-20",6.06
"528","2020-11-23",5.93
"529","2020-11-24",5.79
"530","2020-11-25",5.87
"531","2020-11-27",6.12
