"","date","GNFT"
"254","2020-03-27",14.6
"255","2020-03-30",14.99
"256","2020-03-31",14.79
"257","2020-04-01",14.5
"258","2020-04-02",15.25
"259","2020-04-03",16.4
"260","2020-04-06",17.459999
"261","2020-04-07",16.58
"262","2020-04-08",16.5
"263","2020-04-09",16.190001
"264","2020-04-13",16.969999
"265","2020-04-14",17.5
"266","2020-04-15",17.5
"267","2020-04-16",17.040001
"268","2020-04-17",17.719999
"269","2020-04-20",20.455
"270","2020-04-21",20.790001
"271","2020-04-22",21.4
"272","2020-04-23",20.216
"273","2020-04-24",19.799999
"274","2020-04-27",20.27
"275","2020-04-28",20.125
"276","2020-04-29",21.5
"277","2020-04-30",21.25
"278","2020-05-01",21.870001
"279","2020-05-04",21.799999
"280","2020-05-05",21.76
"281","2020-05-06",20.969999
"282","2020-05-07",21
"283","2020-05-08",21.139999
"284","2020-05-11",22
"285","2020-05-12",7.1
"286","2020-05-13",7.13
"287","2020-05-14",6.68
"288","2020-05-15",5.78
"289","2020-05-18",5.69
"290","2020-05-19",5.7
"291","2020-05-20",5.43
"292","2020-05-21",5.25
"293","2020-05-22",5.22
"294","2020-05-26",5.26
"295","2020-05-27",5.45
"296","2020-05-28",5.31
"297","2020-05-29",5.22
"298","2020-06-01",5.4
"299","2020-06-02",5.26
"300","2020-06-03",5.2
"301","2020-06-04",5.26
"302","2020-06-05",5.4
"303","2020-06-08",6.44
"304","2020-06-09",6.21
"305","2020-06-10",6.1
"306","2020-06-11",5.49
"307","2020-06-12",5.69
"308","2020-06-15",5.855
"309","2020-06-16",6.01
"310","2020-06-17",6.15
"311","2020-06-18",6
"312","2020-06-19",5.96
"313","2020-06-22",5.93
"314","2020-06-23",5.99
"315","2020-06-24",5.91
"316","2020-06-25",6.03
"317","2020-06-26",5.7
"318","2020-06-29",5.54
"319","2020-06-30",5.51
"320","2020-07-01",5.52
"321","2020-07-02",5.44
"322","2020-07-06",5.48
"323","2020-07-07",5.59
"324","2020-07-08",5.55
"325","2020-07-09",5.38
"326","2020-07-10",5.42
"327","2020-07-13",5.35
"328","2020-07-14",5.21
"329","2020-07-15",5.33
"330","2020-07-16",5.27
"331","2020-07-17",5.36
"332","2020-07-20",5.55
"333","2020-07-21",5.55
"334","2020-07-22",5.42
"335","2020-07-23",5.49
"336","2020-07-24",5.46
"337","2020-07-27",5.49
"338","2020-07-28",5.36
"339","2020-07-29",5.08
"340","2020-07-30",4.79
"341","2020-07-31",4.91
"342","2020-08-03",5.08
"343","2020-08-04",5.28
"344","2020-08-05",5.12
"345","2020-08-06",5.14
"346","2020-08-07",5.09
"347","2020-08-10",5.15
"348","2020-08-11",5.13
"349","2020-08-12",5.11
"350","2020-08-13",5.16
"351","2020-08-14",5.01
"352","2020-08-17",5.21
"353","2020-08-18",5.18
"354","2020-08-19",5.17
"355","2020-08-20",5.14
"356","2020-08-21",5.18
"357","2020-08-24",5.09
"358","2020-08-25",5
"359","2020-08-26",5.01
"360","2020-08-27",4.9
"361","2020-08-28",4.91
"362","2020-08-31",5.05
"363","2020-09-01",4.78
"364","2020-09-02",4.9
"365","2020-09-03",4.8
"366","2020-09-04",4.71
"367","2020-09-08",4.79
"368","2020-09-09",4.61
"369","2020-09-10",4.64
"370","2020-09-11",4.65
"371","2020-09-14",4.8
"372","2020-09-15",4.7
"373","2020-09-16",4.734
"374","2020-09-17",4.75
"375","2020-09-18",4.73
"376","2020-09-21",4.25
"377","2020-09-22",3.95
"378","2020-09-23",3.865
"379","2020-09-24",3.67
"380","2020-09-25",4.19
"381","2020-09-28",5.5
"382","2020-09-29",5.45
"383","2020-09-30",5.27
"384","2020-10-01",4.4
"385","2020-10-02",4.61
"386","2020-10-05",4.54
"387","2020-10-06",4.59
"388","2020-10-07",4.539
"389","2020-10-08",4.64
"390","2020-10-09",4.76
"391","2020-10-12",4.45
"392","2020-10-13",4.32
"393","2020-10-14",4.39
"394","2020-10-15",4.48
"395","2020-10-16",4.426
"396","2020-10-19",4.5
"397","2020-10-20",4.41
"398","2020-10-21",4.5
"399","2020-10-22",4.45
"400","2020-10-23",4.47
"401","2020-10-26",4.47
"402","2020-10-27",3.84
"403","2020-10-28",3.86
"404","2020-10-29",3.7
"405","2020-10-30",3.63
"406","2020-11-02",3.96
"407","2020-11-03",3.85
"408","2020-11-04",3.91
"409","2020-11-05",4.02
"410","2020-11-06",4.05
"411","2020-11-09",4.07
"412","2020-11-10",3.96
"413","2020-11-11",5.1
"414","2020-11-12",5.04
"415","2020-11-13",4.98
"416","2020-11-16",4.88
"417","2020-11-17",4.9
"418","2020-11-18",4.79
"419","2020-11-19",4.22
"420","2020-11-20",4.64
"421","2020-11-23",4.79
"422","2020-11-24",4.89
"423","2020-11-25",4.91
"424","2020-11-27",5.54
