"","date","LEGH"
"434","2020-09-03",16.139999
"435","2020-09-04",14.73
"436","2020-09-08",14.97
"437","2020-09-09",15.29
"438","2020-09-10",15.11
"439","2020-09-11",14.63
"440","2020-09-14",14.89
"441","2020-09-15",14.83
"442","2020-09-16",14.59
"443","2020-09-17",14.6
"444","2020-09-18",14.1
"445","2020-09-21",12.83
"446","2020-09-22",13.33
"447","2020-09-23",12.97
"448","2020-09-24",12.83
"449","2020-09-25",13.13
"450","2020-09-28",13.3
"451","2020-09-29",13.49
"452","2020-09-30",13.68
"453","2020-10-01",13.82
"454","2020-10-02",13.83
"455","2020-10-05",13.93
"456","2020-10-06",14.27
"457","2020-10-07",14.6
"458","2020-10-08",14.57
"459","2020-10-09",15.39
"460","2020-10-12",15.52
"461","2020-10-13",16.6
"462","2020-10-14",15
"463","2020-10-15",15.07
"464","2020-10-16",15.16
"465","2020-10-19",14.56
"466","2020-10-20",14.77
"467","2020-10-21",14.65
"468","2020-10-22",14.42
"469","2020-10-23",14.75
"470","2020-10-26",14.7
"471","2020-10-27",14.51
"472","2020-10-28",14.42
"473","2020-10-29",14.02
"474","2020-10-30",13.61
"475","2020-11-02",13.82
"476","2020-11-03",13.53
"477","2020-11-04",13.4
"478","2020-11-05",14.18
"479","2020-11-06",13.6
"480","2020-11-09",13.95
"481","2020-11-10",14.45
"482","2020-11-11",14.38
"483","2020-11-12",13.99
"484","2020-11-13",14
"485","2020-11-16",14.48
"486","2020-11-17",14.76
"487","2020-11-18",14.89
"488","2020-11-19",15
"489","2020-11-20",14.89
"490","2020-11-23",14.9
"491","2020-11-24",14.98
"492","2020-11-25",14.83
"493","2020-11-27",15.21
