"","date","CBPO"
"87","2008-06-02",3
"88","2008-06-03",3
"89","2008-06-04",3
"90","2008-06-05",3
"91","2008-06-06",3
"92","2008-06-09",3
"93","2008-06-10",3
"94","2008-06-11",3.1
"95","2008-06-12",3.1
"96","2008-06-13",3.5
"97","2008-06-16",3.5
"98","2008-06-17",3.5
"99","2008-06-18",3.5
"100","2008-06-19",3.5
"101","2008-06-20",3.5
"102","2008-06-23",3.5
"103","2008-06-24",3.5
"104","2008-06-25",3.5
"105","2008-06-26",3.5
"106","2008-06-27",3.5
"107","2008-06-30",3.5
"108","2008-07-01",3.5
"109","2008-07-02",3.5
"110","2008-07-03",3.5
"111","2008-07-07",4.7
"112","2008-07-08",4.7
"113","2008-07-09",4.7
"114","2008-07-10",4.7
"115","2008-07-11",4.7
"116","2008-07-14",3
"117","2008-07-15",2.96
"118","2008-07-16",3
"119","2008-07-17",3
"120","2008-07-18",3
"121","2008-07-21",3
"122","2008-07-22",3
"123","2008-07-23",3
"124","2008-07-24",3
"125","2008-07-25",3
"126","2008-07-28",3
"127","2008-07-29",3
"128","2008-07-30",3
"129","2008-07-31",3
"130","2008-08-01",3
"131","2008-08-04",3
"132","2008-08-05",3
"133","2008-08-06",3
"134","2008-08-07",3
"135","2008-08-08",3
"136","2008-08-11",3
"137","2008-08-12",3
"138","2008-08-13",3
"139","2008-08-14",2.99
"140","2008-08-15",2.99
"141","2008-08-18",2.99
"142","2008-08-19",2.89
"143","2008-08-20",2.89
"144","2008-08-21",3.2
"145","2008-08-22",3.15
"146","2008-08-25",3.15
"147","2008-08-26",3
"148","2008-08-27",3
"149","2008-08-28",3
"150","2008-08-29",3.1
"151","2008-09-02",3.1
"152","2008-09-03",3.1
"153","2008-09-04",3.1
"154","2008-09-05",3.15
"155","2008-09-08",3.15
"156","2008-09-09",3.15
"157","2008-09-10",3
"158","2008-09-11",2.5
"159","2008-09-12",2.25
"160","2008-09-15",2.25
"161","2008-09-16",2.25
"162","2008-09-17",2.25
"163","2008-09-18",2.25
"164","2008-09-19",2.25
"165","2008-09-22",2.25
"166","2008-09-23",2.25
"167","2008-09-24",2.25
"168","2008-09-25",2.25
"169","2008-09-26",2.15
"170","2008-09-29",2.15
"171","2008-09-30",2
"172","2008-10-01",2
"173","2008-10-02",2
"174","2008-10-03",1.95
"175","2008-10-06",1.85
"176","2008-10-07",1.65
"177","2008-10-08",1.65
"178","2008-10-09",1.67
"179","2008-10-10",1.35
"180","2008-10-13",1.35
"181","2008-10-14",1.35
"182","2008-10-15",1.5
"183","2008-10-16",1.6
"184","2008-10-17",1.6
"185","2008-10-20",1.55
"186","2008-10-21",1.55
"187","2008-10-22",1.65
"188","2008-10-23",1.55
"189","2008-10-24",1.5
"190","2008-10-27",1.5
"191","2008-10-28",1.26
"192","2008-10-29",1.45
"193","2008-10-30",1.4
"194","2008-10-31",1.46
"195","2008-11-03",1.49
"196","2008-11-04",2
"197","2008-11-05",1.45
"198","2008-11-06",1.5
"199","2008-11-07",1.6
"200","2008-11-10",1.6
"201","2008-11-11",1.6
"202","2008-11-12",1.5
"203","2008-11-13",1.75
"204","2008-11-14",2.51
"205","2008-11-17",2.79
"206","2008-11-18",2.7
"207","2008-11-19",2
"208","2008-11-20",2
"209","2008-11-21",1.8
"210","2008-11-24",1.75
"211","2008-11-25",1.69
"212","2008-11-26",1.6
"213","2008-11-28",2.4
"214","2008-12-01",2.4
"215","2008-12-02",2.4
"216","2008-12-03",2.4
"217","2008-12-04",2.4
"218","2008-12-05",2
"219","2008-12-08",2
"220","2008-12-09",2
"221","2008-12-10",2
"222","2008-12-11",2
"223","2008-12-12",2
"224","2008-12-15",2
"225","2008-12-16",2
"226","2008-12-17",2
"227","2008-12-18",2
"228","2008-12-19",2
"229","2008-12-22",2
"230","2008-12-23",2
"231","2008-12-24",2
"232","2008-12-26",2
"233","2008-12-29",1.99
"234","2008-12-30",1.99
"235","2008-12-31",2
"236","2009-01-02",2
"237","2009-01-05",2
"238","2009-01-06",2
"239","2009-01-07",2
"240","2009-01-08",2
"241","2009-01-09",2.2
"242","2009-01-12",2.05
"243","2009-01-13",2.05
"244","2009-01-14",2
"245","2009-01-15",2
"246","2009-01-16",2.2
"247","2009-01-20",2
"248","2009-01-21",2
"249","2009-01-22",2
"250","2009-01-23",2.2
"251","2009-01-26",2.2
"252","2009-01-27",2.2
"253","2009-01-28",2.2
"254","2009-01-29",2.2
"255","2009-01-30",2.2
"256","2009-02-02",2.05
"257","2009-02-03",2.05
"258","2009-02-04",2.05
"259","2009-02-05",2.05
"260","2009-02-06",2.15
"261","2009-02-09",2
"262","2009-02-10",2
"263","2009-02-11",1.9
"264","2009-02-12",2
"265","2009-02-13",2
"266","2009-02-17",2
"267","2009-02-18",2
"268","2009-02-19",1.85
"269","2009-02-20",1.8
"270","2009-02-23",1.85
"271","2009-02-24",1.85
"272","2009-02-25",1.85
"273","2009-02-26",1.85
"274","2009-02-27",2.4
"275","2009-03-02",2.4
"276","2009-03-03",2.4
"277","2009-03-04",2.1
"278","2009-03-05",1.9
"279","2009-03-06",1.9
"280","2009-03-09",1.8
"281","2009-03-10",1.93
"282","2009-03-11",1.94
"283","2009-03-12",1.95
"284","2009-03-13",2
"285","2009-03-16",2
"286","2009-03-17",2.1
"287","2009-03-18",2.35
"288","2009-03-19",2.35
"289","2009-03-20",2.4
"290","2009-03-23",2.45
"291","2009-03-24",2.45
"292","2009-03-25",1.69
"293","2009-03-26",2.45
"294","2009-03-27",2.45
"295","2009-03-30",1.9
"296","2009-03-31",2.45
"297","2009-04-01",2.25
"298","2009-04-02",5
"299","2009-04-03",4.48
"300","2009-04-06",3.5
"301","2009-04-07",3.15
"302","2009-04-08",3.1
"303","2009-04-09",3
"304","2009-04-13",2.91
"305","2009-04-14",2.75
"306","2009-04-15",3
"307","2009-04-16",3.15
"308","2009-04-17",3.65
"309","2009-04-20",3.95
"310","2009-04-21",3.45
"311","2009-04-22",4
"312","2009-04-23",4.05
"313","2009-04-24",4.05
"314","2009-04-27",4.23
"315","2009-04-28",4.05
"316","2009-04-29",3.7
"317","2009-04-30",3.55
"318","2009-05-01",3.45
"319","2009-05-04",3.5
"320","2009-05-05",3.42
"321","2009-05-06",3.75
"322","2009-05-07",3.76
"323","2009-05-08",3.95
"324","2009-05-11",3.94
"325","2009-05-12",4
"326","2009-05-13",3.9
"327","2009-05-14",3.9
"328","2009-05-15",3.95
"329","2009-05-18",4
"330","2009-05-19",4.15
"331","2009-05-20",4.12
"332","2009-05-21",4.15
"333","2009-05-22",4.2
"334","2009-05-26",4.65
"335","2009-05-27",4.7
"336","2009-05-28",4.65
"337","2009-05-29",4.65
"338","2009-06-01",4.65
"339","2009-06-02",4.85
"340","2009-06-03",4.85
"341","2009-06-04",4.75
"342","2009-06-05",4.36
"343","2009-06-08",4.2
"344","2009-06-09",4.44
"345","2009-06-10",4.6
"346","2009-06-11",4.6
"347","2009-06-12",4.6
"348","2009-06-15",4.47
"349","2009-06-16",4.4
"350","2009-06-17",4.44
"351","2009-06-18",4.25
"352","2009-06-19",4.09
"353","2009-06-22",4.2
"354","2009-06-23",4.1
"355","2009-06-24",3.98
"356","2009-06-25",3.99
"357","2009-06-26",4
"358","2009-06-29",3.96
"359","2009-06-30",4.03
"360","2009-07-01",4
"361","2009-07-02",4
"362","2009-07-06",4.15
"363","2009-07-07",4.18
"364","2009-07-08",3.85
"365","2009-07-09",4
"366","2009-07-10",3.85
"367","2009-07-13",3.95
"368","2009-07-14",3.83
"369","2009-07-15",3.8
"370","2009-07-16",3.74
"371","2009-07-17",3.77
"372","2009-07-20",3.83
"373","2009-07-21",3.8
"374","2009-07-22",3.69
"375","2009-07-23",3.7
"376","2009-07-24",3.7
"377","2009-07-27",3.75
"378","2009-07-28",3.85
"379","2009-07-29",3.7
"380","2009-07-30",3.75
"381","2009-07-31",3.7
"382","2009-08-03",3.69
"383","2009-08-04",3.75
"384","2009-08-05",4.05
"385","2009-08-06",4.28
"386","2009-08-07",4.27
"387","2009-08-10",4.2
"388","2009-08-11",4.26
"389","2009-08-12",4
"390","2009-08-13",4
"391","2009-08-14",3.95
"392","2009-08-17",4.35
"393","2009-08-18",4.4
"394","2009-08-19",4.35
"395","2009-08-20",4.3
"396","2009-08-21",4.39
"397","2009-08-24",4.76
"398","2009-08-25",5.05
"399","2009-08-26",4.99
"400","2009-08-27",4.9
"401","2009-08-28",4.99
"402","2009-08-31",5.54
"403","2009-09-01",5.7
"404","2009-09-02",5.7
"405","2009-09-03",5.6
"406","2009-09-04",5.64
"407","2009-09-08",5.6
"408","2009-09-09",5.59
"409","2009-09-10",5.43
"410","2009-09-11",5.25
"411","2009-09-14",5.38
"412","2009-09-15",5.49
"413","2009-09-16",5.6
"414","2009-09-17",5.7
"415","2009-09-18",5.8
"416","2009-09-21",5.78
"417","2009-09-22",6.44
"418","2009-09-23",6.8
"419","2009-09-24",6.65
"420","2009-09-25",6.52
"421","2009-09-28",7
"422","2009-09-29",7.49
"423","2009-09-30",7.54
"424","2009-10-01",7.35
"425","2009-10-02",7.25
"426","2009-10-05",7.1
"427","2009-10-06",7.65
"428","2009-10-07",7.85
"429","2009-10-08",8.07
"430","2009-10-09",8.54
"431","2009-10-12",9.25
"432","2009-10-13",9.3
"433","2009-10-14",9.22
"434","2009-10-15",9.13
"435","2009-10-16",9.28
"436","2009-10-19",9.12
"437","2009-10-20",9.05
"438","2009-10-21",9.05
"439","2009-10-22",8.99
"440","2009-10-23",9
"441","2009-10-26",9
"442","2009-10-27",9.08
"443","2009-10-28",8.75
"444","2009-10-29",9
"445","2009-10-30",8.4
"446","2009-11-02",7.8
"447","2009-11-03",7.8
"448","2009-11-04",8.05
"449","2009-11-05",8.5
"450","2009-11-06",8.28
"451","2009-11-09",8.43
"452","2009-11-10",8.2
"453","2009-11-11",8.2
"454","2009-11-12",8.24
"455","2009-11-13",9.15
"456","2009-11-16",8.2
"457","2009-11-17",8.1
"458","2009-11-18",8.08
"459","2009-11-19",8
"460","2009-11-20",8
"461","2009-11-23",7.9
"462","2009-11-24",7.71
"463","2009-11-25",8.55
"464","2009-11-27",8.5
"465","2009-11-30",8.45
"466","2009-12-01",9.6
"467","2009-12-02",9.55
"468","2009-12-03",9.3
"469","2009-12-04",9.06
"470","2009-12-07",9.3
"471","2009-12-08",9.1
"472","2009-12-09",9.25
"473","2009-12-10",8.97
"474","2009-12-11",9.2
"475","2009-12-14",10.2
"476","2009-12-15",9.95
"477","2009-12-16",9.8
"478","2009-12-17",10.1
"479","2009-12-18",10.52
"480","2009-12-21",11.6
"481","2009-12-22",11.3
"482","2009-12-23",11.75
"483","2009-12-24",12.06
"484","2009-12-28",11.2
"485","2009-12-29",11.45
"486","2009-12-30",12.05
"487","2009-12-31",12.08
"488","2010-01-04",12.8
"489","2010-01-05",13
"490","2010-01-06",12.6
"491","2010-01-07",12.8
"492","2010-01-08",12.92
"493","2010-01-11",13.48
"494","2010-01-12",12.89
"495","2010-01-13",12.75
"496","2010-01-14",12.97
"497","2010-01-15",12.56
"498","2010-01-19",12.24
"499","2010-01-20",11.79
"500","2010-01-21",10.99
"501","2010-01-22",11.04
"502","2010-01-25",11.76
"503","2010-01-26",8.71
"504","2010-01-27",10.06
"505","2010-01-28",9.8
"506","2010-01-29",9.91
"507","2010-02-01",9.82
"508","2010-02-02",10.19
"509","2010-02-03",10.66
"510","2010-02-04",10.41
"511","2010-02-05",10.02
"512","2010-02-08",9.82
"513","2010-02-09",9.6
"514","2010-02-10",9.5
"515","2010-02-11",8.91
"516","2010-02-12",8.92
"517","2010-02-16",8.02
"518","2010-02-17",7.62
"519","2010-02-18",8.11
"520","2010-02-19",9.12
"521","2010-02-22",8.87
"522","2010-02-23",9.05
"523","2010-02-24",8.74
"524","2010-02-25",8.85
"525","2010-02-26",9.33
"526","2010-03-01",9.54
"527","2010-03-02",9.36
"528","2010-03-03",9.53
"529","2010-03-04",9.7
"530","2010-03-05",9.59
"531","2010-03-08",9.74
"532","2010-03-09",9.8
"533","2010-03-10",9.98
"534","2010-03-11",9.76
"535","2010-03-12",9.57
"536","2010-03-15",9.44
"537","2010-03-16",9.4
"538","2010-03-17",9.3
"539","2010-03-18",9.3
"540","2010-03-19",9.16
"541","2010-03-22",9.17
"542","2010-03-23",9.08
"543","2010-03-24",11.26
"544","2010-03-25",11.35
"545","2010-03-26",11.5
"546","2010-03-29",11.09
"547","2010-03-30",11.35
"548","2010-03-31",11.04
"549","2010-04-01",10.99
"550","2010-04-05",10.95
"551","2010-04-06",10.96
"552","2010-04-07",11.08
"553","2010-04-08",10.97
"554","2010-04-09",10.85
"555","2010-04-12",10.9
"556","2010-04-13",11
"557","2010-04-14",11.18
"558","2010-04-15",11.35
"559","2010-04-16",11.4
"560","2010-04-19",11.29
"561","2010-04-20",11
"562","2010-04-21",10.85
"563","2010-04-22",10.96
"564","2010-04-23",11.07
"565","2010-04-26",11.76
"566","2010-04-27",11.43
"567","2010-04-28",11.64
"568","2010-04-29",12.46
"569","2010-04-30",12.41
"570","2010-05-03",12.29
"571","2010-05-04",11.71
"572","2010-05-05",12.04
"573","2010-05-06",12.04
"574","2010-05-07",11.83
"575","2010-05-10",12.29
"576","2010-05-11",12.19
"577","2010-05-12",13.95
"578","2010-05-13",13.76
"579","2010-05-14",13.3
"580","2010-05-17",12.96
"581","2010-05-18",13.45
"582","2010-05-19",13.8
"583","2010-05-20",12.47
"584","2010-05-21",12.7
"585","2010-05-24",12.97
"586","2010-05-25",13.09
"587","2010-05-26",13.55
"588","2010-05-27",13.5
"589","2010-05-28",12.89
"590","2010-06-01",12.76
"591","2010-06-02",12.95
"592","2010-06-03",13.25
"593","2010-06-04",12.78
"594","2010-06-07",10.44
"595","2010-06-08",11.01
"596","2010-06-09",11.32
"597","2010-06-10",11
"598","2010-06-11",11.34
"599","2010-06-14",11.75
"600","2010-06-15",11.74
"601","2010-06-16",11.16
"602","2010-06-17",11.1
"603","2010-06-18",10.79
"604","2010-06-21",11.14
"605","2010-06-22",10.73
"606","2010-06-23",10.64
"607","2010-06-24",10.7
"608","2010-06-25",10.59
"609","2010-06-28",10.54
"610","2010-06-29",10.28
"611","2010-06-30",10.99
"612","2010-07-01",10.59
"613","2010-07-02",10.91
"614","2010-07-06",10.89
"615","2010-07-07",11.78
"616","2010-07-08",12.08
"617","2010-07-09",12.26
"618","2010-07-12",12.08
"619","2010-07-13",12.04
"620","2010-07-14",12
"621","2010-07-15",12.08
"622","2010-07-16",11.64
"623","2010-07-19",11.71
"624","2010-07-20",11.62
"625","2010-07-21",10.92
"626","2010-07-22",11
"627","2010-07-23",11.07
"628","2010-07-26",11.88
"629","2010-07-27",12.04
"630","2010-07-28",12.25
"631","2010-07-29",12.57
"632","2010-07-30",12.78
"633","2010-08-02",13.95
"634","2010-08-03",13.62
"635","2010-08-04",13.4
"636","2010-08-05",13.36
"637","2010-08-06",12.81
"638","2010-08-09",13.08
"639","2010-08-10",12.58
"640","2010-08-11",12.52
"641","2010-08-12",12.87
"642","2010-08-13",12.9
"643","2010-08-16",12.78
"644","2010-08-17",12.45
"645","2010-08-18",11.99
"646","2010-08-19",11.9
"647","2010-08-20",11.7
"648","2010-08-23",11.69
"649","2010-08-24",11.8
"650","2010-08-25",11.2
"651","2010-08-26",11.44
"652","2010-08-27",11.21
"653","2010-08-30",10.69
"654","2010-08-31",10.34
"655","2010-09-01",11
"656","2010-09-02",11
"657","2010-09-03",10.97
"658","2010-09-07",10.92
"659","2010-09-08",10.85
"660","2010-09-09",10.77
"661","2010-09-10",10.56
"662","2010-09-13",10.48
"663","2010-09-14",10.52
"664","2010-09-15",9.96
"665","2010-09-16",9.61
"666","2010-09-17",9.61
"667","2010-09-20",9.72
"668","2010-09-21",9.89
"669","2010-09-22",10.23
"670","2010-09-23",10.17
"671","2010-09-24",10.11
"672","2010-09-27",10
"673","2010-09-28",10.02
"674","2010-09-29",10
"675","2010-09-30",9.88
"676","2010-10-01",9.79
"677","2010-10-04",9.38
"678","2010-10-05",9.88
"679","2010-10-06",10.09
"680","2010-10-07",10.33
"681","2010-10-08",10.79
"682","2010-10-11",10.89
"683","2010-10-12",10.8
"684","2010-10-13",10.79
"685","2010-10-14",10.81
"686","2010-10-15",10.95
"687","2010-10-18",11.26
"688","2010-10-19",11.4
"689","2010-10-20",11.92
"690","2010-10-21",11.54
"691","2010-10-22",11.22
"692","2010-10-25",10.75
"693","2010-10-26",10.65
"694","2010-10-27",10.34
"695","2010-10-28",10.05
"696","2010-10-29",9.79
"697","2010-11-01",9.75
"698","2010-11-02",10.05
"699","2010-11-03",10.23
"700","2010-11-04",10.21
"701","2010-11-05",10.19
"702","2010-11-08",10.16
"703","2010-11-09",10.05
"704","2010-11-10",10.5
"705","2010-11-11",10.78
"706","2010-11-12",10.74
"707","2010-11-15",10.79
"708","2010-11-16",11.1
"709","2010-11-17",11.16
"710","2010-11-18",10.5
"711","2010-11-19",10.28
"712","2010-11-22",10.24
"713","2010-11-23",10.42
"714","2010-11-24",10.3
"715","2010-11-26",10.92
"716","2010-11-29",11.52
"717","2010-11-30",11.64
"718","2010-12-01",11.4
"719","2010-12-02",11.54
"720","2010-12-03",11.62
"721","2010-12-06",12.43
"722","2010-12-07",12.92
"723","2010-12-08",13.63
"724","2010-12-09",14.05
"725","2010-12-10",14.99
"726","2010-12-13",15.72
"727","2010-12-14",15.61
"728","2010-12-15",17.09
"729","2010-12-16",17.23
"730","2010-12-17",16
"731","2010-12-20",15.45
"732","2010-12-21",16
"733","2010-12-22",15.66
"734","2010-12-23",15.78
"735","2010-12-27",15.96
"736","2010-12-28",15.92
"737","2010-12-29",15.99
"738","2010-12-30",15.74
"739","2010-12-31",16.389999
"740","2011-01-03",16.26
"741","2011-01-04",15.97
"742","2011-01-05",16.719999
"743","2011-01-06",16.5
"744","2011-01-07",16.059999
"745","2011-01-10",15.74
"746","2011-01-11",16
"747","2011-01-12",16.030001
"748","2011-01-13",16.030001
"749","2011-01-14",15.68
"750","2011-01-18",16.01
"751","2011-01-19",15.98
"752","2011-01-20",16.040001
"753","2011-01-21",16.120001
"754","2011-01-24",15.91
"755","2011-01-25",15.87
"756","2011-01-26",16
"757","2011-01-27",16.049999
"758","2011-01-28",16.209999
"759","2011-01-31",15.97
"760","2011-02-01",16.1
"761","2011-02-02",17
"762","2011-02-03",17.870001
"763","2011-02-04",16.01
"764","2011-02-07",15.95
"765","2011-02-08",16.139999
"766","2011-02-09",16
"767","2011-02-10",15.8
"768","2011-02-11",15.88
"769","2011-02-14",17.57
"770","2011-02-15",16.940001
"771","2011-02-16",17.030001
"772","2011-02-17",17.02
"773","2011-02-18",17.299999
"774","2011-02-22",16.799999
"775","2011-02-23",16.620001
"776","2011-02-24",16.790001
"777","2011-02-25",17
"778","2011-02-28",16.84
"779","2011-03-01",16.23
"780","2011-03-02",16.84
"781","2011-03-03",16.889999
"782","2011-03-04",16.17
"783","2011-03-07",16.530001
"784","2011-03-08",16.92
"785","2011-03-09",16.879999
"786","2011-03-10",16.99
"787","2011-03-11",16.700001
"788","2011-03-14",15.83
"789","2011-03-15",15.45
"790","2011-03-16",16.049999
"791","2011-03-17",15.02
"792","2011-03-18",15.61
"793","2011-03-21",15.41
"794","2011-03-22",15.21
"795","2011-03-23",15.5
"796","2011-03-24",15.16
"797","2011-03-25",15.13
"798","2011-03-28",15.45
"799","2011-03-29",16.049999
"800","2011-03-30",15.59
"801","2011-03-31",15.96
"802","2011-04-01",15.56
"803","2011-04-04",15.69
"804","2011-04-05",15.5
"805","2011-04-06",15.55
"806","2011-04-07",15.8
"807","2011-04-08",16.35
"808","2011-04-11",15.76
"809","2011-04-12",15.68
"810","2011-04-13",15.35
"811","2011-04-14",15.04
"812","2011-04-15",14.9
"813","2011-04-18",14.17
"814","2011-04-19",14.2
"815","2011-04-20",14.77
"816","2011-04-21",15
"817","2011-04-25",14.83
"818","2011-04-26",14.22
"819","2011-04-27",14.43
"820","2011-04-28",14.11
"821","2011-04-29",14
"822","2011-05-02",14.04
"823","2011-05-03",14.1
"824","2011-05-04",14.13
"825","2011-05-05",13.78
"826","2011-05-06",14.06
"827","2011-05-09",14.15
"828","2011-05-10",14.79
"829","2011-05-11",14.31
"830","2011-05-12",14
"831","2011-05-13",13.98
"832","2011-05-16",13.8
"833","2011-05-17",13.72
"834","2011-05-18",14.5
"835","2011-05-19",14.96
"836","2011-05-20",14.99
"837","2011-05-23",15
"838","2011-05-24",15.33
"839","2011-05-25",16.25
"840","2011-05-26",16.469999
"841","2011-05-27",16.1
"842","2011-05-31",13.78
"843","2011-06-01",11.38
"844","2011-06-02",11.5
"845","2011-06-03",10.35
"846","2011-06-06",10.22
"847","2011-06-07",10.77
"848","2011-06-08",11
"849","2011-06-09",11
"850","2011-06-10",11.04
"851","2011-06-13",10.27
"852","2011-06-14",10.01
"853","2011-06-15",10.15
"854","2011-06-16",9.95
"855","2011-06-17",9.89
"856","2011-06-20",9.41
"857","2011-06-21",10.2
"858","2011-06-22",10.1
"859","2011-06-23",10.2
"860","2011-06-24",10.01
"861","2011-06-27",10.2
"862","2011-06-28",10.13
"863","2011-06-29",10.2
"864","2011-06-30",10.2
"865","2011-07-01",10.09
"866","2011-07-05",10.13
"867","2011-07-06",10.38
"868","2011-07-07",10.32
"869","2011-07-08",10.83
"870","2011-07-11",10.07
"871","2011-07-12",10.11
"872","2011-07-13",10.12
"873","2011-07-14",9.85
"874","2011-07-15",9.21
"875","2011-07-18",9.21
"876","2011-07-19",9.3
"877","2011-07-20",9.98
"878","2011-07-21",9.89
"879","2011-07-22",9.93
"880","2011-07-25",9.7
"881","2011-07-26",9.95
"882","2011-07-27",9.97
"883","2011-07-28",9.51
"884","2011-07-29",9.4
"885","2011-08-01",9.94
"886","2011-08-02",9.95
"887","2011-08-03",9.6
"888","2011-08-04",9.38
"889","2011-08-05",9.5
"890","2011-08-08",9.24
"891","2011-08-09",8.64
"892","2011-08-10",8.58
"893","2011-08-11",8.45
"894","2011-08-12",8.78
"895","2011-08-15",8.5
"896","2011-08-16",8.85
"897","2011-08-17",8.41
"898","2011-08-18",8.12
"899","2011-08-19",8.5
"900","2011-08-22",7.95
"901","2011-08-23",7.74
"902","2011-08-24",8.19
"903","2011-08-25",7.91
"904","2011-08-26",8.01
"905","2011-08-29",8.18
"906","2011-08-30",8.1
"907","2011-08-31",7.53
"908","2011-09-01",8.1
"909","2011-09-02",7.63
"910","2011-09-06",7.19
"911","2011-09-07",7.32
"912","2011-09-08",7.26
"913","2011-09-09",8.5
"914","2011-09-12",8.75
"915","2011-09-13",8.36
"916","2011-09-14",7.52
"917","2011-09-15",7.77
"918","2011-09-16",7.42
"919","2011-09-19",7.66
"920","2011-09-20",7.67
"921","2011-09-21",7.48
"922","2011-09-22",7.09
"923","2011-09-23",6.85
"924","2011-09-26",6.81
"925","2011-09-27",6.95
"926","2011-09-28",7.08
"927","2011-09-29",7.17
"928","2011-09-30",6.81
"929","2011-10-03",6.54
"930","2011-10-04",6.17
"931","2011-10-05",5.97
"932","2011-10-06",6.4
"933","2011-10-07",6.38
"934","2011-10-10",7
"935","2011-10-11",7.29
"936","2011-10-12",8.15
"937","2011-10-13",8.2
"938","2011-10-14",9.68
"939","2011-10-17",8.94
"940","2011-10-18",8.97
"941","2011-10-19",8.98
"942","2011-10-20",8.83
"943","2011-10-21",7.94
"944","2011-10-24",7.67
"945","2011-10-25",8.98
"946","2011-10-26",8.59
"947","2011-10-27",8.28
"948","2011-10-28",8.41
"949","2011-10-31",7.78
"950","2011-11-01",7.5
"951","2011-11-02",7.65
"952","2011-11-03",7.33
"953","2011-11-04",7.27
"954","2011-11-07",7.46
"955","2011-11-08",7.47
"956","2011-11-09",7.16
"957","2011-11-10",7.22
"958","2011-11-11",7.19
"959","2011-11-14",7.12
"960","2011-11-15",7.13
"961","2011-11-16",7.12
"962","2011-11-17",7.09
"963","2011-11-18",7.03
"964","2011-11-21",7.02
"965","2011-11-22",7.01
"966","2011-11-23",6.95
"967","2011-11-25",7.49
"968","2011-11-28",7.3
"969","2011-11-29",7.31
"970","2011-11-30",8.35
"971","2011-12-01",9.03
"972","2011-12-02",9.58
"973","2011-12-05",9.88
"974","2011-12-06",10.5
"975","2011-12-07",10.95
"976","2011-12-08",11.25
"977","2011-12-09",11.3
"978","2011-12-12",11.62
"979","2011-12-13",11.62
"980","2011-12-14",11.82
"981","2011-12-15",11.4
"982","2011-12-16",11.7
"983","2011-12-19",11.55
"984","2011-12-20",11.16
"985","2011-12-21",11.01
"986","2011-12-22",10.84
"987","2011-12-23",10.3
"988","2011-12-27",10.3
"989","2011-12-28",10.17
"990","2011-12-29",10.38
"991","2011-12-30",10.46
"992","2012-01-03",10.09
"993","2012-01-04",10
"994","2012-01-05",10.5
"995","2012-01-06",10.5
"996","2012-01-09",10.67
"997","2012-01-10",10.68
"998","2012-01-11",10.65
"999","2012-01-12",10.35
"1000","2012-01-13",9.69
"1001","2012-01-17",8.44
"1002","2012-01-18",8.98
"1003","2012-01-19",9.92
"1004","2012-01-20",9.97
"1005","2012-01-23",9.21
"1006","2012-01-24",9.09
"1007","2012-01-25",10.25
"1008","2012-01-26",10.24
"1009","2012-01-27",9.62
"1010","2012-01-30",9.68
"1011","2012-01-31",9.49
"1012","2012-02-01",9.91
"1013","2012-02-02",10.78
