"","date","PLAN"
"344","2020-02-26",58.09
"345","2020-02-27",44.029999
"346","2020-02-28",44.939999
"347","2020-03-02",45.560001
"348","2020-03-03",43.459999
"349","2020-03-04",44.009998
"350","2020-03-05",42.240002
"351","2020-03-06",40.869999
"352","2020-03-09",37.610001
"353","2020-03-10",40.68
"354","2020-03-11",38.48
"355","2020-03-12",35.439999
"356","2020-03-13",38.560001
"357","2020-03-16",30.01
"358","2020-03-17",32.540001
"359","2020-03-18",28.17
"360","2020-03-19",29.889999
"361","2020-03-20",28.290001
"362","2020-03-23",28.379999
"363","2020-03-24",31.610001
"364","2020-03-25",34
"365","2020-03-26",35.720001
"366","2020-03-27",32.779999
"367","2020-03-30",32.959999
"368","2020-03-31",30.26
"369","2020-04-01",28.389999
"370","2020-04-02",28.200001
"371","2020-04-03",28.959999
"372","2020-04-06",32.93
"373","2020-04-07",32.919998
"374","2020-04-08",35.689999
"375","2020-04-09",35.77
"376","2020-04-13",35.860001
"377","2020-04-14",38.07
"378","2020-04-15",37.669998
"379","2020-04-16",35.380001
"380","2020-04-17",36.75
"381","2020-04-20",37.509998
"382","2020-04-21",36.490002
"383","2020-04-22",38.52
"384","2020-04-23",38.860001
"385","2020-04-24",39.18
"386","2020-04-27",40.139999
"387","2020-04-28",38.93
"388","2020-04-29",41.57
"389","2020-04-30",40.860001
"390","2020-05-01",39.060001
"391","2020-05-04",39.470001
"392","2020-05-05",39.599998
"393","2020-05-06",40.369999
"394","2020-05-07",41.599998
"395","2020-05-08",42.32
"396","2020-05-11",43.52
"397","2020-05-12",42.740002
"398","2020-05-13",40.41
"399","2020-05-14",41.18
"400","2020-05-15",43.110001
"401","2020-05-18",44.68
"402","2020-05-19",46.259998
"403","2020-05-20",47.970001
"404","2020-05-21",48.950001
"405","2020-05-22",51.060001
"406","2020-05-26",47.150002
"407","2020-05-27",45.060001
"408","2020-05-28",45.07
"409","2020-05-29",45.919998
"410","2020-06-01",45.919998
"411","2020-06-02",45.619999
"412","2020-06-03",45.41
"413","2020-06-04",43.66
"414","2020-06-05",43.950001
"415","2020-06-08",46.18
"416","2020-06-09",46.290001
"417","2020-06-10",47.599998
"418","2020-06-11",43.029999
"419","2020-06-12",44.810001
"420","2020-06-15",46.07
"421","2020-06-16",46.389999
"422","2020-06-17",47.130001
"423","2020-06-18",47.639999
"424","2020-06-19",47.52
"425","2020-06-22",47.720001
"426","2020-06-23",47.040001
"427","2020-06-24",43.799999
"428","2020-06-25",43.91
"429","2020-06-26",43.950001
"430","2020-06-29",44.790001
"431","2020-06-30",45.310001
"432","2020-07-01",47.009998
"433","2020-07-02",48.009998
"434","2020-07-06",49.439999
"435","2020-07-07",49.43
"436","2020-07-08",51.330002
"437","2020-07-09",51.18
"438","2020-07-10",49
"439","2020-07-13",46.98
"440","2020-07-14",46.34
"441","2020-07-15",45.610001
"442","2020-07-16",44.380001
"443","2020-07-17",44.400002
"444","2020-07-20",45.84
"445","2020-07-21",45.34
"446","2020-07-22",45.73
"447","2020-07-23",44.43
"448","2020-07-24",43.98
"449","2020-07-27",44.779999
"450","2020-07-28",44.41
"451","2020-07-29",46.110001
"452","2020-07-30",45.380001
"453","2020-07-31",45.41
"454","2020-08-03",44.990002
"455","2020-08-04",44.889999
"456","2020-08-05",45.380001
"457","2020-08-06",45.060001
"458","2020-08-07",43.639999
"459","2020-08-10",42.389999
"460","2020-08-11",44.639999
"461","2020-08-12",44.77
"462","2020-08-13",46.810001
"463","2020-08-14",46.459999
"464","2020-08-17",46.73
"465","2020-08-18",48.18
"466","2020-08-19",47.630001
"467","2020-08-20",48.09
"468","2020-08-21",48.91
"469","2020-08-24",47.509998
"470","2020-08-25",47.82
"471","2020-08-26",58.150002
"472","2020-08-27",61.889999
"473","2020-08-28",61.639999
"474","2020-08-31",61.25
"475","2020-09-01",62.490002
"476","2020-09-02",61.310001
"477","2020-09-03",58.689999
"478","2020-09-04",58.32
"479","2020-09-08",56.779999
"480","2020-09-09",58.099998
"481","2020-09-10",57.52
"482","2020-09-11",56.650002
"483","2020-09-14",57.66
"484","2020-09-15",58.509998
"485","2020-09-16",58
"486","2020-09-17",57.68
"487","2020-09-18",58.07
"488","2020-09-21",59.18
"489","2020-09-22",60.389999
"490","2020-09-23",59.84
"491","2020-09-24",59.110001
"492","2020-09-25",61.66
"493","2020-09-28",62.799999
"494","2020-09-29",61.740002
"495","2020-09-30",62.580002
"496","2020-10-01",63.970001
"497","2020-10-02",63.23
"498","2020-10-05",62.57
"499","2020-10-06",61.82
"500","2020-10-07",62.060001
"501","2020-10-08",62.25
"502","2020-10-09",62.709999
"503","2020-10-12",62.790001
"504","2020-10-13",62.450001
"505","2020-10-14",61.490002
"506","2020-10-15",61.779999
"507","2020-10-16",62.419998
"508","2020-10-19",61.560001
"509","2020-10-20",60.459999
"510","2020-10-21",59.09
"511","2020-10-22",58.490002
"512","2020-10-23",60.490002
"513","2020-10-26",57.540001
"514","2020-10-27",57.689999
"515","2020-10-28",55.93
"516","2020-10-29",56.709999
"517","2020-10-30",55.349998
"518","2020-11-02",54.470001
"519","2020-11-03",54.880001
"520","2020-11-04",59.540001
"521","2020-11-05",61.509998
"522","2020-11-06",62.52
"523","2020-11-09",61.419998
"524","2020-11-10",59.48
"525","2020-11-11",61.470001
"526","2020-11-12",62.099998
"527","2020-11-13",62.77
"528","2020-11-16",63.59
"529","2020-11-17",65.510002
"530","2020-11-18",66.25
"531","2020-11-19",65.75
"532","2020-11-20",62.139999
"533","2020-11-23",62.25
"534","2020-11-24",67.220001
"535","2020-11-25",70.32
"536","2020-11-27",68.809998
