"","date","CANG"
"93","2018-12-06",8.56
"94","2018-12-07",8.53
"95","2018-12-10",8.32
"96","2018-12-11",8.27
"97","2018-12-12",8.18
"98","2018-12-13",8.18
"99","2018-12-14",8.26
"100","2018-12-17",8.2
"101","2018-12-18",8.23
"102","2018-12-19",8.09
"103","2018-12-20",8.03
"104","2018-12-21",7.83
"105","2018-12-24",7.6
"106","2018-12-26",7.25
"107","2018-12-27",7.9
"108","2018-12-28",7.51
"109","2018-12-31",7.94
"110","2019-01-02",7.52
"111","2019-01-03",7.55
"112","2019-01-04",7.64
"113","2019-01-07",7.64
"114","2019-01-08",7.64
"115","2019-01-09",7.64
"116","2019-01-10",7.3
"117","2019-01-11",7.3
"118","2019-01-14",7.21
"119","2019-01-15",7.24
"120","2019-01-16",7.3
"121","2019-01-17",6.99
"122","2019-01-18",7.05
"123","2019-01-22",6.91
"124","2019-01-23",6.99
"125","2019-01-24",7.02
"126","2019-01-25",7.02
"127","2019-01-28",7.02
"128","2019-01-29",7.19
"129","2019-01-30",7.69
"130","2019-01-31",7.1
"131","2019-02-01",7.1
"132","2019-02-04",7.12
"133","2019-02-05",7.12
"134","2019-02-06",7.12
"135","2019-02-07",7.12
"136","2019-02-08",7.15
"137","2019-02-11",7.19
"138","2019-02-12",7.32
"139","2019-02-13",7.78
"140","2019-02-14",7.64
"141","2019-02-15",7.69
"142","2019-02-19",8.5
"143","2019-02-20",9.08
"144","2019-02-21",9.73
"145","2019-02-22",9.85
"146","2019-02-25",10.05
"147","2019-02-26",9.83
"148","2019-02-27",8.98
"149","2019-02-28",8.85
"150","2019-03-01",8.98
"151","2019-03-04",8.54
"152","2019-03-05",8.25
"153","2019-03-06",8.02
"154","2019-03-07",8.02
"155","2019-03-08",7.59
"156","2019-03-11",7.61
"157","2019-03-12",7.61
"158","2019-03-13",7.6
"159","2019-03-14",7.77
"160","2019-03-15",7.55
"161","2019-03-18",7.43
"162","2019-03-19",7.56
"163","2019-03-20",7.5
"164","2019-03-21",7.27
"165","2019-03-22",7.27
"166","2019-03-25",7.55
"167","2019-03-26",7.5
"168","2019-03-27",7.15
"169","2019-03-28",7
"170","2019-03-29",6.8
"171","2019-04-01",7.02
"172","2019-04-02",7.02
"173","2019-04-03",7
"174","2019-04-04",7
"175","2019-04-05",7.19
"176","2019-04-08",7.19
"177","2019-04-09",7.16
"178","2019-04-10",7.16
"179","2019-04-11",7.16
"180","2019-04-12",7.16
"181","2019-04-15",7.05
"182","2019-04-16",7
"183","2019-04-17",7
"184","2019-04-18",7
"185","2019-04-22",7.26
"186","2019-04-23",7.25
"187","2019-04-24",7.25
"188","2019-04-25",7.06
"189","2019-04-26",7.37
"190","2019-04-29",7.4
"191","2019-04-30",7
"192","2019-05-01",7.01
"193","2019-05-02",6.87
"194","2019-05-03",6.9
"195","2019-05-06",6.9
"196","2019-05-07",6.7
"197","2019-05-08",6.69
"198","2019-05-09",6.45
"199","2019-05-10",6.4
"200","2019-05-13",6.15
"201","2019-05-14",6.1
"202","2019-05-15",6.1
"203","2019-05-16",5.98
"204","2019-05-17",6
"205","2019-05-20",5.86
"206","2019-05-21",5.65
"207","2019-05-22",5.66
"208","2019-05-23",5.32
"209","2019-05-24",5
"210","2019-05-28",5
"211","2019-05-29",4.7
"212","2019-05-30",4.82
"213","2019-05-31",5.2
"214","2019-06-03",5.13
"215","2019-06-04",5.18
"216","2019-06-05",5.2
"217","2019-06-06",5.49
"218","2019-06-07",5.03
"219","2019-06-10",5.33
"220","2019-06-11",5.96
"221","2019-06-12",6.36
"222","2019-06-13",6.39
"223","2019-06-14",6.49
"224","2019-06-17",6.5
"225","2019-06-18",6.7
"226","2019-06-19",6.7
"227","2019-06-20",6.73
"228","2019-06-21",6.73
"229","2019-06-24",6.37
"230","2019-06-25",6.59
"231","2019-06-26",6.71
"232","2019-06-27",7.15
"233","2019-06-28",6.92
"234","2019-07-01",7.97
"235","2019-07-02",6.95
"236","2019-07-03",6.77
"237","2019-07-05",6.64
"238","2019-07-08",6.85
"239","2019-07-09",7.06
"240","2019-07-10",7.03
"241","2019-07-11",7.25
"242","2019-07-12",7.1
"243","2019-07-15",7.25
"244","2019-07-16",7.25
"245","2019-07-17",7.2
"246","2019-07-18",7.2
"247","2019-07-19",7.2
"248","2019-07-22",6.79
"249","2019-07-23",7.05
"250","2019-07-24",6.75
"251","2019-07-25",6.75
"252","2019-07-26",6.29
"253","2019-07-29",6.35
"254","2019-07-30",6.35
"255","2019-07-31",6.2
"256","2019-08-01",6
"257","2019-08-02",6
"258","2019-08-05",6
"259","2019-08-06",6.4
"260","2019-08-07",6.4
"261","2019-08-08",6.36
"262","2019-08-09",6.34
"263","2019-08-12",6.19
"264","2019-08-13",6.02
"265","2019-08-14",6.02
"266","2019-08-15",5.88
"267","2019-08-16",5.77
"268","2019-08-19",6.11
"269","2019-08-20",5.12
"270","2019-08-21",5.44
"271","2019-08-22",5.47
"272","2019-08-23",5.47
"273","2019-08-26",5.51
"274","2019-08-27",5.59
"275","2019-08-28",5.7
"276","2019-08-29",5.78
"277","2019-08-30",5.91
"278","2019-09-03",5.04
"279","2019-09-04",5.13
"280","2019-09-05",5.13
"281","2019-09-06",5.28
"282","2019-09-09",5.2
"283","2019-09-10",5.06
"284","2019-09-11",5.2
"285","2019-09-12",5.15
"286","2019-09-13",5.15
"287","2019-09-16",5.5
"288","2019-09-17",5.62
"289","2019-09-18",5.31
"290","2019-09-19",5.4
"291","2019-09-20",5.4
"292","2019-09-23",5.4
"293","2019-09-24",5.33
"294","2019-09-25",5.4
"295","2019-09-26",5.4
"296","2019-09-27",5.38
"297","2019-09-30",5.38
"298","2019-10-01",5.21
"299","2019-10-02",5.09
"300","2019-10-03",5.18
"301","2019-10-04",4.99
"302","2019-10-07",4.98
"303","2019-10-08",5.06
"304","2019-10-09",4.68
"305","2019-10-10",4.6
"306","2019-10-11",4.7
"307","2019-10-14",4.85
"308","2019-10-15",4.52
"309","2019-10-16",4.52
"310","2019-10-17",4.8
"311","2019-10-18",4.9
"312","2019-10-21",5.31
"313","2019-10-22",5.75
"314","2019-10-23",5.49
"315","2019-10-24",5.64
"316","2019-10-25",5.53
"317","2019-10-28",5.6
"318","2019-10-29",5.72
"319","2019-10-30",5.75
"320","2019-10-31",6.1
"321","2019-11-01",5.92
"322","2019-11-04",5.75
"323","2019-11-05",6
"324","2019-11-06",6.07
"325","2019-11-07",5.59
"326","2019-11-08",5.68
"327","2019-11-11",5.55
"328","2019-11-12",5.59
"329","2019-11-13",5.95
"330","2019-11-14",6.76
"331","2019-11-15",6.82
"332","2019-11-18",7.2
"333","2019-11-19",6.91
"334","2019-11-20",6.85
"335","2019-11-21",7.09
"336","2019-11-22",7.01
"337","2019-11-25",7.01
"338","2019-11-26",7.08
"339","2019-11-27",7.07
"340","2019-11-29",7.25
"341","2019-12-02",7.11
"342","2019-12-03",7.16
"343","2019-12-04",7.21
"344","2019-12-05",7.08
"345","2019-12-06",7.21
"346","2019-12-09",7.22
"347","2019-12-10",7.18
"348","2019-12-11",7.49
"349","2019-12-12",8.2
"350","2019-12-13",8.18
"351","2019-12-16",8.2
"352","2019-12-17",8.07
"353","2019-12-18",7.94
"354","2019-12-19",8.3
"355","2019-12-20",8.3
"356","2019-12-23",8.61
"357","2019-12-24",8.61
"358","2019-12-26",8.5
"359","2019-12-27",8.6
"360","2019-12-30",8.8
"361","2019-12-31",9.15
"362","2020-01-02",9.2
"363","2020-01-03",9.26
"364","2020-01-06",9.14
"365","2020-01-07",9.05
"366","2020-01-08",9
"367","2020-01-09",9.73
"368","2020-01-10",9.44
"369","2020-01-13",9.6
"370","2020-01-14",9.3
"371","2020-01-15",9.13
"372","2020-01-16",9.18
"373","2020-01-17",8.5
"374","2020-01-21",8.36
"375","2020-01-22",8.16
"376","2020-01-23",7.83
"377","2020-01-24",8.06
"378","2020-01-27",8
"379","2020-01-28",8.04
"380","2020-01-29",7.84
"381","2020-01-30",7.84
"382","2020-01-31",7.77
"383","2020-02-03",7.82
"384","2020-02-04",8.05
"385","2020-02-05",7.82
"386","2020-02-06",8.15
"387","2020-02-07",8.05
"388","2020-02-10",8.18
"389","2020-02-11",8.08
"390","2020-02-12",8.28
"391","2020-02-13",8.05
"392","2020-02-14",8.25
"393","2020-02-18",8.19
"394","2020-02-19",8.01
"395","2020-02-20",7.91
"396","2020-02-21",7.53
"397","2020-02-24",7.65
"398","2020-02-25",7.4
"399","2020-02-26",7.03
"400","2020-02-27",7.04
"401","2020-02-28",7
"402","2020-03-02",7
"403","2020-03-03",7.25
"404","2020-03-04",7.09
"405","2020-03-05",7.15
"406","2020-03-06",7.15
"407","2020-03-09",7.09
"408","2020-03-10",7.01
"409","2020-03-11",6.85
"410","2020-03-12",6.13
"411","2020-03-13",6.14
"412","2020-03-16",6
"413","2020-03-17",6.07
"414","2020-03-18",5.34
"415","2020-03-19",5.01
"416","2020-03-20",5.6
"417","2020-03-23",5.01
"418","2020-03-24",5.28
"419","2020-03-25",4.96
"420","2020-03-26",5.35
"421","2020-03-27",5
"422","2020-03-30",5.35
"423","2020-03-31",5.59
"424","2020-04-01",5.25
"425","2020-04-02",5.4
"426","2020-04-03",5.06
"427","2020-04-06",5.09
"428","2020-04-07",5.1
"429","2020-04-08",5.22
"430","2020-04-09",5.2
"431","2020-04-13",5.36
"432","2020-04-14",5.47
"433","2020-04-15",5.19
"434","2020-04-16",5.28
"435","2020-04-17",5.4
"436","2020-04-20",5.15
"437","2020-04-21",5.13
"438","2020-04-22",5.11
"439","2020-04-23",5.26
"440","2020-04-24",5.25
"441","2020-04-27",5.21
"442","2020-04-28",5.26
"443","2020-04-29",5.55
"444","2020-04-30",5.31
"445","2020-05-01",5
"446","2020-05-04",4.93
"447","2020-05-05",4.81
"448","2020-05-06",5.05
"449","2020-05-07",5.08
"450","2020-05-08",5.2
"451","2020-05-11",5.13
"452","2020-05-12",5.11
"453","2020-05-13",5
"454","2020-05-14",5.08
"455","2020-05-15",5.04
"456","2020-05-18",5.06
"457","2020-05-19",5.02
"458","2020-05-20",5.04
"459","2020-05-21",5
"460","2020-05-22",5.02
"461","2020-05-26",4.96
"462","2020-05-27",5
"463","2020-05-28",4.81
"464","2020-05-29",4.8
"465","2020-06-01",4.84
"466","2020-06-02",4.76
"467","2020-06-03",4.64
"468","2020-06-04",4.55
"469","2020-06-05",4.65
"470","2020-06-08",5.02
"471","2020-06-09",5
"472","2020-06-10",4.8
"473","2020-06-11",4.73
"474","2020-06-12",4.87
"475","2020-06-15",4.8
"476","2020-06-16",4.72
"477","2020-06-17",4.65
"478","2020-06-18",4.66
"479","2020-06-19",4.7
"480","2020-06-22",4.64
"481","2020-06-23",4.84
"482","2020-06-24",5.09
"483","2020-06-25",5.5
"484","2020-06-26",5.53
"485","2020-06-29",5.7
"486","2020-06-30",6.05
"487","2020-07-01",5.7
"488","2020-07-02",5.77
"489","2020-07-06",5.7
"490","2020-07-07",5.67
"491","2020-07-08",5.66
"492","2020-07-09",5.6
"493","2020-07-10",5.34
"494","2020-07-13",5.17
"495","2020-07-14",5.08
"496","2020-07-15",5.31
"497","2020-07-16",5.36
"498","2020-07-17",5
"499","2020-07-20",5.1
"500","2020-07-21",5.2
"501","2020-07-22",5.13
"502","2020-07-23",5.15
"503","2020-07-24",5.07
"504","2020-07-27",4.8
"505","2020-07-28",4.67
"506","2020-07-29",5
"507","2020-07-30",4.98
"508","2020-07-31",5.61
"509","2020-08-03",5.55
"510","2020-08-04",5.66
"511","2020-08-05",5.65
"512","2020-08-06",5.62
"513","2020-08-07",6.09
"514","2020-08-10",6.58
"515","2020-08-11",6.59
"516","2020-08-12",6.76
"517","2020-08-13",6.75
"518","2020-08-14",6.89
"519","2020-08-17",6.7
"520","2020-08-18",6.53
"521","2020-08-19",6.19
"522","2020-08-20",6.25
"523","2020-08-21",6.25
"524","2020-08-24",6.3
"525","2020-08-25",6.15
"526","2020-08-26",6.06
"527","2020-08-27",6.1
"528","2020-08-28",6.46
"529","2020-08-31",5.75
"530","2020-09-01",5.6
"531","2020-09-02",5.45
"532","2020-09-03",5.19
"533","2020-09-04",5.16
"534","2020-09-08",5.39
"535","2020-09-09",5.11
"536","2020-09-10",5.11
"537","2020-09-11",5.05
"538","2020-09-14",5.21
"539","2020-09-15",5.01
"540","2020-09-16",4.95
"541","2020-09-17",5.03
"542","2020-09-18",4.9
"543","2020-09-21",4.9
"544","2020-09-22",5.03
"545","2020-09-23",4.85
"546","2020-09-24",5.02
"547","2020-09-25",4.97
"548","2020-09-28",5.1
"549","2020-09-29",5.31
"550","2020-09-30",5.55
"551","2020-10-01",5.25
"552","2020-10-02",5.29
"553","2020-10-05",5.16
"554","2020-10-06",5.16
"555","2020-10-07",5.23
"556","2020-10-08",5.24
"557","2020-10-09",5.21
"558","2020-10-12",5.24
"559","2020-10-13",5.34
"560","2020-10-14",5.33
"561","2020-10-15",5.66
"562","2020-10-16",5.98
"563","2020-10-19",5.5
"564","2020-10-20",5.39
"565","2020-10-21",5.35
"566","2020-10-22",5.47
"567","2020-10-23",5.3
"568","2020-10-26",5.12
"569","2020-10-27",5.28
"570","2020-10-28",5.85
"571","2020-10-29",5.78
"572","2020-10-30",5.45
"573","2020-11-02",5.56
"574","2020-11-03",5.37
"575","2020-11-04",5.48
"576","2020-11-05",5.49
"577","2020-11-06",5.39
"578","2020-11-09",5.56
"579","2020-11-10",5.57
"580","2020-11-11",5.64
"581","2020-11-12",6.46
"582","2020-11-13",6.38
"583","2020-11-16",6.37
"584","2020-11-17",6.44
"585","2020-11-18",6.46
"586","2020-11-19",6.5
"587","2020-11-20",7
"588","2020-11-23",8.7
"589","2020-11-24",9.8
"590","2020-11-25",8.57
"591","2020-11-27",9.13
