"","date","CC"
"259","2016-06-28",8.45
"260","2016-06-29",8.47
"261","2016-06-30",8.24
"262","2016-07-01",8.48
"263","2016-07-05",7.65
"264","2016-07-06",5.93
"265","2016-07-07",6.56
"266","2016-07-08",7.68
"267","2016-07-11",7.93
"268","2016-07-12",8.18
"269","2016-07-13",8.26
"270","2016-07-14",8.78
"271","2016-07-15",8.91
"272","2016-07-18",9.35
"273","2016-07-19",9.1
"274","2016-07-20",9.13
"275","2016-07-21",9.16
"276","2016-07-22",8.84
"277","2016-07-25",8.79
"278","2016-07-26",9.3
"279","2016-07-27",9.5
"280","2016-07-28",9.39
"281","2016-07-29",9.3
"282","2016-08-01",9.29
"283","2016-08-02",8.84
"284","2016-08-03",8.93
"285","2016-08-04",8.94
"286","2016-08-05",9.1
"287","2016-08-08",9.31
"288","2016-08-09",10.3
"289","2016-08-10",10.94
"290","2016-08-11",11.74
"291","2016-08-12",11.45
"292","2016-08-15",12.25
"293","2016-08-16",12.12
"294","2016-08-17",12.24
"295","2016-08-18",12.4
"296","2016-08-19",12.38
"297","2016-08-22",12.45
"298","2016-08-23",12.51
"299","2016-08-24",12.39
"300","2016-08-25",12.83
"301","2016-08-26",12.66
"302","2016-08-29",13.27
"303","2016-08-30",13.38
"304","2016-08-31",13.19
"305","2016-09-01",13.47
"306","2016-09-02",13.63
"307","2016-09-06",13.52
"308","2016-09-07",13.61
"309","2016-09-08",13.55
"310","2016-09-09",12.81
"311","2016-09-12",13.26
"312","2016-09-13",12.71
"313","2016-09-14",13.59
"314","2016-09-15",13.7
"315","2016-09-16",14.56
"316","2016-09-19",14.45
"317","2016-09-20",14.11
"318","2016-09-21",14.74
"319","2016-09-22",14.99
"320","2016-09-23",15.13
"321","2016-09-26",14.6
"322","2016-09-27",14.97
"323","2016-09-28",15.23
"324","2016-09-29",15.16
"325","2016-09-30",16
"326","2016-10-03",15.92
"327","2016-10-04",15.62
"328","2016-10-05",16.17
"329","2016-10-06",16.200001
"330","2016-10-07",15.75
"331","2016-10-10",15.51
"332","2016-10-11",15.06
"333","2016-10-12",15.02
"334","2016-10-13",14.87
"335","2016-10-14",14.93
"336","2016-10-17",15.26
"337","2016-10-18",15.86
"338","2016-10-19",16.219999
"339","2016-10-20",16.67
"340","2016-10-21",16.790001
"341","2016-10-24",16.77
"342","2016-10-25",16.719999
"343","2016-10-26",16.950001
"344","2016-10-27",16.9
"345","2016-10-28",17.51
"346","2016-10-31",16.43
"347","2016-11-01",16.84
"348","2016-11-02",16.25
"349","2016-11-03",16.709999
"350","2016-11-04",17.1
"351","2016-11-07",19.280001
"352","2016-11-08",20.09
"353","2016-11-09",20.48
"354","2016-11-10",20.85
"355","2016-11-11",20.709999
"356","2016-11-14",21.110001
"357","2016-11-15",22.02
"358","2016-11-16",22
"359","2016-11-17",22.66
"360","2016-11-18",22.68
"361","2016-11-21",23.24
"362","2016-11-22",23.51
"363","2016-11-23",23.799999
"364","2016-11-25",23.6
"365","2016-11-28",22.75
"366","2016-11-29",23.620001
"367","2016-11-30",24.719999
"368","2016-12-01",24.610001
"369","2016-12-02",25.030001
"370","2016-12-05",25.870001
"371","2016-12-06",26.049999
"372","2016-12-07",26.07
"373","2016-12-08",26.959999
"374","2016-12-09",26.219999
"375","2016-12-12",23.82
"376","2016-12-13",24.6
"377","2016-12-14",24.870001
"378","2016-12-15",25.35
"379","2016-12-16",24.139999
"380","2016-12-19",24.75
"381","2016-12-20",25.059999
"382","2016-12-21",23.43
"383","2016-12-22",22.76
"384","2016-12-23",23.030001
"385","2016-12-27",22.75
"386","2016-12-28",22.4
"387","2016-12-29",22.35
"388","2016-12-30",22.09
"389","2017-01-03",21.219999
"390","2017-01-04",22.209999
"391","2017-01-05",21.879999
"392","2017-01-06",21.540001
"393","2017-01-09",22.280001
"394","2017-01-10",23.35
"395","2017-01-11",24.59
"396","2017-01-12",24.360001
"397","2017-01-13",24.889999
"398","2017-01-17",24.48
"399","2017-01-18",25.02
"400","2017-01-19",24.26
"401","2017-01-20",24.99
"402","2017-01-23",24.620001
"403","2017-01-24",25.49
"404","2017-01-25",25.57
"405","2017-01-26",25.59
"406","2017-01-27",25.389999
"407","2017-01-30",25.08
"408","2017-01-31",26.42
"409","2017-02-01",26.799999
"410","2017-02-02",26.870001
"411","2017-02-03",27.620001
"412","2017-02-06",27.83
"413","2017-02-07",27.34
"414","2017-02-08",27.209999
"415","2017-02-09",27.59
"416","2017-02-10",28.129999
"417","2017-02-13",32.139999
"418","2017-02-14",32.07
"419","2017-02-15",32.68
"420","2017-02-16",31.9
"421","2017-02-17",33.060001
"422","2017-02-21",35.599998
"423","2017-02-22",35.080002
"424","2017-02-23",34.07
"425","2017-02-24",34.080002
"426","2017-02-27",33.799999
"427","2017-02-28",33.66
"428","2017-03-01",34.720001
"429","2017-03-02",33.490002
"430","2017-03-03",34.049999
"431","2017-03-06",33.639999
"432","2017-03-07",33.619999
"433","2017-03-08",33.139999
"434","2017-03-09",32.970001
"435","2017-03-10",32.970001
"436","2017-03-13",33.799999
"437","2017-03-14",33.610001
"438","2017-03-15",35.18
"439","2017-03-16",34.639999
"440","2017-03-17",34.75
"441","2017-03-20",34.68
"442","2017-03-21",32.759998
"443","2017-03-22",33.799999
"444","2017-03-23",34.509998
"445","2017-03-24",34.150002
"446","2017-03-27",34.389999
"447","2017-03-28",36.279999
"448","2017-03-29",37.450001
"449","2017-03-30",38.16
"450","2017-03-31",38.5
"451","2017-04-03",38.18
"452","2017-04-04",38.189999
"453","2017-04-05",37.509998
"454","2017-04-06",37.720001
"455","2017-04-07",37.740002
"456","2017-04-10",37.450001
"457","2017-04-11",37.549999
"458","2017-04-12",35.98
"459","2017-04-13",35.119999
"460","2017-04-17",35.580002
"461","2017-04-18",35.77
"462","2017-04-19",35.549999
"463","2017-04-20",37.09
"464","2017-04-21",37.529999
"465","2017-04-24",39.220001
"466","2017-04-25",39.900002
"467","2017-04-26",40.259998
"468","2017-04-27",40.169998
"469","2017-04-28",40.290001
"470","2017-05-01",40.720001
"471","2017-05-02",39.869999
"472","2017-05-03",39.029999
"473","2017-05-04",39.900002
"474","2017-05-05",41.240002
"475","2017-05-08",40.259998
"476","2017-05-09",40.720001
"477","2017-05-10",42.290001
"478","2017-05-11",41.880001
"479","2017-05-12",43.82
"480","2017-05-15",45.27
"481","2017-05-16",45.380001
"482","2017-05-17",43.029999
"483","2017-05-18",42.75
"484","2017-05-19",43.84
"485","2017-05-22",43.709999
"486","2017-05-23",43.16
"487","2017-05-24",41.91
"488","2017-05-25",42.310001
"489","2017-05-26",42.52
"490","2017-05-30",41.389999
"491","2017-05-31",39.990002
"492","2017-06-01",41.509998
"493","2017-06-02",41.16
"494","2017-06-05",41.610001
"495","2017-06-06",39.220001
"496","2017-06-07",39.549999
"497","2017-06-08",40.240002
"498","2017-06-09",40.099998
"499","2017-06-12",39.759998
"500","2017-06-13",40.950001
"501","2017-06-14",38.709999
"502","2017-06-15",37.029999
"503","2017-06-16",36.700001
"504","2017-06-19",38
"505","2017-06-20",37.950001
"506","2017-06-21",36.810001
"507","2017-06-22",36.810001
"508","2017-06-23",36
"509","2017-06-26",36
"510","2017-06-27",35.09
"511","2017-06-28",36.630001
"512","2017-06-29",35.52
"513","2017-06-30",37.919998
"514","2017-07-03",38.099998
"515","2017-07-05",39.299999
"516","2017-07-06",38.75
"517","2017-07-07",40.09
"518","2017-07-10",40.849998
"519","2017-07-11",41.75
"520","2017-07-12",42.939999
"521","2017-07-13",44.009998
"522","2017-07-14",44.759998
"523","2017-07-17",45.02
"524","2017-07-18",44.900002
"525","2017-07-19",45.150002
"526","2017-07-20",44.810001
"527","2017-07-21",44.799999
"528","2017-07-24",46.330002
"529","2017-07-25",48.02
"530","2017-07-26",47.52
"531","2017-07-27",47.02
"532","2017-07-28",48.09
"533","2017-07-31",47.610001
"534","2017-08-01",47.939999
"535","2017-08-02",47.970001
"536","2017-08-03",47.150002
"537","2017-08-04",49.310001
"538","2017-08-07",49.77
"539","2017-08-08",47.200001
"540","2017-08-09",46.27
"541","2017-08-10",44.41
"542","2017-08-11",46.34
"543","2017-08-14",47.09
"544","2017-08-15",46.900002
"545","2017-08-16",46.32
"546","2017-08-17",44.91
"547","2017-08-18",46.080002
"548","2017-08-21",46.360001
"549","2017-08-22",47.740002
"550","2017-08-23",47.529999
"551","2017-08-24",47.490002
"552","2017-08-25",47.619999
"553","2017-08-28",47.720001
"554","2017-08-29",47.619999
"555","2017-08-30",47.900002
"556","2017-08-31",49.07
"557","2017-09-01",49.990002
"558","2017-09-05",48.200001
"559","2017-09-06",47.959999
"560","2017-09-07",48.939999
"561","2017-09-08",49.709999
"562","2017-09-11",50.5
"563","2017-09-12",49.990002
"564","2017-09-13",49.169998
"565","2017-09-14",49.66
"566","2017-09-15",50.360001
"567","2017-09-18",51.349998
"568","2017-09-19",51.919998
"569","2017-09-20",51.799999
"570","2017-09-21",51.950001
"571","2017-09-22",51.790001
"572","2017-09-25",50.310001
"573","2017-09-26",50.419998
"574","2017-09-27",50.490002
"575","2017-09-28",50.41
"576","2017-09-29",50.610001
"577","2017-10-02",52.75
"578","2017-10-03",53.439999
"579","2017-10-04",53.02
"580","2017-10-05",54.43
"581","2017-10-06",54.669998
"582","2017-10-09",54.82
"583","2017-10-10",54.990002
"584","2017-10-11",55.119999
"585","2017-10-12",55.349998
"586","2017-10-13",56.040001
"587","2017-10-16",57.009998
"588","2017-10-17",56.849998
"589","2017-10-18",56.119999
"590","2017-10-19",56.169998
"591","2017-10-20",55.889999
"592","2017-10-23",55.950001
"593","2017-10-24",56.950001
"594","2017-10-25",56.82
"595","2017-10-26",56.610001
"596","2017-10-27",57.23
"597","2017-10-30",56.990002
"598","2017-10-31",56.610001
"599","2017-11-01",56.970001
"600","2017-11-02",55.830002
"601","2017-11-03",52.16
"602","2017-11-06",52.099998
"603","2017-11-07",51
"604","2017-11-08",51.009998
"605","2017-11-09",51.110001
"606","2017-11-10",50.07
"607","2017-11-13",51.91
"608","2017-11-14",50.599998
"609","2017-11-15",49.650002
"610","2017-11-16",51.549999
"611","2017-11-17",52.5
"612","2017-11-20",51.93
"613","2017-11-21",52.970001
"614","2017-11-22",52.860001
"615","2017-11-24",53.310001
"616","2017-11-27",52.709999
"617","2017-11-28",53.139999
"618","2017-11-29",51.709999
"619","2017-11-30",51.400002
"620","2017-12-01",51.84
"621","2017-12-04",49.439999
"622","2017-12-05",49.299999
"623","2017-12-06",46.349998
"624","2017-12-07",47.93
"625","2017-12-08",47.639999
"626","2017-12-11",48.139999
"627","2017-12-12",48.07
"628","2017-12-13",47.509998
"629","2017-12-14",47.490002
"630","2017-12-15",48.040001
"631","2017-12-18",50.16
"632","2017-12-19",49.75
"633","2017-12-20",49.419998
"634","2017-12-21",49.02
"635","2017-12-22",49.02
"636","2017-12-26",49.720001
"637","2017-12-27",49.880001
"638","2017-12-28",50.759998
"639","2017-12-29",50.060001
"640","2018-01-02",51.740002
"641","2018-01-03",51.41
"642","2018-01-04",51.119999
"643","2018-01-05",51.330002
"644","2018-01-08",50.889999
"645","2018-01-09",50.299999
"646","2018-01-10",51.200001
"647","2018-01-11",52.990002
"648","2018-01-12",52.470001
"649","2018-01-16",51
"650","2018-01-17",52.240002
"651","2018-01-18",51.599998
"652","2018-01-19",54.02
"653","2018-01-22",54.490002
"654","2018-01-23",53.77
"655","2018-01-24",52.990002
"656","2018-01-25",52.790001
"657","2018-01-26",53.43
"658","2018-01-29",53.59
"659","2018-01-30",52.099998
"660","2018-01-31",51.619999
"661","2018-02-01",51.619999
"662","2018-02-02",49.220001
"663","2018-02-05",46.880001
"664","2018-02-06",47.889999
"665","2018-02-07",48.27
"666","2018-02-08",44.77
"667","2018-02-09",46.459999
"668","2018-02-12",47.740002
"669","2018-02-13",47.639999
"670","2018-02-14",49.009998
"671","2018-02-15",48.91
"672","2018-02-16",48.84
"673","2018-02-20",50.080002
"674","2018-02-21",50.009998
"675","2018-02-22",50.139999
"676","2018-02-23",51.080002
"677","2018-02-26",51.049999
"678","2018-02-27",49.169998
"679","2018-02-28",47.509998
"680","2018-03-01",48.529999
"681","2018-03-02",49.18
"682","2018-03-05",48.66
"683","2018-03-06",49.389999
"684","2018-03-07",49.369999
"685","2018-03-08",48.59
"686","2018-03-09",50.060001
"687","2018-03-12",50.950001
"688","2018-03-13",49.98
"689","2018-03-14",49.68
"690","2018-03-15",49.27
"691","2018-03-16",49.799999
"692","2018-03-19",49.43
"693","2018-03-20",48.48
"694","2018-03-21",49.939999
"695","2018-03-22",48.650002
"696","2018-03-23",47.09
"697","2018-03-26",47.459999
"698","2018-03-27",46.619999
"699","2018-03-28",46.200001
"700","2018-03-29",48.709999
"701","2018-04-02",46.990002
"702","2018-04-03",47.220001
"703","2018-04-04",47.959999
"704","2018-04-05",50.080002
"705","2018-04-06",48.68
"706","2018-04-09",48.73
"707","2018-04-10",50.119999
"708","2018-04-11",49.66
"709","2018-04-12",50.619999
"710","2018-04-13",50.650002
"711","2018-04-16",51.279999
"712","2018-04-17",52.279999
"713","2018-04-18",52.619999
"714","2018-04-19",51.919998
"715","2018-04-20",51.919998
"716","2018-04-23",52.32
"717","2018-04-24",51.009998
"718","2018-04-25",50.919998
"719","2018-04-26",51.220001
"720","2018-04-27",50.220001
"721","2018-04-30",48.41
"722","2018-05-01",48.25
"723","2018-05-02",48.470001
"724","2018-05-03",48.509998
"725","2018-05-04",50.669998
"726","2018-05-07",50.419998
"727","2018-05-08",50.580002
"728","2018-05-09",50.669998
"729","2018-05-10",50.849998
"730","2018-05-11",50.759998
"731","2018-05-14",50.990002
"732","2018-05-15",51.32
"733","2018-05-16",52.279999
"734","2018-05-17",52.610001
"735","2018-05-18",52.169998
"736","2018-05-21",52.52
"737","2018-05-22",51.790001
"738","2018-05-23",51.529999
"739","2018-05-24",51.32
"740","2018-05-25",50.66
"741","2018-05-29",49.779999
"742","2018-05-30",49.939999
"743","2018-05-31",48.990002
"744","2018-06-01",49.310001
"745","2018-06-04",50.169998
"746","2018-06-05",49.900002
"747","2018-06-06",51.470001
"748","2018-06-07",50.689999
"749","2018-06-08",51.279999
"750","2018-06-11",51.009998
"751","2018-06-12",50.080002
"752","2018-06-13",49.779999
"753","2018-06-14",49.779999
"754","2018-06-15",49.459999
"755","2018-06-18",48.650002
"756","2018-06-19",47.200001
"757","2018-06-20",47.119999
"758","2018-06-21",46.610001
"759","2018-06-22",47
"760","2018-06-25",46.869999
"761","2018-06-26",45.049999
"762","2018-06-27",44.150002
"763","2018-06-28",43.990002
"764","2018-06-29",44.360001
"765","2018-07-02",43.919998
"766","2018-07-03",43.549999
"767","2018-07-05",44.150002
"768","2018-07-06",44.52
"769","2018-07-09",45.560001
"770","2018-07-10",45.959999
"771","2018-07-11",44.02
"772","2018-07-12",44.759998
"773","2018-07-13",44.880001
"774","2018-07-16",43.18
"775","2018-07-17",44.220001
"776","2018-07-18",45.790001
"777","2018-07-19",45.689999
"778","2018-07-20",45.23
"779","2018-07-23",45.07
"780","2018-07-24",44.82
"781","2018-07-25",45.779999
"782","2018-07-26",46.02
"783","2018-07-27",45.720001
"784","2018-07-30",45.220001
"785","2018-07-31",45.810001
"786","2018-08-01",44.849998
"787","2018-08-02",43.970001
"788","2018-08-03",47.040001
"789","2018-08-06",46.369999
"790","2018-08-07",47.860001
"791","2018-08-08",47.900002
"792","2018-08-09",47.040001
"793","2018-08-10",45.009998
"794","2018-08-13",44.27
"795","2018-08-14",44.34
"796","2018-08-15",42.959999
"797","2018-08-16",43.389999
"798","2018-08-17",43.07
"799","2018-08-20",43.279999
"800","2018-08-21",43.73
"801","2018-08-22",43.68
"802","2018-08-23",43.82
"803","2018-08-24",44.400002
"804","2018-08-27",45.919998
"805","2018-08-28",45.439999
"806","2018-08-29",44.799999
"807","2018-08-30",43.360001
"808","2018-08-31",43.599998
"809","2018-09-04",43.84
"810","2018-09-05",44.610001
"811","2018-09-06",43.650002
"812","2018-09-07",44
"813","2018-09-10",44.549999
"814","2018-09-11",41.360001
"815","2018-09-12",39.619999
"816","2018-09-13",39.830002
"817","2018-09-14",40.349998
"818","2018-09-17",40.32
"819","2018-09-18",40.299999
"820","2018-09-19",40.540001
"821","2018-09-20",41.549999
"822","2018-09-21",41.040001
"823","2018-09-24",39.84
"824","2018-09-25",39.349998
"825","2018-09-26",39.27
"826","2018-09-27",39.110001
"827","2018-09-28",39.439999
"828","2018-10-01",39.509998
"829","2018-10-02",40.470001
"830","2018-10-03",41.639999
"831","2018-10-04",40.91
"832","2018-10-05",38.93
"833","2018-10-08",39.25
"834","2018-10-09",35.52
"835","2018-10-10",35.68
"836","2018-10-11",35.290001
"837","2018-10-12",36.400002
"838","2018-10-15",36.619999
"839","2018-10-16",37.209999
"840","2018-10-17",36.549999
"841","2018-10-18",35.619999
"842","2018-10-19",35.869999
"843","2018-10-22",35.169998
"844","2018-10-23",34.09
"845","2018-10-24",31.83
"846","2018-10-25",33.279999
"847","2018-10-26",33.23
"848","2018-10-29",32.41
"849","2018-10-30",32.41
"850","2018-10-31",33.009998
"851","2018-11-01",34.950001
"852","2018-11-02",34.369999
"853","2018-11-05",33.259998
"854","2018-11-06",33.98
"855","2018-11-07",34.880001
"856","2018-11-08",32.900002
"857","2018-11-09",32.09
"858","2018-11-12",31.379999
"859","2018-11-13",31.1
"860","2018-11-14",31.299999
"861","2018-11-15",31.110001
"862","2018-11-16",29.5
"863","2018-11-19",29.26
"864","2018-11-20",28.58
"865","2018-11-21",29.48
"866","2018-11-23",28.950001
"867","2018-11-26",28.940001
"868","2018-11-27",28.26
"869","2018-11-28",28.34
"870","2018-11-29",28.5
"871","2018-11-30",28.48
"872","2018-12-03",28.85
"873","2018-12-04",27.15
"874","2018-12-06",26.879999
"875","2018-12-07",26.120001
"876","2018-12-10",25.41
"877","2018-12-11",25.34
"878","2018-12-12",26.65
"879","2018-12-13",27.139999
"880","2018-12-14",27.92
"881","2018-12-17",27.02
"882","2018-12-18",27.16
"883","2018-12-19",26.889999
"884","2018-12-20",26.58
"885","2018-12-21",26.24
"886","2018-12-24",25.65
"887","2018-12-26",27.459999
"888","2018-12-27",27.799999
"889","2018-12-28",27.76
"890","2018-12-31",28.219999
"891","2019-01-02",29.32
"892","2019-01-03",28.799999
"893","2019-01-04",31.07
"894","2019-01-07",31.879999
"895","2019-01-08",33.189999
"896","2019-01-09",32.880001
"897","2019-01-10",33.59
"898","2019-01-11",33.84
"899","2019-01-14",33.099998
"900","2019-01-15",32.669998
"901","2019-01-16",33.650002
"902","2019-01-17",34.119999
"903","2019-01-18",34.950001
"904","2019-01-22",33.82
"905","2019-01-23",33.490002
"906","2019-01-24",33.919998
"907","2019-01-25",35.73
"908","2019-01-28",34.790001
"909","2019-01-29",34.799999
"910","2019-01-30",36.25
"911","2019-01-31",35.75
"912","2019-02-01",36.959999
"913","2019-02-04",37.279999
"914","2019-02-05",37.580002
"915","2019-02-06",37.73
"916","2019-02-07",36.490002
"917","2019-02-08",36.360001
"918","2019-02-11",36.889999
"919","2019-02-12",38.52
"920","2019-02-13",38.75
"921","2019-02-14",38.689999
"922","2019-02-15",37.75
"923","2019-02-19",37.599998
"924","2019-02-20",38.18
"925","2019-02-21",37.619999
"926","2019-02-22",39.220001
"927","2019-02-25",38.84
"928","2019-02-26",38.25
"929","2019-02-27",38.889999
"930","2019-02-28",38.029999
"931","2019-03-01",38.02
"932","2019-03-04",37.91
"933","2019-03-05",37.68
"934","2019-03-06",37.540001
"935","2019-03-07",38.18
"936","2019-03-08",38.029999
"937","2019-03-11",38.360001
"938","2019-03-12",38.59
"939","2019-03-13",38.970001
"940","2019-03-14",38.610001
"941","2019-03-15",37.889999
"942","2019-03-18",39.02
"943","2019-03-19",39.389999
"944","2019-03-20",39.990002
"945","2019-03-21",40.580002
"946","2019-03-22",38.299999
"947","2019-03-25",36.560001
"948","2019-03-26",35.419998
"949","2019-03-27",35.529999
"950","2019-03-28",36.68
"951","2019-03-29",37.16
"952","2019-04-01",37.57
"953","2019-04-02",37.32
"954","2019-04-03",38.009998
"955","2019-04-04",37.970001
"956","2019-04-05",38.029999
"957","2019-04-08",38.450001
"958","2019-04-09",37.5
"959","2019-04-10",38.580002
"960","2019-04-11",38.860001
"961","2019-04-12",39.66
"962","2019-04-15",40.450001
"963","2019-04-16",40.189999
"964","2019-04-17",39.759998
"965","2019-04-18",39.290001
"966","2019-04-22",39.34
"967","2019-04-23",39.77
"968","2019-04-24",38.990002
"969","2019-04-25",38.09
"970","2019-04-26",38.549999
"971","2019-04-29",37.400002
