"","date","NMCI"
"98","2019-05-01",2.45
"99","2019-05-02",2.42
"100","2019-05-03",2.51
"101","2019-05-06",2.38
"102","2019-05-07",2.38
"103","2019-05-08",2.41
"104","2019-05-09",2.34
"105","2019-05-10",2.3
"106","2019-05-13",2.15
"107","2019-05-14",2.15
"108","2019-05-15",2.15
"109","2019-05-16",2.35
"110","2019-05-17",2.1
"111","2019-05-20",2.07
"112","2019-05-21",2.2
"113","2019-05-22",2.08
"114","2019-05-23",1.96
"115","2019-05-24",1.96
"116","2019-05-28",1.95
"117","2019-05-29",2.1
"118","2019-05-30",1.99
"119","2019-05-31",2.02
"120","2019-06-03",1.94
"121","2019-06-04",1.96
"122","2019-06-05",1.89
"123","2019-06-06",1.85
"124","2019-06-07",1.82
"125","2019-06-10",1.86
"126","2019-06-11",1.84
"127","2019-06-12",1.81
"128","2019-06-13",1.85
"129","2019-06-14",1.89
"130","2019-06-17",1.95
"131","2019-06-18",1.88
"132","2019-06-19",1.92
"133","2019-06-20",1.84
"134","2019-06-21",1.83
"135","2019-06-24",1.83
"136","2019-06-25",1.87
"137","2019-06-26",1.86
"138","2019-06-27",1.9
"139","2019-06-28",1.945
"140","2019-07-01",2.02
"141","2019-07-02",1.9
"142","2019-07-03",2.1
"143","2019-07-05",2.35
"144","2019-07-08",2.3
"145","2019-07-09",2.26
"146","2019-07-10",2.1
"147","2019-07-11",2.33
"148","2019-07-12",2.4
"149","2019-07-15",2.25
"150","2019-07-16",2.32
"151","2019-07-17",2.31
"152","2019-07-18",2.3
"153","2019-07-19",2.32
"154","2019-07-22",2.28
"155","2019-07-23",2.3
"156","2019-07-24",2.1
"157","2019-07-25",2.11
"158","2019-07-26",2.2
"159","2019-07-29",2.21
"160","2019-07-30",2.06
"161","2019-07-31",2.15
"162","2019-08-01",2.03
"163","2019-08-02",1.99
"164","2019-08-05",1.96
"165","2019-08-06",1.93
"166","2019-08-07",1.89
"167","2019-08-08",1.89
"168","2019-08-09",1.83
"169","2019-08-12",1.85
"170","2019-08-13",1.865
"171","2019-08-14",1.81
"172","2019-08-15",1.81
"173","2019-08-16",1.93
"174","2019-08-19",1.96
"175","2019-08-20",2
"176","2019-08-21",2.03
"177","2019-08-22",2.01
"178","2019-08-23",1.99
"179","2019-08-26",1.95
"180","2019-08-27",2.06
"181","2019-08-28",2.13
"182","2019-08-29",2.06
"183","2019-08-30",2
"184","2019-09-03",1.91
"185","2019-09-04",1.83
"186","2019-09-05",1.83
"187","2019-09-06",1.86
"188","2019-09-09",2
"189","2019-09-10",2.06
"190","2019-09-11",2.135
"191","2019-09-12",2.09
"192","2019-09-13",2.04
"193","2019-09-16",2.05
"194","2019-09-17",2.1
"195","2019-09-18",2
"196","2019-09-19",2.14
"197","2019-09-20",2.13
"198","2019-09-23",2.06
"199","2019-09-24",2
"200","2019-09-25",2
"201","2019-09-26",1.99
"202","2019-09-27",1.98
"203","2019-09-30",1.99
"204","2019-10-01",1.98
"205","2019-10-02",1.85
"206","2019-10-03",1.96
"207","2019-10-04",1.94
"208","2019-10-07",1.94
"209","2019-10-08",2
"210","2019-10-09",2.01
"211","2019-10-10",2.08
"212","2019-10-11",2.05
"213","2019-10-14",2.06
"214","2019-10-15",2.05
"215","2019-10-16",2.1
"216","2019-10-17",2.07
"217","2019-10-18",2.02
"218","2019-10-21",1.98
"219","2019-10-22",1.95
"220","2019-10-23",2.06
"221","2019-10-24",2.03
"222","2019-10-25",2.09
"223","2019-10-28",2.05
"224","2019-10-29",2.05
"225","2019-10-30",2.015
"226","2019-10-31",1.99
"227","2019-11-01",2.013
"228","2019-11-04",2
"229","2019-11-05",1.99
"230","2019-11-06",1.97
"231","2019-11-07",1.94
"232","2019-11-08",1.9
"233","2019-11-11",1.93
"234","2019-11-12",1.9
"235","2019-11-13",1.89
"236","2019-11-14",1.84
"237","2019-11-15",1.91
"238","2019-11-18",1.8
"239","2019-11-19",1.68
"240","2019-11-20",1.61
"241","2019-11-21",1.598
"242","2019-11-22",1.63
"243","2019-11-25",1.61
"244","2019-11-26",1.61
"245","2019-11-27",1.63
"246","2019-11-29",1.737
"247","2019-12-02",1.66
"248","2019-12-03",1.64
"249","2019-12-04",1.62
"250","2019-12-05",1.58
"251","2019-12-06",1.62
"252","2019-12-09",1.62
"253","2019-12-10",1.61
"254","2019-12-11",1.59
"255","2019-12-12",1.62
"256","2019-12-13",1.65
"257","2019-12-16",1.69
"258","2019-12-17",1.62
"259","2019-12-18",1.7
"260","2019-12-19",1.86
"261","2019-12-20",1.89
"262","2019-12-23",2
"263","2019-12-24",2.05
"264","2019-12-26",2.06
"265","2019-12-27",2.02
"266","2019-12-30",2.1
"267","2019-12-31",2.15
"268","2020-01-02",2.039
"269","2020-01-03",1.92
"270","2020-01-06",1.96
"271","2020-01-07",1.85
"272","2020-01-08",1.85
"273","2020-01-09",1.83
"274","2020-01-10",1.84
"275","2020-01-13",1.84
"276","2020-01-14",1.86
"277","2020-01-15",1.84
"278","2020-01-16",1.82
"279","2020-01-17",1.83
"280","2020-01-21",1.81
"281","2020-01-22",1.8
"282","2020-01-23",1.788
"283","2020-01-24",1.667
"284","2020-01-27",1.64
"285","2020-01-28",1.72
"286","2020-01-29",1.7
"287","2020-01-30",1.675
"288","2020-01-31",1.69
"289","2020-02-03",1.69
"290","2020-02-04",1.72
"291","2020-02-05",1.65
"292","2020-02-06",1.58
"293","2020-02-07",1.47
"294","2020-02-10",1.395
"295","2020-02-11",1.39
"296","2020-02-12",1.46
"297","2020-02-13",1.378
"298","2020-02-14",1.38
"299","2020-02-18",1.33
"300","2020-02-19",1.26
"301","2020-02-20",1.3
"302","2020-02-21",1.29
"303","2020-02-24",1.2
"304","2020-02-25",1.15
"305","2020-02-26",1.13
"306","2020-02-27",1.149
"307","2020-02-28",1.14
"308","2020-03-02",1.14
"309","2020-03-03",1.11
"310","2020-03-04",1.11
"311","2020-03-05",1.12
"312","2020-03-06",1.101
"313","2020-03-09",1.11
"314","2020-03-10",1
"315","2020-03-11",0.94
"316","2020-03-12",0.94
"317","2020-03-13",0.982
"318","2020-03-16",0.716
"319","2020-03-17",0.85
"320","2020-03-18",0.69
"321","2020-03-19",0.711
"322","2020-03-20",0.66
"323","2020-03-23",0.7
"324","2020-03-24",0.63
"325","2020-03-25",0.7
"326","2020-03-26",0.79
"327","2020-03-27",0.742
"328","2020-03-30",0.753
"329","2020-03-31",0.71
"330","2020-04-01",0.7
"331","2020-04-02",0.613
"332","2020-04-03",0.61
"333","2020-04-06",0.625
"334","2020-04-07",0.545
"335","2020-04-08",0.588
"336","2020-04-09",0.699
"337","2020-04-13",0.69
"338","2020-04-14",0.778
"339","2020-04-15",0.73
"340","2020-04-16",0.726
"341","2020-04-17",0.755
"342","2020-04-20",0.87
"343","2020-04-21",0.691
"344","2020-04-22",0.72
"345","2020-04-23",0.7
"346","2020-04-24",0.695
"347","2020-04-27",0.71
"348","2020-04-28",0.724
"349","2020-04-29",0.751
"350","2020-04-30",0.743
"351","2020-05-01",0.78
"352","2020-05-04",0.779
"353","2020-05-05",0.81
"354","2020-05-06",0.712
"355","2020-05-07",0.762
"356","2020-05-08",0.789
"357","2020-05-11",0.79
"358","2020-05-12",0.739
"359","2020-05-13",0.711
"360","2020-05-14",0.703
"361","2020-05-15",0.7
"362","2020-05-18",0.726
"363","2020-05-19",0.7
"364","2020-05-20",0.7
"365","2020-05-21",0.692
"366","2020-05-22",0.62
"367","2020-05-26",0.654
"368","2020-05-27",0.688
"369","2020-05-28",0.72
"370","2020-05-29",0.705
"371","2020-06-01",0.696
"372","2020-06-02",0.68
"373","2020-06-03",0.695
"374","2020-06-04",0.695
"375","2020-06-05",0.789
"376","2020-06-08",0.79
"377","2020-06-09",0.85
"378","2020-06-10",0.812
"379","2020-06-11",0.741
"380","2020-06-12",0.784
"381","2020-06-15",0.819
"382","2020-06-16",0.795
"383","2020-06-17",0.792
"384","2020-06-18",0.775
"385","2020-06-19",0.794
"386","2020-06-22",0.78
"387","2020-06-23",0.859
"388","2020-06-24",0.775
"389","2020-06-25",0.783
"390","2020-06-26",0.754
"391","2020-06-29",0.8
"392","2020-06-30",0.81
"393","2020-07-01",0.8
"394","2020-07-02",0.819
"395","2020-07-06",0.81
"396","2020-07-07",0.806
"397","2020-07-08",0.8
"398","2020-07-09",0.785
"399","2020-07-10",0.805
"400","2020-07-13",0.79
"401","2020-07-14",0.761
"402","2020-07-15",0.782
"403","2020-07-16",0.78
"404","2020-07-17",0.77
"405","2020-07-20",0.77
"406","2020-07-21",0.785
"407","2020-07-22",0.805
"408","2020-07-23",0.809
"409","2020-07-24",0.79
"410","2020-07-27",0.79
"411","2020-07-28",0.775
"412","2020-07-29",0.82
"413","2020-07-30",0.807
"414","2020-07-31",0.91
"415","2020-08-03",0.795
"416","2020-08-04",0.781
"417","2020-08-05",0.77
"418","2020-08-06",0.768
"419","2020-08-07",0.775
"420","2020-08-10",0.786
"421","2020-08-11",0.782
"422","2020-08-12",0.801
"423","2020-08-13",0.798
"424","2020-08-14",0.8
"425","2020-08-17",0.802
"426","2020-08-18",0.776
"427","2020-08-19",0.783
"428","2020-08-20",0.79
"429","2020-08-21",0.805
"430","2020-08-24",0.79
"431","2020-08-25",0.81
"432","2020-08-26",0.845
"433","2020-08-27",0.829
"434","2020-08-28",0.847
"435","2020-08-31",0.806
"436","2020-09-01",0.827
"437","2020-09-02",0.802
"438","2020-09-03",0.796
"439","2020-09-04",0.776
"440","2020-09-08",0.793
"441","2020-09-09",0.78
"442","2020-09-10",0.785
"443","2020-09-11",0.8
"444","2020-09-14",0.816
"445","2020-09-15",0.8
"446","2020-09-16",0.929
"447","2020-09-17",0.926
"448","2020-09-18",0.98
"449","2020-09-21",0.945
"450","2020-09-22",0.908
"451","2020-09-23",0.97
"452","2020-09-24",0.96
"453","2020-09-25",0.964
"454","2020-09-28",0.998
"455","2020-09-29",1.03
"456","2020-09-30",1.037
"457","2020-10-01",1.005
"458","2020-10-02",1.04
"459","2020-10-05",1.08
"460","2020-10-06",1.15
"461","2020-10-07",1.2
"462","2020-10-08",1.36
"463","2020-10-09",1.42
"464","2020-10-12",1.43
"465","2020-10-13",1.32
"466","2020-10-14",1.37
"467","2020-10-15",1.345
"468","2020-10-16",1.41
"469","2020-10-19",1.42
"470","2020-10-20",1.44
"471","2020-10-21",1.51
"472","2020-10-22",1.55
"473","2020-10-23",1.57
"474","2020-10-26",1.49
"475","2020-10-27",1.51
"476","2020-10-28",1.42
"477","2020-10-29",1.53
"478","2020-10-30",1.51
"479","2020-11-02",1.6
"480","2020-11-03",1.83
"481","2020-11-04",1.81
"482","2020-11-05",1.79
"483","2020-11-06",1.89
"484","2020-11-09",1.98
"485","2020-11-10",2.105
"486","2020-11-11",2.06
"487","2020-11-12",2.02
"488","2020-11-13",2.16
"489","2020-11-16",2.33
"490","2020-11-17",2.37
"491","2020-11-18",2.35
"492","2020-11-19",2.35
"493","2020-11-20",2.34
"494","2020-11-23",2.56
"495","2020-11-24",2.53
"496","2020-11-25",2.53
"497","2020-11-27",2.7
