"","date","JYNT"
"82","2015-03-11",8.66
"83","2015-03-12",8.74
"84","2015-03-13",8.1
"85","2015-03-16",8.35
"86","2015-03-17",8.47
"87","2015-03-18",8.4
"88","2015-03-19",8.55
"89","2015-03-20",7.32
"90","2015-03-23",7.2
"91","2015-03-24",7.69
"92","2015-03-25",7.68
"93","2015-03-26",7.46
"94","2015-03-27",7.52
"95","2015-03-30",7.61
"96","2015-03-31",7.87
"97","2015-04-01",7.81
"98","2015-04-02",7.88
"99","2015-04-06",8.35
"100","2015-04-07",8.53
"101","2015-04-08",8.89
"102","2015-04-09",7.96
"103","2015-04-10",8.24
"104","2015-04-13",8.47
"105","2015-04-14",8.4
"106","2015-04-15",8.5
"107","2015-04-16",8.33
"108","2015-04-17",8.3
"109","2015-04-20",8.55
"110","2015-04-21",8.25
"111","2015-04-22",8.56
"112","2015-04-23",8.8
"113","2015-04-24",9.1
"114","2015-04-27",10
"115","2015-04-28",10.56
"116","2015-04-29",10.69
"117","2015-04-30",10.01
"118","2015-05-01",10.375
"119","2015-05-04",10
"120","2015-05-05",9.93
"121","2015-05-06",9.6
"122","2015-05-07",9.8
"123","2015-05-08",9.85
"124","2015-05-11",9.53
"125","2015-05-12",9.5
"126","2015-05-13",9.39
"127","2015-05-14",9.13
"128","2015-05-15",9.55
"129","2015-05-18",9.7
"130","2015-05-19",10.048
"131","2015-05-20",9.99
"132","2015-05-21",9.95
"133","2015-05-22",9.81
"134","2015-05-26",9.99
"135","2015-05-27",9.66
"136","2015-05-28",9.61
"137","2015-05-29",9.59
"138","2015-06-01",9.51
"139","2015-06-02",9.82
"140","2015-06-03",9.75
"141","2015-06-04",9.586
"142","2015-06-05",9.88
"143","2015-06-08",9.91
"144","2015-06-09",9.99
"145","2015-06-10",10.55
"146","2015-06-11",10.55
"147","2015-06-12",11.56
"148","2015-06-15",12.27
"149","2015-06-16",11.58
"150","2015-06-17",11.37
"151","2015-06-18",11.71
"152","2015-06-19",11.24
"153","2015-06-22",11.57
"154","2015-06-23",11.23
"155","2015-06-24",11.15
"156","2015-06-25",11.23
"157","2015-06-26",11.14
"158","2015-06-29",10.27
"159","2015-06-30",10.18
"160","2015-07-01",10.13
"161","2015-07-02",9.77
"162","2015-07-06",9.85
"163","2015-07-07",9.75
"164","2015-07-08",9.75
"165","2015-07-09",9.75
"166","2015-07-10",10.16
"167","2015-07-13",9.75
"168","2015-07-14",10.18
"169","2015-07-15",9.62
"170","2015-07-16",9.85
"171","2015-07-17",9.72
"172","2015-07-20",9.5
"173","2015-07-21",9.626
"174","2015-07-22",9.69
"175","2015-07-23",9.5
"176","2015-07-24",9.5
"177","2015-07-27",9.25
"178","2015-07-28",9.5
"179","2015-07-29",9.5
"180","2015-07-30",9.45
"181","2015-07-31",9.493
"182","2015-08-03",9.45
"183","2015-08-04",9.08
"184","2015-08-05",9.44
"185","2015-08-06",9.08
"186","2015-08-07",9.33
"187","2015-08-10",9.33
"188","2015-08-11",9.06
"189","2015-08-12",8.75
"190","2015-08-13",8.75
"191","2015-08-14",8.86
"192","2015-08-17",8.6
"193","2015-08-18",8.6
"194","2015-08-19",8.392
"195","2015-08-20",8.37
"196","2015-08-21",8.05
"197","2015-08-24",7.35
"198","2015-08-25",7.97
"199","2015-08-26",8.24
"200","2015-08-27",8.5
"201","2015-08-28",8.5
"202","2015-08-31",8.37
"203","2015-09-01",8.25
"204","2015-09-02",8.04
"205","2015-09-03",8.06
"206","2015-09-04",7.69
"207","2015-09-08",7.66
"208","2015-09-09",7.75
"209","2015-09-10",7.73
"210","2015-09-11",7.75
"211","2015-09-14",7.71
"212","2015-09-15",7.66
"213","2015-09-16",7.5
"214","2015-09-17",7.62
"215","2015-09-18",7.27
"216","2015-09-21",7.25
"217","2015-09-22",7.35
"218","2015-09-23",7.076
"219","2015-09-24",7.18
"220","2015-09-25",7.01
"221","2015-09-28",6.31
"222","2015-09-29",6.46
"223","2015-09-30",6.48
"224","2015-10-01",6.47
"225","2015-10-02",6.57
"226","2015-10-05",6.89
"227","2015-10-06",7
"228","2015-10-07",6.99
"229","2015-10-08",6.98
"230","2015-10-09",6.99
"231","2015-10-12",6.99
"232","2015-10-13",6.91
"233","2015-10-14",6.77
"234","2015-10-15",7
"235","2015-10-16",7.47
"236","2015-10-19",7.25
"237","2015-10-20",7.315
"238","2015-10-21",7.158
"239","2015-10-22",7.158
"240","2015-10-23",7.583
"241","2015-10-26",7.101
"242","2015-10-27",7.165
"243","2015-10-28",7
"244","2015-10-29",6.9
"245","2015-10-30",6.83
"246","2015-11-02",6.68
"247","2015-11-03",6.68
"248","2015-11-04",6.55
"249","2015-11-05",6.03
"250","2015-11-06",6.56
"251","2015-11-09",6.45
"252","2015-11-10",6.1
"253","2015-11-11",6.61
"254","2015-11-12",6.71
"255","2015-11-13",6.82
"256","2015-11-16",6.3
"257","2015-11-17",6.03
"258","2015-11-18",5.58
"259","2015-11-19",5.68
"260","2015-11-20",5.34
"261","2015-11-23",5.66
"262","2015-11-24",5.56
"263","2015-11-25",5.9
"264","2015-11-27",5.9
"265","2015-11-30",5.64
"266","2015-12-01",5.97
"267","2015-12-02",5.79
"268","2015-12-03",5.59
"269","2015-12-04",5.63
"270","2015-12-07",5.25
"271","2015-12-08",5.32
"272","2015-12-09",5.19
"273","2015-12-10",5.16
"274","2015-12-11",5.11
"275","2015-12-14",5.01
"276","2015-12-15",5
"277","2015-12-16",5.05
"278","2015-12-17",5.15
"279","2015-12-18",5.52
"280","2015-12-21",5.55
"281","2015-12-22",5.7
"282","2015-12-23",6
"283","2015-12-24",6.05
"284","2015-12-28",5.92
"285","2015-12-29",5.99
"286","2015-12-30",5.94
"287","2015-12-31",5.97
"288","2016-01-04",5.77
"289","2016-01-05",5.78
"290","2016-01-06",5.52
"291","2016-01-07",5.25
"292","2016-01-08",5.75
"293","2016-01-11",5.05
"294","2016-01-12",4.97
"295","2016-01-13",5
"296","2016-01-14",4.98
"297","2016-01-15",4.8
"298","2016-01-19",4.44
"299","2016-01-20",4.09
"300","2016-01-21",4.29
"301","2016-01-22",4.53
"302","2016-01-25",4.46
"303","2016-01-26",4.82
"304","2016-01-27",4.59
"305","2016-01-28",4.4
"306","2016-01-29",4.36
"307","2016-02-01",4.24
"308","2016-02-02",4.08
"309","2016-02-03",4.2
"310","2016-02-04",4.24
"311","2016-02-05",4.35
"312","2016-02-08",4.15
"313","2016-02-09",4.15
"314","2016-02-10",3.97
"315","2016-02-11",3.69
"316","2016-02-12",3.69
"317","2016-02-16",3.83
"318","2016-02-17",4.27
"319","2016-02-18",4.19
"320","2016-02-19",4.1
"321","2016-02-22",4.11
"322","2016-02-23",4.15
"323","2016-02-24",4.12
"324","2016-02-25",4.09
"325","2016-02-26",4.1
"326","2016-02-29",4
"327","2016-03-01",4.1
"328","2016-03-02",4.13
"329","2016-03-03",4.01
"330","2016-03-04",3.92
"331","2016-03-07",4.04
"332","2016-03-08",4.04
"333","2016-03-09",4.03
"334","2016-03-10",3.935
"335","2016-03-11",4.04
"336","2016-03-14",4.1
"337","2016-03-15",3.86
"338","2016-03-16",3.87
"339","2016-03-17",3.03
"340","2016-03-18",3.12
"341","2016-03-21",3.41
"342","2016-03-22",3.32
"343","2016-03-23",3.11
"344","2016-03-24",3.044
"345","2016-03-28",2.8
"346","2016-03-29",3.07
"347","2016-03-30",3.21
"348","2016-03-31",3.13
"349","2016-04-01",3.38
"350","2016-04-04",3.14
"351","2016-04-05",3.06
"352","2016-04-06",3.33
"353","2016-04-07",3.35
"354","2016-04-08",3.43
"355","2016-04-11",3.57
"356","2016-04-12",3.55
"357","2016-04-13",3.55
"358","2016-04-14",3.68
"359","2016-04-15",3.71
"360","2016-04-18",3.81
"361","2016-04-19",3.85
"362","2016-04-20",3.8
"363","2016-04-21",3.63
"364","2016-04-22",3.64
"365","2016-04-25",3.73
"366","2016-04-26",3.58
"367","2016-04-27",3.57
"368","2016-04-28",3.4
"369","2016-04-29",3.32
"370","2016-05-02",3.33
"371","2016-05-03",3.14
"372","2016-05-04",3.24
"373","2016-05-05",3.19
"374","2016-05-06",3.1
"375","2016-05-09",2.97
"376","2016-05-10",3.2
"377","2016-05-11",3.071
"378","2016-05-12",2.99
"379","2016-05-13",3.07
"380","2016-05-16",3
"381","2016-05-17",2.95
"382","2016-05-18",3
"383","2016-05-19",2.9
"384","2016-05-20",2.88
"385","2016-05-23",2.99
"386","2016-05-24",3
"387","2016-05-25",3.1
"388","2016-05-26",3.1
"389","2016-05-27",3.03
"390","2016-05-31",2.98
"391","2016-06-01",3.08
"392","2016-06-02",3.12
"393","2016-06-03",3.14
"394","2016-06-06",3.01
"395","2016-06-07",2.95
"396","2016-06-08",3.07
"397","2016-06-09",3.08
"398","2016-06-10",2.98
"399","2016-06-13",2.94
"400","2016-06-14",2.94
"401","2016-06-15",2.76
"402","2016-06-16",2.75
"403","2016-06-17",2.75
"404","2016-06-20",2.69
"405","2016-06-21",2.79
"406","2016-06-22",2.88
"407","2016-06-23",2.77
"408","2016-06-24",2.5
"409","2016-06-27",2.44
"410","2016-06-28",2.25
"411","2016-06-29",2.11
"412","2016-06-30",2.03
"413","2016-07-01",2.3
"414","2016-07-05",2.1
"415","2016-07-06",1.91
"416","2016-07-07",1.99
"417","2016-07-08",2.07
"418","2016-07-11",2.23
"419","2016-07-12",2.63
"420","2016-07-13",2.35
"421","2016-07-14",2.32
"422","2016-07-15",2.33
"423","2016-07-18",2.33
"424","2016-07-19",2.32
"425","2016-07-20",2.35
"426","2016-07-21",2.37
"427","2016-07-22",2.4
"428","2016-07-25",2.32
"429","2016-07-26",2.32
"430","2016-07-27",2.35
"431","2016-07-28",2.34
"432","2016-07-29",2.29
"433","2016-08-01",2.29
"434","2016-08-02",2.18
"435","2016-08-03",2.23
"436","2016-08-04",2.4
"437","2016-08-05",2.311
"438","2016-08-08",2.309
"439","2016-08-09",2.24
"440","2016-08-10",2.18
"441","2016-08-11",2.15
"442","2016-08-12",2.17
"443","2016-08-15",2.11
"444","2016-08-16",2.16
"445","2016-08-17",2.09
"446","2016-08-18",2.01
"447","2016-08-19",2.03
"448","2016-08-22",2.05
"449","2016-08-23",2.05
"450","2016-08-24",2.11
"451","2016-08-25",2.13
"452","2016-08-26",2.397
"453","2016-08-29",2.799
"454","2016-08-30",2.84
"455","2016-08-31",2.99
"456","2016-09-01",2.8
"457","2016-09-02",2.8
"458","2016-09-06",2.99
"459","2016-09-07",2.92
"460","2016-09-08",2.93
"461","2016-09-09",2.81
"462","2016-09-12",2.8
"463","2016-09-13",2.77
"464","2016-09-14",2.59
"465","2016-09-15",2.43
"466","2016-09-16",2.3
"467","2016-09-19",2.4
"468","2016-09-20",2.38
"469","2016-09-21",2.41
"470","2016-09-22",2.35
"471","2016-09-23",2.41
"472","2016-09-26",2.42
"473","2016-09-27",2.43
"474","2016-09-28",2.4
"475","2016-09-29",2.4
"476","2016-09-30",2.38
"477","2016-10-03",2.47
"478","2016-10-04",2.426
"479","2016-10-05",2.48
"480","2016-10-06",2.42
"481","2016-10-07",2.43
"482","2016-10-10",2.4
"483","2016-10-11",2.38
"484","2016-10-12",2.45
"485","2016-10-13",2.48
"486","2016-10-14",2.59
"487","2016-10-17",2.56
"488","2016-10-18",2.46
"489","2016-10-19",2.47
"490","2016-10-20",2.65
"491","2016-10-21",2.76
"492","2016-10-24",2.75
"493","2016-10-25",2.655
"494","2016-10-26",2.61
"495","2016-10-27",2.55
"496","2016-10-28",2.57
"497","2016-10-31",2.48
"498","2016-11-01",2.54
"499","2016-11-02",2.5
"500","2016-11-03",2.49
"501","2016-11-04",2.48
"502","2016-11-07",2.51
"503","2016-11-08",2.51
"504","2016-11-09",2.45
"505","2016-11-10",2.44
"506","2016-11-11",2.54
"507","2016-11-14",2.54
"508","2016-11-15",2.6
"509","2016-11-16",2.46
"510","2016-11-17",2.5
"511","2016-11-18",2.39
"512","2016-11-21",2.39
"513","2016-11-22",2.43
"514","2016-11-23",2.43
"515","2016-11-25",2.43
"516","2016-11-28",2.401
"517","2016-11-29",2.35
"518","2016-11-30",2.36
"519","2016-12-01",2.16
"520","2016-12-02",2.13
"521","2016-12-05",2.14
"522","2016-12-06",2.16
"523","2016-12-07",2.22
"524","2016-12-08",2.27
"525","2016-12-09",2.29
"526","2016-12-12",2.13
"527","2016-12-13",2.15
"528","2016-12-14",2.22
"529","2016-12-15",2.22
"530","2016-12-16",2.27
"531","2016-12-19",2.5
"532","2016-12-20",2.45
"533","2016-12-21",2.5
"534","2016-12-22",2.54
"535","2016-12-23",2.66
"536","2016-12-27",2.65
"537","2016-12-28",2.53
"538","2016-12-29",2.52
"539","2016-12-30",2.65
"540","2017-01-03",2.65
"541","2017-01-04",2.66
"542","2017-01-05",2.79
"543","2017-01-06",2.78
"544","2017-01-09",3.04
"545","2017-01-10",2.92
"546","2017-01-11",3
"547","2017-01-12",3.03
"548","2017-01-13",3.11
"549","2017-01-17",3.38
"550","2017-01-18",3.22
"551","2017-01-19",3.18
"552","2017-01-20",3.2
"553","2017-01-23",3.24
"554","2017-01-24",3.27
"555","2017-01-25",3.37
"556","2017-01-26",3.45
"557","2017-01-27",3.46
"558","2017-01-30",3.5
"559","2017-01-31",3.65
"560","2017-02-01",3.73
"561","2017-02-02",3.9
"562","2017-02-03",4.51
"563","2017-02-06",4.38
"564","2017-02-07",4.27
"565","2017-02-08",4.06
"566","2017-02-09",4.14
"567","2017-02-10",4.14
"568","2017-02-13",4.06
"569","2017-02-14",4
"570","2017-02-15",4
"571","2017-02-16",3.91
"572","2017-02-17",3.83
"573","2017-02-21",3.835
"574","2017-02-22",3.8
"575","2017-02-23",3.8
"576","2017-02-24",3.9
"577","2017-02-27",4
"578","2017-02-28",4.13
"579","2017-03-01",4.21
"580","2017-03-02",4.43
"581","2017-03-03",4.4
"582","2017-03-06",4.51
"583","2017-03-07",4.61
"584","2017-03-08",4.546
"585","2017-03-09",4.04
"586","2017-03-10",3.85
"587","2017-03-13",4.04
"588","2017-03-14",4.03
"589","2017-03-15",4.06
"590","2017-03-16",3.99
"591","2017-03-17",4.09
"592","2017-03-20",3.882
"593","2017-03-21",3.75
"594","2017-03-22",3.6
"595","2017-03-23",3.46
"596","2017-03-24",3.37
"597","2017-03-27",3.16
"598","2017-03-28",3.63
"599","2017-03-29",3.88
"600","2017-03-30",4.16
"601","2017-03-31",4.2
"602","2017-04-03",4.15
"603","2017-04-04",3.96
"604","2017-04-05",3.81
"605","2017-04-06",3.97
"606","2017-04-07",3.83
"607","2017-04-10",3.86
"608","2017-04-11",3.91
"609","2017-04-12",3.92
"610","2017-04-13",3.85
"611","2017-04-17",3.88
"612","2017-04-18",3.84
"613","2017-04-19",3.85
"614","2017-04-20",3.9
"615","2017-04-21",3.98
"616","2017-04-24",3.85
"617","2017-04-25",3.78
"618","2017-04-26",3.83
"619","2017-04-27",3.81
"620","2017-04-28",3.8
"621","2017-05-01",3.8
"622","2017-05-02",3.8
"623","2017-05-03",3.75
"624","2017-05-04",3.61
"625","2017-05-05",3.6
"626","2017-05-08",3.57
"627","2017-05-09",3.88
"628","2017-05-10",3.85
"629","2017-05-11",4.14
"630","2017-05-12",4.13
"631","2017-05-15",3.89
"632","2017-05-16",3.95
"633","2017-05-17",3.91
"634","2017-05-18",4.02
"635","2017-05-19",4.1
"636","2017-05-22",4.02
"637","2017-05-23",4.01
"638","2017-05-24",4.03
"639","2017-05-25",4
"640","2017-05-26",4.06
"641","2017-05-30",3.96
"642","2017-05-31",3.93
"643","2017-06-01",3.99
"644","2017-06-02",4.018
"645","2017-06-05",3.99
"646","2017-06-06",4
"647","2017-06-07",3.92
"648","2017-06-08",3.9
"649","2017-06-09",3.8
"650","2017-06-12",3.81
"651","2017-06-13",3.766
"652","2017-06-14",3.66
"653","2017-06-15",3.72
"654","2017-06-16",3.69
"655","2017-06-19",3.71
"656","2017-06-20",3.5
"657","2017-06-21",3.461
"658","2017-06-22",3.48
"659","2017-06-23",3.75
"660","2017-06-26",3.65
"661","2017-06-27",3.67
"662","2017-06-28",3.57
"663","2017-06-29",3.72
"664","2017-06-30",3.8
"665","2017-07-03",3.8
"666","2017-07-05",3.68
"667","2017-07-06",3.7
"668","2017-07-07",3.6
"669","2017-07-10",3.65
"670","2017-07-11",3.57
"671","2017-07-12",3.49
"672","2017-07-13",3.65
"673","2017-07-14",3.75
"674","2017-07-17",3.71
"675","2017-07-18",3.78
"676","2017-07-19",3.95
"677","2017-07-20",4
"678","2017-07-21",4
"679","2017-07-24",3.92
"680","2017-07-25",3.76
"681","2017-07-26",3.69
"682","2017-07-27",3.7
"683","2017-07-28",3.84
"684","2017-07-31",3.78
"685","2017-08-01",4
"686","2017-08-02",3.75
"687","2017-08-03",3.84
"688","2017-08-04",3.77
"689","2017-08-07",3.89
"690","2017-08-08",3.75
"691","2017-08-09",3.65
"692","2017-08-10",3.72
"693","2017-08-11",3.78
"694","2017-08-14",3.82
"695","2017-08-15",3.75
"696","2017-08-16",3.75
"697","2017-08-17",3.75
"698","2017-08-18",3.75
"699","2017-08-21",3.75
"700","2017-08-22",3.8
"701","2017-08-23",3.77
"702","2017-08-24",3.89
"703","2017-08-25",3.98
"704","2017-08-28",3.95
"705","2017-08-29",3.96
"706","2017-08-30",4.34
"707","2017-08-31",4.36
"708","2017-09-01",4.43
"709","2017-09-05",4.78
"710","2017-09-06",4.79
"711","2017-09-07",4.85
"712","2017-09-08",4.91
"713","2017-09-11",4.94
"714","2017-09-12",4.98
"715","2017-09-13",4.74
"716","2017-09-14",4.7
"717","2017-09-15",4.6
"718","2017-09-18",4.64
"719","2017-09-19",4.7
"720","2017-09-20",4.6
"721","2017-09-21",4.49
"722","2017-09-22",4.39
"723","2017-09-25",4.42
"724","2017-09-26",4.48
"725","2017-09-27",4.77
"726","2017-09-28",4.63
"727","2017-09-29",4.76
"728","2017-10-02",4.81
"729","2017-10-03",4.86
"730","2017-10-04",4.91
"731","2017-10-05",4.92
"732","2017-10-06",4.97
"733","2017-10-09",4.65
"734","2017-10-10",4.69
"735","2017-10-11",4.65
"736","2017-10-12",4.65
"737","2017-10-13",4.67
"738","2017-10-16",4.65
"739","2017-10-17",4.67
"740","2017-10-18",4.66
"741","2017-10-19",4.69
"742","2017-10-20",4.65
"743","2017-10-23",4.65
"744","2017-10-24",4.67
"745","2017-10-25",4.58
"746","2017-10-26",4.51
"747","2017-10-27",4.47
"748","2017-10-30",4.41
"749","2017-10-31",4.44
"750","2017-11-01",4.44
"751","2017-11-02",4.49
"752","2017-11-03",4.7
"753","2017-11-06",4.735
"754","2017-11-07",4.77
"755","2017-11-08",4.74
"756","2017-11-09",4.791
"757","2017-11-10",5.51
"758","2017-11-13",5.9
"759","2017-11-14",5.83
"760","2017-11-15",5.78
"761","2017-11-16",5.71
"762","2017-11-17",5.54
"763","2017-11-20",5.34
"764","2017-11-21",5.37
"765","2017-11-22",5.38
"766","2017-11-24",5.36
"767","2017-11-27",5.38
"768","2017-11-28",5.27
"769","2017-11-29",5.275
"770","2017-11-30",5.27
"771","2017-12-01",5.13
"772","2017-12-04",5.03
"773","2017-12-05",5.04
"774","2017-12-06",5.08
"775","2017-12-07",5.19
"776","2017-12-08",5.15
"777","2017-12-11",5.185
"778","2017-12-12",5.17
"779","2017-12-13",5.17
"780","2017-12-14",5.11
"781","2017-12-15",4.86
"782","2017-12-18",4.95
"783","2017-12-19",4.76
"784","2017-12-20",4.9
"785","2017-12-21",4.99
"786","2017-12-22",5
"787","2017-12-26",4.99
"788","2017-12-27",4.89
"789","2017-12-28",5
"790","2017-12-29",4.96
"791","2018-01-02",4.9
"792","2018-01-03",4.99
"793","2018-01-04",4.97
"794","2018-01-05",4.94
"795","2018-01-08",4.9
"796","2018-01-09",4.8
"797","2018-01-10",4.7
"798","2018-01-11",4.75
"799","2018-01-12",4.83
"800","2018-01-16",4.88
"801","2018-01-17",4.85
"802","2018-01-18",4.73
"803","2018-01-19",4.925
"804","2018-01-22",5.11
"805","2018-01-23",5.1
"806","2018-01-24",5.14
"807","2018-01-25",5.25
"808","2018-01-26",5.39
"809","2018-01-29",5.21
"810","2018-01-30",5.12
"811","2018-01-31",5.06
"812","2018-02-01",5.31
"813","2018-02-02",5.35
"814","2018-02-05",5.11
"815","2018-02-06",5.15
"816","2018-02-07",5.19
"817","2018-02-08",5.09
"818","2018-02-09",5.03
"819","2018-02-12",5.15
"820","2018-02-13",4.98
"821","2018-02-14",5.03
"822","2018-02-15",5.14
"823","2018-02-16",5.13
"824","2018-02-20",5.01
"825","2018-02-21",5.018
"826","2018-02-22",4.98
"827","2018-02-23",4.99
"828","2018-02-26",4.856
"829","2018-02-27",4.91
"830","2018-02-28",4.97
"831","2018-03-01",4.88
"832","2018-03-02",4.81
"833","2018-03-05",4.95
"834","2018-03-06",4.95
"835","2018-03-07",4.98
"836","2018-03-08",4.99
"837","2018-03-09",5.39
"838","2018-03-12",6
"839","2018-03-13",6.16
"840","2018-03-14",5.9
"841","2018-03-15",6.03
"842","2018-03-16",6.06
"843","2018-03-19",6.01
"844","2018-03-20",6.01
"845","2018-03-21",6
"846","2018-03-22",5.89
"847","2018-03-23",5.95
"848","2018-03-26",6.15
"849","2018-03-27",6.185
"850","2018-03-28",6.67
"851","2018-03-29",6.85
"852","2018-04-02",6.75
"853","2018-04-03",6.68
"854","2018-04-04",6.543
"855","2018-04-05",6.79
"856","2018-04-06",6.77
"857","2018-04-09",6.81
"858","2018-04-10",6.81
"859","2018-04-11",6.792
"860","2018-04-12",6.82
"861","2018-04-13",6.955
"862","2018-04-16",7.04
"863","2018-04-17",7.18
"864","2018-04-18",7.19
"865","2018-04-19",7.17
"866","2018-04-20",7.25
"867","2018-04-23",7.22
"868","2018-04-24",7.19
"869","2018-04-25",7.27
"870","2018-04-26",7.43
"871","2018-04-27",7.45
"872","2018-04-30",7.53
"873","2018-05-01",7.85
"874","2018-05-02",7.875
"875","2018-05-03",7.79
"876","2018-05-04",7.76
"877","2018-05-07",7.9
"878","2018-05-08",7.57
"879","2018-05-09",7.36
"880","2018-05-10",7.54
"881","2018-05-11",7.14
"882","2018-05-14",7.45
"883","2018-05-15",7.49
"884","2018-05-16",7.18
"885","2018-05-17",7.37
"886","2018-05-18",7.3
"887","2018-05-21",6.94
"888","2018-05-22",7.25
"889","2018-05-23",7.12
"890","2018-05-24",7.2
"891","2018-05-25",7.21
"892","2018-05-29",7.23
"893","2018-05-30",7.15
"894","2018-05-31",7.25
"895","2018-06-01",7.27
"896","2018-06-04",7.25
"897","2018-06-05",7.37
"898","2018-06-06",7.36
"899","2018-06-07",7.38
"900","2018-06-08",7.5
"901","2018-06-11",7.45
"902","2018-06-12",7.76
"903","2018-06-13",7.88
"904","2018-06-14",8.2
"905","2018-06-15",8.82
"906","2018-06-18",8.67
"907","2018-06-19",8.34
"908","2018-06-20",7.96
"909","2018-06-21",8.19
"910","2018-06-22",8.13
"911","2018-06-25",8.21
"912","2018-06-26",8.17
"913","2018-06-27",8.11
"914","2018-06-28",7.97
"915","2018-06-29",8.18
"916","2018-07-02",8.09
"917","2018-07-03",8.08
"918","2018-07-05",8.3
"919","2018-07-06",8.23
"920","2018-07-09",8.33
"921","2018-07-10",8.25
"922","2018-07-11",8.22
"923","2018-07-12",8.2
"924","2018-07-13",8.21
"925","2018-07-16",8.07
"926","2018-07-17",8.03
"927","2018-07-18",7.83
"928","2018-07-19",7.88
"929","2018-07-20",8.28
"930","2018-07-23",7.98
"931","2018-07-24",8.09
"932","2018-07-25",8.11
"933","2018-07-26",8.3
"934","2018-07-27",8.2
"935","2018-07-30",8.19
"936","2018-07-31",8.2
"937","2018-08-01",8.18
"938","2018-08-02",8.25
"939","2018-08-03",8.23
"940","2018-08-06",8.3
"941","2018-08-07",8.25
"942","2018-08-08",8.48
"943","2018-08-09",8.66
"944","2018-08-10",9.2
"945","2018-08-13",8.66
"946","2018-08-14",8.81
"947","2018-08-15",8.8
"948","2018-08-16",8.5
"949","2018-08-17",8.72
"950","2018-08-20",8.48
"951","2018-08-21",8.71
"952","2018-08-22",8.71
"953","2018-08-23",8.76
"954","2018-08-24",9
"955","2018-08-27",8.75
"956","2018-08-28",8.77
"957","2018-08-29",8.77
"958","2018-08-30",8.6
"959","2018-08-31",8.57
"960","2018-09-04",8.75
"961","2018-09-05",8.75
"962","2018-09-06",8.75
"963","2018-09-07",8.72
"964","2018-09-10",8.56
"965","2018-09-11",8.41
"966","2018-09-12",8.5
"967","2018-09-13",8.58
"968","2018-09-14",8.62
"969","2018-09-17",8.35
"970","2018-09-18",8.25
"971","2018-09-19",8.38
"972","2018-09-20",8.68
"973","2018-09-21",8.79
"974","2018-09-24",8.58
"975","2018-09-25",8.57
"976","2018-09-26",8.65
"977","2018-09-27",8.62
"978","2018-09-28",8.55
"979","2018-10-01",8.72
"980","2018-10-02",8.7
"981","2018-10-03",8.78
"982","2018-10-04",8.74
"983","2018-10-05",8.55
"984","2018-10-08",8.71
"985","2018-10-09",8.56
"986","2018-10-10",8.7
"987","2018-10-11",8.7
"988","2018-10-12",8.25
"989","2018-10-15",8.35
"990","2018-10-16",8.44
"991","2018-10-17",8.37
"992","2018-10-18",8.35
"993","2018-10-19",8.38
"994","2018-10-22",8.17
"995","2018-10-23",7.752
"996","2018-10-24",7.79
"997","2018-10-25",7.5
"998","2018-10-26",7.51
"999","2018-10-29",7.42
"1000","2018-10-30",7.37
"1001","2018-10-31",7.55
"1002","2018-11-01",7.35
