"","date","LJPC"
"484","2014-01-24",8.4
"485","2014-01-27",7.86
"486","2014-01-28",8.35
"487","2014-01-29",8.1
"488","2014-01-30",8.5
"489","2014-01-31",8.45
"490","2014-02-03",8.19
"491","2014-02-04",8.2
"492","2014-02-05",7.94
"493","2014-02-06",7.91
"494","2014-02-07",7.26
"495","2014-02-10",7.31
"496","2014-02-11",7.54
"497","2014-02-12",7.35
"498","2014-02-13",7.4
"499","2014-02-14",8.26
"500","2014-02-18",7.84
"501","2014-02-19",7.89
"502","2014-02-20",7.45
"503","2014-02-21",7.56
"504","2014-02-24",7.58
"505","2014-02-25",7.6
"506","2014-02-26",7.98
"507","2014-02-27",7.77
"508","2014-02-28",7.61
"509","2014-03-03",7.4
"510","2014-03-04",7.63
"511","2014-03-05",7.89
"512","2014-03-06",8.89
"513","2014-03-07",9.76
"514","2014-03-10",10.9
"515","2014-03-11",17.959999
"516","2014-03-12",15.82
"517","2014-03-13",14.85
"518","2014-03-14",14.67
"519","2014-03-17",13.16
"520","2014-03-18",12.97
"521","2014-03-19",15.38
"522","2014-03-20",13.6
"523","2014-03-21",13.05
"524","2014-03-24",11.76
"525","2014-03-25",11.42
"526","2014-03-26",10.99
"527","2014-03-27",10.68
"528","2014-03-28",10.6
"529","2014-03-31",10.8
"530","2014-04-01",11.17
"531","2014-04-02",11.6
"532","2014-04-03",10.84
"533","2014-04-04",10.49
"534","2014-04-07",10.27
"535","2014-04-08",11.52
"536","2014-04-09",11.27
"537","2014-04-10",10.24
"538","2014-04-11",9.82
"539","2014-04-14",8.7
"540","2014-04-15",9.09
"541","2014-04-16",9.14
"542","2014-04-17",10.02
"543","2014-04-21",10.5
"544","2014-04-22",11.01
"545","2014-04-23",11.05
"546","2014-04-24",11.09
"547","2014-04-25",10.49
"548","2014-04-28",9.05
"549","2014-04-29",9.34
"550","2014-04-30",9.14
"551","2014-05-01",9.15
"552","2014-05-02",9.04
"553","2014-05-05",9.4
"554","2014-05-06",9.24
"555","2014-05-07",8.95
"556","2014-05-08",8.76
"557","2014-05-09",8.77
"558","2014-05-12",8.83
"559","2014-05-13",8.76
"560","2014-05-14",8.98
"561","2014-05-15",8.92
"562","2014-05-16",8.71
"563","2014-05-19",8.82
"564","2014-05-20",8.57
"565","2014-05-21",7.6
"566","2014-05-22",7.69
"567","2014-05-23",7.58
"568","2014-05-27",7.52
"569","2014-05-28",7.6
"570","2014-05-29",7.6
"571","2014-05-30",8.11
"572","2014-06-02",7.77
"573","2014-06-03",7.59
"574","2014-06-04",7.82
"575","2014-06-05",7.77
"576","2014-06-06",8.03
"577","2014-06-09",8.3
"578","2014-06-10",8.54
"579","2014-06-11",9.11
"580","2014-06-12",8.48
"581","2014-06-13",8.42
"582","2014-06-16",8.81
"583","2014-06-17",9.09
"584","2014-06-18",8.9
"585","2014-06-19",8.98
"586","2014-06-20",9.03
"587","2014-06-23",8.97
"588","2014-06-24",8.93
"589","2014-06-25",8.88
"590","2014-06-26",8.66
"591","2014-06-27",9.19
"592","2014-06-30",9.18
"593","2014-07-01",9.1
"594","2014-07-02",9.1
"595","2014-07-03",8.97
"596","2014-07-07",8.52
"597","2014-07-08",8.23
"598","2014-07-09",9.01
"599","2014-07-10",8.95
"600","2014-07-11",10.65
"601","2014-07-14",10.85
"602","2014-07-15",12.09
"603","2014-07-16",11.53
"604","2014-07-17",10.53
"605","2014-07-18",11.24
"606","2014-07-21",10.98
"607","2014-07-22",10.95
"608","2014-07-23",11.46
"609","2014-07-24",11.12
"610","2014-07-25",11.26
"611","2014-07-28",11.8
"612","2014-07-29",10.65
"613","2014-07-30",10.21
"614","2014-07-31",9.74
"615","2014-08-01",9.4
"616","2014-08-04",9.85
"617","2014-08-05",10.06
"618","2014-08-06",9.95
"619","2014-08-07",9.94
"620","2014-08-08",10.27
"621","2014-08-11",10.05
"622","2014-08-12",9.81
"623","2014-08-13",9.91
"624","2014-08-14",10.07
"625","2014-08-15",9.83
"626","2014-08-18",10.29
"627","2014-08-19",10.24
"628","2014-08-20",10.39
"629","2014-08-21",10.2
"630","2014-08-22",10.18
"631","2014-08-25",10.5
"632","2014-08-26",10.52
"633","2014-08-27",10.53
"634","2014-08-28",10.44
"635","2014-08-29",10.42
"636","2014-09-02",10.14
"637","2014-09-03",10.03
"638","2014-09-04",9.9
"639","2014-09-05",10.02
"640","2014-09-08",10.01
"641","2014-09-09",9.37
"642","2014-09-10",9.54
"643","2014-09-11",9.41
"644","2014-09-12",9.04
"645","2014-09-15",9.03
"646","2014-09-16",9.2
"647","2014-09-17",9.39
"648","2014-09-18",9.15
"649","2014-09-19",8.95
"650","2014-09-22",8.35
"651","2014-09-23",8.71
"652","2014-09-24",9.27
"653","2014-09-25",9.17
"654","2014-09-26",9.25
"655","2014-09-29",9.79
"656","2014-09-30",9.61
"657","2014-10-01",9.24
"658","2014-10-02",9.2
"659","2014-10-03",9.3
"660","2014-10-06",9.1
"661","2014-10-07",8.62
"662","2014-10-08",8.53
"663","2014-10-09",8.28
"664","2014-10-10",7.75
"665","2014-10-13",7.84
"666","2014-10-14",7.99
"667","2014-10-15",8.2
"668","2014-10-16",8.8
"669","2014-10-17",8.84
"670","2014-10-20",9.38
"671","2014-10-21",9.84
"672","2014-10-22",9.5
"673","2014-10-23",10.2
"674","2014-10-24",11.25
"675","2014-10-27",11.08
"676","2014-10-28",11.08
"677","2014-10-29",11.06
"678","2014-10-30",11.05
"679","2014-10-31",10.99
"680","2014-11-03",11.07
"681","2014-11-04",11.14
"682","2014-11-05",11.01
"683","2014-11-06",11.14
"684","2014-11-07",12.28
"685","2014-11-10",13.41
"686","2014-11-11",13.59
"687","2014-11-12",13.14
"688","2014-11-13",11.06
"689","2014-11-14",11.06
"690","2014-11-17",11.04
"691","2014-11-18",11.4
"692","2014-11-19",11.17
"693","2014-11-20",11.22
"694","2014-11-21",11.19
"695","2014-11-24",11.51
"696","2014-11-25",11.13
"697","2014-11-26",11.18
"698","2014-11-28",11.13
"699","2014-12-01",11
"700","2014-12-02",11.46
"701","2014-12-03",11.72
"702","2014-12-04",11.05
"703","2014-12-05",11.43
"704","2014-12-08",11.02
"705","2014-12-09",11.23
"706","2014-12-10",11.03
"707","2014-12-11",13.05
"708","2014-12-12",13.81
"709","2014-12-15",14.1
"710","2014-12-16",15.38
"711","2014-12-17",15.94
"712","2014-12-18",17.25
"713","2014-12-19",20.15
"714","2014-12-22",16.58
"715","2014-12-23",16.450001
"716","2014-12-24",16.35
"717","2014-12-26",17.940001
"718","2014-12-29",18.889999
"719","2014-12-30",18.309999
"720","2014-12-31",18.450001
"721","2015-01-02",17.940001
"722","2015-01-05",17.790001
"723","2015-01-06",16.84
"724","2015-01-07",17.940001
"725","2015-01-08",18.530001
"726","2015-01-09",19.799999
"727","2015-01-12",20.75
"728","2015-01-13",20.059999
"729","2015-01-14",20.74
"730","2015-01-15",19.4
"731","2015-01-16",19.92
"732","2015-01-20",19.99
"733","2015-01-21",19.870001
"734","2015-01-22",20
"735","2015-01-23",20.25
"736","2015-01-26",20.99
"737","2015-01-27",22.190001
"738","2015-01-28",21.77
"739","2015-01-29",21.98
"740","2015-01-30",21.84
"741","2015-02-02",20.879999
"742","2015-02-03",19.33
"743","2015-02-04",18.18
"744","2015-02-05",18.379999
"745","2015-02-06",17.34
"746","2015-02-09",18.32
"747","2015-02-10",18.129999
"748","2015-02-11",18.629999
"749","2015-02-12",18.790001
"750","2015-02-13",18.790001
"751","2015-02-17",19.200001
"752","2015-02-18",18.93
"753","2015-02-19",19.209999
"754","2015-02-20",18.690001
"755","2015-02-23",19.690001
"756","2015-02-24",19.42
"757","2015-02-25",20.190001
"758","2015-02-26",20.25
"759","2015-02-27",20.33
"760","2015-03-02",20.790001
"761","2015-03-03",20.959999
"762","2015-03-04",20.889999
"763","2015-03-05",21.32
"764","2015-03-06",23.27
"765","2015-03-09",23.92
"766","2015-03-10",24.65
"767","2015-03-11",24.280001
"768","2015-03-12",23.92
"769","2015-03-13",23.200001
"770","2015-03-16",21.370001
"771","2015-03-17",21.74
"772","2015-03-18",23.209999
"773","2015-03-19",23.09
"774","2015-03-20",22.379999
"775","2015-03-23",21.07
"776","2015-03-24",21.07
"777","2015-03-25",18.58
"778","2015-03-26",19.24
"779","2015-03-27",19.030001
"780","2015-03-30",19.129999
"781","2015-03-31",18.299999
"782","2015-04-01",17.48
"783","2015-04-02",17.459999
"784","2015-04-06",18.23
"785","2015-04-07",17.58
"786","2015-04-08",18.139999
"787","2015-04-09",17.75
"788","2015-04-10",17.870001
"789","2015-04-13",19.059999
"790","2015-04-14",19.09
"791","2015-04-15",18.68
"792","2015-04-16",18.969999
"793","2015-04-17",17.870001
"794","2015-04-20",19.07
"795","2015-04-21",21.82
"796","2015-04-22",23.040001
"797","2015-04-23",24.34
"798","2015-04-24",22.950001
"799","2015-04-27",22.370001
"800","2015-04-28",21.389999
"801","2015-04-29",21.280001
"802","2015-04-30",19.01
"803","2015-05-01",19.24
"804","2015-05-04",19.73
"805","2015-05-05",18.74
"806","2015-05-06",18.49
"807","2015-05-07",19.379999
"808","2015-05-08",16.49
"809","2015-05-11",18.459999
"810","2015-05-12",18.27
"811","2015-05-13",18.92
"812","2015-05-14",19.799999
"813","2015-05-15",19.75
"814","2015-05-18",20.66
"815","2015-05-19",20.26
"816","2015-05-20",19.959999
"817","2015-05-21",19.540001
"818","2015-05-22",19.67
"819","2015-05-26",19.67
"820","2015-05-27",20.1
"821","2015-05-28",20.15
"822","2015-05-29",22.33
"823","2015-06-01",21.940001
"824","2015-06-02",22.200001
"825","2015-06-03",22.52
"826","2015-06-04",22.309999
"827","2015-06-05",23.129999
"828","2015-06-08",22.780001
"829","2015-06-09",22.99
"830","2015-06-10",23.190001
"831","2015-06-11",22.950001
"832","2015-06-12",22.85
"833","2015-06-15",22.209999
"834","2015-06-16",21.48
"835","2015-06-17",20.299999
"836","2015-06-18",20.440001
"837","2015-06-19",19.959999
"838","2015-06-22",22.25
"839","2015-06-23",22.540001
"840","2015-06-24",22.559999
"841","2015-06-25",23.9
"842","2015-06-26",24
"843","2015-06-29",24.110001
"844","2015-06-30",24.51
"845","2015-07-01",27.52
"846","2015-07-02",27.35
"847","2015-07-06",29.440001
"848","2015-07-07",30.450001
"849","2015-07-08",30.34
"850","2015-07-09",30.49
"851","2015-07-10",31.43
"852","2015-07-13",32.639999
"853","2015-07-14",33.330002
"854","2015-07-15",33.290001
"855","2015-07-16",32.23
"856","2015-07-17",32.299999
"857","2015-07-20",30.700001
"858","2015-07-21",29.870001
"859","2015-07-22",30.860001
"860","2015-07-23",30.299999
"861","2015-07-24",28.379999
"862","2015-07-27",29.43
"863","2015-07-28",29.809999
"864","2015-07-29",28.26
"865","2015-07-30",28.58
"866","2015-07-31",30.4
"867","2015-08-03",30.110001
"868","2015-08-04",29.459999
"869","2015-08-05",30.620001
"870","2015-08-06",30.25
"871","2015-08-07",27.120001
"872","2015-08-10",25.84
"873","2015-08-11",24.450001
"874","2015-08-12",25.200001
"875","2015-08-13",25.24
"876","2015-08-14",25.24
"877","2015-08-17",25.459999
"878","2015-08-18",26.450001
"879","2015-08-19",27.690001
"880","2015-08-20",25.879999
"881","2015-08-21",29.77
"882","2015-08-24",29.08
"883","2015-08-25",28.889999
"884","2015-08-26",30.77
"885","2015-08-27",31.139999
"886","2015-08-28",32.650002
"887","2015-08-31",35.580002
"888","2015-09-01",34.759998
"889","2015-09-02",35.560001
"890","2015-09-03",33.240002
"891","2015-09-04",34.700001
"892","2015-09-08",43.900002
"893","2015-09-09",42.310001
"894","2015-09-10",38.450001
"895","2015-09-11",39.619999
"896","2015-09-14",38.380001
"897","2015-09-15",38.200001
"898","2015-09-16",38.77
"899","2015-09-17",38.880001
"900","2015-09-18",41.700001
"901","2015-09-21",38.169998
"902","2015-09-22",35.130001
"903","2015-09-23",36.220001
"904","2015-09-24",34.470001
"905","2015-09-25",30.379999
"906","2015-09-28",25.99
"907","2015-09-29",25.74
"908","2015-09-30",27.790001
"909","2015-10-01",25.93
"910","2015-10-02",26.530001
"911","2015-10-05",25.299999
"912","2015-10-06",24.559999
"913","2015-10-07",25.040001
"914","2015-10-08",23.74
"915","2015-10-09",24.5
"916","2015-10-12",23.809999
"917","2015-10-13",22.27
"918","2015-10-14",21.889999
"919","2015-10-15",24.690001
"920","2015-10-16",23.870001
"921","2015-10-19",25.639999
"922","2015-10-20",24.030001
"923","2015-10-21",23.540001
"924","2015-10-22",23.42
"925","2015-10-23",24.52
"926","2015-10-26",23.809999
"927","2015-10-27",23.48
"928","2015-10-28",24.66
"929","2015-10-29",25.34
"930","2015-10-30",24.99
"931","2015-11-02",27.610001
"932","2015-11-03",28.75
"933","2015-11-04",28.59
"934","2015-11-05",27.1
"935","2015-11-06",25.299999
"936","2015-11-09",28.459999
"937","2015-11-10",29.5
"938","2015-11-11",28.17
"939","2015-11-12",28.540001
"940","2015-11-13",28.15
"941","2015-11-16",26.790001
"942","2015-11-17",28.200001
"943","2015-11-18",29.120001
"944","2015-11-19",29.41
"945","2015-11-20",28.65
"946","2015-11-23",30.6
"947","2015-11-24",31.459999
"948","2015-11-25",33.029999
"949","2015-11-27",33.93
"950","2015-11-30",33.790001
"951","2015-12-01",32.869999
"952","2015-12-02",33.580002
"953","2015-12-03",31.75
"954","2015-12-04",31.91
"955","2015-12-07",29.17
"956","2015-12-08",29.98
"957","2015-12-09",27.559999
"958","2015-12-10",27.559999
"959","2015-12-11",26.66
"960","2015-12-14",25.65
"961","2015-12-15",26.17
"962","2015-12-16",27.57
"963","2015-12-17",27.76
"964","2015-12-18",27.200001
"965","2015-12-21",28.24
"966","2015-12-22",26.629999
"967","2015-12-23",26.540001
"968","2015-12-24",27.91
"969","2015-12-28",27.17
"970","2015-12-29",27.99
"971","2015-12-30",27.48
"972","2015-12-31",27
"973","2016-01-04",25.059999
"974","2016-01-05",24.370001
"975","2016-01-06",22.91
"976","2016-01-07",21.459999
"977","2016-01-08",21.200001
"978","2016-01-11",17.690001
"979","2016-01-12",18.07
"980","2016-01-13",15.73
"981","2016-01-14",15.63
"982","2016-01-15",14.94
"983","2016-01-19",14.47
"984","2016-01-20",16.42
"985","2016-01-21",15.92
"986","2016-01-22",17.129999
"987","2016-01-25",17.860001
"988","2016-01-26",17.59
"989","2016-01-27",17.450001
"990","2016-01-28",16.790001
"991","2016-01-29",17.709999
"992","2016-02-01",17.67
"993","2016-02-02",16.049999
"994","2016-02-03",15.7
"995","2016-02-04",16.450001
"996","2016-02-05",15.15
"997","2016-02-08",13.58
"998","2016-02-09",14.06
"999","2016-02-10",13.77
"1000","2016-02-11",14.02
"1001","2016-02-12",15.09
"1002","2016-02-16",15.92
"1003","2016-02-17",17.190001
"1004","2016-02-18",16.280001
"1005","2016-02-19",16.84
"1006","2016-02-22",17.01
"1007","2016-02-23",16.139999
"1008","2016-02-24",16.639999
"1009","2016-02-25",15.48
"1010","2016-02-26",15.87
"1011","2016-02-29",15.39
"1012","2016-03-01",17.129999
"1013","2016-03-02",18.809999
"1014","2016-03-03",18.99
"1015","2016-03-04",18.82
"1016","2016-03-07",20.67
"1017","2016-03-08",19.23
"1018","2016-03-09",19.219999
"1019","2016-03-10",19.360001
"1020","2016-03-11",20.35
